1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 489778.78),(2 851499.06),(3 1046232.3),(4 2097768),(5 2957714),(6 3495418),(7 4821352.5),(8 5896979.5),(9 6592876),(10 8085476.5),(11 9319927),(12 10285516),(13 12084460),(14 13701264),(15 15146447),(16 17403498),(17 19482954),(18 21165238),(19 23673990),(20 25795954),(21 27124390),(22 29130614),(23 30929238),(24 31889074),(25 33752990),(26 35454012),(27 36445104),(28 38415052),(29 40372108),(30 41472316),(31 43415572),(32 45375796),(33 46310652),(34 47878644),(35 49501316),(36 49937484),(37 51001900),(38 52039010),(39 52030948),(40 52634036),(41 53628628),(42 53732450),(43 54541612),(44 55748750),(45 55979124),(46 56506320),(47 57375540),(48 57133092),(49 57342484),(50 57887548),(51 57248052),(52 57197644),(53 57885532),(54 57319060),(55 57567500),(56 58499564),(57 58486596),(58 59222670),(59 60606304),(60 61002156),(61 62252144),(62 63786076),(63 64409068),(64 65786548),(65 67602300),(66 68473944),(67 70082280),(68 72160010),(69 73134890),(70 74655224),(71 76779784),(72 77730620),(73 79441760),(74 81236280),(75 81784250),(76 82696940),(77 84092344),(78 84016430),(79 84465704),
(1 416726.88),(2 1600230.3),(3 3427123.3),(4 5728958),(5 8291299),(6 10917431),(7 13422308),(8 15709721),(9 17645022),(10 19157528),(11 20252232),(12 20855036),(13 21009070),(14 20771714),(15 20242164),(16 19498252),(17 18676740),(18 17880034),(19 17179256),(20 16716365),(21 16494372),(22 16520918),(23 16838080),(24 17335096),(25 17961780),(26 18685818),(27 19414894),(28 20137252),(29 20749808),(30 21192858),(31 21395362),(32 21319912),(33 20979764),(34 20452216),(35 19797986),(36 19061680),(37 18388084),(38 17870284),(39 17567476),(40 17479828),(41 17702334),(42 18148002),(43 18796068),(44 19606128),(45 20513568),(46 21441314),(47 22282124),(48 22924294),(49 23430630),(50 23780216),(51 24051952),(52 24295924),(53 24588380),(54 24936766),(55 25274284),(56 25584156),(57 25959774),(58 26291244),(59 26615730),(60 26935658),(61 27188418),(62 27474148),(63 27735308),(64 27903830),(65 27967550),(66 27905420),(67 27652346),(68 27203862),(69 26575402),(70 25847978),(71 25064888),(72 24233744),(73 23386796),(74 22489324),(75 21626282),(76 20885312),(77 20355866),(78 20031076),(79 19892266),
(1 421434.1),(2 1596250.5),(3 3413285.8),(4 5716807.5),(5 8321081.5),(6 11052310),(7 13738805),(8 16213368),(9 18317086),(10 19950886),(11 21099458),(12 21713962),(13 21859280),(14 21591750),(15 21020648),(16 20270202),(17 19530610),(18 18882400),(19 18433658),(20 18312332),(21 18494218),(22 19004538),(23 19810898),(24 20773954),(25 21678554),(26 22450262),(27 22978368),(28 23293826),(29 23386000),(30 23214210),(31 22915062),(32 22534062),(33 22123092),(34 21656890),(35 21289618),(36 20985866),(37 20844780),(38 20875118),(39 21071080),(40 21394724),(41 21818600),(42 22373198),(43 22997328),(44 23693458),(45 24508282),(46 25366848),(47 26234288),(48 27058328),(49 27787034),(50 28416918),(51 28923376),(52 29275648),(53 29446966),(54 29351088),(55 29132054),(56 28878074),(57 28564544),(58 28258542),(59 28034970),(60 27874558),(61 27803834),(62 27855002),(63 27956054),(64 28080632),(65 28135098),(66 28026170),(67 27750910),(68 27315462),(69 26718438),(70 25982656),(71 25158162),(72 24237822),(73 23292866),(74 22352122),(75 21528144),(76 20897034),(77 20482918),(78 20297144),(79 20259424),
(1 422657.03),(2 1586176.4),(3 3299673.5),(4 5390735.5),(5 7618569),(6 9779512),(7 11714179),(8 13225526),(9 14239447),(10 14761682),(11 14794391),(12 14408585),(13 13748659),(14 12975379),(15 12250152),(16 11698696),(17 11431555),(18 11461748),(19 11784993),(20 12354129),(21 13094272),(22 13881032),(23 14605784),(24 15197039),(25 15556475),(26 15703412),(27 15607238),(28 15352719),(29 15028621),(30 14675200),(31 14371365),(32 14151928),(33 14068672),(34 14138235),(35 14302787),(36 14504833),(37 14720461),(38 14900379),(39 15009656),(40 14983546),(41 14785277),(42 14428616),(43 14006661),(44 13608778),(45 13297805),(46 13118108),(47 13097842),(48 13288947),(49 13713138),(50 14311201),(51 15015368),(52 15748466),(53 16459670),(54 17160970),(55 17809264),(56 18352920),(57 18792418),(58 19058808),(59 19141080),(60 19123846),(61 18981548),(62 18773552),(63 18543984),(64 18287564),(65 18091164),(66 17895404),(67 17724150),(68 17636110),(69 17666388),(70 17824066),(71 18092498),(72 18440158),(73 18811442),(74 19196386),(75 19530772),(76 19746452),(77 19902302),(78 19948136),(79 19872482),
(1 386345.84),(2 1455247.3),(3 3040284.8),(4 4938378),(5 6973377.5),(6 8965064),(7 10747707),(8 12195868),(9 13196129),(10 13737084),(11 13858761),(12 13595854),(13 13184488),(14 12697240),(15 12265837),(16 12047375),(17 12087657),(18 12379597),(19 12863642),(20 13475398),(21 14130550),(22 14718058),(23 15072529),(24 15204385),(25 15141775),(26 14916849),(27 14614899),(28 14336323),(29 14136189),(30 14077681),(31 14172052),(32 14413679),(33 14746716),(34 15106758),(35 15400507),(36 15556580),(37 15528301),(38 15316338),(39 14948518),(40 14449044),(41 13918211),(42 13405795),(43 12997197),(44 12762377),(45 12724095),(46 12826103),(47 13100417),(48 13601476),(49 14267089),(50 14965427),(51 15632961),(52 16243378),(53 16713990),(54 16981638),(55 17042458),(56 16877090),(57 16482519),(58 15909325),(59 15247240),(60 14551844),(61 13849553),(62 13224585),(63 12719350),(64 12333272),(65 12065407),(66 11921833),(67 11940694),(68 12091049),(69 12312544),(70 12538461),(71 12748666),(72 12893199),(73 12914884),(74 12793475),(75 12504323),(76 12064639),(77 11484156),(78 10898729),(79 10371674),
(1 324069.13),(2 1177709.9),(3 2385119),(4 3777866.8),(5 5183196),(6 6471802),(7 7572620),(8 8451916),(9 9017146),(10 9289350),(11 9326839),(12 9155987),(13 8877068),(14 8623137),(15 8509303),(16 8577575),(17 8785958),(18 9074444),(19 9397491),(20 9734919),(21 10035454),(22 10289572),(23 10493161),(24 10594196),(25 10591410),(26 10583759),(27 10602031),(28 10670458),(29 10836512),(30 11064314),(31 11313967),(32 11555157),(33 11662573),(34 11676826),(35 11585854),(36 11360175),(37 11084120),(38 10855559),(39 10681990),(40 10632369),(41 10738027),(42 10975461),(43 11342105),(44 11807516),(45 12299822),(46 12702772),(47 12992062),(48 13171417),(49 13216664),(50 13129732),(51 12938145),(52 12667996),(53 12397018),(54 12197978),(55 12107220),(56 12112549),(57 12184411),(58 12303668),(59 12437764),(60 12531205),(61 12527753),(62 12427919),(63 12214801),(64 11953233),(65 11712332),(66 11547573),(67 11452151),(68 11449836),(69 11499859),(70 11561100),(71 11651835),(72 11715172),(73 11696395),(74 11601176),(75 11395137),(76 11015315),(77 10534001),(78 10026310),(79 9544475),
(1 304753.06),(2 1134168.1),(3 2328181.3),(4 3735554.8),(5 5194123),(6 6533527),(7 7612640),(8 8359098.5),(9 8811894),(10 8947531),(11 8815651),(12 8551311),(13 8227149.5),(14 7977137),(15 7875615),(16 7911628.5),(17 8075610.5),(18 8307669),(19 8574884),(20 8847595),(21 9068481),(22 9216870),(23 9296186),(24 9310364),(25 9300041),(26 9242089),(27 9217156),(28 9247465),(29 9346272),(30 9459158),(31 9547643),(32 9566861),(33 9516235),(34 9392933),(35 9180601),(36 8905239),(37 8561224),(38 8229650),(39 7955171),(40 7763343),(41 7692352),(42 7759183),(43 7954795),(44 8215955),(45 8514423),(46 8744278),(47 8869152),(48 8882160),(49 8777495),(50 8564583),(51 8267905),(52 7942143),(53 7649954.5),(54 7426522),(55 7281126.5),(56 7247014),(57 7313689),(58 7488963.5),(59 7738160.5),(60 7995393),(61 8217360.5),(62 8375223.5),(63 8465223),(64 8538423),(65 8533436),(66 8506237),(67 8445697),(68 8351574),(69 8273920),(70 8167457.5),(71 8040050.5),(72 7928143),(73 7821513),(74 7750291.5),(75 7669655),(76 7542985.5),(77 7387511.5),(78 7239651.5),(79 7066608),
(1 219847.13),(2 799265.3),(3 1612275.4),(4 2544068.8),(5 3504111),(6 4413832.5),(7 5238176),(8 5944461),(9 6500435.5),(10 6876181.5),(11 7102595.5),(12 7192799),(13 7151838),(14 7063368.5),(15 6990348),(16 6954414.5),(17 6977748),(18 7073762.5),(19 7204052),(20 7358971.5),(21 7543471.5),(22 7708934),(23 7869434),(24 7987397),(25 8096141.5),(26 8225023),(27 8357999),(28 8487922),(29 8543128),(30 8503007),(31 8383491),(32 8214414),(33 8016108.5),(34 7830642.5),(35 7697534.5),(36 7611747),(37 7620919),(38 7735219.5),(39 7914055.5),(40 8109359.5),(41 8287563.5),(42 8433321),(43 8533175),(44 8588895),(45 8592429),(46 8501085),(47 8337501),(48 8182255),(49 8041062),(50 7913154.5),(51 7824788.5),(52 7774958),(53 7748218),(54 7735504.5),(55 7703201),(56 7642369),(57 7536714.5),(58 7388620.5),(59 7223476),(60 7068768.5),(61 6939473),(62 6864270),(63 6844123.5),(64 6876495),(65 6934336),(66 6971675.5),(67 6991030.5),(68 6999500.5),(69 6994257.5),(70 6987667.5),(71 6990775.5),(72 6997666),(73 7006282.5),(74 7018115.5),(75 6986172),(76 6899384.5),(77 6767825.5),(78 6613538),(79 6427543.5),
(1 211347.05),(2 759519.5),(3 1518298.4),(4 2405340.3),(5 3307324.3),(6 4146824.8),(7 4883853.5),(8 5486625.5),(9 5908871.5),(10 6147616),(11 6203809),(12 6171244.5),(13 6143195),(14 6161859.5),(15 6229168),(16 6308295),(17 6351251),(18 6337665),(19 6326172),(20 6331332),(21 6337059),(22 6363383.5),(23 6422200),(24 6531561),(25 6666261.5),(26 6735017),(27 6725966),(28 6591982.5),(29 6337886.5),(30 6009327),(31 5658436.5),(32 5365863),(33 5184755.5),(34 5102129.5),(35 5118658),(36 5217068),(37 5382693),(38 5598075),(39 5814489),(40 5963867),(41 6028409.5),(42 6026093.5),(43 5964482),(44 5849938),(45 5720423.5),(46 5583531.5),(47 5478894),(48 5431871),(49 5421334),(50 5442481.5),(51 5473140),(52 5449698.5),(53 5361214.5),(54 5204853.5),(55 4989710.5),(56 4786643.5),(57 4609268.5),(58 4496977.5),(59 4474758),(60 4504345),(61 4601283),(62 4746760),(63 4914583.5),(64 5094894.5),(65 5244803),(66 5385993),(67 5522957.5),(68 5660642),(69 5815127.5),(70 5960175),(71 6077219),(72 6161546.5),(73 6201255),(74 6226236),(75 6221909.5),(76 6175518),(77 6110656),(78 6001848),(79 5827739.5),
(1 264549),(2 942667.2),(3 1850457.3),(4 2817527.5),(5 3708221.5),(6 4439152),(7 4956655.5),(8 5244529),(9 5345418),(10 5333067),(11 5275053),(12 5246203.5),(13 5302986),(14 5454674.5),(15 5691877.5),(16 5957734),(17 6187615.5),(18 6353986),(19 6455321),(20 6514359),(21 6557308.5),(22 6557554),(23 6609855.5),(24 6707177),(25 6842655.5),(26 6965533.5),(27 6983895),(28 6855587.5),(29 6588030),(30 6200719),(31 5773171),(32 5375735.5),(33 5059322),(34 4871003),(35 4822877.5),(36 4922201),(37 5137657),(38 5424777.5),(39 5693872),(40 5903436),(41 6001621),(42 5953609),(43 5792308.5),(44 5598272),(45 5453521),(46 5403585.5),(47 5477047),(48 5660094),(49 5880173),(50 6088334),(51 6211000),(52 6166587),(53 5962467),(54 5665043),(55 5359659),(56 5157395.5),(57 5063506.5),(58 5110420),(59 5293315),(60 5550355),(61 5832997),(62 6116126.5),(63 6337769),(64 6468399),(65 6500963),(66 6458769),(67 6363442.5),(68 6244863),(69 6145583),(70 6071485),(71 6035551),(72 6031868),(73 6046635),(74 6062718.5),(75 6064770),(76 6032566),(77 5931845.5),(78 5788180),(79 5625750),
(1 199488.08),(2 702487.2),(3 1350323),(4 2032690.4),(5 2692911.3),(6 3279207.5),(7 3760333.8),(8 4111882.5),(9 4338920),(10 4470466.5),(11 4559733),(12 4625855),(13 4701571),(14 4804387),(15 4925867),(16 5031421.5),(17 5126663),(18 5224930.5),(19 5291685.5),(20 5335495.5),(21 5351948),(22 5352339),(23 5380256.5),(24 5432697.5),(25 5482340.5),(26 5467286.5),(27 5334310),(28 5073786.5),(29 4751777),(30 4451919.5),(31 4217845),(32 4071429.3),(33 4033339.8),(34 4105374.3),(35 4266619.5),(36 4464273.5),(37 4623637),(38 4729743.5),(39 4768091.5),(40 4761376),(41 4748872),(42 4795470.5),(43 4919705),(44 5107413),(45 5337259.5),(46 5542075),(47 5687114.5),(48 5785169.5),(49 5815022),(50 5757739.5),(51 5607177.5),(52 5402341),(53 5208973),(54 5071440.5),(55 4984349.5),(56 4948031.5),(57 4950536),(58 5002133),(59 5080117),(60 5150868),(61 5200177.5),(62 5225910),(63 5207188),(64 5127261.5),(65 5002044.5),(66 4861697),(67 4733871.5),(68 4643518.5),(69 4611230.5),(70 4628038.5),(71 4688081),(72 4777877),(73 4859766.5),(74 4910709),(75 4905922),(76 4834258),(77 4700062),(78 4529599),(79 4365595.5),
(1 214423.97),(2 748579.06),(3 1433216.6),(4 2153875.3),(5 2792095),(6 3305253),(7 3663292.8),(8 3854837.5),(9 3956524),(10 4012417),(11 4074448.5),(12 4150380),(13 4260073.5),(14 4379382.5),(15 4471782),(16 4515912.5),(17 4486683.5),(18 4421652),(19 4333798.5),(20 4244933.5),(21 4180625.3),(22 4150655),(23 4180043),(24 4232286),(25 4267224),(26 4235383.5),(27 4124378),(28 3970537.5),(29 3834602.8),(30 3766890),(31 3784081.3),(32 3885092),(33 4037419),(34 4197735.5),(35 4306874.5),(36 4325917),(37 4260007.5),(38 4126986),(39 3963278.3),(40 3811012),(41 3712052.5),(42 3674469),(43 3705315.8),(44 3795664),(45 3887121.3),(46 3895422.3),(47 3819808.5),(48 3687554.3),(49 3537339.3),(50 3422552.3),(51 3399691),(52 3472429.8),(53 3623198.8),(54 3819140.8),(55 4021997.8),(56 4203530.5),(57 4345217),(58 4421269),(59 4418696.5),(60 4364615),(61 4277699.5),(62 4182006),(63 4098001.8),(64 4026196),(65 3984210.3),(66 3966321.3),(67 3956998),(68 3956745.5),(69 3965960.3),(70 3984360.3),(71 4021638),(72 4075119.5),(73 4157707.5),(74 4240405),(75 4321229.5),(76 4356344.5),(77 4352613.5),(78 4326866.5),(79 4270573),
(1 194549.11),(2 676722.1),(3 1278110.8),(4 1883361.5),(5 2416993.8),(6 2809272.5),(7 3045010),(8 3171345.8),(9 3218807),(10 3240946),(11 3308265.8),(12 3438339.8),(13 3594555.3),(14 3757865.3),(15 3880995.5),(16 3940693.8),(17 3944751),(18 3927470.8),(19 3941332),(20 3999284.5),(21 4091981.8),(22 4195201.5),(23 4295685.5),(24 4386276.5),(25 4457397.5),(26 4445467.5),(27 4346346.5),(28 4206451.5),(29 4082108.5),(30 4028636.5),(31 4002036),(32 3988319.5),(33 3999474.3),(34 4012996.5),(35 4006618.3),(36 3947437.3),(37 3829187.5),(38 3685466),(39 3543887),(40 3463579),(41 3495833),(42 3611020.3),(43 3766526.8),(44 3912075),(45 3980453),(46 3962602.3),(47 3896212.5),(48 3785585.3),(49 3649916),(50 3558158.8),(51 3541781.5),(52 3599212),(53 3721399.3),(54 3880239),(55 4005752),(56 4084755.5),(57 4088765.8),(58 4028698.3),(59 3914894.3),(60 3789166.8),(61 3656090.3),(62 3541290),(63 3449501),(64 3425009.5),(65 3465465.8),(66 3535301),(67 3604275.3),(68 3657060.5),(69 3672241),(70 3648671),(71 3594281.5),(72 3538409),(73 3507881),(74 3510796.3),(75 3518748),(76 3527663.8),(77 3573989),(78 3624447.5),(79 3643057.3),
(1 171592.97),(2 571415),(3 1046106.3),(4 1519209.3),(5 1958606.5),(6 2344804.3),(7 2667473),(8 2942078.8),(9 3123433.3),(10 3234595.3),(11 3320771.8),(12 3397775),(13 3462863.8),(14 3528731.3),(15 3602467.8),(16 3669148),(17 3727575.8),(18 3759096.3),(19 3775479.8),(20 3739182.3),(21 3657707.3),(22 3550231),(23 3432125),(24 3296634),(25 3174223.8),(26 3095141.8),(27 3055128.3),(28 3074728.3),(29 3141599.8),(30 3223132.8),(31 3296852.8),(32 3348797.5),(33 3348153.3),(34 3303557.3),(35 3242783.3),(36 3175908.8),(37 3139892.5),(38 3155763),(39 3203563.3),(40 3262141.5),(41 3318233.3),(42 3341569.5),(43 3305968.3),(44 3214428),(45 3093722.5),(46 2958966),(47 2875157.3),(48 2848703),(49 2863305),(50 2879786.5),(51 2887248.8),(52 2883670),(53 2884890),(54 2909777),(55 2949775.8),(56 2996660),(57 3017003.3),(58 3004441.8),(59 2971199.8),(60 2922274.3),(61 2859867.3),(62 2783239.8),(63 2701651.3),(64 2661297.8),(65 2685072),(66 2754317),(67 2852989),(68 2943396.8),(69 2991220),(70 2973721.8),(71 2919490.5),(72 2860929),(73 2825632),(74 2833357),(75 2886900),(76 2998485),(77 3188089),(78 3396894.5),(79 3562153),
(1 196742.4),(2 658538.3),(3 1206517.9),(4 1726978.9),(5 2130413.3),(6 2378543.5),(7 2513113.5),(8 2575580),(9 2617650.3),(10 2680004.8),(11 2783340.8),(12 2920946.8),(13 3058656),(14 3172410),(15 3232682.3),(16 3228288.8),(17 3164923.8),(18 3074032.8),(19 2984922),(20 2904265.3),(21 2861220),(22 2856322.5),(23 2866161.8),(24 2865066.3),(25 2867122.8),(26 2870738.5),(27 2887982.3),(28 2976158.3),(29 3093613.5),(30 3201661.8),(31 3270277.8),(32 3320025),(33 3317746.5),(34 3249133.8),(35 3140551.8),(36 3055850),(37 2999282.5),(38 2971020.3),(39 2957372),(40 2953193.5),(41 2945812.5),(42 2921359),(43 2870757.8),(44 2798820),(45 2714376),(46 2634297.5),(47 2598473.8),(48 2623364),(49 2680869),(50 2764833.8),(51 2855751.8),(52 2924680.8),(53 2980366.3),(54 3026788.3),(55 3030433.5),(56 2998511.8),(57 2950102.8),(58 2915243),(59 2922642.5),(60 2962826.8),(61 3025795.5),(62 3100931.3),(63 3188881.5),(64 3277775),(65 3360874),(66 3426204.5),(67 3455823.8),(68 3439420.5),(69 3385105.5),(70 3296843.5),(71 3196078.3),(72 3096359),(73 3017900),(74 2976018.5),(75 2974896.5),(76 3026927.3),(77 3113720.3),(78 3211381),(79 3288662),
(1 182393.48),(2 610936),(3 1109261.5),(4 1582370.1),(5 1960013.5),(6 2186012.8),(7 2301761),(8 2367444.5),(9 2404753.5),(10 2428582),(11 2483865.5),(12 2551038.8),(13 2606620.5),(14 2641829.5),(15 2645071),(16 2615601),(17 2567056.3),(18 2513341.8),(19 2469695.3),(20 2433797.8),(21 2417260.8),(22 2402209.5),(23 2389831.8),(24 2378128.8),(25 2372058.3),(26 2369970.3),(27 2402905.3),(28 2468378.5),(29 2501475.8),(30 2484428),(31 2449047.8),(32 2425787),(33 2409940.8),(34 2402335),(35 2413608.3),(36 2469711),(37 2563122.3),(38 2659039.3),(39 2722836.5),(40 2750103),(41 2756340),(42 2747308.3),(43 2726582),(44 2691520.8),(45 2647560.5),(46 2626060.8),(47 2613092.5),(48 2569136),(49 2523452.8),(50 2497519.8),(51 2523893.8),(52 2589369.5),(53 2664003.3),(54 2729408.5),(55 2755577),(56 2745323.8),(57 2717401.5),(58 2699516),(59 2713655.5),(60 2769619),(61 2842482.8),(62 2918512),(63 2979858.5),(64 3002205.3),(65 2980404),(66 2931172),(67 2851398),(68 2754058.3),(69 2682173.8),(70 2642392.5),(71 2629105.3),(72 2631013.8),(73 2633602.8),(74 2644972.5),(75 2665074.5),(76 2657217),(77 2637711.3),(78 2632215.5),(79 2638399.3),
(1 199442.98),(2 658827.9),(3 1191706.5),(4 1681042.1),(5 2035262.6),(6 2211125.8),(7 2249373),(8 2237831.5),(9 2257282.8),(10 2351365),(11 2484159),(12 2608974),(13 2679900.5),(14 2679336),(15 2628516.5),(16 2545825.3),(17 2465685.3),(18 2419372.8),(19 2388465.8),(20 2361565.8),(21 2335224.5),(22 2283823.3),(23 2212570.3),(24 2147427.5),(25 2128702.8),(26 2154039),(27 2217260.5),(28 2308632.5),(29 2383299),(30 2429016.5),(31 2478542.5),(32 2522018),(33 2541254.8),(34 2566815.5),(35 2603459),(36 2649424),(37 2700542),(38 2725099.8),(39 2713303.3),(40 2669452.5),(41 2639311),(42 2625322.3),(43 2612666.3),(44 2601950),(45 2607114.8),(46 2622630),(47 2643756.3),(48 2662434),(49 2696986),(50 2748603.8),(51 2797483),(52 2811123),(53 2796038),(54 2772415.3),(55 2726439.5),(56 2678301.8),(57 2641824),(58 2605757.3),(59 2580672.5),(60 2568382.8),(61 2579078),(62 2588414.8),(63 2586255.5),(64 2565610.8),(65 2509828.3),(66 2427575.5),(67 2352720.5),(68 2285122.8),(69 2259599.5),(70 2280688),(71 2323805.3),(72 2383453.8),(73 2431733.3),(74 2444596.5),(75 2433605.3),(76 2411914.5),(77 2377079),(78 2363355.5),(79 2395905.3),
(1 175249.84),(2 564350.56),(3 988555.2),(4 1363550.8),(5 1640315),(6 1829498.3),(7 1963197.9),(8 2041468.8),(9 2082735.5),(10 2170152.3),(11 2283375),(12 2373284.3),(13 2396409.8),(14 2336969),(15 2248695),(16 2177040.8),(17 2129149.3),(18 2111626.3),(19 2106041),(20 2100341.8),(21 2072027.8),(22 2022898.9),(23 1971086.6),(24 1942921.6),(25 1960075.8),(26 2025909.4),(27 2116317),(28 2187731),(29 2218708.5),(30 2219444.5),(31 2204448.8),(32 2170441),(33 2138167),(34 2126276.3),(35 2125956.3),(36 2120278.8),(37 2111298.3),(38 2099874.5),(39 2096714.6),(40 2115394.3),(41 2170827.8),(42 2233451.8),(43 2285828),(44 2298352.8),(45 2284966.8),(46 2259552.3),(47 2256529),(48 2289040.8),(49 2338584.3),(50 2396200.5),(51 2430160.5),(52 2406102),(53 2342969.5),(54 2288498.8),(55 2254020.5),(56 2236835.5),(57 2234719.5),(58 2236223.8),(59 2242748),(60 2262970.3),(61 2273631.3),(62 2268792.5),(63 2244715.5),(64 2187784.3),(65 2128086.8),(66 2065268.8),(67 2014767.3),(68 1984782.3),(69 1973373.1),(70 1974088.5),(71 1983432),(72 1990886.8),(73 2000889.6),(74 2008696.1),(75 2007361.1),(76 2001188.1),(77 2005474.9),(78 2037545.3),(79 2074291.3),
(1 172939.13),(2 553036.06),(3 948347.6),(4 1281581.6),(5 1519301.4),(6 1665670),(7 1754936.5),(8 1814469.4),(9 1850258),(10 1889732.1),(11 1922952),(12 1936547),(13 1917249.3),(14 1874549.4),(15 1817830.6),(16 1780713.3),(17 1776248.5),(18 1797604.1),(19 1828943.4),(20 1860864),(21 1880073),(22 1888294.6),(23 1903942),(24 1945551.4),(25 1997507.6),(26 2046842.4),(27 2074155.9),(28 2068887.3),(29 2053535.6),(30 2025509.8),(31 1977438.6),(32 1930482),(33 1890193.9),(34 1854286),(35 1830406.8),(36 1811142.3),(37 1802929.3),(38 1820847),(39 1865984.5),(40 1929573),(41 2009601.3),(42 2078406.8),(43 2127270),(44 2163820.5),(45 2192034.3),(46 2197512),(47 2199894.3),(48 2180284.5),(49 2167844.5),(50 2169380.8),(51 2162099.3),(52 2137414),(53 2113860),(54 2097668.8),(55 2076376.5),(56 2061392.4),(57 2064689.9),(58 2095626.6),(59 2138452.5),(60 2168991.8),(61 2183367.8),(62 2169012.8),(63 2141558.5),(64 2119408.3),(65 2102179.5),(66 2067072.4),(67 2021939.1),(68 1973054.4),(69 1929636.1),(70 1886972.9),(71 1851275.9),(72 1839274.5),(73 1841722),(74 1852165.4),(75 1860028.5),(76 1860292.3),(77 1830999),(78 1794737.8),(79 1764275.1),
