1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 105119.85),(2 383542.75),(3 790147.44),(4 1308824.1),(5 1935842),(6 2659544.3),(7 3500682.3),(8 4461846.5),(9 5466402.5),(10 6459394.5),(11 7467367.5),(12 8499078),(13 9580686),(14 10735294),(15 12029451),(16 13484265),(17 15023623),(18 16706335),(19 18399662),(20 19914742),(21 21464154),(22 23073536),(23 24714462),(24 26412838),(25 28266976),(26 30228832),(27 32257658),(28 34150964),(29 35829908),(30 37552224),(31 39402356),(32 41225188),(33 43079420),(34 45046476),(35 46878716),(36 48661790),(37 50211444),(38 51518540),(39 52510060),(40 53373972),(41 54247596),(42 55209250),(43 56150830),(44 56849536),(45 57419716),(46 57703852),(47 57821804),(48 57788796),(49 57971388),(50 58464204),(51 59289268),(52 60248948),(53 61439316),(54 62540450),(55 63855550),(56 65610948),(57 67759304),(58 70289270),(59 72770330),(60 75084230),(61 77504984),(62 79805690),(63 82138200),(64 84417220),(65 87472744),(66 91047070),(67 94609540),(68 98122264),(69 101575720),(70 105442616),(71 109411780),(72 113393704),(73 117048600),(74 120374936),(75 123608200),(76 126455960),(77 128834460),(78 130826696),(79 132405760),
(1 189173.34),(2 703959.06),(3 1441239.9),(4 2320180.3),(5 3273849),(6 4231720.5),(7 5161304.5),(8 5997438.5),(9 6708873.5),(10 7303026),(11 7765537.5),(12 8099767),(13 8364676),(14 8540673),(15 8640819),(16 8673866),(17 8673101),(18 8667538),(19 8683242),(20 8742168),(21 8860890),(22 9079513),(23 9355666),(24 9660431),(25 9980743),(26 10281091),(27 10570881),(28 10867679),(29 11153016),(30 11394874),(31 11599667),(32 11772344),(33 11927235),(34 12064177),(35 12169355),(36 12256246),(37 12343566),(38 12449775),(39 12540088),(40 12628694),(41 12711623),(42 12754037),(43 12794655),(44 12774748),(45 12706010),(46 12611071),(47 12505475),(48 12394528),(49 12307446),(50 12208042),(51 12078461),(52 11935695),(53 11855051),(54 11855417),(55 11881447),(56 11906051),(57 11973084),(58 12049405),(59 12129597),(60 12202568),(61 12254870),(62 12276083),(63 12285734),(64 12220683),(65 12168723),(66 12114980),(67 12059473),(68 12046264),(69 12061576),(70 12069230),(71 12060833),(72 12047382),(73 11997952),(74 11923626),(75 11826343),(76 11694993),(77 11524252),(78 11301347),(79 11033754),
(1 146159.58),(2 532910.7),(3 1073699.1),(4 1704734.1),(5 2377206.8),(6 3049975.3),(7 3708143.3),(8 4301332.5),(9 4783648),(10 5159198),(11 5430493.5),(12 5592928),(13 5694666),(14 5741710.5),(15 5728577.5),(16 5666032.5),(17 5605676),(18 5586211.5),(19 5629325.5),(20 5748804),(21 5940266),(22 6187968),(23 6463458.5),(24 6745390.5),(25 7028611.5),(26 7307104),(27 7571849.5),(28 7792678.5),(29 7931241.5),(30 8010193.5),(31 8048412),(32 8049586.5),(33 8044973.5),(34 8053256),(35 8069700),(36 8087005.5),(37 8105896),(38 8165541.5),(39 8270284),(40 8397392),(41 8530960),(42 8622383),(43 8700631),(44 8737684),(45 8721639),(46 8660289),(47 8553409),(48 8404624),(49 8234142),(50 8056524),(51 7912594.5),(52 7840097.5),(53 7772334.5),(54 7704001.5),(55 7710030.5),(56 7779493.5),(57 7883818.5),(58 8038466.5),(59 8223599.5),(60 8422051),(61 8617897),(62 8791492),(63 8933385),(64 8976237),(65 8997603),(66 9003148),(67 8953361),(68 8930699),(69 8929591),(70 8904838),(71 8861212),(72 8804577),(73 8715909),(74 8599603),(75 8474939),(76 8358511.5),(77 8273805.5),(78 8174341.5),(79 8087294.5),
(1 128870.79),(2 468464.56),(3 929392.94),(4 1441007.6),(5 1946208.4),(6 2420975),(7 2846784),(8 3187737),(9 3427843.3),(10 3576375),(11 3653583.8),(12 3694326.5),(13 3720191),(14 3748858),(15 3801515.5),(16 3881950),(17 4001594.3),(18 4159013),(19 4342603.5),(20 4523391.5),(21 4707214),(22 4891972.5),(23 5071948),(24 5224505.5),(25 5366290),(26 5485650),(27 5587165.5),(28 5650626),(29 5682488.5),(30 5700980),(31 5714598.5),(32 5747781),(33 5824822.5),(34 5909879),(35 6013500),(36 6110703.5),(37 6208569),(38 6320614),(39 6415282),(40 6480226),(41 6524424.5),(42 6532202),(43 6503026),(44 6415047),(45 6296800),(46 6145304.5),(47 5960916),(48 5756029),(49 5529865),(50 5309754),(51 5133460.5),(52 5022574),(53 4979475),(54 5002924),(55 5094248.5),(56 5244658),(57 5433383),(58 5638596.5),(59 5838059.5),(60 5988973),(61 6085447),(62 6121681.5),(63 6115154.5),(64 6056822.5),(65 5999163.5),(66 5927989),(67 5821382.5),(68 5763955),(69 5748836),(70 5769507),(71 5834915),(72 5920525),(73 6007021),(74 6092007.5),(75 6162405),(76 6239594),(77 6297930),(78 6310635.5),(79 6297998),
(1 122800.96),(2 438088.9),(3 850473.44),(4 1275450.4),(5 1656508.6),(6 1984577.1),(7 2247663.5),(8 2426746),(9 2529805),(10 2580445.5),(11 2596456.5),(12 2617891.8),(13 2660491),(14 2736981.8),(15 2848095),(16 2986587.5),(17 3145959.8),(18 3315011),(19 3463011.8),(20 3575557.5),(21 3670690.3),(22 3746015.8),(23 3800150),(24 3829707.5),(25 3836937),(26 3822634),(27 3788403),(28 3738900.8),(29 3687690),(30 3656993),(31 3661533.5),(32 3717163.8),(33 3810160.8),(34 3907805),(35 3992155.8),(36 4044439),(37 4083576.8),(38 4128700.3),(39 4176110.8),(40 4218368),(41 4247333),(42 4253492),(43 4243316),(44 4239848.5),(45 4238042.5),(46 4234085.5),(47 4225702),(48 4224783.5),(49 4203227),(50 4187061.8),(51 4190400.3),(52 4256411),(53 4372541),(54 4468884),(55 4558942),(56 4673484),(57 4795547),(58 4955236),(59 5127233.5),(60 5270965),(61 5365538),(62 5403025.5),(63 5392284),(64 5387138.5),(65 5371482),(66 5363678.5),(67 5323445),(68 5300859),(69 5351998.5),(70 5452822.5),(71 5571821),(72 5674180.5),(73 5698098),(74 5655147),(75 5554454),(76 5429815.5),(77 5308940),(78 5195476),(79 5112572.5),
(1 136779.56),(2 483142.97),(3 916813.6),(4 1319755.8),(5 1651688),(6 1904668.9),(7 2092081.8),(8 2244974),(9 2369407.5),(10 2480945),(11 2583409.3),(12 2691982.3),(13 2799016.3),(14 2879923),(15 2951569.8),(16 3025135),(17 3104720),(18 3196107),(19 3270828.5),(20 3345062.5),(21 3443410),(22 3594068.8),(23 3740354),(24 3847528.3),(25 3908131),(26 3928693.3),(27 3945560),(28 3961523),(29 3994749.8),(30 4057360),(31 4149689.5),(32 4270022),(33 4393118),(34 4484448),(35 4561229),(36 4620891.5),(37 4675562.5),(38 4737015),(39 4806330.5),(40 4879606),(41 4953517),(42 5027711),(43 5103350.5),(44 5202452.5),(45 5315821),(46 5416249),(47 5509645),(48 5579776),(49 5628356),(50 5651751.5),(51 5671539),(52 5701517),(53 5695354),(54 5705925.5),(55 5788564),(56 5929558.5),(57 6087934),(58 6269795.5),(59 6421306),(60 6492077),(61 6500438),(62 6467412),(63 6388137.5),(64 6252019),(65 6105821),(66 5956343),(67 5871684),(68 5852952.5),(69 5849738.5),(70 5860385),(71 5850238),(72 5801517.5),(73 5696077),(74 5562541),(75 5423650),(76 5279330.5),(77 5138939.5),(78 5040027.5),(79 4996641),
(1 147928.2),(2 520232.2),(3 987427.6),(4 1431385.4),(5 1805073.4),(6 2123843.8),(7 2401976.8),(8 2635129.8),(9 2825514.3),(10 2981765.3),(11 3114056),(12 3230307.8),(13 3322093.3),(14 3379670.8),(15 3423764.3),(16 3459843.8),(17 3523348.8),(18 3625340.3),(19 3738960.8),(20 3825201.5),(21 3926624.5),(22 4007675.8),(23 4064310.5),(24 4086789),(25 4088558.8),(26 4122865),(27 4221999.5),(28 4409718.5),(29 4663098.5),(30 4938483),(31 5219561.5),(32 5464334),(33 5636079),(34 5729290.5),(35 5737488),(36 5699918),(37 5651086.5),(38 5609947.5),(39 5588231),(40 5588791.5),(41 5606909),(42 5631006),(43 5663127),(44 5719621.5),(45 5804276.5),(46 5881878.5),(47 5965637.5),(48 6031177.5),(49 6047064.5),(50 6058073),(51 6062897),(52 6095596.5),(53 6156819),(54 6194503.5),(55 6184333.5),(56 6191940.5),(57 6210361),(58 6232231.5),(59 6233961.5),(60 6205526.5),(61 6157375.5),(62 6080807.5),(63 5942430.5),(64 5772566.5),(65 5571514),(66 5386627),(67 5256081),(68 5180653),(69 5134008.5),(70 5098018),(71 5058857),(72 4992337),(73 4898542),(74 4779326),(75 4643984.5),(76 4517906),(77 4424693),(78 4374368.5),(79 4373776),
(1 149552.23),(2 531072),(3 1014296.56),(4 1479376),(5 1872895.1),(6 2191578),(7 2448448.5),(8 2638592.5),(9 2784885),(10 2900045.3),(11 2995738.8),(12 3066197.3),(13 3083305.5),(14 3042742),(15 3009778.5),(16 3022668.3),(17 3090269.8),(18 3195023.5),(19 3317791.5),(20 3437584.5),(21 3533727.3),(22 3594517.5),(23 3605979.5),(24 3581770.8),(25 3562009.3),(26 3591632),(27 3694089.3),(28 3863066.5),(29 4066370.5),(30 4259457.5),(31 4419671.5),(32 4526958),(33 4583591),(34 4583798),(35 4541324),(36 4473961),(37 4403266),(38 4364460),(39 4356926),(40 4366602),(41 4397644.5),(42 4449018.5),(43 4520861),(44 4602871.5),(45 4701714),(46 4773401),(47 4832140.5),(48 4881425.5),(49 4917529),(50 4961871),(51 4999223.5),(52 5062328.5),(53 5114618),(54 5149254),(55 5179237),(56 5239377),(57 5327338.5),(58 5440006),(59 5541169),(60 5569810),(61 5527373.5),(62 5391817.5),(63 5174879),(64 4900035),(65 4632342.5),(66 4428365.5),(67 4287033),(68 4226950),(69 4236493),(70 4270602.5),(71 4285389),(72 4254938),(73 4193090),(74 4119268.3),(75 4062423.5),(76 4053201.3),(77 4100362.8),(78 4181541.3),(79 4283429.5),
(1 150456.13),(2 522287.63),(3 973568.06),(4 1389527.8),(5 1718481.8),(6 1960988.4),(7 2140620.5),(8 2277729),(9 2407679.3),(10 2555824),(11 2715882.3),(12 2859860),(13 2961142.3),(14 3017378),(15 3051908.8),(16 3078728.3),(17 3132704.3),(18 3218293.3),(19 3328062),(20 3439232),(21 3533786.8),(22 3591591.5),(23 3594963.3),(24 3559417.8),(25 3534513.5),(26 3553188),(27 3628355.3),(28 3746160.5),(29 3874424),(30 3977182.5),(31 4028630),(32 4049091.8),(33 4049308.3),(34 4042140),(35 4030713.3),(36 3996855.8),(37 3956919.5),(38 3902746.3),(39 3825311),(40 3705165),(41 3559776.5),(42 3434835.5),(43 3350454.8),(44 3317930.3),(45 3342938.8),(46 3400628.8),(47 3473295.8),(48 3551695.8),(49 3601900),(50 3620819.5),(51 3607012),(52 3589716),(53 3569544.3),(54 3606945.5),(55 3682531),(56 3767991.3),(57 3877217.3),(58 3985433.3),(59 4052748),(60 4054887.8),(61 3994627.3),(62 3886533.8),(63 3769770.3),(64 3662477.5),(65 3579400),(66 3535407),(67 3544449),(68 3625517),(69 3741953),(70 3896435.5),(71 4057627.5),(72 4204818.5),(73 4332850),(74 4459328),(75 4601016.5),(76 4734537.5),(77 4840507),(78 4907396.5),(79 4946964.5),
(1 160036.89),(2 555770.6),(3 1029447.94),(4 1461586.3),(5 1809309.4),(6 2079204.4),(7 2284963.3),(8 2440042.3),(9 2581345),(10 2742133.8),(11 2911197),(12 3061040),(13 3170506.5),(14 3216234.8),(15 3226119.5),(16 3223099.5),(17 3216449),(18 3219985.3),(19 3209075),(20 3152075),(21 3064413.5),(22 2972992.8),(23 2898616.3),(24 2858027.8),(25 2879519.5),(26 2951254.3),(27 3063310.8),(28 3188802.5),(29 3286742.5),(30 3334902.5),(31 3332489),(32 3311493.5),(33 3289190),(34 3276089),(35 3271680.3),(36 3255182.5),(37 3234012.5),(38 3203619),(39 3151367.3),(40 3094085.5),(41 3044395),(42 3041835.5),(43 3097531.8),(44 3220504.5),(45 3400764),(46 3597586.8),(47 3776220.8),(48 3912606),(49 3973656.5),(50 3963655.5),(51 3934237.8),(52 3943525.8),(53 3986639.5),(54 4047290),(55 4081716.8),(56 4107169.3),(57 4149377.8),(58 4189311.3),(59 4196620),(60 4145118.8),(61 4052074.8),(62 3923480.5),(63 3778486.8),(64 3632890),(65 3506482.5),(66 3421354.8),(67 3397353),(68 3452102.3),(69 3554350),(70 3676456),(71 3766150),(72 3810714.5),(73 3806420),(74 3780930),(75 3771854.5),(76 3785542.5),(77 3809788),(78 3826351),(79 3823283.5),
(1 139486.33),(2 473332.5),(3 866261.06),(4 1223246.9),(5 1503659.6),(6 1707249.5),(7 1842123.6),(8 1918182.5),(9 1965254.9),(10 2022572.1),(11 2096714.4),(12 2179397.5),(13 2249466.8),(14 2322241.3),(15 2385605.5),(16 2425325.5),(17 2477981),(18 2540779.3),(19 2583479.8),(20 2586165.8),(21 2582987.8),(22 2564644.5),(23 2558871.3),(24 2571388),(25 2612208.5),(26 2684570),(27 2762055.3),(28 2831430.3),(29 2880299.8),(30 2899325.8),(31 2916506),(32 2943516.5),(33 2970456.8),(34 3002541),(35 3009039.3),(36 2987567.8),(37 2961955.8),(38 2925295.5),(39 2896861.5),(40 2882957.5),(41 2880471.3),(42 2902423.3),(43 2958780.5),(44 3049616),(45 3158227.5),(46 3269330.5),(47 3356187.8),(48 3405241),(49 3428553.3),(50 3431761.3),(51 3426583),(52 3418857.3),(53 3396119),(54 3395248.5),(55 3417861),(56 3475608.5),(57 3585307.8),(58 3656815.5),(59 3654554),(60 3589143.8),(61 3470865.8),(62 3335006.8),(63 3198286.5),(64 3081866.5),(65 2998035),(66 2949859.3),(67 2927162.8),(68 2952887.3),(69 3005957.5),(70 3056331.8),(71 3074821.5),(72 3059386.3),(73 3042887),(74 3047765.5),(75 3048685.8),(76 3014762.5),(77 2961843),(78 2885512.3),(79 2816404.8),
(1 126437.14),(2 427157.4),(3 786029.44),(4 1122660.6),(5 1404056.1),(6 1617456.9),(7 1772010.6),(8 1868130.5),(9 1921902.9),(10 1962915.4),(11 1992832),(12 2014621.3),(13 2019794),(14 2012177.4),(15 2016807.4),(16 2018438),(17 2019928.3),(18 2018142),(19 2003135.4),(20 1991148.8),(21 1995184.6),(22 2013637.5),(23 2047796.8),(24 2086283),(25 2120141),(26 2151981.3),(27 2192243.5),(28 2246833.3),(29 2319245.5),(30 2390347),(31 2469949.5),(32 2556002),(33 2622207),(34 2663867.8),(35 2666469.8),(36 2652283.5),(37 2617157),(38 2567327.5),(39 2519370),(40 2484375),(41 2455014),(42 2445304.8),(43 2462406.8),(44 2514581.8),(45 2577920),(46 2629079.8),(47 2663753.3),(48 2671679),(49 2673667.8),(50 2671108),(51 2650644.8),(52 2634357.3),(53 2625629.8),(54 2617372),(55 2627503.5),(56 2682532),(57 2730458.5),(58 2759429.8),(59 2772461.8),(60 2785024.5),(61 2771646.8),(62 2722814.3),(63 2659380),(64 2570568.3),(65 2482844.3),(66 2447205.3),(67 2473782),(68 2518574.3),(69 2572796.5),(70 2614426.5),(71 2613417.5),(72 2587153.5),(73 2567536),(74 2574719.5),(75 2571530),(76 2557217),(77 2533119),(78 2511714.3),(79 2496245.5),
(1 109074.875),(2 372107.8),(3 676794),(4 953145),(5 1182260.9),(6 1363265.1),(7 1498344.5),(8 1585266.3),(9 1637651.3),(10 1675029.6),(11 1698506.5),(12 1713131.4),(13 1711814.9),(14 1698475.8),(15 1687694.4),(16 1680460.1),(17 1686955.9),(18 1707732.9),(19 1727441.4),(20 1749183.9),(21 1784031.5),(22 1832848.3),(23 1886612.9),(24 1941389.1),(25 1997528.3),(26 2050386.9),(27 2085794),(28 2108087.5),(29 2136641),(30 2181593),(31 2242870.8),(32 2306700),(33 2353797),(34 2382187),(35 2387146.3),(36 2391951.8),(37 2407082.3),(38 2433364.5),(39 2490714),(40 2573194),(41 2638895.3),(42 2692672.3),(43 2720769),(44 2716010.5),(45 2670090.8),(46 2593491),(47 2511263),(48 2439857.8),(49 2389122.3),(50 2387685),(51 2432373.8),(52 2509868.3),(53 2544962.3),(54 2550004.3),(55 2553623.8),(56 2578300.8),(57 2609309),(58 2646300.3),(59 2641951),(60 2619579),(61 2573357),(62 2514697.8),(63 2461117),(64 2414070.3),(65 2397805),(66 2416119.5),(67 2446821),(68 2466658),(69 2468560.5),(70 2450232.8),(71 2405556.8),(72 2363178.8),(73 2343690),(74 2336357.5),(75 2335223.5),(76 2331277),(77 2314475),(78 2289378),(79 2259056.5),
(1 107062.445),(2 350257.3),(3 612730.9),(4 844530.25),(5 1046992.06),(6 1218841.1),(7 1355655.9),(8 1451434.4),(9 1522375.8),(10 1573375.6),(11 1592294.5),(12 1567759.5),(13 1524851.1),(14 1473664.5),(15 1446152.6),(16 1458143.5),(17 1503093.5),(18 1563776.5),(19 1620058),(20 1674837.6),(21 1730709),(22 1780059.9),(23 1817105.6),(24 1846182),(25 1877609.1),(26 1902379.1),(27 1915336.1),(28 1929731.8),(29 1956344.9),(30 1993924.1),(31 2031803.5),(32 2050899.5),(33 2052888.8),(34 2055244.3),(35 2067785.6),(36 2097075.4),(37 2143196),(38 2198205),(39 2264660.8),(40 2315402),(41 2315822.3),(42 2279979.5),(43 2217464.3),(44 2142920),(45 2069951.1),(46 2003114),(47 1951358),(48 1923571.9),(49 1911592),(50 1929044.6),(51 1953179.1),(52 1966898),(53 1980824.4),(54 1998367.9),(55 2024664.1),(56 2058909),(57 2092898.4),(58 2137615),(59 2179085),(60 2195426.5),(61 2197407.8),(62 2181445.8),(63 2156454.8),(64 2156169.5),(65 2161460.5),(66 2166985),(67 2196476),(68 2220962.3),(69 2220331.5),(70 2200137),(71 2155772),(72 2109419.3),(73 2070011.1),(74 2039894.4),(75 2028873.5),(76 2027628.5),(77 2027331),(78 2035406),(79 2043360.9),
(1 103036.766),(2 334285.88),(3 575669.75),(4 774188.7),(5 943458.7),(6 1083435.9),(7 1193920.8),(8 1281489.3),(9 1357340.1),(10 1420822),(11 1453811.5),(12 1454946.3),(13 1450478.9),(14 1458867.1),(15 1499055.3),(16 1555637.1),(17 1621056),(18 1685590.3),(19 1751442),(20 1819915.8),(21 1881033.6),(22 1924359.5),(23 1955538.1),(24 1975618.1),(25 1982347.4),(26 1963085.9),(27 1926600.1),(28 1922422),(29 1962410.9),(30 2032344.8),(31 2096356.6),(32 2136617),(33 2154839.3),(34 2155019),(35 2145447.8),(36 2132335.8),(37 2124137.5),(38 2118757),(39 2115189),(40 2097946.5),(41 2054514.3),(42 1998544.9),(43 1940216.8),(44 1889821),(45 1846083.5),(46 1812539.8),(47 1790047.5),(48 1773011.3),(49 1752859.5),(50 1730713.6),(51 1704477.4),(52 1679689.6),(53 1655713.8),(54 1635165.1),(55 1625241.3),(56 1634651.8),(57 1652097.8),(58 1669214.6),(59 1676396.5),(60 1690926.6),(61 1709310.6),(62 1711192),(63 1699799.6),(64 1696543.3),(65 1717381.9),(66 1762132.6),(67 1802976),(68 1818637.9),(69 1820278.4),(70 1820629.1),(71 1843353.6),(72 1879473.3),(73 1908570),(74 1914839.5),(75 1901509.1),(76 1871669.4),(77 1833123.3),(78 1805717.5),(79 1792828.8),
(1 110589.266),(2 361194.56),(3 610511.4),(4 805670.94),(5 967975.2),(6 1093932.8),(7 1181473.8),(8 1243130.6),(9 1302789),(10 1359893.1),(11 1395234.6),(12 1403737.3),(13 1394788.3),(14 1391730.1),(15 1424208.6),(16 1495953.4),(17 1571043.5),(18 1632191.5),(19 1689060.1),(20 1752682.6),(21 1814791.6),(22 1843153.8),(23 1836309.1),(24 1804449.1),(25 1763343.1),(26 1713142.8),(27 1677502),(28 1700737.6),(29 1780405.4),(30 1870788.3),(31 1931861.8),(32 1964343.5),(33 1985103.1),(34 2002123.4),(35 1992123.5),(36 1953148.1),(37 1893039.6),(38 1817718.3),(39 1756841.1),(40 1719647.5),(41 1696326.8),(42 1696270.4),(43 1722952.9),(44 1758939.8),(45 1781735.6),(46 1780281.6),(47 1763893.9),(48 1727361.6),(49 1670886.3),(50 1599952),(51 1541204.6),(52 1499972.5),(53 1490567.9),(54 1485670.6),(55 1501096.1),(56 1546695.5),(57 1583705.6),(58 1614403.5),(59 1652408),(60 1684300.5),(61 1720053.4),(62 1745774.6),(63 1765286.4),(64 1769459.9),(65 1784357.4),(66 1828712.4),(67 1860443),(68 1866508.8),(69 1909798.8),(70 1965131.8),(71 2008142.8),(72 2027705.4),(73 2010488.4),(74 1976134.4),(75 1930583.9),(76 1880475),(77 1838129.4),(78 1817724.1),(79 1801258),
(1 122682.79),(2 391389.25),(3 651543.6),(4 864765.1),(5 1039283.5),(6 1169666),(7 1257519),(8 1312765.9),(9 1350259.8),(10 1377062.6),(11 1385964.6),(12 1375075),(13 1369430.5),(14 1386349.8),(15 1442892.3),(16 1520491),(17 1590951),(18 1637719.6),(19 1690243.4),(20 1734618.1),(21 1741032.4),(22 1701376.4),(23 1635520.4),(24 1560948.9),(25 1485557.1),(26 1424448.6),(27 1409353.3),(28 1454736.5),(29 1537945.6),(30 1615277.4),(31 1677373.4),(32 1725449.9),(33 1754973.9),(34 1760836),(35 1741948.6),(36 1707098.1),(37 1669203.3),(38 1625263.3),(39 1596246.4),(40 1601206.1),(41 1637139),(42 1690796.4),(43 1752277.9),(44 1793655.6),(45 1797548.6),(46 1773172.4),(47 1730690.3),(48 1666531.6),(49 1599150.1),(50 1539522.6),(51 1498775),(52 1462503.8),(53 1451163.8),(54 1473644.3),(55 1506569.1),(56 1530880.8),(57 1536362.6),(58 1535865.6),(59 1571412.6),(60 1626356.6),(61 1666400.6),(62 1692003),(63 1689524.3),(64 1687693.1),(65 1700948.4),(66 1739606.1),(67 1815082.6),(68 1862118.6),(69 1883425.5),(70 1891110.9),(71 1870824),(72 1837006.1),(73 1788204.6),(74 1730162.6),(75 1670462.1),(76 1625329.8),(77 1594894.5),(78 1578873.1),(79 1576187.4),
(1 125423.89),(2 399097.6),(3 657462.7),(4 856908.25),(5 1003568.9),(6 1088727.6),(7 1126546.3),(8 1144296.4),(9 1163104.4),(10 1186772.9),(11 1194857.1),(12 1185221.1),(13 1175107),(14 1171056.5),(15 1192060.1),(16 1238894),(17 1295747),(18 1350213.8),(19 1412738.5),(20 1460603.4),(21 1470443.6),(22 1440872.8),(23 1385529.6),(24 1331711.6),(25 1290805.4),(26 1279149.8),(27 1311606.4),(28 1379999.9),(29 1441371.5),(30 1470998.3),(31 1487380.5),(32 1503602),(33 1513641.6),(34 1505570.1),(35 1491540.1),(36 1478981),(37 1452359.5),(38 1408215.9),(39 1374112.9),(40 1365058.9),(41 1391437.1),(42 1455486.4),(43 1538697.4),(44 1601858.5),(45 1627453.5),(46 1617519.1),(47 1583986.9),(48 1539688.9),(49 1505778.9),(50 1484625),(51 1487717.8),(52 1510054.4),(53 1541052.8),(54 1593692.6),(55 1629729.3),(56 1642260.8),(57 1645491),(58 1667999.3),(59 1692381.4),(60 1702950.8),(61 1695251.8),(62 1696906),(63 1711347.3),(64 1739685),(65 1781704.1),(66 1807689.6),(67 1819066),(68 1814008.1),(69 1778669.1),(70 1732154.6),(71 1688938.1),(72 1652263.5),(73 1637366.4),(74 1596712.5),(75 1531809.8),(76 1479368.3),(77 1449327.3),(78 1441198.4),(79 1459426.6),
