1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33213.855),(2 75025.195),(3 120688.65),(4 210985.48),(5 305865.03),(6 395674.16),(7 529634.56),(8 673339.56),(9 808799.8),(10 979345.25),(11 1171606.6),(12 1339897.1),(13 1555535),(14 1779933.4),(15 1992041),(16 2225300.8),(17 2447550.3),(18 2629193.8),(19 2851365.3),(20 3061385.3),(21 3249289.3),(22 3479017),(23 3699746),(24 3870466.8),(25 4084592),(26 4271699),(27 4418308.5),(28 4615710),(29 4799177.5),(30 4935028.5),(31 5131132.5),(32 5287699.5),(33 5378388),(34 5507606),(35 5588674.5),(36 5608184),(37 5691800.5),(38 5729198),(39 5730804.5),(40 5777866),(41 5822493.5),(42 5803580),(43 5852676.5),(44 5856010.5),(45 5802332),(46 5817226.5),(47 5820552),(48 5776762.5),(49 5780932.5),(50 5743122.5),(51 5620889.5),(52 5570408),(53 5472834),(54 5318352.5),(55 5250413.5),(56 5164933.5),(57 5052503.5),(58 5030681),(59 4985744.5),(60 4876068),(61 4873158.5),(62 4829730.5),(63 4728872.5),(64 4726144),(65 4714505.5),(66 4633410),(67 4653644),(68 4647045.5),(69 4577639),(70 4593797.5),(71 4631774.5),(72 4605411.5),(73 4688881.5),(74 4762992.5),(75 4761488.5),(76 4863943.5),(77 4998761),(78 5040526.5),(79 5218821.5),
(1 50911.273),(2 193045.6),(3 424747.47),(4 738852.9),(5 1132357.6),(6 1597354.8),(7 2126650),(8 2698128.3),(9 3304236.3),(10 3918390),(11 4535008.5),(12 5133069),(13 5708744.5),(14 6254809),(15 6755367),(16 7217198),(17 7636132),(18 7983637),(19 8264879.5),(20 8469249),(21 8600111),(22 8686432),(23 8715552),(24 8687904),(25 8617384),(26 8494516),(27 8337789),(28 8147486.5),(29 7920541),(30 7664117.5),(31 7397036),(32 7123656.5),(33 6851805),(34 6591683.5),(35 6341084),(36 6104935),(37 5898848.5),(38 5720061),(39 5563971.5),(40 5446680.5),(41 5364165),(42 5322972),(43 5313217.5),(44 5339663.5),(45 5402388),(46 5501639),(47 5630911.5),(48 5781249),(49 5959865),(50 6145489.5),(51 6327184.5),(52 6523884.5),(53 6712030),(54 6887688.5),(55 7048521),(56 7196042.5),(57 7328233.5),(58 7459614.5),(59 7584932),(60 7689145),(61 7776037.5),(62 7844096.5),(63 7906215.5),(64 7948622.5),(65 7982383.5),(66 8002037.5),(67 8008196),(68 8000957),(69 7975457.5),(70 7941795),(71 7901214.5),(72 7853469),(73 7795539.5),(74 7714884),(75 7627566),(76 7549764),(77 7476537.5),(78 7401422),(79 7339476),
(1 58006.344),(2 216876.42),(3 470411.66),(4 805693.3),(5 1205839.5),(6 1664253.9),(7 2167506.8),(8 2700700.3),(9 3260662),(10 3822040),(11 4385775.5),(12 4930664),(13 5460995.5),(14 5962254.5),(15 6417950.5),(16 6830542.5),(17 7194144),(18 7511154.5),(19 7781482.5),(20 7982552),(21 8130044),(22 8224813.5),(23 8265810.5),(24 8244492),(25 8186856),(26 8071060.5),(27 7927253.5),(28 7744767.5),(29 7539541.5),(30 7309845.5),(31 7073213.5),(32 6825142.5),(33 6565872.5),(34 6315929.5),(35 6071507.5),(36 5839212.5),(37 5627366.5),(38 5434743.5),(39 5270492),(40 5138782),(41 5034668.5),(42 4959239.5),(43 4909208.5),(44 4890561.5),(45 4909584.5),(46 4949513.5),(47 5010738),(48 5094262.5),(49 5194301),(50 5320272),(51 5463563.5),(52 5619102.5),(53 5791978.5),(54 5979776),(55 6175730.5),(56 6373078.5),(57 6566198.5),(58 6756420),(59 6938871.5),(60 7098576),(61 7222232.5),(62 7299141.5),(63 7330926),(64 7315853.5),(65 7267492.5),(66 7187226.5),(67 7073400),(68 6932072),(69 6760980),(70 6576397.5),(71 6378725.5),(72 6175850.5),(73 5975846.5),(74 5777870.5),(75 5578554.5),(76 5381978),(77 5189724.5),(78 5007927.5),(79 4842139.5),
(1 41309.637),(2 155738.3),(3 334344.7),(4 568591.4),(5 847348.5),(6 1156213.5),(7 1480651.3),(8 1813964.5),(9 2146561.5),(10 2487073.8),(11 2825725),(12 3151667.5),(13 3471054.8),(14 3773207),(15 4052271.3),(16 4306206.5),(17 4543295.5),(18 4755146),(19 4939095.5),(20 5086034.5),(21 5206345),(22 5299024.5),(23 5349576.5),(24 5363870.5),(25 5347737),(26 5305275.5),(27 5247837),(28 5177036),(29 5094356),(30 5010759),(31 4939081.5),(32 4873585.5),(33 4821644),(34 4790780),(35 4781028.5),(36 4781259),(37 4794824.5),(38 4819167.5),(39 4849629.5),(40 4893096.5),(41 4944603.5),(42 4994640),(43 5044156),(44 5094753),(45 5141134.5),(46 5172269.5),(47 5193839.5),(48 5198910),(49 5193051),(50 5169700),(51 5141919),(52 5096665.5),(53 5048829),(54 4999651),(55 4952234),(56 4909352.5),(57 4864217.5),(58 4815394),(59 4763203.5),(60 4702897.5),(61 4631136.5),(62 4540898.5),(63 4447949),(64 4348663),(65 4249858.5),(66 4149595),(67 4050005),(68 3955505.3),(69 3863066.5),(70 3777955.3),(71 3707477),(72 3652779.3),(73 3604898),(74 3555507.5),(75 3516209.3),(76 3487598),(77 3467743.3),(78 3456822.5),(79 3465240.3),
(1 45652.94),(2 173485.55),(3 376346.25),(4 647779.94),(5 977033.1),(6 1346004.8),(7 1740638.4),(8 2141466.8),(9 2536042.8),(10 2919267.8),(11 3280626),(12 3606103),(13 3909246),(14 4164127),(15 4371730.5),(16 4542277),(17 4673139),(18 4761636),(19 4805222.5),(20 4814683),(21 4795063.5),(22 4759000.5),(23 4708745.5),(24 4647773.5),(25 4576517),(26 4495270),(27 4416076.5),(28 4351072.5),(29 4293102),(30 4249948),(31 4239501),(32 4260928),(33 4314790),(34 4397759),(35 4497519.5),(36 4606852),(37 4728148),(38 4853032),(39 4973498),(40 5097489.5),(41 5223763.5),(42 5342149),(43 5448115),(44 5536985),(45 5610258.5),(46 5656640.5),(47 5675303),(48 5666728.5),(49 5637853),(50 5586071.5),(51 5521001.5),(52 5445296),(53 5359073.5),(54 5259529.5),(55 5159279),(56 5060385.5),(57 4957761.5),(58 4850755),(59 4742235.5),(60 4630699.5),(61 4521776),(62 4423383.5),(63 4332822),(64 4248143),(65 4170905.3),(66 4094969.5),(67 4030514.5),(68 3975898),(69 3936226.5),(70 3906956.8),(71 3888372.8),(72 3883334),(73 3886913),(74 3891247),(75 3909114.3),(76 3937245),(77 3977660.8),(78 4027393),(79 4085795.5),
(1 49631.324),(2 186311.48),(3 404192.88),(4 691284.56),(5 1031160.56),(6 1406356.8),(7 1803095.8),(8 2208085.3),(9 2608622),(10 2981953.3),(11 3329583.8),(12 3635334),(13 3909962),(14 4139789.8),(15 4318244.5),(16 4459808.5),(17 4564437),(18 4630967.5),(19 4662164.5),(20 4664371.5),(21 4638154.5),(22 4593975),(23 4525532),(24 4436008.5),(25 4328362),(26 4219421),(27 4105975.5),(28 3995110.3),(29 3893603.3),(30 3808550),(31 3753100.5),(32 3722111),(33 3717411.5),(34 3734262.5),(35 3779689.8),(36 3847286.5),(37 3942106),(38 4049383),(39 4164670.5),(40 4289171.5),(41 4419049),(42 4537155),(43 4646239),(44 4743272.5),(45 4819660),(46 4868950.5),(47 4881880.5),(48 4867491.5),(49 4828578),(50 4764263.5),(51 4686055.5),(52 4593458.5),(53 4498605.5),(54 4397967.5),(55 4299341.5),(56 4198875),(57 4087029.3),(58 3962155),(59 3833769.3),(60 3698362),(61 3567905.3),(62 3435703),(63 3307223.8),(64 3189807.8),(65 3077813.3),(66 2979813.3),(67 2901744.3),(68 2843551.8),(69 2813864),(70 2805120),(71 2823858.3),(72 2867149.8),(73 2928216),(74 2996459),(75 3068645),(76 3139283),(77 3210657.8),(78 3277198),(79 3343443.8),
(1 54267.863),(2 204295.05),(3 440167.22),(4 747322.9),(5 1109646.4),(6 1511186.6),(7 1932850.8),(8 2358271.5),(9 2769442.3),(10 3151242.3),(11 3489100.3),(12 3768967.8),(13 3988436.3),(14 4144826.3),(15 4230506),(16 4268315),(17 4261338.5),(18 4208677.5),(19 4108541.8),(20 3975025.3),(21 3819489.5),(22 3658975.5),(23 3481256.8),(24 3302585.5),(25 3133661.5),(26 2982351),(27 2854234.8),(28 2750831),(29 2671994.3),(30 2614602.3),(31 2581080.8),(32 2562229),(33 2570065.5),(34 2608405.3),(35 2670431.5),(36 2760082.8),(37 2869800.5),(38 2995925.3),(39 3133728),(40 3278801),(41 3424230.8),(42 3554962.8),(43 3673504.3),(44 3780707.5),(45 3872573.5),(46 3947712.8),(47 4003119.5),(48 4038764.8),(49 4054308.8),(50 4051033),(51 4029758.5),(52 3996439),(53 3952507.8),(54 3894121),(55 3823014.3),(56 3739013.3),(57 3639751.5),(58 3528280.5),(59 3415572.8),(60 3300223.5),(61 3189762.3),(62 3095648.5),(63 3014240.8),(64 2949922.3),(65 2897948.8),(66 2857238.5),(67 2825556.8),(68 2801524.3),(69 2784929.3),(70 2767408.3),(71 2751969.8),(72 2746987),(73 2745215),(74 2746692.3),(75 2753941.3),(76 2759671.5),(77 2763417.5),(78 2760963.3),(79 2760313.5),
(1 45337.965),(2 168965.73),(3 364414.97),(4 617391.06),(5 914144.1),(6 1246037),(7 1594720.9),(8 1944910.8),(9 2291454),(10 2618243.3),(11 2921371.5),(12 3189954.3),(13 3428306),(14 3624658.5),(15 3763122.3),(16 3862150.5),(17 3909853.5),(18 3900390.8),(19 3835671.8),(20 3720777.8),(21 3570269),(22 3405599.8),(23 3222765.3),(24 3039723.8),(25 2880309.8),(26 2745204.8),(27 2644562),(28 2588734.5),(29 2567956.5),(30 2580216.8),(31 2621423.5),(32 2681809),(33 2757954.5),(34 2847983.5),(35 2941091.3),(36 3035465.5),(37 3139694.8),(38 3241105.5),(39 3342578.3),(40 3447220.3),(41 3548769.8),(42 3635007.3),(43 3711328),(44 3781382.8),(45 3838330.8),(46 3874653.5),(47 3876540.3),(48 3849741.3),(49 3796965.8),(50 3714541.8),(51 3612896),(52 3493159),(53 3362614),(54 3220110.5),(55 3076745.3),(56 2935790.5),(57 2805040.5),(58 2685793.5),(59 2590036.8),(60 2511047.3),(61 2449653.3),(62 2416719),(63 2406841.5),(64 2424605),(65 2457057),(66 2502136.3),(67 2553497.8),(68 2605796.3),(69 2659269.5),(70 2713406.8),(71 2763188.8),(72 2809251.5),(73 2852911.5),(74 2882315.8),(75 2896949.3),(76 2895168.8),(77 2877126.3),(78 2842719.5),(79 2802174.8),
(1 45421.76),(2 167118.03),(3 352259.4),(4 584880.06),(5 850625.94),(6 1136898.1),(7 1429370.4),(8 1716937.9),(9 1995756.1),(10 2252672),(11 2483909),(12 2676064.8),(13 2828560),(14 2939266.5),(15 3000948.3),(16 3025276.8),(17 3016409.8),(18 2982811.3),(19 2933894.3),(20 2882560.8),(21 2836302),(22 2796349.5),(23 2752608),(24 2712513.5),(25 2682656),(26 2660669),(27 2647679.8),(28 2637991.8),(29 2625876),(30 2618959),(31 2616606.5),(32 2622163.8),(33 2634191.8),(34 2650562),(35 2671362.5),(36 2699584.3),(37 2738777.8),(38 2776070.5),(39 2810167),(40 2840979.8),(41 2856360.5),(42 2858137.3),(43 2853633.5),(44 2843364),(45 2832997.8),(46 2813111.5),(47 2785876),(48 2754028),(49 2718809.3),(50 2684767.3),(51 2651306.5),(52 2619302.3),(53 2588386),(54 2560777.8),(55 2538144.5),(56 2516213.5),(57 2499493.3),(58 2483907.5),(59 2476591.5),(60 2476856),(61 2487230.3),(62 2508150.3),(63 2544478),(64 2584900),(65 2628556.5),(66 2673393.3),(67 2714133.8),(68 2748211.8),(69 2769788),(70 2779765.8),(71 2779380.3),(72 2759824.5),(73 2725329.8),(74 2676896.5),(75 2623128.3),(76 2568353),(77 2508348),(78 2445842),(79 2388530),
(1 51148.363),(2 192428.9),(3 416944),(4 710937.75),(5 1053528.5),(6 1422933.5),(7 1787198.6),(8 2122079.3),(9 2416129),(10 2647354.3),(11 2817507.5),(12 2925302.5),(13 2975439.5),(14 2974676.3),(15 2924841.3),(16 2842447.5),(17 2741162.5),(18 2636427),(19 2537342),(20 2458709),(21 2393505.5),(22 2341811),(23 2296315.8),(24 2261451.8),(25 2238942),(26 2226061.5),(27 2224992.5),(28 2240821.5),(29 2272379.8),(30 2319381),(31 2385255.3),(32 2453803),(33 2519501.5),(34 2578907.8),(35 2624243.5),(36 2664074),(37 2692076.3),(38 2697912),(39 2687111.3),(40 2659095.3),(41 2609253),(42 2544753),(43 2469557),(44 2389410),(45 2305554.8),(46 2221740.5),(47 2137991.5),(48 2060177.3),(49 1998701.6),(50 1953459.8),(51 1925692.6),(52 1912971.3),(53 1914517.1),(54 1937439.6),(55 1975733.5),(56 2029543.6),(57 2091647.4),(58 2156310),(59 2223680.5),(60 2287935),(61 2345837),(62 2398446.5),(63 2436875.5),(64 2463943.5),(65 2474878.5),(66 2475846.5),(67 2470007.5),(68 2458716),(69 2445500),(70 2429815.8),(71 2413280.5),(72 2401841.3),(73 2393813),(74 2396731.3),(75 2404596.5),(76 2423210.5),(77 2453772),(78 2487273.5),(79 2527842),
(1 51361.445),(2 193066.13),(3 410182.88),(4 684659.9),(5 992345.94),(6 1311425.4),(7 1620974),(8 1897310.8),(9 2129713.3),(10 2308677.8),(11 2443827.3),(12 2530691.5),(13 2574637.8),(14 2576811.8),(15 2551716),(16 2502416.5),(17 2434838),(18 2350093.8),(19 2259165.5),(20 2169803.5),(21 2087444.1),(22 2025664),(23 1977461.6),(24 1947640.6),(25 1934074),(26 1932041.5),(27 1938398),(28 1951683.5),(29 1973395.5),(30 2001240.3),(31 2039535.1),(32 2084067),(33 2133981.3),(34 2187354.5),(35 2243105.5),(36 2291751),(37 2331818),(38 2361064.3),(39 2378695.8),(40 2383203),(41 2367677),(42 2334037.8),(43 2276692.3),(44 2195729.3),(45 2095218.1),(46 1985996.4),(47 1876960),(48 1773413.3),(49 1681169.8),(50 1607156.4),(51 1555672.4),(52 1530276.5),(53 1534323),(54 1565549.3),(55 1621311.4),(56 1695410.9),(57 1782991.6),(58 1877672.3),(59 1980812.5),(60 2080994.1),(61 2172087.5),(62 2251015.8),(63 2312903.8),(64 2357848.8),(65 2386311.5),(66 2399800.8),(67 2398005.3),(68 2380647.5),(69 2347118.5),(70 2301082.5),(71 2248114.5),(72 2193730),(73 2144533.5),(74 2099956.5),(75 2062586.4),(76 2031062.8),(77 2012184.3),(78 2000494),(79 2000019),
(1 53100.87),(2 194996.52),(3 410409.88),(4 676339.56),(5 971230.2),(6 1278223.1),(7 1576148),(8 1841465.4),(9 2066128.5),(10 2236090.5),(11 2364703.8),(12 2445965.8),(13 2485864.3),(14 2485883.8),(15 2453499),(16 2395155.8),(17 2316727.8),(18 2226845.8),(19 2129950.3),(20 2039661.3),(21 1956439.4),(22 1887762.5),(23 1834299.3),(24 1801660.6),(25 1789503),(26 1800695.9),(27 1824774),(28 1854262.5),(29 1890302),(30 1931690),(31 1977302.6),(32 2028882.3),(33 2083149.3),(34 2131915),(35 2174285.8),(36 2204661.5),(37 2221074),(38 2211101.5),(39 2179754),(40 2131314.8),(41 2067893.5),(42 2001323.9),(43 1932082.5),(44 1868773.9),(45 1818907),(46 1776464.6),(47 1745146.3),(48 1728328),(49 1729209),(50 1744411.5),(51 1777184.9),(52 1824555.4),(53 1881177.5),(54 1942450.3),(55 1998173.3),(56 2048530.8),(57 2085356.6),(58 2108676.3),(59 2120857),(60 2116516),(61 2097115.6),(62 2071569.1),(63 2031488),(64 1979543.4),(65 1923415.1),(66 1864486.1),(67 1814645.4),(68 1776454.5),(69 1751172.1),(70 1738882.5),(71 1739767.4),(72 1753347.5),(73 1771322.3),(74 1790739.4),(75 1805196.3),(76 1818602.6),(77 1827365),(78 1827449.3),(79 1826111.4),
(1 43745.484),(2 161945.08),(3 341791.66),(4 566929.56),(5 817623.7),(6 1075898.4),(7 1317844.9),(8 1525931.3),(9 1701798.3),(10 1838605.6),(11 1942049.5),(12 2012874),(13 2053288.5),(14 2058895.1),(15 2034672.3),(16 1990218),(17 1924820.6),(18 1846589.5),(19 1764827.6),(20 1681222.5),(21 1610468),(22 1558031.8),(23 1518817),(24 1497348.3),(25 1495857.4),(26 1511058.5),(27 1538696.6),(28 1575763.5),(29 1618962.1),(30 1663373.5),(31 1708244.6),(32 1751154.1),(33 1783364.6),(34 1803188.5),(35 1805199.5),(36 1793036.5),(37 1762315),(38 1725908.6),(39 1684788.3),(40 1646348.5),(41 1615614.8),(42 1589556.5),(43 1572043.5),(44 1564369.5),(45 1563272.6),(46 1562976.3),(47 1565576.3),(48 1573936.1),(49 1588455.5),(50 1606699.8),(51 1627555.8),(52 1645822.5),(53 1652148.8),(54 1648240.5),(55 1635405.8),(56 1617332.5),(57 1590086),(58 1565126.3),(59 1541148.9),(60 1523527.8),(61 1513337.9),(62 1512647.3),(63 1526103.8),(64 1548183.5),(65 1573129.9),(66 1593689.8),(67 1611886),(68 1617796.4),(69 1622527.3),(70 1626869.8),(71 1626233.8),(72 1620797.1),(73 1608574.8),(74 1591926.6),(75 1575958.5),(76 1565946.5),(77 1564203.6),(78 1567425.5),(79 1573435.8),
(1 51540.79),(2 188767.78),(3 392877.13),(4 637959.06),(5 896428.6),(6 1151903.1),(7 1382367.1),(8 1571968.9),(9 1712420.3),(10 1797751.9),(11 1836451.9),(12 1828263.9),(13 1785903.3),(14 1711486.9),(15 1618664),(16 1512434.4),(17 1404701.4),(18 1300909.6),(19 1212011.9),(20 1144334.4),(21 1103838.1),(22 1094672),(23 1112951.1),(24 1156754.3),(25 1224581.6),(26 1308341.3),(27 1397242.6),(28 1484101.5),(29 1564290.4),(30 1629570.3),(31 1689972.6),(32 1735878.4),(33 1766837.3),(34 1782669.8),(35 1782808.5),(36 1763922.3),(37 1730917.6),(38 1685262.9),(39 1631006),(40 1577252.9),(41 1524009.1),(42 1474906.8),(43 1426777.5),(44 1386846),(45 1356504.5),(46 1336721.1),(47 1327776.1),(48 1328354.8),(49 1343097.9),(50 1369270.9),(51 1407179.3),(52 1446932.9),(53 1481748.1),(54 1510463.5),(55 1530196.5),(56 1542927.6),(57 1553664.3),(58 1565441.3),(59 1574439.3),(60 1584061.8),(61 1589469),(62 1581795.4),(63 1568547.9),(64 1550952.5),(65 1531128.9),(66 1513205.8),(67 1497486.9),(68 1481014),(69 1469762.6),(70 1461242.1),(71 1451926.4),(72 1439971.8),(73 1429375.5),(74 1422648.1),(75 1422945.1),(76 1430656.1),(77 1443679.9),(78 1458749.3),(79 1476690.3),
(1 45713.18),(2 168152.63),(3 349555.78),(4 568391.6),(5 800510.94),(6 1029497.6),(7 1236305.1),(8 1408095),(9 1543950.9),(10 1638176.8),(11 1696462.3),(12 1718775.9),(13 1713264.5),(14 1673160.1),(15 1606204.8),(16 1518661.8),(17 1422195.5),(18 1326921.6),(19 1243844.8),(20 1175852.8),(21 1125202.6),(22 1098608.9),(23 1096288.6),(24 1116786.6),(25 1158874.1),(26 1218415.3),(27 1287211.3),(28 1358628.5),(29 1432073.6),(30 1495925.8),(31 1555134.9),(32 1597984.8),(33 1629536.4),(34 1645052.5),(35 1644824.5),(36 1626571),(37 1593626.1),(38 1550002.6),(39 1501285.4),(40 1447099.3),(41 1394081.9),(42 1347801.3),(43 1307793.1),(44 1282840.5),(45 1268055.6),(46 1265442.9),(47 1273543.6),(48 1290699.5),(49 1319288.8),(50 1354660.8),(51 1397707.4),(52 1438323),(53 1472325.8),(54 1495210.5),(55 1507356.6),(56 1509383.3),(57 1505634),(58 1500146.5),(59 1491932.8),(60 1487439.3),(61 1484361.9),(62 1474679.5),(63 1460673.6),(64 1443520.8),(65 1427542.1),(66 1415693.8),(67 1403403.5),(68 1390279.5),(69 1380325.4),(70 1366879.1),(71 1352141.4),(72 1332650.9),(73 1305837.5),(74 1278102.8),(75 1251741.9),(76 1228918.4),(77 1215166),(78 1207694.3),(79 1209178.1),
(1 38349.93),(2 139044.1),(3 283303.16),(4 450255.03),(5 621367.3),(6 784493.1),(7 929305.75),(8 1048325.5),(9 1138085.8),(10 1195110),(11 1225550.8),(12 1227210),(13 1206268.1),(14 1167969.3),(15 1113695.3),(16 1048823.1),(17 983841.25),(18 926624.44),(19 886732.25),(20 865395.6),(21 861447.3),(22 871822.75),(23 892980.44),(24 924747.56),(25 967942.25),(26 1017715.6),(27 1071642),(28 1124264.5),(29 1175514.4),(30 1225454.9),(31 1270053.8),(32 1305308.4),(33 1328125.4),(34 1328931.9),(35 1311697.3),(36 1275825.5),(37 1233221.1),(38 1190311.3),(39 1151017.4),(40 1118443),(41 1093974.9),(42 1075838.8),(43 1062830.3),(44 1057536.9),(45 1062369.8),(46 1074423.5),(47 1091422.5),(48 1113726),(49 1135965.1),(50 1154237.5),(51 1167351.6),(52 1170642),(53 1163927.9),(54 1147493.1),(55 1127633.4),(56 1106669.1),(57 1087535.9),(58 1067756.3),(59 1046785.44),(60 1025752.44),(61 1006409.6),(62 985618.56),(63 965153.6),(64 948885.3),(65 942835.4),(66 944575.94),(67 956066.3),(68 973437.5),(69 995134.1),(70 1014560.4),(71 1028185.7),(72 1038107.75),(73 1046149.06),(74 1053514.9),(75 1059210.1),(76 1064597.1),(77 1069883.5),(78 1070360.9),(79 1069632.5),
(1 40480.293),(2 147029.13),(3 300860.34),(4 481071.06),(5 662759.44),(6 835199.06),(7 985415.7),(8 1107451.8),(9 1198568.5),(10 1257957.5),(11 1289657.5),(12 1293926),(13 1272488.1),(14 1231290.8),(15 1182330.4),(16 1122591.3),(17 1062137),(18 1014148.75),(19 983070.3),(20 969162.1),(21 971256.94),(22 987013.06),(23 1013216.3),(24 1050492.3),(25 1088869.5),(26 1115893.6),(27 1126602.9),(28 1122924.3),(29 1109900.8),(30 1092761.9),(31 1068887.8),(32 1039859.8),(33 1009236.7),(34 979266.56),(35 957223.06),(36 941622.9),(37 936427.9),(38 941944.7),(39 955521.44),(40 974870.5),(41 998484.2),(42 1025449.5),(43 1050222.6),(44 1070357.8),(45 1084007.1),(46 1092851.4),(47 1096332),(48 1099650.6),(49 1098484.9),(50 1093931),(51 1082033),(52 1065695.4),(53 1047269.7),(54 1027026.5),(55 1010560.7),(56 995151.3),(57 976400.2),(58 956961.9),(59 936110.5),(60 921943.5),(61 917047.7),(62 922702.3),(63 937805.9),(64 960757.9),(65 990863.7),(66 1023386.94),(67 1059599.8),(68 1094285),(69 1125547.1),(70 1147458.8),(71 1163648.6),(72 1171899.8),(73 1174758.3),(74 1175572.5),(75 1171356.1),(76 1166326.9),(77 1155065.1),(78 1145260),(79 1139218.5),
