1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8607.441),(2 7899.656),(3 19254.62),(4 20827.072),(5 34392.895),(6 40670.387),(7 54582.28),(8 61098.473),(9 74529.79),(10 81887.12),(11 95592.836),(12 102365.73),(13 115670.03),(14 124087.164),(15 138128.42),(16 148261.98),(17 164537.31),(18 178455.36),(19 195425.86),(20 211153.58),(21 231196.81),(22 248272.73),(23 264608.16),(24 280974.75),(25 299787.84),(26 319305.63),(27 336317.13),(28 357785.16),(29 378062.4),(30 399531.5),(31 424980.53),(32 447419.34),(33 471908.63),(34 491818.4),(35 514752.5),(36 537457.8),(37 570075.7),(38 592280.6),(39 619428.06),(40 642894.3),(41 671999.06),(42 696864.56),(43 725187.75),(44 757542.94),(45 788878.5),(46 825674.5),(47 860361.44),(48 902041.94),(49 939783.5),(50 979713.25),(51 1015989.06),(52 1050481.6),(53 1077785.4),(54 1110968.1),(55 1140014.5),(56 1179218.4),(57 1217184.4),(58 1257957.6),(59 1299306.5),(60 1342713.1),(61 1391372.6),(62 1442536),(63 1500900.1),(64 1553827.6),(65 1611783.1),(66 1671428),(67 1732620.4),(68 1794461.6),(69 1857538),(70 1923619.9),(71 1981188.6),(72 2047835.1),(73 2105914),(74 2172550.8),(75 2250135.3),(76 2319471.8),(77 2385170.8),(78 2446016.3),(79 2510850.8),
(1 9300.331),(2 32803.684),(3 69742.22),(4 117790.56),(5 179492.08),(6 253120.1),(7 333081.9),(8 419025.9),(9 510692.78),(10 604644),(11 696320.1),(12 788358.06),(13 879455.3),(14 966601.75),(15 1051087.1),(16 1131238.8),(17 1205551.8),(18 1268795.5),(19 1323623.6),(20 1373541.4),(21 1413379.6),(22 1448389.3),(23 1476625),(24 1497503.6),(25 1514310.3),(26 1526405),(27 1530100.5),(28 1535921.6),(29 1535086.8),(30 1531135.6),(31 1524935.1),(32 1521533),(33 1514605),(34 1508104.1),(35 1501016.5),(36 1492970.6),(37 1484393.6),(38 1474129),(39 1465488.8),(40 1457942.4),(41 1450741.1),(42 1444087.3),(43 1438204.3),(44 1430717.6),(45 1425575.9),(46 1420294.1),(47 1417186.4),(48 1415857),(49 1410381.5),(50 1408205.1),(51 1404608.8),(52 1403699.9),(53 1401156.6),(54 1400083.8),(55 1397269.6),(56 1394590.8),(57 1391602.8),(58 1388863.9),(59 1384503.3),(60 1379458.4),(61 1375849.6),(62 1370152.5),(63 1366494.4),(64 1361806.4),(65 1355619),(66 1349270.6),(67 1344860.9),(68 1338075.8),(69 1328361.6),(70 1321992.6),(71 1315556),(72 1306779.9),(73 1300821),(74 1291711.6),(75 1279917.6),(76 1269209.5),(77 1258864.4),(78 1249189.6),(79 1237679.9),
(1 6763.0317),(2 22931.572),(3 47859.12),(4 80455.64),(5 120717.19),(6 166642.47),(7 216967),(8 269561.22),(9 325193.78),(10 381607.88),(11 436591.72),(12 491234.75),(13 544862.7),(14 594595.7),(15 643194.44),(16 690425.94),(17 734238),(18 774214.25),(19 808964.94),(20 843800),(21 875087.2),(22 903778.2),(23 929003.3),(24 949382.7),(25 971003.3),(26 994570),(27 1013921.2),(28 1037941.7),(29 1055349.1),(30 1074580.9),(31 1093660.8),(32 1113828.5),(33 1133920.6),(34 1151362.6),(35 1168794.4),(36 1185160.9),(37 1200597.4),(38 1214949),(39 1227993),(40 1237371.4),(41 1243800.9),(42 1248924.5),(43 1252043.9),(44 1250342.4),(45 1248111),(46 1244483.5),(47 1237860.1),(48 1228785.4),(49 1220054.8),(50 1212792.6),(51 1204261.4),(52 1194591.9),(53 1184357.4),(54 1176741.4),(55 1165926.4),(56 1156512.6),(57 1147428.1),(58 1139415.1),(59 1131537.9),(60 1122383),(61 1112281.1),(62 1102022),(63 1091157.6),(64 1079042.3),(65 1065897.9),(66 1054215),(67 1042916.7),(68 1029911.7),(69 1017270.2),(70 1003471.75),(71 994281),(72 984997.8),(73 974990.3),(74 967620),(75 956426.3),(76 948008.2),(77 937699.7),(78 930113),(79 923463),
(1 6274.6045),(2 20887.014),(3 43289.285),(4 73292.72),(5 111227.48),(6 154873.56),(7 202616.14),(8 253520.98),(9 307427.7),(10 362243.84),(11 414681.9),(12 467797.38),(13 517207.03),(14 565707.1),(15 610872.8),(16 652178.3),(17 690627.25),(18 725806.25),(19 758498.75),(20 789251.7),(21 818825.4),(22 846047.25),(23 871094.2),(24 893484),(25 914351.8),(26 936136.5),(27 955068.5),(28 974146),(29 989013.25),(30 1002146.9),(31 1012217.1),(32 1021414.3),(33 1029789.4),(34 1035815.06),(35 1038964.8),(36 1040458.06),(37 1043577.6),(38 1042999.7),(39 1037783.4),(40 1034109.7),(41 1026692.5),(42 1018724),(43 1009781.5),(44 1000819.6),(45 989787.6),(46 979830.75),(47 967950.9),(48 956054.2),(49 943978.5),(50 933594.94),(51 920998.4),(52 907919.06),(53 896184.94),(54 884798.9),(55 871943.94),(56 861663.2),(57 851551.94),(58 844430.75),(59 834350.3),(60 827407.2),(61 820299.1),(62 815200.6),(63 806793.44),(64 801173.6),(65 796046.75),(66 791232.3),(67 784342.4),(68 772844.5),(69 759523.4),(70 745645.5),(71 729250.9),(72 713614.94),(73 698582.25),(74 683128.9),(75 670248.94),(76 654668.2),(77 640609.94),(78 627352.06),(79 615453.56),
(1 7793.775),(2 27410.715),(3 57256.945),(4 96046.54),(5 145049.63),(6 200918.27),(7 259460.31),(8 321421.63),(9 384871.9),(10 448222.63),(11 508360.53),(12 565709.75),(13 617700),(14 664039.06),(15 702617.44),(16 735198),(17 757808.6),(18 773322.6),(19 781598.5),(20 785564.3),(21 785154.06),(22 782553.5),(23 775637.7),(24 766556.25),(25 758742),(26 751074.56),(27 744208.5),(28 741100.6),(29 738815.2),(30 741333.06),(31 743892.8),(32 750570.9),(33 757773.6),(34 766125.7),(35 775674.9),(36 785214.75),(37 793339.5),(38 801732.56),(39 807328.56),(40 813475.2),(41 819459.2),(42 824640.2),(43 827763.4),(44 829898.56),(45 829964.6),(46 826531.7),(47 819620.94),(48 811501.75),(49 800659.44),(50 787829.44),(51 774793.94),(52 760597.8),(53 748871.4),(54 737612.6),(55 729842.94),(56 724132.6),(57 721373.94),(58 720904.94),(59 723162.2),(60 726950),(61 732691.5),(62 740338.9),(63 745040.2),(64 752722),(65 759465.8),(66 766573.8),(67 771613.7),(68 773242.8),(69 774899.4),(70 773786.25),(71 770419.5),(72 767713.75),(73 764711.25),(74 761632.8),(75 757645.44),(76 755048.5),(77 753420.06),(78 751131.8),(79 751506.9),
(1 8961.5),(2 32173.32),(3 67929.85),(4 114296.445),(5 171112.28),(6 235790.89),(7 303264.2),(8 371703.13),(9 438368.56),(10 503279.38),(11 560513.94),(12 611866.56),(13 654979.25),(14 689999.5),(15 715763.9),(16 734055.44),(17 745676.8),(18 747929.94),(19 743993.3),(20 735511.25),(21 725253.7),(22 712624.44),(23 699217.56),(24 684638.44),(25 674540.94),(26 667563.75),(27 662792.9),(28 663665.3),(29 669700.94),(30 680586.56),(31 695745.44),(32 713663.7),(33 733843.2),(34 754007.94),(35 774036.94),(36 794601.25),(37 809968.56),(38 823640.44),(39 833316.5),(40 840397.9),(41 841782.5),(42 838307.06),(43 829430.9),(44 815600.44),(45 796592.44),(46 774266.94),(47 748008.4),(48 722208.5),(49 693858.94),(50 667738.9),(51 643153.3),(52 618191.1),(53 596148.7),(54 576234.94),(55 560547.1),(56 548203.25),(57 540103.7),(58 535336.6),(59 531726.5),(60 531098.7),(61 528644.5),(62 527330.94),(63 525738.7),(64 523516.75),(65 520589.25),(66 516847.75),(67 512567.47),(68 507805.94),(69 504069.22),(70 499775.6),(71 497372.94),(72 495251.94),(73 496640.22),(74 500591.47),(75 506157.06),(76 515453.8),(77 529240.44),(78 544483.3),(79 562605.56),
(1 8683.845),(2 31106.357),(3 64958.027),(4 109124.68),(5 161959.58),(6 223077.9),(7 286360.44),(8 350085.63),(9 413727.34),(10 476534.53),(11 533592.25),(12 585048.06),(13 629959.4),(14 669223.6),(15 700739.2),(16 726651.8),(17 745294.1),(18 758187.1),(19 766438.9),(20 770511.2),(21 774253.6),(22 774033),(23 774822.2),(24 773763.25),(25 775345.25),(26 777830.6),(27 781376.44),(28 787491.2),(29 794996.2),(30 804556.4),(31 815052.7),(32 825887.4),(33 836252.25),(34 845516.94),(35 854154.3),(36 861917.6),(37 864568.94),(38 867036.3),(39 865739.4),(40 861150.4),(41 852272.9),(42 841612),(43 826521.9),(44 809875.75),(45 791101.7),(46 769337),(47 747737.44),(48 727318.4),(49 707372.25),(50 688487.8),(51 671613),(52 653150.56),(53 635668.44),(54 618351.44),(55 603222),(56 588177.9),(57 574941.06),(58 563454.4),(59 551515.8),(60 541948.94),(61 533098.1),(62 524404.3),(63 517765.47),(64 513268.47),(65 509517.06),(66 504447.5),(67 499906.88),(68 497689.13),(69 497560.8),(70 497752.94),(71 502020),(72 505317.2),(73 510944.6),(74 519329.2),(75 530174.1),(76 543332.94),(77 557320.6),(78 571359.06),(79 587356.9),
(1 9817.704),(2 35279.88),(3 73667.73),(4 124141.195),(5 183826.89),(6 252067.53),(7 322538.88),(8 392299.78),(9 460143.2),(10 521963.63),(11 576540.7),(12 624012.8),(13 661725.94),(14 692652.94),(15 713233.6),(16 725477.25),(17 728577.25),(18 725911.75),(19 717479.94),(20 704572.06),(21 692438.8),(22 679288.9),(23 669628.5),(24 660925.06),(25 656587.94),(26 655295.1),(27 656515.06),(28 660962.56),(29 668843.9),(30 678908.5),(31 690414.94),(32 703701.75),(33 716024.7),(34 727110.9),(35 738298.2),(36 748696.1),(37 754047.2),(38 758952.4),(39 761181.44),(40 760901.06),(41 757808.5),(42 754142.4),(43 750074.3),(44 743571.56),(45 736685.56),(46 730903.7),(47 723435.7),(48 719301.6),(49 713989.7),(50 709938.94),(51 708277.56),(52 704551.75),(53 701495.4),(54 698483.44),(55 695213.8),(56 690674),(57 685337.06),(58 678137.9),(59 669609.94),(60 659974.8),(61 650560.6),(62 638107.6),(63 625348.4),(64 614656.8),(65 603369.4),(66 592344.9),(67 583227.2),(68 576876.2),(69 572768.1),(70 567874.9),(71 568207.94),(72 568490.94),(73 570227.25),(74 574490.7),(75 579901.4),(76 588519.44),(77 597531.6),(78 609003.5),(79 622205.06),
(1 8905.424),(2 31747.201),(3 66139.24),(4 110326.45),(5 162260.44),(6 221250.94),(7 281009.53),(8 339756.34),(9 397367.47),(10 451473.94),(11 499609.28),(12 542412.5),(13 578677.1),(14 608372.7),(15 631088.8),(16 646672.3),(17 655404.5),(18 659246.6),(19 659514.94),(20 658128.06),(21 654545.44),(22 650886.5),(23 647024.7),(24 644419),(25 642408.44),(26 644665.56),(27 646727.44),(28 651300.2),(29 656026.7),(30 660330.6),(31 665427.6),(32 671628.75),(33 675429.06),(34 676746.44),(35 675681.5),(36 674266.94),(37 669458.06),(38 661649.3),(39 653155.75),(40 643263),(41 631405),(42 620808.75),(43 609287.06),(44 598846.1),(45 589144.2),(46 580497.7),(47 572650.5),(48 566272.75),(49 559882.7),(50 554451.06),(51 549648.25),(52 543716.8),(53 537969),(54 530424.4),(55 523092.6),(56 514847.16),(57 507736.6),(58 498855.6),(59 491740.5),(60 485369.06),(61 480615),(62 477205.63),(63 474756.5),(64 474017.28),(65 476244.53),(66 478018.5),(67 480736.78),(68 485607.56),(69 492246),(70 500684.47),(71 509033.16),(72 519982.97),(73 531786.3),(74 543707.4),(75 559726.3),(76 576438.4),(77 594141.8),(78 612546.44),(79 630833.25),
(1 10530.534),(2 37803.438),(3 79362.516),(4 132995.28),(5 197566.6),(6 270327.9),(7 343501.5),(8 415586.6),(9 485853.1),(10 553056.44),(11 612912.6),(12 666944.3),(13 716102.6),(14 758849.06),(15 794466.4),(16 824183.9),(17 847439.3),(18 866332.6),(19 878996.94),(20 888766.3),(21 894945.8),(22 898874),(23 901958.5),(24 904149.56),(25 906660.4),(26 909689),(27 908219.5),(28 906999.5),(29 903635.3),(30 901484.06),(31 898802),(32 893192.9),(33 884287.25),(34 873085.6),(35 859074.06),(36 842012.3),(37 821974.9),(38 799213.44),(39 776406.25),(40 751442.44),(41 726256.9),(42 701713.3),(43 678268.7),(44 657113.7),(45 637866.7),(46 621187.94),(47 605572.8),(48 592421.56),(49 580195.8),(50 569464.1),(51 558439.75),(52 547602.06),(53 533863.2),(54 518781.16),(55 503623.75),(56 489293.97),(57 475214.16),(58 462330.78),(59 450842.4),(60 441547.44),(61 435056.84),(62 431054.03),(63 429574.7),(64 431336.06),(65 436288.63),(66 443262),(67 452116.47),(68 462211.16),(69 476961.44),(70 493577.28),(71 511439.63),(72 532927.6),(73 553663.44),(74 576485.6),(75 603716.1),(76 632559.25),(77 664633.06),(78 697612.75),(79 731418.9),
(1 9575.891),(2 33885.082),(3 70094.055),(4 115762.555),(5 169309.11),(6 227410),(7 284997.66),(8 339921.9),(9 390385.03),(10 435495.25),(11 471397.13),(12 498880.8),(13 518120.88),(14 531435.25),(15 536346),(16 534974.2),(17 530675.4),(18 522750.28),(19 514261.3),(20 506569.63),(21 500063.72),(22 497911.1),(23 499074.3),(24 503702.7),(25 512230.5),(26 522406),(27 533769.9),(28 547713.56),(29 564191.1),(30 580815.1),(31 595953.44),(32 608188.1),(33 617698.4),(34 624644.94),(35 627495.4),(36 630282.4),(37 631353.94),(38 630622.25),(39 630052.6),(40 628785.3),(41 628509.3),(42 628812),(43 631428.9),(44 635388.6),(45 641284.7),(46 645786.75),(47 650657.94),(48 655210.3),(49 656648.8),(50 654792.1),(51 648387.1),(52 638859.1),(53 625725.4),(54 608898.7),(55 591046.2),(56 572124.44),(57 551712.7),(58 534643.56),(59 518284.5),(60 503880.88),(61 491465.5),(62 481352.3),(63 471641.78),(64 463010.28),(65 454465.34),(66 445241.25),(67 435606.28),(68 426924.47),(69 418814.2),(70 412498.1),(71 409202.75),(72 408354.34),(73 410898.66),(74 416782.9),(75 428058.53),(76 442996.88),(77 461612),(78 482444.66),(79 505826.5),
(1 8933.314),(2 31894.725),(3 66364.88),(4 109152.57),(5 158436.19),(6 209429.2),(7 258055.4),(8 301322.4),(9 337939.3),(10 365165.88),(11 383983.44),(12 394531.1),(13 396727.06),(14 395084.25),(15 388229.63),(16 378463.44),(17 369864.2),(18 360890.4),(19 355256),(20 354145.38),(21 355860.16),(22 362685.75),(23 373655.03),(24 386156.53),(25 403195.13),(26 422473.6),(27 441902.9),(28 462462.34),(29 483187.88),(30 502002.8),(31 518679.25),(32 534037.5),(33 545582.94),(34 553761),(35 558339.75),(36 561760.2),(37 561840.9),(38 560601.5),(39 560018.3),(40 557762.3),(41 556257),(42 554279.3),(43 552184.1),(44 549049.8),(45 546675.8),(46 542838.06),(47 536811.06),(48 530474.2),(49 522617.78),(50 513639.78),(51 503550.97),(52 492941.88),(53 481654.06),(54 471159.6),(55 463671.03),(56 457975.2),(57 453557.78),(58 452398.66),(59 453082.56),(60 453155.34),(61 454290.25),(62 454202.4),(63 452292.13),(64 447240.8),(65 439810.5),(66 428948.7),(67 416005.16),(68 402325.38),(69 386837.78),(70 372152.5),(71 358221.8),(72 345606.84),(73 336143.9),(74 328079.5),(75 323914.97),(76 321412.6),(77 320200.66),(78 320519.1),(79 321330.63),
(1 9589.186),(2 34456.496),(3 70994.89),(4 116732.71),(5 169706.81),(6 225222.53),(7 278996.7),(8 328325.3),(9 372383.03),(10 409644.16),(11 438241.72),(12 461761.66),(13 477778.78),(14 489095.84),(15 496035.94),(16 498842.38),(17 500653.5),(18 501445.16),(19 503929.94),(20 508043),(21 511585.34),(22 517319),(23 523487.94),(24 528065.8),(25 534081.6),(26 538305.25),(27 540555.2),(28 543560.1),(29 543696.25),(30 542404.4),(31 538629.4),(32 532497.1),(33 524297.2),(34 514062.44),(35 502402.66),(36 488605.63),(37 473852.66),(38 460084.78),(39 447273.1),(40 434266.94),(41 423957.56),(42 415398.16),(43 409644.66),(44 404179.28),(45 400028.9),(46 397496.7),(47 395213.84),(48 392606.63),(49 390170.06),(50 387036),(51 383538.94),(52 381277.47),(53 380148.38),(54 379644.03),(55 380947.38),(56 382959.63),(57 388389.25),(58 394528.06),(59 401646.66),(60 407943.63),(61 414211.97),(62 420662.47),(63 423952.9),(64 424153.78),(65 422742.44),(66 417605.66),(67 411446.38),(68 404790.6),(69 397162.66),(70 390293.7),(71 386014.25),(72 384550.63),(73 384663.63),(74 385086.5),(75 387744.34),(76 391385.78),(77 396255.5),(78 401187.44),(79 407236.38),
(1 8644.495),(2 30540.9),(3 62846.453),(4 102687.99),(5 147642.66),(6 194668.78),(7 237446.53),(8 273936.94),(9 304102.3),(10 327049.3),(11 341974),(12 348837.44),(13 351950.63),(14 349665.06),(15 346139.34),(16 340878.13),(17 335558.03),(18 332283.53),(19 331661.66),(20 331248.78),(21 331851.72),(22 332654.78),(23 332929.4),(24 332026.03),(25 329913.6),(26 326629.66),(27 321707.13),(28 317837.22),(29 314351.75),(30 311617.78),(31 307938.06),(32 305475.16),(33 302315.6),(34 299911.3),(35 298092.72),(36 296334.06),(37 295652.97),(38 297573.5),(39 300105.6),(40 303893.22),(41 309406.3),(42 315790.75),(43 322602.03),(44 329212.1),(45 335244.8),(46 339819.63),(47 344082.13),(48 346091.3),(49 346077.34),(50 343873.78),(51 341729.53),(52 339173.88),(53 336739.6),(54 334561.6),(55 334180.66),(56 335017.97),(57 337567.6),(58 341299.03),(59 345594.06),(60 349882.56),(61 353534.22),(62 355775),(63 356016.63),(64 354834.78),(65 353187.44),(66 350071.3),(67 347968.4),(68 346051.25),(69 346408.6),(70 346939.66),(71 350397.8),(72 354585.28),(73 360394.84),(74 366719.7),(75 373452.4),(76 380339.34),(77 387729.6),(78 395159.6),(79 402954.88),
(1 8709.422),(2 30948.842),(3 63435.355),(4 103489.945),(5 148811.44),(6 195851.67),(7 238243.02),(8 274390.72),(9 304967.7),(10 327998.88),(11 344783.1),(12 356661.88),(13 363805.06),(14 367393.66),(15 371289.9),(16 374524.1),(17 377731.44),(18 381510.53),(19 386450.8),(20 392487.5),(21 398139.28),(22 403335.44),(23 409053.2),(24 414641.72),(25 419853.28),(26 425167.28),(27 430062.84),(28 435237.28),(29 441037.78),(30 445660.72),(31 449480.22),(32 451123.03),(33 449687.13),(34 446284.03),(35 441269.9),(36 433130.63),(37 423478.03),(38 414425.2),(39 405766.13),(40 397103.9),(41 388469.34),(42 380129.44),(43 372424.53),(44 365286.84),(45 358659.16),(46 351896.16),(47 345791.25),(48 339475.9),(49 333848.1),(50 328277.13),(51 323442.06),(52 319967.88),(53 317737.75),(54 316876.03),(55 317984.97),(56 321131.6),(57 326675.88),(58 333986.22),(59 343021.78),(60 351363.72),(61 359835.56),(62 367667.44),(63 373556.5),(64 379071.78),(65 383087.38),(66 385999.47),(67 389276.3),(68 390708.34),(69 393450.72),(70 395262.66),(71 398304.53),(72 401817.8),(73 404190.13),(74 406454.4),(75 407016.66),(76 406238.13),(77 404517.44),(78 402634.34),(79 399577.03),
(1 9353.609),(2 33172.105),(3 68197.14),(4 111156.68),(5 159255.06),(6 208960.6),(7 254792.02),(8 294104.4),(9 327526.56),(10 353249.22),(11 371067.78),(12 384896.97),(13 394007.9),(14 400585.28),(15 406698.94),(16 412317.38),(17 417549.97),(18 423243.38),(19 429676.5),(20 438278.66),(21 446509.6),(22 454999.8),(23 463105.6),(24 469648.22),(25 475923.5),(26 482474.66),(27 488543.13),(28 493926.4),(29 498703.28),(30 502299.38),(31 503244.8),(32 501226.3),(33 497016.1),(34 491887.44),(35 485151.88),(36 476911.88),(37 468030.8),(38 458838.66),(39 450336.53),(40 441555.78),(41 432345.56),(42 423954.72),(43 416268.2),(44 409407.56),(45 404233.03),(46 399344.53),(47 394842.03),(48 390756.5),(49 387331.03),(50 383109.8),(51 379797.9),(52 376289.66),(53 372804.94),(54 371316.72),(55 370829.03),(56 372777.2),(57 375592.13),(58 380109.34),(59 384232.66),(60 385830.75),(61 385709.13),(62 383256.66),(63 376800.8),(64 368931.56),(65 359942.13),(66 351609.78),(67 344590.88),(68 339094.53),(69 334543.84),(70 331788.97),(71 329661.38),(72 329167.72),(73 327868.88),(74 326602.25),(75 325613.9),(76 324026.75),(77 321327.44),(78 318432.13),(79 315147.34),
(1 8185.9854),(2 28958.416),(3 59383.77),(4 95567.09),(5 134818.11),(6 173576.06),(7 207960.81),(8 235094.81),(9 255471.38),(10 268481.56),(11 274030.84),(12 276803.1),(13 276393.84),(14 274853.38),(15 273780.34),(16 274236.78),(17 276312.53),(18 279970),(19 285260.03),(20 291264.94),(21 297245.1),(22 302542.25),(23 307044.28),(24 310920.16),(25 313682),(26 316630.3),(27 318555.06),(28 321810.75),(29 325004.25),(30 328418.1),(31 332026.34),(32 334820.16),(33 337924.28),(34 340218.03),(35 343395.94),(36 346411),(37 350553.6),(38 353075.47),(39 355140.25),(40 356107.84),(41 356496.97),(42 356372.5),(43 355207.66),(44 354680.34),(45 354340.47),(46 353885.88),(47 353902.66),(48 353044.6),(49 351745.16),(50 349264.75),(51 346172.66),(52 341524.7),(53 337608.16),(54 334394.13),(55 331979.7),(56 330988.53),(57 330525.22),(58 331106.56),(59 331413.56),(60 330458.16),(61 327945.44),(62 324543.38),(63 319579.2),(64 313512.88),(65 307059.22),(66 302223.44),(67 296209.6),(68 290404.9),(69 283914.44),(70 277828.03),(71 271990.03),(72 266778.78),(73 261609.92),(74 257615.73),(75 255143.69),(76 254727.05),(77 256306.78),(78 258612.42),(79 261556.81),
(1 7924.523),(2 28182.377),(3 57447.39),(4 92804.58),(5 131666.89),(6 169965.2),(7 204020.31),(8 231837.73),(9 253591.33),(10 268531.5),(11 277492.66),(12 282673.34),(13 285011.5),(14 286618.34),(15 288981.38),(16 292462.1),(17 297362.5),(18 303453.8),(19 310244.97),(20 317471.28),(21 323696.03),(22 328484.75),(23 329838.2),(24 329705.84),(25 326637.06),(26 321867.97),(27 316226.25),(28 309530.5),(29 303656.66),(30 298293.7),(31 294116.88),(32 291280.78),(33 289269.4),(34 288844.8),(35 289029.66),(36 288394.38),(37 286839.6),(38 283730.84),(39 278990.53),(40 272124.72),(41 265393),(42 258662.53),(43 253233.42),(44 251123.38),(45 252041.69),(46 256019.06),(47 263001.9),(48 271388.97),(49 280945.47),(50 290372.2),(51 299555.5),(52 309008),(53 318988.2),(54 328974.03),(55 339394.13),(56 350641.72),(57 362490.66),(58 374585.47),(59 384075.6),(60 391791.47),(61 395996.3),(62 398059.06),(63 398136.28),(64 396756.97),(65 394518.28),(66 392481.7),(67 390621.47),(68 388380.72),(69 385493.8),(70 382310.3),(71 377967.5),(72 372058.5),(73 364486.72),(74 355812.13),(75 346901.3),(76 336825.72),(77 327019.72),(78 317276.8),(79 306535.28),
