1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 14331.138),(2 47048.375),(3 108961.68),(4 193301.86),(5 291645.9),(6 395172),(7 490260),(8 546727.44),(9 628920.94),(10 726927.06),(11 819044.25),(12 897335.8),(13 980862.5),(14 1078047.6),(15 1225187.9),(16 1353845.6),(17 1462908.6),(18 1583857.6),(19 1720743.4),(20 1855927.6),(21 1995041.4),(22 2162110.3),(23 2306911),(24 2408134.3),(25 2474042),(26 2526092.3),(27 2580363.3),(28 2622453),(29 2680077.3),(30 2739666.3),(31 2803555.3),(32 2877247.3),(33 2958915.3),(34 3047794),(35 3120466),(36 3176410),(37 3219909.8),(38 3240272.3),(39 3249060.8),(40 3233873.3),(41 3214942),(42 3187131.8),(43 3137280.8),(44 3091402.3),(45 3059240.8),(46 3026081.3),(47 3027353.3),(48 3017258.3),(49 3050292.8),(50 3093062.8),(51 3152990.8),(52 3225188),(53 3313617),(54 3386406.8),(55 3454082),(56 3514492.3),(57 3560217.3),(58 3609378.3),(59 3667836.8),(60 3733969.3),(61 3859216.8),(62 4014860.8),(63 4201684),(64 4392871.5),(65 4568252.5),(66 4726569.5),(67 4907238.5),(68 5073629),(69 5251741),(70 5396811),(71 5524692.5),(72 5637458.5),(73 5750578.5),(74 5845965.5),(75 5931730.5),(76 6013621.5),(77 6101237.5),(78 6203814),(79 6319604),
(1 19771.842),(2 65938.42),(3 136182.64),(4 223875.52),(5 324159.1),(6 439438.56),(7 560199.8),(8 684420.1),(9 805374.06),(10 922956.7),(11 1038880.44),(12 1147454.9),(13 1256317.3),(14 1359088.4),(15 1456113.3),(16 1546399.6),(17 1631933.9),(18 1709572.1),(19 1784451.6),(20 1858248.5),(21 1935387.5),(22 2015445.3),(23 2104145.8),(24 2203140.5),(25 2297270.3),(26 2394905.5),(27 2490987.8),(28 2588784.8),(29 2678099.5),(30 2767332.3),(31 2843705.8),(32 2912131.8),(33 2968275.5),(34 3005123.5),(35 3033598.5),(36 3046816.8),(37 3051220.3),(38 3041430.3),(39 3030202.5),(40 3012694.3),(41 2988383.8),(42 2960748.5),(43 2927016.3),(44 2894101.8),(45 2855401.5),(46 2820035.5),(47 2779256.3),(48 2740468.8),(49 2705711.8),(50 2672184.8),(51 2636385.5),(52 2602161),(53 2566111.8),(54 2539416),(55 2517737.5),(56 2499333.5),(57 2487295.8),(58 2470146.8),(59 2454375.3),(60 2434692.3),(61 2413725.5),(62 2392954.5),(63 2374765),(64 2363070),(65 2350841.5),(66 2342024.8),(67 2331392),(68 2322960),(69 2314299.3),(70 2308546.3),(71 2301638),(72 2298087.8),(73 2300057.5),(74 2299283.3),(75 2294488),(76 2289723.3),(77 2275643.3),(78 2253648),(79 2228221),
(1 16198.323),(2 54555.188),(3 111903.1),(4 185775.83),(5 272942.84),(6 377944.6),(7 492603.75),(8 608333.5),(9 725372.75),(10 848198),(11 969600),(12 1088279.3),(13 1207959.4),(14 1324658),(15 1435750.5),(16 1542180.4),(17 1644165.6),(18 1737376.4),(19 1835602.4),(20 1933020),(21 2025998.6),(22 2124290),(23 2220802.3),(24 2318808.8),(25 2404307.5),(26 2477208.3),(27 2535070.5),(28 2577384),(29 2612963.3),(30 2636997.3),(31 2643107),(32 2637310.8),(33 2624313.8),(34 2603003),(35 2583810.8),(36 2551976.5),(37 2515301.3),(38 2473544.8),(39 2437922),(40 2398607.8),(41 2360125),(42 2325152.3),(43 2293393.3),(44 2271550.8),(45 2245911.3),(46 2232600.8),(47 2218036.3),(48 2203312.3),(49 2194791.3),(50 2183380.3),(51 2172715.8),(52 2167852.3),(53 2170557.3),(54 2186186.8),(55 2202987.3),(56 2217006.3),(57 2233192.3),(58 2245499.3),(59 2252423.8),(60 2250940),(61 2246851.8),(62 2235870.8),(63 2227906.3),(64 2222611.3),(65 2206045.3),(66 2190713.3),(67 2174618),(68 2163427.8),(69 2155707.3),(70 2150548.5),(71 2146617.8),(72 2145944.3),(73 2149264),(74 2152753.8),(75 2157901.8),(76 2164820.5),(77 2166601.5),(78 2166766.3),(79 2168037.3),
(1 15509.424),(2 52747.586),(3 108801.22),(4 180586.56),(5 268417.06),(6 365857.6),(7 474502.72),(8 580992.4),(9 689988.3),(10 802389.1),(11 913010.06),(12 1014933.75),(13 1112911.5),(14 1198574.5),(15 1281823.9),(16 1358348.4),(17 1427729.3),(18 1490483.6),(19 1546788.8),(20 1598449.9),(21 1637180.1),(22 1664641.6),(23 1679838.8),(24 1695144.6),(25 1706316.1),(26 1703165.6),(27 1698047.4),(28 1683042.3),(29 1663595.4),(30 1638602.9),(31 1608004.6),(32 1578231.6),(33 1553397.5),(34 1526759.6),(35 1506136.8),(36 1483122.3),(37 1460607.5),(38 1443606.5),(39 1440983.6),(40 1441495.4),(41 1449076.6),(42 1461701.5),(43 1483488),(44 1514497.6),(45 1545163.5),(46 1584510.9),(47 1627248),(48 1667628),(49 1707306.5),(50 1734907.9),(51 1762389.6),(52 1786640.8),(53 1810167.3),(54 1837617.6),(55 1863685.8),(56 1887774.3),(57 1914716.1),(58 1939660.8),(59 1962603.3),(60 1981932.5),(61 1998691.3),(62 2015555.4),(63 2028345.1),(64 2041127),(65 2047188.1),(66 2051130.1),(67 2053253.5),(68 2050898.9),(69 2039897.3),(70 2023537.3),(71 2005982.4),(72 1988545.9),(73 1970359.3),(74 1950778.3),(75 1933276.4),(76 1916971.5),(77 1890806.4),(78 1856929.9),(79 1820080.1),
(1 17744.85),(2 61010.43),(3 129502.07),(4 218375.08),(5 327533.38),(6 446583.47),(7 579237.9),(8 714739.75),(9 849474.94),(10 981368.56),(11 1106366.3),(12 1221926.6),(13 1331595.1),(14 1432535),(15 1525781),(16 1610965.5),(17 1693952.6),(18 1769072.8),(19 1844495.6),(20 1914126.5),(21 1975736.8),(22 2028993),(23 2074571.9),(24 2117543.5),(25 2150856.5),(26 2171952.3),(27 2186869.5),(28 2194867),(29 2193401.8),(30 2182379.5),(31 2163056.3),(32 2137225),(33 2106129.5),(34 2067204.6),(35 2031599.5),(36 1994548.8),(37 1955955.9),(38 1922315),(39 1898141.5),(40 1881824.8),(41 1866424.6),(42 1855058.5),(43 1851447.6),(44 1855742.5),(45 1864771.4),(46 1887129),(47 1912714.5),(48 1940748.1),(49 1976304.8),(50 2008439.9),(51 2038256.6),(52 2064012),(53 2092544.6),(54 2121285),(55 2144598.5),(56 2168189),(57 2193535.3),(58 2219194),(59 2242522.8),(60 2264617.5),(61 2288350.5),(62 2321644),(63 2356185.3),(64 2391913),(65 2422307.8),(66 2455619.3),(67 2485906),(68 2513095.3),(69 2531930),(70 2549004.8),(71 2567347.8),(72 2582493.8),(73 2596110.5),(74 2604413),(75 2608165.5),(76 2603936.8),(77 2587358),(78 2557144.3),(79 2517206.5),
(1 18668.787),(2 67147.47),(3 142028.17),(4 241192.38),(5 361846.06),(6 500306.06),(7 650623.2),(8 803056.94),(9 951653.7),(10 1089238.3),(11 1217385.5),(12 1329853.5),(13 1431046.3),(14 1515508.8),(15 1584574.3),(16 1644373.4),(17 1696135.1),(18 1735853.8),(19 1761984.9),(20 1786379.3),(21 1805284.5),(22 1821121.4),(23 1829908.5),(24 1835927.8),(25 1842457.4),(26 1842305.8),(27 1834910.5),(28 1819662.5),(29 1799919),(30 1771882.6),(31 1740580.6),(32 1704441.8),(33 1664666.4),(34 1621361.5),(35 1580381.4),(36 1538088.9),(37 1494596.9),(38 1457186.1),(39 1428715.4),(40 1408684.8),(41 1397774.5),(42 1401038.5),(43 1409488.6),(44 1430245),(45 1454452.5),(46 1489164.6),(47 1525127.3),(48 1565766.9),(49 1608720.6),(50 1649434.4),(51 1686050.9),(52 1719700.8),(53 1753563),(54 1789839.3),(55 1820619.1),(56 1851849.9),(57 1886680.3),(58 1917646.1),(59 1946692.8),(60 1976235.3),(61 2008644.1),(62 2035538.6),(63 2058395.3),(64 2082822.6),(65 2098302.5),(66 2109951),(67 2120534),(68 2130038.8),(69 2132073),(70 2129176.5),(71 2118478.5),(72 2103814),(73 2086702.3),(74 2058461.9),(75 2024392),(76 1984704.8),(77 1942425.8),(78 1891965.9),(79 1837569.1),
(1 18269.496),(2 63912.61),(3 136977.5),(4 231535.52),(5 342926.1),(6 469775.13),(7 597297.4),(8 721597.75),(9 837250.4),(10 940331.75),(11 1027373.3),(12 1094664.1),(13 1152356.8),(14 1193881.9),(15 1224866.5),(16 1251312.3),(17 1284960.5),(18 1309549.1),(19 1327756.5),(20 1348827.6),(21 1370183.1),(22 1391206.3),(23 1411594.9),(24 1428288),(25 1443346.6),(26 1447756.6),(27 1440128.8),(28 1420373.9),(29 1395754),(30 1364972.6),(31 1327409.4),(32 1286791.5),(33 1247645.9),(34 1210321.8),(35 1177915.8),(36 1154267.5),(37 1140485.3),(38 1139992.1),(39 1150682.4),(40 1170095.8),(41 1196908.5),(42 1232587.6),(43 1268938.4),(44 1309498.6),(45 1346418.4),(46 1386135.6),(47 1425032.1),(48 1462310),(49 1494817.1),(50 1521607.3),(51 1543872.8),(52 1563456.4),(53 1582859.9),(54 1609374.3),(55 1630985.6),(56 1651510.8),(57 1672264),(58 1685866.6),(59 1691933.1),(60 1690854.8),(61 1688990.4),(62 1685636),(63 1683266.9),(64 1682728),(65 1675874.9),(66 1671109.4),(67 1664025.4),(68 1658233.1),(69 1649792.4),(70 1639591.3),(71 1625861.3),(72 1611494.5),(73 1595634),(74 1577440),(75 1558571.3),(76 1538108.4),(77 1514074.4),(78 1490284.6),(79 1461537.5),
(1 21565.393),(2 76899.53),(3 162683.03),(4 267977.9),(5 387947.78),(6 516064.6),(7 643748.6),(8 762856.75),(9 874096.25),(10 978830.5),(11 1073128.3),(12 1155105.9),(13 1229102.5),(14 1296538.9),(15 1362730.6),(16 1430444.6),(17 1509121.9),(18 1584025.4),(19 1656461.4),(20 1724610.4),(21 1781773.6),(22 1829394.3),(23 1862073.1),(24 1878976.4),(25 1879245.1),(26 1855897.3),(27 1816248.5),(28 1761797.5),(29 1701078.9),(30 1635515.6),(31 1565389.1),(32 1496788),(33 1433071.8),(34 1379388.9),(35 1337158.8),(36 1306539),(37 1286233.3),(38 1272541.1),(39 1267294.1),(40 1271711.8),(41 1281349.5),(42 1300387.1),(43 1322724.6),(44 1349721.1),(45 1380720.8),(46 1416955.1),(47 1452982.3),(48 1489631),(49 1521353),(50 1552714.6),(51 1580081.8),(52 1610771.6),(53 1643045),(54 1681204.5),(55 1713040.4),(56 1738003.6),(57 1756999.9),(58 1766913.5),(59 1774596),(60 1773277.9),(61 1771445.1),(62 1765849.6),(63 1757600.6),(64 1749736.6),(65 1737935.6),(66 1724440.1),(67 1708324.1),(68 1692738.4),(69 1670013.9),(70 1644344.3),(71 1615860.4),(72 1589331.6),(73 1569105.1),(74 1546681.1),(75 1522935.5),(76 1498712),(77 1479545),(78 1459761.5),(79 1439208.3),
(1 24147.094),(2 84537.29),(3 176677.13),(4 288376.94),(5 411176.44),(6 539032.6),(7 663794),(8 783847),(9 895715.6),(10 1001086.06),(11 1100784.1),(12 1194416.6),(13 1281352.9),(14 1364314.9),(15 1447467.1),(16 1527233.3),(17 1603377.5),(18 1676278.5),(19 1743479.3),(20 1806670.5),(21 1864461.9),(22 1910291.5),(23 1939055),(24 1955602),(25 1948955.5),(26 1924193.1),(27 1891071.3),(28 1848627.6),(29 1799980.1),(30 1749400.6),(31 1696294.3),(32 1643640.8),(33 1595218),(34 1556838.5),(35 1524698.6),(36 1496216.8),(37 1471190.1),(38 1451764.1),(39 1437214.8),(40 1426058.8),(41 1410003.4),(42 1395434.1),(43 1381871.5),(44 1369793),(45 1359374.5),(46 1352128.8),(47 1345985),(48 1342324.3),(49 1346113.1),(50 1355250.8),(51 1366265.3),(52 1385361.5),(53 1410170),(54 1438608.3),(55 1467703.6),(56 1500352.5),(57 1527905.9),(58 1551058),(59 1572036.4),(60 1587819.8),(61 1599118.3),(62 1607064.1),(63 1610386),(64 1612955.8),(65 1607620.9),(66 1603747.6),(67 1597852),(68 1591770),(69 1580288.5),(70 1566139.4),(71 1547753.8),(72 1527192.8),(73 1508450.1),(74 1485090.4),(75 1457396.1),(76 1425411.5),(77 1388742.3),(78 1343911.9),(79 1294125.1),
(1 26570.12),(2 94797.055),(3 200065.13),(4 331009.06),(5 478013.34),(6 636400.1),(7 798022.25),(8 961172.2),(9 1113461),(10 1265045.1),(11 1406551.6),(12 1540779.4),(13 1664603.1),(14 1774192),(15 1880773.5),(16 1969934.5),(17 2050345.4),(18 2107328),(19 2144256),(20 2169691),(21 2177999.5),(22 2163704.3),(23 2124544.3),(24 2069971.5),(25 1999934.6),(26 1920066.8),(27 1836286.5),(28 1752591),(29 1677148.5),(30 1608931),(31 1552366),(32 1510409.1),(33 1480075.4),(34 1462065.5),(35 1452662.4),(36 1452851.6),(37 1453436.3),(38 1455470.5),(39 1460388.3),(40 1460738),(41 1452541),(42 1445725.5),(43 1438110.8),(44 1430236.3),(45 1435895.8),(46 1444739.9),(47 1456572.1),(48 1465666),(49 1482562),(50 1496779.8),(51 1506547.8),(52 1514652.9),(53 1522927.9),(54 1529658.8),(55 1534768.9),(56 1539662.1),(57 1541968.8),(58 1544070.5),(59 1540434.3),(60 1537263.5),(61 1538140.3),(62 1543628.3),(63 1555441.3),(64 1574274.3),(65 1588235.3),(66 1611498.5),(67 1639971.8),(68 1667701.1),(69 1690763.3),(70 1708610.8),(71 1715791),(72 1714976.6),(73 1709636.8),(74 1691320.1),(75 1661121.3),(76 1619799.5),(77 1570491.4),(78 1517983.8),(79 1465582.3),
(1 20438.787),(2 70450.484),(3 144178.97),(4 233112.33),(5 335396.7),(6 443914.88),(7 557231.7),(8 669790.06),(9 781147.3),(10 895698.56),(11 1000479.4),(12 1108905.1),(13 1219476.8),(14 1335494.3),(15 1448381.8),(16 1566500.4),(17 1677361.3),(18 1774079),(19 1858368),(20 1922045.9),(21 1965803.3),(22 1986738.4),(23 1991021.9),(24 1976578.4),(25 1941247.8),(26 1906360.6),(27 1868872.4),(28 1832018.6),(29 1797382.6),(30 1764998),(31 1736205.8),(32 1718340.1),(33 1699873.6),(34 1683466.1),(35 1666867.8),(36 1654687.1),(37 1646566.8),(38 1637187.5),(39 1635733.3),(40 1630989.6),(41 1627054.8),(42 1628026.4),(43 1627335.8),(44 1627342),(45 1628739),(46 1630571.6),(47 1630334.6),(48 1621155),(49 1610309.8),(50 1596740.4),(51 1578253),(52 1557768.8),(53 1528968.4),(54 1496712.6),(55 1460488.8),(56 1424283.3),(57 1392942.6),(58 1359508.9),(59 1328362),(60 1295857.3),(61 1271936.9),(62 1256347.3),(63 1248328.8),(64 1247619.6),(65 1244349.3),(66 1246371.3),(67 1249995),(68 1262734),(69 1273626.8),(70 1288126.5),(71 1300315.6),(72 1312684.5),(73 1322221),(74 1325533.1),(75 1320613.3),(76 1310664.8),(77 1298669.6),(78 1283643.9),(79 1268119.6),
(1 24663.225),(2 87155.695),(3 184921.34),(4 307219.53),(5 447075.3),(6 593778.4),(7 739156.3),(8 874962.4),(9 992271.75),(10 1096900.1),(11 1188066),(12 1272706),(13 1359075.3),(14 1439643.4),(15 1520029.8),(16 1600791),(17 1676185.4),(18 1738706),(19 1787924.9),(20 1817542.3),(21 1834255.1),(22 1837735.8),(23 1830952.5),(24 1816569.6),(25 1787548.4),(26 1760552.1),(27 1732949.1),(28 1718850.1),(29 1714970.5),(30 1716530.6),(31 1724152.3),(32 1738939.5),(33 1758955.4),(34 1780321.9),(35 1798369.9),(36 1815736.5),(37 1830111),(38 1837636.9),(39 1840318.5),(40 1831460.6),(41 1819386.3),(42 1806317.8),(43 1793379),(44 1779271.1),(45 1765495.5),(46 1750607.1),(47 1744410.5),(48 1733873.3),(49 1723041.3),(50 1711682),(51 1696526.8),(52 1682932.1),(53 1668810.5),(54 1657867.9),(55 1650884),(56 1643196.9),(57 1638079.5),(58 1632649.9),(59 1631178.5),(60 1628248.8),(61 1629214.4),(62 1633498.8),(63 1641915.4),(64 1650127.1),(65 1655166.5),(66 1657021.8),(67 1649105.4),(68 1637276.4),(69 1619327.8),(70 1594291.4),(71 1566491.3),(72 1540013.8),(73 1514604.1),(74 1490185.1),(75 1464489.1),(76 1437718.9),(77 1412989.4),(78 1390624.3),(79 1370134),
(1 22023.953),(2 77037.02),(3 161196.25),(4 263847.13),(5 378155.9),(6 495366.88),(7 606322.75),(8 703233),(9 781228.25),(10 848321.94),(11 908753.94),(12 959969),(13 1013117.56),(14 1064017.9),(15 1120948.5),(16 1182308.9),(17 1241302.8),(18 1294331.3),(19 1336304.8),(20 1362323.1),(21 1377834.8),(22 1380454.9),(23 1375042.1),(24 1366539.6),(25 1352448.3),(26 1333598.5),(27 1316263),(28 1301417.9),(29 1292966),(30 1289553.9),(31 1287976.4),(32 1292546.5),(33 1297871.4),(34 1302805.5),(35 1308430),(36 1309647),(37 1309736.3),(38 1309327.9),(39 1310778.1),(40 1307364.4),(41 1309666.9),(42 1313024.1),(43 1311301.5),(44 1307539.5),(45 1306827.1),(46 1305894.8),(47 1309243.3),(48 1312443.1),(49 1321605.4),(50 1327745),(51 1327058.4),(52 1327810.9),(53 1325477),(54 1320570),(55 1306971.4),(56 1287306.5),(57 1268297.5),(58 1243477.8),(59 1219920.1),(60 1194634.4),(61 1176929.4),(62 1165753.8),(63 1163986.5),(64 1169588.3),(65 1174445.4),(66 1180424.4),(67 1183985),(68 1186941.5),(69 1185268.3),(70 1179859.4),(71 1174388),(72 1171900),(73 1176164.5),(74 1184085),(75 1195827.6),(76 1206588),(77 1218246.9),(78 1224628.5),(79 1220938.3),
(1 20488.975),(2 72358.74),(3 150905.31),(4 244103.8),(5 346061.8),(6 446716.1),(7 540915),(8 626367.4),(9 701677.9),(10 773268.56),(11 834822.9),(12 889609.94),(13 939157.3),(14 981369.3),(15 1023062.3),(16 1058752),(17 1089051),(18 1106345.9),(19 1116165.3),(20 1118104.6),(21 1116846.3),(22 1113336.5),(23 1105984.5),(24 1100249.5),(25 1096699.5),(26 1092603.5),(27 1090578.5),(28 1092505.5),(29 1098308.9),(30 1104298.3),(31 1103072.9),(32 1101669.8),(33 1097484.5),(34 1094434.5),(35 1092037.4),(36 1090163.8),(37 1088603.1),(38 1090729.9),(39 1094406.4),(40 1094659),(41 1094676.6),(42 1094718.5),(43 1094249.9),(44 1094281.5),(45 1094622.8),(46 1097930.8),(47 1104309.8),(48 1112919.8),(49 1121920.3),(50 1128832.5),(51 1134194.5),(52 1141429.9),(53 1148440),(54 1151721.6),(55 1148710.9),(56 1137626.8),(57 1121333.1),(58 1097740.9),(59 1070763.8),(60 1038999.94),(61 1009972.4),(62 980258.44),(63 954911.06),(64 937419.56),(65 922727.06),(66 914751.44),(67 909704.06),(68 908665),(69 909224.2),(70 912319.06),(71 917445.3),(72 924773.56),(73 936343.2),(74 952265),(75 971306.6),(76 993118.3),(77 1016558.44),(78 1040563.4),(79 1062664.9),
(1 19389.656),(2 67263.24),(3 137178.67),(4 220532.48),(5 311722.8),(6 402276.13),(7 487220.1),(8 567449.3),(9 638390.6),(10 703285.1),(11 758611.75),(12 811209.94),(13 863151.3),(14 908465.25),(15 953321.94),(16 991578.94),(17 1028355.2),(18 1052525.6),(19 1064523.6),(20 1070551.1),(21 1068194),(22 1062888),(23 1051293),(24 1041943.44),(25 1034013.5),(26 1028389.9),(27 1027460.06),(28 1034807.44),(29 1050082.1),(30 1067362.8),(31 1080443.4),(32 1091666.8),(33 1095738),(34 1097571),(35 1099826.1),(36 1098102.4),(37 1097363.6),(38 1095563.9),(39 1095579),(40 1088913.4),(41 1086262.4),(42 1090183.5),(43 1099078.8),(44 1106106.1),(45 1105824.3),(46 1101301.8),(47 1091583),(48 1087506.3),(49 1089663.1),(50 1094344.3),(51 1102060.6),(52 1111814.6),(53 1120210),(54 1122671.9),(55 1112850.5),(56 1093222),(57 1067425.8),(58 1039611.2),(59 1009561.44),(60 978065.9),(61 956477.25),(62 937811.6),(63 926958.56),(64 924750.7),(65 926064.9),(66 932227.2),(67 939462.1),(68 952449.75),(69 962824.2),(70 977793.9),(71 995345.25),(72 1015709.5),(73 1041015.8),(74 1068468.8),(75 1098273.4),(76 1129322.9),(77 1158929.9),(78 1186533.4),(79 1212232.8),
(1 18167.318),(2 63115.773),(3 131530.8),(4 212691.72),(5 299755.34),(6 387893.38),(7 468382.66),(8 540593),(9 603657.8),(10 663811.3),(11 723237.56),(12 783578.1),(13 848294.56),(14 913579.56),(15 982060.9),(16 1041577.44),(17 1094739.3),(18 1134376.4),(19 1160571.3),(20 1177585.1),(21 1185337.4),(22 1188135.9),(23 1186330.6),(24 1180102),(25 1169170.6),(26 1154727.6),(27 1143855.5),(28 1132749),(29 1124398.6),(30 1113181),(31 1093338.3),(32 1074238.6),(33 1054744.3),(34 1040088),(35 1031516),(36 1029682.1),(37 1029118.56),(38 1032697.94),(39 1043597.5),(40 1056559.3),(41 1076307.4),(42 1096741.4),(43 1113424.4),(44 1122841.8),(45 1127871),(46 1125078.8),(47 1117440.8),(48 1104258.3),(49 1093036.8),(50 1082138.5),(51 1072199.6),(52 1062313.8),(53 1050804.6),(54 1039320.56),(55 1027422.75),(56 1018904),(57 1013735.2),(58 1014797.94),(59 1018612.44),(60 1023917.3),(61 1039151.94),(62 1054182.1),(63 1071905.1),(64 1092743.9),(65 1112271.1),(66 1135053.8),(67 1152869.1),(68 1171973.8),(69 1180672.1),(70 1182162.5),(71 1176706.3),(72 1170451.6),(73 1163240.9),(74 1154657.3),(75 1147057.6),(76 1139162.5),(77 1134881.4),(78 1132915.9),(79 1133425.3),
(1 20446.557),(2 68098.06),(3 138811.3),(4 219448.63),(5 301229.63),(6 383013.63),(7 454716.63),(8 520273.38),(9 581436.4),(10 641075.1),(11 701325.8),(12 766998.1),(13 840923.06),(14 921148.56),(15 998900.9),(16 1068891),(17 1124192.4),(18 1163288.3),(19 1188257.4),(20 1205610.6),(21 1214069.8),(22 1217309.4),(23 1221223.3),(24 1223936.6),(25 1217620.3),(26 1209651.8),(27 1195967.3),(28 1183557),(29 1167310.1),(30 1149306.6),(31 1125494.6),(32 1109109.5),(33 1097448),(34 1090325.1),(35 1091546.1),(36 1095653.5),(37 1103684.3),(38 1115262.3),(39 1132675.6),(40 1151732.6),(41 1162890.9),(42 1167668.3),(43 1163116.5),(44 1150922.5),(45 1133931.4),(46 1112252.6),(47 1089442.8),(48 1067386.3),(49 1049369.4),(50 1033342.9),(51 1017025.8),(52 1003095.25),(53 988576.1),(54 977112.56),(55 967059.6),(56 956891.9),(57 945974.1),(58 938801.9),(59 933586.1),(60 930002.56),(61 932667.8),(62 939087.44),(63 950616),(64 966539.25),(65 982064),(66 999379.44),(67 1018302.7),(68 1038942.9),(69 1052568.6),(70 1061861.5),(71 1067725.8),(72 1070283.4),(73 1073294),(74 1072765.6),(75 1070674.1),(76 1066058.1),(77 1063504),(78 1061936.4),(79 1063340.3),
