1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 196009.19),(2 710338.2),(3 1457308),(4 2307633.8),(5 3225780),(6 4162388.8),(7 5049569.5),(8 5923892),(9 6726832),(10 7554110),(11 8528691),(12 9454508),(13 10412235),(14 11324301),(15 11991291),(16 12629123),(17 13236179),(18 13854272),(19 14420005),(20 14823036),(21 15261256),(22 15627435),(23 15709832),(24 15701704),(25 15633560),(26 15628277),(27 15687955),(28 15942365),(29 16379875),(30 17101696),(31 17923294),(32 18790328),(33 19381064),(34 19784264),(35 20170422),(36 20513216),(37 20707066),(38 20883256),(39 21300574),(40 21838496),(41 22642042),(42 23507760),(43 24391958),(44 25365534),(45 26340842),(46 27074362),(47 27673930),(48 27977994),(49 27876198),(50 27612822),(51 27383818),(52 27150726),(53 26992470),(54 26875144),(55 26871834),(56 27006402),(57 27394352),(58 27822848),(59 28306282),(60 28745554),(61 29114554),(62 29454474),(63 29795184),(64 29897630),(65 29971096),(66 29975090),(67 29858208),(68 29891606),(69 29818302),(70 29835526),(71 29963962),(72 30234306),(73 30643246),(74 31080814),(75 31560970),(76 32235830),(77 32982754),(78 33548784),(79 33895852),
(1 223913.52),(2 817119.06),(3 1680492),(4 2721482),(5 3863600),(6 5039614),(7 6198707.5),(8 7348816),(9 8438666),(10 9406866),(11 10244004),(12 10980275),(13 11608950),(14 12121267),(15 12523768),(16 12838305),(17 13081798),(18 13181849),(19 13148071),(20 13044725),(21 12886112),(22 12648698),(23 12314541),(24 11932683),(25 11533773),(26 11180799),(27 10856351),(28 10565171),(29 10287889),(30 10037699),(31 9849716),(32 9718318),(33 9684961),(34 9734901),(35 9874008),(36 10046988),(37 10280688),(38 10587087),(39 10933918),(40 11353978),(41 11780398),(42 12213235),(43 12593667),(44 12965217),(45 13314833),(46 13603569),(47 13737594),(48 13729490),(49 13557720),(50 13251459),(51 12876742),(52 12532362),(53 12211421),(54 11927975),(55 11665079),(56 11473522),(57 11327786),(58 11251646),(59 11251279),(60 11284781),(61 11344680),(62 11460403),(63 11631495),(64 11865146),(65 12139587),(66 12429853),(67 12720018),(68 13035519),(69 13382311),(70 13760501),(71 14152840),(72 14598077),(73 15079097),(74 15559592),(75 16014336),(76 16356077),(77 16646439),(78 16843684),(79 16913228),
(1 246814.45),(2 904471.2),(3 1868809),(4 3034518),(5 4324713.5),(6 5650462.5),(7 6982007.5),(8 8268449.5),(9 9392252),(10 10387467),(11 11164709),(12 11809521),(13 12259980),(14 12638747),(15 12967373),(16 13260539),(17 13489700),(18 13625771),(19 13685037),(20 13664983),(21 13526288),(22 13286549),(23 12965363),(24 12588207),(25 12133251),(26 11633441),(27 11133226),(28 10682155),(29 10282288),(30 9975409),(31 9788542),(32 9714117),(33 9780397),(34 9904375),(35 10050614),(36 10227709),(37 10459987),(38 10763574),(39 11169523),(40 11642664),(41 12140461),(42 12629343),(43 13076240),(44 13502468),(45 13860712),(46 14157439),(47 14308468),(48 14285883),(49 14096413),(50 13766547),(51 13328516),(52 12832199),(53 12282787),(54 11675733),(55 11040312),(56 10442494),(57 9883891),(58 9394267),(59 8970343),(60 8603630),(61 8312970.5),(62 8119010.5),(63 8006326.5),(64 7988293.5),(65 8102030.5),(66 8315800),(67 8622493),(68 8981799),(69 9431920),(70 9938131),(71 10459886),(72 10992191),(73 11501025),(74 12076541),(75 12707291),(76 13259556),(77 13791208),(78 14185941),(79 14442492),
(1 252459.56),(2 939776.5),(3 1996202.4),(4 3286803.3),(5 4725920.5),(6 6223288.5),(7 7717718),(8 9133732),(9 10382785),(10 11440453),(11 12249999),(12 12880207),(13 13235708),(14 13384044),(15 13461693),(16 13465732),(17 13388189),(18 13257272),(19 13037187),(20 12749962),(21 12387300),(22 11948549),(23 11467031),(24 10958849),(25 10435688),(26 9956559),(27 9567587),(28 9302761),(29 9202319),(30 9262134),(31 9500180),(32 9927476),(33 10444100),(34 10990866),(35 11551523),(36 12088361),(37 12634583),(38 13168943),(39 13669231),(40 14121371),(41 14508904),(42 14781714),(43 14914368),(44 14899942),(45 14748404),(46 14515373),(47 14216047),(48 13883731),(49 13511644),(50 13084626),(51 12635505),(52 12123101),(53 11570504),(54 11010204),(55 10451567),(56 9955551),(57 9561279),(58 9291004),(59 9168155),(60 9134212),(61 9132687),(62 9203592),(63 9314291),(64 9447101),(65 9609762),(66 9789208),(67 9929735),(68 10048239),(69 10216268),(70 10430684),(71 10667057),(72 10929211),(73 11177372),(74 11438170),(75 11685420),(76 11934819),(77 12220360),(78 12436050),(79 12590833),
(1 239057.73),(2 894964.56),(3 1876103.5),(4 3038379.3),(5 4294309),(6 5579847.5),(7 6856891.5),(8 8059474.5),(9 9143254),(10 10079983),(11 10879017),(12 11603566),(13 12192404),(14 12666312),(15 12994920),(16 13181596),(17 13321773),(18 13401307),(19 13406259),(20 13287140),(21 13106514),(22 12800584),(23 12366847),(24 11901105),(25 11443830),(26 11002479),(27 10617452),(28 10272874),(29 10008973),(30 9857326),(31 9818684),(32 9913131),(33 10132374),(34 10446906),(35 10794671),(36 11115098),(37 11450912),(38 11782299),(39 12047571),(40 12251229),(41 12385828),(42 12437819),(43 12394783),(44 12252494),(45 12022363),(46 11722063),(47 11399570),(48 11093098),(49 10787700),(50 10498656),(51 10247050),(52 9991771),(53 9710725),(54 9406673),(55 9092272),(56 8771651),(57 8493783),(58 8248461.5),(59 8078534.5),(60 8010589.5),(61 8052208),(62 8230338),(63 8498988),(64 8856376),(65 9268074),(66 9662754),(67 9989746),(68 10243724),(69 10448947),(70 10672417),(71 10865048),(72 11004911),(73 11124178),(74 11257056),(75 11399969),(76 11572584),(77 11733789),(78 11890500),(79 11998897),
(1 221226.33),(2 827938.3),(3 1751945.8),(4 2846130.8),(5 4005821),(6 5143652.5),(7 6183154),(8 7063642.5),(9 7770525.5),(10 8314682),(11 8724226),(12 9063800),(13 9316924),(14 9502527),(15 9662949),(16 9782501),(17 9901747),(18 10029765),(19 10138789),(20 10231688),(21 10335332),(22 10388873),(23 10386245),(24 10281389),(25 10107060),(26 9875195),(27 9590233),(28 9280247),(29 8940791),(30 8606069),(31 8291937),(32 7985874),(33 7719033.5),(34 7515571),(35 7369047.5),(36 7251151),(37 7198163),(38 7185751),(39 7215730),(40 7338158),(41 7517292),(42 7714524),(43 7939772.5),(44 8181042.5),(45 8418041),(46 8589788),(47 8691166),(48 8742929),(49 8728473),(50 8687753),(51 8645351),(52 8559182),(53 8488255),(54 8449286),(55 8452421),(56 8493612),(57 8564832),(58 8646448),(59 8717391),(60 8788942),(61 8851398),(62 8872740),(63 8885270),(64 8869440),(65 8864014),(66 8840643),(67 8767175),(68 8637673),(69 8449493),(70 8286900),(71 8162603.5),(72 8043575.5),(73 7966023.5),(74 7905551),(75 7869754.5),(76 7859606),(77 7852003),(78 7825734),(79 7822617),
(1 247638.64),(2 907407.9),(3 1870115.1),(4 3003366.3),(5 4185257.3),(6 5320280.5),(7 6355842),(8 7258677),(9 7979455.5),(10 8509956),(11 8856806),(12 9057520),(13 9109628),(14 9057545),(15 9015215),(16 8991420),(17 8975948),(18 8980113),(19 8967107),(20 8972160),(21 8990973),(22 8974303),(23 8925771),(24 8857179),(25 8797218),(26 8759547),(27 8720768),(28 8702694),(29 8681127),(30 8672255),(31 8683094),(32 8674067),(33 8696889),(34 8761954),(35 8847539),(36 8989623),(37 9174383),(38 9392113),(39 9583559),(40 9712407),(41 9769539),(42 9746999),(43 9632805),(44 9450858),(45 9258554),(46 9060687),(47 8829468),(48 8594649),(49 8341543),(50 8089089),(51 7903090),(52 7773944.5),(53 7732506),(54 7810777.5),(55 7997294),(56 8305663),(57 8705095),(58 9187098),(59 9734255),(60 10223895),(61 10679761),(62 11013977),(63 11275728),(64 11366811),(65 11358513),(66 11232651),(67 10992518),(68 10663398),(69 10285715),(70 9895684),(71 9527059),(72 9173994),(73 8877493),(74 8670515),(75 8589851),(76 8619391),(77 8738607),(78 8901530),(79 9088703),
(1 217078.94),(2 787208.75),(3 1600921),(4 2540670.3),(5 3526041.8),(6 4471595.5),(7 5333961),(8 6121838.5),(9 6793321),(10 7285384.5),(11 7552729),(12 7643918),(13 7632731.5),(14 7538053.5),(15 7354686),(16 7144725),(17 6968143.5),(18 6847497.5),(19 6747210.5),(20 6718669.5),(21 6726351.5),(22 6776883.5),(23 6862331.5),(24 6969059),(25 7061256.5),(26 7151502),(27 7243145.5),(28 7336449),(29 7405742.5),(30 7406454.5),(31 7374488.5),(32 7328630.5),(33 7262275),(34 7212382),(35 7142067.5),(36 7114021),(37 7100842),(38 7091847),(39 7092790.5),(40 7119382.5),(41 7183930),(42 7294980.5),(43 7417387.5),(44 7525201.5),(45 7616505.5),(46 7720623),(47 7797277.5),(48 7844651),(49 7842635),(50 7792768),(51 7752967.5),(52 7685474),(53 7559478.5),(54 7371299),(55 7132303.5),(56 6871621),(57 6631933.5),(58 6438097.5),(59 6336420),(60 6322419.5),(61 6401985.5),(62 6508509),(63 6653086.5),(64 6805410),(65 6975431),(66 7114496),(67 7253440.5),(68 7376023.5),(69 7474311),(70 7523679),(71 7549188.5),(72 7538633.5),(73 7535478.5),(74 7573432.5),(75 7667166),(76 7800786.5),(77 7947790),(78 8109102.5),(79 8290186.5),
(1 228049.06),(2 815583),(3 1633007.4),(4 2559705.3),(5 3528416.5),(6 4442588),(7 5200585.5),(8 5825483),(9 6339280.5),(10 6686048),(11 6823147),(12 6792773.5),(13 6673172.5),(14 6508617.5),(15 6322353.5),(16 6148149),(17 6040299.5),(18 5979517),(19 5955443.5),(20 5980958),(21 6020524.5),(22 6043746.5),(23 6040670.5),(24 6037969.5),(25 6053581.5),(26 6079214),(27 6138395),(28 6248417),(29 6419194),(30 6595784.5),(31 6783591),(32 6976114.5),(33 7169632.5),(34 7372021.5),(35 7572945.5),(36 7717875.5),(37 7810752.5),(38 7817163.5),(39 7743168),(40 7611474.5),(41 7422272),(42 7229285),(43 7037670),(44 6851344.5),(45 6689068.5),(46 6580057.5),(47 6503215.5),(48 6486088),(49 6486032),(50 6526173),(51 6620477),(52 6765640),(53 6931976.5),(54 7053750.5),(55 7122024),(56 7094371.5),(57 6999309.5),(58 6871582.5),(59 6759663.5),(60 6666879),(61 6561809.5),(62 6440613.5),(63 6304223),(64 6184525),(65 6078040),(66 5985297.5),(67 5928683),(68 5899877),(69 5886924),(70 5867240),(71 5889422.5),(72 5928861.5),(73 5970038.5),(74 6036980),(75 6096904),(76 6155557),(77 6241288.5),(78 6309409.5),(79 6367782.5),
(1 201292.56),(2 736407),(3 1513726.5),(4 2460886.5),(5 3501318.5),(6 4556678),(7 5527689),(8 6342023),(9 6953134.5),(10 7335793),(11 7497900.5),(12 7493306),(13 7363587),(14 7154952),(15 6957085),(16 6752774),(17 6557924),(18 6408535),(19 6301722),(20 6189543),(21 6120468),(22 6110478),(23 6170638.5),(24 6280328),(25 6366932),(26 6435915),(27 6453599.5),(28 6426418),(29 6410303),(30 6394436.5),(31 6379520.5),(32 6390303),(33 6456620),(34 6568808),(35 6689934),(36 6751223),(37 6760980),(38 6709814),(39 6641479.5),(40 6542241),(41 6424666.5),(42 6292883.5),(43 6171689),(44 6035630),(45 5875303),(46 5687926),(47 5484592),(48 5308000),(49 5178885),(50 5127149),(51 5187217),(52 5337398),(53 5524807),(54 5726491.5),(55 5931185),(56 6077383),(57 6116496),(58 6042501),(59 5907200),(60 5754727),(61 5586960.5),(62 5399081),(63 5226799),(64 5074828),(65 4943624),(66 4874581.5),(67 4892136.5),(68 4996636.5),(69 5170854.5),(70 5375046),(71 5609391),(72 5857454),(73 6112164),(74 6382362.5),(75 6640708),(76 6841108.5),(77 6970099),(78 6994917.5),(79 6995282),
(1 212453.98),(2 758352.4),(3 1514105.5),(4 2371048.8),(5 3243978.5),(6 4032949.3),(7 4660760.5),(8 5109758.5),(9 5433128.5),(10 5640181),(11 5754774),(12 5844703),(13 5885120.5),(14 5887400.5),(15 5871253.5),(16 5856629.5),(17 5835475.5),(18 5853727.5),(19 5905425.5),(20 5995036.5),(21 6088887.5),(22 6159336),(23 6203058),(24 6220206.5),(25 6142558),(26 5984023.5),(27 5721413),(28 5406323),(29 5105906),(30 4867205),(31 4718612),(32 4658155),(33 4690990.5),(34 4822634.5),(35 5014112),(36 5234887),(37 5494018),(38 5763703),(39 6018929.5),(40 6229157.5),(41 6342993),(42 6349633.5),(43 6247820.5),(44 6040091.5),(45 5722120.5),(46 5315372),(47 4889864),(48 4515499),(49 4255364.5),(50 4131973.5),(51 4167492.3),(52 4278984),(53 4437614.5),(54 4630748.5),(55 4825301),(56 4994190.5),(57 5133792),(58 5202727.5),(59 5183942),(60 5114199),(61 5001121),(62 4880696),(63 4792942.5),(64 4757321),(65 4771189),(66 4817269.5),(67 4888196),(68 5004340),(69 5148908),(70 5262124.5),(71 5378968.5),(72 5476303.5),(73 5579099),(74 5692417),(75 5778806.5),(76 5806082.5),(77 5801586),(78 5746463),(79 5671816.5),
(1 194218.36),(2 693411.75),(3 1366388.6),(4 2112345.3),(5 2870421.5),(6 3589719.8),(7 4229266.5),(8 4717301),(9 5054928.5),(10 5324630),(11 5526310.5),(12 5687725),(13 5806946.5),(14 5890917.5),(15 5907451.5),(16 5877110),(17 5793928.5),(18 5694432.5),(19 5609820),(20 5546749),(21 5487854.5),(22 5417032.5),(23 5329454.5),(24 5230240),(25 5109567),(26 4999605.5),(27 4900234.5),(28 4792564),(29 4716444.5),(30 4692493),(31 4713968),(32 4759637.5),(33 4832495),(34 4912478),(35 5033398.5),(36 5167269.5),(37 5282604),(38 5404381.5),(39 5524560.5),(40 5606980),(41 5620690.5),(42 5567827),(43 5467131),(44 5314655),(45 5149887),(46 4990376),(47 4840012.5),(48 4732568.5),(49 4690130.5),(50 4685774.5),(51 4736027),(52 4818278.5),(53 4967180),(54 5137948.5),(55 5306910.5),(56 5410581),(57 5444943.5),(58 5412559),(59 5328673),(60 5197762.5),(61 5032621.5),(62 4876817),(63 4769663),(64 4707296.5),(65 4720851.5),(66 4789320.5),(67 4896284),(68 5069888.5),(69 5282111.5),(70 5505842.5),(71 5678237),(72 5784890.5),(73 5799503.5),(74 5742603.5),(75 5592902),(76 5368598),(77 5121135),(78 4879452.5),(79 4684438.5),
(1 214310.19),(2 774886.06),(3 1562116.3),(4 2416630.8),(5 3220727.8),(6 3914915.5),(7 4432340.5),(8 4765990),(9 4961502),(10 5046551),(11 4991077),(12 4830050),(13 4680067.5),(14 4561188),(15 4469633.5),(16 4439162),(17 4483574.5),(18 4593466),(19 4764588),(20 4956852.5),(21 5143870),(22 5266990),(23 5353766),(24 5373413.5),(25 5341379),(26 5283656.5),(27 5222424),(28 5148193.5),(29 5159864.5),(30 5206078),(31 5260130.5),(32 5286778),(33 5288455.5),(34 5272880.5),(35 5234141.5),(36 5198638),(37 5159903),(38 5153887.5),(39 5174211),(40 5195451),(41 5164916.5),(42 5062014),(43 4927701),(44 4775125.5),(45 4664524.5),(46 4620013),(47 4644823),(48 4701846),(49 4780952),(50 4832926),(51 4798834.5),(52 4739223),(53 4696334),(54 4679726),(55 4686500.5),(56 4694074.5),(57 4659657),(58 4600286.5),(59 4525515.5),(60 4424737),(61 4346250.5),(62 4320138.5),(63 4372394),(64 4467086.5),(65 4609295.5),(66 4774514.5),(67 4942981.5),(68 5072444.5),(69 5157034.5),(70 5186090.5),(71 5155906),(72 5085219.5),(73 4976148.5),(74 4884000.5),(75 4804054),(76 4721204.5),(77 4630917.5),(78 4577600.5),(79 4593006.5),
(1 203048.94),(2 709982.6),(3 1368417.3),(4 2050810),(5 2677492.8),(6 3206224.8),(7 3623812.5),(8 3920107.5),(9 4098691.8),(10 4177948.8),(11 4173962.5),(12 4111788),(13 4023913.8),(14 3941297.5),(15 3875527.8),(16 3857387.3),(17 3886892.3),(18 3974090),(19 4095268),(20 4237737.5),(21 4371530),(22 4466389),(23 4523204),(24 4517168.5),(25 4467333.5),(26 4397134),(27 4283925),(28 4160084),(29 4026583),(30 3914933.3),(31 3831170.3),(32 3784817.5),(33 3768915),(34 3774363.5),(35 3803437.8),(36 3852273.5),(37 3924189.5),(38 4014865.5),(39 4087776),(40 4129083.5),(41 4108537.3),(42 4020573),(43 3888660.8),(44 3770371),(45 3674226.5),(46 3614948),(47 3597065),(48 3636191),(49 3720426),(50 3818619.3),(51 3896067),(52 3959339.3),(53 4013053.8),(54 4039356.8),(55 4039284.5),(56 3988228.8),(57 3917807),(58 3822837.3),(59 3711674.8),(60 3640601.3),(61 3601370.8),(62 3587842.5),(63 3611028.5),(64 3679412.5),(65 3775169.5),(66 3873858.3),(67 3960996.8),(68 4008174.3),(69 4015485.8),(70 4019956.8),(71 4028447.8),(72 4041245.8),(73 4077262.5),(74 4105260.8),(75 4125623),(76 4124648.3),(77 4098125),(78 4052700.3),(79 4018357.5),
(1 226459.67),(2 797413),(3 1536788.1),(4 2309394.5),(5 3009377),(6 3595350.5),(7 4033465.3),(8 4303419.5),(9 4439218.5),(10 4490762),(11 4492573),(12 4451220),(13 4411965),(14 4388826.5),(15 4372740.5),(16 4396219.5),(17 4466314.5),(18 4561575.5),(19 4671286),(20 4783021),(21 4856841),(22 4880375),(23 4833434),(24 4687080),(25 4472493),(26 4255977.5),(27 4059490.8),(28 3903387.5),(29 3798599.8),(30 3736918.5),(31 3708212),(32 3715073.8),(33 3746971),(34 3795807.8),(35 3874795.5),(36 3950763),(37 4004132.3),(38 4026994.5),(39 4013092.5),(40 3993918.3),(41 3985203.5),(42 3981917.3),(43 3980609.5),(44 3988729),(45 3997139.3),(46 4011154.5),(47 4036463),(48 4074389),(49 4118164),(50 4153567.3),(51 4170030.3),(52 4172485.3),(53 4160940),(54 4131500.5),(55 4084780),(56 3998441.3),(57 3890084.3),(58 3785138.3),(59 3699846),(60 3661204),(61 3644783.8),(62 3659573.3),(63 3718449.5),(64 3783009.8),(65 3861924),(66 3953922.5),(67 4044257.5),(68 4110439),(69 4152704),(70 4186267.5),(71 4218780.5),(72 4276099.5),(73 4329054.5),(74 4321298),(75 4297205),(76 4276123),(77 4261752),(78 4227623),(79 4177920.3),
(1 210057.8),(2 731094.9),(3 1437645),(4 2194008.5),(5 2917894.8),(6 3499501.8),(7 3866596.3),(8 4050004.5),(9 4099573.3),(10 4080709),(11 4020196.5),(12 3943180.5),(13 3913645.5),(14 3932309.3),(15 4028486.8),(16 4172638.5),(17 4316869),(18 4424839),(19 4499338),(20 4537385),(21 4514637),(22 4433986),(23 4300111.5),(24 4130365.3),(25 3961109.3),(26 3818921.3),(27 3724095.8),(28 3670563.5),(29 3671227),(30 3714984.5),(31 3760298),(32 3784413.8),(33 3775171.5),(34 3736489.3),(35 3707909.8),(36 3677044.5),(37 3641768.5),(38 3594719.3),(39 3565368.5),(40 3551003),(41 3558518),(42 3584298),(43 3632583),(44 3678347.8),(45 3671769),(46 3627604.3),(47 3547120),(48 3443270.8),(49 3354781.8),(50 3293281.8),(51 3264770.8),(52 3257965.3),(53 3279120.3),(54 3342821.8),(55 3433161),(56 3517818),(57 3580099.3),(58 3593224.5),(59 3562781.8),(60 3512209),(61 3470986),(62 3454937),(63 3476265),(64 3514178.3),(65 3554945.5),(66 3617957),(67 3679263),(68 3742775.5),(69 3795887.8),(70 3828283.8),(71 3823702),(72 3798904.3),(73 3767101.3),(74 3724874),(75 3684881),(76 3681772.5),(77 3724733.8),(78 3801206.5),(79 3879377.8),
(1 196468.63),(2 672372.94),(3 1273685.9),(4 1879521),(5 2409265),(6 2826605.8),(7 3095088.5),(8 3233731),(9 3274438),(10 3272491.5),(11 3243818),(12 3224928.8),(13 3249923),(14 3282505.5),(15 3336353.3),(16 3419363.5),(17 3503546.3),(18 3563027.8),(19 3584430.5),(20 3594503.5),(21 3590224.8),(22 3561200.8),(23 3532257.3),(24 3500173.8),(25 3479226),(26 3472156.3),(27 3465426.8),(28 3464908.5),(29 3482768),(30 3478946.3),(31 3476374.8),(32 3487403.8),(33 3524795.8),(34 3579584),(35 3644154.3),(36 3677218.3),(37 3686793.3),(38 3678034),(39 3659788.5),(40 3644798.5),(41 3630472.5),(42 3611406),(43 3611261.8),(44 3620132.5),(45 3643575.3),(46 3663955.8),(47 3675635.8),(48 3674002),(49 3645508.5),(50 3583139.8),(51 3483246.8),(52 3385573),(53 3311475.5),(54 3260203.5),(55 3257424.8),(56 3291921.3),(57 3349844.3),(58 3391194),(59 3419576),(60 3466291.5),(61 3540168.5),(62 3585435.5),(63 3615416.5),(64 3681482),(65 3726185.3),(66 3771245.8),(67 3794846.8),(68 3790726),(69 3779557),(70 3729907.8),(71 3671055.3),(72 3633146.3),(73 3635649.5),(74 3664413.3),(75 3690133),(76 3733223.5),(77 3787815.3),(78 3816879.3),(79 3806997.3),
(1 183342.52),(2 636139.7),(3 1227165.9),(4 1824910.6),(5 2320722.5),(6 2698245.3),(7 2938397.3),(8 3047004),(9 3064228.3),(10 3022616.3),(11 2965790.5),(12 2918493.5),(13 2920716.8),(14 2953548.5),(15 2989511),(16 3029686.8),(17 3071978),(18 3117367.5),(19 3160800.3),(20 3223671.8),(21 3316565.8),(22 3400560),(23 3470522.3),(24 3493873),(25 3477475.5),(26 3429392.8),(27 3378148.3),(28 3322006),(29 3301442.8),(30 3304333.5),(31 3319450),(32 3336139.5),(33 3360402.5),(34 3398628.5),(35 3445105),(36 3490544.3),(37 3537999.8),(38 3549863.8),(39 3521734),(40 3476370.5),(41 3403217),(42 3303015.8),(43 3215053.5),(44 3131852),(45 3059335),(46 3014552.3),(47 3003980.5),(48 2996989.3),(49 2986707.3),(50 2976748.5),(51 2947649.5),(52 2927805.5),(53 2910224.3),(54 2911604),(55 2920811.5),(56 2909222.5),(57 2909385.8),(58 2915872.8),(59 2918602.8),(60 2925144.8),(61 2922005.5),(62 2912132.5),(63 2923040.3),(64 2962587.8),(65 3022775),(66 3101801),(67 3180038.5),(68 3251229.8),(69 3315031.5),(70 3341777.8),(71 3333357.5),(72 3306967.5),(73 3249796),(74 3200297),(75 3146552.5),(76 3116181.8),(77 3103473),(78 3100200.3),(79 3099550.5),
(1 185705.2),(2 636680.3),(3 1224494.1),(4 1800144.8),(5 2292221.8),(6 2651851.5),(7 2895237.8),(8 3022856.3),(9 3065639),(10 3073198.5),(11 3060468.8),(12 3031404.8),(13 2991811.3),(14 2956339.5),(15 2944006.5),(16 2975800.3),(17 3034796.5),(18 3126467.5),(19 3239236.5),(20 3356793.8),(21 3448610),(22 3502192),(23 3498477.3),(24 3422883.3),(25 3307543.8),(26 3187369),(27 3089632.3),(28 3018322.5),(29 3009150.5),(30 3045638.5),(31 3108216.8),(32 3157388),(33 3192151.8),(34 3219497.5),(35 3245708.5),(36 3232572),(37 3199110.3),(38 3150813.3),(39 3109560.5),(40 3071857.5),(41 3042082.5),(42 3016151.3),(43 2988736),(44 2960203.3),(45 2948503),(46 2958244.5),(47 2981121.3),(48 3008852.8),(49 3035980.3),(50 3047707),(51 3032473),(52 3001582.5),(53 2956498.5),(54 2895572.5),(55 2813428.8),(56 2720269.8),(57 2645109.3),(58 2572954.3),(59 2524260.5),(60 2521328),(61 2535521),(62 2567648.8),(63 2632414),(64 2721468.3),(65 2831221.3),(66 2926957.8),(67 3009008),(68 3051353.8),(69 3060245),(70 3044976.8),(71 3004671.3),(72 2955166),(73 2902743.3),(74 2897681.3),(75 2956459.5),(76 3072248.8),(77 3241222.3),(78 3412167.3),(79 3566685.5),
