1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7576.91),(2 21768.705),(3 45630.387),(4 70960.73),(5 101285.48),(6 136511.03),(7 175540.95),(8 225951.8),(9 283540.72),(10 340751.16),(11 406329.5),(12 473646.75),(13 564699.3),(14 656580.44),(15 763811),(16 865850.56),(17 975373.8),(18 1082824),(19 1205350.1),(20 1322107.9),(21 1444901),(22 1558679.9),(23 1671198.5),(24 1774918.9),(25 1886094),(26 1995419.9),(27 2123185),(28 2246086.8),(29 2354830.8),(30 2455114.8),(31 2521281.8),(32 2576751),(33 2657502.3),(34 2730145.3),(35 2812722),(36 2890453.8),(37 2971611.3),(38 3042280.8),(39 3128059),(40 3197452.8),(41 3285604.8),(42 3362763),(43 3464036.8),(44 3580076.3),(45 3699278.8),(46 3825633.3),(47 3978969.3),(48 4150686.8),(49 4361102),(50 4546998),(51 4787552),(52 4995018.5),(53 5295973.5),(54 5562700.5),(55 5843246.5),(56 6115394.5),(57 6396952.5),(58 6689878),(59 6991916),(60 7298752),(61 7667769.5),(62 8066513.5),(63 8469143),(64 8839437),(65 9209713),(66 9549711),(67 9873103),(68 10157612),(69 10467191),(70 10796734),(71 11149065),(72 11486380),(73 11827972),(74 12150493),(75 12474912),(76 12736947),(77 12977875),(78 13210663),(79 13426781),
(1 53561.086),(2 210249.27),(3 459350.53),(4 779530.25),(5 1152951.9),(6 1541462.1),(7 1922811),(8 2270883.3),(9 2568279.8),(10 2807571.3),(11 2996283.8),(12 3150208),(13 3294629.5),(14 3439444.3),(15 3597112.3),(16 3760968.3),(17 3927871.3),(18 4083436.5),(19 4212710.5),(20 4309849),(21 4376433.5),(22 4427412),(23 4487442.5),(24 4565873.5),(25 4663624.5),(26 4779271),(27 4904889.5),(28 5022707.5),(29 5117251.5),(30 5189931),(31 5228024.5),(32 5263726.5),(33 5328038.5),(34 5412375.5),(35 5514312.5),(36 5619584.5),(37 5717068),(38 5792566.5),(39 5828268),(40 5822687.5),(41 5780291),(42 5709808.5),(43 5629987),(44 5547432.5),(45 5476742.5),(46 5418522.5),(47 5380122),(48 5340907),(49 5294999.5),(50 5248496),(51 5197804),(52 5155984.5),(53 5130598.5),(54 5111019.5),(55 5089381.5),(56 5058429),(57 5022166),(58 4974839.5),(59 4926784.5),(60 4880509.5),(61 4852620),(62 4845186.5),(63 4863549),(64 4904661),(65 4968686),(66 5053483),(67 5159566),(68 5288737),(69 5431456.5),(70 5576142),(71 5719309),(72 5848873),(73 5967361.5),(74 6063717.5),(75 6150790.5),(76 6224058.5),(77 6289029),(78 6341944.5),(79 6395104),
(1 62439.98),(2 243317.45),(3 522954.5),(4 877725),(5 1282646.6),(6 1705535.6),(7 2118793.5),(8 2500639.3),(9 2841502.3),(10 3134746.3),(11 3392390.3),(12 3640439.3),(13 3890154),(14 4149403.8),(15 4411704.5),(16 4640088),(17 4827942),(18 4961016),(19 5052634),(20 5122944),(21 5211954.5),(22 5344982.5),(23 5555255.5),(24 5800033.5),(25 6024638),(26 6168313.5),(27 6198506.5),(28 6107370.5),(29 5931584),(30 5751536.5),(31 5640282),(32 5613710),(33 5639382),(34 5691710),(35 5772649.5),(36 5865465.5),(37 5972440),(38 6098452.5),(39 6224072.5),(40 6361852),(41 6511250),(42 6638388),(43 6729218),(44 6749248),(45 6680156.5),(46 6540934.5),(47 6375302),(48 6201638.5),(49 6059028),(50 5981731.5),(51 5978690.5),(52 6035920),(53 6137301.5),(54 6265236),(55 6411657.5),(56 6545702),(57 6664144),(58 6743889.5),(59 6776176),(60 6756189.5),(61 6685168),(62 6563030),(63 6418756),(64 6268738.5),(65 6128174),(66 6012964),(67 5921511.5),(68 5840100.5),(69 5772856),(70 5717502),(71 5685068),(72 5687072),(73 5731174),(74 5814392),(75 5933469.5),(76 6078961.5),(77 6241515.5),(78 6399560),(79 6538398),
(1 58586.445),(2 225714.69),(3 480983.2),(4 790806.75),(5 1123198.4),(6 1443030.1),(7 1721017),(8 1935087),(9 2078795.6),(10 2163671.3),(11 2211162.5),(12 2253693.8),(13 2309007),(14 2388818.3),(15 2492697.5),(16 2603155),(17 2724427.5),(18 2856715.3),(19 3014594),(20 3204092.8),(21 3430965.8),(22 3675972.5),(23 3916148.8),(24 4111781.5),(25 4234575.5),(26 4263646.5),(27 4203023.5),(28 4099607),(29 4002555.5),(30 3942857),(31 3959775.3),(32 4034118.5),(33 4150061.8),(34 4294493.5),(35 4468319),(36 4647923),(37 4836033.5),(38 5026990),(39 5210179),(40 5362406),(41 5456556),(42 5465862.5),(43 5375010),(44 5191737.5),(45 4944132),(46 4675334.5),(47 4434582.5),(48 4245941),(49 4118783.8),(50 4051500.3),(51 4030099.3),(52 4033716.5),(53 4056597),(54 4090261.8),(55 4116140.3),(56 4116564.8),(57 4093864.3),(58 4046160),(59 3981896.3),(60 3912200.3),(61 3860406.5),(62 3837013),(63 3846584.3),(64 3883318.5),(65 3929747.5),(66 3976899.8),(67 4010626.5),(68 4023429.8),(69 4022250),(70 3994396.3),(71 3947156.5),(72 3887851),(73 3824303),(74 3764074.5),(75 3701331),(76 3641937),(77 3579655.8),(78 3518384),(79 3458021),
(1 82590.31),(2 326470.44),(3 701280.5),(4 1149677.4),(5 1603775.6),(6 2002987.4),(7 2301061.5),(8 2485992.3),(9 2569570.5),(10 2595650.8),(11 2611784),(12 2658426),(13 2753389.8),(14 2886778.5),(15 3037120),(16 3181282.3),(17 3328696.8),(18 3494424.3),(19 3708572.5),(20 3977709.8),(21 4279060),(22 4555419),(23 4755249.5),(24 4837332),(25 4799804),(26 4670963),(27 4518997),(28 4382070.5),(29 4288235.5),(30 4212510.5),(31 4123465),(32 4028339.3),(33 3970241.5),(34 3964579.3),(35 4008169.5),(36 4094826.5),(37 4211350.5),(38 4333760),(39 4421622),(40 4457295.5),(41 4427507),(42 4336598.5),(43 4198969.5),(44 4047356.8),(45 3899193.5),(46 3790763),(47 3757032),(48 3790939.8),(49 3875679.3),(50 3985448.3),(51 4089317.8),(52 4155020.8),(53 4189014.8),(54 4183136),(55 4138493),(56 4074789.5),(57 4016589),(58 3975473.3),(59 3968824.3),(60 3995371),(61 4055744),(62 4135211.3),(63 4196998.5),(64 4220892),(65 4186599.8),(66 4087632.8),(67 3938244.5),(68 3778188.3),(69 3646507.3),(70 3552188.3),(71 3505750.5),(72 3502339.5),(73 3528417.3),(74 3565525.5),(75 3595386.5),(76 3609570.3),(77 3596515.3),(78 3559815.8),(79 3506819.8),
(1 71194.14),(2 276184.53),(3 580138.8),(4 930657.3),(5 1268054.3),(6 1556249.5),(7 1762194.9),(8 1898203.9),(9 1987801.5),(10 2063529.1),(11 2149323.5),(12 2251834.3),(13 2362016.8),(14 2455627.8),(15 2517424.5),(16 2546971.8),(17 2593058),(18 2686130.8),(19 2859101),(20 3088853),(21 3326999.8),(22 3512923.3),(23 3622107.3),(24 3662510),(25 3667689),(26 3668919),(27 3672684.8),(28 3673076.5),(29 3633717),(30 3551265.3),(31 3425968.5),(32 3285100.5),(33 3160544.3),(34 3062996.3),(35 3002774),(36 2971858),(37 2958019.8),(38 2943034.8),(39 2918688.5),(40 2880292.3),(41 2841336.3),(42 2808009.5),(43 2794317.8),(44 2811947),(45 2852731),(46 2911001.8),(47 2990019),(48 3066017.3),(49 3134599.8),(50 3196217),(51 3248926.8),(52 3298977),(53 3353824.5),(54 3401596.5),(55 3455955.3),(56 3516923.5),(57 3578767),(58 3637780.3),(59 3689523),(60 3725601.3),(61 3744587.8),(62 3744874.3),(63 3726912),(64 3694494.5),(65 3660103.5),(66 3631101.8),(67 3617344),(68 3627453.8),(69 3675938.3),(70 3753391.5),(71 3848736.5),(72 3937037.8),(73 4010071),(74 4046505.5),(75 4052629.3),(76 4033907.5),(77 3999029),(78 3953549),(79 3912707.3),
(1 76426.336),(2 291925.97),(3 604276.8),(4 959213),(5 1310534.5),(6 1636363.3),(7 1924723.5),(8 2195549.8),(9 2464683.3),(10 2723140.3),(11 2947843.3),(12 3109388),(13 3189231.5),(14 3186761.5),(15 3132489.5),(16 3073247.5),(17 3054656),(18 3094415.5),(19 3187885.8),(20 3289887),(21 3360912.3),(22 3389596.3),(23 3405562.8),(24 3440417.5),(25 3512809.3),(26 3611683.3),(27 3706852.3),(28 3772700.8),(29 3802156.5),(30 3806545),(31 3784351.3),(32 3738045.3),(33 3680153.5),(34 3622728.5),(35 3569717.8),(36 3508858.3),(37 3442449.3),(38 3365295.5),(39 3286756.3),(40 3217732.5),(41 3168697.5),(42 3136682.8),(43 3108118.5),(44 3078542.5),(45 3038936.5),(46 2992490.3),(47 2961173.8),(48 2949459.3),(49 2957710.5),(50 2987008.8),(51 3030425),(52 3086272.5),(53 3148997.3),(54 3212555.3),(55 3276191.8),(56 3332660.5),(57 3377560.8),(58 3410888),(59 3432929.5),(60 3440724.3),(61 3433821.5),(62 3401539.3),(63 3347935.5),(64 3268728.3),(65 3179639.3),(66 3097106.8),(67 3036359.8),(68 3000349.8),(69 3002314.3),(70 3040930.8),(71 3119276.8),(72 3214863.5),(73 3311678.5),(74 3380235.8),(75 3418554.8),(76 3419364.3),(77 3391530.3),(78 3344250.3),(79 3290908.8),
(1 73545.484),(2 274411.2),(3 559271.6),(4 867755.4),(5 1149674.9),(6 1375906.4),(7 1543334.5),(8 1674238.1),(9 1798948.4),(10 1932879.4),(11 2071712),(12 2198492.5),(13 2297326.3),(14 2366531),(15 2432404.3),(16 2521403.5),(17 2645710),(18 2782197.5),(19 2893058),(20 2950467),(21 2953532.5),(22 2933136.8),(23 2941552.5),(24 3003159.8),(25 3109108.3),(26 3227120),(27 3332101.3),(28 3426742.3),(29 3523192.8),(30 3623764.8),(31 3693377.5),(32 3706343.3),(33 3675106.8),(34 3599973.3),(35 3486986.8),(36 3361096),(37 3260052.3),(38 3207286),(39 3210351),(40 3267175.8),(41 3357286.8),(42 3454752.3),(43 3530531.8),(44 3563690.3),(45 3525880.5),(46 3411445.5),(47 3244292.8),(48 3060949.3),(49 2902762.8),(50 2803283.5),(51 2772775.8),(52 2804414.8),(53 2881314.5),(54 2974820.3),(55 3057856),(56 3110429),(57 3131148.5),(58 3120548.5),(59 3092120.8),(60 3064868.8),(61 3047702.3),(62 3043024.5),(63 3049882.3),(64 3062837.3),(65 3082658),(66 3104463),(67 3130700.5),(68 3161940.5),(69 3196971.3),(70 3237162.5),(71 3297007.5),(72 3363747.3),(73 3418710),(74 3443405),(75 3433735.3),(76 3396869.3),(77 3342817.5),(78 3293133.5),(79 3279314),
(1 81757.05),(2 302169.88),(3 599646.9),(4 900015.5),(5 1143299.9),(6 1304565.9),(7 1398685.4),(8 1457006.4),(9 1521332.3),(10 1606310.4),(11 1701700.1),(12 1804270.5),(13 1904666),(14 2017666.6),(15 2157687),(16 2319461.8),(17 2469994.8),(18 2565786.8),(19 2583716),(20 2532634.8),(21 2452913.5),(22 2397916.5),(23 2404522.5),(24 2459291.3),(25 2540040),(26 2633206.5),(27 2736490.8),(28 2862326.3),(29 2997333),(30 3107982),(31 3155557),(32 3112974),(33 2992493),(34 2825959),(35 2667201.3),(36 2564320.5),(37 2546817),(38 2607359),(39 2715651.5),(40 2850226.8),(41 2991278.3),(42 3113952),(43 3187480.8),(44 3173405),(45 3056208.8),(46 2863436),(47 2653965.5),(48 2486585.8),(49 2405496.3),(50 2409123),(51 2462023.3),(52 2526090),(53 2572188.5),(54 2567161.3),(55 2499288.3),(56 2384942),(57 2261668.3),(58 2164684),(59 2118479.5),(60 2130372),(61 2184714.3),(62 2256940.3),(63 2324505.5),(64 2365992.8),(65 2378159.3),(66 2369741.8),(67 2366040.8),(68 2406024.8),(69 2495830),(70 2616898.8),(71 2738756),(72 2819646.8),(73 2836005.3),(74 2781424.5),(75 2679940.3),(76 2575492),(77 2506143.5),(78 2501644.3),(79 2574274),
(1 73857.7),(2 269997.53),(3 523077.8),(4 766171.75),(5 955540),(6 1089545.3),(7 1194163.5),(8 1299218.3),(9 1418634.1),(10 1532353.5),(11 1620774.3),(12 1687525.6),(13 1759251.9),(14 1871355.3),(15 2039536),(16 2235392),(17 2407119.5),(18 2523648.5),(19 2592694),(20 2638048),(21 2692308.5),(22 2758942.3),(23 2825099.5),(24 2885700.5),(25 2948708.3),(26 3020545.8),(27 3097097.5),(28 3162777.5),(29 3195561.5),(30 3179636),(31 3125254.5),(32 3040742.8),(33 2952842.5),(34 2873746.3),(35 2809989),(36 2765257.3),(37 2740817.5),(38 2737709),(39 2758302.5),(40 2794105.5),(41 2816711),(42 2803025.5),(43 2741965.3),(44 2641359.8),(45 2526944),(46 2427524.5),(47 2374184.5),(48 2372398.5),(49 2414624),(50 2477122.5),(51 2520786.3),(52 2517756.8),(53 2465573),(54 2387259.5),(55 2322139.5),(56 2311235.5),(57 2370165.3),(58 2481415.5),(59 2615013.5),(60 2721619),(61 2773372),(62 2763573.5),(63 2704521),(64 2643809.8),(65 2623050.5),(66 2658552.3),(67 2740415.8),(68 2843540),(69 2932764.8),(70 2964735.3),(71 2932144),(72 2848836.5),(73 2751546.5),(74 2672793.3),(75 2638444),(76 2651169),(77 2693575),(78 2744958.8),(79 2785013),
(1 57007.137),(2 207080.75),(3 403097.56),(4 600686.25),(5 776359.7),(6 930688.56),(7 1078799.1),(8 1219648.6),(9 1338373.3),(10 1411988.1),(11 1439468.9),(12 1446498.5),(13 1474565.9),(14 1551108.6),(15 1674197.4),(16 1809899.5),(17 1929477.3),(18 2022957.3),(19 2094121.5),(20 2144996),(21 2178122),(22 2183866.3),(23 2159410.5),(24 2137020.5),(25 2143503.5),(26 2178290.5),(27 2217701.3),(28 2241791.3),(29 2247792.3),(30 2247265.8),(31 2239577.8),(32 2231070),(33 2229815.8),(34 2232529.8),(35 2236057.8),(36 2232071.8),(37 2227140.3),(38 2224442.5),(39 2230544),(40 2242703.5),(41 2245218.8),(42 2230041.5),(43 2201714.3),(44 2170410),(45 2154052),(46 2149766.8),(47 2163041.8),(48 2184638),(49 2223910.5),(50 2272310),(51 2309200),(52 2321683.5),(53 2319754.8),(54 2318831.3),(55 2336616.5),(56 2386270),(57 2460565.5),(58 2540293.3),(59 2608647),(60 2654780.3),(61 2674234.8),(62 2668013.8),(63 2648591.3),(64 2644599.5),(65 2665474.5),(66 2711832.3),(67 2763399.8),(68 2805320.5),(69 2843298),(70 2858262),(71 2857583.5),(72 2843181.8),(73 2822217),(74 2799834.3),(75 2780820),(76 2767159.3),(77 2757024.5),(78 2743880.8),(79 2726784.8),
(1 67106.875),(2 240266.69),(3 458066.5),(4 662704),(5 826049),(6 953253.8),(7 1067251.6),(8 1178124.1),(9 1275169.5),(10 1333742),(11 1353161.9),(12 1360115.4),(13 1388607.5),(14 1471988.8),(15 1597302.1),(16 1717506.3),(17 1801518.4),(18 1838801.5),(19 1843688.3),(20 1839917),(21 1833403.4),(22 1812336.5),(23 1768161.4),(24 1704432.3),(25 1664728.5),(26 1663367.8),(27 1688796.5),(28 1710626.3),(29 1716235.9),(30 1714343.1),(31 1721336.3),(32 1740007.3),(33 1779725.3),(34 1830895.5),(35 1873405.4),(36 1898220.6),(37 1928258.5),(38 1971400.5),(39 2025515),(40 2071255.8),(41 2089177.4),(42 2096056.3),(43 2116943.5),(44 2166825.8),(45 2237875.8),(46 2289955),(47 2312421.5),(48 2307308),(49 2296013),(50 2284717.8),(51 2268857.5),(52 2259401.5),(53 2270833.8),(54 2308838.8),(55 2371470),(56 2442800.8),(57 2516547.8),(58 2576549.8),(59 2618963.5),(60 2642748.5),(61 2646129.3),(62 2631585.8),(63 2613433.5),(64 2590815.5),(65 2578758.8),(66 2587701.3),(67 2607023.8),(68 2625506.8),(69 2635263.5),(70 2624967),(71 2585371),(72 2520989),(73 2441292.8),(74 2365607.8),(75 2312425.5),(76 2298914.3),(77 2319603.8),(78 2361092),(79 2406189.8),
(1 86316.35),(2 313896.63),(3 612006.6),(4 909068.3),(5 1158440.5),(6 1349184.6),(7 1498972.8),(8 1624792),(9 1726752.9),(10 1801178.9),(11 1848579.5),(12 1883849.4),(13 1920876.6),(14 1964379.5),(15 1997026),(16 1996375.8),(17 1964534.6),(18 1917400.6),(19 1875812.9),(20 1852556.1),(21 1844268.5),(22 1850964.5),(23 1875810),(24 1902035.8),(25 1911682),(26 1885617.1),(27 1823044.8),(28 1757272.1),(29 1727019.9),(30 1742185.1),(31 1785721.9),(32 1858394.4),(33 1953054.3),(34 2045334),(35 2116348.3),(36 2154526),(37 2161228.8),(38 2118001.5),(39 2036380.9),(40 1951930.6),(41 1913721.5),(42 1948792),(43 2038692.5),(44 2136849.3),(45 2206798),(46 2223599.8),(47 2200678.5),(48 2149557),(49 2091471.1),(50 2050940.6),(51 2054534),(52 2109463.5),(53 2190485.3),(54 2254726.8),(55 2285580.8),(56 2276025),(57 2243192.5),(58 2202735.3),(59 2164913.3),(60 2130808.5),(61 2086146),(62 2038279.4),(63 1986244),(64 1944795.5),(65 1921772.6),(66 1929412),(67 1970647.4),(68 2026971.5),(69 2065028.5),(70 2061486.5),(71 2017819.4),(72 1950227.1),(73 1893745.4),(74 1877209.5),(75 1910597.8),(76 1977653.5),(77 2048957.4),(78 2101037.3),(79 2117979),
(1 75412.35),(2 269360.84),(3 510842.3),(4 736107),(5 913520.2),(6 1050883.9),(7 1169029.1),(8 1270965.6),(9 1344447.1),(10 1391211.4),(11 1430464),(12 1490304.1),(13 1576449.6),(14 1654845.6),(15 1692353.6),(16 1665724.3),(17 1606815.3),(18 1553540.9),(19 1532490),(20 1541416),(21 1570267.9),(22 1610661.6),(23 1660379.8),(24 1708235.4),(25 1724839.6),(26 1696781),(27 1650090),(28 1625256.9),(29 1638949.4),(30 1675824),(31 1733221.3),(32 1809115.1),(33 1875593.9),(34 1917535.5),(35 1922882.8),(36 1888310.8),(37 1824639.6),(38 1755260.1),(39 1720106.6),(40 1741808.9),(41 1813441.1),(42 1907382.5),(43 1988018.8),(44 2030277.3),(45 2024144.8),(46 1968423.5),(47 1886407.5),(48 1807702),(49 1762122),(50 1766822.9),(51 1809575.9),(52 1864555.4),(53 1903188.1),(54 1913758.5),(55 1908088.8),(56 1907456.5),(57 1929495.5),(58 1975467),(59 2026943.3),(60 2062266.3),(61 2068944.9),(62 2051207.6),(63 2014634.6),(64 1986637),(65 1971978.6),(66 1964024.4),(67 1955886.5),(68 1934273.6),(69 1887283.4),(70 1822961.6),(71 1764974),(72 1743555.1),(73 1773903.3),(74 1846751.5),(75 1938277),(76 2007416.9),(77 2024598.4),(78 1985204.9),(79 1910144.4),
(1 67779.39),(2 245219.84),(3 469977.03),(4 680294.6),(5 839974.56),(6 949634.5),(7 1035559.4),(8 1116772.3),(9 1191732.9),(10 1257272.9),(11 1323988.9),(12 1409206.6),(13 1515447.9),(14 1619961.1),(15 1685633.1),(16 1685576.9),(17 1637339.3),(18 1570279.1),(19 1507357.4),(20 1451621.8),(21 1412089),(22 1398864.4),(23 1412587.3),(24 1440412),(25 1458075.5),(26 1460368),(27 1457781.1),(28 1469016.4),(29 1501367.5),(30 1555160.5),(31 1636914.5),(32 1718327.1),(33 1776086.3),(34 1805540.6),(35 1802359.9),(36 1764021.1),(37 1703104.8),(38 1640517.4),(39 1601954.3),(40 1597989.4),(41 1613343.1),(42 1631767.1),(43 1641842.1),(44 1645719.9),(45 1642064),(46 1625950.9),(47 1610043.8),(48 1615319.3),(49 1656307.5),(50 1720470.6),(51 1777504.8),(52 1809739.8),(53 1822169.6),(54 1827171.3),(55 1835285.4),(56 1857982.3),(57 1888836.6),(58 1917151.1),(59 1938242),(60 1951846.3),(61 1965019.5),(62 1990846.6),(63 2023367.1),(64 2047069),(65 2060558.9),(66 2052012.5),(67 2024656),(68 1989393.1),(69 1963931),(70 1952025.3),(71 1953615.5),(72 1964128.4),(73 1977880.5),(74 1992846.8),(75 2004570.5),(76 2010309.4),(77 2004160.9),(78 1982187),(79 1950016),
(1 64448.92),(2 227270.48),(3 421797.34),(4 593263.6),(5 724133.94),(6 829973.3),(7 931132.06),(8 1019059.3),(9 1069922.9),(10 1078524),(11 1080281.6),(12 1112925.1),(13 1180430),(14 1256930),(15 1313122.1),(16 1336460.1),(17 1345308.6),(18 1348132),(19 1348756.9),(20 1348442.3),(21 1359485),(22 1391731.6),(23 1435671.6),(24 1471281.4),(25 1494512.9),(26 1521258.3),(27 1546466.1),(28 1564777.4),(29 1579237.8),(30 1602227),(31 1628864),(32 1650099.4),(33 1672987.9),(34 1692221.9),(35 1698246.9),(36 1682169.3),(37 1653709),(38 1629427.4),(39 1615379.9),(40 1611342.4),(41 1614238.3),(42 1620112.4),(43 1619844.3),(44 1612381.4),(45 1603185.6),(46 1599885.5),(47 1609939.5),(48 1632930),(49 1660778.1),(50 1684416.8),(51 1689615.6),(52 1678365.1),(53 1663377.8),(54 1647861.4),(55 1637298.9),(56 1637994.5),(57 1649464.5),(58 1670997.8),(59 1692419.5),(60 1710562),(61 1726864.4),(62 1744973.5),(63 1761329.1),(64 1764933),(65 1762758),(66 1766322.5),(67 1770955.4),(68 1769885.1),(69 1766090.3),(70 1749479.5),(71 1713279.3),(72 1668378.1),(73 1628833.6),(74 1608631.9),(75 1608626.3),(76 1620531.9),(77 1633813.4),(78 1645184),(79 1656275.3),
(1 72448.82),(2 256507),(3 473146),(4 655565.5),(5 776283.9),(6 845628.4),(7 893369.7),(8 934823.9),(9 963926.75),(10 981947.44),(11 1010746.1),(12 1076675.3),(13 1176042.1),(14 1264695.3),(15 1309960.6),(16 1316182.6),(17 1322889),(18 1339218.5),(19 1345904.3),(20 1340211.1),(21 1353214.6),(22 1386423.4),(23 1407350.6),(24 1398988.5),(25 1389988.5),(26 1416527),(27 1453736.1),(28 1465102.3),(29 1453564.8),(30 1441404.9),(31 1430676.9),(32 1417150.6),(33 1410342.1),(34 1411487.3),(35 1433840.8),(36 1482474.9),(37 1544032),(38 1594900.3),(39 1620949),(40 1630732.3),(41 1627454.5),(42 1606502.6),(43 1571989.4),(44 1546650.3),(45 1553466.9),(46 1585928.8),(47 1614517),(48 1627476.6),(49 1623915.8),(50 1612783),(51 1600435.8),(52 1604558.5),(53 1633668.3),(54 1681401.1),(55 1726172.6),(56 1750088),(57 1748746.3),(58 1730063),(59 1703413.8),(60 1683700.3),(61 1678488.8),(62 1682160.8),(63 1693074.6),(64 1712006.9),(65 1740510.1),(66 1768520.3),(67 1779979),(68 1765772.4),(69 1726127.3),(70 1668692.6),(71 1611014.9),(72 1571351.3),(73 1557783.5),(74 1566622.8),(75 1581317),(76 1588810.5),(77 1586001.1),(78 1574608.5),(79 1563182.3),
