1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59226.395),(2 83237.734),(3 196077.77),(4 272423.97),(5 396472.38),(6 493458.75),(7 627808.94),(8 751736.2),(9 894881.2),(10 1041486.8),(11 1206857.4),(12 1389469.6),(13 1581972),(14 1780224.9),(15 1991879.4),(16 2218068),(17 2430253.3),(18 2667893.8),(19 2894398.3),(20 3123809.8),(21 3358099.8),(22 3596132.8),(23 3838154.8),(24 4073779.3),(25 4309484),(26 4561691),(27 4814727.5),(28 5089818),(29 5380584),(30 5693463.5),(31 6049341.5),(32 6435304),(33 6835269.5),(34 7264499.5),(35 7717470),(36 8128674.5),(37 8526569),(38 8895612),(39 9207722),(40 9581803),(41 9938000),(42 10326504),(43 10700145),(44 11118923),(45 11551663),(46 12116312),(47 12605713),(48 13169005),(49 13693857),(50 14248869),(51 14748007),(52 15215896),(53 15578781),(54 15921837),(55 16164896),(56 16438051),(57 16762893),(58 17092018),(59 17436006),(60 17828254),(61 18258194),(62 18695842),(63 19134890),(64 19559092),(65 19987466),(66 20412732),(67 20800344),(68 21218506),(69 21573024),(70 21982746),(71 22376262),(72 22773208),(73 23135864),(74 23534608),(75 23916406),(76 24362142),(77 24770346),(78 25165856),(79 25524630),
(1 47298.266),(2 155465.4),(3 322414.22),(4 505287.9),(5 702180.6),(6 893156.4),(7 1091103.6),(8 1289932.4),(9 1499471.1),(10 1717032),(11 1945764.1),(12 2174610.8),(13 2417659.5),(14 2659914),(15 2901615.5),(16 3135821.3),(17 3366419.5),(18 3587603.8),(19 3790179.5),(20 3973334.3),(21 4119975),(22 4241015.5),(23 4335522.5),(24 4417900.5),(25 4477395),(26 4516702),(27 4542243.5),(28 4557555.5),(29 4565696.5),(30 4572264.5),(31 4581942.5),(32 4582817),(33 4590647.5),(34 4598017.5),(35 4612688.5),(36 4629506),(37 4655706),(38 4683411.5),(39 4727173.5),(40 4779024.5),(41 4845675.5),(42 4929650.5),(43 5017272.5),(44 5111033),(45 5213616.5),(46 5325959),(47 5433336.5),(48 5540815),(49 5636025),(50 5734675),(51 5826970.5),(52 5914083.5),(53 5977904),(54 6026891),(55 6059444),(56 6081246.5),(57 6104590),(58 6122794.5),(59 6144807.5),(60 6172455.5),(61 6214572.5),(62 6255102.5),(63 6303061.5),(64 6359518),(65 6434969),(66 6528740),(67 6644256),(68 6796883),(69 6967667.5),(70 7156172.5),(71 7354486.5),(72 7540624.5),(73 7717180),(74 7898588),(75 8081676.5),(76 8275171.5),(77 8479937),(78 8688193),(79 8903384),
(1 49829.426),(2 166523.98),(3 343969.28),(4 536231.56),(5 738649),(6 928900.7),(7 1122661.4),(8 1316162.9),(9 1519765.4),(10 1729450.5),(11 1946184.6),(12 2159982.8),(13 2375965),(14 2580879.3),(15 2765236.3),(16 2932135.3),(17 3080332.8),(18 3203803.8),(19 3288194.8),(20 3340916),(21 3365576.3),(22 3376349),(23 3374194.3),(24 3369980),(25 3359522),(26 3347856.8),(27 3344392.8),(28 3349378),(29 3369159),(30 3409822.8),(31 3463687.3),(32 3524552.3),(33 3602124),(34 3694188.8),(35 3813345),(36 3940484),(37 4088372),(38 4236628.5),(39 4398334),(40 4555464.5),(41 4736978),(42 4927390.5),(43 5120610),(44 5308652.5),(45 5500297.5),(46 5679681.5),(47 5844758.5),(48 5996761.5),(49 6138708.5),(50 6259604),(51 6364962.5),(52 6441104.5),(53 6504211.5),(54 6540841.5),(55 6573748.5),(56 6577250),(57 6585832.5),(58 6570677.5),(59 6559834.5),(60 6525795.5),(61 6509112.5),(62 6469186),(63 6428772),(64 6368882.5),(65 6325247.5),(66 6259728.5),(67 6206712.5),(68 6162390.5),(69 6141734),(70 6130888),(71 6150348),(72 6167019.5),(73 6204698.5),(74 6242132.5),(75 6306718.5),(76 6376126),(77 6475141.5),(78 6559330.5),(79 6667749.5),
(1 37402.91),(2 120352.3),(3 248340.6),(4 387568.63),(5 537190.06),(6 678865.8),(7 825786.75),(8 971537.2),(9 1127079.5),(10 1285797.9),(11 1447660.8),(12 1601073.3),(13 1747346.9),(14 1873101.5),(15 1978019.9),(16 2064371.9),(17 2130552),(18 2179213.3),(19 2215416.5),(20 2245039.5),(21 2276003),(22 2308242),(23 2346261.5),(24 2383321.5),(25 2429521),(26 2480099.8),(27 2538568.8),(28 2611003),(29 2693561.5),(30 2781203.5),(31 2873922.5),(32 2967611.5),(33 3064951),(34 3175460.5),(35 3296473.3),(36 3421628.8),(37 3553712),(38 3679524.3),(39 3814213.8),(40 3932093.8),(41 4047533.5),(42 4142156.3),(43 4229112.5),(44 4302874.5),(45 4380177.5),(46 4450241.5),(47 4531373),(48 4608252),(49 4688752.5),(50 4772956),(51 4857073.5),(52 4931454),(53 5007038),(54 5080400),(55 5170717),(56 5240533),(57 5323499),(58 5384856.5),(59 5440137),(60 5482539.5),(61 5543342),(62 5590345),(63 5664481.5),(64 5736164),(65 5836992),(66 5924905.5),(67 6031801.5),(68 6116260),(69 6200450.5),(70 6261565.5),(71 6337865),(72 6397975),(73 6463339.5),(74 6511837.5),(75 6570985),(76 6605911),(77 6658466.5),(78 6688772),(79 6731529),
(1 49270.273),(2 164306),(3 333728.4),(4 511346.44),(5 691328.6),(6 850097.75),(7 998802.3),(8 1146161.8),(9 1293683.6),(10 1444684.1),(11 1595146.4),(12 1738183.3),(13 1874201.6),(14 1994325.3),(15 2104380.3),(16 2206278.8),(17 2303571.5),(18 2405838),(19 2513748.3),(20 2630256),(21 2758243.3),(22 2886123.5),(23 3026692.8),(24 3169682),(25 3311858.5),(26 3453748.5),(27 3592820.3),(28 3735813),(29 3876921),(30 4016054.5),(31 4157476.5),(32 4303214.5),(33 4454099.5),(34 4613378),(35 4776331),(36 4935983),(37 5099173),(38 5256919.5),(39 5406098),(40 5544587.5),(41 5674585.5),(42 5781863.5),(43 5879180),(44 5966897.5),(45 6054246.5),(46 6133267),(47 6213468),(48 6280985.5),(49 6340111.5),(50 6390605),(51 6428429),(52 6440930),(53 6443671),(54 6430982.5),(55 6418119),(56 6373305),(57 6326785.5),(58 6253311.5),(59 6172056.5),(60 6078466.5),(61 5999860),(62 5904899),(63 5831995),(64 5769769),(65 5746237),(66 5721517),(67 5720400.5),(68 5712512.5),(69 5723757.5),(70 5740450.5),(71 5779300),(72 5821641.5),(73 5884681),(74 5944056.5),(75 6011933),(76 6070590),(77 6142932.5),(78 6203911),(79 6278060),
(1 48044.13),(2 158521.2),(3 315981.63),(4 474425.66),(5 630517.5),(6 763526),(7 884710.1),(8 997099.5),(9 1107839.8),(10 1215377.1),(11 1324469),(12 1424679.1),(13 1517403.1),(14 1598254.5),(15 1669832.6),(16 1737776),(17 1805722.6),(18 1873308.8),(19 1945720.9),(20 2020683.4),(21 2104541.8),(22 2186919.8),(23 2279456.3),(24 2373380.3),(25 2470047.8),(26 2566778),(27 2662854.3),(28 2765258.8),(29 2877869.8),(30 2995726.3),(31 3114092.8),(32 3221401.5),(33 3323593.5),(34 3410794.3),(35 3493703),(36 3575103.5),(37 3668029.3),(38 3765422.8),(39 3867043.5),(40 3974886.5),(41 4091033.8),(42 4217239.5),(43 4351596),(44 4503084.5),(45 4663604.5),(46 4821059.5),(47 4990195),(48 5162002),(49 5341782),(50 5531899.5),(51 5734235.5),(52 5928613.5),(53 6119847.5),(54 6299632.5),(55 6471805.5),(56 6614738),(57 6758009),(58 6872879.5),(59 6981232),(60 7058997.5),(61 7125971.5),(62 7168607.5),(63 7195239),(64 7200515.5),(65 7202805.5),(66 7174540),(67 7148225),(68 7101043.5),(69 7067256.5),(70 7026717),(71 7004355.5),(72 6972650.5),(73 6961139.5),(74 6938026.5),(75 6935181.5),(76 6934999.5),(77 6965814.5),(78 6991392.5),(79 7050921.5),
(1 39429.8),(2 128057.82),(3 257094.45),(4 391358.47),(5 528866.7),(6 651788.56),(7 771432.44),(8 885960.7),(9 1002741.2),(10 1114909.4),(11 1226838.3),(12 1331375.1),(13 1428668.4),(14 1514102.9),(15 1592005.4),(16 1661903.4),(17 1726933.3),(18 1787282),(19 1846286.4),(20 1900307.8),(21 1953335.9),(22 2007722.6),(23 2072514.8),(24 2141006.3),(25 2218480.8),(26 2300913.8),(27 2389866.3),(28 2481955.3),(29 2580246.3),(30 2678814.8),(31 2775252.3),(32 2859972.5),(33 2939741.8),(34 3015207.5),(35 3102868.3),(36 3195068.8),(37 3296279.3),(38 3388784),(39 3473534.8),(40 3552636.8),(41 3629353.5),(42 3702193.5),(43 3762050.8),(44 3816649.8),(45 3861026.5),(46 3897698.3),(47 3933673),(48 3965647.5),(49 4005261.5),(50 4050605.3),(51 4108076.8),(52 4161028.3),(53 4229246.5),(54 4285129.5),(55 4341632),(56 4369908.5),(57 4405771),(58 4421761),(59 4443339.5),(60 4444649),(61 4457367.5),(62 4440156),(63 4428103),(64 4400995.5),(65 4386238),(66 4354124.5),(67 4343685.5),(68 4323017.5),(69 4314601.5),(70 4290078),(71 4281170),(72 4259950.5),(73 4251467.5),(74 4229588),(75 4221351),(76 4197212.5),(77 4195321),(78 4186811.8),(79 4202311.5),
(1 46046.21),(2 152999.31),(3 302673.34),(4 453630.2),(5 599113.2),(6 728242.1),(7 850428.2),(8 964401.56),(9 1076178.5),(10 1185714.1),(11 1290414.9),(12 1389919.1),(13 1484164.5),(14 1566728.5),(15 1644997.9),(16 1717968.5),(17 1790915.8),(18 1865271.5),(19 1939956.9),(20 2012226.1),(21 2088274.8),(22 2166766),(23 2251493.3),(24 2337214.3),(25 2419740.3),(26 2502665.8),(27 2591374),(28 2679693.5),(29 2771480),(30 2868465),(31 2963943),(32 3054266.3),(33 3145420.3),(34 3239287.5),(35 3341078.8),(36 3446367),(37 3556400.5),(38 3670374.5),(39 3782063),(40 3882552.8),(41 3971529.8),(42 4040210.8),(43 4073756.3),(44 4088075.3),(45 4079681),(46 4055675.8),(47 4024211),(48 3993554.8),(49 3970455.3),(50 3957655.3),(51 3951182.3),(52 3948659.5),(53 3953915.3),(54 3959986.8),(55 3977807),(56 3984992.8),(57 4005617),(58 4019882.8),(59 4039319),(60 4059143.8),(61 4092642),(62 4120008),(63 4160166.5),(64 4193124.3),(65 4227619),(66 4248421),(67 4269598.5),(68 4297024.5),(69 4330716.5),(70 4357544.5),(71 4389765.5),(72 4410222.5),(73 4428591),(74 4434633),(75 4440004),(76 4422144),(77 4396292),(78 4353406.5),(79 4317995),
(1 41852.082),(2 138260.23),(3 274219.16),(4 415016.56),(5 557910.44),(6 693223.75),(7 827451.1),(8 959958.94),(9 1094258.6),(10 1228518.8),(11 1356122.5),(12 1472932),(13 1580020.9),(14 1675422.6),(15 1758639.9),(16 1836624.4),(17 1911715.4),(18 1984780.5),(19 2061451.4),(20 2138485.8),(21 2220261.8),(22 2308084),(23 2412573.8),(24 2519993.5),(25 2626229.8),(26 2728595),(27 2829361),(28 2923810.3),(29 3003137.3),(30 3064047.5),(31 3107458),(32 3137147.3),(33 3153819.8),(34 3164057.3),(35 3167471),(36 3167108.3),(37 3169746),(38 3180064.3),(39 3194834.5),(40 3208071.8),(41 3221543.8),(42 3236834.3),(43 3240413.5),(44 3237355.5),(45 3233690.8),(46 3222740),(47 3214139.5),(48 3209992.8),(49 3208440.3),(50 3213540.8),(51 3219888),(52 3232361.8),(53 3245668),(54 3251445),(55 3266575),(56 3283761),(57 3307553),(58 3329180.8),(59 3358781),(60 3388305.3),(61 3435738.8),(62 3477449.8),(63 3524036.3),(64 3555664.8),(65 3580203.3),(66 3585504.3),(67 3581201),(68 3569017.5),(69 3552665.3),(70 3525074),(71 3498581),(72 3454548.5),(73 3407177.5),(74 3359187.5),(75 3326568.8),(76 3288006.5),(77 3254582.3),(78 3207896.3),(79 3165311),
(1 40771.313),(2 132284.11),(3 260056.44),(4 389442.4),(5 523496.9),(6 648614.9),(7 771687.3),(8 886346.44),(9 997326.75),(10 1104598.5),(11 1206313),(12 1295429.5),(13 1377872.5),(14 1454693),(15 1528753.9),(16 1602936),(17 1677347.8),(18 1753492.4),(19 1833664),(20 1914698.8),(21 2002371),(22 2089874.5),(23 2171018),(24 2245779.5),(25 2313047.3),(26 2374843),(27 2434164.5),(28 2494891.3),(29 2554864),(30 2609780),(31 2662081),(32 2708430.5),(33 2755611),(34 2800769.5),(35 2841376.3),(36 2878245),(37 2912166),(38 2947628),(39 2978404.8),(40 3004887),(41 3033030),(42 3068041.8),(43 3097733.8),(44 3133755.5),(45 3174071.8),(46 3215013),(47 3257851.5),(48 3293506.3),(49 3323306.5),(50 3341570),(51 3358350.5),(52 3381132),(53 3417096),(54 3460148.5),(55 3521679),(56 3583612.5),(57 3653041),(58 3707202.3),(59 3747391),(60 3761754.8),(61 3761482.5),(62 3736559.8),(63 3705061.5),(64 3666342.8),(65 3631386.5),(66 3589014),(67 3553422.8),(68 3514769.3),(69 3486978),(70 3457738.5),(71 3441152),(72 3417825),(73 3395114),(74 3368269),(75 3348307.3),(76 3321618),(77 3304499),(78 3286794.8),(79 3288723.5),
(1 40564.258),(2 134346.33),(3 268959.9),(4 410541.7),(5 553652.25),(6 680755.7),(7 793703),(8 888959),(9 972201.5),(10 1045698.6),(11 1111694),(12 1172240.6),(13 1230838),(14 1285993.1),(15 1344954.6),(16 1408331.6),(17 1478360),(18 1554324.4),(19 1637007.9),(20 1728862.5),(21 1828535.6),(22 1931567.1),(23 2035865.1),(24 2139893.8),(25 2238197.5),(26 2332468.8),(27 2416091.3),(28 2495924),(29 2571804),(30 2642053.3),(31 2707688.8),(32 2774535.5),(33 2843477.5),(34 2910548),(35 2975736.3),(36 3040962),(37 3112202.5),(38 3192375.3),(39 3272075.3),(40 3346014.3),(41 3413583.5),(42 3474153),(43 3519722.8),(44 3556293),(45 3582709.5),(46 3600579.5),(47 3614432),(48 3627211.3),(49 3630866.3),(50 3616513.8),(51 3593800.8),(52 3561379.5),(53 3521839.3),(54 3485956.8),(55 3457586.5),(56 3432206),(57 3419819.3),(58 3417860.8),(59 3427135.5),(60 3434928),(61 3440811.5),(62 3426208.5),(63 3404906.5),(64 3366293.8),(65 3328008.3),(66 3288271.5),(67 3263386.5),(68 3249647.3),(69 3258046.8),(70 3277594.5),(71 3322530.5),(72 3371624.8),(73 3424808.3),(74 3468692),(75 3512215.5),(76 3542309),(77 3571632.8),(78 3592585.3),(79 3619341.5),
(1 39841.754),(2 129620.8),(3 254191.52),(4 378643.6),(5 502158.97),(6 611537.94),(7 716224.94),(8 807886.44),(9 895337.7),(10 977151.44),(11 1062022.4),(12 1141175.4),(13 1221727.1),(14 1297977.5),(15 1375952.4),(16 1454944.6),(17 1535144.6),(18 1617331.1),(19 1704680.5),(20 1797844.3),(21 1897081.8),(22 1995396.6),(23 2096784.9),(24 2195610.8),(25 2280520.8),(26 2359698.8),(27 2431560),(28 2496703),(29 2554726.3),(30 2608295.3),(31 2657865.3),(32 2704556.3),(33 2744241.8),(34 2778109.3),(35 2807137.3),(36 2829504.3),(37 2846787.3),(38 2853316.5),(39 2846624),(40 2833680),(41 2815185.8),(42 2802055.8),(43 2791594.8),(44 2791453.3),(45 2796413.8),(46 2810621.8),(47 2824532.5),(48 2839872.5),(49 2845562.5),(50 2843786),(51 2835452),(52 2832604.8),(53 2839684),(54 2856161.3),(55 2878012.3),(56 2898844.8),(57 2921318),(58 2941681.3),(59 2960701),(60 2974150.5),(61 2990378.5),(62 2996633.8),(63 3012301.3),(64 3029227.8),(65 3062260.5),(66 3095501.8),(67 3131925.5),(68 3167292.8),(69 3203700.5),(70 3239408),(71 3280519.5),(72 3318135.8),(73 3349254),(74 3370873.3),(75 3390224),(76 3400932),(77 3408691),(78 3398377.5),(79 3375560.3),
(1 35521.3),(2 114664.05),(3 224973.28),(4 335961.63),(5 446414.13),(6 544303.2),(7 636712.56),(8 723870.1),(9 813300.44),(10 899509.8),(11 981400.9),(12 1055156),(13 1120177.9),(14 1177354.9),(15 1228565),(16 1276564.5),(17 1325251.3),(18 1380161.9),(19 1443821.5),(20 1513280.3),(21 1588778.5),(22 1666587.5),(23 1746201.4),(24 1821725.5),(25 1887879.1),(26 1953110.9),(27 2014398.6),(28 2079713.4),(29 2145779.3),(30 2214637.8),(31 2283577),(32 2350728),(33 2410129.3),(34 2458345),(35 2495131),(36 2516778.8),(37 2524122.3),(38 2521320.3),(39 2509048),(40 2491419.5),(41 2467746.8),(42 2441162.3),(43 2405057.8),(44 2366350),(45 2330861),(46 2304861.3),(47 2288715),(48 2277475.8),(49 2269516.8),(50 2258853.3),(51 2241412.5),(52 2223793.8),(53 2214229.8),(54 2205181),(55 2200783.5),(56 2188208),(57 2182349),(58 2182647),(59 2195797),(60 2212191.8),(61 2247475.5),(62 2283047.3),(63 2338687),(64 2404961.8),(65 2485764.3),(66 2564379.8),(67 2643579),(68 2710853.3),(69 2771496.8),(70 2828804.5),(71 2890965.5),(72 2948181),(73 2994485.3),(74 3033028),(75 3069571),(76 3099187),(77 3125919.5),(78 3137266.8),(79 3147339),
(1 31426.178),(2 100762.19),(3 197666),(4 296381.03),(5 397819.25),(6 488507.06),(7 575689.4),(8 656711.2),(9 736475.25),(10 814942.25),(11 885530.9),(12 944646.6),(13 992221),(14 1027326.7),(15 1057136.1),(16 1083095.1),(17 1110191.9),(18 1137203.5),(19 1168465.3),(20 1204068.1),(21 1242762.8),(22 1283853.6),(23 1326336.6),(24 1367503.6),(25 1409858),(26 1450508.9),(27 1490133.5),(28 1527933.5),(29 1565847.3),(30 1603714),(31 1642277.8),(32 1679679.1),(33 1714123.5),(34 1742335.6),(35 1769790.8),(36 1787710.5),(37 1804495.6),(38 1819770),(39 1833007.3),(40 1837628.3),(41 1836081.1),(42 1836174.1),(43 1836234.3),(44 1840048.1),(45 1849780.9),(46 1857761.5),(47 1864435),(48 1862338.3),(49 1860274.8),(50 1849231.9),(51 1835809.6),(52 1820304.9),(53 1813585.6),(54 1801810),(55 1793917.4),(56 1777998),(57 1773962.4),(58 1766427.5),(59 1769362.3),(60 1770349.4),(61 1781054.9),(62 1788310.5),(63 1810734.8),(64 1832160.8),(65 1864505.5),(66 1887981.6),(67 1908045.8),(68 1916840),(69 1927626.4),(70 1935045.8),(71 1953990.8),(72 1972514.6),(73 2003133),(74 2025532.9),(75 2047315),(76 2064621.8),(77 2093505.3),(78 2114477),(79 2146289.3),
(1 35384.516),(2 114968.19),(3 223364.84),(4 331290.8),(5 436647.6),(6 526066.9),(7 608178.75),(8 682213.94),(9 755779.56),(10 826554.25),(11 895768),(12 957512.25),(13 1014543.1),(14 1061432.8),(15 1104720.1),(16 1140367.9),(17 1171936.5),(18 1200964.4),(19 1230375.6),(20 1259167),(21 1285312.9),(22 1312017.4),(23 1337306),(24 1360813.3),(25 1384225.3),(26 1404057.4),(27 1422004),(28 1436838.8),(29 1450090.6),(30 1464006),(31 1482342.8),(32 1501494.9),(33 1519388.5),(34 1537933.9),(35 1554439.6),(36 1563592.8),(37 1567645.8),(38 1564043.8),(39 1552030.9),(40 1538572.8),(41 1525643),(42 1519321.6),(43 1518995.9),(44 1524985.8),(45 1534726),(46 1542807.6),(47 1553768.5),(48 1563282.5),(49 1574949.5),(50 1587884.6),(51 1599921.8),(52 1610914.5),(53 1624858),(54 1646514.9),(55 1673142.3),(56 1695835.8),(57 1722650.5),(58 1747303.1),(59 1775703.9),(60 1800295.9),(61 1833451.5),(62 1863704.4),(63 1902019.9),(64 1932128),(65 1960792.1),(66 1974456.1),(67 1983969.8),(68 1981959.3),(69 1986751.3),(70 1991720),(71 2007413.9),(72 2019638.9),(73 2035436.5),(74 2043873.3),(75 2052085),(76 2057107.3),(77 2074871.5),(78 2090463.3),(79 2112338.5),
(1 32971.098),(2 107282.26),(3 210573.89),(4 317245.28),(5 424186.44),(6 519453.8),(7 609500.7),(8 691812.2),(9 768569.75),(10 841444.06),(11 912422.9),(12 975880.4),(13 1031416.06),(14 1080190.9),(15 1121004.4),(16 1156360.9),(17 1186800.5),(18 1215402),(19 1243828.5),(20 1267176.9),(21 1291929.4),(22 1319473.1),(23 1354109.9),(24 1386375.5),(25 1412735.5),(26 1435503.3),(27 1455981.9),(28 1473120.1),(29 1492405.4),(30 1513779.5),(31 1543969.4),(32 1577550.6),(33 1605797.8),(34 1629667.5),(35 1644242.1),(36 1649261.8),(37 1646234.3),(38 1639972.3),(39 1631277.9),(40 1625009.8),(41 1621975.9),(42 1624786.9),(43 1631949.5),(44 1640347.9),(45 1651573),(46 1652135.5),(47 1649389.9),(48 1637329.6),(49 1624203.4),(50 1610061.9),(51 1602091.8),(52 1596934.8),(53 1603303.3),(54 1617811.4),(55 1645106.6),(56 1666256.8),(57 1690011),(58 1706529.4),(59 1721409.1),(60 1731124.8),(61 1743762.1),(62 1744147.8),(63 1745880),(64 1739283.8),(65 1733306),(66 1722027.4),(67 1722551.3),(68 1733166.9),(69 1757777.1),(70 1785262),(71 1821858.1),(72 1855477),(73 1891252.5),(74 1922086.4),(75 1959252.1),(76 1993392.9),(77 2044607.3),(78 2087062.4),(79 2134522.3),
(1 36152.426),(2 118770.234),(3 230720.1),(4 343586.56),(5 454944.94),(6 553085.44),(7 644075.94),(8 726089.1),(9 802690),(10 876301.6),(11 946655.06),(12 1004058.9),(13 1051210.6),(14 1087965.5),(15 1114855),(16 1136674.3),(17 1151737.1),(18 1164929),(19 1178745),(20 1191305.9),(21 1209448),(22 1230173.6),(23 1255931.3),(24 1277049),(25 1288187.8),(26 1291689),(27 1293684.3),(28 1296736),(29 1305104.8),(30 1322439.8),(31 1348262.9),(32 1372467.4),(33 1392680),(34 1409803.3),(35 1415436.5),(36 1411977.4),(37 1410831.8),(38 1411427.1),(39 1416376),(40 1429005.5),(41 1448877.4),(42 1477775),(43 1504043.6),(44 1528495),(45 1554984.3),(46 1582597),(47 1613997),(48 1643420.8),(49 1671086.6),(50 1693573.4),(51 1710599.6),(52 1724888.8),(53 1743615.3),(54 1771215.3),(55 1811018.3),(56 1854068.3),(57 1902334.6),(58 1935963.8),(59 1962940.8),(60 1978216.4),(61 1998179),(62 2008942.6),(63 2026341),(64 2034337),(65 2040538.3),(66 2032107.4),(67 2025151.6),(68 2012919.6),(69 2005409.1),(70 2002571.6),(71 2018235.4),(72 2041661.8),(73 2080753),(74 2120983),(75 2167085.3),(76 2203938.8),(77 2242387.8),(78 2268559),(79 2301586.3),
(1 36331.195),(2 117709.08),(3 225385.16),(4 331019.9),(5 428683.56),(6 505858.94),(7 570928.2),(8 626734.4),(9 681901.3),(10 733495.1),(11 779566.56),(12 815691.56),(13 845778.7),(14 869875),(15 888606.94),(16 907110.4),(17 928106.7),(18 950115.3),(19 970788.7),(20 988474.3),(21 1007698.1),(22 1029077.94),(23 1053810.6),(24 1080994.9),(25 1103494),(26 1121025.9),(27 1133049.4),(28 1141552.4),(29 1148977.3),(30 1160413.5),(31 1174083.8),(32 1185338.1),(33 1190833.8),(34 1191223.9),(35 1185904.9),(36 1175954.8),(37 1166676),(38 1160176.1),(39 1164649.4),(40 1177703),(41 1194280.6),(42 1215614),(43 1232645.5),(44 1246064.1),(45 1254938.1),(46 1260988.8),(47 1264331.3),(48 1270347.6),(49 1276984),(50 1285978),(51 1296002.6),(52 1309728.3),(53 1333339.3),(54 1365910.9),(55 1405620.1),(56 1451053.9),(57 1499010.6),(58 1535842.6),(59 1564845.9),(60 1587813.8),(61 1605411.9),(62 1617211.8),(63 1637092.5),(64 1652212.8),(65 1677129.3),(66 1700054.8),(67 1729175.5),(68 1763403.3),(69 1802590.6),(70 1841347.4),(71 1887380.6),(72 1929749.8),(73 1969822.9),(74 1998242.9),(75 2017750.8),(76 2022841.3),(77 2027690.6),(78 2027410.1),(79 2033802.5),
