1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76868.48),(2 94049.18),(3 59496.09),(4 155310.77),(5 189477.67),(6 177662.56),(7 288586.53),(8 335287.53),(9 333109.72),(10 447847),(11 516985.16),(12 523105.1),(13 637128.75),(14 733638),(15 754731.75),(16 895260.25),(17 1034139.2),(18 1060840.9),(19 1191611.5),(20 1342071),(21 1378674.9),(22 1520409),(23 1699419),(24 1739688.4),(25 1883056.4),(26 2050391),(27 2070666),(28 2165428.8),(29 2316615.5),(30 2386037),(31 2499383.8),(32 2661469.3),(33 2683064.8),(34 2794855.3),(35 2938288.3),(36 2954333),(37 3027799.8),(38 3174979),(39 3180323),(40 3280059.8),(41 3408339.3),(42 3422759.8),(43 3493558.8),(44 3590593),(45 3583102.8),(46 3633538),(47 3703838),(48 3664378.8),(49 3718100.8),(50 3791939.8),(51 3747732.3),(52 3788770),(53 3857529.3),(54 3825960.3),(55 3884529.8),(56 3976998.8),(57 3959526.3),(58 3985380.8),(59 4079953),(60 4089348.8),(61 4151066.8),(62 4240202.5),(63 4237106),(64 4321174.5),(65 4472502.5),(66 4542913.5),(67 4687810.5),(68 4954552.5),(69 5091730.5),(70 5292711.5),(71 5602012),(72 5747410),(73 5885100),(74 6171166.5),(75 6268314.5),(76 6463388.5),(77 6717905.5),(78 6844988),(79 7016463.5),
(1 25454.951),(2 93118.45),(3 201603.23),(4 350567.22),(5 533184.2),(6 746074.6),(7 987205.94),(8 1249761.6),(9 1531788.5),(10 1833581.6),(11 2144687.5),(12 2468300.3),(13 2805488),(14 3136836.3),(15 3474281),(16 3807737),(17 4123785),(18 4434620),(19 4738227.5),(20 5024268.5),(21 5295392),(22 5551925.5),(23 5794477),(24 6027736.5),(25 6253848.5),(26 6473348),(27 6691641.5),(28 6901679.5),(29 7101555),(30 7289653),(31 7463979),(32 7626867),(33 7768483.5),(34 7895866.5),(35 8002951),(36 8083996.5),(37 8141555.5),(38 8172389.5),(39 8173684),(40 8164115),(41 8146535),(42 8102439),(43 8060633.5),(44 8009252),(45 7940661),(46 7868225.5),(47 7801935.5),(48 7718614.5),(49 7639474),(50 7550484),(51 7460542),(52 7379098.5),(53 7301199.5),(54 7217218),(55 7144983),(56 7078148),(57 7003764),(58 6931797.5),(59 6862121),(60 6792537),(61 6733000.5),(62 6672734.5),(63 6603863.5),(64 6549977.5),(65 6488463.5),(66 6431856.5),(67 6382785.5),(68 6334827),(69 6294322),(70 6258136.5),(71 6229893.5),(72 6211103.5),(73 6201427.5),(74 6196317),(75 6192453),(76 6194839.5),(77 6204115.5),(78 6196620),(79 6198315),
(1 23950.857),(2 87286.66),(3 187415.89),(4 324692.56),(5 492513.75),(6 687022.7),(7 912645.3),(8 1161907.4),(9 1426027.9),(10 1711951.6),(11 2004870),(12 2307560),(13 2614992.3),(14 2915252.3),(15 3211072.3),(16 3490639.3),(17 3752769.3),(18 3994332.8),(19 4218196),(20 4414049.5),(21 4593494.5),(22 4746842.5),(23 4877095.5),(24 4988316.5),(25 5086822.5),(26 5162465.5),(27 5224992.5),(28 5273637.5),(29 5317455.5),(30 5357581.5),(31 5397663.5),(32 5437141.5),(33 5473180),(34 5508066.5),(35 5544050),(36 5571805.5),(37 5611662),(38 5646462.5),(39 5686076),(40 5736973.5),(41 5786180),(42 5831252.5),(43 5896810.5),(44 5957524),(45 6027246.5),(46 6101607.5),(47 6176823.5),(48 6249814.5),(49 6339054.5),(50 6416066.5),(51 6492648),(52 6568426),(53 6625858),(54 6673124.5),(55 6724753.5),(56 6757640),(57 6784944),(58 6809027.5),(59 6813740),(60 6794846.5),(61 6768042.5),(62 6719352.5),(63 6653490),(64 6578090),(65 6485583.5),(66 6367045.5),(67 6240532.5),(68 6099800),(69 5943200.5),(70 5776797.5),(71 5609252.5),(72 5441417.5),(73 5280103),(74 5129827),(75 4987428),(76 4854565.5),(77 4740622),(78 4633467.5),(79 4540981.5),
(1 23879.93),(2 87788.26),(3 187668.2),(4 322984.47),(5 486596.16),(6 675553.1),(7 893550.9),(8 1131433.5),(9 1384679.4),(10 1655757.5),(11 1934713.6),(12 2228497.5),(13 2530797.5),(14 2832929.3),(15 3141503.8),(16 3428652.8),(17 3702341),(18 3962900.3),(19 4208573.5),(20 4430224),(21 4636185.5),(22 4821270),(23 4982795),(24 5126384.5),(25 5248419),(26 5354449.5),(27 5446001.5),(28 5519876),(29 5572350.5),(30 5622194.5),(31 5658890),(32 5680625.5),(33 5697948),(34 5702400),(35 5693902),(36 5673779),(37 5636045),(38 5590727.5),(39 5542119.5),(40 5487805.5),(41 5430392.5),(42 5378201),(43 5332715.5),(44 5292345.5),(45 5263485),(46 5242879.5),(47 5226653),(48 5213151.5),(49 5205490.5),(50 5203116),(51 5200755),(52 5198255.5),(53 5195438.5),(54 5193655.5),(55 5191733.5),(56 5189748),(57 5204294.5),(58 5215183.5),(59 5234827),(60 5265059),(61 5299508),(62 5347726.5),(63 5403985.5),(64 5465801),(65 5525865),(66 5594283),(67 5657922),(68 5725342.5),(69 5792022.5),(70 5862434),(71 5928155.5),(72 5991565),(73 6062521.5),(74 6129047.5),(75 6202933),(76 6269214),(77 6349761.5),(78 6427021),(79 6512477.5),
(1 23493.77),(2 86993.13),(3 185475.94),(4 317506.9),(5 474131.44),(6 649843.6),(7 844191.7),(8 1047765.06),(9 1253698),(10 1456470.4),(11 1662013.1),(12 1857792.6),(13 2052008),(14 2243347.3),(15 2431864.8),(16 2615652),(17 2794562.5),(18 2964347.8),(19 3121207.8),(20 3266374),(21 3396335.8),(22 3508229.5),(23 3601357),(24 3678179),(25 3734638.5),(26 3784855),(27 3823977.5),(28 3859926),(29 3890914.5),(30 3924422),(31 3955405),(32 3993223.8),(33 4032568),(34 4076667),(35 4125481),(36 4164841.3),(37 4193185.3),(38 4215061),(39 4227279),(40 4231922),(41 4230165),(42 4212558),(43 4189928),(44 4169041.3),(45 4148460.5),(46 4131187.8),(47 4123674),(48 4122532.8),(49 4136409),(50 4152607),(51 4174644.3),(52 4200094),(53 4231774),(54 4258626),(55 4291924),(56 4317513.5),(57 4341564.5),(58 4366392),(59 4396122),(60 4429099),(61 4461660),(62 4513470),(63 4569512.5),(64 4630772),(65 4694307),(66 4744414.5),(67 4797765),(68 4851362.5),(69 4889468),(70 4916069),(71 4938632.5),(72 4938092.5),(73 4925983),(74 4891878.5),(75 4837243),(76 4772926),(77 4703718.5),(78 4624473.5),(79 4546854),
(1 24973.123),(2 92788.36),(3 197841.36),(4 338236.47),(5 506831.53),(6 697141.06),(7 911928.4),(8 1141154.1),(9 1384186.6),(10 1635352.5),(11 1887312.6),(12 2132595.3),(13 2377052.5),(14 2603168.5),(15 2810581.8),(16 3007378),(17 3182778),(18 3338115.3),(19 3488976.3),(20 3626459),(21 3751275),(22 3871697.3),(23 3984518),(24 4094379),(25 4198091),(26 4295072.5),(27 4392822),(28 4486271.5),(29 4566110),(30 4643145.5),(31 4707701.5),(32 4759417),(33 4810426.5),(34 4851607.5),(35 4885112.5),(36 4911937.5),(37 4932059),(38 4938741.5),(39 4941840),(40 4937440),(41 4927135),(42 4918022),(43 4916199),(44 4909408.5),(45 4909958),(46 4917820.5),(47 4925274),(48 4941978.5),(49 4963006),(50 4981318.5),(51 4996203.5),(52 5003286),(53 5005764.5),(54 5000396.5),(55 4995239),(56 4981664),(57 4959803.5),(58 4936717),(59 4908038),(60 4873690),(61 4846728),(62 4816112.5),(63 4786205),(64 4754672.5),(65 4725943),(66 4693352),(67 4666631.5),(68 4644391),(69 4618492),(70 4596092.5),(71 4571981),(72 4546210.5),(73 4537284),(74 4527733.5),(75 4521249.5),(76 4524831),(77 4534110),(78 4556771),(79 4585113.5),
(1 24430.48),(2 90937.6),(3 194053.4),(4 330964.56),(5 493878.47),(6 675766.6),(7 879630.9),(8 1097338),(9 1324089.8),(10 1561712.5),(11 1804116.1),(12 2036058.3),(13 2266061.5),(14 2477852.3),(15 2662180.5),(16 2827049.3),(17 2968282.8),(18 3077529),(19 3172315),(20 3255046.3),(21 3318595.8),(22 3374927.5),(23 3428103),(24 3480495.5),(25 3537312.3),(26 3596561),(27 3657367.5),(28 3722270.3),(29 3791956),(30 3859845.8),(31 3917993.5),(32 3965761),(33 4007461.3),(34 4044076.3),(35 4067692.8),(36 4083004.8),(37 4089545),(38 4079492.3),(39 4062784.5),(40 4038800.8),(41 4008835.3),(42 3972455.8),(43 3947033.3),(44 3919767.5),(45 3895853.3),(46 3881353.5),(47 3864867.8),(48 3850028),(49 3840445.8),(50 3825440.5),(51 3806939.3),(52 3790360.5),(53 3770653.3),(54 3744035.8),(55 3727352.5),(56 3709502.5),(57 3687733.5),(58 3668930.3),(59 3652306.3),(60 3635568),(61 3633829.8),(62 3636714.3),(63 3653042.8),(64 3683912.5),(65 3717904.3),(66 3764144.8),(67 3819863.5),(68 3877793.3),(69 3938346.5),(70 3994890.8),(71 4045704.3),(72 4093544.5),(73 4141690.8),(74 4174563.8),(75 4212150.5),(76 4244736.5),(77 4275755.5),(78 4310920.5),(79 4349447.5),
(1 29237.664),(2 109318.19),(3 236309.98),(4 403366.56),(5 601594.9),(6 825059.5),(7 1064777.8),(8 1315572.1),(9 1567954.9),(10 1819148.3),(11 2061150.6),(12 2286962),(13 2494398.5),(14 2678843.3),(15 2836474.8),(16 2963422),(17 3059668.3),(18 3125826.3),(19 3166097),(20 3185109.3),(21 3192555.3),(22 3191694.8),(23 3192295),(24 3194373.8),(25 3204954.3),(26 3225330.5),(27 3251310.5),(28 3289877.3),(29 3338405.3),(30 3394247),(31 3463334),(32 3535714.3),(33 3608417.8),(34 3682093.5),(35 3757858.8),(36 3825058.5),(37 3889307.8),(38 3937157.8),(39 3965219.5),(40 3980871.5),(41 3983142),(42 3975163.8),(43 3965150.3),(44 3953935.3),(45 3937318.8),(46 3921671.8),(47 3905495),(48 3884156.8),(49 3867138.3),(50 3852178.8),(51 3838460.3),(52 3818887.8),(53 3798849.3),(54 3776739.5),(55 3759642.3),(56 3737463.3),(57 3713562),(58 3681422.8),(59 3642035.8),(60 3599183.3),(61 3555230.5),(62 3500829.3),(63 3455795.5),(64 3409389.3),(65 3365385.8),(66 3328522.3),(67 3304333.5),(68 3289574.8),(69 3287610.3),(70 3303700.8),(71 3328251.3),(72 3366410.5),(73 3425600),(74 3485866.8),(75 3553039.5),(76 3625941.8),(77 3701083),(78 3771395.8),(79 3836793),
(1 28324.898),(2 105311.25),(3 224465.27),(4 379206.53),(5 561618.6),(6 767934.56),(7 992968.2),(8 1230658.9),(9 1478161.5),(10 1729132.3),(11 1978822.4),(12 2223772),(13 2448043),(14 2658010.3),(15 2850056.3),(16 3019409.5),(17 3169504.8),(18 3289837.8),(19 3384730.3),(20 3455620.5),(21 3502840.3),(22 3530507.5),(23 3542441),(24 3539117),(25 3521923.5),(26 3496950),(27 3476449),(28 3453288.8),(29 3430967.3),(30 3409898.8),(31 3394892.5),(32 3379797.3),(33 3367408),(34 3357927.3),(35 3353945.3),(36 3347762.3),(37 3340463.8),(38 3323066.8),(39 3297486.8),(40 3262394.8),(41 3217684.8),(42 3169975.3),(43 3117581.3),(44 3062637.5),(45 3007573.8),(46 2953948.5),(47 2904595.8),(48 2861661),(49 2833078.3),(50 2808350.8),(51 2794395.3),(52 2783729),(53 2786537.8),(54 2792065.3),(55 2806876.5),(56 2825441.3),(57 2846139),(58 2869589.3),(59 2888000.5),(60 2896112.5),(61 2902951.3),(62 2905181.5),(63 2906482.5),(64 2896730.8),(65 2889619.5),(66 2876726.5),(67 2868213.3),(68 2864180.8),(69 2862460),(70 2867762),(71 2881007),(72 2902129),(73 2943798),(74 2998572),(75 3065868),(76 3142150.5),(77 3229265.5),(78 3311497.3),(79 3389567.3),
(1 23761.467),(2 87718.14),(3 186879.19),(4 316992.63),(5 470395.88),(6 641082.75),(7 825012.25),(8 1016978.8),(9 1208109.5),(10 1398339.1),(11 1578268.5),(12 1741622),(13 1888210.1),(14 2013265.9),(15 2111405.5),(16 2187711.5),(17 2246594),(18 2293686.3),(19 2333749.8),(20 2365543.5),(21 2390356.5),(22 2408470),(23 2423952.5),(24 2428370.8),(25 2426238.5),(26 2419279.8),(27 2407168.5),(28 2393601.5),(29 2375987.5),(30 2360106.8),(31 2342967.8),(32 2325878.8),(33 2311782),(34 2299879.8),(35 2297414.8),(36 2301141.3),(37 2310505),(38 2318117),(39 2326217.5),(40 2336828),(41 2342510.5),(42 2341921.5),(43 2342691),(44 2339539.3),(45 2337982.3),(46 2338670.5),(47 2342828.8),(48 2352743.5),(49 2369516.8),(50 2391935.5),(51 2418272.8),(52 2445271.5),(53 2466479.8),(54 2488709),(55 2509370),(56 2527663.3),(57 2543521.5),(58 2549969),(59 2555145.8),(60 2553783.8),(61 2544489.5),(62 2530743.8),(63 2517698.3),(64 2499669),(65 2477279.5),(66 2450165.3),(67 2420555.8),(68 2391265),(69 2365952.3),(70 2345267.5),(71 2333422.3),(72 2327429.8),(73 2329952),(74 2343324.3),(75 2367707),(76 2401060),(77 2443941),(78 2484864.8),(79 2531073),
(1 25795.682),(2 96085.03),(3 205894.97),(4 350430.75),(5 520426.28),(6 710715.1),(7 912501.06),(8 1118089.8),(9 1322339.9),(10 1517356.6),(11 1697662.3),(12 1859177.1),(13 2004370.1),(14 2130141.5),(15 2235414),(16 2317432.3),(17 2382780.3),(18 2438138.3),(19 2481719.8),(20 2515023.5),(21 2545835.8),(22 2573596.5),(23 2601682),(24 2628530.3),(25 2655152.8),(26 2679608.3),(27 2699652.3),(28 2720404),(29 2740541.3),(30 2756404.5),(31 2764884.8),(32 2770449.8),(33 2777581.8),(34 2781863.8),(35 2786319.5),(36 2792424.3),(37 2805505.8),(38 2825163.8),(39 2842391),(40 2862527.5),(41 2880501.8),(42 2890176.5),(43 2904874.5),(44 2913417),(45 2916257.8),(46 2916836),(47 2913020.8),(48 2909481.8),(49 2907919.8),(50 2908477.5),(51 2908685.5),(52 2909475.8),(53 2912323.5),(54 2909184.8),(55 2904775.5),(56 2905333.3),(57 2900922.5),(58 2889108),(59 2875433),(60 2856945.3),(61 2832109),(62 2815076),(63 2798002.8),(64 2777080),(65 2752226.5),(66 2726995.5),(67 2704484.3),(68 2680467),(69 2664754.3),(70 2659244.5),(71 2660868.8),(72 2667103.3),(73 2682259.8),(74 2708762.5),(75 2741820.5),(76 2779360.3),(77 2823341),(78 2861882.8),(79 2900599.3),
(1 21484.08),(2 79312.65),(3 169253.73),(4 286652.5),(5 425365.66),(6 576144.3),(7 735502.3),(8 898652),(9 1060656.6),(10 1218259.6),(11 1369131.6),(12 1509162.5),(13 1644001.6),(14 1764514.1),(15 1875762),(16 1973936.9),(17 2061972.6),(18 2139835.3),(19 2202414.8),(20 2250914.3),(21 2283861.8),(22 2302129.8),(23 2307452.8),(24 2304983.3),(25 2298146.8),(26 2286906),(27 2273271.3),(28 2262706.3),(29 2245383.8),(30 2230836.8),(31 2216831.3),(32 2198579.8),(33 2184562),(34 2169843),(35 2156328.8),(36 2142375),(37 2135535.3),(38 2130801.3),(39 2133852),(40 2147928.5),(41 2160009.3),(42 2172992.8),(43 2191847.8),(44 2207986.8),(45 2224903.3),(46 2245344.3),(47 2259758),(48 2276104),(49 2299899.8),(50 2326407.8),(51 2359129.3),(52 2389886),(53 2419397),(54 2442218),(55 2466533.3),(56 2484220),(57 2501161.3),(58 2507709),(59 2512257.8),(60 2508711.8),(61 2491484.8),(62 2469401.5),(63 2447428),(64 2422554.3),(65 2395046.8),(66 2364727.8),(67 2333780),(68 2301096.8),(69 2278930),(70 2266514.5),(71 2264521.5),(72 2273502),(73 2296868),(74 2328547.3),(75 2369618.3),(76 2414894.8),(77 2464604.3),(78 2519576.8),(79 2575744.5),
(1 22088.55),(2 82114.664),(3 174056.4),(4 292945.63),(5 430603.84),(6 578349.25),(7 733251.25),(8 890751.4),(9 1045044.75),(10 1194038.4),(11 1335866.8),(12 1467316.8),(13 1591565.5),(14 1701646.3),(15 1797626.5),(16 1880471.1),(17 1952307.4),(18 2016038.9),(19 2071471.4),(20 2117934.8),(21 2156639.3),(22 2185544),(23 2212803),(24 2237987),(25 2254838),(26 2270562.3),(27 2278908.5),(28 2283749),(29 2295263.3),(30 2303057),(31 2315340.3),(32 2325330.3),(33 2335246.3),(34 2345179),(35 2352310),(36 2359290.5),(37 2367609.8),(38 2372616.3),(39 2374626.3),(40 2379388.8),(41 2379511.8),(42 2373452.3),(43 2369363.5),(44 2358841.3),(45 2341343.5),(46 2326124.3),(47 2310169.8),(48 2296003.8),(49 2285207.8),(50 2276589.3),(51 2269969.3),(52 2269329.8),(53 2271865),(54 2268669.5),(55 2269212),(56 2274071.3),(57 2275119.5),(58 2281439.8),(59 2285599.8),(60 2285428),(61 2288608.5),(62 2286759.8),(63 2286069.3),(64 2287470),(65 2288566.3),(66 2289979.8),(67 2288075),(68 2286318),(69 2283779),(70 2284806.5),(71 2289720.3),(72 2295328.3),(73 2307767),(74 2328317),(75 2356542.5),(76 2393388.3),(77 2438168.5),(78 2484263.8),(79 2534366.8),
(1 25631.703),(2 96830.51),(3 209062.1),(4 354871.3),(5 526452.9),(6 714197.94),(7 909353.3),(8 1103691.9),(9 1289028),(10 1458229.3),(11 1606380.3),(12 1728321.5),(13 1829252.1),(14 1907757.8),(15 1960098.3),(16 1995528.9),(17 2015345.1),(18 2023038.9),(19 2024901.3),(20 2024597),(21 2025246.5),(22 2033573.3),(23 2051207.1),(24 2073140.1),(25 2094323.8),(26 2113861.3),(27 2131978),(28 2147131.5),(29 2164563),(30 2182139.3),(31 2199571.3),(32 2213809),(33 2223603.3),(34 2223937.8),(35 2225503),(36 2219095.5),(37 2210586.5),(38 2203866.5),(39 2198622.3),(40 2198618.8),(41 2201643.3),(42 2205509.5),(43 2212480),(44 2212756.3),(45 2214208.3),(46 2215757.5),(47 2217443),(48 2226568.5),(49 2243879.8),(50 2264424.5),(51 2283350),(52 2300907.3),(53 2317963.3),(54 2330544.8),(55 2339936.3),(56 2341312.8),(57 2332373.3),(58 2317294),(59 2293977.8),(60 2260717.8),(61 2228146.3),(62 2189319),(63 2147899.3),(64 2105978.8),(65 2066448.8),(66 2032118),(67 2006179.8),(68 1987235.4),(69 1980649.1),(70 1982758.9),(71 1993008),(72 2014478.1),(73 2040777.6),(74 2072574.5),(75 2110421),(76 2150865.5),(77 2195298.3),(78 2244300.8),(79 2293424.3),
(1 26901.928),(2 100005.99),(3 212844.72),(4 356495.44),(5 523437.38),(6 706646.56),(7 900550.3),(8 1099906.1),(9 1298814.4),(10 1487988.1),(11 1663167.3),(12 1815974),(13 1950491),(14 2060038.6),(15 2148318.3),(16 2210166.8),(17 2253141.5),(18 2279897.5),(19 2292074),(20 2295801.5),(21 2297538.3),(22 2293425),(23 2292468),(24 2292537),(25 2289159.8),(26 2283642.8),(27 2275614),(28 2268304),(29 2259589.8),(30 2251578.8),(31 2234097),(32 2207606.8),(33 2182748.5),(34 2158009.8),(35 2136322.5),(36 2114951.5),(37 2095070.8),(38 2078019.3),(39 2068617.3),(40 2066346.3),(41 2066860.8),(42 2068339),(43 2072636.3),(44 2080940.3),(45 2088502),(46 2100836.5),(47 2119628.5),(48 2147092.5),(49 2185663),(50 2232940),(51 2287161.5),(52 2346962.5),(53 2408959.8),(54 2466254),(55 2514916.5),(56 2545537.5),(57 2554506),(58 2545431.5),(59 2520795.8),(60 2481609),(61 2436936.8),(62 2380050.5),(63 2327155.5),(64 2275455),(65 2230391.8),(66 2193829.3),(67 2165538.3),(68 2150433),(69 2138753.8),(70 2137716.3),(71 2145080.5),(72 2155761.8),(73 2165759),(74 2175020.5),(75 2185241),(76 2192577.8),(77 2198306.3),(78 2203582.5),(79 2209216.3),
(1 25738.775),(2 94508.74),(3 199597.17),(4 333229.28),(5 483766.1),(6 643371.44),(7 805505.06),(8 965935.3),(9 1118082.6),(10 1255570.6),(11 1373615.5),(12 1466687.5),(13 1541564.8),(14 1596555.8),(15 1634626.9),(16 1656942),(17 1668929.8),(18 1674082.9),(19 1676881.3),(20 1681364.3),(21 1689915),(22 1702304.4),(23 1726495.6),(24 1755412.3),(25 1787968.4),(26 1818146.9),(27 1847766),(28 1877654),(29 1903549.1),(30 1919862.8),(31 1934052.3),(32 1946774.9),(33 1957857.3),(34 1965095.5),(35 1970084.5),(36 1973009.4),(37 1974337.1),(38 1975153.4),(39 1971439.3),(40 1968281.6),(41 1956181.5),(42 1933522.6),(43 1908522.6),(44 1875722),(45 1838662),(46 1803495.5),(47 1767865.3),(48 1742120.5),(49 1725382.8),(50 1719075),(51 1726144.4),(52 1746635.8),(53 1779520.9),(54 1816696.9),(55 1858488.5),(56 1896400.9),(57 1925968.4),(58 1944964.8),(59 1953485.1),(60 1950880.1),(61 1936112),(62 1912701.5),(63 1888493.1),(64 1863457.6),(65 1843681.3),(66 1829057.6),(67 1821799.1),(68 1826344.4),(69 1838921.4),(70 1859203.3),(71 1886389.4),(72 1912217.6),(73 1930785.8),(74 1946091.5),(75 1951213.5),(76 1945157.1),(77 1930656.4),(78 1906285.1),(79 1876638.9),
(1 22442.816),(2 81320.78),(3 168841.69),(4 277317.94),(5 399538.8),(6 529281.5),(7 660173.8),(8 785785),(9 901679.1),(10 1003710.3),(11 1092584.4),(12 1167774.3),(13 1233043),(14 1290654.9),(15 1337752.6),(16 1373330.6),(17 1407656),(18 1438053.8),(19 1468616.8),(20 1499480),(21 1530450),(22 1558206.6),(23 1592267.3),(24 1623897.8),(25 1653112.3),(26 1678202.9),(27 1692293.4),(28 1704775.8),(29 1706798.1),(30 1706133),(31 1702401.9),(32 1696976.8),(33 1692845.5),(34 1685569.9),(35 1677347.6),(36 1668177.1),(37 1661092.8),(38 1651978.6),(39 1644405),(40 1642983.6),(41 1640032.8),(42 1638313.5),(43 1641915.6),(44 1644694.5),(45 1650712.8),(46 1654373),(47 1662869.8),(48 1673204.6),(49 1683796.6),(50 1693805.4),(51 1701538.6),(52 1703430.6),(53 1705709.4),(54 1704837.9),(55 1710986.9),(56 1716268.6),(57 1714643.6),(58 1710982.1),(59 1704841.9),(60 1697967.8),(61 1692458.3),(62 1680093),(63 1676016),(64 1683371.6),(65 1695098.6),(66 1716055.6),(67 1745849.9),(68 1784295.6),(69 1827680.3),(70 1873496.8),(71 1924210.9),(72 1972380.6),(73 2014954.5),(74 2046564.6),(75 2063000.4),(76 2063977.9),(77 2049808.4),(78 2023664.8),(79 1986776),
(1 23880.828),(2 86902.914),(3 181100.75),(4 296851.56),(5 424955.25),(6 560143.6),(7 696614.06),(8 831523.44),(9 956553.25),(10 1070999.1),(11 1171389.9),(12 1256798.1),(13 1331644.4),(14 1395304.6),(15 1446674.1),(16 1496053.4),(17 1540865.1),(18 1582709.4),(19 1618984.4),(20 1649249.4),(21 1673303.9),(22 1692669.8),(23 1708448.4),(24 1719454.4),(25 1723840.5),(26 1723622.8),(27 1719213.4),(28 1710320),(29 1696504.9),(30 1678676.8),(31 1659591.1),(32 1642159.3),(33 1626717.1),(34 1612970),(35 1603486.6),(36 1598826.3),(37 1600565.5),(38 1603158.8),(39 1606481.1),(40 1609009.3),(41 1605202.1),(42 1600648.1),(43 1594501.4),(44 1586698.9),(45 1579991.5),(46 1573889.3),(47 1570087.1),(48 1568245.1),(49 1574550),(50 1582858.6),(51 1587292.1),(52 1595299),(53 1605589.8),(54 1619023.6),(55 1632224),(56 1643734.3),(57 1651698.9),(58 1651566.8),(59 1648582.8),(60 1639350.4),(61 1623293.1),(62 1608157.4),(63 1592227.4),(64 1581483),(65 1574117.9),(66 1573807.1),(67 1583933.1),(68 1599884.5),(69 1625650.5),(70 1652969.6),(71 1682155),(72 1712311.1),(73 1736351.6),(74 1753548.3),(75 1760927.3),(76 1762066.9),(77 1757786.6),(78 1745932.5),(79 1731575.1),
