1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 36584.53),(2 52445.51),(3 57100.824),(4 116089.72),(5 145881.28),(6 165328.6),(7 234895.92),(8 265822.94),(9 286273.5),(10 352961.25),(11 379943.4),(12 391519.4),(13 455663.78),(14 471431.84),(15 475169.25),(16 534033.5),(17 536276.06),(18 545563.75),(19 597373.3),(20 587241.44),(21 575146.56),(22 609576.94),(23 584200.9),(24 577258.7),(25 623925.7),(26 600892.8),(27 590330.06),(28 630559.2),(29 608566.1),(30 606228.06),(31 659076.7),(32 652672.06),(33 703129),(34 773393),(35 789624.5),(36 838000.2),(37 937912.75),(38 973965.3),(39 1046399.3),(40 1155124),(41 1217866.9),(42 1319664.6),(43 1468280.6),(44 1539136.4),(45 1660954.4),(46 1816987),(47 1898694.6),(48 2027323.9),(49 2177143.3),(50 2234384.3),(51 2333895),(52 2456230.3),(53 2520535),(54 2615508.5),(55 2758421),(56 2838998.8),(57 2957898),(58 3103662),(59 3201806.8),(60 3311023.3),(61 3490328),(62 3603925.8),(63 3879276),(64 4076531.3),(65 4238932),(66 4483977.5),(67 4768297.5),(68 5162328.5),(69 5568489),(70 5938184),(71 6331193.5),(72 6740951.5),(73 7165580),(74 7560990.5),(75 8036585.5),(76 8465592),(77 8912737),(78 9431413),(79 9922895),
(1 19097.418),(2 66442.29),(3 139863.63),(4 239807),(5 364257.56),(6 511117.34),(7 681690.4),(8 870829.2),(9 1077291.1),(10 1299270.3),(11 1535069.4),(12 1783777.6),(13 2045117.9),(14 2309423.5),(15 2580028.5),(16 2855628.3),(17 3129577),(18 3398313),(19 3666120.8),(20 3929795.5),(21 4187074),(22 4438922.5),(23 4682998.5),(24 4916150.5),(25 5140678.5),(26 5344302),(27 5522194.5),(28 5683926.5),(29 5828416.5),(30 5962916),(31 6083396),(32 6193340),(33 6289273),(34 6368043),(35 6443613),(36 6502291.5),(37 6550580),(38 6582781),(39 6609782.5),(40 6629749),(41 6644990.5),(42 6654386),(43 6662320.5),(44 6657302.5),(45 6647159),(46 6629388.5),(47 6609907),(48 6580850),(49 6553598.5),(50 6525580.5),(51 6497682),(52 6473895),(53 6448208.5),(54 6429305),(55 6430967.5),(56 6426867.5),(57 6431383.5),(58 6436788),(59 6440804),(60 6444025),(61 6454792.5),(62 6464751.5),(63 6474606),(64 6472583.5),(65 6474333),(66 6472185),(67 6470624),(68 6474197.5),(69 6492132),(70 6507861),(71 6526856.5),(72 6546508),(73 6568492),(74 6587084),(75 6600115),(76 6598383.5),(77 6605688.5),(78 6607624.5),(79 6603512.5),
(1 21004.193),(2 74309.48),(3 156210.61),(4 265861.6),(5 401281.84),(6 560130.25),(7 740729.3),(8 942161.06),(9 1159233.6),(10 1390748.8),(11 1635844.6),(12 1888732.6),(13 2156188.3),(14 2428948),(15 2701248.3),(16 2972805.3),(17 3242100.8),(18 3501155),(19 3754182.8),(20 4003094.8),(21 4238246),(22 4449298),(23 4662798),(24 4850504.5),(25 5030784.5),(26 5199133.5),(27 5345909.5),(28 5473843.5),(29 5590076),(30 5684078),(31 5761468.5),(32 5818157.5),(33 5864151.5),(34 5880668),(35 5892750.5),(36 5901869.5),(37 5909700),(38 5922894),(39 5941909.5),(40 5962250.5),(41 5996302),(42 6044864.5),(43 6105612.5),(44 6170421.5),(45 6255087.5),(46 6345334),(47 6445718.5),(48 6554857.5),(49 6670280),(50 6792086.5),(51 6916064),(52 7043432),(53 7181026),(54 7313946.5),(55 7450786.5),(56 7583022),(57 7700125.5),(58 7806435.5),(59 7901160),(60 7980727.5),(61 8055477.5),(62 8109752.5),(63 8149848.5),(64 8164032),(65 8162299.5),(66 8157272.5),(67 8139184),(68 8115319.5),(69 8080121.5),(70 8042806.5),(71 8004029.5),(72 7962494.5),(73 7925782.5),(74 7884278.5),(75 7847198.5),(76 7815830.5),(77 7786746.5),(78 7766572),(79 7754041.5),
(1 21377.984),(2 76600),(3 163803.38),(4 280106.75),(5 424361.38),(6 592855.25),(7 783424.75),(8 992077.6),(9 1213631.8),(10 1448182.4),(11 1687185),(12 1928321.5),(13 2178786),(14 2419843.5),(15 2655750),(16 2884895),(17 3101834),(18 3308355.8),(19 3502180.3),(20 3679282.5),(21 3841499),(22 3998329.3),(23 4132957.8),(24 4252603),(25 4360105.5),(26 4458326.5),(27 4542656),(28 4613947.5),(29 4677532.5),(30 4733587),(31 4785806),(32 4831072.5),(33 4873520),(34 4912052),(35 4955333.5),(36 4998795),(37 5048775),(38 5109837),(39 5180568.5),(40 5258390),(41 5351500),(42 5458621.5),(43 5573995.5),(44 5689734.5),(45 5818884.5),(46 5944548),(47 6073335.5),(48 6204735.5),(49 6337174),(50 6462059.5),(51 6582512.5),(52 6687716),(53 6787232.5),(54 6872683),(55 6934254),(56 6985474.5),(57 7016148.5),(58 7028994),(59 7029604),(60 7025070.5),(61 7009543.5),(62 6982093.5),(63 6954278),(64 6908798),(65 6859902.5),(66 6817125),(67 6779042),(68 6739706),(69 6716766),(70 6693496.5),(71 6673564),(72 6659261.5),(73 6641890),(74 6630583),(75 6620647.5),(76 6613730),(77 6599419),(78 6594838),(79 6596544),
(1 20447.83),(2 73379.16),(3 155501.6),(4 265412.47),(5 400378.72),(6 556575.8),(7 730425.75),(8 919869.6),(9 1118391),(10 1322015.6),(11 1526354.1),(12 1726785.9),(13 1923947.5),(14 2108274.5),(15 2279676.8),(16 2437733),(17 2579297.5),(18 2700718.8),(19 2806831),(20 2895849.3),(21 2966207.8),(22 3020946.3),(23 3056514.3),(24 3080683.8),(25 3092310.8),(26 3096901.8),(27 3095223.8),(28 3090732.3),(29 3085291.5),(30 3076443.3),(31 3068874),(32 3068098.3),(33 3077202.5),(34 3098067.8),(35 3135733),(36 3187981),(37 3252892.5),(38 3329135.3),(39 3415539.5),(40 3511757),(41 3624462.5),(42 3750524.8),(43 3880201),(44 4022580.5),(45 4175638.8),(46 4324804),(47 4481775.5),(48 4635699.5),(49 4776533.5),(50 4905672.5),(51 5026190.5),(52 5132097),(53 5224862),(54 5308892),(55 5366297.5),(56 5416951.5),(57 5456136.5),(58 5475568.5),(59 5483943),(60 5481171),(61 5463062),(62 5448755),(63 5433165),(64 5408103),(65 5386087.5),(66 5364601.5),(67 5342366),(68 5310583.5),(69 5281403.5),(70 5245505),(71 5208697.5),(72 5170166.5),(73 5121322.5),(74 5071438.5),(75 5009922),(76 4949259),(77 4884933.5),(78 4825065.5),(79 4767447.5),
(1 18828.686),(2 66733.266),(3 141175.88),(4 239476.4),(5 358988.38),(6 496400.6),(7 647887.56),(8 812414.56),(9 986778.8),(10 1167141.6),(11 1350175),(12 1530755.1),(13 1712743.5),(14 1890967.1),(15 2057495.8),(16 2217893.8),(17 2366102),(18 2497347),(19 2620900.8),(20 2733826.3),(21 2827079),(22 2908570.8),(23 2976729.3),(24 3035276.8),(25 3084275.3),(26 3121862.8),(27 3147595.5),(28 3170979),(29 3202947),(30 3227563.5),(31 3252905),(32 3285929),(33 3327574),(34 3374798.5),(35 3429221.3),(36 3487088),(37 3549897.5),(38 3618703.5),(39 3692953.5),(40 3769522.8),(41 3851185.5),(42 3929444.5),(43 4007359.5),(44 4079127.5),(45 4145739.8),(46 4196895.5),(47 4240871),(48 4271236),(49 4288486.5),(50 4296421.5),(51 4290770),(52 4283270),(53 4268111),(54 4249392.5),(55 4230118),(56 4213663.5),(57 4199443.5),(58 4193566),(59 4191994),(60 4192077),(61 4208736.5),(62 4233001),(63 4261780.5),(64 4298623),(65 4353052.5),(66 4405480.5),(67 4464737),(68 4527221.5),(69 4583752),(70 4640759.5),(71 4692939.5),(72 4735643),(73 4769080.5),(74 4795350.5),(75 4803672),(76 4812042),(77 4795613),(78 4764749.5),(79 4726370),
(1 17260.299),(2 61044.723),(3 128143.53),(4 219312.34),(5 329955.53),(6 457590.72),(7 600895.75),(8 753562.06),(9 917388.06),(10 1088289),(11 1264350.4),(12 1440986.1),(13 1624038.8),(14 1802624.8),(15 1978028),(16 2148571.8),(17 2305740.8),(18 2453231.3),(19 2584866.5),(20 2704810.3),(21 2809792.3),(22 2922473.5),(23 3014755.8),(24 3095537.3),(25 3162865.5),(26 3214980.8),(27 3254820.8),(28 3281795.8),(29 3307673),(30 3323669),(31 3334381.8),(32 3332469.8),(33 3325544),(34 3312565.8),(35 3299172.8),(36 3285069),(37 3272185.3),(38 3259921),(39 3254763.3),(40 3254188.3),(41 3259619.3),(42 3266127),(43 3273273.3),(44 3278880),(45 3284977),(46 3288800.5),(47 3295945),(48 3295561.8),(49 3301256.5),(50 3308701.3),(51 3315953.8),(52 3324937.5),(53 3338437.3),(54 3359830.3),(55 3392466.3),(56 3424321.5),(57 3460165),(58 3493476.3),(59 3530929.5),(60 3566829.5),(61 3602946.3),(62 3638943),(63 3672194.3),(64 3706997.3),(65 3742028.8),(66 3771184.5),(67 3797491.8),(68 3816097.8),(69 3834096.8),(70 3842513.3),(71 3841453.3),(72 3827164.3),(73 3808391.3),(74 3781864.5),(75 3747357.3),(76 3714825.5),(77 3658074.3),(78 3605735.3),(79 3552175.5),
(1 18307.977),(2 65211.332),(3 137779.84),(4 234328.19),(5 351359.38),(6 485069.97),(7 631801.4),(8 791569.7),(9 959022.06),(10 1131295.4),(11 1304375.5),(12 1475504.1),(13 1643238.4),(14 1803175.3),(15 1955261.9),(16 2096984),(17 2227002.3),(18 2345364.3),(19 2451649),(20 2545353.5),(21 2623905.3),(22 2696776.3),(23 2758513.3),(24 2814976),(25 2857680.5),(26 2895951),(27 2933296),(28 2966226.3),(29 3001646.3),(30 3035698.5),(31 3071324.8),(32 3102329.8),(33 3141743.5),(34 3182900.3),(35 3232473.3),(36 3287851.8),(37 3350038),(38 3416462),(39 3485572.3),(40 3555609.3),(41 3628275.5),(42 3694598),(43 3756833.5),(44 3810986.3),(45 3857539.5),(46 3892234),(47 3919085.5),(48 3935275.8),(49 3946642.5),(50 3944447.5),(51 3936294.3),(52 3920938.8),(53 3902606),(54 3882929.3),(55 3865653),(56 3845853),(57 3828240),(58 3807410.5),(59 3784733),(60 3762923.3),(61 3745805),(62 3726262.8),(63 3715770.5),(64 3706682.8),(65 3700393.3),(66 3693568.8),(67 3689619.3),(68 3682977.5),(69 3675948.3),(70 3669393.5),(71 3663166.8),(72 3652041.5),(73 3639952.5),(74 3621761.8),(75 3599055.3),(76 3577542.5),(77 3541615),(78 3508663.8),(79 3477356.5),
(1 17012.66),(2 59914.75),(3 126632.375),(4 214002.67),(5 318889.7),(6 436791.8),(7 567732.56),(8 709343.1),(9 858060.9),(10 1013859),(11 1174591.5),(12 1337277.3),(13 1505917.8),(14 1676253.9),(15 1843291.9),(16 2012648.9),(17 2181267),(18 2348231.8),(19 2509976.8),(20 2669877.8),(21 2830440),(22 2985524),(23 3131323.8),(24 3273110.8),(25 3405984),(26 3530846.5),(27 3651721.5),(28 3761707),(29 3866072),(30 3963348.3),(31 4054546.3),(32 4140772.3),(33 4216601.5),(34 4282882.5),(35 4343341),(36 4391632),(37 4434484.5),(38 4466734),(39 4488846),(40 4501809.5),(41 4513277.5),(42 4521297),(43 4526536),(44 4524712),(45 4517582.5),(46 4502556),(47 4486535),(48 4456986),(49 4420466),(50 4380589),(51 4345337.5),(52 4311776),(53 4277864),(54 4242714.5),(55 4209511),(56 4172772),(57 4132637.5),(58 4088322.5),(59 4047478.3),(60 4013403.8),(61 3982903),(62 3958156),(63 3940975),(64 3920046),(65 3902309.3),(66 3886796.3),(67 3879021),(68 3871822),(69 3873276),(70 3877981.8),(71 3879528),(72 3877841.5),(73 3870874.3),(74 3857285.3),(75 3837964.5),(76 3810632.5),(77 3773408.3),(78 3738110),(79 3699045.5),
(1 19105.285),(2 69191.13),(3 147313.72),(4 249189.13),(5 373376.75),(6 513627.5),(7 666543.44),(8 827873.4),(9 994684.8),(10 1163941.5),(11 1331269.5),(12 1495406.4),(13 1656120.4),(14 1806865.8),(15 1947843.8),(16 2079424),(17 2200847),(18 2314487),(19 2412638),(20 2505258.5),(21 2578126.5),(22 2639001.5),(23 2686766.5),(24 2726358.5),(25 2758589),(26 2782506.8),(27 2798464.5),(28 2805897.3),(29 2809624.5),(30 2812797),(31 2820060),(32 2831635),(33 2853162.5),(34 2874135.8),(35 2905109),(36 2944720.3),(37 2994947.3),(38 3053518.5),(39 3120099),(40 3182039),(41 3254073.8),(42 3325494.5),(43 3394088.5),(44 3462108.8),(45 3530244.5),(46 3594932),(47 3663493),(48 3732259.5),(49 3790408),(50 3844664.3),(51 3892294.8),(52 3928132.8),(53 3953839.5),(54 3973025),(55 3983744.5),(56 3990464),(57 3986802),(58 3972773),(59 3954215),(60 3921425.5),(61 3889221),(62 3848740.3),(63 3808394),(64 3761709.3),(65 3710938.3),(66 3653756),(67 3591683.3),(68 3523392.8),(69 3455001.3),(70 3385048),(71 3318106),(72 3257113.3),(73 3201636),(74 3156405.5),(75 3113238.5),(76 3071348.5),(77 3033723.5),(78 3000840.3),(79 2965623.3),
(1 19963.584),(2 72464.37),(3 154995.84),(4 263801.8),(5 396619.3),(6 547424.9),(7 710913.8),(8 882948.6),(9 1059683.3),(10 1235860),(11 1405125.1),(12 1563074.5),(13 1705995.9),(14 1832285),(15 1940343.1),(16 2031849.5),(17 2106282.8),(18 2166555.8),(19 2214457.5),(20 2252000.3),(21 2276085),(22 2287730.5),(23 2293221.3),(24 2292184.3),(25 2283776),(26 2270010.8),(27 2254313),(28 2235520.3),(29 2218599.8),(30 2206425.5),(31 2201509.8),(32 2202367.5),(33 2211194.3),(34 2230951.5),(35 2261522.3),(36 2302354.8),(37 2351129.3),(38 2404164),(39 2458572.5),(40 2513170.5),(41 2571036.3),(42 2626561),(43 2674669),(44 2719471.8),(45 2759382.8),(46 2797151.8),(47 2834946.5),(48 2867088.3),(49 2897851.8),(50 2924566.8),(51 2948708),(52 2965669),(53 2978055.3),(54 2988315.5),(55 2989981.8),(56 2989986.5),(57 2982110),(58 2965215.5),(59 2946024.5),(60 2919329.3),(61 2895764.8),(62 2871110.5),(63 2840453.3),(64 2811534.8),(65 2783203.8),(66 2752463.3),(67 2722028.8),(68 2688009.3),(69 2658160.5),(70 2632051.5),(71 2611315.5),(72 2593878.5),(73 2587200.3),(74 2584716.3),(75 2583800),(76 2591815),(77 2600767.5),(78 2611000),(79 2625496.8),
(1 16286.854),(2 59023.48),(3 127041.375),(4 214911.77),(5 322842.9),(6 446045.9),(7 578741.5),(8 717902.75),(9 862007.44),(10 1006819.9),(11 1147704.6),(12 1278964.4),(13 1401335.5),(14 1508771),(15 1600354.6),(16 1676691.4),(17 1739654),(18 1788318.9),(19 1823665.4),(20 1854306.6),(21 1872587.4),(22 1881370),(23 1888970.3),(24 1894126.3),(25 1894781.4),(26 1898384.3),(27 1906436.8),(28 1918475.6),(29 1939943.4),(30 1965473.4),(31 1999541.8),(32 2043684.4),(33 2090102.4),(34 2145568),(35 2203754),(36 2262226.3),(37 2315912.5),(38 2361209.5),(39 2403786.5),(40 2436232.5),(41 2466665.8),(42 2489349),(43 2500082.3),(44 2506838),(45 2500488),(46 2483534),(47 2459220.8),(48 2429635.3),(49 2397290.5),(50 2360319.3),(51 2320656.5),(52 2277322.8),(53 2232157.8),(54 2186108),(55 2136727.8),(56 2088716.4),(57 2037484.1),(58 1986817.4),(59 1943692.1),(60 1902888.3),(61 1867812.1),(62 1838743.6),(63 1816582.1),(64 1800974.3),(65 1793034.9),(66 1793867.9),(67 1805764.1),(68 1825577.3),(69 1857589.3),(70 1893006),(71 1934480.9),(72 1978936.6),(73 2032159.5),(74 2087979.9),(75 2144988),(76 2201514),(77 2253814),(78 2303328.8),(79 2349540.3),
(1 18588.965),(2 67170.47),(3 139932.19),(4 232711.44),(5 341825.13),(6 461187.47),(7 587072.1),(8 718272.44),(9 848821.94),(10 977072),(11 1102465.5),(12 1220942.9),(13 1330073.1),(14 1426673.6),(15 1511264.1),(16 1580921),(17 1640766.1),(18 1685173.9),(19 1714682.6),(20 1733666.5),(21 1740367.9),(22 1738810.1),(23 1733900.5),(24 1725648.3),(25 1716973.8),(26 1712746),(27 1712125.9),(28 1714207.4),(29 1724457.5),(30 1735791.9),(31 1752997.8),(32 1774297.5),(33 1797877.4),(34 1827069.8),(35 1858742.5),(36 1893060.6),(37 1930017.4),(38 1964444.3),(39 2000543.5),(40 2037389.5),(41 2076836.5),(42 2111565),(43 2140942.5),(44 2165380),(45 2178006.5),(46 2186067.3),(47 2188342.3),(48 2189212.8),(49 2184911.3),(50 2179215.8),(51 2172064.8),(52 2166577.3),(53 2167568.8),(54 2169853.8),(55 2176191),(56 2185564.5),(57 2197257.3),(58 2203872.3),(59 2213545),(60 2220665),(61 2229663.3),(62 2235968.8),(63 2243027.8),(64 2251147),(65 2260138.5),(66 2269507.5),(67 2280522.5),(68 2290284.3),(69 2298270),(70 2304514.3),(71 2310450.5),(72 2314285),(73 2316384),(74 2311732.8),(75 2306034),(76 2295570),(77 2276894.5),(78 2251465),(79 2224232.5),
(1 18191.447),(2 66363.49),(3 138825.9),(4 230906.84),(5 338529.9),(6 458004.78),(7 584592.7),(8 717154.6),(9 852347.06),(10 987347.25),(11 1116644.1),(12 1238160),(13 1349591.5),(14 1445327.6),(15 1527861.3),(16 1598664.1),(17 1655570.4),(18 1704758.5),(19 1740495.5),(20 1768389.4),(21 1784194.4),(22 1788107.8),(23 1790984),(24 1785873.5),(25 1781442.3),(26 1783225.9),(27 1786398.8),(28 1792544.9),(29 1805412.9),(30 1821552.8),(31 1841726.1),(32 1863706.6),(33 1887173.8),(34 1912120.9),(35 1936943.1),(36 1961537.6),(37 1980970.6),(38 2001506.4),(39 2017569.9),(40 2029968.9),(41 2044145.1),(42 2057929.5),(43 2067987.5),(44 2074397.4),(45 2079651),(46 2079039.9),(47 2075555.9),(48 2069045.8),(49 2058523.5),(50 2047340.5),(51 2036346.4),(52 2023219.9),(53 2013706),(54 2004379.1),(55 1993797.8),(56 1983782),(57 1971688.9),(58 1958235.9),(59 1944014.9),(60 1928838.8),(61 1913197.6),(62 1896417.9),(63 1877890),(64 1859665.1),(65 1841511.9),(66 1824032),(67 1811651),(68 1802491),(69 1795769.3),(70 1795934.5),(71 1803064.5),(72 1815652.1),(73 1831798),(74 1851488.1),(75 1872802.4),(76 1892607.5),(77 1914027),(78 1934837),(79 1953911.6),
(1 15568.592),(2 55685.383),(3 114476.8),(4 188859.95),(5 275798.56),(6 371356.84),(7 472480.66),(8 578423.44),(9 683016.4),(10 785807.6),(11 882229.9),(12 971305.6),(13 1050614.6),(14 1117436.1),(15 1177898.5),(16 1227372.1),(17 1268459),(18 1307015.1),(19 1337712.1),(20 1362426.1),(21 1385441),(22 1403873.4),(23 1421934),(24 1440911.4),(25 1463839.6),(26 1488553.4),(27 1518400.8),(28 1551954.6),(29 1587142.9),(30 1621437.1),(31 1655422),(32 1689426.6),(33 1718414.4),(34 1743054.3),(35 1766834.5),(36 1787249.4),(37 1801678.6),(38 1815966.6),(39 1827325.1),(40 1831522.5),(41 1836528.4),(42 1837316.6),(43 1832541.9),(44 1824854),(45 1817257.4),(46 1807773.5),(47 1803364.6),(48 1803250.5),(49 1803790.9),(50 1806334.3),(51 1812382),(52 1816768.8),(53 1823368.1),(54 1831121.8),(55 1835925.4),(56 1837816.9),(57 1839448.5),(58 1837534.9),(59 1836620.1),(60 1834929.8),(61 1828647.1),(62 1820816.5),(63 1812403.5),(64 1801989.5),(65 1792192.8),(66 1782819.5),(67 1775878.3),(68 1770461.5),(69 1766547.4),(70 1763651.9),(71 1762957.5),(72 1759434.3),(73 1755564.1),(74 1749701.5),(75 1744779.8),(76 1739381.5),(77 1727894.9),(78 1715121.4),(79 1703310.9),
(1 15500.6),(2 55336.543),(3 114624.31),(4 188652.48),(5 274138.1),(6 367853.97),(7 468204.3),(8 573393.9),(9 681102.8),(10 790017.5),(11 895342.7),(12 994466.94),(13 1087077),(14 1167859),(15 1239952.4),(16 1304324.8),(17 1362995.3),(18 1414319.6),(19 1456442.9),(20 1493883.8),(21 1524142.6),(22 1549850.6),(23 1568414.6),(24 1584698.3),(25 1599265.1),(26 1614492.1),(27 1631589.8),(28 1650278.3),(29 1666338.1),(30 1680858),(31 1692569.6),(32 1699157),(33 1698437.1),(34 1692299.8),(35 1681923.8),(36 1666796.8),(37 1647680.4),(38 1624859.4),(39 1602688.8),(40 1581273.1),(41 1565979.4),(42 1555123.3),(43 1550395),(44 1553218.3),(45 1558663.1),(46 1567666.1),(47 1581605),(48 1596341.9),(49 1613849.6),(50 1631005.5),(51 1645431.5),(52 1658862.6),(53 1669502.6),(54 1679441.8),(55 1687969.1),(56 1693806.3),(57 1697368.9),(58 1697053.5),(59 1698882.9),(60 1698577.6),(61 1696247.9),(62 1689237.9),(63 1678545.8),(64 1663437.1),(65 1646373.4),(66 1626311.1),(67 1603766.8),(68 1578062.3),(69 1550354.1),(70 1525961.8),(71 1506671.3),(72 1493091.5),(73 1485079.3),(74 1482954.3),(75 1485467.4),(76 1491896),(77 1493200.5),(78 1493795.9),(79 1492907.9),
(1 15902.33),(2 57060.94),(3 118031.734),(4 195806.53),(5 286450.84),(6 386560.25),(7 493239.44),(8 603295.94),(9 712322.1),(10 816613.1),(11 913468.56),(12 999808),(13 1076392.9),(14 1140807.5),(15 1195802.3),(16 1240956.8),(17 1275662.1),(18 1306693.8),(19 1330404),(20 1352535.8),(21 1370327.4),(22 1389563.8),(23 1401007.3),(24 1413663.5),(25 1429363.1),(26 1447895.8),(27 1472563.8),(28 1498166.6),(29 1524103.4),(30 1546657.5),(31 1565582.9),(32 1581548.5),(33 1596447.5),(34 1610373.8),(35 1620852.4),(36 1627857.1),(37 1630497.4),(38 1627955.6),(39 1623580),(40 1615034.1),(41 1605156.8),(42 1596553.8),(43 1587343.8),(44 1580892.3),(45 1579277.1),(46 1579212.3),(47 1582201.8),(48 1587786.3),(49 1593324),(50 1597667),(51 1600717),(52 1601036.3),(53 1599825.1),(54 1596012.1),(55 1591213.8),(56 1584166.1),(57 1575439.4),(58 1563838.6),(59 1553460.4),(60 1544604.6),(61 1541216.3),(62 1540423.6),(63 1546293.9),(64 1554468),(65 1568015.1),(66 1583725.5),(67 1602456.8),(68 1623661.5),(69 1643896.4),(70 1663417.4),(71 1682465.5),(72 1701109),(73 1718341.4),(74 1733970.3),(75 1753467.4),(76 1774595.3),(77 1793286.9),(78 1813938.3),(79 1838993.1),
(1 16738.043),(2 60355.832),(3 126425.445),(4 210830.86),(5 307945.9),(6 412457.8),(7 519046.84),(8 624505),(9 724895.9),(10 818653),(11 902039.75),(12 975923.56),(13 1039426.06),(14 1091967.3),(15 1133733),(16 1170301.1),(17 1199808.5),(18 1228292.3),(19 1258248.4),(20 1292471.6),(21 1325910.6),(22 1359117.3),(23 1398323.9),(24 1436189.8),(25 1477342.6),(26 1519960),(27 1560072.1),(28 1598356.3),(29 1634253.9),(30 1665123.3),(31 1690838.4),(32 1709950.9),(33 1719830.8),(34 1723476.8),(35 1717920),(36 1704587.4),(37 1685786),(38 1666736.8),(39 1645035.5),(40 1621742.6),(41 1596509.1),(42 1570183.3),(43 1543805.5),(44 1513926.4),(45 1486425.5),(46 1457504.4),(47 1433159.6),(48 1410327.6),(49 1385319.4),(50 1359310.3),(51 1333483.5),(52 1304826.4),(53 1276935.6),(54 1249652.8),(55 1225357.9),(56 1204716.1),(57 1190251.8),(58 1182858),(59 1180551.6),(60 1182725.5),(61 1190886.6),(62 1204184.5),(63 1225007.1),(64 1250128.5),(65 1278876.6),(66 1311036.5),(67 1343859.8),(68 1374261.1),(69 1402202.1),(70 1426869.5),(71 1450867.5),(72 1470602.6),(73 1491023.5),(74 1510553.6),(75 1530208.5),(76 1548542.3),(77 1569113.4),(78 1589768.1),(79 1609701),
