1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 150216.56),(2 351625.4),(3 668817.3),(4 1105470.9),(5 1681877.6),(6 2458973.3),(7 3404882),(8 4995461.5),(9 6446648),(10 8088216.5),(11 9964053),(12 12087388),(13 14534379),(14 17646838),(15 20877764),(16 25103184),(17 29062944),(18 33424310),(19 39044316),(20 45574548),(21 51423092),(22 57581180),(23 66247860),(24 73546330),(25 82170570),(26 92526340),(27 102047784),(28 113503400),(29 126283240),(30 140291820),(31 156236720),(32 173664930),(33 192215760),(34 209161810),(35 228090510),(36 248512400),(37 269005380),(38 292841860),(39 311942560),(40 330158530),(41 347391460),(42 364830240),(43 382575740),(44 402556060),(45 421474400),(46 438410900),(47 452797100),(48 465058560),(49 475317340),(50 483931230),(51 488784480),(52 493249300),(53 493713250),(54 496453760),(55 497481470),(56 498741540),(57 497231740),(58 492036960),(59 482907100),(60 472705820),(61 462806940),(62 451392900),(63 438299870),(64 422220960),(65 402410270),(66 380823550),(67 359888400),(68 337136030),(69 315743940),(70 296671600),(71 277393860),(72 259281870),(73 241688450),(74 226701700),(75 211530510),(76 196838190),(77 182248400),(78 168376370),(79 156235060),
(1 352454.38),(2 1388637),(3 2980809.8),(4 4878517),(5 6765918.5),(6 8360932),(7 9468451),(8 10024388),(9 10072408),(10 9813434),(11 9447990),(12 9156893),(13 9025107),(14 9072807),(15 9235928),(16 9445740),(17 9662875),(18 9876735),(19 10071199),(20 10176980),(21 10152138),(22 9974006),(23 9711823),(24 9486046),(25 9373921),(26 9374998),(27 9387306),(28 9291805),(29 9052484),(30 8743542),(31 8415892),(32 8170067),(33 8036364.5),(34 7993807.5),(35 8077475.5),(36 8274229),(37 8607590),(38 9029173),(39 9412835),(40 9726073),(41 9970119),(42 10216294),(43 10507521),(44 10756200),(45 10963375),(46 11087273),(47 11016131),(48 10841258),(49 10670231),(50 10463101),(51 10238218),(52 10083619),(53 9851556),(54 9648738),(55 9668261),(56 9920241),(57 10249173),(58 10386684),(59 10241966),(60 10172036),(61 10199366),(62 10286895),(63 10399650),(64 10434809),(65 10414935),(66 10362943),(67 10255762),(68 10063996),(69 9757331),(70 9427594),(71 9204124),(72 9149039),(73 9228197),(74 9413187),(75 9608845),(76 9665610),(77 9579448),(78 9441898),(79 9388589),
(1 328666.8),(2 1276027.6),(3 2691986.8),(4 4324072),(5 5882688.5),(6 7099642),(7 7832265.5),(8 8056520),(9 7878124),(10 7456777.5),(11 6985723.5),(12 6607786),(13 6388946.5),(14 6363181.5),(15 6535136.5),(16 6849172),(17 7231180),(18 7578691.5),(19 7788020),(20 7801624),(21 7663622.5),(22 7453628.5),(23 7314978),(24 7236231.5),(25 7212947.5),(26 7208869.5),(27 7133785.5),(28 7022281.5),(29 6906930),(30 6810194),(31 6729635.5),(32 6665412),(33 6660335.5),(34 6728570.5),(35 6888512),(36 7156142),(37 7510386.5),(38 7930812.5),(39 8301053.5),(40 8584948),(41 8822900),(42 9094274),(43 9400823),(44 9592369),(45 9693959),(46 9736704),(47 9657955),(48 9537277),(49 9380801),(50 9129408),(51 8901147),(52 8908707),(53 8880757),(54 9009933),(55 9397037),(56 9825104),(57 9999407),(58 9974131),(59 9911141),(60 9979636),(61 10010612),(62 9880987),(63 9710554),(64 9429931),(65 9149889),(66 8955028),(67 8792647),(68 8522179),(69 8049575.5),(70 7538726),(71 7258569.5),(72 7148070.5),(73 7097204),(74 7007580.5),(75 6861270.5),(76 6709066),(77 6611965.5),(78 6581194),(79 6577144),
(1 284568.38),(2 1096092),(3 2282057.3),(4 3598990.5),(5 4782572),(6 5625066),(7 6043372),(8 6076951),(9 5858516.5),(10 5549554),(11 5290175),(12 5161477),(13 5191773),(14 5360375.5),(15 5626705.5),(16 5937744),(17 6223899),(18 6423025.5),(19 6483315),(20 6424990),(21 6315353.5),(22 6200432),(23 6138281),(24 6127529.5),(25 6138340.5),(26 6110360.5),(27 6101650),(28 6112413.5),(29 6177190.5),(30 6223107),(31 6181625.5),(32 6075675),(33 5994151.5),(34 6016086.5),(35 6223713.5),(36 6557950.5),(37 6881029),(38 7161171),(39 7435827),(40 7704090),(41 7889633.5),(42 7909294.5),(43 7794160.5),(44 7663293.5),(45 7563266),(46 7503012),(47 7416674),(48 7395726),(49 7508653.5),(50 7549517.5),(51 7347780),(52 7285101.5),(53 7455535.5),(54 7655368.5),(55 7722457.5),(56 7771830),(57 8031028.5),(58 8405043),(59 8502273),(60 8369067.5),(61 8089102),(62 7776960),(63 7559356),(64 7488931),(65 7433777.5),(66 7276916.5),(67 7060486.5),(68 6861561.5),(69 6608778),(70 6222224.5),(71 5911411),(72 5757451),(73 5599361.5),(74 5405794.5),(75 5254647),(76 5206170),(77 5195299),(78 5200059.5),(79 5271833.5),
(1 266134.78),(2 1012937.2),(3 2068545.9),(4 3173707.3),(5 4076909.8),(6 4634695.5),(7 4836754),(8 4786026),(9 4639749.5),(10 4500291.5),(11 4423658),(12 4423037.5),(13 4502972),(14 4654633.5),(15 4884464),(16 5155321.5),(17 5413580),(18 5584224.5),(19 5612605.5),(20 5516830),(21 5334724.5),(22 5145977.5),(23 5036549),(24 4981810),(25 4963021),(26 4983326.5),(27 5010035.5),(28 5065621.5),(29 5125794),(30 5165219),(31 5106179),(32 4967262),(33 4932044.5),(34 5096757.5),(35 5359629.5),(36 5618315),(37 5789234.5),(38 5934325),(39 6077374.5),(40 6180861.5),(41 6184861.5),(42 6084475.5),(43 5975974),(44 5905102),(45 5874082.5),(46 5841205),(47 5820814),(48 5978564.5),(49 6277605),(50 6366041),(51 6085111.5),(52 5998440.5),(53 6030014.5),(54 6019710.5),(55 6064798.5),(56 6346983.5),(57 6609664.5),(58 6727801),(59 6642054),(60 6449059),(61 6212785.5),(62 5995374),(63 5927154.5),(64 5923894),(65 5859197),(66 5688366),(67 5517318.5),(68 5347746),(69 5062974.5),(70 4702825.5),(71 4418822),(72 4247729.5),(73 4139914.3),(74 4031476.8),(75 3931273.5),(76 3884852.8),(77 3912539),(78 4000166.5),(79 4140250.3),
(1 231927.58),(2 861703.5),(3 1705551.3),(4 2527475),(5 3135559.5),(6 3462003),(7 3561641.8),(8 3553589),(9 3536469.3),(10 3547660.5),(11 3590765),(12 3656920),(13 3759350.3),(14 3887520),(15 4038318.8),(16 4188184),(17 4300155.5),(18 4343754),(19 4310612.5),(20 4239915.5),(21 4173325),(22 4130818),(23 4120361.5),(24 4133376.5),(25 4203092),(26 4303147.5),(27 4410835.5),(28 4491010),(29 4548311.5),(30 4597075),(31 4683288.5),(32 4815462.5),(33 4944307),(34 5035159.5),(35 5153104),(36 5327171),(37 5453862.5),(38 5473929),(39 5436800.5),(40 5404278),(41 5381393),(42 5332791),(43 5230435),(44 5139293.5),(45 5129501.5),(46 5195401),(47 5151533.5),(48 5033079.5),(49 5141823.5),(50 5382091.5),(51 5293437),(52 5021626.5),(53 4943311.5),(54 4964698.5),(55 4981799),(56 5027921),(57 5186316),(58 5345133),(59 5353737.5),(60 5298931),(61 5204598),(62 5053101),(63 4941978),(64 4996593),(65 5117312),(66 5135855),(67 5052216.5),(68 4963517.5),(69 4812999.5),(70 4467427),(71 4098930.3),(72 3814896.5),(73 3647844.5),(74 3538334.8),(75 3466518.5),(76 3467025),(77 3554484.8),(78 3700681.8),(79 3861045.3),
(1 198391.2),(2 725841.06),(3 1397294.3),(4 1996817.5),(5 2386851.8),(6 2561443.5),(7 2615298.8),(8 2646821.3),(9 2710629.8),(10 2804649),(11 2919479.5),(12 3035703),(13 3138115.8),(14 3207654.3),(15 3263464.5),(16 3328353),(17 3376744.5),(18 3379877.3),(19 3322896.5),(20 3258189.8),(21 3216670.3),(22 3201213.5),(23 3227877.8),(24 3298645.3),(25 3427376),(26 3551731),(27 3602329),(28 3614309),(29 3682956),(30 3826071.8),(31 3965701.5),(32 4078616.5),(33 4164279.5),(34 4205215.5),(35 4214030),(36 4231168),(37 4284862),(38 4367773.5),(39 4430701),(40 4461325.5),(41 4467386.5),(42 4423931),(43 4366362),(44 4335376.5),(45 4390254.5),(46 4518465),(47 4498643),(48 4281914),(49 4263519.5),(50 4572263),(51 4655811),(52 4335126),(53 4186381.5),(54 4191725.8),(55 4250779),(56 4340182.5),(57 4464247),(58 4600257),(59 4645898.5),(60 4587229),(61 4418617.5),(62 4217869.5),(63 4061568.5),(64 4062071.5),(65 4191034.8),(66 4289538),(67 4251138.5),(68 4125460),(69 3979822.5),(70 3755833.5),(71 3443567.8),(72 3146453.3),(73 3016268),(74 3014359),(75 3077498.8),(76 3150546.8),(77 3227058.8),(78 3302100.5),(79 3385860.3),
(1 173628.94),(2 624408.94),(3 1176700.8),(4 1638548),(5 1912894.8),(6 2028768.8),(7 2091947.4),(8 2185155.3),(9 2316836.3),(10 2446753.5),(11 2556784.8),(12 2635494.3),(13 2692933.8),(14 2742306.3),(15 2799002.3),(16 2884878.3),(17 2950849.5),(18 2966607),(19 2920031),(20 2846198),(21 2787726),(22 2771455),(23 2836721.5),(24 2956827.3),(25 3020238.8),(26 2999575.8),(27 3002047.5),(28 3134062.5),(29 3273410.5),(30 3346188.3),(31 3438403.3),(32 3542261.3),(33 3584448.8),(34 3540005.5),(35 3460958.8),(36 3448349),(37 3466269.5),(38 3440546),(39 3381407),(40 3310316.3),(41 3268080),(42 3296268.8),(43 3370785),(44 3466732.5),(45 3514681.5),(46 3576805.3),(47 3675974.3),(48 3665881.3),(49 3567590.3),(50 3573855.3),(51 3587131),(52 3462412.5),(53 3396809),(54 3323927.5),(55 3295146.8),(56 3385749),(57 3585774.5),(58 3793558.3),(59 3835352.8),(60 3744365.3),(61 3595428.8),(62 3452331.8),(63 3389306.3),(64 3450405),(65 3583149.5),(66 3644454),(67 3549163),(68 3370802.8),(69 3167144.8),(70 2948241),(71 2745834.3),(72 2549830.8),(73 2475050.8),(74 2499913.3),(75 2518640),(76 2514158.8),(77 2578585.3),(78 2708329.5),(79 2758267.3),
(1 153505.5),(2 542595.3),(3 988452.6),(4 1327513.3),(5 1515122.3),(6 1623075.6),(7 1726361.6),(8 1839323.5),(9 1938474.6),(10 2012455),(11 2074323.9),(12 2126426.5),(13 2140075.8),(14 2147677),(15 2185874),(16 2256402.5),(17 2292276.8),(18 2271474),(19 2219007),(20 2158006.8),(21 2129257),(22 2166417.5),(23 2241860.8),(24 2280918.3),(25 2284653),(26 2320864.8),(27 2385418.3),(28 2420766),(29 2496120.5),(30 2656179),(31 2772220.8),(32 2774439.3),(33 2733902.3),(34 2728095.3),(35 2776623.8),(36 2829045.8),(37 2838064),(38 2797941.8),(39 2761051.8),(40 2772556),(41 2820167.5),(42 2870075.8),(43 2939411.5),(44 3014700),(45 3005638.5),(46 3031866.3),(47 3224790.8),(48 3309288.8),(49 3109276.8),(50 3030946),(51 3091178.3),(52 2978976),(53 2858204),(54 2854975.5),(55 2951729.5),(56 3024453.5),(57 3144131),(58 3297982.3),(59 3331781.8),(60 3221762),(61 3091966.3),(62 3021542),(63 2991648.5),(64 3003522.8),(65 3075804),(66 3137140.8),(67 3073329),(68 2939398),(69 2785037.5),(70 2570984.8),(71 2418954.3),(72 2301914.8),(73 2246845),(74 2214823.5),(75 2194263.5),(76 2208962.3),(77 2234461.5),(78 2230403.5),(79 2237369.5),
(1 141956.61),(2 496647.84),(3 895431.7),(4 1188079.6),(5 1338996),(6 1406343.8),(7 1462279.6),(8 1535975.5),(9 1613729.5),(10 1685328.1),(11 1744035.4),(12 1787367.8),(13 1818481.4),(14 1849802.5),(15 1878116.3),(16 1897393.9),(17 1902320.5),(18 1902560.5),(19 1906987.3),(20 1926845.9),(21 1941197),(22 1934085.6),(23 1924571.6),(24 1959658.5),(25 2028606.9),(26 2085830.4),(27 2109036.3),(28 2154601.5),(29 2225527.5),(30 2289568),(31 2330529.5),(32 2320546.8),(33 2345916.5),(34 2410478.8),(35 2461275.5),(36 2475612.8),(37 2445579.5),(38 2404914.3),(39 2402322.3),(40 2421381),(41 2459483.3),(42 2501824.3),(43 2515597.3),(44 2600869.8),(45 2736153),(46 2735675.8),(47 2729162.8),(48 2800969),(49 2740581.5),(50 2620356.3),(51 2594561),(52 2557472.3),(53 2539999.3),(54 2528977.5),(55 2566067.8),(56 2617044.8),(57 2647671.5),(58 2715917.3),(59 2772955.8),(60 2766365.8),(61 2687131),(62 2622177),(63 2588930.5),(64 2564231.3),(65 2571255),(66 2571138.8),(67 2520309.8),(68 2426145.5),(69 2296673.8),(70 2178111),(71 2083780),(72 1991985.8),(73 1937290.9),(74 1925235.6),(75 1932537.3),(76 1925177.3),(77 1937392.9),(78 1985804),(79 1995737.5),
(1 137605.14),(2 476834.44),(3 835150.2),(4 1060032.4),(5 1140396.1),(6 1168081.3),(7 1225374.4),(8 1310972.5),(9 1396248.5),(10 1462951.5),(11 1519582.8),(12 1564260.4),(13 1579769.8),(14 1559769.3),(15 1525702.1),(16 1524112.5),(17 1574106.8),(18 1650877.6),(19 1700429.4),(20 1709359),(21 1712295.5),(22 1730139.6),(23 1770705.6),(24 1825080.3),(25 1870774.9),(26 1939424.4),(27 2004217.5),(28 2018606.8),(29 2043184),(30 2068042.8),(31 2074973.4),(32 2082168),(33 2099656.8),(34 2101236.3),(35 2098841),(36 2111157.5),(37 2157380.8),(38 2189138.5),(39 2167812),(40 2158072),(41 2171940.3),(42 2185814),(43 2228265.5),(44 2272783),(45 2298930.3),(46 2307629.5),(47 2279304),(48 2260444.5),(49 2198180.3),(50 2152811.8),(51 2134570.5),(52 2137397.5),(53 2120731.3),(54 2101306.5),(55 2105888.3),(56 2116899),(57 2161368.8),(58 2197256),(59 2207142.8),(60 2169826.3),(61 2093820.5),(62 2007600.4),(63 1969501.4),(64 1953080.4),(65 1982647.1),(66 2036195.9),(67 1997183.1),(68 1953994),(69 1948544),(70 1862192.3),(71 1797713.9),(72 1744078.3),(73 1718732.5),(74 1707327.4),(75 1720759.4),(76 1743205.9),(77 1770086.5),(78 1811110.6),(79 1817349.4),
(1 145985.97),(2 502293.3),(3 868996.44),(4 1082509),(5 1136640.5),(6 1138495.4),(7 1179251.4),(8 1272622),(9 1382282.6),(10 1482084.3),(11 1539025.6),(12 1543370.9),(13 1508585.5),(14 1464817.9),(15 1450710.1),(16 1464878),(17 1503873.6),(18 1551278.1),(19 1599012.8),(20 1615081.4),(21 1621076.4),(22 1665045.4),(23 1739529.5),(24 1803639.1),(25 1874248.6),(26 1936598.6),(27 1941981.3),(28 1940218),(29 1960145.1),(30 1994558.1),(31 2063846.1),(32 2087118.4),(33 2049236.1),(34 2005037.8),(35 2021675.9),(36 2089338.5),(37 2132485),(38 2135782.5),(39 2112017),(40 2087148.8),(41 2117463.5),(42 2180057),(43 2179229.8),(44 2176945.3),(45 2220406.3),(46 2207106.3),(47 2149496.5),(48 2176116.5),(49 2183606.8),(50 2161670),(51 2161762.8),(52 2122697),(53 2097322),(54 2077622),(55 2102303.8),(56 2101830),(57 2079185.1),(58 2114322.3),(59 2145329.5),(60 2134780.8),(61 2020028.1),(62 1909113.5),(63 1864972.1),(64 1883168.6),(65 1895061.5),(66 1912392),(67 1917592.3),(68 1898160.5),(69 1888582.6),(70 1836787),(71 1770731.4),(72 1733456.3),(73 1710208),(74 1700029.1),(75 1710027.4),(76 1742823.1),(77 1785249.5),(78 1772621.3),(79 1706347.3),
(1 150445.4),(2 508563.13),(3 854578.25),(4 1024624.44),(5 1035530.75),(6 1017170),(7 1067725.8),(8 1187909.8),(9 1321898.5),(10 1413481.3),(11 1436190.6),(12 1423674.4),(13 1410920.8),(14 1394139.5),(15 1362483.9),(16 1337822.5),(17 1356894.3),(18 1418871),(19 1473266.8),(20 1491782.1),(21 1498745.5),(22 1528408.5),(23 1568208.8),(24 1599826.3),(25 1628593.3),(26 1652394),(27 1666142.4),(28 1692652.6),(29 1735747),(30 1774543),(31 1783077.1),(32 1754824.4),(33 1750567.4),(34 1782899.4),(35 1828348.1),(36 1876196.6),(37 1906379.5),(38 1912050.9),(39 1952445.5),(40 2013573.8),(41 2006214.9),(42 1981950.3),(43 1993168),(44 1995198.6),(45 1971469.5),(46 1989412.5),(47 2006268.6),(48 1996994.5),(49 1969975.4),(50 1952213.5),(51 1938880.5),(52 1909072.3),(53 1920072.6),(54 1917780),(55 1903966.9),(56 1899044.6),(57 1928692),(58 1987738.6),(59 1977281.5),(60 1935811.1),(61 1864648.9),(62 1803514.5),(63 1780390.4),(64 1804436.6),(65 1810806.8),(66 1822031.3),(67 1805673.4),(68 1774210.9),(69 1766196),(70 1709242.5),(71 1658630.3),(72 1624198.5),(73 1625344.3),(74 1631804.1),(75 1644855.5),(76 1660723.4),(77 1619799.5),(78 1578439.6),(79 1521163.5),
(1 150236.52),(2 498328.78),(3 818179.25),(4 960027.4),(5 959085.94),(6 943572.94),(7 992417.1),(8 1092729.9),(9 1189008.8),(10 1231989.3),(11 1226135.6),(12 1211786.4),(13 1199715.5),(14 1154539.5),(15 1096206.8),(16 1079621.5),(17 1123266.4),(18 1184031.6),(19 1228100.9),(20 1254994.6),(21 1291843.5),(22 1329938.6),(23 1325436.5),(24 1315848.8),(25 1347539.4),(26 1386352.8),(27 1381994.4),(28 1354495.6),(29 1337623.3),(30 1343828),(31 1377985.3),(32 1397039.4),(33 1380908.6),(34 1352662.1),(35 1381634.4),(36 1465493.3),(37 1521512.9),(38 1531713.1),(39 1549049.3),(40 1571135.9),(41 1578410.8),(42 1565153.9),(43 1551285.3),(44 1563243.9),(45 1599469.6),(46 1641870.5),(47 1630043.4),(48 1617634.8),(49 1575366.8),(50 1581672.4),(51 1607874.6),(52 1562339.8),(53 1584110.9),(54 1578663.5),(55 1590542.1),(56 1623195.4),(57 1645117.8),(58 1662222.9),(59 1638477.8),(60 1614770.4),(61 1591566),(62 1569682),(63 1550502),(64 1571653.6),(65 1571352.1),(66 1583464.4),(67 1595600),(68 1556518.6),(69 1564832.8),(70 1535738.4),(71 1509708.8),(72 1489026.8),(73 1480605.9),(74 1472772.5),(75 1459422),(76 1445871.9),(77 1454043.9),(78 1403676.3),(79 1313966),
(1 147074.55),(2 486645.88),(3 802293.25),(4 946849.9),(5 947416.56),(6 928532.56),(7 977606.1),(8 1078813.1),(9 1160555.5),(10 1183674.8),(11 1176283.1),(12 1165479.8),(13 1132305.5),(14 1084303.1),(15 1074487.9),(16 1105383.9),(17 1142113.4),(18 1176205.1),(19 1209633.8),(20 1243504.5),(21 1283622.1),(22 1308286.1),(23 1311088.6),(24 1345545.4),(25 1395715),(26 1396537.8),(27 1355877.4),(28 1333272.9),(29 1347530.9),(30 1385715.6),(31 1406784.5),(32 1368759.9),(33 1343304.9),(34 1383618.1),(35 1442280.5),(36 1465931.5),(37 1491908.5),(38 1515588.8),(39 1516065.4),(40 1504974.9),(41 1488027),(42 1499935.1),(43 1521777.4),(44 1531195),(45 1535852.3),(46 1555351.9),(47 1555528.8),(48 1542561.1),(49 1539396.6),(50 1521544.9),(51 1567581.8),(52 1537690.1),(53 1544430.3),(54 1569639.9),(55 1572572.3),(56 1582514.1),(57 1551769.6),(58 1555628.6),(59 1550185.4),(60 1563052.8),(61 1562069.1),(62 1544544.9),(63 1517800.5),(64 1522355),(65 1529832.4),(66 1533468.3),(67 1536026.1),(68 1519560.8),(69 1512325.1),(70 1510648.8),(71 1519339.4),(72 1516433.4),(73 1522446.9),(74 1505843.4),(75 1477055.9),(76 1483590.6),(77 1449582.6),(78 1393963.8),(79 1342650.3),
(1 138200.83),(2 451587.2),(3 726561),(4 833369.7),(5 822749.5),(6 827486.25),(7 905820.9),(8 1015298.75),(9 1082575.5),(10 1095994.1),(11 1088153.8),(12 1068587.8),(13 1054620.4),(14 1058644.6),(15 1066484.9),(16 1072485),(17 1092769.1),(18 1115673.1),(19 1149739.4),(20 1205784.8),(21 1235335.5),(22 1229474.9),(23 1243230.9),(24 1295161.1),(25 1332203.5),(26 1310080.6),(27 1284234.3),(28 1291740.1),(29 1303176.8),(30 1326664.8),(31 1359937.4),(32 1331359.6),(33 1323077.6),(34 1366262.9),(35 1400707.6),(36 1378339.5),(37 1378380.8),(38 1402678.1),(39 1399657.5),(40 1377810),(41 1369961.9),(42 1374339.5),(43 1396218.6),(44 1409018),(45 1416134.8),(46 1421708.5),(47 1409825.3),(48 1411521.4),(49 1408260.3),(50 1383964.8),(51 1419179.5),(52 1384770.9),(53 1387311.5),(54 1383786.8),(55 1361388.1),(56 1363799.6),(57 1351195.5),(58 1334998.1),(59 1341472.9),(60 1355481.4),(61 1340367.1),(62 1315791),(63 1298682.9),(64 1312926.6),(65 1330784.5),(66 1326227.9),(67 1330591.1),(68 1301033.6),(69 1289461.4),(70 1269406.4),(71 1288265.5),(72 1297835),(73 1281488.9),(74 1244962.5),(75 1251466.9),(76 1251642.3),(77 1262592),(78 1235014.8),(79 1187082.6),
(1 142866.5),(2 463810.56),(3 734608.75),(4 830518.2),(5 820485.1),(6 834665.25),(7 915227.3),(8 1004225.7),(9 1038330.9),(10 1018759.8),(11 999269.9),(12 1008033.9),(13 1018827.06),(14 1007142.94),(15 999245.06),(16 1011414.9),(17 1027470.7),(18 1062137.4),(19 1113607.8),(20 1146599.5),(21 1170281.4),(22 1189522.9),(23 1192991.8),(24 1220535.9),(25 1208244.6),(26 1187170.6),(27 1194371.3),(28 1216021),(29 1247585.4),(30 1263275.6),(31 1240919.3),(32 1229803.6),(33 1237679.4),(34 1244787.8),(35 1221305.8),(36 1219420.4),(37 1234953.1),(38 1239811.4),(39 1230934.3),(40 1245369),(41 1285366.6),(42 1298801.5),(43 1281848.8),(44 1283523.4),(45 1291067),(46 1303499.1),(47 1291450.9),(48 1276632.6),(49 1319132.3),(50 1288792.9),(51 1329762.6),(52 1290878.6),(53 1272153.1),(54 1291275),(55 1284238.6),(56 1259007.9),(57 1234247.6),(58 1251114.3),(59 1253826.8),(60 1263029.9),(61 1246836.3),(62 1238586.3),(63 1222709.4),(64 1212478.5),(65 1230148.3),(66 1237393.4),(67 1259870.5),(68 1241837.4),(69 1247745.8),(70 1242256.4),(71 1255614.3),(72 1242777.8),(73 1212859.3),(74 1227501),(75 1236707.8),(76 1286795.8),(77 1287804.4),(78 1221862.1),(79 1192679.4),
(1 135209.9),(2 435054.4),(3 679759.1),(4 757592.25),(5 746489.7),(6 762240.56),(7 831833.3),(8 906346.9),(9 953953.3),(10 977130.9),(11 987202.5),(12 991532.56),(13 990342.94),(14 1006402.7),(15 1024810.25),(16 1023698.5),(17 1036136.8),(18 1073623.5),(19 1100957.6),(20 1139863.8),(21 1159947.3),(22 1132017.5),(23 1139639.9),(24 1146593.1),(25 1160468.3),(26 1190974),(27 1188445.4),(28 1183180.6),(29 1198608.8),(30 1212705.6),(31 1213425.4),(32 1184000.5),(33 1159771.6),(34 1135385.1),(35 1153041.1),(36 1167140.3),(37 1168130.3),(38 1172474.3),(39 1182646.6),(40 1228797),(41 1261921.8),(42 1265464),(43 1276288.9),(44 1284029.3),(45 1300715.9),(46 1267515),(47 1265421.1),(48 1257358.9),(49 1279027.4),(50 1253844.8),(51 1278451),(52 1261836.1),(53 1240876.9),(54 1257227.3),(55 1243157),(56 1222810.6),(57 1199982.4),(58 1207487.1),(59 1204525.9),(60 1216892.8),(61 1208378.6),(62 1186342.9),(63 1181853.9),(64 1163956.1),(65 1180417.6),(66 1183538),(67 1166426.5),(68 1147056),(69 1136817.1),(70 1154235.3),(71 1186401.4),(72 1174754.3),(73 1173749.9),(74 1157894.8),(75 1170539.5),(76 1192002.5),(77 1160551),(78 1135274.9),(79 1082010.5),
