1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109537.125),(2 184759.67),(3 234285.69),(4 470150.25),(5 694329),(6 894616.06),(7 1249308.9),(8 1610425.9),(9 1960377.6),(10 2440182),(11 2963679.3),(12 3465028.8),(13 4144183),(14 4804487.5),(15 5502202.5),(16 6272343.5),(17 7173466),(18 8039616.5),(19 9002304),(20 10060220),(21 11267048),(22 12297125),(23 13575949),(24 14678688),(25 15713355),(26 16861072),(27 17950386),(28 18942672),(29 20211108),(30 21220906),(31 22225596),(32 23350454),(33 24367024),(34 25275094),(35 26360010),(36 27598390),(37 28527218),(38 29719270),(39 30834992),(40 31793582),(41 32944262),(42 33929356),(43 34785740),(44 35717696),(45 36610436),(46 37364410),(47 38396704),(48 39329204),(49 40180704),(50 41204430),(51 42333372),(52 43227348),(53 44552770),(54 45795730),(55 47069504),(56 48560640),(57 49937364),(58 51178228),(59 52639840),(60 54076076),(61 55304492),(62 56729068),(63 58125188),(64 59258924),(65 60740204),(66 62207892),(67 63367100),(68 64837372),(69 66306068),(70 67547990),(71 69073000),(72 70463930),(73 71765816),(74 73246810),(75 74747170),(76 75782480),(77 77112696),(78 78385860),(79 79357800),
(1 52743.6),(2 201898.44),(3 438163.9),(4 748591.6),(5 1116386.9),(6 1532040),(7 1979222.3),(8 2449944.8),(9 2932302.3),(10 3425059.5),(11 3911414),(12 4397452),(13 4871225),(14 5335146.5),(15 5785661.5),(16 6209902),(17 6626063.5),(18 7037839.5),(19 7425046.5),(20 7780140.5),(21 8120444),(22 8447974),(23 8749089),(24 9031453),(25 9295251),(26 9524749),(27 9743541),(28 9940342),(29 10080511),(30 10197884),(31 10257117),(32 10270986),(33 10255654),(34 10202011),(35 10123556),(36 10025338),(37 9898360),(38 9741877),(39 9569757),(40 9384367),(41 9195271),(42 9017115),(43 8836566),(44 8655026),(45 8494543),(46 8336602.5),(47 8200805),(48 8087994.5),(49 7989891.5),(50 7918588),(51 7862063.5),(52 7819858),(53 7803339),(54 7818705.5),(55 7862144),(56 7923113.5),(57 8001690.5),(58 8084764),(59 8175866.5),(60 8265260.5),(61 8348159.5),(62 8416763),(63 8484714),(64 8541007),(65 8600355),(66 8661065),(67 8717338),(68 8750115),(69 8787654),(70 8810202),(71 8827857),(72 8831633),(73 8828914),(74 8811757),(75 8797045),(76 8775281),(77 8731910),(78 8688615),(79 8649637),
(1 59259.53),(2 230624.94),(3 504929),(4 869813.7),(5 1307050),(6 1800928.6),(7 2333861.3),(8 2883438.8),(9 3443873.3),(10 3994386.8),(11 4520381),(12 5016345.5),(13 5468809),(14 5873373.5),(15 6214122),(16 6493374),(17 6718928),(18 6879619.5),(19 6986650.5),(20 7039745.5),(21 7056382.5),(22 7034366.5),(23 6980676),(24 6903686.5),(25 6817382.5),(26 6721038.5),(27 6621432.5),(28 6518210.5),(29 6410860),(30 6295095.5),(31 6182605.5),(32 6068213.5),(33 5965810.5),(34 5886642),(35 5823906.5),(36 5759342.5),(37 5712556),(38 5676242.5),(39 5657068.5),(40 5656130.5),(41 5667102),(42 5702832.5),(43 5764450.5),(44 5840058.5),(45 5940228),(46 6049304.5),(47 6178109.5),(48 6323725.5),(49 6477860),(50 6637395.5),(51 6790366),(52 6949907.5),(53 7100018),(54 7240794.5),(55 7369162.5),(56 7482317.5),(57 7590410.5),(58 7685252),(59 7757591.5),(60 7813552),(61 7852104.5),(62 7870958.5),(63 7864710.5),(64 7841938.5),(65 7795882.5),(66 7744663.5),(67 7677369.5),(68 7579313.5),(69 7464087.5),(70 7354079.5),(71 7239720.5),(72 7125482.5),(73 7019577.5),(74 6920600),(75 6835716),(76 6772220.5),(77 6724238.5),(78 6702125.5),(79 6711956),
(1 55384.496),(2 214882.64),(3 466676.38),(4 795524.8),(5 1183028.4),(6 1620181.8),(7 2083692.1),(8 2564421.5),(9 3039205.5),(10 3483851.3),(11 3907916.8),(12 4304532),(13 4657322),(14 4973554),(15 5244170),(16 5468839.5),(17 5653390),(18 5788686),(19 5893575.5),(20 5960713.5),(21 5998893),(22 6018241.5),(23 6024766.5),(24 6016326.5),(25 6004656.5),(26 5985223.5),(27 5964296.5),(28 5939142.5),(29 5914317.5),(30 5887233.5),(31 5858745.5),(32 5831943.5),(33 5812329),(34 5801965),(35 5792921.5),(36 5766628.5),(37 5741997),(38 5710882.5),(39 5674674.5),(40 5634180),(41 5604714),(42 5576306),(43 5556283),(44 5535187),(45 5527854.5),(46 5530726.5),(47 5557934.5),(48 5588970),(49 5635830),(50 5684183),(51 5724967.5),(52 5775440),(53 5828551),(54 5876727),(55 5926278.5),(56 5965855.5),(57 6001061),(58 6035826),(59 6062375),(60 6076372.5),(61 6083606),(62 6080439),(63 6060076),(64 6026420.5),(65 5977536.5),(66 5923564),(67 5868028),(68 5798742),(69 5725161.5),(70 5646785.5),(71 5567607),(72 5484610.5),(73 5403811),(74 5333384.5),(75 5269346.5),(76 5215188.5),(77 5173536),(78 5147468),(79 5150383.5),
(1 51144.9),(2 197753.86),(3 426061.72),(4 722394.25),(5 1069733.3),(6 1453219.3),(7 1857955.9),(8 2268211.5),(9 2668301.8),(10 3035339.3),(11 3363163.8),(12 3649400.8),(13 3891799),(14 4077315),(15 4216991),(16 4311653),(17 4369633),(18 4388093.5),(19 4385201.5),(20 4370769.5),(21 4342838),(22 4324677.5),(23 4321997.5),(24 4330533),(25 4362498),(26 4409460),(27 4471493),(28 4548799.5),(29 4634661),(30 4728530),(31 4832743.5),(32 4940460),(33 5053327.5),(34 5158073.5),(35 5254927),(36 5330878.5),(37 5396245),(38 5444914.5),(39 5481894.5),(40 5507307.5),(41 5516756),(42 5515758.5),(43 5492567.5),(44 5453847),(45 5407365),(46 5347197),(47 5288409),(48 5229351.5),(49 5166210),(50 5102201.5),(51 5038987.5),(52 4971742.5),(53 4909551.5),(54 4851043),(55 4801574.5),(56 4762252),(57 4734796.5),(58 4712924),(59 4687842),(60 4667510.5),(61 4647695.5),(62 4622493),(63 4602803),(64 4588573),(65 4580312.5),(66 4562437),(67 4546746.5),(68 4525460),(69 4501161.5),(70 4478896.5),(71 4453918),(72 4414202.5),(73 4374462),(74 4326876.5),(75 4288138),(76 4248437),(77 4213954),(78 4184221),(79 4161652.5),
(1 50465.684),(2 194517.5),(3 420661.34),(4 710743.1),(5 1049701.5),(6 1429435.9),(7 1827229.9),(8 2224689.8),(9 2606217.3),(10 2952692.8),(11 3261823.5),(12 3528301),(13 3738984),(14 3909708.5),(15 4034605.8),(16 4115944.3),(17 4159524.3),(18 4165360.3),(19 4147146.3),(20 4101818.3),(21 4048374.5),(22 3998736.3),(23 3947409.8),(24 3908380.3),(25 3882333),(26 3872596.3),(27 3880027.8),(28 3895443.5),(29 3905821),(30 3915054),(31 3917597.3),(32 3911837.8),(33 3898124.8),(34 3881355.8),(35 3862019.8),(36 3829321.5),(37 3803874.3),(38 3769621),(39 3722934.5),(40 3672836.8),(41 3620699.3),(42 3565253.8),(43 3512380.3),(44 3464852.3),(45 3420457.5),(46 3383968.3),(47 3363107.5),(48 3356572.5),(49 3365095),(50 3382782.8),(51 3402233.5),(52 3428905),(53 3463682.3),(54 3509611.8),(55 3563299),(56 3624880.3),(57 3695726),(58 3766883.5),(59 3831023),(60 3887140.5),(61 3933733.3),(62 3972481.3),(63 4002118),(64 4024488.5),(65 4034788.3),(66 4030683.8),(67 4018776.3),(68 3992703),(69 3953759.8),(70 3916242.3),(71 3883211.3),(72 3850329.3),(73 3820191),(74 3793294.8),(75 3768359.8),(76 3757855.8),(77 3756930.3),(78 3752557),(79 3759169),
(1 41768.375),(2 160118.47),(3 344085.2),(4 578278.6),(5 845450.94),(6 1136494.8),(7 1435586.8),(8 1733060.3),(9 2015083.6),(10 2271956.8),(11 2498137.5),(12 2693703.8),(13 2843977),(14 2959799.5),(15 3038117.8),(16 3082150.5),(17 3100415),(18 3095467.5),(19 3078734.5),(20 3057675),(21 3028258.5),(22 3008642.3),(23 2993532.5),(24 2991399),(25 3002375.5),(26 3029335.5),(27 3069795.5),(28 3116734.3),(29 3163729),(30 3214211),(31 3260356),(32 3297511.5),(33 3327723.3),(34 3352151.8),(35 3370191.3),(36 3381705),(37 3393404.8),(38 3403183.3),(39 3410264.8),(40 3420492.5),(41 3430383.8),(42 3447288),(43 3462695.5),(44 3477688.8),(45 3491127),(46 3499423.8),(47 3509036.5),(48 3514283.5),(49 3521124.3),(50 3522370.8),(51 3517316.8),(52 3504983.8),(53 3490681.3),(54 3477870.5),(55 3463996.3),(56 3449037.3),(57 3436354.8),(58 3422172.8),(59 3419787.3),(60 3429836.5),(61 3445849.8),(62 3469828.5),(63 3502618.8),(64 3539250.8),(65 3575896),(66 3608381),(67 3635832),(68 3659007),(69 3678062.5),(70 3685713),(71 3683509.8),(72 3663803.8),(73 3632961),(74 3593845.3),(75 3550533.5),(76 3503461.3),(77 3452853.8),(78 3403936),(79 3363539.3),
(1 55407.387),(2 212110.06),(3 452069.34),(4 751172.9),(5 1087173.5),(6 1444144.5),(7 1796695.3),(8 2129503),(9 2430160.5),(10 2684019.5),(11 2888080),(12 3049640.5),(13 3159837.3),(14 3228824.5),(15 3251772.5),(16 3241763.5),(17 3206545.3),(18 3156628.8),(19 3094098.3),(20 3028822),(21 2961667.8),(22 2911177.3),(23 2870095),(24 2852116.3),(25 2853800.8),(26 2871173),(27 2907695.5),(28 2959331.5),(29 3010687),(30 3066107.3),(31 3116707),(32 3158370),(33 3193021.8),(34 3214077.3),(35 3224096),(36 3216730.8),(37 3192506.8),(38 3157509.8),(39 3109846),(40 3056147.5),(41 3002809.8),(42 2950231.3),(43 2903606),(44 2870923.3),(45 2849426),(46 2834399),(47 2838239),(48 2843663.5),(49 2857563.3),(50 2876874),(51 2903234),(52 2943169.8),(53 3002022.5),(54 3080039.5),(55 3176350),(56 3286345.5),(57 3407432.5),(58 3530740.8),(59 3657109.3),(60 3784281.8),(61 3904724.8),(62 4010721.3),(63 4099188.5),(64 4166156.8),(65 4210545),(66 4227219.5),(67 4212031),(68 4160303.8),(69 4079071),(70 3982114.3),(71 3867114.3),(72 3739947),(73 3610742.3),(74 3482211),(75 3360467.5),(76 3249302.3),(77 3153540.3),(78 3078701.3),(79 3034463),
(1 46446.566),(2 176796.86),(3 372823.88),(4 613927.9),(5 877645.75),(6 1148389.8),(7 1406958),(8 1642919),(9 1849047.4),(10 2030230.5),(11 2173790.5),(12 2282579),(13 2357735.3),(14 2403761),(15 2426654),(16 2428880.5),(17 2413910.3),(18 2392502.8),(19 2366833.3),(20 2332161.3),(21 2295841),(22 2270258.5),(23 2246994),(24 2235113.3),(25 2232340.8),(26 2237456.5),(27 2250502),(28 2266863.8),(29 2286155.3),(30 2314358.8),(31 2344657),(32 2373191.8),(33 2407597),(34 2442588.5),(35 2478516.8),(36 2514231.5),(37 2545150),(38 2574203.8),(39 2597667),(40 2615154),(41 2623387.8),(42 2627436.5),(43 2625846.3),(44 2617156),(45 2599757.5),(46 2577106),(47 2554119.8),(48 2530391.3),(49 2510916),(50 2496670.3),(51 2484115.5),(52 2475593),(53 2471687.8),(54 2469594.8),(55 2481476.5),(56 2501110.3),(57 2531923),(58 2578552.3),(59 2637058),(60 2704571.8),(61 2781680.3),(62 2863059.3),(63 2951376),(64 3035758.5),(65 3118596.5),(66 3185223.3),(67 3236172),(68 3268428),(69 3283295.5),(70 3276723),(71 3242396.5),(72 3190227),(73 3125132.5),(74 3046676),(75 2955732.8),(76 2867099.8),(77 2772099.5),(78 2674321.8),(79 2583929.5),
(1 45196.133),(2 172909.88),(3 367913.88),(4 610733.94),(5 881693.8),(6 1160777),(7 1425724.5),(8 1671593.4),(9 1895972.8),(10 2091935.9),(11 2249832),(12 2370322.5),(13 2453102.8),(14 2511301),(15 2541427.8),(16 2546749),(17 2537397),(18 2515722.5),(19 2488981),(20 2457553),(21 2431861.5),(22 2418332.8),(23 2416658.3),(24 2425011),(25 2440417.5),(26 2449357.8),(27 2458141.5),(28 2468515.8),(29 2479567.5),(30 2491456.5),(31 2503037.5),(32 2509034.5),(33 2515559),(34 2518510.5),(35 2517962.8),(36 2514580.5),(37 2517266.5),(38 2522699.5),(39 2532236),(40 2548278.3),(41 2564456.5),(42 2580554),(43 2596380),(44 2601357),(45 2600588.5),(46 2587198),(47 2568935),(48 2549695.5),(49 2526617.5),(50 2505172.3),(51 2491107),(52 2483923),(53 2486522.5),(54 2501775.5),(55 2538384),(56 2591732),(57 2663290.5),(58 2747064.5),(59 2842547.5),(60 2945175.3),(61 3051817),(62 3149966),(63 3245796.3),(64 3331064.5),(65 3410537),(66 3472023.5),(67 3516792),(68 3540576),(69 3548986.5),(70 3544829.3),(71 3522654.3),(72 3482564.3),(73 3430702),(74 3367578.3),(75 3299596),(76 3226580.8),(77 3146620.3),(78 3066720),(79 2991647),
(1 45591.14),(2 174604.22),(3 369873.13),(4 612992.1),(5 884789.44),(6 1168539),(7 1444323.6),(8 1700651),(9 1933002.4),(10 2129215.8),(11 2285228.3),(12 2405179.3),(13 2491929),(14 2554413.8),(15 2594515),(16 2621389),(17 2638508.5),(18 2655746.5),(19 2678487.3),(20 2705775.8),(21 2735769.5),(22 2781680.5),(23 2828680.8),(24 2875100),(25 2928991.3),(26 2972086),(27 3004198.5),(28 3032955.5),(29 3044916.3),(30 3050186.5),(31 3049098.3),(32 3035992.3),(33 3016538.5),(34 2987091),(35 2947739.8),(36 2901698.5),(37 2853383.3),(38 2805751.3),(39 2758547),(40 2715785.5),(41 2670804.3),(42 2633121),(43 2599939.5),(44 2571092.8),(45 2547674),(46 2526089),(47 2511816),(48 2503684.5),(49 2500751.5),(50 2502997.3),(51 2505301.8),(52 2509031),(53 2512906),(54 2519310.3),(55 2531643.3),(56 2552767.3),(57 2582551),(58 2620138),(59 2665574),(60 2711326.5),(61 2753758.8),(62 2787847),(63 2814662),(64 2826363),(65 2823135.5),(66 2806259.8),(67 2779565.5),(68 2737136.8),(69 2686496.5),(70 2626502),(71 2558876.8),(72 2487138.3),(73 2414505.5),(74 2344949),(75 2281220),(76 2228596),(77 2181355.8),(78 2135903.5),(79 2099981),
(1 39604.37),(2 150554.38),(3 315053.1),(4 516306.56),(5 735615.4),(6 959112.1),(7 1175096.9),(8 1380974.6),(9 1568497.4),(10 1731797.8),(11 1869498.1),(12 1982731),(13 2072353.4),(14 2149211.8),(15 2209210),(16 2259821.3),(17 2309262.3),(18 2356329.5),(19 2403448.8),(20 2450082.8),(21 2495318),(22 2545306),(23 2593371.5),(24 2635806.3),(25 2670902.8),(26 2695579.3),(27 2712458),(28 2719004),(29 2708926),(30 2693554.3),(31 2669424.5),(32 2643393.3),(33 2622256.5),(34 2609052),(35 2604596),(36 2607315),(37 2617344.3),(38 2634777.3),(39 2651812.5),(40 2671073),(41 2685593.3),(42 2691052.3),(43 2690287),(44 2682195),(45 2666891),(46 2646604),(47 2620853),(48 2589959),(49 2557900.3),(50 2529690.5),(51 2507152),(52 2491045.5),(53 2485894.3),(54 2483825.3),(55 2486980),(56 2491911.5),(57 2497430),(58 2508134.5),(59 2514694.5),(60 2514409.3),(61 2512573.3),(62 2500751.8),(63 2491211.3),(64 2475002.5),(65 2453583),(66 2423940),(67 2386390.5),(68 2344129.8),(69 2297598),(70 2243976.8),(71 2182649),(72 2116552.3),(73 2049834.3),(74 1979427.4),(75 1913252.4),(76 1853468.8),(77 1800257.6),(78 1753760.3),(79 1718470.4),
(1 50782.824),(2 190134.31),(3 393818.63),(4 630635.25),(5 876580.06),(6 1116925.4),(7 1338668.1),(8 1530310.1),(9 1683193.5),(10 1790738.5),(11 1854936.3),(12 1885713.8),(13 1881992.9),(14 1866521.4),(15 1847836.1),(16 1846392),(17 1862136.5),(18 1902652.6),(19 1969366.9),(20 2055708),(21 2148213),(22 2248406.5),(23 2338193),(24 2417859),(25 2485507),(26 2533229.8),(27 2558289.3),(28 2560129.5),(29 2538178),(30 2506701),(31 2469647),(32 2433173.8),(33 2398838.8),(34 2367560.5),(35 2339244.8),(36 2315854.5),(37 2295926.3),(38 2282267.8),(39 2276533),(40 2276984),(41 2279109.8),(42 2284560.5),(43 2294928.5),(44 2310410.8),(45 2326357.8),(46 2342138.3),(47 2364180),(48 2388143.3),(49 2415496.3),(50 2443232.8),(51 2467636.5),(52 2487365),(53 2501288.3),(54 2510239),(55 2514701.8),(56 2516400.5),(57 2514914.5),(58 2511691.8),(59 2508653.3),(60 2504357.5),(61 2502443.5),(62 2500669.8),(63 2497896.5),(64 2493261.5),(65 2486709),(66 2470099),(67 2450276),(68 2419916.3),(69 2378208.8),(70 2325469.3),(71 2258334),(72 2182411.8),(73 2100205.3),(74 2018549.5),(75 1939991.5),(76 1873081.1),(77 1819714.8),(78 1781783.9),(79 1756862),
(1 48426.813),(2 180381.38),(3 371472.03),(4 592074.8),(5 816651.75),(6 1030836.06),(7 1218702),(8 1372330),(9 1490095.5),(10 1568251.4),(11 1610536.9),(12 1630380.1),(13 1633791.6),(14 1638652.6),(15 1651309.3),(16 1681582.5),(17 1727275.4),(18 1783399.9),(19 1847520),(20 1910293.8),(21 1969097.1),(22 2022381.8),(23 2061865.6),(24 2086705.1),(25 2100893.3),(26 2103705.8),(27 2100585.8),(28 2094364.3),(29 2085011.4),(30 2073767.9),(31 2063424.5),(32 2052340.5),(33 2047866.6),(34 2052254.5),(35 2052259.4),(36 2050381.8),(37 2044580.1),(38 2037341.8),(39 2028382.9),(40 2023976.1),(41 2012100.1),(42 1997261.8),(43 1988008.9),(44 1976182.5),(45 1962077.6),(46 1946260.5),(47 1928730.3),(48 1909171.5),(49 1890458.4),(50 1875848.1),(51 1864209.9),(52 1860088.9),(53 1858101.6),(54 1860717.6),(55 1866627.4),(56 1873765.4),(57 1878467),(58 1881115.1),(59 1879964.6),(60 1873634.3),(61 1860546),(62 1843279.5),(63 1820410.8),(64 1799772.5),(65 1779589.4),(66 1756353.5),(67 1741525.6),(68 1731232),(69 1726599.1),(70 1728292.9),(71 1731367.9),(72 1734785.5),(73 1737786.6),(74 1745251.8),(75 1750937.3),(76 1761318),(77 1770011.5),(78 1776254.5),(79 1785987.8),
(1 42093.793),(2 157556.92),(3 325239.5),(4 519264.34),(5 713904.25),(6 894685.6),(7 1046678.7),(8 1167024.6),(9 1253123),(10 1310605),(11 1343153.9),(12 1359981.1),(13 1369499.9),(14 1381936),(15 1400678.1),(16 1433334),(17 1479246.6),(18 1536128.8),(19 1603228.1),(20 1670938.3),(21 1732042.9),(22 1786504.4),(23 1820741.4),(24 1840725.1),(25 1853839.3),(26 1860976.4),(27 1867429.5),(28 1870948.3),(29 1869083.8),(30 1866150.9),(31 1862645.4),(32 1856199.5),(33 1849738.3),(34 1842291.3),(35 1832627.3),(36 1817402.3),(37 1801087.3),(38 1783225.3),(39 1765816.1),(40 1751963),(41 1736706.1),(42 1726537.3),(43 1722555.4),(44 1723862.4),(45 1728775.3),(46 1738584.8),(47 1754896.9),(48 1773535.6),(49 1792176.9),(50 1808682.6),(51 1823972.8),(52 1835120.1),(53 1841838.3),(54 1843074.3),(55 1833709.5),(56 1816555.3),(57 1790830.9),(58 1761821.9),(59 1733301.5),(60 1704640.5),(61 1677560.5),(62 1656015.1),(63 1635886.9),(64 1615562.1),(65 1597264.4),(66 1580951.5),(67 1569660.6),(68 1557098.6),(69 1543978.1),(70 1530925.1),(71 1519784.5),(72 1505121.3),(73 1489734),(74 1474210.9),(75 1462381.4),(76 1455874.8),(77 1455733.1),(78 1462962.9),(79 1476104),
(1 38560.766),(2 143471.9),(3 294264.53),(4 467331.88),(5 642362.4),(6 804532.44),(7 943437.25),(8 1050606.6),(9 1126892.5),(10 1174833.4),(11 1202149.9),(12 1220124.8),(13 1236785.8),(14 1259117.5),(15 1285928.1),(16 1323210.9),(17 1368171.3),(18 1417183.5),(19 1471653.1),(20 1522654),(21 1569725.5),(22 1614752.1),(23 1648746.6),(24 1670220.1),(25 1684906.1),(26 1688158.4),(27 1685254.8),(28 1682403.3),(29 1675661.5),(30 1668004.8),(31 1656940.8),(32 1640597),(33 1619879.5),(34 1596934.4),(35 1574009.6),(36 1549376.8),(37 1528823.9),(38 1510052.3),(39 1492238.9),(40 1474364.4),(41 1460922.1),(42 1452883.8),(43 1449537.8),(44 1451256.9),(45 1460260.4),(46 1474841.9),(47 1493998),(48 1510733.8),(49 1524029.9),(50 1532051.3),(51 1534040.1),(52 1533771.4),(53 1531327.9),(54 1527368.4),(55 1521964.6),(56 1515876.8),(57 1509788.1),(58 1505811.9),(59 1500314.1),(60 1496045.4),(61 1494098.9),(62 1494897.1),(63 1497020.1),(64 1505722.6),(65 1519819.8),(66 1534796.8),(67 1545710.9),(68 1549533),(69 1549228.6),(70 1545276.3),(71 1538142.4),(72 1526050.5),(73 1513443.3),(74 1494767.1),(75 1477673.1),(76 1463480.4),(77 1454077.4),(78 1447258.5),(79 1444400.5),
(1 31703.244),(2 117564.234),(3 238451.67),(4 373777.53),(5 505700.47),(6 624601.75),(7 725213.4),(8 801868.1),(9 855640.2),(10 892302.9),(11 917267.3),(12 935476.56),(13 952285.44),(14 974870.1),(15 1001099.25),(16 1028506.9),(17 1054012.6),(18 1072236.3),(19 1086459.9),(20 1093335.8),(21 1094402.4),(22 1095374.8),(23 1093846.1),(24 1092226.3),(25 1094165.8),(26 1099611.3),(27 1111897),(28 1133035),(29 1154510.6),(30 1174634.3),(31 1186753.9),(32 1190692.8),(33 1189614.1),(34 1186507.8),(35 1185849.4),(36 1182542.9),(37 1178129.5),(38 1171628.8),(39 1167989.4),(40 1168666.4),(41 1174729.6),(42 1182542.5),(43 1191155.5),(44 1201823.6),(45 1212184),(46 1222784.4),(47 1232317.8),(48 1241322.3),(49 1245704.9),(50 1245219.8),(51 1239357.1),(52 1229830),(53 1220750.5),(54 1210593.5),(55 1197447.8),(56 1184222.6),(57 1170916.3),(58 1161619.9),(59 1155535.9),(60 1150383.8),(61 1146761.8),(62 1150040.6),(63 1157327.5),(64 1171125),(65 1185769.5),(66 1202837),(67 1224173.8),(68 1246561.5),(69 1272007.8),(70 1293979.3),(71 1319055.8),(72 1341881.1),(73 1362137.8),(74 1375038.8),(75 1386950.1),(76 1393851.1),(77 1395177),(78 1391717.9),(79 1381680.9),
(1 36433.445),(2 132832.33),(3 266625.5),(4 413123.9),(5 553871.8),(6 679521.3),(7 782201.06),(8 859219),(9 907758.56),(10 932224.2),(11 936749.7),(12 930088.4),(13 922377.1),(14 922337.7),(15 932867.8),(16 952146.56),(17 977306.06),(18 1004681.7),(19 1029807.3),(20 1052367.8),(21 1069866.9),(22 1085639.9),(23 1101728.1),(24 1114693),(25 1124746.3),(26 1132278.9),(27 1138324),(28 1144147.5),(29 1144141.1),(30 1141845.8),(31 1135199.5),(32 1124303.9),(33 1110701),(34 1095258.3),(35 1078203.5),(36 1058387.5),(37 1044634.3),(38 1034202.3),(39 1026813.9),(40 1025135),(41 1029104),(42 1036495.6),(43 1047109.9),(44 1057230.1),(45 1068539.5),(46 1077507.9),(47 1083140.3),(48 1083086.9),(49 1078433.1),(50 1069523.8),(51 1059296.3),(52 1049817.3),(53 1043421),(54 1043605.9),(55 1048316.6),(56 1058252.1),(57 1071109),(58 1081494.6),(59 1085746.9),(60 1083841.1),(61 1077323.5),(62 1068065.4),(63 1055296.3),(64 1040435.44),(65 1023571.2),(66 1012122.94),(67 1001406.5),(68 994414.06),(69 993406.94),(70 998790.75),(71 1007643),(72 1016906.25),(73 1028373.5),(74 1039067.3),(75 1049438),(76 1059638.3),(77 1066480.9),(78 1071682.1),(79 1077639.9),
