1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27250.838),(2 61165.25),(3 104545.1),(4 185348.92),(5 265863.97),(6 350038.1),(7 472925.22),(8 587863.94),(9 713500.8),(10 881769.3),(11 1048224.2),(12 1225511.3),(13 1435808.4),(14 1655319.4),(15 1879238.4),(16 2133094),(17 2395378.5),(18 2650415.8),(19 2963627.3),(20 3253355.3),(21 3531192),(22 3842218.3),(23 4139713.3),(24 4401514),(25 4697228.5),(26 5009807.5),(27 5277302),(28 5579734.5),(29 5888609.5),(30 6143188),(31 6407365.5),(32 6658666.5),(33 6866189.5),(34 7108047.5),(35 7317350.5),(36 7481052),(37 7689424.5),(38 7868841.5),(39 8004968.5),(40 8140684.5),(41 8256725.5),(42 8325915.5),(43 8411247),(44 8476451),(45 8495715),(46 8521365),(47 8539363),(48 8516887),(49 8506336),(50 8493224),(51 8450426),(52 8424551),(53 8429122),(54 8384098),(55 8393483),(56 8403060),(57 8409791),(58 8435658),(59 8473579),(60 8498621),(61 8545326),(62 8628368),(63 8715452),(64 8802560),(65 8925683),(66 9052964),(67 9190276),(68 9342509),(69 9488795),(70 9650756),(71 9784952),(72 9924317),(73 10095203),(74 10292992),(75 10509865),(76 10722669),(77 10972943),(78 11254061),(79 11516577),
(1 30411.78),(2 117159.03),(3 255784.95),(4 442269.9),(5 672788.94),(6 944253.6),(7 1248568.8),(8 1585441.4),(9 1954951),(10 2344964.5),(11 2752071.8),(12 3171632),(13 3589771.3),(14 4007794.8),(15 4409531),(16 4796371),(17 5163075.5),(18 5507349),(19 5824678.5),(20 6105908),(21 6364647),(22 6592182.5),(23 6779628),(24 6942632.5),(25 7066000.5),(26 7156161.5),(27 7205191.5),(28 7220626),(29 7204694.5),(30 7161388.5),(31 7103905.5),(32 7022955),(33 6933370.5),(34 6830320.5),(35 6722556),(36 6604453),(37 6481697.5),(38 6360382.5),(39 6263595),(40 6181808),(41 6107123),(42 6030898),(43 5954028),(44 5884201.5),(45 5827110.5),(46 5782755),(47 5761095),(48 5756303.5),(49 5760265.5),(50 5771799.5),(51 5797057.5),(52 5824194.5),(53 5861102.5),(54 5895200),(55 5935872),(56 5981925.5),(57 6026547),(58 6061675),(59 6100126.5),(60 6124073.5),(61 6149321.5),(62 6177036),(63 6205252),(64 6230921.5),(65 6254882),(66 6277888),(67 6294859),(68 6304375),(69 6306021),(70 6298182.5),(71 6284243.5),(72 6256959.5),(73 6222379),(74 6181635),(75 6137321),(76 6078386),(77 6006976),(78 5936628),(79 5865667),
(1 24402.977),(2 91967.77),(3 197792.45),(4 337458.16),(5 505754.6),(6 701700.7),(7 919418.56),(8 1153218.6),(9 1400638.4),(10 1657649.5),(11 1919475.4),(12 2183910.3),(13 2440924),(14 2688095.5),(15 2919638.8),(16 3135661.8),(17 3327205.3),(18 3497114.8),(19 3643982.8),(20 3768188.8),(21 3881648),(22 3976706.3),(23 4052467.3),(24 4117093.3),(25 4165557.3),(26 4199031.5),(27 4221743.5),(28 4240644.5),(29 4243668.5),(30 4241326.5),(31 4234882.5),(32 4213412),(33 4191780.8),(34 4157928),(35 4122396.8),(36 4092032.3),(37 4056398.8),(38 4040428.8),(39 4027760),(40 4028231),(41 4044471.3),(42 4057360),(43 4078626.8),(44 4103513.3),(45 4137025.3),(46 4171751.3),(47 4213544),(48 4261283.5),(49 4305257.5),(50 4349245),(51 4393234.5),(52 4437023.5),(53 4474726.5),(54 4505001.5),(55 4531038.5),(56 4551642.5),(57 4569201.5),(58 4578252),(59 4589632.5),(60 4597732.5),(61 4607165.5),(62 4621688.5),(63 4631966),(64 4645652),(65 4662013.5),(66 4676068.5),(67 4689156.5),(68 4702973),(69 4727328.5),(70 4747302.5),(71 4769606.5),(72 4789063.5),(73 4808060.5),(74 4822324.5),(75 4831481.5),(76 4832244),(77 4832270.5),(78 4828438.5),(79 4823838),
(1 24217.74),(2 90585.92),(3 193561.5),(4 328774.8),(5 490981.8),(6 674853.1),(7 877602.9),(8 1095387),(9 1325540.4),(10 1563704.8),(11 1805448.6),(12 2048619.3),(13 2285591.5),(14 2515989.8),(15 2733495.8),(16 2935777.3),(17 3125261.5),(18 3294957.5),(19 3449752),(20 3581406),(21 3699182.8),(22 3808635.5),(23 3906596.3),(24 3996329),(25 4069280.8),(26 4136345.5),(27 4189344.8),(28 4235894.5),(29 4282436.5),(30 4312471.5),(31 4330303.5),(32 4335396.5),(33 4334018.5),(34 4322627),(35 4307831.5),(36 4287418),(37 4271511.5),(38 4250342.5),(39 4227742.5),(40 4208911.5),(41 4195589.5),(42 4176855.8),(43 4150877),(44 4126203),(45 4098375.8),(46 4070905),(47 4047303.8),(48 4031251.8),(49 4019567),(50 4004630.5),(51 3994189.8),(52 3992046.5),(53 3991419.3),(54 3989732.8),(55 3987177),(56 3982562),(57 3973518.8),(58 3961287.8),(59 3949693.5),(60 3938463.3),(61 3928233.5),(62 3922821),(63 3919411.8),(64 3919723.3),(65 3925709.8),(66 3938266.3),(67 3952092.3),(68 3966565.8),(69 3984029.5),(70 4001909.5),(71 4024137.5),(72 4055127.3),(73 4093104.3),(74 4133804.8),(75 4173655.8),(76 4206673.5),(77 4239899.5),(78 4269313),(79 4295527.5),
(1 28687.8),(2 108215.59),(3 232343.02),(4 394790.16),(5 589368.3),(6 811490.5),(7 1055560.6),(8 1314980.5),(9 1584898.8),(10 1858161.9),(11 2132368.8),(12 2402977.5),(13 2659471.8),(14 2908363.5),(15 3140684.8),(16 3350602.5),(17 3533735.3),(18 3683352),(19 3803960),(20 3887827.5),(21 3957577),(22 4005021.8),(23 4024745.3),(24 4028236.8),(25 4017979.3),(26 4004583),(27 3979193.3),(28 3949411.3),(29 3921485),(30 3884165.5),(31 3840307),(32 3791477),(33 3742821.5),(34 3690720.3),(35 3643408.8),(36 3601670.5),(37 3569589),(38 3544799.8),(39 3528491.5),(40 3522864.3),(41 3537412.5),(42 3559575),(43 3595617),(44 3636052.3),(45 3684514.3),(46 3734239.3),(47 3782064),(48 3830777),(49 3880694.8),(50 3925507.3),(51 3972262.8),(52 4020321.3),(53 4070511.3),(54 4116467.3),(55 4159250.5),(56 4200849.5),(57 4244706),(58 4284586),(59 4321505.5),(60 4357551),(61 4395585.5),(62 4432284),(63 4478638),(64 4531149),(65 4584358),(66 4642534.5),(67 4704144.5),(68 4763596.5),(69 4833470.5),(70 4903739.5),(71 4970485),(72 5039773),(73 5111544.5),(74 5179280),(75 5248022),(76 5304161),(77 5358304.5),(78 5396375),(79 5427332.5),
(1 24777.738),(2 93225.016),(3 200214.86),(4 338737.44),(5 502335.56),(6 684627.56),(7 878634.56),(8 1078274.9),(9 1279538.4),(10 1475630.9),(11 1667470.4),(12 1852031.3),(13 2024568),(14 2181936.3),(15 2325043.3),(16 2447761.8),(17 2553826.3),(18 2644414.5),(19 2722955.5),(20 2792907.3),(21 2863653),(22 2930652.3),(23 2992463.8),(24 3056587.3),(25 3116411.5),(26 3170737.3),(27 3228763),(28 3276983),(29 3314425.5),(30 3343847.8),(31 3366048.5),(32 3375906.3),(33 3382004.8),(34 3382430),(35 3377371.3),(36 3370431.5),(37 3357983.5),(38 3340766.3),(39 3330055.8),(40 3320160),(41 3310397.8),(42 3304773.8),(43 3297382),(44 3284287.8),(45 3270601.5),(46 3258454.5),(47 3249918.3),(48 3243797.3),(49 3238753.3),(50 3236215),(51 3240090.8),(52 3245870.3),(53 3259584.3),(54 3277606),(55 3300005.3),(56 3322024),(57 3351999),(58 3388959.5),(59 3431405.8),(60 3470836.3),(61 3507998.3),(62 3545071.5),(63 3582731.3),(64 3618958),(65 3654101.3),(66 3687272),(67 3717892.3),(68 3740240),(69 3755497.5),(70 3765312.5),(71 3774285),(72 3784337.3),(73 3785353.5),(74 3778671.5),(75 3771396.8),(76 3753559.8),(77 3733246.8),(78 3708776),(79 3680701.8),
(1 24930.066),(2 92673.22),(3 196159.22),(4 327189.34),(5 479932.7),(6 648604.8),(7 828374.2),(8 1015244.25),(9 1203285.9),(10 1389023.5),(11 1568401.8),(12 1739997.3),(13 1899091.3),(14 2044497.3),(15 2174902.8),(16 2284973.3),(17 2380497.5),(18 2457561.8),(19 2519156.8),(20 2561364.8),(21 2592825.3),(22 2613288.5),(23 2624455),(24 2630761),(25 2631661.3),(26 2635050.8),(27 2635873),(28 2633848.5),(29 2633075),(30 2627411.8),(31 2619309.5),(32 2608634.8),(33 2600732.5),(34 2600033.8),(35 2603476.3),(36 2610440.8),(37 2626878.8),(38 2652089.5),(39 2678864.8),(40 2708807.5),(41 2746478.8),(42 2780489.5),(43 2819384.8),(44 2847464.5),(45 2878819.8),(46 2908953.3),(47 2931623.8),(48 2948103),(49 2953374.5),(50 2944244.8),(51 2926226.8),(52 2899367.8),(53 2869749.8),(54 2833048.3),(55 2788563.3),(56 2739814.8),(57 2690007.3),(58 2636771.3),(59 2583144),(60 2529252),(61 2476747.5),(62 2426448),(63 2380116.5),(64 2336555),(65 2302795.3),(66 2273405.3),(67 2252910.3),(68 2234816),(69 2223819.8),(70 2214366.5),(71 2212996.3),(72 2220348.8),(73 2232377),(74 2246592.5),(75 2264779),(76 2284711),(77 2307990.8),(78 2334697.8),(79 2359894.3),
(1 22620.21),(2 83724.16),(3 175883.86),(4 292652.44),(5 427246.6),(6 577541.06),(7 738372.75),(8 907834.75),(9 1080336.4),(10 1254791.1),(11 1426562.9),(12 1592935.3),(13 1748168),(14 1892323.9),(15 2019329.8),(16 2132220.5),(17 2229841),(18 2312545.5),(19 2383046),(20 2441764.8),(21 2497016.5),(22 2543897.3),(23 2582032),(24 2612081.8),(25 2638789),(26 2652957),(27 2657450.8),(28 2655744.8),(29 2637275.3),(30 2607874),(31 2574273.5),(32 2533861),(33 2497766.8),(34 2457268.3),(35 2418497.8),(36 2391365.8),(37 2370015.3),(38 2363525.3),(39 2362121.8),(40 2370844.5),(41 2394234.5),(42 2422178),(43 2459794.5),(44 2507568.5),(45 2559345.5),(46 2612476.8),(47 2673617.5),(48 2738103.3),(49 2803174.3),(50 2865815.3),(51 2921294.3),(52 2975904.8),(53 3021026),(54 3060295.8),(55 3095884.3),(56 3122229.3),(57 3134906.3),(58 3137986),(59 3138257.5),(60 3129491),(61 3114305),(62 3090126.5),(63 3057069.3),(64 3023092.8),(65 2985000.3),(66 2934480),(67 2881726.3),(68 2819415.3),(69 2755419.5),(70 2685418.3),(71 2616814.8),(72 2550349),(73 2485685),(74 2419842.8),(75 2354902.5),(76 2289353.8),(77 2227060.5),(78 2178509.5),(79 2148271.5),
(1 18983.516),(2 70241.14),(3 148044.38),(4 247274.39),(5 360422.1),(6 484057.8),(7 612633.3),(8 744828.2),(9 877452.2),(10 1007734.25),(11 1132391.1),(12 1251704.1),(13 1362029.4),(14 1464134.5),(15 1553428.6),(16 1633272.8),(17 1703340),(18 1761019.6),(19 1809943),(20 1854164),(21 1897756.6),(22 1934247),(23 1961401.5),(24 1981193.8),(25 1999931.6),(26 2011024),(27 2023652.9),(28 2037775.8),(29 2038209.5),(30 2035707.6),(31 2031689.9),(32 2021630.6),(33 2015334.3),(34 2001868.4),(35 1993511.9),(36 1993880.9),(37 1994722.9),(38 2010782.3),(39 2028551.3),(40 2042097.3),(41 2060839.3),(42 2070584.8),(43 2080914.9),(44 2086994.9),(45 2089668.4),(46 2085201),(47 2076023.3),(48 2062730.1),(49 2042746.6),(50 2022543.6),(51 2002090),(52 1982026.1),(53 1960745.9),(54 1945088.9),(55 1929888),(56 1913538.9),(57 1895747.3),(58 1879891.9),(59 1863261.6),(60 1850409.3),(61 1838461.9),(62 1826802.9),(63 1817545),(64 1810086.3),(65 1804018.9),(66 1799937),(67 1799110),(68 1800696.8),(69 1806672.3),(70 1814280),(71 1825689.3),(72 1840646.6),(73 1857662.1),(74 1871337.6),(75 1883227),(76 1888307.5),(77 1891384.1),(78 1888697),(79 1883389.9),
(1 20222.518),(2 75214.06),(3 159913.72),(4 269012.13),(5 397916.94),(6 543404.75),(7 695470.75),(8 851861.1),(9 1008729),(10 1162325.6),(11 1311724.5),(12 1454117.6),(13 1584609.5),(14 1704376.5),(15 1811592.5),(16 1904569.6),(17 1984675.8),(18 2051729.3),(19 2106893.8),(20 2153309.8),(21 2198130),(22 2238170.5),(23 2270508),(24 2296445),(25 2318808.8),(26 2332339.3),(27 2332537),(28 2328278.5),(29 2309533.5),(30 2281161.3),(31 2242260.3),(32 2199426),(33 2152795.5),(34 2108900.3),(35 2063112.5),(36 2018946.8),(37 1985665.5),(38 1948600.8),(39 1916414.9),(40 1890688.5),(41 1863571.3),(42 1841784.9),(43 1826299.1),(44 1813444.8),(45 1799981.5),(46 1785167.8),(47 1775289.4),(48 1771775.3),(49 1770870.5),(50 1771447.6),(51 1772080.5),(52 1775606.8),(53 1780007.5),(54 1785498.1),(55 1795190.5),(56 1802377.3),(57 1813007.1),(58 1827155.3),(59 1844084.5),(60 1860517.1),(61 1874305.9),(62 1882125.3),(63 1881409.9),(64 1875758.5),(65 1868243),(66 1855791.9),(67 1843267.6),(68 1827812.8),(69 1812191.1),(70 1798555.3),(71 1780712.3),(72 1769337.5),(73 1764754.3),(74 1765269.1),(75 1770320.1),(76 1779772),(77 1795918.1),(78 1812257.4),(79 1826983.4),
(1 19381.338),(2 71795.414),(3 151649.88),(4 252612.89),(5 367899.47),(6 491161.25),(7 620021.3),(8 750306.2),(9 877469.3),(10 999186.4),(11 1112983.1),(12 1221630.3),(13 1322801.3),(14 1417059.8),(15 1501476.1),(16 1577411.9),(17 1642059.8),(18 1696893.9),(19 1742700.4),(20 1777294.8),(21 1807790.3),(22 1829026.6),(23 1843948.1),(24 1853207.4),(25 1855358.3),(26 1849005.9),(27 1838883.6),(28 1821373.9),(29 1797438),(30 1772740.4),(31 1746190.8),(32 1720423.5),(33 1700198.5),(34 1683765.6),(35 1670349.9),(36 1659830.9),(37 1648990),(38 1640828.8),(39 1631582.5),(40 1622847.8),(41 1616387.4),(42 1607343.4),(43 1598733.9),(44 1585428.6),(45 1569106.6),(46 1548116.5),(47 1525648.3),(48 1503881.1),(49 1479738),(50 1455247.6),(51 1432742.3),(52 1413276.8),(53 1396832.6),(54 1382413),(55 1370875.5),(56 1362988.5),(57 1357167.6),(58 1351402.9),(59 1350559.3),(60 1352721.5),(61 1357107.5),(62 1360591.4),(63 1363390.8),(64 1367024.6),(65 1370540.8),(66 1377356.4),(67 1387822),(68 1399196.8),(69 1410844.1),(70 1423657.8),(71 1438506.4),(72 1452411.9),(73 1466601),(74 1481906.8),(75 1496945.8),(76 1512851.9),(77 1531642.5),(78 1553326.5),(79 1575341),
(1 15934.547),(2 57617.465),(3 118033.71),(4 192460.52),(5 275647.03),(6 363665.44),(7 455602),(8 550402.4),(9 646441.1),(10 740456.44),(11 832657.56),(12 923751.56),(13 1013889.1),(14 1097384.5),(15 1180083.9),(16 1257150.5),(17 1328967.5),(18 1393180.1),(19 1455235.9),(20 1512246.8),(21 1570278.3),(22 1622067),(23 1663724.4),(24 1694387.4),(25 1718952.6),(26 1732719.8),(27 1741040.6),(28 1740785.1),(29 1728212),(30 1708442.3),(31 1688034.6),(32 1662692.6),(33 1642420),(34 1618565.1),(35 1595137.6),(36 1575297.9),(37 1554397.8),(38 1532907.8),(39 1509092.6),(40 1481319.9),(41 1453200.6),(42 1423932.3),(43 1393528.3),(44 1362263.3),(45 1329895.4),(46 1299491.4),(47 1270612.4),(48 1241656.6),(49 1215292.8),(50 1191770.5),(51 1171212.4),(52 1155212.6),(53 1143072.6),(54 1135470),(55 1133922.8),(56 1137607),(57 1144362.5),(58 1151635.4),(59 1165236.8),(60 1178956.4),(61 1192269.5),(62 1203872.8),(63 1210524.8),(64 1216374.1),(65 1220353),(66 1221142.6),(67 1220903.1),(68 1218839.4),(69 1213509.8),(70 1205694.5),(71 1197927.1),(72 1192859.1),(73 1187194.5),(74 1181452.3),(75 1172828.1),(76 1163965.3),(77 1154434.1),(78 1145964.6),(79 1141658.5),
(1 18888.916),(2 70231.13),(3 149363.17),(4 251198.53),(5 368460.84),(6 496613.06),(7 631590.75),(8 767302.8),(9 897398.06),(10 1022385),(11 1139285.1),(12 1247711.1),(13 1347547.4),(14 1439884.6),(15 1521069.5),(16 1589702.4),(17 1647226),(18 1696747.6),(19 1737149.8),(20 1769150.9),(21 1792019.8),(22 1806283.4),(23 1813349.8),(24 1820199.9),(25 1823996.9),(26 1824990.3),(27 1820738.3),(28 1811458),(29 1800116.4),(30 1791317.3),(31 1782288.3),(32 1772785.4),(33 1763557.8),(34 1757209.9),(35 1755643.1),(36 1754089.8),(37 1755312.3),(38 1752635),(39 1749244),(40 1747365.8),(41 1745108.1),(42 1740706.8),(43 1736975.4),(44 1734123.9),(45 1730794.5),(46 1726266.4),(47 1719261.3),(48 1709301.6),(49 1700013.9),(50 1687565.1),(51 1676659.8),(52 1663664.9),(53 1650439.6),(54 1635007.5),(55 1621096.1),(56 1605116),(57 1591003.1),(58 1577754.1),(59 1566340),(60 1559949.1),(61 1559533.3),(62 1563158.5),(63 1568411.6),(64 1579343.1),(65 1596733.5),(66 1618782.6),(67 1644350.4),(68 1667852.5),(69 1692186.3),(70 1716421.1),(71 1740179.6),(72 1765042.6),(73 1789376.1),(74 1810850.8),(75 1830187),(76 1848492.5),(77 1862919.5),(78 1872174.3),(79 1874235.4),
(1 17680.475),(2 65699.95),(3 137382.55),(4 226957.16),(5 327545.13),(6 434899.16),(7 543604.44),(8 650105.75),(9 753502.9),(10 851157.75),(11 940609.1),(12 1021376.06),(13 1091251.1),(14 1153312.9),(15 1207215.6),(16 1251237),(17 1285620.5),(18 1308331.9),(19 1321981.6),(20 1329022.8),(21 1330123.6),(22 1324099.9),(23 1311824),(24 1291006.9),(25 1264280.1),(26 1234474.8),(27 1202532.3),(28 1166396.1),(29 1129940.3),(30 1095438.1),(31 1068898),(32 1046798.7),(33 1031145.7),(34 1024899.94),(35 1025429.94),(36 1036277.94),(37 1055572.4),(38 1077544.5),(39 1103889.1),(40 1131697),(41 1156490.8),(42 1179784.1),(43 1199098.3),(44 1214578.6),(45 1225465.6),(46 1235387.4),(47 1243725.3),(48 1248062.6),(49 1249109),(50 1247392.8),(51 1246342.9),(52 1245004.3),(53 1244075.9),(54 1246355.8),(55 1250537.9),(56 1254971.9),(57 1258581.8),(58 1259081.6),(59 1260004.3),(60 1263197.1),(61 1265085.3),(62 1265806.8),(63 1268027.6),(64 1272788.1),(65 1280767.3),(66 1292470),(67 1307314.6),(68 1323655.6),(69 1341918.5),(70 1362060.6),(71 1386336.1),(72 1411845.9),(73 1438478.8),(74 1461765.1),(75 1484605),(76 1504493.8),(77 1522094.9),(78 1537106),(79 1547721.8),
(1 19785.436),(2 73265.516),(3 153891.22),(4 254356.8),(5 367076.03),(6 484042.3),(7 596831.4),(8 703692.06),(9 799848.06),(10 884550.94),(11 953904.6),(12 1011514.75),(13 1054193.6),(14 1084926.8),(15 1106612.8),(16 1115448.5),(17 1114227.3),(18 1103711.1),(19 1085566.3),(20 1066672.8),(21 1045794.5),(22 1022402.1),(23 997688),(24 970764.2),(25 941496.2),(26 910544.56),(27 879632.2),(28 852331.94),(29 826890.7),(30 803975),(31 787943.8),(32 777271.4),(33 775045.06),(34 781355.4),(35 795263.4),(36 816508.06),(37 844302.25),(38 874601.6),(39 906930.75),(40 937893.06),(41 962628.8),(42 982099.4),(43 999121.06),(44 1011412.6),(45 1022116.06),(46 1031276.2),(47 1041635.4),(48 1051031.5),(49 1060371.9),(50 1072470.6),(51 1087981.8),(52 1102048.8),(53 1115910.6),(54 1127350.3),(55 1137733.9),(56 1143850.9),(57 1148340.9),(58 1150789.8),(59 1150202.1),(60 1149796.3),(61 1148473.4),(62 1147694.3),(63 1150047.3),(64 1151358.3),(65 1154700.6),(66 1159544),(67 1163413.8),(68 1167388.1),(69 1170964.4),(70 1172544.5),(71 1176737.8),(72 1178162),(73 1179963.3),(74 1179547.5),(75 1177701.5),(76 1178933),(77 1182270.3),(78 1190885.5),(79 1204277.8),
(1 17188.604),(2 63218.035),(3 130327.82),(4 210823.86),(5 298074.44),(6 385770.94),(7 468638.56),(8 544947.4),(9 613587.3),(10 673942.06),(11 726438.8),(12 771153.75),(13 805940.8),(14 836126.56),(15 860302.06),(16 877810.5),(17 890297.3),(18 897061.7),(19 896859),(20 890769.06),(21 880111.44),(22 865087.1),(23 848739.56),(24 827146.25),(25 800839.3),(26 769638.25),(27 737334),(28 703423.1),(29 671785.3),(30 644615.56),(31 622923.1),(32 608596.3),(33 603619.8),(34 610294.56),(35 622617.5),(36 639937.3),(37 664013.6),(38 688664),(39 711802.25),(40 733633.1),(41 752510.5),(42 770215.1),(43 785802.5),(44 800135.3),(45 814122.75),(46 827649.5),(47 842885.75),(48 860879),(49 880298.06),(50 902206.75),(51 926851),(52 953620.6),(53 984241.6),(54 1015694.4),(55 1046552.4),(56 1075342.4),(57 1100955.3),(58 1120418.3),(59 1131937.8),(60 1137738.9),(61 1140326.3),(62 1138401.1),(63 1135109),(64 1129373.1),(65 1122834.1),(66 1115599.8),(67 1108891.4),(68 1103996.1),(69 1102082.6),(70 1100376.9),(71 1103853.8),(72 1106507.1),(73 1110476.6),(74 1111536.5),(75 1110768.1),(76 1108886.4),(77 1101929.3),(78 1094900.3),(79 1087689.8),
(1 14496.079),(2 52928.5),(3 108035.41),(4 172068.92),(5 238747.81),(6 303411.34),(7 362904.38),(8 413958.47),(9 454680.94),(10 484034.53),(11 504754.1),(12 517486.75),(13 525471.56),(14 530626.2),(15 535004.56),(16 539148.44),(17 543973.5),(18 549777.7),(19 557949.6),(20 566375.94),(21 576699.94),(22 586810.9),(23 595604.75),(24 599531.8),(25 596388.5),(26 590842.9),(27 584019.1),(28 581885.2),(29 587667.06),(30 598758.3),(31 616007.75),(32 641966.4),(33 672694.56),(34 707651.44),(35 742633.9),(36 773029.8),(37 795910.94),(38 807864),(39 816312.9),(40 817173.3),(41 809205.7),(42 796054.56),(43 778314.9),(44 759823.44),(45 741664.5),(46 727433.75),(47 716909.25),(48 710491.1),(49 709030.8),(50 711025.8),(51 714533.8),(52 719365.3),(53 722542),(54 725126.8),(55 726381.94),(56 728230.1),(57 732469.8),(58 740645.2),(59 753373.7),(60 767230.56),(61 783163.7),(62 799237.9),(63 815883.6),(64 831464.56),(65 844104.7),(66 855337.7),(67 865344.4),(68 875365.8),(69 884204.56),(70 889790.5),(71 896788.75),(72 899740.56),(73 899460.5),(74 898362.5),(75 895355.5),(76 893850.9),(77 894023.44),(78 893664.1),(79 894038.9),
(1 17295.488),(2 63625.645),(3 130998.07),(4 209257.69),(5 292161.9),(6 373945.78),(7 449532.28),(8 515173.06),(9 567486.75),(10 607455.44),(11 635733.5),(12 655499.3),(13 667560.06),(14 673875),(15 677443.56),(16 678934.4),(17 679494.9),(18 680059),(19 678999.3),(20 675819.8),(21 674341.3),(22 670339.3),(23 663919.56),(24 654621),(25 645388.56),(26 638725.94),(27 637132.1),(28 642580),(29 658861.6),(30 682356.56),(31 711830.7),(32 748627),(33 790204.06),(34 834530.94),(35 877734.7),(36 917437.5),(37 952385.06),(38 977325.06),(39 990349.5),(40 990655),(41 981264.9),(42 965724.2),(43 945815.6),(44 925253.3),(45 906655),(46 888430.3),(47 875030.94),(48 866133.6),(49 859250.7),(50 854469.1),(51 852462.94),(52 852506.1),(53 856497.06),(54 861971.6),(55 866189.5),(56 870339.2),(57 874526.1),(58 873964.2),(59 870539.56),(60 865178.1),(61 857744.2),(62 848495.8),(63 840548.9),(64 832343.8),(65 825259.1),(66 819741),(67 815382.75),(68 811880),(69 810449.6),(70 809183.8),(71 807955.4),(72 806826.9),(73 807064.9),(74 808189.94),(75 807991.6),(76 807487.1),(77 805713.06),(78 804033.44),(79 806634.7),
