1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9481.581),(2 18127.023),(3 39478.32),(4 57872.375),(5 86120.914),(6 111008.336),(7 144494.45),(8 174072.73),(9 213735.77),(10 247733.42),(11 290072.6),(12 328987.44),(13 377512),(14 422453.5),(15 477876.66),(16 529414.9),(17 592132),(18 651562.8),(19 719114.3),(20 786711.8),(21 867741.06),(22 955897.2),(23 1060782.4),(24 1168005.9),(25 1289902.9),(26 1412208),(27 1554034.4),(28 1703572.6),(29 1875565.6),(30 2044097.4),(31 2235660.8),(32 2431278.3),(33 2621840.8),(34 2791202),(35 2964467.3),(36 3134525.3),(37 3309963),(38 3487600.8),(39 3679160),(40 3860073),(41 4051022),(42 4252239.5),(43 4449972.5),(44 4639570.5),(45 4828909),(46 5006564),(47 5205858.5),(48 5392168.5),(49 5579575.5),(50 5769668.5),(51 5958550.5),(52 6143808),(53 6333697.5),(54 6509206),(55 6716504),(56 6917448),(57 7120712),(58 7315674.5),(59 7494668),(60 7661336.5),(61 7842574.5),(62 7968258.5),(63 8093457.5),(64 8211676),(65 8312789.5),(66 8406401),(67 8486261),(68 8543316),(69 8587498),(70 8600792),(71 8612488),(72 8596220),(73 8569201),(74 8515993),(75 8464940),(76 8379668.5),(77 8308587.5),(78 8219953.5),(79 8156474.5),
(1 11829.173),(2 42013.645),(3 90672.39),(4 153622.84),(5 231055.88),(6 318142.97),(7 412855.6),(8 512920.34),(9 612252.06),(10 715752.44),(11 819469.5),(12 915100.7),(13 1008569.4),(14 1095640),(15 1179828.8),(16 1256863),(17 1326843.6),(18 1393371.5),(19 1451533.8),(20 1504168.4),(21 1553501.9),(22 1595072.8),(23 1633269),(24 1663744),(25 1688404),(26 1712821.9),(27 1728627.3),(28 1741957.9),(29 1750214.1),(30 1754776),(31 1759947.5),(32 1759309.4),(33 1755016),(34 1750490.6),(35 1745246.8),(36 1739254.3),(37 1731419.3),(38 1720812),(39 1709229.4),(40 1700621.9),(41 1690572),(42 1678411.9),(43 1666527.9),(44 1649995.3),(45 1634070.8),(46 1614202.3),(47 1598846.3),(48 1581501.9),(49 1566140.5),(50 1552570.1),(51 1541141.4),(52 1535605),(53 1531506.1),(54 1530379.5),(55 1530838.1),(56 1532115.1),(57 1535708.9),(58 1539729),(59 1548515.9),(60 1559633.9),(61 1570861.3),(62 1581345.6),(63 1595156),(64 1604522.3),(65 1617693.4),(66 1627840),(67 1639224.1),(68 1650056),(69 1659447.6),(70 1665787.3),(71 1674022.6),(72 1682587.1),(73 1692131.3),(74 1704037.9),(75 1717363.6),(76 1732993.4),(77 1752509),(78 1773156),(79 1799041.9),
(1 11467.161),(2 40649.64),(3 86786.6),(4 145391.75),(5 216329.06),(6 296649.34),(7 382663.03),(8 469792.34),(9 557118.2),(10 644949.9),(11 727572.06),(12 800786.56),(13 868410.75),(14 929711.5),(15 986903.2),(16 1035798.8),(17 1080386.6),(18 1119156.1),(19 1152817.8),(20 1180400.4),(21 1205185),(22 1228475),(23 1244510.4),(24 1256355.1),(25 1265460.9),(26 1273197),(27 1275802.8),(28 1275006.6),(29 1273273.9),(30 1266949),(31 1262825.4),(32 1251410.4),(33 1238715.9),(34 1225577.9),(35 1210115),(36 1194039.4),(37 1178520.6),(38 1162171.4),(39 1147141.3),(40 1132489.6),(41 1119061),(42 1108029.9),(43 1096226.1),(44 1086050.5),(45 1077501.1),(46 1069474.4),(47 1059205.4),(48 1049023.6),(49 1040974.8),(50 1029929.3),(51 1019688.5),(52 1009219.5),(53 998748.3),(54 990363.8),(55 981730.94),(56 973200.06),(57 965541.44),(58 958271.8),(59 951663.94),(60 946972),(61 940960.3),(62 936615.3),(63 933757.3),(64 929392),(65 928434.06),(66 924658.06),(67 922821.8),(68 922952.7),(69 922593.3),(70 924024.3),(71 929202.5),(72 934695.7),(73 941663.06),(74 950940),(75 962216.7),(76 974155.56),(77 988508.94),(78 1002337.3),(79 1018791.7),
(1 11277.643),(2 40106.46),(3 85455.1),(4 143291.31),(5 211963.13),(6 288137.06),(7 370388.1),(8 453537.4),(9 533971.4),(10 613371.9),(11 688194.5),(12 756420.2),(13 818408),(14 875025.75),(15 928735.2),(16 974145.94),(17 1012576.94),(18 1046260.5),(19 1072719.6),(20 1094666.1),(21 1111310.9),(22 1123971.6),(23 1130791.5),(24 1130040.6),(25 1125406.8),(26 1114832),(27 1098674.4),(28 1082043.3),(29 1059211.9),(30 1032675.7),(31 1003455.8),(32 973567.2),(33 943352.9),(34 913708.6),(35 886098.25),(36 860471.94),(37 836922.8),(38 815411.44),(39 797000.56),(40 782887.06),(41 772975.25),(42 767551.44),(43 763609.6),(44 762628.94),(45 764736.25),(46 767879.7),(47 777123.6),(48 788092.25),(49 804910.2),(50 819351.25),(51 834905.2),(52 853609.1),(53 872696.2),(54 892385.1),(55 911815.2),(56 928991.44),(57 944451.44),(58 957964.75),(59 972730.6),(60 985853.94),(61 997621.6),(62 1010603.8),(63 1021084.6),(64 1027932.56),(65 1031962.9),(66 1034827.7),(67 1035417.8),(68 1037111.5),(69 1036934.06),(70 1034011.4),(71 1032500.5),(72 1029402.4),(73 1025440.75),(74 1020843.4),(75 1013806.8),(76 1003638),(77 990888.9),(78 976327.8),(79 958728.75),
(1 10462.279),(2 36854.19),(3 77846.49),(4 129137.79),(5 189289.52),(6 256009.42),(7 327362.16),(8 398073.44),(9 465899.4),(10 533617.6),(11 595314.56),(12 650559.44),(13 699720.3),(14 744598.6),(15 787518.94),(16 825038.4),(17 857174.2),(18 888076.4),(19 915300.3),(20 936801.2),(21 955364.6),(22 969648.75),(23 980713.4),(24 984822.06),(25 986305.25),(26 980980.25),(27 970999.5),(28 954680.6),(29 936409.8),(30 911651.7),(31 879049.94),(32 846942.2),(33 814995.94),(34 786036.3),(35 760619.75),(36 739240.94),(37 720885.75),(38 707286.4),(39 694066.3),(40 684505.8),(41 678355.06),(42 675986.94),(43 675104.8),(44 677053.1),(45 678296.06),(46 680273.8),(47 683393.7),(48 685433.2),(49 687887.06),(50 688266.2),(51 687504.06),(52 686784.3),(53 686303.25),(54 687666.25),(55 686417.94),(56 682950.9),(57 679044.3),(58 675753.75),(59 670475.8),(60 666896),(61 663771.25),(62 662341.5),(63 662587.94),(64 660748.3),(65 661887.94),(66 662272.8),(67 664720.25),(68 666717.6),(69 670020.06),(70 673545.8),(71 679462.5),(72 684584.25),(73 690094.2),(74 693203.4),(75 696675.06),(76 698427.7),(77 699606.4),(78 700692.5),(79 699444.25),
(1 14241.908),(2 51458.82),(3 109558.72),(4 183468.08),(5 269929.03),(6 365796.84),(7 467215.03),(8 570497.75),(9 667577.94),(10 761734.56),(11 849194.25),(12 926351.25),(13 994183.6),(14 1054254.6),(15 1106129.3),(16 1148495.5),(17 1182791.8),(18 1210180.9),(19 1231674.6),(20 1247241.6),(21 1258559.4),(22 1265710.5),(23 1268601.4),(24 1264828.9),(25 1260138.5),(26 1252696.5),(27 1240088.3),(28 1227845.4),(29 1210971.6),(30 1193181.8),(31 1168727.9),(32 1142244.1),(33 1111290.5),(34 1078672.5),(35 1049749.9),(36 1024272.06),(37 1000794.25),(38 979581.6),(39 961254.8),(40 945477.7),(41 928548.3),(42 912691.9),(43 896242),(44 883037.75),(45 871187.94),(46 861141.44),(47 852516.75),(48 842854.3),(49 831295.25),(50 820872),(51 811016.8),(52 802883.94),(53 795114.5),(54 788337.3),(55 782843.1),(56 779268.9),(57 776876),(58 778938.44),(59 782856.9),(60 785570.7),(61 790208.94),(62 796396.94),(63 802885.25),(64 810864.25),(65 818676.75),(66 825197.3),(67 831658.5),(68 835947.25),(69 837972.3),(70 836405.56),(71 834282.5),(72 829412.5),(73 822318.8),(74 813187.56),(75 802093.5),(76 788740.3),(77 774039.56),(78 761038.3),(79 748067.56),
(1 12250.159),(2 44020.582),(3 93249.99),(4 153872.78),(5 223087.61),(6 298264.34),(7 375798.4),(8 451959.88),(9 523429.13),(10 591077.94),(11 651378.6),(12 703624.6),(13 746562.2),(14 783647.94),(15 816832.8),(16 843241.06),(17 864378.1),(18 885281.56),(19 905285.56),(20 921841.6),(21 939403.1),(22 955569.56),(23 970051.7),(24 981953.06),(25 991942.44),(26 1002114.06),(27 1009219.9),(28 1016211.06),(29 1018271.9),(30 1019175.9),(31 1014992.6),(32 1007019.2),(33 991725.2),(34 973983.4),(35 954828.94),(36 934522.2),(37 914659.6),(38 893928.8),(39 874282.9),(40 855303.6),(41 840528.7),(42 824132.7),(43 809869.25),(44 797292.8),(45 784659.06),(46 771126.44),(47 760277.2),(48 749699.06),(49 740613.7),(50 733144.7),(51 725907.8),(52 718750.2),(53 716551.3),(54 714700.9),(55 714113.56),(56 714635.2),(57 715536.4),(58 719680.1),(59 723524.1),(60 724088.94),(61 724650.6),(62 727806.1),(63 731081.75),(64 733833.06),(65 738544.4),(66 741837.2),(67 745966.25),(68 750872.4),(69 753272.4),(70 753906.9),(71 754871.8),(72 755264),(73 754199.94),(74 750942.8),(75 745674),(76 740333.56),(77 734577.75),(78 726985.4),(79 718501.44),
(1 14924.8125),(2 54407.12),(3 116637.12),(4 196900.78),(5 290311.8),(6 394510.16),(7 504347.97),(8 612887.44),(9 716172.56),(10 814519.75),(11 901099.5),(12 975510.6),(13 1038130.8),(14 1091032.4),(15 1135506.1),(16 1168986.1),(17 1191201.1),(18 1208574.8),(19 1215564.8),(20 1220257.8),(21 1222015.4),(22 1218121.3),(23 1209131.9),(24 1197761.1),(25 1181083.8),(26 1162905.3),(27 1140405.9),(28 1112997.9),(29 1080585.6),(30 1045803.2),(31 1005343.06),(32 962122.25),(33 919050.25),(34 876509.8),(35 838804.5),(36 803973.25),(37 771643.9),(38 745869.25),(39 725584.4),(40 710930.44),(41 703453.1),(42 701241.4),(43 702190.1),(44 706115.6),(45 710710.25),(46 717053.3),(47 724182.3),(48 731676.1),(49 737270.1),(50 746094),(51 756960.75),(52 766093.7),(53 775556.56),(54 786926.2),(55 798644.56),(56 811395.94),(57 821141.2),(58 832790.8),(59 841038.2),(60 848852),(61 854574.44),(62 857923.6),(63 859817.44),(64 858066.06),(65 854426.8),(66 848270.9),(67 841103.4),(68 829832.4),(69 817904.7),(70 806046.06),(71 792937.44),(72 778767.06),(73 764420.1),(74 749533.75),(75 734920.56),(76 723318.4),(77 711416.7),(78 701600.56),(79 694018.94),
(1 13130.844),(2 47935.08),(3 102063.74),(4 171037.92),(5 251270.33),(6 338184.3),(7 427538.06),(8 513244.72),(9 591720.4),(10 662746.8),(11 721166),(12 766735.4),(13 799390.44),(14 823810.94),(15 841799.2),(16 850934.2),(17 853678.9),(18 852929.4),(19 848679.8),(20 842153.8),(21 833053.8),(22 821423.8),(23 805407.25),(24 786548.06),(25 763984.94),(26 742666.6),(27 718388.94),(28 694893.94),(29 671797.2),(30 650059.4),(31 627736.2),(32 606618.5),(33 585029.44),(34 565955.6),(35 549666.3),(36 537332.06),(37 527429.44),(38 520570.13),(39 517036.6),(40 517065.34),(41 520854.78),(42 526629.4),(43 534414.44),(44 543125.7),(45 550855.7),(46 560327.75),(47 570286.5),(48 578669.75),(49 589375.8),(50 602349.8),(51 615220.8),(52 635275),(53 657888.6),(54 684272.9),(55 712576.4),(56 740723.06),(57 768996.5),(58 796049.56),(59 820396.44),(60 840608.7),(61 855087.9),(62 864576.94),(63 869344.9),(64 869653.06),(65 865736.94),(66 858205.44),(67 848878.1),(68 836029.7),(69 820555.9),(70 804867.6),(71 789288.2),(72 772928.25),(73 756801.7),(74 738555.75),(75 722307.2),(76 706184.8),(77 689037.75),(78 672933.25),(79 656410.6),
(1 13479.668),(2 49590.875),(3 105313.055),(4 176815.25),(5 257454.36),(6 344839.5),(7 433559.94),(8 517687.7),(9 593030.8),(10 657979.3),(11 711468.4),(12 750815.94),(13 779548.56),(14 798783.4),(15 809668.5),(16 813787.25),(17 811714.1),(18 805661.4),(19 793637.9),(20 777982),(21 759869.4),(22 740877),(23 718659.94),(24 696093.9),(25 673445.56),(26 653568),(27 634665),(28 617419),(29 604946.75),(30 596131.44),(31 590147.94),(32 586951.8),(33 584225.44),(34 585434.1),(35 587625.8),(36 591564.2),(37 596340.06),(38 601134),(39 605839.2),(40 612081.2),(41 617601.25),(42 621827.3),(43 622957.25),(44 625189.9),(45 623736.2),(46 620698.06),(47 616428.94),(48 614413.5),(49 613548.1),(50 612878.9),(51 613389.44),(52 616835.44),(53 623756.75),(54 634043.3),(55 645864.25),(56 660702),(57 675220.5),(58 691634.06),(59 707473.3),(60 721208.94),(61 733343.25),(62 745080.3),(63 755347.4),(64 764603.6),(65 773087.5),(66 775760.75),(67 777814.94),(68 776618.5),(69 771762.7),(70 763489.5),(71 749084.3),(72 732480.9),(73 714356.9),(74 695498),(75 677699.8),(76 659746.75),(77 641682.25),(78 626918),(79 612168.1),
(1 12986.216),(2 46934.063),(3 99462.46),(4 165857.84),(5 240023.63),(6 319135.72),(7 397803.94),(8 470450.97),(9 533849.2),(10 588617.44),(11 633210.6),(12 664261.7),(13 686845.4),(14 702857.1),(15 713269.7),(16 719957.44),(17 722588.4),(18 722938.4),(19 720486.5),(20 715084.44),(21 708031.4),(22 699621.25),(23 687910.94),(24 675018.1),(25 658393.56),(26 643954.94),(27 627393.8),(28 609587.8),(29 592438.6),(30 576283.4),(31 560924.4),(32 547418.1),(33 535396.6),(34 526039.2),(35 519353.78),(36 514250.16),(37 509627.94),(38 506695.78),(39 505802.88),(40 506018.22),(41 508427.56),(42 512513.56),(43 517546.06),(44 525408.5),(45 535139.2),(46 546205.8),(47 555597.44),(48 563457.8),(49 569491.7),(50 574851.6),(51 578830.1),(52 583552.56),(53 586797.5),(54 589899.25),(55 593088),(56 597966.75),(57 602319),(58 607325.75),(59 613288.9),(60 616961.4),(61 621656.6),(62 625241.6),(63 627252.44),(64 627290.2),(65 625110.2),(66 620613),(67 614343.25),(68 605597),(69 595377.75),(70 583854.94),(71 572370.4),(72 560101.8),(73 550057.94),(74 539229.4),(75 530727.5),(76 522123.7),(77 516215.94),(78 511679.72),(79 508591.03),
(1 10759.368),(2 38523.36),(3 82089.09),(4 135816.11),(5 195132.98),(6 256576.48),(7 316602.13),(8 370040.84),(9 415258.5),(10 451537.25),(11 479751.44),(12 498727.84),(13 510930.84),(14 520321.3),(15 529013.75),(16 534134.8),(17 538925.94),(18 540689.25),(19 541034.25),(20 538620.94),(21 535436.6),(22 527747.44),(23 518428.97),(24 505439.72),(25 491073.66),(26 477004.06),(27 461467.6),(28 448978.84),(29 438917.6),(30 431904.38),(31 428340.88),(32 428898.47),(33 431749.06),(34 438621.16),(35 446901.5),(36 457942.44),(37 470107.1),(38 483765.16),(39 497793.66),(40 510947.88),(41 521159.72),(42 528213.25),(43 532257.06),(44 533265),(45 530979.7),(46 526707.5),(47 517632.22),(48 508782.16),(49 500618),(50 492658),(51 485370.47),(52 480519.66),(53 477358),(54 476258.84),(55 475989.88),(56 474980.84),(57 472123.84),(58 467890.84),(59 464393.88),(60 459995.34),(61 455621.16),(62 451938.25),(63 448965.1),(64 445624.3),(65 443592.44),(66 441542.3),(67 440054.97),(68 437925.78),(69 436602.47),(70 434040.63),(71 433396.97),(72 431805.4),(73 431050.9),(74 431014.34),(75 431098),(76 431220.16),(77 431383.16),(78 431482.8),(79 431703.16),
(1 10717.384),(2 38266.72),(3 80962.5),(4 133916.64),(5 193424.7),(6 258566.64),(7 323222.97),(8 384370.13),(9 439809.84),(10 487704.78),(11 527658.3),(12 556796.44),(13 576970.25),(14 587775),(15 591953.3),(16 587673.5),(17 576776.06),(18 559301.25),(19 538529.5),(20 513282.63),(21 487875.34),(22 461094.9),(23 435846.13),(24 412260.7),(25 392281.25),(26 376074.75),(27 361737.88),(28 351604.3),(29 345057.75),(30 341773.75),(31 342948.88),(32 348934.84),(33 357695.53),(34 368557.63),(35 380865.38),(36 391898.78),(37 401056.4),(38 406732.34),(39 409818.38),(40 410812.63),(41 410295.4),(42 408616.84),(43 407493.88),(44 407050.94),(45 407025.7),(46 406717.72),(47 405421.78),(48 403398.94),(49 402391.97),(50 398383.34),(51 394583.28),(52 391175.16),(53 386608.3),(54 384091.78),(55 379491.72),(56 377115.56),(57 371878.97),(58 368563.2),(59 365707.97),(60 363418),(61 362432.66),(62 362843),(63 364530.78),(64 366430.3),(65 368981.13),(66 372241.5),(67 375070.2),(68 379933.22),(69 383927.88),(70 387006.63),(71 390882.8),(72 393746.94),(73 396949.84),(74 399353.3),(75 399914.06),(76 400199.16),(77 399967.63),(78 400874.47),(79 401721.38),
(1 10291.269),(2 36924.758),(3 77487.414),(4 127524.65),(5 183804.92),(6 242052.7),(7 299404.3),(8 352140.22),(9 397494.3),(10 437244.38),(11 469350.6),(12 492960.66),(13 508897.53),(14 519670),(15 525635.94),(16 522968.66),(17 514463.03),(18 499835.22),(19 480127.78),(20 455684),(21 429336.22),(22 400450.78),(23 371770.56),(24 345577.6),(25 321755.6),(26 302526.66),(27 285370.88),(28 271373.63),(29 261335.67),(30 255085.98),(31 252973.77),(32 256301.89),(33 263927.16),(34 275879.63),(35 290964.22),(36 308270.88),(37 327104.1),(38 346462.88),(39 365056.03),(40 383904.63),(41 402396.5),(42 419120.97),(43 432900.56),(44 444553.44),(45 451162.56),(46 454311.53),(47 452115.8),(48 446072.5),(49 438155.97),(50 428000.38),(51 416288.2),(52 405932.56),(53 394473.88),(54 382314.84),(55 368252.03),(56 355786.7),(57 343761.63),(58 333205.2),(59 324005.06),(60 316700.28),(61 312182.47),(62 309345.03),(63 307638.03),(64 307224.66),(65 308260.7),(66 310802.03),(67 314462.94),(68 320629.22),(69 328918.63),(70 338003.16),(71 348094.5),(72 359747.2),(73 369923.94),(74 379733.63),(75 388900.47),(76 395946.28),(77 401038.3),(78 405157.53),(79 407545.3),
(1 9178.725),(2 32309.637),(3 67541.82),(4 110870.664),(5 158941.02),(6 209109.06),(7 258211.89),(8 302395.72),(9 341387.34),(10 375588.94),(11 403178.88),(12 423761.5),(13 438516.75),(14 447206.13),(15 452543.56),(16 449855.34),(17 441527.56),(18 428375.56),(19 409043.47),(20 385808.75),(21 359178.9),(22 331737.97),(23 305085.13),(24 280233.03),(25 258402.8),(26 240768.1),(27 227548.48),(28 218488.4),(29 214188.78),(30 214811.84),(31 219212.47),(32 229193.06),(33 244252.63),(34 262720.47),(35 283310.16),(36 304514.16),(37 324156.8),(38 341073.03),(39 355186.2),(40 366459.72),(41 374084.3),(42 378579.56),(43 380284.75),(44 380006.34),(45 378278),(46 374123.13),(47 366378.34),(48 357172.53),(49 346504.03),(50 333887.7),(51 320490.5),(52 308688.28),(53 297064.66),(54 285561.03),(55 273079.94),(56 262288.1),(57 253833.44),(58 246805.9),(59 242330.89),(60 240864.95),(61 243599),(62 249004.27),(63 256824.89),(64 267124.03),(65 278411.56),(66 290272.97),(67 301540.6),(68 311592.88),(69 320582.25),(70 328514),(71 335907.66),(72 341291.97),(73 344757.8),(74 346768.1),(75 346565.53),(76 344977.44),(77 342060.97),(78 338302.44),(79 334049.13),
(1 9609.251),(2 33787.89),(3 69969.85),(4 113869.47),(5 162367.84),(6 212053.73),(7 260517.6),(8 303302.28),(9 340129.88),(10 371797.56),(11 396192.8),(12 413881.88),(13 426228.22),(14 433355.5),(15 436759.6),(16 434221.6),(17 427215.78),(18 414631.8),(19 397644.2),(20 377396.53),(21 354431.2),(22 329632.28),(23 306450.5),(24 285069.34),(25 266916.78),(26 253924.11),(27 245783.98),(28 241632.33),(29 241523.42),(30 244274.78),(31 248888.14),(32 256042.58),(33 265831.38),(34 276659.66),(35 287697.13),(36 300239.97),(37 311208.66),(38 320506.06),(39 328542.8),(40 335422.97),(41 339559.4),(42 341763.28),(43 341608.4),(44 339603.5),(45 336387.66),(46 330742.8),(47 324475.66),(48 316134.88),(49 307433.22),(50 297509.16),(51 289141.66),(52 282740.56),(53 275742.75),(54 269800.88),(55 264161.75),(56 259927.48),(57 255916.72),(58 253497.89),(59 253082.63),(60 254915.11),(61 258736.38),(62 265251.34),(63 274192.6),(64 284546.1),(65 294864.63),(66 305754.7),(67 315694.44),(68 323792.84),(69 331390.56),(70 336777.2),(71 341361.97),(72 343048.44),(73 342657.44),(74 339832.22),(75 335393.22),(76 328169.1),(77 320196.7),(78 311782.28),(79 303350.44),
(1 9398.361),(2 33136.47),(3 68187.234),(4 111244.81),(5 158489.31),(6 206553.19),(7 251765.23),(8 290721.13),(9 321864.13),(10 346746.25),(11 364411.13),(12 374232.66),(13 378454.7),(14 375742.13),(15 367401.38),(16 356939.25),(17 342650.4),(18 325121.4),(19 306499.25),(20 287351),(21 269291.1),(22 252930.36),(23 240477.33),(24 231314.86),(25 226813.67),(26 227040.55),(27 230467.08),(28 236405.95),(29 243881.6),(30 252086.42),(31 260412.27),(32 267519.44),(33 273185.16),(34 279138.63),(35 283139.56),(36 287354.66),(37 291054.66),(38 294443.25),(39 297826.2),(40 300443.4),(41 304170.44),(42 308269.13),(43 312514.9),(44 316872.94),(45 321775.3),(46 325149.5),(47 326528.25),(48 326027.66),(49 324244.75),(50 320376.63),(51 314889.47),(52 308311.38),(53 299115.3),(54 289440.34),(55 278854.38),(56 268401.25),(57 259169.36),(58 251499.81),(59 245929.33),(60 242401.33),(61 241041.05),(62 241434.45),(63 243705.22),(64 248528.03),(65 255545.9),(66 263237.22),(67 271973.44),(68 281756),(69 292225.94),(70 303241.25),(71 313220.44),(72 320818.63),(73 326754.13),(74 331246.88),(75 331693.22),(76 329595.16),(77 323897.63),(78 316207.3),(79 307156.13),
(1 8592.939),(2 30253.492),(3 62437.41),(4 102138.69),(5 145831.22),(6 191125.38),(7 234500.48),(8 272274.56),(9 302999.66),(10 327773.34),(11 345710.03),(12 356753.72),(13 363800.72),(14 366180.2),(15 364552.84),(16 360039.78),(17 350674.2),(18 337632.2),(19 320468.06),(20 300674.1),(21 278444.88),(22 255820.53),(23 234683.64),(24 216438.17),(25 202271.17),(26 194228.06),(27 192347.95),(28 194587.27),(29 201264.94),(30 210701.22),(31 221748.2),(32 233136.06),(33 243495.11),(34 252972),(35 261386.48),(36 268151.06),(37 272945.3),(38 275865.56),(39 276959.13),(40 276559.94),(41 275486.88),(42 273255.22),(43 272381.16),(44 270567.2),(45 269842.8),(46 268288),(47 267923.6),(48 266593.78),(49 265215.13),(50 263815.78),(51 263014.28),(52 262707.47),(53 262899.7),(54 264673.06),(55 266055.44),(56 267960.53),(57 269784.1),(58 273004.47),(59 275696.5),(60 277568.16),(61 279984.56),(62 282214.06),(63 284011.16),(64 285075.97),(65 285122.5),(66 284085.13),(67 282376.63),(68 280929.16),(69 280032.53),(70 278765.06),(71 278034.8),(72 277189.56),(73 275776.13),(74 275027.03),(75 273666.3),(76 272177.13),(77 270661.97),(78 268544.53),(79 265316.66),
