1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59108.8),(2 78669.65),(3 68071.86),(4 146341.05),(5 201460.89),(6 220042.92),(7 307908.06),(8 381273.4),(9 388765.22),(10 498230.6),(11 642296.44),(12 697813.94),(13 840934.06),(14 960951),(15 1014140.3),(16 1163041.5),(17 1271265.4),(18 1320989.6),(19 1447004),(20 1555239.9),(21 1603558.4),(22 1744504),(23 1876976.4),(24 1929126.5),(25 2075434.4),(26 2195303.3),(27 2249982.8),(28 2398073.8),(29 2495543),(30 2537784.3),(31 2687659.8),(32 2779249.8),(33 2788608.8),(34 2910044.8),(35 2991891.3),(36 3009532),(37 3145074.8),(38 3238131.3),(39 3253845),(40 3396923.8),(41 3507438),(42 3553832),(43 3721439),(44 3825260),(45 3873372.8),(46 4032419.3),(47 4160113.3),(48 4210441.5),(49 4375042),(50 4512070),(51 4597553.5),(52 4797761),(53 4975184.5),(54 5070390),(55 5279804.5),(56 5443605.5),(57 5535370.5),(58 5715626),(59 5864248.5),(60 5947752),(61 6141901.5),(62 6299973.5),(63 6387509.5),(64 6593404),(65 6740702.5),(66 6848274),(67 7052922.5),(68 7229432),(69 7346946.5),(70 7569500.5),(71 7735840),(72 7871044),(73 8088137.5),(74 8240083.5),(75 8381972),(76 8580481),(77 8721629),(78 8860059),(79 9094371),
(1 17747.355),(2 62219.76),(3 131569.66),(4 225478.73),(5 340615.66),(6 474969.78),(7 626339.75),(8 791115.3),(9 969456.4),(10 1155524.9),(11 1351716.8),(12 1549065.8),(13 1757152.9),(14 1966559.3),(15 2181582),(16 2391963.3),(17 2604367.8),(18 2809760.8),(19 3005861.5),(20 3192282.8),(21 3373223),(22 3535324.5),(23 3688867.5),(24 3827042.8),(25 3956059.5),(26 4066290),(27 4158830.5),(28 4245628.5),(29 4321353.5),(30 4382220.5),(31 4440976),(32 4486651.5),(33 4520801.5),(34 4554358.5),(35 4578397),(36 4584689),(37 4582035),(38 4576762.5),(39 4554999),(40 4533129.5),(41 4503507.5),(42 4471452),(43 4444271.5),(44 4410753),(45 4376354.5),(46 4341822.5),(47 4305377.5),(48 4269805),(49 4239925.5),(50 4201638.5),(51 4166331.8),(52 4133282.8),(53 4104374.3),(54 4076381.5),(55 4063701.3),(56 4046372.8),(57 4040815.8),(58 4045986),(59 4051911.8),(60 4071562),(61 4105052.3),(62 4140910),(63 4188352.8),(64 4238339),(65 4297163),(66 4355994.5),(67 4421017.5),(68 4491744.5),(69 4571930),(70 4653045),(71 4740491),(72 4830963),(73 4919879.5),(74 5003303),(75 5088778.5),(76 5167903),(77 5244686),(78 5321293),(79 5392015.5),
(1 16486.12),(2 58676.344),(3 124915.945),(4 212805.48),(5 319442.78),(6 442801.84),(7 581445.94),(8 735270.44),(9 900114.8),(10 1076247.3),(11 1260013.3),(12 1445202.4),(13 1639883),(14 1830285.5),(15 2023884.5),(16 2219029),(17 2414837),(18 2600753.3),(19 2786983.5),(20 2961944.8),(21 3134346),(22 3300864.8),(23 3452415),(24 3594525.3),(25 3736736),(26 3858626.8),(27 3971812.8),(28 4076082),(29 4175546.8),(30 4263714),(31 4353056.5),(32 4434879),(33 4513585.5),(34 4593286),(35 4666989.5),(36 4740239.5),(37 4814239.5),(38 4875884.5),(39 4940760),(40 5003049),(41 5062016),(42 5121447.5),(43 5182752),(44 5233253.5),(45 5281302),(46 5329403.5),(47 5364931.5),(48 5397154.5),(49 5428308.5),(50 5442002.5),(51 5449111.5),(52 5441596.5),(53 5437807.5),(54 5418924.5),(55 5407840.5),(56 5383248.5),(57 5357413),(58 5337611),(59 5317410.5),(60 5297290.5),(61 5284202),(62 5268534.5),(63 5260180.5),(64 5258455),(65 5258960.5),(66 5254050.5),(67 5265367.5),(68 5285214.5),(69 5304422),(70 5337837),(71 5380040),(72 5420541.5),(73 5480219.5),(74 5531840.5),(75 5588053.5),(76 5649221.5),(77 5704748.5),(78 5759345.5),(79 5825616.5),
(1 16275.508),(2 59303.64),(3 127752.24),(4 221253.4),(5 336564.56),(6 473574.25),(7 629837.5),(8 801532.94),(9 986330.4),(10 1183841.5),(11 1387789.8),(12 1596611.9),(13 1817120.8),(14 2037440.5),(15 2254533),(16 2468718),(17 2680639),(18 2877398.8),(19 3063710),(20 3229164.5),(21 3387072.3),(22 3533203),(23 3663312.8),(24 3776583.8),(25 3875330),(26 3958315),(27 4032766),(28 4100493.5),(29 4161124.5),(30 4199373),(31 4229997.5),(32 4257117.5),(33 4273137.5),(34 4288787),(35 4298523),(36 4299046.5),(37 4301985.5),(38 4291565),(39 4280173),(40 4269978),(41 4261563),(42 4247607),(43 4236965),(44 4225399.5),(45 4216756.5),(46 4205989),(47 4194772.5),(48 4189904),(49 4184118.5),(50 4176238.5),(51 4175906),(52 4170281),(53 4165487.3),(54 4165924.3),(55 4170712.3),(56 4182647.8),(57 4204919.5),(58 4227044.5),(59 4264164.5),(60 4302042),(61 4348686.5),(62 4400571),(63 4462562.5),(64 4515748),(65 4578283),(66 4633231),(67 4681674),(68 4728496.5),(69 4767637),(70 4801390.5),(71 4837344),(72 4864870),(73 4882601),(74 4897747),(75 4907187),(76 4899338),(77 4886062),(78 4859946),(79 4832909.5),
(1 16858.805),(2 61213.5),(3 132540.08),(4 226313.48),(5 343308.13),(6 479595.47),(7 630885.2),(8 801692.2),(9 984194.75),(10 1180198.1),(11 1384038.5),(12 1587416.8),(13 1797852),(14 2006895),(15 2212507.3),(16 2411344.3),(17 2607163),(18 2786592.3),(19 2950950.8),(20 3099910.5),(21 3234067.8),(22 3348003),(23 3450804.3),(24 3527435),(25 3592728),(26 3638748.8),(27 3670095),(28 3691580.8),(29 3702548.3),(30 3705834.5),(31 3698227.8),(32 3685688.3),(33 3668509.8),(34 3649168),(35 3633296),(36 3606195.5),(37 3582676.3),(38 3558292.8),(39 3529134),(40 3508071.3),(41 3493865),(42 3482346.5),(43 3474873),(44 3464559.8),(45 3458543),(46 3454929.5),(47 3456322),(48 3462143.8),(49 3469936),(50 3478452.5),(51 3489080.8),(52 3503242.3),(53 3521001),(54 3543025.5),(55 3572208),(56 3605202.5),(57 3644230.8),(58 3688353.3),(59 3745244.8),(60 3802955.3),(61 3865869),(62 3934014.8),(63 4000485.5),(64 4060227.8),(65 4122071),(66 4174851.5),(67 4220261.5),(68 4253825),(69 4275149),(70 4289434),(71 4299210.5),(72 4297042.5),(73 4284235.5),(74 4259406),(75 4222253),(76 4170972.8),(77 4106652.8),(78 4027081),(79 3941204.5),
(1 18182.025),(2 65901.12),(3 141744.39),(4 242958.08),(5 366129.03),(6 507611.22),(7 663813.06),(8 831874.94),(9 1007111.25),(10 1188615.1),(11 1373864.5),(12 1561213.5),(13 1750899.5),(14 1942110.6),(15 2125696.8),(16 2301015),(17 2465514.5),(18 2611231),(19 2738319.5),(20 2848630),(21 2943705.5),(22 3020487),(23 3080308.8),(24 3124286.5),(25 3156041.5),(26 3172787.5),(27 3176831),(28 3172173),(29 3155955.3),(30 3140529.8),(31 3124186.8),(32 3110384.3),(33 3095994.3),(34 3084710.5),(35 3072780.8),(36 3062561.3),(37 3056928.3),(38 3053756.5),(39 3060315),(40 3067261.8),(41 3078027),(42 3091453),(43 3104372.3),(44 3114301.8),(45 3126336.5),(46 3133806),(47 3141106),(48 3151871.5),(49 3161065),(50 3167108.8),(51 3170331.3),(52 3172555.3),(53 3164809.8),(54 3159390.8),(55 3148789.3),(56 3133167.8),(57 3110836.8),(58 3087604.8),(59 3062079),(60 3032094.3),(61 3002038),(62 2972486.8),(63 2941533),(64 2915546),(65 2891822.5),(66 2871472.5),(67 2853979),(68 2841206.5),(69 2830490),(70 2824384.5),(71 2821839.5),(72 2825145.3),(73 2831486.3),(74 2834445.3),(75 2838187),(76 2844147.5),(77 2846906.3),(78 2851041.3),(79 2856255.8),
(1 17917.543),(2 65857.73),(3 140887.44),(4 239131.75),(5 358369),(6 494897.34),(7 645875),(8 806044.8),(9 971669.44),(10 1141890.6),(11 1312840.3),(12 1478696.5),(13 1638692.3),(14 1796882.1),(15 1943699.4),(16 2081677.6),(17 2204616.5),(18 2311459),(19 2405372.5),(20 2484669),(21 2555729.5),(22 2619865.5),(23 2675399.5),(24 2718479.8),(25 2755827.8),(26 2784296.8),(27 2804510.5),(28 2823828),(29 2832295.3),(30 2835968),(31 2842747.8),(32 2842423),(33 2844687),(34 2847553),(35 2852070.3),(36 2855618.5),(37 2863967.8),(38 2870367.5),(39 2876553.5),(40 2886802.3),(41 2894828.8),(42 2903339.3),(43 2915469.8),(44 2923716.8),(45 2933256.5),(46 2944494.5),(47 2956874.8),(48 2974616.5),(49 2997013),(50 3017370.3),(51 3041970.3),(52 3065989),(53 3088108.8),(54 3108980.8),(55 3126531),(56 3132295.5),(57 3132294.8),(58 3132815),(59 3128079.3),(60 3121248.8),(61 3110326.3),(62 3094593.3),(63 3077484.3),(64 3062547.3),(65 3047709.3),(66 3036680.5),(67 3027242.8),(68 3013815),(69 3003474.8),(70 2995637.3),(71 2992864.8),(72 2989483.8),(73 2991490.3),(74 2991387),(75 2991361.5),(76 2991751.5),(77 2985812),(78 2982305.5),(79 2980522.3),
(1 16103.259),(2 58527.375),(3 124955.37),(4 213574.17),(5 320236.44),(6 443797.63),(7 580854.7),(8 726428.06),(9 881344.9),(10 1040234.56),(11 1203035.4),(12 1363983.5),(13 1526084.6),(14 1680047.3),(15 1829251.6),(16 1969082.1),(17 2097651.5),(18 2209899.8),(19 2306592.5),(20 2391740.5),(21 2462414),(22 2520336),(23 2568364.5),(24 2598794.8),(25 2623840.5),(26 2642954.3),(27 2654913.5),(28 2663584),(29 2672329.3),(30 2680552.8),(31 2689271.8),(32 2708691.5),(33 2728315.3),(34 2754909.8),(35 2783296.3),(36 2812053.5),(37 2843671.3),(38 2877193.5),(39 2907634.3),(40 2937382.8),(41 2966160.5),(42 2995252.3),(43 3027939),(44 3069709.5),(45 3113153.8),(46 3154937.3),(47 3198119),(48 3236178.3),(49 3274343),(50 3314764.3),(51 3344666.5),(52 3374618.8),(53 3393991.3),(54 3403243),(55 3406047.3),(56 3398667.5),(57 3385398.5),(58 3369599.5),(59 3352310.8),(60 3332856.3),(61 3313865.8),(62 3292078),(63 3271874.8),(64 3256271.5),(65 3239502.5),(66 3222770.5),(67 3211362),(68 3193950.5),(69 3175399.8),(70 3158440.3),(71 3141263),(72 3119305.8),(73 3102574.3),(74 3086742.5),(75 3070205.3),(76 3056066.5),(77 3044957.3),(78 3035812.8),(79 3030287.5),
(1 16717.447),(2 61836.77),(3 131905.45),(4 224174.34),(5 336046.2),(6 465383.8),(7 607952.44),(8 760971.1),(9 922471.94),(10 1083792.1),(11 1243826.9),(12 1399444.3),(13 1549679.5),(14 1688135.8),(15 1814804.5),(16 1921316),(17 2011005.4),(18 2079156.4),(19 2131602.5),(20 2171927.8),(21 2199476),(22 2212579),(23 2217369.5),(24 2212075.8),(25 2200607.3),(26 2183490.5),(27 2161086.8),(28 2135888.5),(29 2113700.8),(30 2093303.5),(31 2075589.9),(32 2065164.1),(33 2057594),(34 2052050.1),(35 2053143.3),(36 2058892.9),(37 2069055),(38 2082717.6),(39 2100057.5),(40 2124674.3),(41 2151244.5),(42 2182825.5),(43 2216567.8),(44 2256374.8),(45 2297302.3),(46 2338375.3),(47 2381514),(48 2427865.3),(49 2476350.8),(50 2521604),(51 2569483.8),(52 2613468.5),(53 2660845.5),(54 2706087.3),(55 2751341.5),(56 2798209.8),(57 2844929),(58 2887037.5),(59 2927253),(60 2969098.8),(61 3010365.5),(62 3044452.3),(63 3074709.8),(64 3093807.5),(65 3104415.8),(66 3109321.5),(67 3101181),(68 3076969),(69 3052476.5),(70 3019175.3),(71 2984804.3),(72 2942613.8),(73 2898721.5),(74 2850374),(75 2797970.8),(76 2742967.5),(77 2688600.3),(78 2631233),(79 2578008.3),
(1 16485.277),(2 60441.586),(3 128188.125),(4 217604.81),(5 324063.38),(6 444961.6),(7 579298.9),(8 723746.9),(9 872925.44),(10 1026852.06),(11 1180328),(12 1325800.8),(13 1465313.4),(14 1588529),(15 1698186.4),(16 1792660),(17 1874483.6),(18 1939308.8),(19 1991870),(20 2028745.1),(21 2051497.1),(22 2065619.5),(23 2072354.1),(24 2067537.6),(25 2062172.9),(26 2048697),(27 2034579.5),(28 2023665.6),(29 2009135),(30 1997968.1),(31 1993557),(32 1994131.5),(33 1989854.1),(34 1993266.4),(35 2001017.5),(36 2013252.5),(37 2032160.9),(38 2050071),(39 2077761.6),(40 2103566.8),(41 2134913.3),(42 2165924.3),(43 2200209.5),(44 2234653),(45 2266458.8),(46 2298966.5),(47 2328818),(48 2360037),(49 2388595.8),(50 2418604.8),(51 2450677),(52 2476825),(53 2505324.3),(54 2534054.5),(55 2561256.3),(56 2585657.5),(57 2606155),(58 2623618),(59 2640025),(60 2661213.5),(61 2689775.8),(62 2712691),(63 2731508),(64 2748245.3),(65 2758220),(66 2766761.3),(67 2773685.5),(68 2780011.5),(69 2788240.5),(70 2797369.5),(71 2808516.5),(72 2825183.5),(73 2843541.8),(74 2860623.5),(75 2878652.5),(76 2899670.5),(77 2914973.3),(78 2928842.8),(79 2944946),
(1 15479.34),(2 55864.156),(3 117726.89),(4 196653.3),(5 289827.1),(6 395286.3),(7 508370.7),(8 625423.4),(9 748168.9),(10 870623.1),(11 989765.8),(12 1105206.8),(13 1216640.3),(14 1318202),(15 1409317),(16 1488411.9),(17 1555038.3),(18 1609338.1),(19 1653642.1),(20 1687347.4),(21 1711959),(22 1728705.6),(23 1737758),(24 1737386.1),(25 1733271.4),(26 1725932.3),(27 1717489.8),(28 1708707),(29 1698300.1),(30 1691734.9),(31 1686413.5),(32 1685107.6),(33 1686268.5),(34 1688298.6),(35 1689585.3),(36 1691750),(37 1695928.3),(38 1698019.3),(39 1702594.9),(40 1706976.4),(41 1710945.9),(42 1716941.4),(43 1723929.1),(44 1730131.8),(45 1736145.3),(46 1746352.6),(47 1756842.6),(48 1768588.4),(49 1780207.6),(50 1791375.6),(51 1803217.4),(52 1815846.3),(53 1826626),(54 1834237.4),(55 1839541),(56 1837368.6),(57 1833496),(58 1826401.3),(59 1813769.5),(60 1798736.4),(61 1784098.1),(62 1764030.3),(63 1744264),(64 1727424.1),(65 1708311.6),(66 1693584.3),(67 1683078.8),(68 1675042.6),(69 1672466.6),(70 1674089.3),(71 1681956.4),(72 1693130.1),(73 1707040.3),(74 1723324.1),(75 1739103.8),(76 1756649.3),(77 1773131.6),(78 1792516),(79 1813827.5),
(1 15739.059),(2 56475.934),(3 118536.51),(4 197363.22),(5 288448),(6 386951.8),(7 491008.34),(8 596360.1),(9 699965.94),(10 802464.56),(11 896007.2),(12 979834.3),(13 1053883.5),(14 1113896.8),(15 1162022.9),(16 1194492.6),(17 1217379.3),(18 1233803.5),(19 1245667.3),(20 1257255.1),(21 1270920.3),(22 1289207.3),(23 1314216.9),(24 1341536.8),(25 1375834.5),(26 1414016.5),(27 1461010.9),(28 1511171.4),(29 1561995.3),(30 1609949.1),(31 1655504.8),(32 1697381),(33 1731490.1),(34 1758589),(35 1778838.5),(36 1789903.5),(37 1794980.5),(38 1794957.9),(39 1788652.8),(40 1781572),(41 1770909.4),(42 1759565.9),(43 1744979.4),(44 1729576.3),(45 1714263.1),(46 1699072.3),(47 1686099.1),(48 1677298.8),(49 1669100.4),(50 1667705.1),(51 1670841.6),(52 1677361.1),(53 1683120.6),(54 1689326),(55 1691275.5),(56 1689916.6),(57 1685381),(58 1677919.8),(59 1668665.4),(60 1654563.4),(61 1641486.1),(62 1626161.1),(63 1611266.3),(64 1601043.4),(65 1590472),(66 1583465.6),(67 1580622),(68 1583924.5),(69 1590813.8),(70 1602523.1),(71 1619678.5),(72 1637612.1),(73 1657836.6),(74 1677426.1),(75 1698507.9),(76 1721786.3),(77 1747289.6),(78 1772135.4),(79 1796317.8),
(1 16923.623),(2 61808.133),(3 131391.97),(4 218900.84),(5 319791.66),(6 428914.75),(7 541322.3),(8 654335.8),(9 759930.8),(10 858913.8),(11 948832.7),(12 1025915.1),(13 1086948.5),(14 1130502.1),(15 1157490.5),(16 1166851.5),(17 1170895.4),(18 1168208.1),(19 1162809.8),(20 1156876.1),(21 1155439.5),(22 1157681.5),(23 1172437.5),(24 1191383.5),(25 1218518.4),(26 1255992.1),(27 1301337.1),(28 1353194.4),(29 1412777.8),(30 1475116.1),(31 1534041.3),(32 1593098.9),(33 1640080.1),(34 1682286.5),(35 1716358.1),(36 1740004.5),(37 1755234.8),(38 1761117.4),(39 1763761.5),(40 1755790.3),(41 1741841),(42 1726549.3),(43 1706035.1),(44 1686713.3),(45 1668847.4),(46 1651330.3),(47 1638378.5),(48 1631877.6),(49 1629852.3),(50 1630473.9),(51 1632700.9),(52 1635273.6),(53 1637583.3),(54 1644133.4),(55 1649363.5),(56 1651174.5),(57 1650234.5),(58 1646205.9),(59 1638735.1),(60 1629243.1),(61 1619816.5),(62 1609982.9),(63 1600497.5),(64 1593145.5),(65 1591364.3),(66 1596137.8),(67 1606715.3),(68 1622952.9),(69 1644289),(70 1668943.1),(71 1699718.8),(72 1734719.6),(73 1774720.5),(74 1816011.1),(75 1858135.5),(76 1902528),(77 1946830.3),(78 1990424),(79 2032172.3),
(1 18694.8),(2 69166.11),(3 146728.2),(4 244855.56),(5 360025.3),(6 487085.88),(7 619130.75),(8 753331.06),(9 886772.2),(10 1015558.1),(11 1135130),(12 1245337.3),(13 1342765.3),(14 1423548.6),(15 1486273.6),(16 1530443.1),(17 1560009.1),(18 1577437.6),(19 1589550.1),(20 1595796.1),(21 1603541.3),(22 1611432.9),(23 1623340.6),(24 1637187.8),(25 1656666),(26 1678412.1),(27 1700234.8),(28 1723606.8),(29 1747625.9),(30 1768247.9),(31 1787725.6),(32 1805042.6),(33 1813128.9),(34 1819502.9),(35 1821037.6),(36 1819804.6),(37 1817600.9),(38 1811949.4),(39 1811800.9),(40 1811916.9),(41 1814109),(42 1819741.8),(43 1825793.1),(44 1834232.9),(45 1843423.6),(46 1853494.5),(47 1867500.5),(48 1884160.8),(49 1902181.3),(50 1916302.8),(51 1928208.1),(52 1937199.3),(53 1939588.9),(54 1940674.6),(55 1935466.8),(56 1924829.3),(57 1909138.8),(58 1888246.8),(59 1864329.3),(60 1842341.3),(61 1820970.8),(62 1800019.8),(63 1781334.4),(64 1767482),(65 1759242.4),(66 1761082.6),(67 1768649.6),(68 1785264.8),(69 1804248.9),(70 1826243.8),(71 1853343.9),(72 1880102.9),(73 1905672.1),(74 1924907.5),(75 1940799.9),(76 1950109.3),(77 1953303.9),(78 1953289.6),(79 1954245.6),
(1 19552.426),(2 73339.586),(3 158121.42),(4 266717.97),(5 396168.63),(6 539851),(7 690757.3),(8 845657.5),(9 997226.7),(10 1143907.9),(11 1278905.8),(12 1400932.1),(13 1508405),(14 1601468.1),(15 1676462.9),(16 1733652.5),(17 1774888.1),(18 1801198.3),(19 1819277.4),(20 1831076.6),(21 1839052.5),(22 1845470.8),(23 1849697.8),(24 1854412.3),(25 1859245.5),(26 1863441.4),(27 1865450.1),(28 1866144.1),(29 1864120.5),(30 1859244.1),(31 1848329.4),(32 1832704.5),(33 1815942),(34 1796653.9),(35 1774778.9),(36 1753532.8),(37 1737699.9),(38 1728719.1),(39 1726887.1),(40 1729186.1),(41 1733632.9),(42 1740776.9),(43 1749215.6),(44 1758303.6),(45 1766572.8),(46 1773704),(47 1776971.8),(48 1775231.3),(49 1768170),(50 1755393.8),(51 1736366.6),(52 1711761.3),(53 1687426.9),(54 1662971.5),(55 1638165.4),(56 1617078.9),(57 1601163.4),(58 1585939.4),(59 1574637.9),(60 1568025.6),(61 1566314.1),(62 1570859),(63 1583260.8),(64 1602494.6),(65 1629446.4),(66 1665597.1),(67 1705087.1),(68 1743305.3),(69 1779511.9),(70 1814301.5),(71 1850027),(72 1880787),(73 1906907),(74 1926157.5),(75 1939440.4),(76 1948321.4),(77 1950983.6),(78 1951938.9),(79 1950012.8),
(1 17555.547),(2 64030.395),(3 135523.45),(4 225363.56),(5 327962.72),(6 437319.97),(7 551368.4),(8 665729.1),(9 777480.44),(10 883752.56),(11 982823.44),(12 1070199.9),(13 1144650.1),(14 1206042.1),(15 1257511.3),(16 1298036.4),(17 1330806),(18 1357197.4),(19 1381473.1),(20 1401780.9),(21 1417266.6),(22 1429725.5),(23 1441593.4),(24 1450645.8),(25 1460646.4),(26 1465613.4),(27 1471396.1),(28 1474732.8),(29 1475481.1),(30 1473511.6),(31 1471537),(32 1468804.9),(33 1465331.9),(34 1465839.4),(35 1466084.1),(36 1471159.3),(37 1479912.8),(38 1488840.8),(39 1502143.3),(40 1516758.9),(41 1532030.6),(42 1549366),(43 1562901),(44 1575051.4),(45 1583553.1),(46 1588223.1),(47 1589174.4),(48 1589714.3),(49 1586841.6),(50 1582915.5),(51 1578205.8),(52 1572124.8),(53 1566553.4),(54 1565106.5),(55 1563741.1),(56 1562071.5),(57 1559509),(58 1555775.6),(59 1552355.5),(60 1548390.8),(61 1545638.6),(62 1542565.4),(63 1538908.8),(64 1539218.9),(65 1540193.3),(66 1543902.6),(67 1549309.1),(68 1550754.5),(69 1550821.1),(70 1549252.3),(71 1546884.5),(72 1544636.6),(73 1541723.5),(74 1534434.6),(75 1526279.5),(76 1517747.8),(77 1509118.3),(78 1499007.5),(79 1492516.8),
(1 16538.393),(2 60836.977),(3 129622.91),(4 216782.88),(5 318384.72),(6 429687.8),(7 548531.9),(8 668180.2),(9 787792.3),(10 906494.9),(11 1018264.4),(12 1118995.4),(13 1210625.5),(14 1289248.6),(15 1356466.3),(16 1410132),(17 1449040.6),(18 1477095.8),(19 1494358.4),(20 1505497.1),(21 1511045.5),(22 1510917.6),(23 1507116.6),(24 1500947.6),(25 1496009),(26 1489199.5),(27 1481998.6),(28 1475127.5),(29 1469181.6),(30 1465567.6),(31 1464467.8),(32 1465795.3),(33 1466888.3),(34 1473973.5),(35 1481038.8),(36 1495922.6),(37 1515065.1),(38 1536090.3),(39 1562247.4),(40 1585322.9),(41 1608698.6),(42 1635765.8),(43 1659233.5),(44 1677217.9),(45 1692236.3),(46 1698422.5),(47 1705737.1),(48 1712818.3),(49 1716456.6),(50 1717941.1),(51 1715828),(52 1713222.1),(53 1708866.6),(54 1707895.4),(55 1705408),(56 1702772.4),(57 1700608.6),(58 1696844.6),(59 1690617),(60 1680618.6),(61 1667194.3),(62 1650265.1),(63 1629282.3),(64 1605537),(65 1581173),(66 1560818.1),(67 1545613.4),(68 1529557.8),(69 1514121.8),(70 1496296.6),(71 1479061.8),(72 1464589.9),(73 1447965.9),(74 1430574.5),(75 1413218.8),(76 1398020.4),(77 1384239.5),(78 1365615.3),(79 1347154.9),
