1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13912.488),(2 38476.418),(3 80534.33),(4 131528.73),(5 190333.75),(6 251524.05),(7 321239.72),(8 390023.97),(9 458951.63),(10 512203.9),(11 565689),(12 605275.56),(13 655740.75),(14 699691.56),(15 739067.25),(16 776095.25),(17 806072.2),(18 836497.3),(19 876425.5),(20 904392.8),(21 955757),(22 1008479.2),(23 1071150.8),(24 1129289),(25 1201192.5),(26 1283074.9),(27 1361233.1),(28 1454137.6),(29 1541096.5),(30 1626212),(31 1698804.1),(32 1777019.9),(33 1857691.4),(34 1909824.1),(35 1948071),(36 1982477),(37 2018528.9),(38 2070049),(39 2119930),(40 2189180.8),(41 2265143.3),(42 2355994.3),(43 2458635.3),(44 2556811.3),(45 2672496),(46 2778777.5),(47 2887075.3),(48 3004463.8),(49 3110384),(50 3209592.3),(51 3322729.3),(52 3454767.8),(53 3571553.3),(54 3678128.8),(55 3797792),(56 3938688),(57 4107888.3),(58 4262921.5),(59 4421085.5),(60 4565127.5),(61 4694815),(62 4814382.5),(63 4927547),(64 5048199.5),(65 5152193.5),(66 5278110.5),(67 5397560.5),(68 5506882.5),(69 5629526.5),(70 5736057.5),(71 5857501.5),(72 5954063.5),(73 6053629.5),(74 6160818.5),(75 6263424.5),(76 6416907.5),(77 6559513.5),(78 6702068),(79 6874746.5),
(1 1726.4983),(2 3630.1396),(3 4365.2915),(4 4388.6245),(5 4363.9897),(6 4481.275),(7 4708.465),(8 4814.323),(9 4759.2954),(10 4762.7065),(11 4783.6694),(12 4853.2617),(13 4801.556),(14 4774.7197),(15 4923.008),(16 5065.146),(17 5161.6787),(18 5172.3394),(19 5104.1084),(20 5064.817),(21 5074.684),(22 5245.0654),(23 5210.913),(24 5176.806),(25 5174.4404),(26 5130),(27 5186.9165),(28 5268.554),(29 5275.184),(30 5348.5103),(31 5372.987),(32 5333.83),(33 5322.1035),(34 5243.023),(35 5260.141),(36 5341.8984),(37 5403.05),(38 5351.1084),(39 5358.298),(40 5501.2437),(41 5579.77),(42 5722.5107),(43 5802.183),(44 5826.9785),(45 5827.949),(46 5776.56),(47 5791.991),(48 5818.0605),(49 5863.2983),(50 5938.622),(51 5986.767),(52 6001.4897),(53 6046.683),(54 6034.263),(55 6035.237),(56 6015.7285),(57 5928.4263),(58 5924.104),(59 5911.723),(60 5838.8604),(61 5843.3564),(62 5920.92),(63 5887.6646),(64 5810.565),(65 5904.3193),(66 5985.47),(67 6046.464),(68 6015.2803),(69 6009.4287),(70 6034.5728),(71 6038.62),(72 6064.776),(73 5965.1816),(74 5885.5996),(75 5863.351),(76 5958.609),(77 6040.306),(78 6076.2905),(79 5994.2437),
(1 1609.5289),(2 3322.271),(3 4046.3113),(4 4097.0796),(5 4105.9673),(6 4254.066),(7 4383.337),(8 4407.802),(9 4383.775),(10 4413.517),(11 4445.9595),(12 4529.446),(13 4529.749),(14 4522.3486),(15 4605.0327),(16 4622.097),(17 4673.3315),(18 4709.749),(19 4716.786),(20 4771.747),(21 4874.7246),(22 4956.298),(23 4936.373),(24 4976.442),(25 4956.8325),(26 4887.84),(27 4877.379),(28 4919.2515),(29 4983.698),(30 5055.0693),(31 5038.1016),(32 4975.989),(33 4976.2383),(34 4996.161),(35 5044.1807),(36 5107.809),(37 5041.5054),(38 4984.248),(39 4990.3545),(40 5084.6226),(41 5080.601),(42 5116.322),(43 5117.773),(44 5147.6235),(45 5170.7646),(46 5111.52),(47 5136.852),(48 5172.819),(49 5209.0557),(50 5256.086),(51 5303.0874),(52 5302.2666),(53 5309.033),(54 5361.714),(55 5430.2017),(56 5455.574),(57 5485.056),(58 5447.3887),(59 5465.0225),(60 5443.4155),(61 5375.0483),(62 5433.5513),(63 5421.425),(64 5478.042),(65 5523.1963),(66 5559.1436),(67 5638.8833),(68 5660.7446),(69 5556.925),(70 5534.789),(71 5539.081),(72 5545.718),(73 5471.413),(74 5506.663),(75 5590.016),(76 5657.6934),(77 5669.2974),(78 5652.0654),(79 5592.7764),
(1 1567.3597),(2 3214.381),(3 3835.7695),(4 3822.2522),(5 3857.0393),(6 3983.6204),(7 4106.532),(8 4182.5254),(9 4258.9946),(10 4362.321),(11 4497.067),(12 4573.227),(13 4521.5566),(14 4472.5957),(15 4561.9907),(16 4642.944),(17 4719.8237),(18 4797.633),(19 4849.773),(20 4813.0967),(21 4819.6245),(22 4875.416),(23 4855.9536),(24 4894.8667),(25 4933.3027),(26 4979.7686),(27 5020.286),(28 5092.3364),(29 5074.7217),(30 5083.128),(31 5005.0796),(32 4980.1445),(33 5011.589),(34 4965.5464),(35 5043.628),(36 5093.238),(37 5079.5093),(38 5083.6133),(39 5196.5854),(40 5281.4185),(41 5269.1333),(42 5253.07),(43 5274.201),(44 5296.5166),(45 5297.887),(46 5244.8936),(47 5287.973),(48 5371.2573),(49 5413.944),(50 5340.76),(51 5288.9917),(52 5250.8755),(53 5282.8066),(54 5333.5063),(55 5365.543),(56 5360.917),(57 5340.756),(58 5266.8193),(59 5215.698),(60 5281.5923),(61 5297.3066),(62 5344.7046),(63 5307.0845),(64 5297.019),(65 5304.2354),(66 5375.393),(67 5294.072),(68 5235.8667),(69 5230.323),(70 5236.4375),(71 5230.241),(72 5219.4004),(73 5249.723),(74 5329.432),(75 5379.9653),(76 5352.09),(77 5322.281),(78 5323.6606),(79 5370.4243),
(1 1589.0834),(2 3236.87),(3 3848.2559),(4 3776.6277),(5 3759.4417),(6 3944.1758),(7 4138.7974),(8 4166.349),(9 4147.161),(10 4240.9624),(11 4341.4307),(12 4423.754),(13 4376.889),(14 4350.853),(15 4403.5977),(16 4492.1807),(17 4521.735),(18 4573.9077),(19 4653.0713),(20 4641.921),(21 4738.45),(22 4879.0103),(23 4893.9263),(24 4863.9756),(25 4790.439),(26 4780.3623),(27 4814.102),(28 4914.9873),(29 4948.835),(30 4945.038),(31 4930.236),(32 4935.2705),(33 5025.3647),(34 5013.924),(35 5016.8013),(36 5004.8516),(37 4953.9604),(38 4912.9473),(39 4961.7993),(40 5127.4453),(41 5156.5186),(42 5162.8384),(43 5177.81),(44 5150.3477),(45 5183.177),(46 5288.402),(47 5411.975),(48 5435.395),(49 5410.6597),(50 5319.001),(51 5258.689),(52 5231.7847),(53 5242.4194),(54 5281.512),(55 5279.4624),(56 5271.1504),(57 5218.193),(58 5141.3115),(59 5174.357),(60 5298.2314),(61 5297.3135),(62 5282.3965),(63 5223.3433),(64 5302.8677),(65 5356.6143),(66 5423.6216),(67 5424.19),(68 5448.232),(69 5479.9097),(70 5503.7256),(71 5515.0254),(72 5463.0557),(73 5380.6973),(74 5390.3135),(75 5439.8535),(76 5529.65),(77 5502.5024),(78 5543.226),(79 5575.3887),
(1 1591.8997),(2 3220.8552),(3 3780.658),(4 3714.4727),(5 3786.79),(6 4057.5789),(7 4214.6626),(8 4135.7007),(9 4170.9243),(10 4259.5845),(11 4322.936),(12 4344.5225),(13 4292.104),(14 4313.131),(15 4433.035),(16 4541.516),(17 4566.966),(18 4631.8193),(19 4639.125),(20 4613.121),(21 4635.156),(22 4654.3926),(23 4590.482),(24 4662.047),(25 4694.338),(26 4718.249),(27 4718.9634),(28 4764.4116),(29 4793.5195),(30 4794.5176),(31 4795.2637),(32 4765.297),(33 4807.7544),(34 4810.288),(35 4871.0405),(36 4899.978),(37 4954.584),(38 4927.467),(39 4923.3745),(40 4996.6196),(41 5098.2847),(42 5245.5273),(43 5237.5083),(44 5181.1343),(45 5215.5825),(46 5200.752),(47 5170.7466),(48 5203.218),(49 5161.4478),(50 5059.709),(51 5022.693),(52 5028.7324),(53 5018.123),(54 5013.782),(55 5113.572),(56 5154.5117),(57 5103.937),(58 5062.1665),(59 5137.7134),(60 5168.184),(61 5169.49),(62 5202.847),(63 5150.094),(64 5164.968),(65 5149.0547),(66 5209.9746),(67 5286.7417),(68 5311.451),(69 5294.827),(70 5310.405),(71 5280.0356),(72 5238.759),(73 5284.8057),(74 5328.635),(75 5266.0117),(76 5231.6147),(77 5259.142),(78 5310.909),(79 5338.307),
(1 1544.924),(2 3141.0898),(3 3748.3743),(4 3668.5527),(5 3674.319),(6 3807.3364),(7 3947.846),(8 3986.4824),(9 4032.6897),(10 4045.865),(11 4104.744),(12 4159.7236),(13 4119.9136),(14 4079.4348),(15 4262.5503),(16 4367.842),(17 4345.884),(18 4359.835),(19 4376.6943),(20 4395.2925),(21 4444.86),(22 4452.8457),(23 4404.702),(24 4402.411),(25 4450.9795),(26 4485.989),(27 4533.863),(28 4558.593),(29 4545.4897),(30 4544.5205),(31 4547.841),(32 4556.162),(33 4540.8755),(34 4602.611),(35 4691.8657),(36 4620.911),(37 4505.8164),(38 4532.2876),(39 4652.6313),(40 4797.8325),(41 4877.236),(42 4941.582),(43 4963.406),(44 4879.8013),(45 4908.3545),(46 4973.5996),(47 4963.3564),(48 4994.999),(49 4944.7476),(50 4930.3984),(51 4910.124),(52 4960.849),(53 4957.183),(54 4869.155),(55 4930.37),(56 4987.5566),(57 4930.6807),(58 4883.8467),(59 4934.376),(60 4977.698),(61 4937.69),(62 4956.861),(63 4915.3584),(64 4906.2783),(65 4863.8823),(66 4909.152),(67 4937.402),(68 4873.894),(69 4858.3633),(70 4838.274),(71 4840.8433),(72 4922.2246),(73 4915.6396),(74 4901.1426),(75 4884.508),(76 4937.877),(77 5023.434),(78 5053.7393),(79 5085.7593),
(1 1489.3135),(2 2958.0496),(3 3536.4268),(4 3549.9358),(5 3602.9844),(6 3831.8726),(7 4005.379),(8 4031.665),(9 4031.3477),(10 4069.2715),(11 4166.294),(12 4265.3677),(13 4208.0537),(14 4142.4146),(15 4144.091),(16 4191.396),(17 4208.0576),(18 4288.479),(19 4339.3535),(20 4434.8574),(21 4539.816),(22 4506.1704),(23 4414.793),(24 4403.199),(25 4436.6187),(26 4466.783),(27 4473.591),(28 4470.975),(29 4459.2314),(30 4463.576),(31 4474.5625),(32 4500.614),(33 4520.388),(34 4540.57),(35 4630.844),(36 4679.552),(37 4594.5806),(38 4598.511),(39 4679.349),(40 4730.1045),(41 4745.1743),(42 4777.8203),(43 4824.212),(44 4814.1895),(45 4893.252),(46 5015.351),(47 5108.12),(48 5166.0444),(49 5079.979),(50 5107.8726),(51 5054.1724),(52 5009.7783),(53 5029.9087),(54 5085.2993),(55 5066.472),(56 5031.052),(57 5053.95),(58 5064.5938),(59 5118.7383),(60 5115.3335),(61 5011.5166),(62 4970.711),(63 4959.3403),(64 4884.495),(65 4851.652),(66 4840.85),(67 4855.2515),(68 4827.658),(69 4857.757),(70 4883.057),(71 4866.8896),(72 4838.256),(73 4795.4014),(74 4816.0947),(75 4790.4824),(76 4846.971),(77 4931.827),(78 4965.491),(79 4977.8677),
(1 1488.5846),(2 2933.5007),(3 3420.7024),(4 3414.8542),(5 3512.2576),(6 3671.391),(7 3742.3572),(8 3784.2817),(9 3794.3167),(10 3839.1328),(11 3868.8247),(12 3874.9238),(13 3804.819),(14 3866.324),(15 4004.4795),(16 4126.4336),(17 4124.961),(18 4123.967),(19 4118.096),(20 4124.5825),(21 4170.731),(22 4175.7817),(23 4175.626),(24 4193.067),(25 4198.775),(26 4205.498),(27 4140.8833),(28 4162.0176),(29 4166.615),(30 4177.948),(31 4269.3306),(32 4376.778),(33 4404.663),(34 4390.6563),(35 4458.129),(36 4525.869),(37 4469.284),(38 4533.701),(39 4570.3066),(40 4544.5327),(41 4481.8945),(42 4545.6504),(43 4641.0557),(44 4623.9736),(45 4599.8013),(46 4607.4385),(47 4671.543),(48 4755.0356),(49 4700.929),(50 4694.6167),(51 4684.018),(52 4689.95),(53 4679.569),(54 4667.3105),(55 4680.4),(56 4706.1006),(57 4789.2476),(58 4759.2744),(59 4752.8076),(60 4802.8335),(61 4799.7188),(62 4777.7363),(63 4832.5176),(64 4790.7754),(65 4733.116),(66 4694.8623),(67 4722.9805),(68 4704.747),(69 4736.078),(70 4774.878),(71 4779.7524),(72 4760.9546),(73 4747.3877),(74 4748.65),(75 4756.8364),(76 4730.449),(77 4781.8076),(78 4831.027),(79 4812.382),
(1 1435.1329),(2 2839.6057),(3 3300.1023),(4 3248.7312),(5 3290.2686),(6 3443.7124),(7 3564.3428),(8 3588.8496),(9 3636.2961),(10 3623.634),(11 3637.6465),(12 3716.1494),(13 3727.461),(14 3821.6113),(15 3914.0212),(16 3956.1152),(17 3962.0889),(18 3958.8557),(19 3950.5852),(20 4006.695),(21 4042.6553),(22 3959.1223),(23 4031.9304),(24 4132.4326),(25 4090.2349),(26 4021.6511),(27 4000.886),(28 4014.6384),(29 4081.967),(30 4057.6367),(31 4048.2114),(32 4029.7795),(33 4051.624),(34 4080.6167),(35 4120.799),(36 4133.9707),(37 4095.4504),(38 4126.825),(39 4232.304),(40 4266.4526),(41 4340.109),(42 4361.328),(43 4395.143),(44 4381.083),(45 4411.0894),(46 4416.8203),(47 4472.9053),(48 4476.4316),(49 4399.8213),(50 4367.0356),(51 4406.5723),(52 4445.7144),(53 4464.1064),(54 4555.2676),(55 4563.762),(56 4517.9653),(57 4509.3115),(58 4556.0747),(59 4608.164),(60 4628.7046),(61 4577.573),(62 4541.972),(63 4532.9106),(64 4609.5537),(65 4672.4067),(66 4671.8047),(67 4635.6094),(68 4577.937),(69 4613.3413),(70 4642.171),(71 4663.269),(72 4728.1694),(73 4744.178),(74 4700.3267),(75 4621.069),(76 4623.11),(77 4578.1807),(78 4532.8447),(79 4588.0366),
(1 1384.2396),(2 2707.5164),(3 3178.5034),(4 3193.6316),(5 3299.669),(6 3487.7568),(7 3585.587),(8 3595.3137),(9 3635.2803),(10 3639.6072),(11 3638.2922),(12 3693.8093),(13 3706.8977),(14 3819.52),(15 3948.2102),(16 3939.8787),(17 3894.6846),(18 3907.384),(19 3991.0588),(20 4020.9924),(21 4032.5337),(22 4005.5422),(23 4052.8804),(24 4141.7837),(25 4104.917),(26 4006.1816),(27 4001.4028),(28 4034.529),(29 4046.3267),(30 4074.2698),(31 4133.8267),(32 4223.5073),(33 4248.906),(34 4229.4126),(35 4147.7817),(36 4059.064),(37 4049.552),(38 4122.1895),(39 4166.076),(40 4163.4927),(41 4210.1514),(42 4293.617),(43 4326.8496),(44 4322.272),(45 4275.61),(46 4296.761),(47 4386.083),(48 4375.8057),(49 4367.0703),(50 4288.6777),(51 4246.039),(52 4215.468),(53 4227.817),(54 4379.242),(55 4421.548),(56 4377.6797),(57 4346.693),(58 4419.875),(59 4444.3154),(60 4430.825),(61 4441.684),(62 4519.551),(63 4467.9517),(64 4443.7856),(65 4423.65),(66 4421.5146),(67 4436.332),(68 4471.5684),(69 4530.4297),(70 4492.4395),(71 4468.127),(72 4508.589),(73 4429.4775),(74 4396.568),(75 4459.9233),(76 4464.1685),(77 4422.1357),(78 4428.6724),(79 4462.817),
(1 1347.8877),(2 2609.4326),(3 3036.0105),(4 3044.584),(5 3171.7515),(6 3311.997),(7 3404.533),(8 3452.9014),(9 3466.6987),(10 3484.5793),(11 3535.0745),(12 3601.5588),(13 3602.6787),(14 3669.175),(15 3815.2769),(16 3766.5183),(17 3711.5576),(18 3728.6582),(19 3799.7856),(20 3885.5095),(21 3937.837),(22 3874.5557),(23 3868.113),(24 3923.365),(25 3978.716),(26 3981.71),(27 4004.017),(28 3976.2292),(29 3938.4004),(30 3928.453),(31 3909.249),(32 3964.1296),(33 3947.2131),(34 3934.4468),(35 3920.3538),(36 3898.8032),(37 3933.409),(38 4003.1113),(39 4085.684),(40 4107.81),(41 4117.757),(42 4190.657),(43 4192.737),(44 4212.7183),(45 4236.145),(46 4220.05),(47 4231.4414),(48 4218.455),(49 4219.142),(50 4257.132),(51 4183.0923),(52 4146.8086),(53 4199.237),(54 4289.1943),(55 4328.226),(56 4307.167),(57 4339.4297),(58 4410.147),(59 4373.1445),(60 4260.1187),(61 4239.285),(62 4349.23),(63 4364.2866),(64 4390.633),(65 4331.1177),(66 4277.8306),(67 4258.128),(68 4230.826),(69 4217.5435),(70 4248.0645),(71 4314.716),(72 4362.885),(73 4348.7314),(74 4333.9478),(75 4384.905),(76 4358.1826),(77 4298.522),(78 4315.322),(79 4285.472),
(1 1341.305),(2 2635.621),(3 3058.0225),(4 2977.9263),(5 3051.592),(6 3234.429),(7 3382.6785),(8 3370.5613),(9 3297.3555),(10 3322.7715),(11 3442.1406),(12 3507.96),(13 3467.4124),(14 3584.1226),(15 3683.8074),(16 3679.1025),(17 3590.1282),(18 3546.695),(19 3591.8245),(20 3678.7813),(21 3726.843),(22 3706.199),(23 3752.7773),(24 3771.798),(25 3731.6782),(26 3742.6882),(27 3786.0798),(28 3827.993),(29 3867.1035),(30 3843.1506),(31 3907.5293),(32 3951.6926),(33 3912.0852),(34 3921.7715),(35 3949.0046),(36 3932.6682),(37 3961.9668),(38 4029.4392),(39 4034.423),(40 3942.065),(41 3939.326),(42 3949.9197),(43 3961.393),(44 3981.2412),(45 4015.1553),(46 4033.6584),(47 4021.3962),(48 4037.6357),(49 4018.1462),(50 4004.1),(51 3992.9688),(52 3975.8186),(53 3973.1619),(54 4030.5916),(55 4080.428),(56 4075.128),(57 4097.1),(58 4141.836),(59 4182.6323),(60 4168.2183),(61 4158.4204),(62 4153.9365),(63 4065.6465),(64 4047.036),(65 4009.67),(66 4088.3784),(67 4107.4814),(68 4134.47),(69 4148.967),(70 4185.3403),(71 4206.185),(72 4185.568),(73 4131.004),(74 4120.655),(75 4207.4595),(76 4269.158),(77 4278.6265),(78 4268.45),(79 4322.9893),
(1 1331.3965),(2 2596.2732),(3 2937.7866),(4 2921.85),(5 3035.1257),(6 3191.8853),(7 3259.8823),(8 3232.821),(9 3209.9558),(10 3270.7566),(11 3338.9211),(12 3355.7832),(13 3313.4429),(14 3373.4163),(15 3499.344),(16 3495.802),(17 3492.9927),(18 3512.7444),(19 3582.3596),(20 3643.2786),(21 3637.5105),(22 3611.9163),(23 3717.6326),(24 3753.7925),(25 3655.7207),(26 3598.5718),(27 3640.8872),(28 3689.771),(29 3652.964),(30 3644.3362),(31 3752.6914),(32 3780.4246),(33 3790.9934),(34 3830.415),(35 3835.7341),(36 3850.0503),(37 3870.1956),(38 3893.152),(39 3914.4285),(40 3880.5957),(41 3900.6404),(42 3954.4475),(43 4018.9937),(44 4062.5115),(45 4063.2014),(46 4089.6997),(47 4103.5513),(48 4097.4277),(49 4077.302),(50 4102.4966),(51 4112.603),(52 4104.8223),(53 4191.727),(54 4238.6),(55 4250.3647),(56 4193.8164),(57 4180.136),(58 4174.623),(59 4175.9272),(60 4174.0776),(61 4168.912),(62 4142.4297),(63 4117.2583),(64 4092.4211),(65 4081.8782),(66 4158.018),(67 4235.162),(68 4191.249),(69 4145.53),(70 4179.164),(71 4208.919),(72 4180.902),(73 4111.5327),(74 4101.7275),(75 4093.5654),(76 4106.926),(77 4126.9746),(78 4092.406),(79 4083.8687),
(1 1281.8092),(2 2463.1328),(3 2789.6414),(4 2816.0679),(5 2930.645),(6 3078.6604),(7 3133.5261),(8 3135.937),(9 3170.574),(10 3244.6206),(11 3376.289),(12 3421.1028),(13 3398.2114),(14 3480.8352),(15 3573.8584),(16 3525.1316),(17 3438.4382),(18 3397.098),(19 3433.6377),(20 3486.6667),(21 3501.6323),(22 3522.925),(23 3628.6833),(24 3662.9805),(25 3641.5352),(26 3586.4126),(27 3585.9785),(28 3653.4658),(29 3616.19),(30 3594.2185),(31 3607.326),(32 3582.5952),(33 3605.7058),(34 3664.5466),(35 3677.496),(36 3666.0518),(37 3659.5266),(38 3736.6284),(39 3788.5688),(40 3766.1885),(41 3779.493),(42 3867.3662),(43 3865.7498),(44 3811.4326),(45 3803.5425),(46 3829.6848),(47 3882.427),(48 3922.48),(49 3935.2268),(50 3994.0955),(51 3985.9756),(52 3932.049),(53 4001.3489),(54 4082.9207),(55 3995.859),(56 3981.8528),(57 4027.219),(58 4086.1821),(59 4040.2986),(60 3982.444),(61 3989.1677),(62 3925.771),(63 3920.281),(64 3909.405),(65 3860.4639),(66 3822.4705),(67 3834.782),(68 3831.2666),(69 3861.1853),(70 3883.269),(71 3943.3247),(72 3998.2651),(73 3977.1292),(74 4004.0295),(75 4017.5752),(76 3997.6912),(77 3984.3064),(78 3963.7385),(79 3933.331),
(1 1257.3817),(2 2411.6758),(3 2713.2747),(4 2733.8206),(5 2788.4666),(6 2961.6604),(7 3047.1707),(8 3015.9155),(9 2980.2727),(10 3013.5842),(11 3116.3645),(12 3159.4382),(13 3141.9016),(14 3186.183),(15 3278.5598),(16 3289.853),(17 3250.4067),(18 3258.8215),(19 3286.602),(20 3319.3342),(21 3303.86),(22 3258.4697),(23 3318.2712),(24 3367.0613),(25 3382.313),(26 3430.722),(27 3439.308),(28 3479.0735),(29 3544.7144),(30 3550.2007),(31 3569.373),(32 3594.7976),(33 3622.76),(34 3627.9526),(35 3634.4028),(36 3597.9548),(37 3619.6152),(38 3703.8867),(39 3705.4153),(40 3743.55),(41 3762.1252),(42 3816.478),(43 3788.1965),(44 3732.118),(45 3725.9368),(46 3730.028),(47 3774.6025),(48 3803.9534),(49 3809.6462),(50 3834.755),(51 3837.1018),(52 3870.74),(53 3913.6423),(54 3874.9993),(55 3820.3699),(56 3796.92),(57 3865.4705),(58 3903.3606),(59 3839.3115),(60 3801.3071),(61 3757.0537),(62 3743.5918),(63 3782.2078),(64 3783.292),(65 3801.7544),(66 3750.3792),(67 3703.1418),(68 3699.8823),(69 3749.9868),(70 3642.5723),(71 3605.1619),(72 3654.5742),(73 3660.3997),(74 3652.421),(75 3701.3887),(76 3719.5674),(77 3710.115),(78 3738.5378),(79 3753.8037),
(1 1242.3644),(2 2384.8037),(3 2747.947),(4 2664.2205),(5 2705.6104),(6 2911.6008),(7 3072.3335),(8 3032.5046),(9 3000.5886),(10 3046.3828),(11 3127.4382),(12 3097.6697),(13 3063.7239),(14 3199.8762),(15 3317.845),(16 3345.1423),(17 3251.9648),(18 3178.396),(19 3209.7756),(20 3285.1763),(21 3249.183),(22 3247.9597),(23 3362.5725),(24 3405.6514),(25 3351.7002),(26 3273.3086),(27 3289.709),(28 3330.1113),(29 3368.4602),(30 3407.6033),(31 3401.9385),(32 3381.5396),(33 3390.1575),(34 3387.7043),(35 3379.8845),(36 3435.836),(37 3464.1182),(38 3496.6685),(39 3508.3708),(40 3573.8735),(41 3613.698),(42 3627.501),(43 3598.351),(44 3574.9985),(45 3591.04),(46 3637.5237),(47 3648.3462),(48 3716.1162),(49 3720.5923),(50 3671.7363),(51 3643.727),(52 3725.6748),(53 3763.9707),(54 3691.3386),(55 3644.4414),(56 3730.0515),(57 3783.5518),(58 3747.3213),(59 3656.8708),(60 3708.097),(61 3773.3247),(62 3782.7598),(63 3786.07),(64 3745.1313),(65 3818.3115),(66 3830.6829),(67 3803.41),(68 3784.2666),(69 3813.414),(70 3837.3855),(71 3829.785),(72 3847.7588),(73 3799.047),(74 3820.8364),(75 3813.4607),(76 3784.5981),(77 3755.959),(78 3747.0452),(79 3803.7627),
