1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11462.945),(2 37147.92),(3 75030.195),(4 119878.445),(5 173397.08),(6 229960.19),(7 291694.9),(8 355182.6),(9 418068.84),(10 476375.25),(11 531091.8),(12 577358.3),(13 614807.06),(14 652565),(15 685591),(16 709644.94),(17 735206),(18 742322.8),(19 759621.75),(20 776791.94),(21 790953.8),(22 804295.5),(23 813030.2),(24 827127.8),(25 848751.06),(26 869630.94),(27 899886),(28 934828.25),(29 990585.2),(30 1044786.2),(31 1104995.4),(32 1172073),(33 1244495.4),(34 1314836.4),(35 1391375.8),(36 1462138.6),(37 1541757.4),(38 1608717),(39 1680000),(40 1744774),(41 1821707.6),(42 1888564),(43 1960652.6),(44 2029661.4),(45 2084975.9),(46 2134579),(47 2170400),(48 2185609.3),(49 2214393.3),(50 2229915.3),(51 2257514.5),(52 2270373.8),(53 2294427.3),(54 2326912.8),(55 2378149.3),(56 2411373),(57 2445587.5),(58 2473102.3),(59 2505991.3),(60 2541535.8),(61 2577868),(62 2617213.5),(63 2646270.3),(64 2684767),(65 2725180.3),(66 2756269.5),(67 2819741.3),(68 2879114),(69 2938201.3),(70 2989674),(71 3040069.8),(72 3073438.8),(73 3111904.3),(74 3145615.3),(75 3167358.8),(76 3184993.3),(77 3209357.8),(78 3217822.8),(79 3248281.3),
(1 12116.579),(2 41755.55),(3 86284.27),(4 142312.1),(5 211008.11),(6 288716.78),(7 373577.2),(8 469245.1),(9 568459.8),(10 668274.6),(11 770455.5),(12 872682.94),(13 971583.2),(14 1068562.8),(15 1166397.9),(16 1261589.8),(17 1353982.4),(18 1444656.4),(19 1528154.4),(20 1609841.3),(21 1687073.3),(22 1759148.1),(23 1823931),(24 1885419.5),(25 1948289.8),(26 2004798.6),(27 2062266.8),(28 2111871),(29 2158382.5),(30 2202587.3),(31 2241085.3),(32 2278254.8),(33 2308842),(34 2341212.5),(35 2380193.5),(36 2418982.5),(37 2461610.5),(38 2505654),(39 2554204.8),(40 2601475.8),(41 2646123.8),(42 2686841.5),(43 2726515.3),(44 2766854),(45 2808779.8),(46 2842817.8),(47 2873280),(48 2904098.3),(49 2929342.3),(50 2954726.5),(51 2971202.8),(52 2989553.5),(53 3004678.5),(54 3012031),(55 3021791.8),(56 3026799.3),(57 3027906.5),(58 3021035.3),(59 3013170),(60 2999118),(61 2979371.8),(62 2955807),(63 2936847.8),(64 2918940.8),(65 2903612.8),(66 2881785.8),(67 2866092.3),(68 2849817.8),(69 2827942.5),(70 2807643.8),(71 2790227.8),(72 2781687),(73 2773275),(74 2770035.5),(75 2770091),(76 2776449),(77 2789065.8),(78 2801859.3),(79 2819204.5),
(1 13870.497),(2 49524.754),(3 103771.27),(4 173872.22),(5 257844.3),(6 351282.9),(7 449196),(8 552629.25),(9 658219.1),(10 763221),(11 862179.5),(12 959671.06),(13 1053985.4),(14 1146831.9),(15 1232800.1),(16 1313610.8),(17 1391707.4),(18 1463923.5),(19 1524643.4),(20 1579649.6),(21 1632924.6),(22 1687083),(23 1727788.6),(24 1763978),(25 1803078.9),(26 1833765.1),(27 1877379.6),(28 1918827.6),(29 1963339.1),(30 2009231.9),(31 2049692.6),(32 2087881.4),(33 2127170.5),(34 2176122.3),(35 2230289.3),(36 2288443.8),(37 2347102.5),(38 2407759.8),(39 2466452),(40 2522422.5),(41 2576016),(42 2628003.8),(43 2675037.8),(44 2724333),(45 2769433.3),(46 2812663.3),(47 2854660),(48 2899903.3),(49 2944786),(50 2991902.8),(51 3032753.3),(52 3073924.3),(53 3114045.3),(54 3149459),(55 3185036.3),(56 3218714.8),(57 3245501.8),(58 3267840.8),(59 3283214),(60 3288579),(61 3281472.8),(62 3278433.3),(63 3273873.3),(64 3269009),(65 3256878),(66 3249992),(67 3244840),(68 3239741.3),(69 3226700),(70 3214975),(71 3201282.3),(72 3187646),(73 3174463.3),(74 3158778.8),(75 3141986),(76 3124989.3),(77 3107746),(78 3084665.3),(79 3054670.8),
(1 12691.673),(2 44196.875),(3 93227.64),(4 155158.27),(5 229083.88),(6 310428.13),(7 400491.88),(8 496076.38),(9 594196.8),(10 692697.94),(11 792116.5),(12 894427.25),(13 994746.2),(14 1087096.1),(15 1179741.3),(16 1265122.5),(17 1345206.1),(18 1417735.9),(19 1482266.1),(20 1542553.3),(21 1593566.4),(22 1641485.6),(23 1679587.9),(24 1710157),(25 1736609.3),(26 1757213.1),(27 1783526.9),(28 1808862.4),(29 1830986.3),(30 1851892.1),(31 1869529.5),(32 1884062.1),(33 1903789.9),(34 1928470.3),(35 1951160.6),(36 1971895.4),(37 1991737.1),(38 2011492.4),(39 2024362.4),(40 2035264.4),(41 2041763.5),(42 2049039),(43 2050056.1),(44 2049261.1),(45 2049110.4),(46 2048427.9),(47 2042545.6),(48 2033690.4),(49 2019754.3),(50 2003566.4),(51 1983319.4),(52 1961832.1),(53 1937651.3),(54 1910304),(55 1879605.5),(56 1846812.8),(57 1816807.4),(58 1791093.9),(59 1765648.4),(60 1739092.5),(61 1712985.9),(62 1696085.8),(63 1687020.4),(64 1685362.5),(65 1693447),(66 1703263.4),(67 1716914.3),(68 1734911.4),(69 1755616.5),(70 1778141.1),(71 1800331.3),(72 1821547),(73 1841647.9),(74 1859477.3),(75 1867907.6),(76 1869114.9),(77 1870283.9),(78 1858650.5),(79 1844806.1),
(1 10076.851),(2 33394.82),(3 68177.766),(4 110928.92),(5 161284.17),(6 216190.92),(7 275436.2),(8 339727.44),(9 405443.63),(10 476469.03),(11 544880.25),(12 616198.06),(13 688191.06),(14 757985.75),(15 833064.9),(16 904790.06),(17 985796.2),(18 1066422.1),(19 1152494.8),(20 1238264),(21 1320602.8),(22 1407429.1),(23 1487498.4),(24 1574875.4),(25 1665432.8),(26 1747014.9),(27 1844022.3),(28 1929898.1),(29 2020267),(30 2107997.5),(31 2182361),(32 2254866),(33 2321266.5),(34 2382856.8),(35 2441012.8),(36 2488694.5),(37 2534909.8),(38 2574092),(39 2612002),(40 2637334),(41 2659412.3),(42 2675034.8),(43 2682309.5),(44 2682334.3),(45 2675960.3),(46 2667791),(47 2654230),(48 2632625.5),(49 2601565.8),(50 2569454.5),(51 2525864.5),(52 2482190.3),(53 2436398.5),(54 2390248.8),(55 2353381.3),(56 2314524.8),(57 2282313),(58 2253235.8),(59 2227343.3),(60 2199524.5),(61 2172359.8),(62 2149502.5),(63 2126453.3),(64 2113500.5),(65 2104120),(66 2095095.5),(67 2091213.1),(68 2087861.6),(69 2087202.1),(70 2089328),(71 2094809.6),(72 2104790.5),(73 2116562.5),(74 2128837),(75 2138806.3),(76 2146930),(77 2156782.5),(78 2158159.8),(79 2158993.8),
(1 10812.735),(2 36867.754),(3 75316.31),(4 122347.11),(5 177687),(6 238891.11),(7 306228.44),(8 378652.4),(9 449961.22),(10 523946.97),(11 595004.1),(12 664750.75),(13 733024.9),(14 797563.1),(15 865459.56),(16 931061.9),(17 1002167.44),(18 1069204.5),(19 1133423.4),(20 1191791.6),(21 1244150.4),(22 1294975.1),(23 1337403),(24 1382274.1),(25 1427802.9),(26 1468464.3),(27 1516482.5),(28 1558728),(29 1600763.8),(30 1637529.1),(31 1668872.5),(32 1700268.5),(33 1735846.3),(34 1777238.3),(35 1827713.4),(36 1878943.3),(37 1935259.4),(38 1996063),(39 2062499.5),(40 2126888.5),(41 2190990.8),(42 2254972.3),(43 2321092.8),(44 2388071.5),(45 2451216.3),(46 2508581.3),(47 2558898),(48 2609338),(49 2642512.5),(50 2677372.5),(51 2701556.3),(52 2726082),(53 2745333.3),(54 2755510),(55 2769811.3),(56 2776332.3),(57 2784514.8),(58 2792477),(59 2797534.3),(60 2800467.5),(61 2798908.8),(62 2807596.8),(63 2812833.3),(64 2822443.8),(65 2823923.5),(66 2814206.3),(67 2801517.8),(68 2792022),(69 2780908.5),(70 2771369.5),(71 2762332.8),(72 2753700.3),(73 2738444.5),(74 2723677),(75 2708080),(76 2695378.8),(77 2692473),(78 2687800),(79 2686959.5),
(1 12680.66),(2 44258.668),(3 93285.13),(4 154014.25),(5 228008.2),(6 309452.4),(7 400878.3),(8 500098.16),(9 598617.9),(10 701527.9),(11 799554.1),(12 896002.2),(13 988549.9),(14 1073672.8),(15 1156324.8),(16 1230985.6),(17 1306406.5),(18 1373042.1),(19 1437109.6),(20 1499011.1),(21 1548217.6),(22 1595865.4),(23 1633580),(24 1666828.5),(25 1697017.1),(26 1714289.8),(27 1736691.5),(28 1752115.5),(29 1769516.8),(30 1788857.6),(31 1804719.3),(32 1830353.9),(33 1853954.1),(34 1880224),(35 1914991.5),(36 1950086.8),(37 1990216),(38 2031594),(39 2076628.6),(40 2118061.5),(41 2159230.5),(42 2197791.3),(43 2234660.3),(44 2266451.5),(45 2291206.5),(46 2308741.8),(47 2323611.3),(48 2333472),(49 2338920),(50 2344418.8),(51 2345849.5),(52 2348068.8),(53 2345809.3),(54 2341531.3),(55 2339804),(56 2334445.3),(57 2331464.3),(58 2324437.5),(59 2319344.5),(60 2313003.5),(61 2305555.3),(62 2303205),(63 2296034.3),(64 2294103.8),(65 2291127),(66 2285298.8),(67 2288440.3),(68 2286793.5),(69 2285765.3),(70 2281845),(71 2275377),(72 2266641.5),(73 2254012.8),(74 2238734.3),(75 2216987),(76 2192057.3),(77 2165092.5),(78 2132137),(79 2101919.8),
(1 12058.466),(2 42310.727),(3 88242.57),(4 144151.48),(5 212837.98),(6 285833),(7 366698.25),(8 451528.84),(9 540397.56),(10 635378.06),(11 729402.8),(12 828742.56),(13 923198.94),(14 1013254.2),(15 1107984.8),(16 1194913),(17 1284930.3),(18 1369857),(19 1459935.4),(20 1550976.5),(21 1635854.6),(22 1720621.8),(23 1793382.3),(24 1858976.1),(25 1921671.8),(26 1975371.8),(27 2034913.5),(28 2083680),(29 2133022),(30 2175858.3),(31 2207744),(32 2245467.5),(33 2275209.8),(34 2301389.8),(35 2327713),(36 2351254.8),(37 2372666.5),(38 2391053.5),(39 2408908.5),(40 2423190.8),(41 2431687),(42 2436055.8),(43 2437424.5),(44 2430877.5),(45 2421508.3),(46 2407690.3),(47 2390650.3),(48 2368042.3),(49 2339554.5),(50 2315734.5),(51 2287010.3),(52 2262133.8),(53 2234072.8),(54 2206164.8),(55 2180881.5),(56 2153682),(57 2137089.5),(58 2122777.5),(59 2118717.8),(60 2116816.5),(61 2115290.3),(62 2126084.5),(63 2133423),(64 2147111),(65 2159740.3),(66 2165269.8),(67 2175053.5),(68 2175243),(69 2178508.5),(70 2181073.8),(71 2177751),(72 2174681.5),(73 2170033),(74 2168661),(75 2161877.5),(76 2152862.8),(77 2147338.5),(78 2136928.8),(79 2130947),
(1 13439.401),(2 47253.715),(3 98332.05),(4 163169.42),(5 242973.72),(6 326827.22),(7 418829.56),(8 515237.22),(9 610608.75),(10 709428.6),(11 801598.56),(12 896973.6),(13 989879),(14 1074387.8),(15 1157671.8),(16 1229173.4),(17 1302312.8),(18 1366478),(19 1430550.5),(20 1491695.4),(21 1543715.6),(22 1594256.3),(23 1632752.8),(24 1669017.9),(25 1702258.9),(26 1727806),(27 1756804.3),(28 1780486),(29 1805765.9),(30 1830898),(31 1846353.5),(32 1863402.1),(33 1881862.6),(34 1905952.1),(35 1934505.5),(36 1968338.9),(37 2001647.4),(38 2033518.6),(39 2063791.5),(40 2089276.9),(41 2110588.5),(42 2125980.5),(43 2137790.5),(44 2146377.3),(45 2150096.3),(46 2146541.3),(47 2137778),(48 2123147.3),(49 2101142.5),(50 2082189.1),(51 2058309.1),(52 2040501.4),(53 2028214.5),(54 2014943.8),(55 2009310.3),(56 2002841),(57 2001952.6),(58 2002582.4),(59 2009048.1),(60 2015585.1),(61 2022930),(62 2031892.9),(63 2041754.1),(64 2056916.9),(65 2068984.8),(66 2074285.6),(67 2084920.8),(68 2094951.8),(69 2102981.5),(70 2114788),(71 2123310.5),(72 2133605.5),(73 2137658.8),(74 2144619.5),(75 2147840.5),(76 2149607.3),(77 2152703),(78 2147038.8),(79 2143082.5),
(1 12801.906),(2 43125.688),(3 89763.09),(4 148052.03),(5 215662.16),(6 290999.88),(7 370907.78),(8 454251.13),(9 537249.3),(10 621716.94),(11 704851.25),(12 783442.1),(13 858499.6),(14 929088.56),(15 996724.4),(16 1059174.5),(17 1116906.6),(18 1167467.3),(19 1210324.3),(20 1244481.8),(21 1272222.3),(22 1296453.4),(23 1317170.8),(24 1336901.3),(25 1354915.3),(26 1369746),(27 1388261.3),(28 1404744.6),(29 1429843.9),(30 1461098.8),(31 1491300.3),(32 1526862.5),(33 1560982.3),(34 1595539.5),(35 1635240.3),(36 1671387.5),(37 1706531.6),(38 1740782),(39 1771718.8),(40 1800813.9),(41 1823998.9),(42 1845307.1),(43 1863763.5),(44 1880419),(45 1892127.5),(46 1892544.3),(47 1894280),(48 1898966.6),(49 1888470.8),(50 1883602),(51 1875312.6),(52 1866434),(53 1859480.1),(54 1845155.1),(55 1838293.3),(56 1826607.4),(57 1812196.6),(58 1795662),(59 1777726.5),(60 1759928.8),(61 1743539.4),(62 1733844.6),(63 1720997.1),(64 1713026.8),(65 1704613.6),(66 1689440),(67 1682306.3),(68 1674812),(69 1665817.9),(70 1659775.3),(71 1651249.8),(72 1644569.5),(73 1633165.5),(74 1621295),(75 1601500.8),(76 1578036.9),(77 1559262.5),(78 1535963.5),(79 1519607),
(1 13093.848),(2 44559.27),(3 91352.875),(4 149504.22),(5 214854.89),(6 283514.8),(7 351892.44),(8 419738.84),(9 483028.3),(10 542091.75),(11 600489.2),(12 655878.7),(13 707990.7),(14 757988.25),(15 811123),(16 858976),(17 907682.8),(18 957139.56),(19 1004227),(20 1048613.1),(21 1087869.9),(22 1122320),(23 1151753.3),(24 1177587.8),(25 1201883.9),(26 1219650.3),(27 1236497.1),(28 1252992.3),(29 1274769.8),(30 1299462.9),(31 1325762),(32 1353402),(33 1382123.5),(34 1410859.4),(35 1442252.8),(36 1471839),(37 1503382.9),(38 1533348.9),(39 1560888.4),(40 1582716.5),(41 1595273.9),(42 1602053.3),(43 1602114.4),(44 1596211.5),(45 1582203.3),(46 1557384.4),(47 1529931.6),(48 1505130.8),(49 1473882.8),(50 1448037.1),(51 1424504.1),(52 1406044.8),(53 1392150.5),(54 1380988.5),(55 1376095.4),(56 1371644.4),(57 1371432.8),(58 1367640.6),(59 1366170),(60 1363403.9),(61 1359145.1),(62 1357329.3),(63 1355754.4),(64 1354446.9),(65 1351069.5),(66 1344007.4),(67 1341340.4),(68 1337037.6),(69 1333961.8),(70 1331877.3),(71 1327385.3),(72 1324753.5),(73 1322086.8),(74 1317287.8),(75 1307522.8),(76 1298006.8),(77 1290697.8),(78 1278879.8),(79 1268271.9),
(1 14254.287),(2 48627.31),(3 99223.445),(4 160607.22),(5 229808.31),(6 301383.5),(7 373609.6),(8 445614.84),(9 514071.78),(10 578471.75),(11 638255.9),(12 692135.4),(13 742216.8),(14 784618.56),(15 821219.6),(16 854168.06),(17 885209.44),(18 912813.6),(19 935681.25),(20 958742.9),(21 980387.9),(22 993609.8),(23 1007722.3),(24 1018019.2),(25 1031727.2),(26 1048406.4),(27 1063663.9),(28 1083565.6),(29 1109805.3),(30 1137257.1),(31 1166861.4),(32 1203696.5),(33 1248013),(34 1294223.4),(35 1340294.4),(36 1384212),(37 1421907.4),(38 1455161.5),(39 1480341.3),(40 1497965.6),(41 1505257.6),(42 1501755.3),(43 1492895.9),(44 1481695.8),(45 1466874),(46 1446032.8),(47 1424586.5),(48 1403726.4),(49 1381126.6),(50 1364326.1),(51 1351327.6),(52 1341998.4),(53 1335438.4),(54 1330021.8),(55 1324651.9),(56 1319978.5),(57 1319131),(58 1320574.4),(59 1324278.9),(60 1331051.4),(61 1337852.1),(62 1349134.9),(63 1361492.9),(64 1375118.1),(65 1388300.8),(66 1400339.4),(67 1418537.5),(68 1432274.8),(69 1444312.9),(70 1454162),(71 1458653),(72 1463881),(73 1467550.5),(74 1470354.3),(75 1471702.6),(76 1476199.8),(77 1478858.5),(78 1472703),(79 1466665.9),
(1 12743.366),(2 43646.984),(3 90176.41),(4 147047.64),(5 211735.1),(6 280459.66),(7 353201.63),(8 429553.7),(9 502037.38),(10 573896.3),(11 636026.8),(12 690416.4),(13 733520.9),(14 762062.06),(15 784285.25),(16 797693.5),(17 806740.25),(18 809894.75),(19 811488.3),(20 814332.1),(21 815976.1),(22 821979.8),(23 827413.9),(24 839356.06),(25 861339.7),(26 885752.94),(27 920975.75),(28 955682.56),(29 1001940.9),(30 1054150.9),(31 1105514.1),(32 1165398.6),(33 1223966.5),(34 1288196.6),(35 1355944.6),(36 1419963.1),(37 1478998.1),(38 1528899.9),(39 1567681.1),(40 1595961),(41 1610659.5),(42 1615488.4),(43 1615795),(44 1612119.5),(45 1603050.5),(46 1587203.1),(47 1571415.8),(48 1556041.3),(49 1535497),(50 1521793),(51 1505583.6),(52 1494891.5),(53 1488566.6),(54 1481914.5),(55 1480265.6),(56 1476239.5),(57 1476269.5),(58 1476151.4),(59 1475221.4),(60 1473454.9),(61 1466595.5),(62 1461186.8),(63 1454749.5),(64 1446119.1),(65 1435332.5),(66 1418588),(67 1409804.4),(68 1399536.1),(69 1387475.1),(70 1376349.9),(71 1364798.9),(72 1354359.5),(73 1345010.1),(74 1335900.6),(75 1327551.5),(76 1317624.9),(77 1308768.1),(78 1293755.6),(79 1280590),
(1 10526.756),(2 34933.074),(3 71199.195),(4 115280.58),(5 166071.81),(6 219199.95),(7 274505.3),(8 332487.6),(9 390971.53),(10 448922.22),(11 504758.7),(12 560818.9),(13 615292.44),(14 663675.9),(15 709654.7),(16 750076.44),(17 788057.5),(18 820585),(19 848361.5),(20 875847.06),(21 895690.44),(22 917714.44),(23 933868.8),(24 950674.44),(25 966670.9),(26 979961.5),(27 998897.9),(28 1015690.44),(29 1037825.3),(30 1062210.6),(31 1086723.6),(32 1116785),(33 1144593.3),(34 1178341.1),(35 1214696),(36 1249884.8),(37 1282706.5),(38 1315996.6),(39 1348756.3),(40 1378779.9),(41 1407018.4),(42 1433073.3),(43 1458399.9),(44 1483941.9),(45 1504812.3),(46 1519984.1),(47 1541013),(48 1562986.3),(49 1577174.5),(50 1597478.4),(51 1613077),(52 1631598.1),(53 1647493.4),(54 1658714.6),(55 1668197.3),(56 1667224.8),(57 1662254.9),(58 1653070.4),(59 1638404.1),(60 1618016.8),(61 1593991.5),(62 1568194),(63 1538015.3),(64 1509618.4),(65 1476747.5),(66 1439093.4),(67 1407452.3),(68 1372639.6),(69 1336712),(70 1303468.6),(71 1265843.1),(72 1230355.9),(73 1194660.1),(74 1156939.1),(75 1121075.4),(76 1087010.6),(77 1056464.8),(78 1025105.1),(79 998584),
(1 11798.886),(2 40014.617),(3 82262.5),(4 132952.06),(5 191033.67),(6 251026.95),(7 312730.06),(8 376338.8),(9 438725.6),(10 503170.4),(11 565053.1),(12 628528.9),(13 689251.94),(14 739729.94),(15 788033.06),(16 827438.06),(17 864194.56),(18 894753.44),(19 923236.8),(20 953373.9),(21 980450.56),(22 1016564.25),(23 1046625.5),(24 1081518.1),(25 1115096.4),(26 1139978.3),(27 1173419.3),(28 1203328.5),(29 1240496.5),(30 1279971.5),(31 1315855.9),(32 1361730),(33 1404580.1),(34 1446137.6),(35 1489652.1),(36 1527510.8),(37 1558978.9),(38 1587009.3),(39 1609512.5),(40 1628413.1),(41 1641274.1),(42 1646378),(43 1649168.4),(44 1651145.3),(45 1653107.5),(46 1653441.6),(47 1659232.8),(48 1665299.9),(49 1663058.5),(50 1665005),(51 1665202.5),(52 1665400.5),(53 1660883.3),(54 1649778.9),(55 1643170.5),(56 1627912.5),(57 1614007.1),(58 1600465.1),(59 1590174.9),(60 1576812.6),(61 1560184),(62 1548967.5),(63 1536825.4),(64 1534027),(65 1530830.9),(66 1520596.5),(67 1521293.1),(68 1515163.3),(69 1505909.8),(70 1498328.1),(71 1483279.9),(72 1470559.9),(73 1454359.3),(74 1440949.9),(75 1426535.1),(76 1411286.4),(77 1401310.8),(78 1384815.5),(79 1373790.8),
(1 11870.349),(2 39361.32),(3 80114.57),(4 128873.914),(5 184129.08),(6 240570.22),(7 299546),(8 361548),(9 422110.5),(10 487452.1),(11 545436.4),(12 605650.4),(13 661272.06),(14 705012.7),(15 749488.25),(16 783333.3),(17 813972.56),(18 835981.1),(19 859948.6),(20 881887.8),(21 898911.44),(22 920681.9),(23 934535.75),(24 952006.7),(25 970482.06),(26 983546.25),(27 1008595.4),(28 1028703.2),(29 1061144.5),(30 1095375.3),(31 1129919.9),(32 1178269.8),(33 1224885.5),(34 1271438.9),(35 1320729.6),(36 1364197.1),(37 1403132.8),(38 1439894.9),(39 1475734.6),(40 1506598.8),(41 1529804.6),(42 1547557.8),(43 1563075.9),(44 1581009.4),(45 1594241.8),(46 1602224.4),(47 1612415.9),(48 1620651.8),(49 1620261.8),(50 1620990.9),(51 1617587.9),(52 1614242.9),(53 1606848.4),(54 1588057.3),(55 1573915.8),(56 1555227.8),(57 1536942.9),(58 1519197.5),(59 1502790.6),(60 1487219.8),(61 1471601.4),(62 1459808.5),(63 1444766.4),(64 1435465.5),(65 1422679.8),(66 1404375.1),(67 1395290.8),(68 1385066.6),(69 1370631.8),(70 1357316.3),(71 1338696.5),(72 1318445),(73 1295600.3),(74 1275638.3),(75 1254489.1),(76 1232242.3),(77 1214614),(78 1190919.6),(79 1171471.8),
(1 12210.852),(2 40544.34),(3 82687.44),(4 133193.58),(5 190307.28),(6 249723.9),(7 310694),(8 374904.56),(9 437269.06),(10 502164.56),(11 560618.1),(12 618708.1),(13 671597.44),(14 714081),(15 757080.9),(16 792558.06),(17 825861.25),(18 853423.6),(19 880574.9),(20 908719.9),(21 933635.5),(22 965733.5),(23 990233.8),(24 1015587.25),(25 1042533.3),(26 1065649),(27 1098787),(28 1125509),(29 1160191.8),(30 1192404),(31 1213837.5),(32 1239959.4),(33 1255649.8),(34 1265953.8),(35 1273704.6),(36 1277791.4),(37 1281463),(38 1282959.6),(39 1284918.6),(40 1284481.4),(41 1287975.9),(42 1291063.8),(43 1294912.3),(44 1300268.8),(45 1303812.8),(46 1298268.3),(47 1299949.1),(48 1302347.3),(49 1296332.3),(50 1291121.4),(51 1280802.8),(52 1275466.1),(53 1269180.4),(54 1258023.8),(55 1252767),(56 1241714.3),(57 1234439),(58 1226884.8),(59 1221185.4),(60 1213989),(61 1206341.6),(62 1202495),(63 1194239.1),(64 1194191.8),(65 1192870.4),(66 1182811),(67 1182973.3),(68 1178999),(69 1172196.8),(70 1167189.5),(71 1162157.4),(72 1158521.4),(73 1152131.4),(74 1148559.8),(75 1144715.1),(76 1140318.6),(77 1139886.4),(78 1136320),(79 1134563.4),
