1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 33709.457),(2 109627.336),(3 218473.45),(4 343965.53),(5 475726.72),(6 604158.06),(7 725759.5),(8 837764),(9 926765.8),(10 1006445),(11 1194194.6),(12 1326285),(13 1464932.6),(14 1617598.5),(15 1729854.1),(16 1827081),(17 1930079.6),(18 2016611.6),(19 2117807.3),(20 2262266.3),(21 2451417),(22 2661324.8),(23 2882262.8),(24 3119411.8),(25 3371878),(26 3731075.8),(27 4051103.8),(28 4409172.5),(29 4754698.5),(30 5076185.5),(31 5425989.5),(32 5650046),(33 5904113.5),(34 6089268),(35 6245179.5),(36 6393233.5),(37 6573114.5),(38 6726618.5),(39 6893431.5),(40 7056246),(41 7213167.5),(42 7302340),(43 7365591.5),(44 7373498.5),(45 7360206),(46 7315501.5),(47 7214145.5),(48 7070381.5),(49 6896466.5),(50 6685775.5),(51 6488110),(52 6312979.5),(53 6199714),(54 6070516),(55 6007944),(56 5947950.5),(57 5934900),(58 5895694.5),(59 5905712.5),(60 5891684),(61 5871789.5),(62 5875838.5),(63 5811412.5),(64 5783760),(65 5784414.5),(66 5763920),(67 5747651.5),(68 5653299.5),(69 5624061.5),(70 5550359),(71 5488422.5),(72 5450941.5),(73 5421197.5),(74 5403980),(75 5408117.5),(76 5429833.5),(77 5478410.5),(78 5461153),(79 5425200.5),
(1 32685.34),(2 101579.98),(3 188558.06),(4 288961.3),(5 392526.34),(6 500091.13),(7 608452.1),(8 714602.6),(9 815394.6),(10 921390.44),(11 1018828.5),(12 1122349.4),(13 1234150.9),(14 1357665.5),(15 1492011.5),(16 1646175),(17 1815549.9),(18 1995956.9),(19 2184124),(20 2377390),(21 2564463.3),(22 2770034),(23 2969761.5),(24 3158025),(25 3329364.8),(26 3465036.5),(27 3599108.8),(28 3732933.5),(29 3861749.5),(30 3988812.5),(31 4100647),(32 4204253),(33 4302409.5),(34 4401340),(35 4501562.5),(36 4602998.5),(37 4681625.5),(38 4748600.5),(39 4790977.5),(40 4832900.5),(41 4866448.5),(42 4895863),(43 4935581),(44 4955393.5),(45 4987504.5),(46 5023577.5),(47 5061449),(48 5119963),(49 5180277.5),(50 5257739),(51 5328773.5),(52 5392840.5),(53 5456611),(54 5507172),(55 5546791),(56 5594459),(57 5652019),(58 5699971),(59 5770073.5),(60 5835052),(61 5920412),(62 6016546),(63 6091788),(64 6153168),(65 6219410),(66 6266855),(67 6314575.5),(68 6349347),(69 6363788.5),(70 6393731.5),(71 6415482.5),(72 6453089.5),(73 6511648.5),(74 6587194.5),(75 6675048.5),(76 6799738.5),(77 6918841.5),(78 7013416.5),(79 7103415.5),
(1 35794.867),(2 114539.28),(3 216441.45),(4 334408.97),(5 452501.66),(6 572013.3),(7 683336.6),(8 778730.56),(9 860056.2),(10 931732.3),(11 999956.06),(12 1067986.6),(13 1146746.4),(14 1247511),(15 1355178.6),(16 1473428.6),(17 1606349.9),(18 1748859.1),(19 1875475),(20 1996705.4),(21 2113288.8),(22 2233391.5),(23 2352064.3),(24 2460362.3),(25 2577964.3),(26 2709911.8),(27 2841488.8),(28 2993664.8),(29 3164569),(30 3340114),(31 3506269.8),(32 3655537.3),(33 3794613),(34 3901193.8),(35 3966879.3),(36 4035250),(37 4098196.8),(38 4151708.8),(39 4199636.5),(40 4261986.5),(41 4331455.5),(42 4399328.5),(43 4466922.5),(44 4520033.5),(45 4581431.5),(46 4636420.5),(47 4667446.5),(48 4708667),(49 4728246.5),(50 4727649.5),(51 4745900.5),(52 4760851.5),(53 4791823.5),(54 4839150),(55 4898639.5),(56 4969344.5),(57 5050192.5),(58 5125795.5),(59 5209908.5),(60 5265679),(61 5315595.5),(62 5344536.5),(63 5362651.5),(64 5381042.5),(65 5409876.5),(66 5448670.5),(67 5509935.5),(68 5579430),(69 5656495.5),(70 5744072),(71 5829638.5),(72 5914376),(73 6002018.5),(74 6065141.5),(75 6131184),(76 6187800.5),(77 6241973.5),(78 6299332),(79 6351249.5),
(1 36654.824),(2 122498.38),(3 237971.58),(4 376538.3),(5 522047.9),(6 679352.25),(7 828423.44),(8 972558.25),(9 1104257.5),(10 1230046.8),(11 1354282.3),(12 1469309.3),(13 1593138.3),(14 1721300.1),(15 1851481.3),(16 1974695.3),(17 2105760.3),(18 2238819),(19 2363383),(20 2476914),(21 2576062.8),(22 2680787.8),(23 2794293.8),(24 2904747.5),(25 3025882),(26 3167622.5),(27 3319329.3),(28 3488116.5),(29 3659921.3),(30 3839311),(31 4016984.3),(32 4175516.8),(33 4317282.5),(34 4436055.5),(35 4558766),(36 4683821),(37 4800755.5),(38 4911510),(39 5015544.5),(40 5126346),(41 5245055.5),(42 5373766.5),(43 5476403),(44 5554300),(45 5617422),(46 5658009.5),(47 5684030),(48 5710018.5),(49 5720035),(50 5719612),(51 5739435.5),(52 5740766.5),(53 5761230),(54 5792825.5),(55 5802324),(56 5800578.5),(57 5814503.5),(58 5812854),(59 5821915),(60 5820800),(61 5829414.5),(62 5841086.5),(63 5821980),(64 5805130),(65 5793081),(66 5784514.5),(67 5773604),(68 5763309.5),(69 5748322.5),(70 5744892),(71 5737950),(72 5734076),(73 5737350),(74 5720965),(75 5713926),(76 5720271.5),(77 5739590.5),(78 5763597.5),(79 5806990.5),
(1 33220.316),(2 108909.59),(3 204005),(4 315296.3),(5 441545.28),(6 581964.4),(7 721333.75),(8 863587.1),(9 999522),(10 1133734.1),(11 1275587.1),(12 1402213.3),(13 1535214.9),(14 1677352.8),(15 1812321),(16 1940836.6),(17 2069126.3),(18 2200923.5),(19 2328828.3),(20 2437527.5),(21 2523302.8),(22 2595005),(23 2665510),(24 2741465),(25 2827440.8),(26 2921631.8),(27 3022161),(28 3136528),(29 3264120.3),(30 3403522.3),(31 3561899.3),(32 3688420.3),(33 3811386),(34 3927027.3),(35 4036389.8),(36 4165099.3),(37 4283369.5),(38 4403014.5),(39 4499831),(40 4589322.5),(41 4672207),(42 4760250.5),(43 4844152.5),(44 4941023),(45 5027583.5),(46 5103477),(47 5162036.5),(48 5196430.5),(49 5204250),(50 5203173.5),(51 5199602),(52 5165504.5),(53 5146942),(54 5140125),(55 5132119.5),(56 5125594.5),(57 5126664),(58 5112631),(59 5109701.5),(60 5106645),(61 5106804),(62 5122947),(63 5114986),(64 5116368.5),(65 5130301),(66 5153091),(67 5165006.5),(68 5193297),(69 5226330.5),(70 5280481.5),(71 5338679.5),(72 5404822.5),(73 5492086),(74 5561054.5),(75 5644194.5),(76 5741172.5),(77 5847694),(78 5951030),(79 6052502.5),
(1 30795.887),(2 97885.41),(3 182306.81),(4 277534.88),(5 384464.38),(6 494743.4),(7 605831.1),(8 717688.1),(9 822686.94),(10 919612),(11 1022870.1),(12 1113781.1),(13 1210053.9),(14 1307784.8),(15 1403504.5),(16 1508528),(17 1621386.5),(18 1727781),(19 1833117.8),(20 1927856.8),(21 2013985.9),(22 2091879.1),(23 2159718),(24 2229205.5),(25 2293453.3),(26 2362903.5),(27 2437613.3),(28 2521878.8),(29 2618214.8),(30 2719477.8),(31 2820734.3),(32 2900208.3),(33 2982934.5),(34 3055387.8),(35 3113849.8),(36 3176594),(37 3237014.3),(38 3304119.8),(39 3353745.8),(40 3415598.3),(41 3470187.8),(42 3538978.8),(43 3610026),(44 3684210.3),(45 3755869),(46 3820159.8),(47 3878337.8),(48 3930680.3),(49 3984696.3),(50 4037992.3),(51 4093079.8),(52 4149809.5),(53 4234275.5),(54 4330159.5),(55 4433592.5),(56 4537444.5),(57 4646149),(58 4737647.5),(59 4833923),(60 4913055),(61 4990067.5),(62 5099881),(63 5141802),(64 5209511.5),(65 5266559),(66 5325676),(67 5371965.5),(68 5417380.5),(69 5471501.5),(70 5516575.5),(71 5550495),(72 5561766.5),(73 5570434.5),(74 5544653.5),(75 5527935),(76 5494210.5),(77 5453042),(78 5406960),(79 5346967.5),
(1 31903.617),(2 104218.13),(3 194947.03),(4 300232.84),(5 421285.13),(6 547013.9),(7 671945.56),(8 794193.6),(9 905961.9),(10 1005265.6),(11 1097552.3),(12 1179803.5),(13 1270957.8),(14 1360737.4),(15 1451822.6),(16 1558095.3),(17 1660814.6),(18 1762833.1),(19 1863232.3),(20 1956510.5),(21 2051227.6),(22 2139081.5),(23 2222615.5),(24 2300962.3),(25 2372895),(26 2471982.3),(27 2561092),(28 2658439),(29 2757951),(30 2860396.8),(31 2967162.5),(32 3082581.8),(33 3208217.3),(34 3322018.8),(35 3416155.3),(36 3503844),(37 3591751.5),(38 3679768.5),(39 3732685.8),(40 3787332.5),(41 3832512),(42 3886434.8),(43 3942288.8),(44 3990472.5),(45 4040412.3),(46 4088574.5),(47 4136081),(48 4193365.8),(49 4238030.5),(50 4272995),(51 4321267),(52 4379052.5),(53 4467557),(54 4547205),(55 4630392),(56 4702440.5),(57 4772825),(58 4836943.5),(59 4905175.5),(60 4970478.5),(61 5039824.5),(62 5127223.5),(63 5207110.5),(64 5287218),(65 5380115.5),(66 5488527),(67 5597539),(68 5694584.5),(69 5778648),(70 5841706),(71 5911658.5),(72 5970354),(73 6023110),(74 6055860.5),(75 6084223),(76 6111166),(77 6120203),(78 6135552.5),(79 6143747.5),
(1 35067.305),(2 114554.2),(3 214088.44),(4 328641.84),(5 447144.94),(6 564389.4),(7 667911.1),(8 770648),(9 859609.3),(10 940738.94),(11 1011525.6),(12 1083292.6),(13 1157651.3),(14 1241507.9),(15 1324885.1),(16 1422847.5),(17 1522428),(18 1632665.8),(19 1736385.4),(20 1836173.4),(21 1917112.8),(22 1997781.4),(23 2085099.4),(24 2168658),(25 2254044.3),(26 2352261.8),(27 2450605.5),(28 2559159.3),(29 2673840.5),(30 2797662.8),(31 2925927.5),(32 3055863.8),(33 3204725.8),(34 3338700.8),(35 3452412.3),(36 3571890),(37 3681461.5),(38 3783366.3),(39 3855298.5),(40 3917545),(41 3991182.5),(42 4070195),(43 4157144.5),(44 4233611),(45 4314789),(46 4403262),(47 4485311.5),(48 4579426.5),(49 4670531.5),(50 4752408.5),(51 4838047),(52 4909148),(53 4990947),(54 5067297),(55 5138689),(56 5201447),(57 5263570),(58 5312463),(59 5368974),(60 5418992.5),(61 5489075.5),(62 5566350.5),(63 5632622.5),(64 5690689),(65 5772677),(66 5860162.5),(67 5969072),(68 6065973.5),(69 6167732.5),(70 6260932),(71 6365694.5),(72 6457851),(73 6561887),(74 6645225.5),(75 6737038.5),(76 6819883.5),(77 6911116.5),(78 7003756),(79 7065651.5),
(1 31894.883),(2 99257.05),(3 177915.63),(4 264156.28),(5 351717.56),(6 441994.66),(7 521800.72),(8 595232.7),(9 657173.2),(10 719873.9),(11 785936.25),(12 846953.6),(13 908322.94),(14 976611.1),(15 1047980.25),(16 1126096.8),(17 1210234.1),(18 1295460.4),(19 1380660.1),(20 1460435.8),(21 1516804.5),(22 1558150.3),(23 1596960.3),(24 1643734.5),(25 1694904),(26 1759406.5),(27 1822383),(28 1898789.6),(29 1990766),(30 2092201),(31 2186344),(32 2284215.3),(33 2381728.5),(34 2459060.8),(35 2525412),(36 2584899.8),(37 2642244.5),(38 2694222),(39 2743902.5),(40 2798828),(41 2853986.8),(42 2928650.3),(43 3008197),(44 3093376.8),(45 3190014),(46 3277427.8),(47 3353677),(48 3432839.8),(49 3496916.8),(50 3555379),(51 3614957),(52 3663975.8),(53 3716489.5),(54 3772407.8),(55 3832688.5),(56 3891002.3),(57 3948867.5),(58 3996060.5),(59 4055144.8),(60 4107077.8),(61 4163393),(62 4221373),(63 4260115.5),(64 4299128.5),(65 4337383),(66 4381647.5),(67 4425374),(68 4484770.5),(69 4547680.5),(70 4600809.5),(71 4656178.5),(72 4695592),(73 4748287),(74 4803377.5),(75 4863550.5),(76 4921995),(77 4983086),(78 5051410.5),(79 5091015.5),
(1 33463.727),(2 105019.2),(3 194392.39),(4 293263.84),(5 394157.2),(6 494030),(7 587044.1),(8 678100.3),(9 760708.25),(10 838407.6),(11 921929.9),(12 989530),(13 1052626.9),(14 1127419.3),(15 1196844.8),(16 1271838.6),(17 1344013.1),(18 1406967),(19 1464198.1),(20 1520885.5),(21 1564241.9),(22 1600473.1),(23 1637181.8),(24 1678027.3),(25 1719569.6),(26 1767845.5),(27 1817133.6),(28 1866225),(29 1919603.6),(30 1972827),(31 2031179.8),(32 2088716.5),(33 2153245),(34 2204472.8),(35 2247940.5),(36 2296309.3),(37 2333608.8),(38 2367827.5),(39 2395408.5),(40 2430490),(41 2462294),(42 2505869),(43 2561169),(44 2619963.5),(45 2691637.5),(46 2759876.3),(47 2824147),(48 2888239.3),(49 2944402.3),(50 2999037.3),(51 3056287),(52 3110502.5),(53 3166718.3),(54 3219775),(55 3272613.8),(56 3318405),(57 3373125),(58 3426277.3),(59 3474993.3),(60 3524047),(61 3574512.5),(62 3624520.5),(63 3668220.5),(64 3703265.5),(65 3737748),(66 3770253.5),(67 3812286),(68 3853872.5),(69 3893839.8),(70 3940947.5),(71 3994112),(72 4041166.5),(73 4097862.3),(74 4135644.5),(75 4182889.5),(76 4226790),(77 4265161),(78 4315300),(79 4345895),
(1 33101.49),(2 106134.13),(3 197323.34),(4 302733.03),(5 411751.7),(6 521744.3),(7 620828.44),(8 717229),(9 807999.56),(10 895930.6),(11 991113.3),(12 1073996.3),(13 1157633.4),(14 1253207.8),(15 1338430.6),(16 1420362.8),(17 1495292.1),(18 1567472.9),(19 1636601.5),(20 1705661.8),(21 1775517.4),(22 1840793.5),(23 1902761.8),(24 1966876.5),(25 2035036.1),(26 2105518.5),(27 2167506.3),(28 2238768.5),(29 2307402.5),(30 2365194.5),(31 2424650.5),(32 2482029),(33 2541571.5),(34 2590522.8),(35 2623508),(36 2664968.3),(37 2705867.8),(38 2746674.3),(39 2780687.3),(40 2823882.5),(41 2861070.8),(42 2894104.3),(43 2921622.8),(44 2949904.8),(45 2978942.5),(46 3008270.5),(47 3030679.3),(48 3068136.3),(49 3100526),(50 3140735.8),(51 3188280.8),(52 3237015.3),(53 3292321.3),(54 3351546.8),(55 3411388.5),(56 3463483),(57 3524354.5),(58 3579432.3),(59 3641579.3),(60 3692162.3),(61 3745490.3),(62 3804804.3),(63 3853961.5),(64 3907522.5),(65 3965914),(66 4013835.8),(67 4065108),(68 4107345.3),(69 4141761.3),(70 4173101.8),(71 4205806.5),(72 4227353.5),(73 4256974.5),(74 4264642),(75 4275905.5),(76 4280735),(77 4273870.5),(78 4273296.5),(79 4274549),
(1 30678.807),(2 96401),(3 177843.03),(4 270336.22),(5 366951.03),(6 465091.88),(7 546761.94),(8 622938.9),(9 692226),(10 763855.06),(11 838136.9),(12 913890.94),(13 989329.8),(14 1070929),(15 1143442),(16 1217849.1),(17 1292104),(18 1367204.4),(19 1435174.6),(20 1499289.3),(21 1562956.6),(22 1618200.3),(23 1655895.9),(24 1687314.4),(25 1723365.8),(26 1761992),(27 1792264.6),(28 1828648),(29 1867290),(30 1912325.8),(31 1962903.8),(32 2016008.9),(33 2074691.6),(34 2139475.5),(35 2194713.5),(36 2257437.3),(37 2325414.8),(38 2396176),(39 2451993.3),(40 2504708),(41 2547165.5),(42 2578092.5),(43 2604584.5),(44 2630770.8),(45 2656229.5),(46 2679084.8),(47 2706598),(48 2744560.8),(49 2788133.3),(50 2837605.3),(51 2884173.8),(52 2921873),(53 2960388),(54 3003696.5),(55 3027218.5),(56 3052328.5),(57 3080796.3),(58 3102116),(59 3133820.5),(60 3170892),(61 3217900.5),(62 3265762.3),(63 3330582.8),(64 3385501.3),(65 3447271.3),(66 3495806.8),(67 3558945.3),(68 3618067.3),(69 3665367.3),(70 3715417.3),(71 3773925.3),(72 3829131),(73 3876267.5),(74 3924107.5),(75 3960493.3),(76 3995383.8),(77 4023021.8),(78 4055518.8),(79 4077715.8),
(1 31978.666),(2 100104.82),(3 188705.89),(4 289158.16),(5 397762.13),(6 504499.66),(7 605003.6),(8 701505.1),(9 791171.7),(10 873036.1),(11 952559.9),(12 1021351),(13 1085930),(14 1161646.3),(15 1232977),(16 1294204.9),(17 1350231.4),(18 1413366.4),(19 1466101.3),(20 1505763.8),(21 1532068.5),(22 1553604.9),(23 1571447.3),(24 1588471.6),(25 1604269.8),(26 1618660.8),(27 1633936.5),(28 1657714.6),(29 1699237.9),(30 1754425.8),(31 1816513.1),(32 1869895.5),(33 1924800.3),(34 1972779.8),(35 2007329.4),(36 2040017.5),(37 2081826),(38 2131050.8),(39 2165880),(40 2209329.3),(41 2254246.3),(42 2300873),(43 2352572.8),(44 2405232.5),(45 2457461.8),(46 2517079.3),(47 2584347.3),(48 2657237.8),(49 2721806.8),(50 2773904.8),(51 2820838.3),(52 2848937),(53 2871557.8),(54 2890044.5),(55 2904455.8),(56 2913611.5),(57 2926783),(58 2943189.8),(59 2961485.3),(60 2986942.3),(61 3012883.5),(62 3043816.5),(63 3069400),(64 3087562.8),(65 3114583),(66 3137517.3),(67 3170680.8),(68 3201563.3),(69 3225673.8),(70 3247388),(71 3274475.8),(72 3301579.5),(73 3335294.8),(74 3367591),(75 3401124.3),(76 3424917),(77 3445821),(78 3461670.5),(79 3467389),
(1 32479.281),(2 104325.78),(3 192856.61),(4 295400.28),(5 400334.4),(6 499573.5),(7 591383.94),(8 676555.5),(9 749747.56),(10 813845.94),(11 878132.8),(12 942102.1),(13 1005874.3),(14 1080274.4),(15 1149224.1),(16 1213541.9),(17 1273769.6),(18 1333950),(19 1391518.3),(20 1448396.3),(21 1489643.9),(22 1525119.8),(23 1563754.6),(24 1601756.5),(25 1633032.8),(26 1664677.3),(27 1695030.9),(28 1739513.1),(29 1803141.4),(30 1880022),(31 1955378.3),(32 2021794),(33 2073558),(34 2107431),(35 2130399.5),(36 2154772.5),(37 2188173),(38 2233329),(39 2268891.3),(40 2313612.3),(41 2357643.5),(42 2407423.5),(43 2445227.3),(44 2476258.5),(45 2513679),(46 2548343.5),(47 2577435.8),(48 2604666.5),(49 2636257.8),(50 2656721),(51 2676351.5),(52 2685074.5),(53 2701269.3),(54 2721523),(55 2744665),(56 2777002),(57 2814917.5),(58 2855340.8),(59 2900102),(60 2938111.3),(61 2975236),(62 3000175.3),(63 3037817.5),(64 3068540),(65 3102275.3),(66 3132988.8),(67 3174111.3),(68 3207123.3),(69 3246181.3),(70 3279195.3),(71 3312254.3),(72 3341354.5),(73 3367248.8),(74 3383018.5),(75 3393402),(76 3397069.8),(77 3390636.8),(78 3382784.8),(79 3368864),
(1 31957.764),(2 97585.57),(3 179018.81),(4 270615.47),(5 361542.84),(6 452236.03),(7 536390.9),(8 618238.56),(9 688024.9),(10 751084.2),(11 809911.8),(12 867037.06),(13 927466.4),(14 999405.75),(15 1060807.5),(16 1117464.3),(17 1173712.9),(18 1225905.8),(19 1280510),(20 1331980.8),(21 1375167.5),(22 1415252.5),(23 1457701),(24 1497669.1),(25 1534779.3),(26 1585285.9),(27 1633837.4),(28 1682629.9),(29 1723115.3),(30 1763481.6),(31 1810233.6),(32 1858955.8),(33 1909863.6),(34 1952174.3),(35 1985770.9),(36 2029920.9),(37 2080820.6),(38 2153761.8),(39 2216734.8),(40 2287472),(41 2349519.3),(42 2419271.8),(43 2471282),(44 2517605.8),(45 2559362.8),(46 2598027.8),(47 2628072.5),(48 2658234.8),(49 2692671),(50 2726489.3),(51 2761144.5),(52 2794626.3),(53 2836648.5),(54 2879844),(55 2919948.3),(56 2965114.8),(57 3007833),(58 3054175.8),(59 3083676),(60 3114328.5),(61 3146733.3),(62 3190044.5),(63 3216222.5),(64 3248300),(65 3272608.3),(66 3305708.8),(67 3337587.5),(68 3365655.5),(69 3400088.3),(70 3436007.8),(71 3463586.5),(72 3483202.5),(73 3501654),(74 3505775.3),(75 3519271.5),(76 3534059.5),(77 3551712),(78 3566137),(79 3572953.3),
(1 28471.238),(2 88191.55),(3 162143.19),(4 245262.53),(5 330612.9),(6 413275.97),(7 490104.34),(8 560278.25),(9 630298.9),(10 698188.25),(11 765930.5),(12 828758.25),(13 893730.7),(14 965325.75),(15 1023046.75),(16 1080403.8),(17 1136545.8),(18 1185852.1),(19 1239802.5),(20 1290773.6),(21 1334640.3),(22 1376150.6),(23 1414115.6),(24 1441132.3),(25 1463945),(26 1488870),(27 1510744.8),(28 1531549.4),(29 1546649.4),(30 1562355.5),(31 1582708.1),(32 1596807.1),(33 1611099),(34 1621177.6),(35 1632427.3),(36 1656379.4),(37 1687838.9),(38 1736000.4),(39 1773968.4),(40 1813221.4),(41 1846623.3),(42 1885015.3),(43 1912817.3),(44 1932158.3),(45 1944631.3),(46 1959443.3),(47 1974766),(48 1992711.3),(49 2017153.6),(50 2040362.3),(51 2064198),(52 2092594),(53 2123612.5),(54 2157545.5),(55 2180173.3),(56 2206279.5),(57 2228032),(58 2241153.5),(59 2243349.8),(60 2244237),(61 2246978.8),(62 2259717.3),(63 2267406.8),(64 2282465.8),(65 2311589.3),(66 2347330),(67 2393149.5),(68 2432881),(69 2477901.8),(70 2515331),(71 2552285.5),(72 2583860),(73 2620156.3),(74 2647579.5),(75 2671800.5),(76 2683620.5),(77 2696178.5),(78 2704319.8),(79 2718763.8),
(1 27558.191),(2 85439.41),(3 157415.27),(4 236797.36),(5 319708.34),(6 400918.72),(7 479967.38),(8 552186.06),(9 625609.25),(10 696608.9),(11 770432.7),(12 836903.44),(13 898287.06),(14 967663.6),(15 1033826.1),(16 1102749.4),(17 1169930.6),(18 1231485.1),(19 1291971.6),(20 1352291.6),(21 1410083),(22 1456878.1),(23 1489566.6),(24 1509294.8),(25 1529623.6),(26 1558871),(27 1589670.1),(28 1610651.4),(29 1635649.5),(30 1665517.5),(31 1698387.6),(32 1725499.6),(33 1747504.4),(34 1767364.6),(35 1792777.8),(36 1815430.6),(37 1844605.1),(38 1881486.3),(39 1918604.4),(40 1956419.8),(41 1991536.8),(42 2018062.5),(43 2028780),(44 2037637.9),(45 2043332.6),(46 2049934.1),(47 2047850.3),(48 2053776.6),(49 2066898.9),(50 2084361.5),(51 2099148),(52 2109560.5),(53 2129308.3),(54 2153644.3),(55 2171899),(56 2186533),(57 2197757),(58 2198566.3),(59 2190562),(60 2183032.8),(61 2183549.5),(62 2189917),(63 2199581),(64 2209277.5),(65 2230830.3),(66 2246085.3),(67 2266239),(68 2283362.5),(69 2298587.5),(70 2313399),(71 2320445.5),(72 2328057.8),(73 2350549.3),(74 2381074),(75 2407844.5),(76 2428593),(77 2440109),(78 2449934.3),(79 2457544),
(1 26640.09),(2 83311.53),(3 152722.11),(4 231253.36),(5 311889.97),(6 390829.6),(7 465565.25),(8 536627.2),(9 603711.4),(10 668528.56),(11 728615.3),(12 778485.7),(13 822986.5),(14 873434.5),(15 922874.5),(16 980506.5),(17 1030965.3),(18 1077419.3),(19 1128229.4),(20 1182761.6),(21 1228735.5),(22 1261325.3),(23 1284262.3),(24 1302889.1),(25 1319958.3),(26 1340515.5),(27 1361639.9),(28 1386794.3),(29 1412377.9),(30 1427683),(31 1443391.3),(32 1451663.5),(33 1469867.5),(34 1487379.5),(35 1506666),(36 1521609.4),(37 1533843.9),(38 1549272.5),(39 1561523),(40 1581280.1),(41 1599524.1),(42 1617352.5),(43 1639210.3),(44 1653597.1),(45 1669129.1),(46 1677339.9),(47 1689246.4),(48 1700533.5),(49 1713333),(50 1720270.6),(51 1739273.3),(52 1761973.4),(53 1789206.9),(54 1815708.8),(55 1837820.6),(56 1856961.3),(57 1878480.1),(58 1891902.6),(59 1907628.8),(60 1923180.8),(61 1930561.3),(62 1939494.6),(63 1941674),(64 1946742.9),(65 1957250),(66 1964077),(67 1969346.9),(68 1980280.5),(69 1991992.5),(70 1997224.9),(71 1999557.4),(72 1997947.3),(73 2001691),(74 1996564.8),(75 1989415.1),(76 1979754),(77 1974399.9),(78 1971191.1),(79 1967042),
