1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 660339),(2 2712842.3),(3 6521639.5),(4 11929675),(5 19062098),(6 28296762),(7 38665596),(8 54218644),(9 69772650),(10 87531050),(11 108959520),(12 132710340),(13 158302720),(14 189194190),(15 217097490),(16 242432400),(17 269395300),(18 293977900),(19 320609630),(20 349465060),(21 376750850),(22 403612160),(23 426110980),(24 442579550),(25 454132900),(26 462339680),(27 465957630),(28 466828640),(29 463416220),(30 460495070),(31 452660770),(32 444924400),(33 433544450),(34 420228260),(35 403857920),(36 386235870),(37 369127400),(38 349552400),(39 331201800),(40 310614500),(41 288773600),(42 268475870),(43 249064430),(44 230936780),(45 214585780),(46 199638850),(47 186224510),(48 173718130),(49 162516450),(50 153589900),(51 145584030),(52 139465740),(53 134020440),(54 129045570),(55 124918460),(56 121588490),(57 118777060),(58 116272024),(59 114734360),(60 113670550),(61 113413096),(62 113610240),(63 114241630),(64 115705976),(65 116996770),(66 118966070),(67 121853910),(68 125399850),(69 129456030),(70 135034380),(71 140490270),(72 148083310),(73 156706610),(74 166531020),(75 175779060),(76 185382000),(77 195348030),(78 207973460),(79 220096130),
(1 1809536.8),(2 5438896.5),(3 7986363),(4 8317600.5),(5 7666770),(6 7754336),(7 8822104),(8 9969418),(9 10491379),(10 11035577),(11 11842162),(12 12323932),(13 12745778),(14 13064373),(15 13005874),(16 12803260),(17 12583194),(18 12558657),(19 12825398),(20 13143190),(21 13389071),(22 13714802),(23 13990152),(24 13933949),(25 13903680),(26 14067275),(27 13908045),(28 13647105),(29 13462957),(30 13368754),(31 13173487),(32 12865725),(33 12601934),(34 12619780),(35 12833820),(36 13002968),(37 13094966),(38 13206063),(39 13560949),(40 14008086),(41 14119466),(42 13970620),(43 14044704),(44 14507701),(45 14862155),(46 14821501),(47 14705427),(48 14889575),(49 15280131),(50 15511481),(51 15506418),(52 15489407),(53 15456270),(54 15255919),(55 15020363),(56 14958803),(57 15068569),(58 15168769),(59 15110442),(60 14902424),(61 14718269),(62 14732979),(63 14854816),(64 14841711),(65 14679972),(66 14695290),(67 15213153),(68 16081073),(69 16837236),(70 17186052),(71 17191458),(72 17010190),(73 16869772),(74 17135162),(75 17626618),(76 17912882),(77 17876044),(78 17750450),(79 17836176),
(1 1483271.1),(2 4283693),(3 6004920),(4 6201094.5),(5 5930338.5),(6 6284589.5),(7 7143517.5),(8 7797810),(9 8261851.5),(10 8933789),(11 9487869),(12 9842323),(13 10350681),(14 10970637),(15 11410948),(16 11503869),(17 11139925),(18 10819761),(19 10805412),(20 10931181),(21 11083433),(22 11314209),(23 11565661),(24 11388125),(25 11120616),(26 11303469),(27 11451633),(28 11289053),(29 11251861),(30 11278741),(31 11301616),(32 11306339),(33 11320411),(34 11341528),(35 11420533),(36 11739571),(37 11899820),(38 11710768),(39 11933008),(40 12468245),(41 12565867),(42 12394481),(43 12328891),(44 12621387),(45 12877068),(46 12788587),(47 12601033),(48 12611523),(49 12846235),(50 13012857),(51 12914637),(52 12722915),(53 12511483),(54 12177636),(55 11897419),(56 11843321),(57 11943632),(58 12072412),(59 12129056),(60 12063956),(61 12020919),(62 12135480),(63 12232012),(64 12086603),(65 11744995),(66 11579381),(67 11837219),(68 12455785),(69 13215339),(70 13894129),(71 14130520),(72 13937379),(73 13805477),(74 14059640),(75 14560832),(76 14689648),(77 14576796),(78 14812789),(79 15446853),
(1 1226611.3),(2 3357235.8),(3 4488600.5),(4 4522536.5),(5 4410530.5),(6 4942911.5),(7 5718256),(8 6247792),(9 6912890),(10 7442526.5),(11 7867006.5),(12 8816917),(13 9482886),(14 10079658),(15 10715215),(16 10936568),(17 10964156),(18 10984529),(19 10887892),(20 11001403),(21 11456243),(22 11790193),(23 11732631),(24 11242637),(25 10805539),(26 10852577),(27 10887323),(28 10733714),(29 10424979),(30 10267000),(31 10246760),(32 10073192),(33 9832356),(34 9578286),(35 9474172),(36 9591630),(37 9536813),(38 9388024),(39 9654799),(40 10044726),(41 10148484),(42 9997838),(43 9879612),(44 10080300),(45 10262168),(46 10214029),(47 10162632),(48 10175693),(49 10283195),(50 10424478),(51 10380129),(52 10310468),(53 10329685),(54 10246106),(55 10112977),(56 10137759),(57 10317113),(58 10432374),(59 10432767),(60 10430503),(61 10459953),(62 10652735),(63 10832924),(64 10792250),(65 10602355),(66 10668698),(67 11032970),(68 11437745),(69 11807316),(70 12199314),(71 12366540),(72 12290452),(73 12370739),(74 12566295),(75 12491226),(76 12259807),(77 12459863),(78 13054459),(79 13618993),
(1 1087605.1),(2 2825419.8),(3 3584980.5),(4 3636629.8),(5 3796133.8),(6 4323387),(7 4732128.5),(8 5279934.5),(9 6059838.5),(10 6329417),(11 6915867),(12 7702859),(13 8183654.5),(14 8709454),(15 9200571),(16 9537069),(17 9765690),(18 9770595),(19 9615230),(20 9871395),(21 10266937),(22 10152893),(23 9837174),(24 9597110),(25 9225208),(26 9217322),(27 9386807),(28 9090428),(29 8798159),(30 8844647),(31 8831284),(32 8622110),(33 8474501),(34 8507888),(35 8538049),(36 8620818),(37 8777505),(38 8745260),(39 8839472),(40 9195392),(41 9279558),(42 9118246),(43 8950460),(44 9081429),(45 9178958),(46 9159346),(47 9230981),(48 9177532),(49 9227132),(50 9529727),(51 9708346),(52 9747604),(53 9738925),(54 9529738),(55 9275599),(56 9236995),(57 9349185),(58 9409651),(59 9497668),(60 9594978),(61 9750598),(62 9999720),(63 10084855),(64 9999354),(65 9930670),(66 9926840),(67 9938536),(68 10173083),(69 10659605),(70 11027296),(71 11069402),(72 11006886),(73 10976792),(74 11064998),(75 11215197),(76 11343729),(77 11539694),(78 11897375),(79 12215740),
(1 1052198.3),(2 2502449.5),(3 2934678),(4 3093262.3),(5 3583152.3),(6 4172240.3),(7 4392320),(8 4959449),(9 5799672.5),(10 6244354.5),(11 6726644.5),(12 7323027.5),(13 7879383.5),(14 8340274),(15 8669486),(16 8931380),(17 9131996),(18 9102983),(19 8926165),(20 9098647),(21 9366896),(22 9260013),(23 8898977),(24 8567931),(25 8360640.5),(26 8374240),(27 8170128),(28 7825578.5),(29 7574624),(30 7475567.5),(31 7351356.5),(32 6994246.5),(33 6920348.5),(34 7148866),(35 7119660),(36 7154141.5),(37 7332208),(38 7267553),(39 7360915.5),(40 7515589.5),(41 7489718.5),(42 7417127),(43 7370469.5),(44 7576270),(45 7684060),(46 7575607),(47 7617613),(48 7575610.5),(49 7504008.5),(50 7718748),(51 7890677.5),(52 7923508.5),(53 7929557.5),(54 7806947.5),(55 7650095.5),(56 7697716.5),(57 7855383),(58 7913276),(59 7875286),(60 7916025.5),(61 8125651),(62 8384298),(63 8444441),(64 8327821),(65 8237203.5),(66 8197044),(67 8264972),(68 8595715),(69 9010169),(70 9330868),(71 9627003),(72 9857875),(73 10162792),(74 10399723),(75 10529471),(76 10625736),(77 10686687),(78 10693420),(79 10779589),
(1 1153579.3),(2 2475019),(3 2558892.3),(4 2783267.8),(5 3538957.5),(6 4061963.8),(7 4167760.5),(8 4670250.5),(9 5047894.5),(10 5281819.5),(11 5624381),(12 6037939),(13 6504622.5),(14 6577024),(15 6815336),(16 6980155),(17 7131251.5),(18 7030112),(19 6771329.5),(20 6888914),(21 7042677.5),(22 6911071),(23 6890078),(24 6834061),(25 6748474),(26 6835277),(27 6979831.5),(28 6706546.5),(29 6561701),(30 6539314.5),(31 6501094),(32 6301109),(33 6301559.5),(34 6528329.5),(35 6472532.5),(36 6462229.5),(37 6642249.5),(38 6516528),(39 6494039.5),(40 6676266),(41 6657125.5),(42 6670955),(43 6636829),(44 6782142),(45 6828689),(46 6613257.5),(47 6635215),(48 6538055.5),(49 6280469),(50 6359959.5),(51 6495951),(52 6530075),(53 6576647.5),(54 6461429),(55 6260178.5),(56 6151532.5),(57 6134755),(58 6105927.5),(59 6049274),(60 6073610),(61 6243656.5),(62 6427042.5),(63 6426032.5),(64 6416918),(65 6593440.5),(66 6677721.5),(67 6630475.5),(68 6857361),(69 7133129.5),(70 7295229),(71 7551179),(72 7709670.5),(73 7793534.5),(74 7802235.5),(75 7937399.5),(76 8035357.5),(77 7857685.5),(78 7924790.5),(79 8238870),
(1 1331473),(2 2558460.5),(3 2335744.8),(4 2671534),(5 3430455.3),(6 3713360.5),(7 3799758.5),(8 4179998.5),(9 4347084),(10 4776830),(11 4923190),(12 5363234),(13 5649269.5),(14 5944305.5),(15 6101543.5),(16 6170681.5),(17 6346164),(18 6226191.5),(19 6037468.5),(20 6199262),(21 6176719),(22 6010104.5),(23 6023415.5),(24 5957658),(25 5995681.5),(26 6029998.5),(27 6043470.5),(28 5898933.5),(29 5829297.5),(30 5899718),(31 5966127.5),(32 5831706),(33 5926814),(34 6129606.5),(35 5975531.5),(36 6093562.5),(37 6258407.5),(38 6059702.5),(39 6097363.5),(40 6107153.5),(41 6071086.5),(42 6142628),(43 6071709),(44 6174978),(45 6231463),(46 5934698),(47 5979497.5),(48 5947257.5),(49 5604591.5),(50 5580731),(51 5627142),(52 5626010),(53 5665853.5),(54 5525121.5),(55 5317113.5),(56 5275614),(57 5312532.5),(58 5282126.5),(59 5176039),(60 5159493),(61 5311820.5),(62 5443079),(63 5447892),(64 5514299),(65 5569974.5),(66 5437034),(67 5458715),(68 5696734),(69 5869253.5),(70 6077398),(71 6167455.5),(72 6166144.5),(73 6203739),(74 6270054.5),(75 6299049.5),(76 6351488),(77 6438524.5),(78 6701057),(79 6979791.5),
(1 1396181.4),(2 2398892.5),(3 2091620.6),(4 2549089.5),(5 3071288),(6 3185517.8),(7 3293189.8),(8 3537574.5),(9 3649811.8),(10 4065553.8),(11 4099570.5),(12 4537832),(13 4727399.5),(14 4834933.5),(15 4907091.5),(16 4891903.5),(17 4997096),(18 4926327.5),(19 4692411),(20 4652553),(21 4624552.5),(22 4575104),(23 4660068),(24 4668537.5),(25 4666804.5),(26 4672982),(27 4720674),(28 4643896.5),(29 4684086),(30 4714388),(31 4790443),(32 4775653),(33 4780720.5),(34 4906511.5),(35 4846036),(36 4799274.5),(37 4827209.5),(38 4745722),(39 4725896),(40 4789185.5),(41 4770146.5),(42 4861511),(43 4719752),(44 4676910.5),(45 4753136.5),(46 4493908),(47 4523358),(48 4669995),(49 4492770.5),(50 4564493.5),(51 4748164),(52 4851992.5),(53 4941053.5),(54 4850057.5),(55 4718503.5),(56 4699872),(57 4754672.5),(58 4809737),(59 4808668),(60 4842095),(61 4941172),(62 4951743.5),(63 4867190.5),(64 4828632),(65 4757679.5),(66 4592821.5),(67 4545338),(68 4681117),(69 4898914),(70 5040774.5),(71 5156069.5),(72 5171125.5),(73 5213854.5),(74 5175175.5),(75 5250110.5),(76 5259871.5),(77 5232388),(78 5378793.5),(79 5515339),
(1 1421705.1),(2 2249954),(3 1829618.8),(4 2218817),(5 2637006.5),(6 2728994),(7 2845209.3),(8 3119771),(9 3217049.8),(10 3560595),(11 3690120.5),(12 3943730.3),(13 3921727),(14 3965153.5),(15 3952440.5),(16 3857844),(17 3970587),(18 3889438.5),(19 3730522.8),(20 3755962.8),(21 3747750),(22 3791919),(23 3817987.5),(24 3775643.3),(25 3827002.5),(26 3887237),(27 3987769),(28 3896067.8),(29 3978452.3),(30 4016421.3),(31 4146572.5),(32 4136057),(33 4109228.8),(34 4226508),(35 4172720.8),(36 4145140.5),(37 4192782.8),(38 4169152),(39 4215494.5),(40 4252810),(41 4224217),(42 4370629.5),(43 4228435.5),(44 4192196.5),(45 4370850),(46 4086235),(47 4066569.5),(48 4209465),(49 4060567.3),(50 4146764.5),(51 4294300.5),(52 4374168.5),(53 4445306.5),(54 4316681.5),(55 4128908.5),(56 4037400.8),(57 4022334),(58 4028467.5),(59 3923289.3),(60 3850962.5),(61 3860505),(62 3870032.3),(63 3846837),(64 3843868.8),(65 3797369.5),(66 3636341),(67 3559029.5),(68 3617514.8),(69 3788217),(70 3958377.5),(71 4107537),(72 4269686),(73 4280636.5),(74 4280558),(75 4281387.5),(76 4247008),(77 4237387.5),(78 4265515),(79 4347774),
(1 1311752.4),(2 1925229.6),(3 1526140.9),(4 1918629.4),(5 2259256.8),(6 2416672.3),(7 2608519),(8 2842800.8),(9 2911492.3),(10 3174116.3),(11 3229542.8),(12 3378374.3),(13 3380897.3),(14 3358203),(15 3402131),(16 3287512.8),(17 3327286.5),(18 3355931.8),(19 3299819),(20 3254598),(21 3305951.8),(22 3365287),(23 3353353.5),(24 3344670),(25 3304249.5),(26 3349228.8),(27 3373887.5),(28 3350836.3),(29 3469316.5),(30 3423496),(31 3479404.8),(32 3501956),(33 3431053),(34 3524396),(35 3497639.8),(36 3497923.8),(37 3629382),(38 3520600.8),(39 3476206),(40 3504547),(41 3445753.3),(42 3575944.8),(43 3502917.5),(44 3448415.8),(45 3604517.5),(46 3461164),(47 3422277.5),(48 3562840.8),(49 3506033.8),(50 3562658.5),(51 3703605.5),(52 3722443.8),(53 3696538.5),(54 3632389.3),(55 3558340),(56 3504214),(57 3429869.5),(58 3341988.8),(59 3240212.8),(60 3191089),(61 3217372),(62 3252891.3),(63 3223615.5),(64 3215230.8),(65 3265009.3),(66 3265706.3),(67 3243168.5),(68 3253365.3),(69 3351811),(70 3405463.5),(71 3437626.5),(72 3423211.3),(73 3436538.3),(74 3445092.8),(75 3473015),(76 3530055),(77 3606210.5),(78 3580770.5),(79 3626521.5),
(1 1200782.6),(2 1711436.8),(3 1400663.5),(4 1715735),(5 1878551.8),(6 2138893.3),(7 2188443),(8 2331106.8),(9 2378367),(10 2605012),(11 2644015.5),(12 2772391.3),(13 2727401.5),(14 2691465.3),(15 2791266.3),(16 2694161.3),(17 2803073.8),(18 2938456.5),(19 2860120.5),(20 2864436),(21 2915839.8),(22 2942016.3),(23 2937402),(24 2860864.3),(25 2961306.3),(26 2961420.3),(27 3006366),(28 2971167.8),(29 3013246.8),(30 2905086),(31 3000483.8),(32 2992978.5),(33 2934561),(34 3106495.5),(35 3039278.3),(36 3095669.8),(37 3108983.8),(38 3071523.8),(39 3037766.5),(40 3069900.5),(41 3027980.3),(42 3103086.3),(43 3017884.3),(44 2959042),(45 3056482.3),(46 2886164.5),(47 2859960.3),(48 2954366.5),(49 2908729),(50 2946351.5),(51 3027576.8),(52 3014963.5),(53 3031031.8),(54 2949559.3),(55 2795183.5),(56 2729988.5),(57 2681453.8),(58 2655098.8),(59 2585804),(60 2548018),(61 2555289.5),(62 2558520.3),(63 2535916.5),(64 2552927.5),(65 2611824),(66 2649175.5),(67 2691064.3),(68 2719781.5),(69 2785750.8),(70 2866906.5),(71 2981695),(72 3039614.8),(73 2978661.8),(74 2982425.3),(75 3025091.3),(76 3048020),(77 3136455.5),(78 3143112),(79 3338803.8),
(1 1113745.5),(2 1595085.4),(3 1375760.3),(4 1723347.3),(5 1779580.1),(6 2128567.5),(7 2050839.5),(8 2272049),(9 2263039.8),(10 2468847),(11 2550161.3),(12 2688978.5),(13 2691664.8),(14 2658307.5),(15 2698946.8),(16 2603755),(17 2652491.5),(18 2755980.3),(19 2713382.5),(20 2693362.5),(21 2771457),(22 2808884.3),(23 2850603),(24 2747882.8),(25 2787884.5),(26 2788922.5),(27 2754825.3),(28 2784282.8),(29 2807339.3),(30 2754525.5),(31 2846789.3),(32 2874653.5),(33 2803536.5),(34 2803273.3),(35 2701784.8),(36 2638221),(37 2777713.8),(38 2776438.8),(39 2725655.3),(40 2691320),(41 2606078.8),(42 2684181.8),(43 2643399),(44 2622062),(45 2708514.8),(46 2636493),(47 2548973.3),(48 2590131.5),(49 2588395.3),(50 2577194),(51 2600080.8),(52 2597197),(53 2637530),(54 2623004.3),(55 2564718),(56 2478534.5),(57 2435543),(58 2405681.3),(59 2334366.8),(60 2297396.5),(61 2333814.5),(62 2368794),(63 2383815.3),(64 2443845),(65 2508003.3),(66 2522726.8),(67 2537271.5),(68 2529403.3),(69 2608833.3),(70 2673044.5),(71 2803022.8),(72 2844861.3),(73 2852663.5),(74 2811357),(75 2828321.5),(76 2865724),(77 3044530.8),(78 3113550),(79 3231744),
(1 1007129.94),(2 1379776.9),(3 1299707.5),(4 1681361.5),(5 1607407.9),(6 1893229.6),(7 1806813),(8 1992427),(9 2086147.4),(10 2258040),(11 2351377),(12 2443309.5),(13 2483483),(14 2365037),(15 2363121),(16 2291397.5),(17 2303760.3),(18 2371079.8),(19 2338186.8),(20 2310014.8),(21 2353611.3),(22 2384111.8),(23 2417875.8),(24 2324376.3),(25 2339210),(26 2329834.3),(27 2313076.8),(28 2302220.3),(29 2296387),(30 2227331.3),(31 2328167.8),(32 2320020.3),(33 2264194.3),(34 2353643),(35 2264065.8),(36 2322048.8),(37 2332865.5),(38 2292366.3),(39 2268073.3),(40 2252519.5),(41 2234639.8),(42 2294289.8),(43 2292031),(44 2326506.8),(45 2402712.3),(46 2385551.3),(47 2319474),(48 2333962),(49 2335829.8),(50 2322083.8),(51 2311291.8),(52 2237962.3),(53 2209150.8),(54 2176537),(55 2116234.8),(56 2087755.5),(57 2087624.1),(58 2083202.6),(59 2059071.3),(60 2061925.6),(61 2082588.9),(62 2080899.9),(63 2054453.3),(64 2094664.4),(65 2189309.5),(66 2204913),(67 2190397.8),(68 2202193),(69 2282437.3),(70 2336192),(71 2417515.8),(72 2464749.8),(73 2459310.3),(74 2445754),(75 2419175),(76 2440668.3),(77 2529735.8),(78 2591922.3),(79 2702306.8),
(1 1026181.5),(2 1379198.6),(3 1440411.9),(4 1810267.8),(5 1693609.1),(6 1841282.1),(7 1813410),(8 1927494.6),(9 2028337.3),(10 2097487.5),(11 2119836.8),(12 2145531.5),(13 2168861.8),(14 2103299),(15 2119427.5),(16 2107524.5),(17 2117519.3),(18 2116217.8),(19 2079161.1),(20 2065736.5),(21 2099452),(22 2186221.3),(23 2210338.8),(24 2200601.5),(25 2199245.3),(26 2198506.3),(27 2193650.5),(28 2180182.8),(29 2135293.3),(30 2089785.1),(31 2170740),(32 2127458.3),(33 2212070.8),(34 2264390.5),(35 2244315.5),(36 2258500.3),(37 2251460),(38 2211831),(39 2202635.8),(40 2197457.8),(41 2182216.5),(42 2212514.5),(43 2201274.3),(44 2159316.3),(45 2167680.3),(46 2125706.3),(47 2035336),(48 2035904.4),(49 2050597.8),(50 2070389.5),(51 2092759.6),(52 2049991.1),(53 2051248.4),(54 2010375.3),(55 1976380.5),(56 1935558),(57 1936072.5),(58 1923470.9),(59 1884528.8),(60 1840459.8),(61 1842230.6),(62 1864356.3),(63 1853517.1),(64 1917261.4),(65 1960514.9),(66 1946224.4),(67 1981580.1),(68 1972809.1),(69 2069572.8),(70 2147976.5),(71 2288943.8),(72 2383198.5),(73 2415063.5),(74 2351259.8),(75 2160913),(76 2229887.8),(77 2329525.8),(78 2395121.5),(79 2450224.8),
(1 996536.2),(2 1294982.3),(3 1429551.9),(4 1706813.9),(5 1647651.9),(6 1717968.5),(7 1765563.8),(8 1850365.8),(9 1980035.9),(10 2046341.4),(11 2049755.5),(12 2033159.5),(13 2061907.3),(14 2043836.3),(15 2036327.5),(16 2023864.1),(17 1971324.8),(18 1940798.8),(19 1895255.1),(20 1898466),(21 1904545.8),(22 1982211.3),(23 1943848.8),(24 1902015.9),(25 1917341.5),(26 1935931.4),(27 1922161.1),(28 1953078.6),(29 1923807.9),(30 1904474),(31 1936940.6),(32 1970728.8),(33 1972959.6),(34 2025705.6),(35 1984894.3),(36 2030368.9),(37 2024944.5),(38 2016413.1),(39 1984882.5),(40 2012224.5),(41 1996263.5),(42 2019695.1),(43 1993623.1),(44 1956523),(45 1983664.8),(46 1949480.1),(47 1900229.8),(48 1881182.6),(49 1868097.3),(50 1912959.6),(51 1953121.8),(52 1916704.1),(53 1872114.1),(54 1857707.8),(55 1850732.5),(56 1803821.9),(57 1773069.1),(58 1777975.5),(59 1766500.1),(60 1743739.3),(61 1787058.9),(62 1824966.3),(63 1819160),(64 1933794.5),(65 1969928.1),(66 1950154.5),(67 2007472),(68 2023036.6),(69 2116198),(70 2184582.8),(71 2287323),(72 2364381.8),(73 2440568),(74 2464308),(75 2349245.3),(76 2341540.5),(77 2308123.8),(78 2401175),(79 2530746),
(1 995486.56),(2 1221995.6),(3 1399422.6),(4 1575739.4),(5 1484518.9),(6 1483121),(7 1503676.6),(8 1710831.6),(9 1752879.4),(10 1826983.6),(11 1877942.1),(12 1836609.8),(13 1889801),(14 1881042.6),(15 1867749),(16 1887289.9),(17 1798708.4),(18 1784404),(19 1748725.1),(20 1784964.3),(21 1797910.1),(22 1871757),(23 1805701.5),(24 1774191.4),(25 1825114.5),(26 1896593),(27 1828979.8),(28 1795987.8),(29 1753870.1),(30 1729812.6),(31 1747318.5),(32 1724094.1),(33 1746024),(34 1737674.3),(35 1706476.3),(36 1762617.9),(37 1794533.8),(38 1803437.8),(39 1795491),(40 1782124.3),(41 1737853.1),(42 1732588.3),(43 1738681),(44 1705081),(45 1729557.9),(46 1720661.8),(47 1723369.9),(48 1713729),(49 1680278.6),(50 1682515.8),(51 1701257.4),(52 1679433),(53 1656311.6),(54 1644428.4),(55 1669212.3),(56 1661117.5),(57 1655543.6),(58 1701436.3),(59 1719232.8),(60 1669621.4),(61 1693482.5),(62 1735033.9),(63 1739274.9),(64 1893735),(65 1894749.5),(66 1896710.6),(67 1937358.9),(68 1861468.3),(69 1896330.3),(70 1929861.5),(71 2035020),(72 2138568.8),(73 2216527.3),(74 2227307.5),(75 2175762.8),(76 2164387.8),(77 2240121),(78 2246323),(79 2294789),
(1 929816.4),(2 1104609.6),(3 1327033.1),(4 1456830.8),(5 1418003.4),(6 1349841),(7 1423418.9),(8 1631080.9),(9 1741959.6),(10 1747490.6),(11 1734661.8),(12 1718651.8),(13 1740019.9),(14 1708861.8),(15 1700401.4),(16 1747607.9),(17 1693886.3),(18 1623745.4),(19 1587091.8),(20 1588902.8),(21 1653661.4),(22 1711178.9),(23 1673991.3),(24 1662631.5),(25 1707367.5),(26 1777402.3),(27 1730447.3),(28 1695684.5),(29 1596102.3),(30 1582427),(31 1555080.8),(32 1599438.4),(33 1604406.4),(34 1621716.1),(35 1604711.1),(36 1655520.4),(37 1652713.6),(38 1645081.8),(39 1640544.9),(40 1624236.1),(41 1643201.4),(42 1604645.1),(43 1592687.6),(44 1538527.6),(45 1490570.1),(46 1455619),(47 1458409.1),(48 1472153.5),(49 1470277),(50 1456740.1),(51 1459512.9),(52 1492805.4),(53 1489105.8),(54 1476454.3),(55 1499894.3),(56 1522872.9),(57 1513363.4),(58 1542879.9),(59 1608809.6),(60 1610793.4),(61 1611749.5),(62 1611227.4),(63 1604443.9),(64 1762839.1),(65 1791078.9),(66 1857309.9),(67 1934267.5),(68 1893270),(69 1931771.9),(70 1992164.6),(71 2089422),(72 2110594.8),(73 2208774.5),(74 2243009.5),(75 2262930.8),(76 2166927),(77 2084480),(78 2177284.8),(79 2170304.3),
