1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11790.065),(2 36594.67),(3 72158.445),(4 110662.43),(5 150138.77),(6 192808.7),(7 236365.92),(8 284523.03),(9 334768.06),(10 384643.16),(11 445370.13),(12 497921.88),(13 562668.3),(14 624126.06),(15 690301.2),(16 756456.06),(17 818312.5),(18 868651.5),(19 911127.56),(20 955635.7),(21 1005083.7),(22 1050274.1),(23 1096230.6),(24 1142843.9),(25 1187309.4),(26 1236738.3),(27 1269800.4),(28 1307204.5),(29 1349311),(30 1384902.4),(31 1416599.5),(32 1435152.4),(33 1464704),(34 1493715.4),(35 1529082),(36 1555532.4),(37 1580274.9),(38 1589772),(39 1604690),(40 1617752),(41 1637327.6),(42 1661101),(43 1684459.4),(44 1687903.6),(45 1704989.6),(46 1718164.6),(47 1742699),(48 1762717.1),(49 1793975.4),(50 1833960.6),(51 1890874.6),(52 1956579.4),(53 2033632.5),(54 2098077.8),(55 2182046.8),(56 2246608.3),(57 2315227),(58 2367534.3),(59 2412108.8),(60 2458222),(61 2511018),(62 2558702.3),(63 2623069.3),(64 2677804),(65 2760106.3),(66 2854778.3),(67 2961093),(68 3084493.3),(69 3212770.8),(70 3329463.3),(71 3452508),(72 3542863),(73 3635067),(74 3689759.8),(75 3740323.8),(76 3778448.3),(77 3817451.3),(78 3840953.8),(79 3882134.3),
(1 16736.098),(2 59493.164),(3 124768.81),(4 206989.11),(5 302898.47),(6 411702.6),(7 532670.25),(8 660630.7),(9 796442.7),(10 932129.4),(11 1065933.3),(12 1198092),(13 1331944.3),(14 1457551),(15 1580035.9),(16 1694410.4),(17 1804497),(18 1901266.8),(19 1994521),(20 2074781.6),(21 2142894.5),(22 2198855),(23 2245398.5),(24 2285703.8),(25 2311479.3),(26 2326912.3),(27 2325455.3),(28 2313719.3),(29 2293727.3),(30 2268987.5),(31 2242285.5),(32 2213580.8),(33 2189961.5),(34 2166190.5),(35 2147260.5),(36 2129123.3),(37 2110797.8),(38 2101115.3),(39 2097046.8),(40 2103982),(41 2104677.3),(42 2112216),(43 2125444),(44 2144681.5),(45 2169591.5),(46 2197895.5),(47 2228221.3),(48 2256495.3),(49 2282377),(50 2315836.3),(51 2346937),(52 2372054.3),(53 2390569),(54 2406651.3),(55 2423316.8),(56 2439227.3),(57 2454298.5),(58 2462683.5),(59 2469074.5),(60 2477164.3),(61 2490360.8),(62 2500276.3),(63 2515879.8),(64 2536779),(65 2555828),(66 2581158),(67 2606816.5),(68 2634243.3),(69 2675049),(70 2708275.8),(71 2740362.3),(72 2777848.3),(73 2806940),(74 2842986),(75 2880115.8),(76 2921964.5),(77 2959672.3),(78 2998065.8),(79 3043629.3),
(1 16603.799),(2 58552.043),(3 121443.16),(4 201070.58),(5 293166.6),(6 398217.4),(7 512114.6),(8 633277.06),(9 760526.06),(10 886379.8),(11 1007938.2),(12 1122311.5),(13 1232334.3),(14 1336024.4),(15 1433038.4),(16 1519506.4),(17 1600387),(18 1670585.4),(19 1733958.4),(20 1792541.4),(21 1840221.6),(22 1878865),(23 1907941.9),(24 1932421),(25 1955001.9),(26 1974522.4),(27 1985896),(28 1994802.9),(29 1994762.6),(30 1984749.5),(31 1966891.6),(32 1946392.6),(33 1924666.6),(34 1903152),(35 1876508.1),(36 1847461.4),(37 1816167),(38 1790036.4),(39 1771461),(40 1760551.9),(41 1758097.4),(42 1754345),(43 1757371.6),(44 1759337.6),(45 1766672.4),(46 1780525.4),(47 1799176.5),(48 1816972.4),(49 1833432.4),(50 1857322.1),(51 1881067),(52 1905819.6),(53 1925842.9),(54 1945910.1),(55 1968697.4),(56 1984786.6),(57 2002482.6),(58 2019010.4),(59 2036521.6),(60 2057401),(61 2080375.4),(62 2098703.3),(63 2116654.5),(64 2137324.3),(65 2159976),(66 2185393.3),(67 2216861.8),(68 2250265),(69 2290830.5),(70 2328676.3),(71 2370895.3),(72 2414351),(73 2450943.8),(74 2485506.3),(75 2519364.3),(76 2548756.8),(77 2572719),(78 2591688.3),(79 2607123),
(1 14722.929),(2 52054.1),(3 106668.44),(4 174022.16),(5 251475.5),(6 334607.9),(7 423182.56),(8 512496.88),(9 601279.2),(10 684257.6),(11 762054.25),(12 830818.56),(13 892699.6),(14 945938.75),(15 992827.5),(16 1032337.06),(17 1065170.1),(18 1090759.5),(19 1117034.8),(20 1143800.5),(21 1165915.3),(22 1187285.5),(23 1208377.6),(24 1229103.9),(25 1252635.9),(26 1278479),(27 1309490.8),(28 1339826.1),(29 1369980.6),(30 1400100.1),(31 1431058.3),(32 1459495),(33 1484497.6),(34 1508319.3),(35 1526502.3),(36 1539751),(37 1556898.3),(38 1571770.1),(39 1589366.8),(40 1605734.8),(41 1627898.1),(42 1644193.9),(43 1663197.3),(44 1682422.8),(45 1703922.3),(46 1724074.9),(47 1746426.9),(48 1768709.8),(49 1787468.1),(50 1806289.5),(51 1826939.9),(52 1847017.3),(53 1863441),(54 1877750.9),(55 1890321.3),(56 1900351.5),(57 1915087),(58 1934905.8),(59 1963558.1),(60 1998215),(61 2038611.6),(62 2080523.5),(63 2127648.8),(64 2172385.5),(65 2217289),(66 2262848),(67 2310278),(68 2357964.8),(69 2410460.8),(70 2452471.3),(71 2498638.5),(72 2540498.8),(73 2577038.8),(74 2608372.8),(75 2636169.5),(76 2655992.8),(77 2673987.8),(78 2678319),(79 2673225.8),
(1 15451.119),(2 54388.11),(3 112250.65),(4 184071.16),(5 264233.38),(6 349898.44),(7 440987.2),(8 534052.06),(9 624948.25),(10 710013.25),(11 789225.5),(12 867915.8),(13 941491.06),(14 1009634.4),(15 1074270.6),(16 1135155.3),(17 1188493.6),(18 1236618.1),(19 1279137.3),(20 1314947.4),(21 1344897.9),(22 1368438.8),(23 1382892),(24 1392306.8),(25 1407332),(26 1415939.5),(27 1425000.5),(28 1430791),(29 1433431),(30 1437536.5),(31 1447087.3),(32 1455533.8),(33 1460081.1),(34 1470107.6),(35 1474021.9),(36 1472167.5),(37 1476929.1),(38 1482138.4),(39 1493396.6),(40 1504992),(41 1525829.6),(42 1543946.8),(43 1567382.8),(44 1599648.8),(45 1630631.3),(46 1668333.6),(47 1710613),(48 1755605.6),(49 1801182.3),(50 1849029.6),(51 1905415.6),(52 1961418.8),(53 2012899.9),(54 2063042.3),(55 2105175),(56 2147708.5),(57 2190109.5),(58 2230042.5),(59 2266901),(60 2294673.3),(61 2315718),(62 2326845.5),(63 2341636.5),(64 2348036.8),(65 2342095.8),(66 2333923.3),(67 2319712),(68 2302779.5),(69 2287969.5),(70 2264387),(71 2241256.3),(72 2217867.3),(73 2192630),(74 2170678),(75 2154746.3),(76 2137985.5),(77 2120423.3),(78 2099467),(79 2079832.8),
(1 14424.498),(2 51726.656),(3 108637.38),(4 181094.27),(5 262166.13),(6 350740.75),(7 444411.72),(8 540697.44),(9 634339.44),(10 721442),(11 800051.5),(12 872619.25),(13 935791.2),(14 991238.5),(15 1041448.56),(16 1084761.6),(17 1123865.8),(18 1161721.8),(19 1196489.5),(20 1233961),(21 1267898.4),(22 1305208.3),(23 1338682.9),(24 1372655.1),(25 1413252.8),(26 1452920.3),(27 1485695.1),(28 1515352.9),(29 1536624.3),(30 1542677.5),(31 1542777.5),(32 1539002.1),(33 1531617.4),(34 1521787.3),(35 1506463.3),(36 1486297.6),(37 1466498.1),(38 1442271),(39 1421144.5),(40 1397804.9),(41 1373531.5),(42 1349713.9),(43 1323497.4),(44 1300538.9),(45 1276020),(46 1255384),(47 1240777),(48 1228942.4),(49 1222097.4),(50 1221105.9),(51 1227521.5),(52 1243029.1),(53 1258496.6),(54 1275147.5),(55 1296009.4),(56 1320759.4),(57 1351228.5),(58 1378736.9),(59 1405579.8),(60 1432257.4),(61 1455739),(62 1485211),(63 1520381.1),(64 1564789.4),(65 1613672),(66 1663611.9),(67 1717592.9),(68 1763597.8),(69 1808715.3),(70 1852348.5),(71 1887857.5),(72 1922389.8),(73 1946389.9),(74 1968933.6),(75 1986115),(76 2002583),(77 2014732.9),(78 2025164.1),(79 2035914.4),
(1 13934.16),(2 48502.89),(3 99545.2),(4 161509.06),(5 229290.84),(6 300540.94),(7 373346.38),(8 443391.66),(9 512628.8),(10 575872.4),(11 636155.9),(12 689874.25),(13 738760.8),(14 780981.1),(15 819117.75),(16 855682.56),(17 898105.2),(18 944698.8),(19 992084.8),(20 1037958.1),(21 1090191.9),(22 1141161.1),(23 1189942.4),(24 1226004.9),(25 1265407.8),(26 1300502.1),(27 1336721.1),(28 1376094.8),(29 1402576.8),(30 1423735.9),(31 1438370.1),(32 1444120.3),(33 1442449.4),(34 1435418.8),(35 1422168.8),(36 1401942.9),(37 1378887.6),(38 1351490.9),(39 1326007.6),(40 1298910.4),(41 1272701.4),(42 1246181.6),(43 1221004.5),(44 1200807.4),(45 1184231.3),(46 1172371.3),(47 1165064.9),(48 1161997.9),(49 1160097.9),(50 1162119.6),(51 1167095.5),(52 1177662.6),(53 1189572),(54 1202163.8),(55 1217520.8),(56 1240962),(57 1276803.3),(58 1312634.4),(59 1352075.8),(60 1396889.9),(61 1444303.3),(62 1493975.9),(63 1547542.6),(64 1603259.8),(65 1657114.6),(66 1705695.9),(67 1755736),(68 1797292.1),(69 1838439.5),(70 1867733.4),(71 1888269.6),(72 1910030.4),(73 1921730.1),(74 1932132.5),(75 1940567.9),(76 1946597.1),(77 1945220.5),(78 1936021.1),(79 1925331.3),
(1 15475.869),(2 54451.395),(3 111666.59),(4 182568.9),(5 262081.88),(6 347881.56),(7 438475.34),(8 528325.2),(9 615259.7),(10 693583.7),(11 762707.8),(12 824687.5),(13 880541.9),(14 926848.4),(15 965952.7),(16 999282.06),(17 1031530.06),(18 1060604),(19 1093120.3),(20 1118374.9),(21 1147044.3),(22 1175219.6),(23 1208518.1),(24 1238476.3),(25 1268370.9),(26 1297012.1),(27 1320713.1),(28 1343392.3),(29 1356518.8),(30 1366314.9),(31 1379304.6),(32 1386301),(33 1386641.8),(34 1385772.4),(35 1379488),(36 1366505),(37 1348515),(38 1331377.5),(39 1313571.9),(40 1296208.6),(41 1279824.3),(42 1264478.1),(43 1252081.9),(44 1243275.6),(45 1238724.4),(46 1237963.6),(47 1242861.4),(48 1248968.4),(49 1255981.4),(50 1266557.4),(51 1278670.5),(52 1293913.6),(53 1308697.3),(54 1319598.5),(55 1339148.4),(56 1360365.1),(57 1392970.1),(58 1428271.4),(59 1465592.8),(60 1505509.9),(61 1542956.4),(62 1581029.1),(63 1617633.4),(64 1656387.1),(65 1689763.3),(66 1721482.8),(67 1749831.5),(68 1768874.6),(69 1794961.8),(70 1816442.5),(71 1829256.8),(72 1848727.6),(73 1859116.6),(74 1869795.5),(75 1880558.5),(76 1889429.4),(77 1892050.1),(78 1888895),(79 1888143.5),
(1 12300.255),(2 42920.41),(3 88045.11),(4 140878.52),(5 198284.02),(6 258147.55),(7 319410.38),(8 378728.28),(9 433308.22),(10 480962.75),(11 522230.9),(12 560270.56),(13 596886.3),(14 628338.9),(15 660627.5),(16 692976.9),(17 726334.44),(18 760818.06),(19 799830.2),(20 835783),(21 866591.75),(22 894479.4),(23 924540.3),(24 954783.6),(25 984584.94),(26 1010321.1),(27 1027188),(28 1037933),(29 1047454.8),(30 1053671.9),(31 1057455.1),(32 1059163.1),(33 1055471.1),(34 1049311.9),(35 1037868.4),(36 1027502.2),(37 1017759.75),(38 1007313.75),(39 995037.1),(40 981593.9),(41 967996.06),(42 956110.2),(43 944598.3),(44 939475.25),(45 935197.9),(46 931451.2),(47 930481.9),(48 933354.6),(49 944208),(50 957962.56),(51 977030.8),(52 1002155.6),(53 1023596.5),(54 1046101.8),(55 1071031.3),(56 1100585),(57 1127244.8),(58 1156698),(59 1185021.8),(60 1212176.4),(61 1235878),(62 1253517.6),(63 1268731.8),(64 1280454.1),(65 1285567.5),(66 1293695.4),(67 1299322.5),(68 1301862.8),(69 1308839.5),(70 1309578.1),(71 1313263.4),(72 1320918),(73 1321808.3),(74 1321836.4),(75 1323156.1),(76 1327789.4),(77 1332356.6),(78 1338075.9),(79 1342169.8),
(1 16630.691),(2 58745.227),(3 120507.51),(4 195989.94),(5 278699.06),(6 366805.3),(7 456300.38),(8 542932.7),(9 625185),(10 697064.44),(11 759634.06),(12 812306.9),(13 859233.6),(14 900557),(15 940942.56),(16 980598.6),(17 1022558.9),(18 1061299.6),(19 1101250.3),(20 1137891.8),(21 1171256.6),(22 1199837.8),(23 1225662),(24 1253426.5),(25 1277256.5),(26 1295936.6),(27 1302411),(28 1299808),(29 1292834.3),(30 1278899),(31 1262068.8),(32 1241948.5),(33 1221484.8),(34 1199229.6),(35 1173964.4),(36 1150637.8),(37 1133121.9),(38 1118206.3),(39 1107913.4),(40 1101291.3),(41 1097893),(42 1099478.4),(43 1107080.8),(44 1116351.3),(45 1128028.3),(46 1142067),(47 1156405.9),(48 1171966.9),(49 1188216.4),(50 1207214),(51 1224556.3),(52 1241350.1),(53 1251098.3),(54 1259770.8),(55 1266321),(56 1265723.1),(57 1262280.3),(58 1251680),(59 1237484.5),(60 1225831.3),(61 1213928.5),(62 1198945.4),(63 1185515.5),(64 1172203.4),(65 1160389.5),(66 1154613),(67 1154830.4),(68 1157529.1),(69 1170404.6),(70 1183953.5),(71 1203884.3),(72 1232048.5),(73 1257824.5),(74 1285962),(75 1316207.4),(76 1352295.5),(77 1390508.5),(78 1435510.3),(79 1481888.5),
(1 16353.642),(2 58844.168),(3 121192.984),(4 196346.7),(5 279000.3),(6 363535.84),(7 448281.84),(8 528402.25),(9 604508.1),(10 668438.2),(11 723270.4),(12 772442.56),(13 816379.44),(14 854587.9),(15 891356.56),(16 927345.75),(17 965638.4),(18 1002413.2),(19 1036473),(20 1065030.1),(21 1092536.3),(22 1116897.5),(23 1137314.8),(24 1157700),(25 1175579.6),(26 1189522.1),(27 1195057.3),(28 1193648.5),(29 1188786.6),(30 1179745.3),(31 1173292.4),(32 1166806.9),(33 1162522),(34 1157777.5),(35 1152940.6),(36 1146548.4),(37 1141679.6),(38 1138267.6),(39 1133012.9),(40 1130561),(41 1128616.4),(42 1127039),(43 1125634.5),(44 1121490.5),(45 1120300.4),(46 1118567.6),(47 1121219),(48 1123191.4),(49 1127732.3),(50 1136069.9),(51 1142659.9),(52 1147167.6),(53 1147192.9),(54 1145115.8),(55 1136594.4),(56 1119858.8),(57 1102525),(58 1075899.9),(59 1044401),(60 1014194.5),(61 980994.4),(62 948590.8),(63 916638.8),(64 889712.6),(65 866828.1),(66 851853.8),(67 844957.6),(68 845098.7),(69 857449.3),(70 872578.7),(71 895803.1),(72 930206.06),(73 967237.8),(74 1011166.7),(75 1060276.1),(76 1114710.8),(77 1172460.5),(78 1228240.6),(79 1286223.8),
(1 14545.412),(2 51240.715),(3 103499.484),(4 164253.58),(5 230826.25),(6 299774.34),(7 367383.75),(8 429658.1),(9 486265.53),(10 532586.3),(11 571723.25),(12 605740.8),(13 638533.5),(14 672262.56),(15 705041),(16 739206.6),(17 775871.94),(18 813207.75),(19 852446.9),(20 888142.06),(21 925662.06),(22 961709.7),(23 993894.9),(24 1018503.06),(25 1037598.4),(26 1050634.4),(27 1055549.3),(28 1058684.1),(29 1059586),(30 1057736.3),(31 1062475.9),(32 1067524.9),(33 1072472.6),(34 1075547.9),(35 1076553.3),(36 1073420),(37 1068399.9),(38 1062576.6),(39 1055836.9),(40 1050256.9),(41 1044358.6),(42 1034512.44),(43 1023451.9),(44 1014669.25),(45 1008257.8),(46 1001787.9),(47 997405.25),(48 993737.1),(49 993306.75),(50 996763.2),(51 1001651.06),(52 1008426.5),(53 1018194.3),(54 1029870.5),(55 1037856.7),(56 1038739.2),(57 1041288),(58 1040251.44),(59 1035424),(60 1026882.3),(61 1017171.9),(62 1007928.7),(63 1002149.6),(64 1002011.06),(65 1002117.94),(66 1003823.44),(67 1009815.2),(68 1011473.1),(69 1017503.06),(70 1020394.4),(71 1015739.3),(72 1016368),(73 1019698.75),(74 1024244.56),(75 1031349.8),(76 1041315.7),(77 1055885.8),(78 1072424.4),(79 1094447.6),
(1 15444.738),(2 54706.777),(3 111618.28),(4 177335.73),(5 247621.83),(6 318228.47),(7 387743.06),(8 450394.94),(9 504898.44),(10 547263.25),(11 578209.75),(12 600742.94),(13 619346.25),(14 636730.25),(15 654616.75),(16 674520.56),(17 698325.3),(18 724144.75),(19 752318.44),(20 779538.56),(21 802951.4),(22 823902.2),(23 847831.25),(24 870501.94),(25 894376.94),(26 916672.6),(27 936071),(28 957847.1),(29 982707.1),(30 1007362.7),(31 1032858.7),(32 1053464.6),(33 1070210.3),(34 1081847.3),(35 1088323.5),(36 1094450.6),(37 1096891.5),(38 1094895.8),(39 1092963.5),(40 1088907.5),(41 1080819.5),(42 1068329.3),(43 1050949.5),(44 1036566.3),(45 1023902.1),(46 1006937.75),(47 988684.1),(48 971419.1),(49 957503.1),(50 947887),(51 942680),(52 940528.75),(53 940295.9),(54 936994.75),(55 936934.3),(56 935750.75),(57 935992.75),(58 935176),(59 936354.3),(60 939212.1),(61 945435.25),(62 953568.3),(63 966884.7),(64 983784.1),(65 1002717.25),(66 1021537.25),(67 1040099.75),(68 1054834.1),(69 1069706.3),(70 1078416.3),(71 1077406.5),(72 1073870.9),(73 1067616.1),(74 1061060.4),(75 1053429.5),(76 1046720.1),(77 1038927.75),(78 1030010.25),(79 1025821.1),
(1 15030.651),(2 53064.348),(3 108696.65),(4 172952),(5 243716.28),(6 316036.03),(7 385691.3),(8 451653.3),(9 510317.5),(10 556772.8),(11 592075),(12 618142.3),(13 638841.2),(14 655340.44),(15 670573.7),(16 686713.8),(17 701594.6),(18 716714.1),(19 731364.25),(20 744084.44),(21 753421),(22 761696.2),(23 768328.56),(24 770586.25),(25 772725.1),(26 773354),(27 776701.94),(28 785638.1),(29 800231.6),(30 823780.44),(31 853956.94),(32 891029.75),(33 931522.7),(34 973704.44),(35 1012688.75),(36 1052564.4),(37 1088210.5),(38 1118794),(39 1146419.1),(40 1166246.1),(41 1175917.5),(42 1170303.6),(43 1153350.4),(44 1130101.1),(45 1102261.4),(46 1069740.3),(47 1034272.2),(48 999199.25),(49 966722.8),(50 938352.2),(51 912679.06),(52 894186.44),(53 877203),(54 859179.8),(55 849065.2),(56 842659.75),(57 839868.8),(58 837065.9),(59 839929.2),(60 845696.8),(61 855063.8),(62 865456.6),(63 877224),(64 887106.3),(65 897942.7),(66 909794.25),(67 923221.2),(68 935054.6),(69 947742.25),(70 960308.25),(71 968890.8),(72 973865.3),(73 974645.1),(74 973014.1),(75 969832.06),(76 965703.25),(77 963255.06),(78 958780.6),(79 957397.94),
(1 14379.233),(2 50609.688),(3 102512.48),(4 162806.61),(5 227287.69),(6 292624.28),(7 353799.66),(8 409626.3),(9 457290.53),(10 494205.34),(11 523000.44),(12 546741.3),(13 571040.2),(14 592166.4),(15 612134.3),(16 632857.94),(17 652117.7),(18 669287.3),(19 681203.6),(20 687485.2),(21 690417.6),(22 687998.3),(23 683279.06),(24 675428.25),(25 668203.6),(26 659731.9),(27 653889.94),(28 652700.06),(29 656374.3),(30 665326.9),(31 678065.1),(32 692493),(33 706991.1),(34 724035.2),(35 741928.3),(36 762844.06),(37 786443.4),(38 811078.25),(39 836645.7),(40 857085.9),(41 873370.3),(42 881014.06),(43 882275.2),(44 879233.75),(45 872129.6),(46 861655.75),(47 848510.94),(48 836733.06),(49 826106.94),(50 817363.6),(51 809357.44),(52 805387.8),(53 804555.94),(54 807945.44),(55 820133.5),(56 843563.2),(57 869666.56),(58 897768.06),(59 928563.3),(60 961934.94),(61 1001437),(62 1039007.3),(63 1075375.5),(64 1108575.9),(65 1137210.3),(66 1167676.5),(67 1192179),(68 1208139.5),(69 1221479.8),(70 1220901.1),(71 1210805.1),(72 1195322.8),(73 1176932.8),(74 1158849.8),(75 1138658.6),(76 1117955.9),(77 1092798),(78 1066015.9),(79 1041727.75),
(1 16201.661),(2 56587.832),(3 113991.61),(4 181969.89),(5 256831.69),(6 333679.9),(7 409025.7),(8 478553.06),(9 539849.06),(10 587787.7),(11 626173.1),(12 657629),(13 683031.25),(14 703524.6),(15 717585.3),(16 727426.06),(17 734055.94),(18 734822.4),(19 730832.8),(20 719938.7),(21 707297.44),(22 686924),(23 665841.75),(24 644672.1),(25 625017.94),(26 607846.7),(27 594251.3),(28 585964),(29 584973.3),(30 590789.44),(31 604107.1),(32 621483.6),(33 641935),(34 663549.06),(35 685938),(36 708429.9),(37 731257.7),(38 753277.3),(39 770481.75),(40 784571.1),(41 791320),(42 794226.9),(43 795837.7),(44 792597.06),(45 786491.44),(46 778065.06),(47 772012.44),(48 765134.75),(49 757558.1),(50 752218.3),(51 741969.7),(52 734646.4),(53 726335),(54 720355),(55 725957),(56 738254.94),(57 761676.44),(58 789628.06),(59 825598.25),(60 865433.1),(61 905829.3),(62 945569.5),(63 979303.6),(64 1014081.25),(65 1045179.94),(66 1071581.4),(67 1095110.8),(68 1108326.3),(69 1122203.4),(70 1127258.9),(71 1122919.5),(72 1122782.6),(73 1117327.3),(74 1115939.4),(75 1111090.3),(76 1102844.1),(77 1090407.4),(78 1071954.8),(79 1056583.5),
(1 17885.543),(2 64332.91),(3 130886.41),(4 207942),(5 292390.3),(6 379787.22),(7 463840.1),(8 540955.25),(9 610707.1),(10 667796.5),(11 711680.7),(12 747028.56),(13 774975.9),(14 792103.7),(15 797574.4),(16 796676.4),(17 793334.75),(18 787023.06),(19 781353.25),(20 770932.6),(21 759598.1),(22 746726.3),(23 735878.44),(24 728311.1),(25 727184.3),(26 727543.25),(27 730330),(28 739967.1),(29 757224.4),(30 780739.1),(31 809414.9),(32 840478.7),(33 872458.56),(34 903997.7),(35 931868.1),(36 955825.1),(37 972993.1),(38 982761.5),(39 983663.44),(40 974897.44),(41 960933.3),(42 940796.5),(43 915560.7),(44 887341.5),(45 858501.06),(46 826483.5),(47 798099.6),(48 770904.6),(49 745747.7),(50 728744.25),(51 717359.4),(52 716296.3),(53 725432.4),(54 745267.06),(55 775319.3),(56 812389.5),(57 856941.06),(58 906568),(59 959712.2),(60 1011123.44),(61 1056956.6),(62 1094763.9),(63 1123587.6),(64 1148107.1),(65 1161027.4),(66 1158997.4),(67 1152549.8),(68 1132030.9),(69 1107054.6),(70 1077822.5),(71 1040013.5),(72 1008155.5),(73 974102.2),(74 946281.7),(75 925822.94),(76 907432.1),(77 895332.4),(78 886367.25),(79 887768.5),
(1 15563.03),(2 54708),(3 110721.66),(4 175703.17),(5 246430.38),(6 319536.53),(7 390572.53),(8 458456.2),(9 522970.22),(10 578378.4),(11 622856.56),(12 661910.44),(13 695304.7),(14 720211.3),(15 738723.6),(16 750512),(17 756136.56),(18 755312.56),(19 752950.4),(20 745407.94),(21 741605),(22 738140.06),(23 735775.3),(24 738149.1),(25 750450.75),(26 763561.1),(27 777787),(28 796122.7),(29 817182.3),(30 838996.44),(31 864949.06),(32 891542.9),(33 921394.3),(34 950288.6),(35 976572.06),(36 997905.6),(37 1011856.44),(38 1016949.5),(39 1011048.2),(40 998830.94),(41 979669.44),(42 952735.44),(43 917952.56),(44 879411.75),(45 839427),(46 795929.75),(47 754455.3),(48 716899.94),(49 687302.56),(50 670959.94),(51 665475.44),(52 674925.94),(53 696994.9),(54 725917.44),(55 765244.6),(56 808427.4),(57 855626.4),(58 899543.8),(59 939138.3),(60 973599.94),(61 994354.3),(62 1003613.25),(63 1001087.44),(64 990140.9),(65 970973.9),(66 946102.75),(67 918636.44),(68 886126.75),(69 858558.9),(70 832380.6),(71 807870.94),(72 793388.25),(73 778567.1),(74 774108.25),(75 776607.2),(76 782445),(77 790240),(78 798821.06),(79 812919.56),
