1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9452.156),(2 10069.163),(3 22993.408),(4 28413.828),(5 47781.83),(6 58589.08),(7 82826.18),(8 95184.76),(9 122192.414),(10 141165.83),(11 172110.14),(12 193896.38),(13 229366.58),(14 254127.83),(15 290725.3),(16 314517.72),(17 354182.16),(18 377816.25),(19 416394.03),(20 448489.9),(21 491644.34),(22 527664.7),(23 569416.2),(24 606584.5),(25 653270.2),(26 689599.8),(27 734017.06),(28 762819.2),(29 815849.7),(30 845444.7),(31 894504.5),(32 931028.8),(33 982442.06),(34 1024556.8),(35 1078376.5),(36 1119294.1),(37 1175103.4),(38 1219534.4),(39 1273574),(40 1326257.6),(41 1377232.4),(42 1417711),(43 1471717.4),(44 1514290.9),(45 1559303.1),(46 1597884.1),(47 1648844),(48 1686964),(49 1743571),(50 1785523),(51 1839427.6),(52 1884216.6),(53 1936114.9),(54 1976501.4),(55 2031311),(56 2072793.4),(57 2127005),(58 2180225.3),(59 2230846.8),(60 2285085.8),(61 2332541.8),(62 2385122.3),(63 2445606.5),(64 2501051.3),(65 2560867),(66 2618065.3),(67 2679763),(68 2737475.3),(69 2798046.8),(70 2853302.3),(71 2928103.3),(72 2993917.3),(73 3073081.3),(74 3136521.3),(75 3210883.3),(76 3280575.8),(77 3365275.3),(78 3450202.8),(79 3530651),
(1 5699.17),(2 18437.629),(3 37974.973),(4 63925.13),(5 95547.586),(6 131601.38),(7 171019.02),(8 213090.73),(9 256118.56),(10 299548.25),(11 341731.84),(12 380463.34),(13 418048.97),(14 451852.4),(15 482630.7),(16 509500.1),(17 535313.5),(18 559620.8),(19 583478.3),(20 604432.8),(21 626218.6),(22 646580.2),(23 666446.5),(24 684373),(25 705782.9),(26 728727.56),(27 750316.25),(28 773351.8),(29 794782.2),(30 819837.75),(31 844225.75),(32 869447.4),(33 894974.94),(34 920787.4),(35 947413.1),(36 970370.9),(37 993337.8),(38 1011339.3),(39 1026031.8),(40 1037299.1),(41 1046135.3),(42 1053188.4),(43 1057455),(44 1060722.5),(45 1061539.1),(46 1063858.3),(47 1063343),(48 1062397.9),(49 1063607.9),(50 1064912.1),(51 1070950.4),(52 1076190.1),(53 1080403.6),(54 1085907),(55 1093703.9),(56 1101631.9),(57 1108772.1),(58 1114013.4),(59 1121128.6),(60 1126881.9),(61 1133385.3),(62 1140746.1),(63 1144147.5),(64 1146675),(65 1145711.6),(66 1143238.6),(67 1138169.4),(68 1128816.1),(69 1117599.1),(70 1099245),(71 1081853.3),(72 1060466.1),(73 1036690.5),(74 1013130.5),(75 988433.06),(76 962733.56),(77 939176.2),(78 916155.1),(79 896562.6),
(1 5838.888),(2 18818.063),(3 38823.934),(4 65268.38),(5 97249.85),(6 132858.06),(7 171279.14),(8 211299.83),(9 251697.67),(10 290662.66),(11 328880.7),(12 364616.34),(13 397855.6),(14 427725.75),(15 454019.4),(16 476057.34),(17 496524.9),(18 514499.5),(19 530616.2),(20 544170.3),(21 558457.8),(22 568923.3),(23 580130.44),(24 588548.5),(25 597137.25),(26 605636.94),(27 613786.25),(28 620303.2),(29 626485.75),(30 633548.06),(31 638930.94),(32 645075.2),(33 648831.56),(34 652763.4),(35 654961.2),(36 655396.44),(37 652797.8),(38 648523.8),(39 642264.56),(40 634045.9),(41 623892.25),(42 613263.5),(43 604144.3),(44 594142.94),(45 583576.56),(46 575430.94),(47 567694.56),(48 561775.56),(49 555158.5),(50 550848.75),(51 549049.1),(52 547051.94),(53 545575.3),(54 544694.94),(55 545019.75),(56 546922.7),(57 551381.5),(58 555582.5),(59 563386.4),(60 572041.7),(61 582370.4),(62 596835.7),(63 609986.25),(64 625697.25),(65 641585.7),(66 656841),(67 673220.5),(68 687397.75),(69 700272.25),(70 710745.5),(71 720740),(72 727785.56),(73 732325.3),(74 736267.7),(75 739809.5),(76 739891.8),(77 737852.3),(78 736778.75),(79 735980.75),
(1 5722.7217),(2 18372.19),(3 38160.656),(4 64907.36),(5 97309.33),(6 134365.48),(7 176212.63),(8 221191.28),(9 266116.1),(10 310620.8),(11 353794),(12 396175.03),(13 437475.53),(14 475809.4),(15 511099.44),(16 544604.56),(17 576081.75),(18 607020.3),(19 633922.25),(20 660001.1),(21 682908.9),(22 703994.06),(23 720486.25),(24 734138.8),(25 747823.06),(26 757726.2),(27 767011.4),(28 772853.44),(29 775618.94),(30 776480.2),(31 776837.7),(32 774154.75),(33 769653.25),(34 763028.3),(35 754307.7),(36 744806.4),(37 732380.8),(38 719055.6),(39 704969.06),(40 688796.9),(41 673858.2),(42 658454.4),(43 645340.9),(44 632937.5),(45 621879.9),(46 612291.7),(47 605521.6),(48 599281.1),(49 594465.25),(50 590156),(51 587779.7),(52 584654.3),(53 582179.8),(54 579098.8),(55 576564.5),(56 573274.9),(57 570690.2),(58 566783.06),(59 565398.2),(60 563504.06),(61 562093.44),(62 562907.6),(63 564463.94),(64 567462),(65 573255.75),(66 582165.6),(67 591999.1),(68 603466.6),(69 618211.8),(70 633064.6),(71 650459.9),(72 668052.56),(73 685452.6),(74 703020.75),(75 721322.9),(76 738565.94),(77 754419.8),(78 768571.44),(79 781702.25),
(1 6046.2373),(2 19939.588),(3 42373.51),(4 72348.11),(5 109432.65),(6 151385.92),(7 197544.64),(8 249674.42),(9 302399),(10 355604.3),(11 409914.97),(12 462343.53),(13 514319.56),(14 562554.2),(15 608622.06),(16 652311.8),(17 695507.5),(18 737077.4),(19 777433.6),(20 816487.8),(21 853695.44),(22 887602.3),(23 918328.6),(24 944491.5),(25 968669.25),(26 988076.8),(27 1002321.7),(28 1011349.4),(29 1016623.44),(30 1015774.8),(31 1011013.5),(32 1002705.25),(33 988651.25),(34 969282.5),(35 948359.6),(36 926022.9),(37 896854.6),(38 868502.94),(39 840186),(40 811062.2),(41 782483.4),(42 756326.3),(43 732910.25),(44 711752.6),(45 693199.75),(46 676823.4),(47 662588.5),(48 649489.8),(49 638312.94),(50 629195.6),(51 624308.4),(52 617215.44),(53 613227.75),(54 610928.94),(55 609480.7),(56 609310.75),(57 608643.5),(58 609344.3),(59 611720.4),(60 615370.06),(61 619971.06),(62 627233.6),(63 634450.06),(64 643359.1),(65 656200.1),(66 670590.25),(67 683287.6),(68 699347.7),(69 716001.4),(70 730743.94),(71 746483.5),(72 762774.5),(73 778815.4),(74 791010.5),(75 804933.94),(76 816713.94),(77 827011.4),(78 833480.56),(79 838471.2),
(1 6359.2437),(2 21276.05),(3 44405.945),(4 75393.78),(5 113205.81),(6 155264.66),(7 200966.64),(8 250364.73),(9 299737.88),(10 350587.94),(11 399969.78),(12 446051.34),(13 490757.75),(14 532455.1),(15 568937.75),(16 603555.56),(17 635597.2),(18 663304.4),(19 689196.5),(20 712765.3),(21 734628.56),(22 754230.4),(23 772807.6),(24 788747.44),(25 802842),(26 816846.1),(27 825780.25),(28 836475.3),(29 843527.7),(30 846746.4),(31 844971.1),(32 839387.94),(33 827440.3),(34 809095.9),(35 786974.7),(36 760167.1),(37 730872.44),(38 698852.9),(39 666521.75),(40 633288.8),(41 602449.25),(42 572679.1),(43 545841.1),(44 522318.06),(45 504844.6),(46 491721.2),(47 480445.6),(48 474554.72),(49 471413.72),(50 470407.28),(51 471165.34),(52 472318.66),(53 474952.88),(54 476664.22),(55 477863.25),(56 481480.13),(57 485080.2),(58 486808.8),(59 491222.66),(60 497526.97),(61 503373.84),(62 511766.44),(63 520372.53),(64 529331.3),(65 541646.25),(66 555661.2),(67 569722.56),(68 585553.2),(69 602268),(70 618084.3),(71 633059.56),(72 647803.9),(73 661755.44),(74 674362.25),(75 684681.25),(76 696021.25),(77 705279.94),(78 711290.44),(79 716222.3),
(1 5696.712),(2 19020.787),(3 39532.625),(4 66483.05),(5 98732.47),(6 134241.22),(7 172724.3),(8 213236.64),(9 252706.03),(10 293247.72),(11 331259.63),(12 366101.4),(13 399512.5),(14 429782.06),(15 456949.66),(16 481483.22),(17 505631.38),(18 527343.25),(19 547526.2),(20 565664.75),(21 582455.3),(22 597669.3),(23 612064.7),(24 624153.1),(25 636067),(26 646668.9),(27 654433.44),(28 660692),(29 663503.75),(30 661385),(31 655719.1),(32 647305.75),(33 635239.3),(34 618417.9),(35 599461.6),(36 578814.75),(37 556448.94),(38 534294.06),(39 513237.72),(40 493524.63),(41 475326.4),(42 459732.53),(43 446945.8),(44 438286.66),(45 431142.56),(46 427697.2),(47 424385.34),(48 422693.53),(49 421317.16),(50 419541.16),(51 417680.5),(52 416439.4),(53 414909.2),(54 411699.2),(55 407705.7),(56 403890.6),(57 399824.03),(58 396278.34),(59 393826.94),(60 393995.56),(61 394449.28),(62 398622.2),(63 403476.47),(64 409621.94),(65 416417.7),(66 424083.84),(67 431567.84),(68 438634.3),(69 446718.84),(70 453791.5),(71 460559.94),(72 467087.63),(73 472657.53),(74 477117.44),(75 482566.22),(76 487048.22),(77 491917.63),(78 497402.34),(79 502762.4),
(1 5207.4956),(2 17225.205),(3 35964.953),(4 59626.926),(5 88258.84),(6 119541.79),(7 153474.77),(8 188089.42),(9 223855.72),(10 259011.23),(11 293224.84),(12 325830.28),(13 358323.56),(14 388158.4),(15 416314.56),(16 443051.16),(17 469787.28),(18 497193.8),(19 521650.63),(20 544339.75),(21 566439.7),(22 587252.4),(23 604516.4),(24 620087.6),(25 632502.56),(26 642721.44),(27 648723.25),(28 653031.44),(29 653498.56),(30 652066.7),(31 647912.3),(32 641293.25),(33 631831.75),(34 619097.44),(35 605424.25),(36 590850.2),(37 575528.1),(38 560838.44),(39 548875.94),(40 536703),(41 525814.7),(42 515905.6),(43 505666.66),(44 496696.78),(45 486518.84),(46 478672.25),(47 468662.72),(48 460173.97),(49 450900.7),(50 440996.16),(51 430858),(52 419938.6),(53 410130.66),(54 401457.22),(55 393197.22),(56 388184.22),(57 384873.9),(58 383632.6),(59 384185.47),(60 387546.38),(61 392699.9),(62 400023.16),(63 407824.56),(64 416220.84),(65 425021.03),(66 433890.97),(67 441925.84),(68 450108.2),(69 458303.47),(70 464924.3),(71 471117.53),(72 476020.3),(73 480661.06),(74 484293.56),(75 486169.22),(76 488731.7),(77 491314.6),(78 493015.3),(79 493979.66),
(1 5937.1543),(2 20080.387),(3 41797.85),(4 69720.09),(5 103362.59),(6 141014.97),(7 181440.92),(8 223708.64),(9 267869.5),(10 311911.34),(11 353903.88),(12 393745.88),(13 431901.84),(14 468464.5),(15 503414.25),(16 536641.3),(17 570410.5),(18 603221.5),(19 633919.56),(20 662067.1),(21 690244.6),(22 715312.6),(23 736451.56),(24 753440.25),(25 768232.4),(26 777557.2),(27 782003),(28 782257.6),(29 777687.06),(30 769255.7),(31 757561.94),(32 744769.94),(33 731845.44),(34 716791.2),(35 700732.44),(36 684467.44),(37 666121.4),(38 648311.8),(39 629712.3),(40 612223.1),(41 592836),(42 573911.4),(43 554614.06),(44 535768.8),(45 516966.38),(46 498884.03),(47 480283.3),(48 462714.72),(49 444760.9),(50 427681.53),(51 412657.25),(52 398165.63),(53 385232.25),(54 374089.78),(55 363264.13),(56 355486.53),(57 348650.56),(58 343822.94),(59 340889.56),(60 340280.78),(61 340971.5),(62 344427.1),(63 350179.63),(64 356376.44),(65 363905.53),(66 373582.38),(67 383460.28),(68 395187.9),(69 407707.9),(70 420074.88),(71 433151.16),(72 444424.63),(73 456195.72),(74 466284.94),(75 477365),(76 487357.8),(77 496807.4),(78 505246.06),(79 512376.84),
(1 6398.143),(2 21532.596),(3 45123.6),(4 75326.07),(5 111864.87),(6 152398.03),(7 195556.55),(8 240114.64),(9 284993.44),(10 328963.94),(11 370373.5),(12 408414.5),(13 442902.66),(14 475164.84),(15 505068.88),(16 531883.4),(17 560712.4),(18 586380.3),(19 608788.9),(20 629090.25),(21 646555.25),(22 660301.25),(23 670093.56),(24 676005.94),(25 679853.44),(26 681317),(27 679057.44),(28 674398.9),(29 668655.6),(30 660762.44),(31 651786.75),(32 642851.25),(33 633178.44),(34 623192.7),(35 612943.1),(36 601147.06),(37 589819.2),(38 578645.44),(39 567347.06),(40 556110.5),(41 544754.56),(42 533917.56),(43 522310.72),(44 510839.47),(45 498884.13),(46 486468.7),(47 472979.88),(48 458610.5),(49 443615.5),(50 428515),(51 411967.8),(52 396824.75),(53 381466.5),(54 368172.4),(55 356640.63),(56 346897.16),(57 339351.75),(58 334180.7),(59 330379.13),(60 329208.3),(61 331268.53),(62 335700.97),(63 341827),(64 349541.25),(65 360227.6),(66 372603.13),(67 386099.94),(68 401519.8),(69 418461.3),(70 435003.06),(71 453741.53),(72 473068.56),(73 491531.06),(74 509077.25),(75 526089.5),(76 541102.3),(77 554837.75),(78 566719.6),(79 576926.06),
(1 5298.4795),(2 17644.387),(3 36802.098),(4 61043.73),(5 89533.32),(6 119768.92),(7 150511.28),(8 181384.89),(9 211016.86),(10 240999.92),(11 269215.3),(12 295272.22),(13 319060.97),(14 341452.1),(15 361998.88),(16 379911.1),(17 398232.9),(18 415179.38),(19 429880.2),(20 442529.25),(21 454204.7),(22 463339.4),(23 469995.34),(24 474249.56),(25 476825.03),(26 477728.06),(27 476881.13),(28 474526.9),(29 471684.28),(30 466810.7),(31 461653.2),(32 454841.13),(33 449555.4),(34 443353.9),(35 436868.5),(36 430230.88),(37 423531.66),(38 418518.75),(39 415817.5),(40 413714.1),(41 413112.1),(42 412659.16),(43 412322.34),(44 412570.1),(45 411607.56),(46 410481.97),(47 408970.16),(48 406250.75),(49 403468.38),(50 399382.66),(51 394043.34),(52 388423.5),(53 383567.7),(54 377293.47),(55 371807.44),(56 366267.84),(57 361677.2),(58 358212.88),(59 356038.28),(60 354354.5),(61 354004.28),(62 354042.8),(63 354726.63),(64 355818.03),(65 358407.03),(66 361563.3),(67 365252.88),(68 369301.6),(69 374387.4),(70 379361.9),(71 384585.03),(72 389889.63),(73 395222.44),(74 400257.72),(75 406184.06),(76 411397.28),(77 417129.1),(78 422559.84),(79 427956.97),
(1 5605.5527),(2 19220.459),(3 39580.51),(4 65980.79),(5 97016.11),(6 131342.66),(7 166390.55),(8 202432.13),(9 238170.92),(10 272616.5),(11 304910.78),(12 332834.06),(13 358017.03),(14 380610.13),(15 399404.5),(16 415418.97),(17 429682.78),(18 442263.22),(19 451727.16),(20 458664.88),(21 464814.47),(22 469015.5),(23 470261.2),(24 469043.88),(25 467320.8),(26 464584.53),(27 461207.03),(28 457432.56),(29 453389.88),(30 449499.88),(31 445922.7),(32 440808.13),(33 438240.34),(34 435115.56),(35 431163.13),(36 428718.34),(37 426377.4),(38 425459.1),(39 425276.1),(40 425548.63),(41 426749.8),(42 428503),(43 430031.8),(44 432415.94),(45 432418.6),(46 433805.47),(47 432844),(48 430970.78),(49 428115),(50 423142.47),(51 418450.5),(52 411734.9),(53 405596.7),(54 397777.8),(55 389329.16),(56 381773.16),(57 373518.06),(58 364929.75),(59 356264.16),(60 348887.28),(61 341727.16),(62 336107.16),(63 332034.22),(64 329160.72),(65 327560.5),(66 329362.28),(67 332876.4),(68 338859.25),(69 346903.2),(70 356531.34),(71 367668.13),(72 377641.88),(73 389820.75),(74 399991.38),(75 411615.2),(76 421934.72),(77 432876.84),(78 442681.38),(79 452445.84),
(1 5851.9463),(2 19926.94),(3 40754.703),(4 67219.836),(5 97989.766),(6 131758.9),(7 166168.73),(8 201339.73),(9 237385.11),(10 273804.84),(11 309822.44),(12 343308.56),(13 376619.88),(14 407935.8),(15 436915.75),(16 462956.7),(17 488492.38),(18 512270.88),(19 531710.75),(20 548130.75),(21 560446),(22 569618.94),(23 574749.06),(24 576216.75),(25 575519),(26 572818.7),(27 567713.4),(28 561225),(29 553234.4),(30 544957.25),(31 536853.06),(32 528608.4),(33 521361.84),(34 514873.94),(35 508465.16),(36 503642.16),(37 497652.06),(38 492969.28),(39 489911.38),(40 486039.28),(41 482122.44),(42 479169.88),(43 475558.38),(44 471842.13),(45 466857.13),(46 461926.5),(47 456171.56),(48 450059.56),(49 442648.4),(50 433945.22),(51 425812.66),(52 416986.34),(53 406303.66),(54 394893.88),(55 383202.94),(56 371266.44),(57 359348.88),(58 345914.84),(59 334076.7),(60 322675.28),(61 312498.97),(62 304094.13),(63 299175.38),(64 296053.8),(65 294805.13),(66 297181.4),(67 303148.38),(68 310830.47),(69 322096.63),(70 334334.13),(71 348278.88),(72 361068.94),(73 375738.66),(74 390684.78),(75 406195.38),(76 421477.16),(77 437077.63),(78 452482.66),(79 467320.44),
(1 6054.9487),(2 20377.836),(3 41637.98),(4 68776.04),(5 100062.15),(6 133435.42),(7 167458.81),(8 201447.58),(9 234108.84),(10 265726.22),(11 294164.6),(12 319277.6),(13 343524.7),(14 364994.97),(15 383642.78),(16 401631.72),(17 418940.66),(18 435587.03),(19 450749.34),(20 463445.6),(21 474546.7),(22 483044.78),(23 488780.97),(24 492537.25),(25 494046.3),(26 493253.06),(27 489677.5),(28 483378.1),(29 474849.63),(30 464536.6),(31 453699.8),(32 442571.88),(33 430514.2),(34 417874.4),(35 406148.1),(36 393980.78),(37 383049.97),(38 372819.78),(39 364671.03),(40 356528.1),(41 348750.88),(42 342011.13),(43 335224.28),(44 328073.72),(45 322313.6),(46 317149.78),(47 312701.16),(48 308947.9),(49 305525.56),(50 302840.88),(51 299434),(52 297361.6),(53 294893.13),(54 292007.8),(55 288545.8),(56 284643.75),(57 280551.16),(58 274565.72),(59 268850.16),(60 263722.94),(61 258264.67),(62 252563.94),(63 248700.16),(64 245181.3),(65 242606.25),(66 242131.84),(67 243193.56),(68 245137.11),(69 248939.39),(70 253711.34),(71 259695.42),(72 266660.66),(73 275237.7),(74 284280.53),(75 294529.88),(76 305555.03),(77 316625.53),(78 327436.13),(79 338274.6),
(1 5517.1353),(2 18647.137),(3 38070.37),(4 62539.344),(5 90648.79),(6 118882.49),(7 147231.22),(8 174761.44),(9 200722.38),(10 225314.06),(11 247382.75),(12 266385.75),(13 284086.7),(14 299105.97),(15 312089.97),(16 323969.72),(17 335064.44),(18 344903.94),(19 352080.88),(20 357113.47),(21 360940.44),(22 362352.88),(23 361795.25),(24 359256.2),(25 354660.4),(26 349227.06),(27 342979.06),(28 336264.28),(29 329609.9),(30 322468.72),(31 316886.2),(32 311238.1),(33 305480.56),(34 299557.5),(35 293875.25),(36 287817.72),(37 281445.5),(38 275478.66),(39 269119.94),(40 263844.6),(41 257593.38),(42 252021.22),(43 247522.73),(44 242807.48),(45 238718.8),(46 236396.2),(47 235009.22),(48 235207.11),(49 236382.14),(50 239465.86),(51 242676.69),(52 246588),(53 250932.1),(54 254084.53),(55 256399.95),(56 257180.11),(57 256354.1),(58 253667.86),(59 249944.9),(60 245918.94),(61 240808.52),(62 235737.95),(63 230974.22),(64 226304.36),(65 221714.22),(66 217827.1),(67 214844.31),(68 212176.2),(69 209832.28),(70 208501.63),(71 207865.36),(72 207242.06),(73 207951.83),(74 209353.22),(75 212198.14),(76 217281.4),(77 223140.1),(78 229884.2),(79 237337.42),
(1 5085.848),(2 16798.03),(3 33589.01),(4 54492.523),(5 77482.766),(6 100999.24),(7 123322.336),(8 144314.95),(9 163013.34),(10 179557.22),(11 192691.69),(12 203378.86),(13 212835.94),(14 220008.27),(15 226518.84),(16 232062.11),(17 237467.05),(18 242517.17),(19 246777.67),(20 249640.75),(21 250931.83),(22 250090.22),(23 248243.9),(24 245279.86),(25 241259.25),(26 236697.53),(27 231139.53),(28 225434.42),(29 218887.02),(30 212964.95),(31 207661.33),(32 203098.2),(33 199735.58),(34 196821.48),(35 193740.56),(36 191026.53),(37 189774.4),(38 189651.53),(39 189740.31),(40 190281.42),(41 191098.72),(42 192417.67),(43 193949.16),(44 194328.69),(45 194039.47),(46 194532.8),(47 194426.72),(48 194786.73),(49 195243.16),(50 195685.33),(51 196108.28),(52 196188.63),(53 197063.2),(54 197128.2),(55 197716.11),(56 197717.83),(57 197688.6),(58 197851.78),(59 196914.44),(60 195605.48),(61 193890.38),(62 192086.83),(63 190523.86),(64 189024.75),(65 188068.36),(66 187434.06),(67 186905.1),(68 186660.56),(69 185995.81),(70 185706.48),(71 185969.67),(72 185808.9),(73 186320.13),(74 186405.92),(75 187564.67),(76 189731.64),(77 192584.31),(78 196625.64),(79 201694.05),
(1 5766.7837),(2 19382.615),(3 39185.277),(4 64049.91),(5 91477.77),(6 119267.81),(7 145812.64),(8 171322.88),(9 194688.83),(10 215944.19),(11 235162.78),(12 251730.14),(13 266994.97),(14 280422.2),(15 292703.66),(16 304338.03),(17 314945.53),(18 324596.78),(19 332264.53),(20 337706.75),(21 341377.06),(22 342243.47),(23 341054.63),(24 338251.53),(25 333515.9),(26 328049.75),(27 321817.7),(28 314999.84),(29 307436.88),(30 299692.94),(31 292889.25),(32 286173.13),(33 280132.9),(34 274036.2),(35 268231.34),(36 262184.84),(37 256691.36),(38 250999.31),(39 245800.64),(40 239888.22),(41 233220.92),(42 226571.64),(43 220393),(44 214090.23),(45 208509.33),(46 204350.81),(47 201877.28),(48 200081.69),(49 199568.5),(50 200337.36),(51 201767.22),(52 204061.55),(53 206639.86),(54 209565.69),(55 213151.17),(56 217067.78),(57 221147.55),(58 224884.1),(59 229014.42),(60 234465.13),(61 240117.23),(62 246357.88),(63 252672.9),(64 259052.05),(65 265692.66),(66 271831.16),(67 277307.22),(68 282078.44),(69 286584.16),(70 289727.72),(71 293196.66),(72 295648.44),(73 297831.4),(74 299973.94),(75 301971.34),(76 303587.03),(77 305491.4),(78 306621.38),(79 306935.97),
(1 5958.1113),(2 20898.432),(3 42753.566),(4 69850.875),(5 99826.43),(6 131049.79),(7 161393.97),(8 191122),(9 218662.05),(10 244986.25),(11 268721.8),(12 289975.5),(13 309312.63),(14 327053.53),(15 342496.1),(16 356796.3),(17 370124.84),(18 382605.13),(19 391237.66),(20 397970.22),(21 402094.1),(22 404747.66),(23 404558),(24 402470.66),(25 398467.66),(26 393284.1),(27 386684.4),(28 379179.97),(29 370254),(30 359940.13),(31 349746.25),(32 339468.13),(33 328141.2),(34 316991.5),(35 305950.56),(36 295919.78),(37 286289.44),(38 278396.94),(39 270798.8),(40 263543.22),(41 255312.31),(42 247351.2),(43 239121.98),(44 230696.11),(45 222865.98),(46 216405.94),(47 210989.98),(48 207340.9),(49 206828),(50 208993.31),(51 213529.9),(52 220023.2),(53 228433.78),(54 236848.28),(55 246266.78),(56 256782.95),(57 266314.4),(58 275307.13),(59 283486.34),(60 291233.78),(61 297749.34),(62 303838.8),(63 308374.22),(64 311058.56),(65 312446.84),(66 312465.78),(67 310846.2),(68 306935.03),(69 302068.16),(70 295829.75),(71 289214.4),(72 283416.8),(73 277825.53),(74 274168.8),(75 271190.38),(76 270415.13),(77 270398.3),(78 271587.78),(79 273735.53),
