1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37235.387),(2 102886.94),(3 228776.44),(4 382162.1),(5 582398.3),(6 819424.7),(7 1095051.9),(8 1425914),(9 1798262),(10 2209231.3),(11 2657125.8),(12 3154875.8),(13 3696426.8),(14 4287250.5),(15 4929974),(16 5621954.5),(17 6397879.5),(18 7219202.5),(19 8091105.5),(20 8996882),(21 9993415),(22 11000178),(23 12058931),(24 13128681),(25 14199968),(26 15304184),(27 16477683),(28 17617328),(29 18818520),(30 20000930),(31 21211278),(32 22497856),(33 23831264),(34 25193168),(35 26531018),(36 27878618),(37 29350182),(38 30839618),(39 32368114),(40 33953572),(41 35587900),(42 37274196),(43 38915996),(44 40571576),(45 42172830),(46 43656028),(47 45093828),(48 46463264),(49 47779508),(50 49072496),(51 50258156),(52 51366964),(53 52378612),(54 53309984),(55 54127604),(56 54899780),(57 55635840),(58 56349524),(59 56951564),(60 57469844),(61 57853804),(62 58159044),(63 58379772),(64 58514508),(65 58656076),(66 58818560),(67 59001984),(68 59328320),(69 59650564),(70 60035732),(71 60436210),(72 60948770),(73 61538668),(74 62264416),(75 63070932),(76 63903508),(77 64791980),(78 65715490),(79 66682644),
(1 30278.994),(2 115257.86),(3 251137.22),(4 430225.03),(5 642873.6),(6 881786.9),(7 1144189.1),(8 1423421.4),(9 1718140.1),(10 2020747.9),(11 2336256.3),(12 2646185.8),(13 2950049.5),(14 3228131.3),(15 3477771.8),(16 3696570.5),(17 3875091.8),(18 4022281.8),(19 4129335),(20 4206849),(21 4258198.5),(22 4284919.5),(23 4299962.5),(24 4308951.5),(25 4316499),(26 4330775.5),(27 4342894),(28 4370967.5),(29 4414030.5),(30 4473196),(31 4555599.5),(32 4648285),(33 4743429),(34 4836861),(35 4934187),(36 5022927.5),(37 5112588.5),(38 5208878),(39 5287937),(40 5355281.5),(41 5430724.5),(42 5503278),(43 5574508),(44 5633695.5),(45 5692458),(46 5741846),(47 5779943.5),(48 5810128),(49 5838874.5),(50 5864034),(51 5876747),(52 5866596),(53 5850254),(54 5817377.5),(55 5769825.5),(56 5717347.5),(57 5677254.5),(58 5648471.5),(59 5630270),(60 5619577),(61 5630433.5),(62 5658679),(63 5702534.5),(64 5747950),(65 5797831),(66 5848857),(67 5916663),(68 5991322.5),(69 6066249),(70 6135137.5),(71 6198162),(72 6258825),(73 6321497),(74 6367292),(75 6409561),(76 6440666.5),(77 6475287.5),(78 6529150.5),(79 6587600.5),
(1 27835.086),(2 104964.28),(3 226976.81),(4 382793.5),(5 565218.8),(6 766113.2),(7 984466.8),(8 1210915.4),(9 1441019.4),(10 1671534.9),(11 1903889.5),(12 2125719.8),(13 2338428.8),(14 2533223.8),(15 2701531.8),(16 2841506.8),(17 2951379),(18 3039797.3),(19 3098585.3),(20 3135026.8),(21 3159922.8),(22 3176216.3),(23 3193414),(24 3217350.3),(25 3248603.3),(26 3294747.3),(27 3357418.8),(28 3440587.8),(29 3535945.3),(30 3642530),(31 3756540),(32 3864496.8),(33 3967035.8),(34 4062904.8),(35 4152629.3),(36 4234800),(37 4303711.5),(38 4373253.5),(39 4433365.5),(40 4478013.5),(41 4516899.5),(42 4536839.5),(43 4550128),(44 4544402),(45 4538808.5),(46 4535067.5),(47 4531430.5),(48 4536211.5),(49 4546027.5),(50 4563242.5),(51 4582790.5),(52 4597034.5),(53 4621092),(54 4658104.5),(55 4693936.5),(56 4734233),(57 4778657.5),(58 4845069.5),(59 4920880.5),(60 5006642.5),(61 5112017),(62 5230846),(63 5357983.5),(64 5481696.5),(65 5609620),(66 5739328),(67 5870612.5),(68 5997020.5),(69 6113027.5),(70 6222074.5),(71 6320148),(72 6400684.5),(73 6469524),(74 6508984),(75 6545542.5),(76 6568343.5),(77 6579438.5),(78 6596005.5),(79 6603314.5),
(1 26450.42),(2 99087.1),(3 211553.84),(4 352738.4),(5 512677.44),(6 687126.25),(7 874640),(8 1070395.4),(9 1272594.8),(10 1474524),(11 1678326.1),(12 1878354.8),(13 2070744.5),(14 2245361.5),(15 2403604.8),(16 2546162.3),(17 2668560.8),(18 2781404.8),(19 2884008.3),(20 2984612.5),(21 3079621),(22 3167708.8),(23 3261433),(24 3352902.5),(25 3447493.8),(26 3554312.3),(27 3671958.5),(28 3796844.8),(29 3917905.5),(30 4036071.8),(31 4146251.5),(32 4241453.5),(33 4325210),(34 4394368.5),(35 4447706),(36 4495714),(37 4531335.5),(38 4560745.5),(39 4580806),(40 4588139.5),(41 4584224.5),(42 4559970.5),(43 4528850.5),(44 4478551.5),(45 4417941),(46 4345592.5),(47 4267550),(48 4184847),(49 4102453),(50 4023051.5),(51 3943560.3),(52 3867564.3),(53 3798802),(54 3732195.3),(55 3674098),(56 3625241.5),(57 3593339.3),(58 3574274),(59 3568949),(60 3575445.8),(61 3598689.3),(62 3627717),(63 3664121),(64 3707716.8),(65 3760825),(66 3815170.5),(67 3868228.5),(68 3917113.5),(69 3969136.8),(70 4022151.8),(71 4078189.5),(72 4142934.5),(73 4211888),(74 4278585.5),(75 4338184.5),(76 4397659.5),(77 4462196),(78 4536027),(79 4604349),
(1 25093.602),(2 95099.23),(3 204152.63),(4 343586.72),(5 505198.03),(6 685019.75),(7 881806.25),(8 1086751.5),(9 1297653.6),(10 1504850.4),(11 1712121.1),(12 1907373.9),(13 2088837),(14 2249163.3),(15 2383459.3),(16 2492195),(17 2579261.8),(18 2650201.3),(19 2704288.8),(20 2746769),(21 2762557.8),(22 2764782),(23 2759659.3),(24 2749709),(25 2735097.3),(26 2722794),(27 2715979.3),(28 2711889.5),(29 2708524.5),(30 2704544.3),(31 2694979.3),(32 2684742.8),(33 2677464.8),(34 2675767.3),(35 2674882.5),(36 2674857),(37 2671232.8),(38 2675164.5),(39 2684118.8),(40 2703299),(41 2727071.3),(42 2751638.5),(43 2771486.5),(44 2787705.3),(45 2799328.8),(46 2807777.5),(47 2815377.5),(48 2820071),(49 2827178.5),(50 2836353),(51 2848530.5),(52 2859943.8),(53 2874708.3),(54 2885784.8),(55 2892450.3),(56 2896201.3),(57 2901941.8),(58 2913291.3),(59 2927042.5),(60 2941091.3),(61 2956904),(62 2977837.8),(63 3005196.3),(64 3035776.3),(65 3066850.3),(66 3099727.3),(67 3136545.5),(68 3174340.8),(69 3213971.5),(70 3254889),(71 3298934.5),(72 3347293.8),(73 3391562.3),(74 3424747.8),(75 3453000.8),(76 3488755.3),(77 3527236.5),(78 3578620.3),(79 3633495),
(1 25970.803),(2 97616.19),(3 207929.02),(4 348766.13),(5 513730.16),(6 701155.5),(7 908535.5),(8 1125240.1),(9 1335914.1),(10 1545487.5),(11 1741418.9),(12 1920068.5),(13 2080902.4),(14 2217074.5),(15 2336635),(16 2432494.3),(17 2512666),(18 2577533.3),(19 2618948.8),(20 2643844.5),(21 2658397.3),(22 2669887.5),(23 2674917.8),(24 2673396.8),(25 2669267.5),(26 2661990.5),(27 2659492.8),(28 2654718.5),(29 2643256.3),(30 2624781.8),(31 2598982.3),(32 2571056.5),(33 2547967.8),(34 2523494.3),(35 2501342.8),(36 2477647),(37 2454788.3),(38 2439870),(39 2433952.3),(40 2429355.5),(41 2430254.5),(42 2432192.5),(43 2437826),(44 2445197.8),(45 2453387),(46 2457185.3),(47 2460081.3),(48 2461623),(49 2466677.8),(50 2479496.3),(51 2503622.8),(52 2537629.8),(53 2588718),(54 2651747),(55 2717921.3),(56 2782638.3),(57 2844951),(58 2902264.3),(59 2952774.5),(60 2997168.5),(61 3038563),(62 3080585),(63 3127952),(64 3173365),(65 3216321),(66 3253770),(67 3291510.5),(68 3331106.8),(69 3359570.3),(70 3383405),(71 3402830.3),(72 3418899.5),(73 3422450.3),(74 3421948.8),(75 3414558.8),(76 3400332.5),(77 3383639.8),(78 3369863.8),(79 3356473.8),
(1 23404.498),(2 86584.33),(3 182372.94),(4 302952.9),(5 441558.6),(6 597510.56),(7 762160.75),(8 929054.7),(9 1088295.6),(10 1239340),(11 1379821.3),(12 1505025.5),(13 1612173.4),(14 1701792.5),(15 1779833.1),(16 1849412.1),(17 1909917.4),(18 1960554.6),(19 2002194.9),(20 2038583.6),(21 2084072.5),(22 2134474.5),(23 2188608.5),(24 2244057.8),(25 2305819),(26 2371072),(27 2437305),(28 2498781.8),(29 2551435.5),(30 2600355.5),(31 2644420.8),(32 2683901.8),(33 2725504),(34 2766992.3),(35 2807739.8),(36 2843189),(37 2877898.8),(38 2916321),(39 2954807.5),(40 2984203.5),(41 3007493.3),(42 3013898.8),(43 3014317),(44 3009920.5),(45 3004047.5),(46 2995100.8),(47 2990609),(48 2990352.8),(49 3001316.8),(50 3024452.8),(51 3059741.3),(52 3098760.8),(53 3141586.8),(54 3182577),(55 3212245.8),(56 3225469.3),(57 3235065),(58 3241672),(59 3246576.3),(60 3247417.8),(61 3244696.5),(62 3234713.5),(63 3228828.8),(64 3227282.8),(65 3227916.5),(66 3225453.8),(67 3228208.5),(68 3230724.8),(69 3226818.5),(70 3222098.3),(71 3214600.5),(72 3197168.8),(73 3168778.3),(74 3138750.5),(75 3110505.8),(76 3084993.5),(77 3065549.3),(78 3051419.8),(79 3035947.5),
(1 21167.24),(2 77875.86),(3 164600.3),(4 273678.53),(5 398598.56),(6 534216.56),(7 676766.56),(8 822943.9),(9 965316.6),(10 1103503.6),(11 1233993.8),(12 1354521.3),(13 1461392.1),(14 1554566.5),(15 1635618.5),(16 1708576.8),(17 1774723.6),(18 1842753.8),(19 1913260.6),(20 1981151.1),(21 2060836.6),(22 2141027.8),(23 2224306),(24 2303992.8),(25 2384604.8),(26 2467071.5),(27 2545865.3),(28 2618956.8),(29 2679081.3),(30 2734146.5),(31 2782403),(32 2824665.3),(33 2871135.8),(34 2914730.3),(35 2958329.8),(36 2998853.5),(37 3032127.5),(38 3062042.8),(39 3086687),(40 3098708.3),(41 3108153),(42 3120450.8),(43 3137421),(44 3162535),(45 3191573.3),(46 3218063),(47 3248130),(48 3273696.8),(49 3294801),(50 3305231.3),(51 3300828.5),(52 3279412.8),(53 3241778),(54 3199376.5),(55 3151887.8),(56 3099109.5),(57 3043300.3),(58 2989227.8),(59 2934824.5),(60 2879713.8),(61 2825777.5),(62 2769825.5),(63 2715333.3),(64 2666376.8),(65 2617184.3),(66 2566699),(67 2517926.3),(68 2464733.5),(69 2411102.5),(70 2355035.8),(71 2296187.3),(72 2234640.8),(73 2177514.3),(74 2124275.5),(75 2075774.9),(76 2033896.1),(77 1994403.8),(78 1965292.4),(79 1945753.1),
(1 23435.691),(2 86524.18),(3 182875.88),(4 302340.84),(5 436863.47),(6 586655.06),(7 744044.3),(8 901335.94),(9 1056600.5),(10 1208927.8),(11 1356192.8),(12 1497396.6),(13 1627818.6),(14 1746395.9),(15 1852425.3),(16 1955480.1),(17 2053073),(18 2151280),(19 2250812.8),(20 2343915.8),(21 2442788.3),(22 2528869.5),(23 2613028.5),(24 2696630.3),(25 2777663.5),(26 2851017.8),(27 2914164),(28 2965838),(29 3004751),(30 3036071.3),(31 3068558.5),(32 3104486.8),(33 3139996.3),(34 3176989),(35 3210328.3),(36 3239259.3),(37 3260390.8),(38 3274985.3),(39 3278957.3),(40 3276564.3),(41 3268237.5),(42 3246411.8),(43 3221023),(44 3188658.3),(45 3149790.3),(46 3102366),(47 3054463),(48 3001391),(49 2947178.8),(50 2895316),(51 2845885.3),(52 2802408.8),(53 2764686.3),(54 2732537.8),(55 2700057.8),(56 2666783.3),(57 2629388.5),(58 2582242.5),(59 2526342.3),(60 2464459.5),(61 2403266.8),(62 2345201.5),(63 2294303),(64 2249901.5),(65 2214402),(66 2181395),(67 2152041.3),(68 2120593.3),(69 2089585.8),(70 2055264),(71 2017546),(72 1984507),(73 1959249.9),(74 1939666.6),(75 1921374.1),(76 1900110.8),(77 1875973.1),(78 1853636.8),(79 1833506),
(1 23718.266),(2 88038.81),(3 185827.4),(4 307832.63),(5 447026.6),(6 602902.25),(7 767654.9),(8 933729.7),(9 1100285.8),(10 1260753.3),(11 1420139.4),(12 1571469.8),(13 1714763.5),(14 1847292.4),(15 1968700),(16 2088542.5),(17 2204603.3),(18 2322724.5),(19 2440470),(20 2548501),(21 2657895.5),(22 2747955),(23 2828266.5),(24 2897453.5),(25 2957767.5),(26 3006006.5),(27 3036475),(28 3055992.8),(29 3065510.3),(30 3067688.5),(31 3075803),(32 3083916),(33 3090278),(34 3096781.8),(35 3101823.5),(36 3105228.8),(37 3098065.5),(38 3086488.8),(39 3064758.8),(40 3028980.5),(41 2980162),(42 2918411),(43 2854134.5),(44 2790814.5),(45 2728939.3),(46 2676067),(47 2627326.5),(48 2582530.5),(49 2543376.5),(50 2512361),(51 2491185.5),(52 2473004),(53 2464942),(54 2468794.5),(55 2480537),(56 2495058.5),(57 2516193.8),(58 2535377.8),(59 2561787.3),(60 2592320.5),(61 2625769.5),(62 2664998.5),(63 2704549.3),(64 2744795),(65 2778207.5),(66 2808179),(67 2830445),(68 2841745.5),(69 2845005.5),(70 2845126.5),(71 2836337),(72 2822258),(73 2803895),(74 2771562.3),(75 2729654.8),(76 2671659.3),(77 2599128.5),(78 2518514.3),(79 2433846.5),
(1 22575.344),(2 83965.664),(3 176513.53),(4 292358.3),(5 425840),(6 576770.2),(7 733857.94),(8 887061.5),(9 1039375.4),(10 1184491.6),(11 1325187.1),(12 1456166.9),(13 1581357),(14 1702162.8),(15 1818977.5),(16 1938840.3),(17 2057171.5),(18 2170644),(19 2280649.8),(20 2385516),(21 2492679.8),(22 2586649.8),(23 2665294.3),(24 2730209),(25 2780855.3),(26 2808584.3),(27 2813798),(28 2807937.3),(29 2792821.5),(30 2771591),(31 2752350),(32 2729340),(33 2703723.5),(34 2672957.8),(35 2635373.5),(36 2587965),(37 2528705),(38 2461730.5),(39 2387901.5),(40 2310964.3),(41 2235177),(42 2161742.3),(43 2099354.8),(44 2046384.6),(45 2002639.4),(46 1966590.8),(47 1933885.9),(48 1912045.9),(49 1893011.6),(50 1878655.6),(51 1874087.4),(52 1868892.5),(53 1875802.8),(54 1892369.3),(55 1919731.6),(56 1950943.6),(57 1988678.5),(58 2027750),(59 2073789),(60 2121818.5),(61 2166508.5),(62 2211670.3),(63 2253181.8),(64 2294428.8),(65 2327178.8),(66 2353672.3),(67 2374922),(68 2387667.8),(69 2393139),(70 2388570.5),(71 2371001.3),(72 2342034.5),(73 2303165.5),(74 2252983.3),(75 2192570.8),(76 2126694.5),(77 2057332.5),(78 1985789.4),(79 1914538.8),
(1 23048.701),(2 84960.7),(3 176919.64),(4 287731),(5 412349.44),(6 545421.1),(7 676048.8),(8 803065.25),(9 925954.75),(10 1038813.25),(11 1139194.5),(12 1228595.3),(13 1309397),(14 1384154.6),(15 1455837),(16 1528452.1),(17 1601874.5),(18 1677296),(19 1756072.5),(20 1833151.4),(21 1903543.8),(22 1965091.6),(23 2021212.8),(24 2060759.8),(25 2088579.3),(26 2097612.3),(27 2102313.5),(28 2107779.8),(29 2114850.5),(30 2126348.5),(31 2142592),(32 2154324.5),(33 2166360.3),(34 2173661.3),(35 2176564.8),(36 2169657.8),(37 2150523),(38 2124161.3),(39 2095479.5),(40 2071446),(41 2048126.1),(42 2023350.4),(43 2005460.1),(44 1986236.6),(45 1962309.5),(46 1934015.4),(47 1901149.4),(48 1864000.6),(49 1826341.8),(50 1788674),(51 1753118),(52 1724066),(53 1708287.5),(54 1704737.4),(55 1711868.4),(56 1726993),(57 1747561.9),(58 1774421.4),(59 1804737.9),(60 1834059.6),(61 1859513.6),(62 1878379.9),(63 1896563.3),(64 1906043.4),(65 1911437.3),(66 1915377.9),(67 1914620.1),(68 1914071.4),(69 1913257.3),(70 1909177.4),(71 1898410),(72 1878772.1),(73 1858110.8),(74 1834488.4),(75 1805615.6),(76 1775273),(77 1739782.1),(78 1703641.6),(79 1671148.6),
(1 22715.11),(2 83362.84),(3 173428.1),(4 282652.1),(5 405039),(6 534045.94),(7 660746.75),(8 780830.25),(9 890000.75),(10 988013.44),(11 1074290.5),(12 1152954.8),(13 1227502.9),(14 1298305.5),(15 1374790.3),(16 1449556.4),(17 1528034.4),(18 1608770.6),(19 1694129.8),(20 1778634.5),(21 1849521.9),(22 1913879.1),(23 1968467.5),(24 2004762),(25 2032041.8),(26 2044708.3),(27 2053317.4),(28 2064901.1),(29 2076758.3),(30 2091409.1),(31 2106128.5),(32 2119920.5),(33 2127879.3),(34 2128697),(35 2116700.5),(36 2095035.1),(37 2062448.6),(38 2027242.5),(39 1983219.4),(40 1930174.9),(41 1870040.5),(42 1804942.9),(43 1737211.1),(44 1674792),(45 1618896.4),(46 1568339),(47 1527195.9),(48 1485835.5),(49 1448360.9),(50 1417154.5),(51 1392084.3),(52 1380521.1),(53 1376712),(54 1386619.8),(55 1406721.9),(56 1430100.5),(57 1455844.5),(58 1480334.1),(59 1509222.3),(60 1539015.4),(61 1576948.5),(62 1617546.4),(63 1663026.5),(64 1704337.8),(65 1741055.5),(66 1776119.9),(67 1802461.4),(68 1818511.4),(69 1828497.3),(70 1832587.9),(71 1830222),(72 1819440.1),(73 1809640.5),(74 1789574.6),(75 1770684.5),(76 1743948.5),(77 1710687.3),(78 1671367.8),(79 1629674.4),
(1 21558.205),(2 78329.61),(3 160481.7),(4 257724.77),(5 363618.22),(6 470967.16),(7 574239.4),(8 668328.44),(9 751780),(10 828010.25),(11 896921),(12 959662.3),(13 1022469.5),(14 1087185.5),(15 1157880.9),(16 1228952.4),(17 1299911.5),(18 1367574.8),(19 1428283.5),(20 1473858.3),(21 1506688.9),(22 1531505.1),(23 1540600.1),(24 1539711.5),(25 1533956.6),(26 1528120),(27 1524666.8),(28 1528283.6),(29 1529023.8),(30 1525113.1),(31 1514629.3),(32 1499652.5),(33 1479775.3),(34 1454087.1),(35 1423626),(36 1388915.1),(37 1351877.3),(38 1314369.6),(39 1269801),(40 1220077.3),(41 1169813.4),(42 1122700.1),(43 1083207.1),(44 1054630.9),(45 1036259),(46 1020804.25),(47 1009102.5),(48 999852.94),(49 995437.9),(50 994588.75),(51 998946.3),(52 1008492),(53 1021638.25),(54 1038781),(55 1056469.1),(56 1069633.5),(57 1078250.9),(58 1084682.9),(59 1092063.9),(60 1105406),(61 1120519.3),(62 1135077),(63 1150896),(64 1162991.4),(65 1171059.4),(66 1176112.8),(67 1175738.4),(68 1171787),(69 1164686.9),(70 1156182),(71 1144295.9),(72 1127730.9),(73 1106726.3),(74 1085543.6),(75 1066733.4),(76 1053297.8),(77 1041784.8),(78 1033733.56),(79 1028203.25),
(1 20777.795),(2 74773.836),(3 151249.78),(4 239481.56),(5 331459.66),(6 419008.88),(7 492172.88),(8 552148.6),(9 600397.44),(10 639794.06),(11 670790.25),(12 700959.94),(13 735690.75),(14 776925.6),(15 824464),(16 875339.2),(17 923475.75),(18 967682.56),(19 1006946.9),(20 1040051.4),(21 1068078.6),(22 1088915),(23 1098714.3),(24 1102863.9),(25 1103653),(26 1102210),(27 1102177.9),(28 1103256.3),(29 1106863.3),(30 1112743.9),(31 1117706.5),(32 1125777.4),(33 1135909.1),(34 1146180.5),(35 1156780),(36 1167097.6),(37 1175275.1),(38 1181985.3),(39 1185186),(40 1184830.3),(41 1184740.3),(42 1185452.6),(43 1189758.9),(44 1198360.4),(45 1212387.5),(46 1229355.9),(47 1248793.4),(48 1268019.4),(49 1282662.6),(50 1291702.9),(51 1298191.3),(52 1299994.9),(53 1296904.8),(54 1287083.8),(55 1272980.5),(56 1251313),(57 1225437.9),(58 1198776.1),(59 1168749.6),(60 1140790.9),(61 1114196.8),(62 1088806.8),(63 1067810.5),(64 1047901.7),(65 1029540.2),(66 1011290.1),(67 994728.56),(68 983038.7),(69 973505.6),(70 967089.25),(71 964097.7),(72 962005.3),(73 958818.9),(74 958533.9),(75 963451.94),(76 969137),(77 977212.56),(78 990364.6),(79 1008755.6),
(1 21245.723),(2 76827.5),(3 158005.95),(4 253334.31),(5 353904.75),(6 449415.44),(7 533387.75),(8 606151.1),(9 665510.94),(10 716358.56),(11 761328.9),(12 805736.8),(13 853452.44),(14 904080.56),(15 958184.4),(16 1007083.3),(17 1050052.9),(18 1087898),(19 1117860.6),(20 1138514),(21 1150820.3),(22 1157553.6),(23 1158292.6),(24 1155562),(25 1149453.4),(26 1142547.5),(27 1138554.4),(28 1137414.3),(29 1137511.3),(30 1139512.5),(31 1141456.1),(32 1146744.4),(33 1155046.4),(34 1164126),(35 1174400.1),(36 1181613),(37 1188187.3),(38 1193429.5),(39 1197841.1),(40 1203451.9),(41 1208165.4),(42 1212417.5),(43 1217929.3),(44 1221930.6),(45 1224163.5),(46 1223414.9),(47 1221775.3),(48 1214340.1),(49 1201100.6),(50 1186632.6),(51 1170107.3),(52 1153961.1),(53 1135539.8),(54 1115621.8),(55 1096244.1),(56 1078345.5),(57 1059468.8),(58 1037988.06),(59 1015866.5),(60 997218.56),(61 983903.8),(62 977314.7),(63 975360.4),(64 977224.4),(65 981806.94),(66 988548.25),(67 995440.56),(68 1002998.1),(69 1007642.1),(70 1009840.4),(71 1011751.3),(72 1013507.2),(73 1011675.4),(74 1011656.2),(75 1011896.6),(76 1013174.4),(77 1013427),(78 1012732.2),(79 1012145.5),
(1 20442.97),(2 74333.27),(3 151803.39),(4 242140.17),(5 333008.06),(6 416467.1),(7 488775.66),(8 546895.8),(9 591133.3),(10 625679.1),(11 652282.06),(12 675726.75),(13 703323.9),(14 736021),(15 772638.06),(16 807878.56),(17 839147.1),(18 864201.3),(19 879799.9),(20 888636.2),(21 896997.1),(22 901608.75),(23 902400.56),(24 901620.7),(25 903800.56),(26 910637.7),(27 921241.3),(28 931126.9),(29 938862.7),(30 947428),(31 956941.5),(32 969607.44),(33 984342.2),(34 1001004.56),(35 1017336.1),(36 1027716.2),(37 1034245.1),(38 1038652.5),(39 1037884.1),(40 1035163.1),(41 1029004.1),(42 1018133.06),(43 1005414.75),(44 992012.56),(45 980568.56),(46 969417.5),(47 959143.6),(48 948653.7),(49 938933.6),(50 932108.75),(51 925911.6),(52 919244.56),(53 913178.7),(54 907947.44),(55 903403.44),(56 899217.25),(57 892272.75),(58 881422.5),(59 869612.3),(60 861604.4),(61 856000.56),(62 852121.3),(63 851133.9),(64 852824.5),(65 856853.5),(66 863835.25),(67 868721.6),(68 876021.44),(69 880172.2),(70 885348.3),(71 892460.3),(72 899170.94),(73 906860.94),(74 913135.6),(75 916807.44),(76 919855.3),(77 921222.1),(78 921866.9),(79 923921.44),
(1 20760.486),(2 74343.63),(3 149731.36),(4 236836.9),(5 326334.53),(6 411487.03),(7 491714.75),(8 562722.9),(9 623145.25),(10 677978.25),(11 727613.9),(12 775200.44),(13 823626.9),(14 873387),(15 923288.4),(16 964350.06),(17 995241.9),(18 1017142.06),(19 1029084.6),(20 1034028.4),(21 1032154.9),(22 1023310.06),(23 1009659.6),(24 994621.25),(25 977218.94),(26 955818.1),(27 934453.9),(28 909634.06),(29 887878.94),(30 871097.44),(31 862878.75),(32 860095.3),(33 858712.4),(34 857524.4),(35 853286.9),(36 842965.1),(37 828315.56),(38 815668.2),(39 803133.75),(40 792749.44),(41 781540.6),(42 768721.94),(43 758482.9),(44 749886.94),(45 743500.9),(46 737064.44),(47 731922.7),(48 728718.94),(49 725623.6),(50 719722.9),(51 712215.6),(52 702798.9),(53 693992.3),(54 687254.4),(55 683491.1),(56 681651.25),(57 678435.25),(58 675163.5),(59 667446.7),(60 659085.25),(61 651881.4),(62 645882.5),(63 641698.75),(64 641839.44),(65 644485.6),(66 649046.25),(67 654948.06),(68 658293.75),(69 661462.25),(70 663121.3),(71 664417.06),(72 666338.56),(73 665989.1),(74 666497.1),(75 673070),(76 685453.44),(77 700366.9),(78 715257.56),(79 729307.56),
