1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76690.66),(2 95744.9),(3 79649.46),(4 177868.75),(5 214952.67),(6 194637.55),(7 373091.34),(8 455458.66),(9 494075.47),(10 618638),(11 699254.06),(12 735061),(13 854533.2),(14 926090.3),(15 975468.2),(16 1130615.1),(17 1238981.1),(18 1328382.6),(19 1493616.5),(20 1622970.6),(21 1703521),(22 1880635),(23 2003346.6),(24 2079502.6),(25 2251832.8),(26 2341640.3),(27 2398095.5),(28 2522905),(29 2569546.3),(30 2580517.3),(31 2713173.8),(32 2771675.3),(33 2831038.8),(34 2988170.8),(35 3090798),(36 3152736.8),(37 3362865.3),(38 3493060),(39 3604169),(40 3830513.3),(41 3998673.8),(42 4159090.8),(43 4435742.5),(44 4643945),(45 4832269.5),(46 5112370.5),(47 5340747.5),(48 5610278),(49 5957070),(50 6222931.5),(51 6508616),(52 6921814.5),(53 7022194.5),(54 7251874.5),(55 7594549.5),(56 7860425.5),(57 8108798.5),(58 8452159),(59 8709208),(60 8927563),(61 9274244),(62 9477505),(63 9744624),(64 10047738),(65 10258910),(66 10470845),(67 10786050),(68 11048595),(69 11289753),(70 11619648),(71 11872603),(72 12109248),(73 12409772),(74 12704303),(75 13001631),(76 13380561),(77 13705952),(78 14029228),(79 14277891),
(1 25980.756),(2 94849.42),(3 204817.48),(4 356665.2),(5 543275.2),(6 761939.75),(7 1045429.6),(8 1323785.6),(9 1615807.6),(10 1923028.1),(11 2241911.3),(12 2564282.8),(13 2900250.5),(14 3234670),(15 3568942.3),(16 3897718.3),(17 4215224),(18 4526709.5),(19 4818869),(20 5088288),(21 5331330.5),(22 5550856.5),(23 5742283),(24 5904873),(25 6038763),(26 6154739.5),(27 6243304.5),(28 6284676),(29 6311194.5),(30 6315077.5),(31 6314770),(32 6314529.5),(33 6310855),(34 6298759),(35 6289832.5),(36 6275028),(37 6261424.5),(38 6258759),(39 6266601),(40 6281813),(41 6313205.5),(42 6352115.5),(43 6411717.5),(44 6487431),(45 6580739),(46 6674973),(47 6779235),(48 6886177.5),(49 6993146.5),(50 7105766.5),(51 7222457),(52 7332493),(53 7429593),(54 7539747),(55 7638448.5),(56 7743641),(57 7838739),(58 7914307.5),(59 7999270.5),(60 8067307),(61 8124012),(62 8170778.5),(63 8208779),(64 8225024),(65 8239392),(66 8247685.5),(67 8246261.5),(68 8237991.5),(69 8227550.5),(70 8205328),(71 8183116.5),(72 8151245),(73 8112195.5),(74 8087058),(75 8056729),(76 8028019.5),(77 8000281),(78 7955257),(79 7918366.5),
(1 24452.803),(2 89289.46),(3 192032),(4 331845.84),(5 503851.1),(6 704633),(7 958286.75),(8 1217964.5),(9 1495279.4),(10 1791240.9),(11 2109127.3),(12 2430797.3),(13 2768339.3),(14 3114223.3),(15 3467170.8),(16 3828463.3),(17 4191803.8),(18 4554305.5),(19 4916687.5),(20 5272417),(21 5616580),(22 5947276),(23 6277468),(24 6592015.5),(25 6902117.5),(26 7191117.5),(27 7465067.5),(28 7711242.5),(29 7927278),(30 8101641.5),(31 8263962.5),(32 8383965.5),(33 8472839),(34 8557026),(35 8622381),(36 8657755),(37 8687742),(38 8685035),(39 8672315),(40 8651865),(41 8599333),(42 8534233),(43 8471660),(44 8383751.5),(45 8278060),(46 8168902),(47 8044501.5),(48 7911957.5),(49 7793756),(50 7665662.5),(51 7549934.5),(52 7447678),(53 7271916.5),(54 7162862),(55 7073203.5),(56 6979081.5),(57 6900124),(58 6826814.5),(59 6760262.5),(60 6694145.5),(61 6625652),(62 6559443.5),(63 6493604),(64 6433644.5),(65 6374803.5),(66 6321621.5),(67 6275207.5),(68 6238850),(69 6204746.5),(70 6178565.5),(71 6167641.5),(72 6154497.5),(73 6140625.5),(74 6152370),(75 6162022),(76 6169788),(77 6190788),(78 6194232.5),(79 6199928),
(1 29218.41),(2 108959.43),(3 237542.48),(4 408431.03),(5 618060.3),(6 859868.3),(7 1161851.9),(8 1465762.3),(9 1785595.9),(10 2125144.3),(11 2476583),(12 2832684.8),(13 3193069),(14 3550334.8),(15 3901640.3),(16 4242418),(17 4567555),(18 4872189),(19 5156424.5),(20 5411072),(21 5641142),(22 5848275),(23 6031606.5),(24 6186110.5),(25 6321442.5),(26 6422546),(27 6494419),(28 6547241.5),(29 6581738),(30 6588193.5),(31 6589854),(32 6574896.5),(33 6555678.5),(34 6541969.5),(35 6518831.5),(36 6495793.5),(37 6478468),(38 6456834.5),(39 6452342),(40 6449778),(41 6448651.5),(42 6440472.5),(43 6432071.5),(44 6414463.5),(45 6403218.5),(46 6391074.5),(47 6376886.5),(48 6358980),(49 6348819),(50 6344068),(51 6346911.5),(52 6356959.5),(53 6324455),(54 6312962),(55 6306509),(56 6295493),(57 6284375.5),(58 6269834),(59 6254951.5),(60 6228992),(61 6212180.5),(62 6182434),(63 6166616.5),(64 6147362.5),(65 6126495.5),(66 6100000.5),(67 6076939.5),(68 6054953),(69 6031982.5),(70 6015598.5),(71 6007490.5),(72 5996604),(73 5989724),(74 5999934.5),(75 6015662),(76 6032432.5),(77 6046490),(78 6052109),(79 6057557),
(1 30284.463),(2 113224.58),(3 245726.84),(4 423026.84),(5 638068.7),(6 882412.56),(7 1185112.4),(8 1491318.3),(9 1812764.8),(10 2144186.5),(11 2480570),(12 2815930.5),(13 3143882.3),(14 3462637.5),(15 3766455),(16 4051549.8),(17 4321047),(18 4565074),(19 4780658),(20 4971776.5),(21 5125120.5),(22 5258112),(23 5365981),(24 5441199.5),(25 5496272.5),(26 5521796),(27 5516846.5),(28 5484235),(29 5429554.5),(30 5356843),(31 5276237),(32 5198401),(33 5116241),(34 5027126),(35 4950706),(36 4873038.5),(37 4800865.5),(38 4732078),(39 4674376),(40 4628664),(41 4593568.5),(42 4574142.5),(43 4566166.5),(44 4561578.5),(45 4566852),(46 4578575.5),(47 4589338),(48 4606193.5),(49 4631544.5),(50 4663340),(51 4696896.5),(52 4730653.5),(53 4714313),(54 4725538),(55 4743291.5),(56 4753506),(57 4762524),(58 4774627),(59 4785619.5),(60 4798318),(61 4813148),(62 4815400.5),(63 4830869),(64 4840014.5),(65 4858130.5),(66 4881812.5),(67 4916210),(68 4953048.5),(69 4999864.5),(70 5046095),(71 5095928.5),(72 5145584),(73 5193702.5),(74 5255851),(75 5319325),(76 5378560),(77 5432969.5),(78 5474582.5),(79 5516686.5),
(1 28668.314),(2 108066.13),(3 234541.69),(4 400486.63),(5 601384.06),(6 832349.9),(7 1099398.4),(8 1374045.4),(9 1661234.1),(10 1956250.5),(11 2251677),(12 2541579),(13 2822769.5),(14 3081707.8),(15 3326116.3),(16 3547910.8),(17 3744437.3),(18 3914558.3),(19 4055847),(20 4171977.5),(21 4261388),(22 4332889),(23 4378716.5),(24 4405012.5),(25 4419529.5),(26 4410676),(27 4388022),(28 4333822.5),(29 4264415.5),(30 4187195.8),(31 4103860.3),(32 4017143.8),(33 3934889.3),(34 3853678),(35 3780968.5),(36 3720587),(37 3669031.5),(38 3632976.3),(39 3605862.5),(40 3587965.8),(41 3582185.5),(42 3584290.3),(43 3603217.3),(44 3626080),(45 3653052.8),(46 3687377.8),(47 3719671),(48 3748418.8),(49 3783724.5),(50 3820882),(51 3861209),(52 3901668.5),(53 3913084.5),(54 3940916.3),(55 3973903.5),(56 4000939.8),(57 4028948.3),(58 4062517.3),(59 4090286.8),(60 4126525.8),(61 4167551.8),(62 4203441),(63 4250187),(64 4292064.5),(65 4332363.5),(66 4370858.5),(67 4411632.5),(68 4438366),(69 4464135),(70 4486370.5),(71 4499089),(72 4506031),(73 4506126),(74 4510102.5),(75 4507599),(76 4497990.5),(77 4480944),(78 4458906),(79 4436562),
(1 34152.656),(2 127748.04),(3 276196.8),(4 471343.9),(5 701604.3),(6 961709.75),(7 1273639.8),(8 1581305.9),(9 1899492.8),(10 2223803),(11 2546337),(12 2856445),(13 3157295.8),(14 3432296.8),(15 3684146.3),(16 3910884.8),(17 4108342.3),(18 4278610.5),(19 4427362.5),(20 4539825),(21 4632467),(22 4696350.5),(23 4733418.5),(24 4749464),(25 4746162),(26 4729046.5),(27 4701022),(28 4670824.5),(29 4639422),(30 4600096.5),(31 4560409.5),(32 4518214.5),(33 4479715),(34 4449424.5),(35 4424195.5),(36 4401666),(37 4384971.5),(38 4371626.5),(39 4364334),(40 4358753),(41 4360187),(42 4361142),(43 4363198),(44 4367136.5),(45 4372450.5),(46 4381305),(47 4388250),(48 4396077),(49 4406105),(50 4418688),(51 4429424.5),(52 4441978),(53 4416406),(54 4413680.5),(55 4418327.5),(56 4420326.5),(57 4418802),(58 4424781.5),(59 4430417),(60 4432467.5),(61 4442126.5),(62 4445011),(63 4451797.5),(64 4457466),(65 4462945.5),(66 4463323.5),(67 4473545),(68 4483409.5),(69 4501039.5),(70 4530601.5),(71 4572671),(72 4616227.5),(73 4670597.5),(74 4736900.5),(75 4809684.5),(76 4898475.5),(77 4982719),(78 5060846),(79 5137891.5),
(1 34172.508),(2 128836.29),(3 281174.63),(4 481705.8),(5 720824.2),(6 992001.44),(7 1296535.1),(8 1608969),(9 1930199.8),(10 2251054.5),(11 2566729.8),(12 2870126.3),(13 3151095),(14 3408535),(15 3636549.8),(16 3833713),(17 4005200),(18 4151388.3),(19 4264547.5),(20 4354814.5),(21 4422252),(22 4472298.5),(23 4509605.5),(24 4534155.5),(25 4547652),(26 4548798),(27 4548057),(28 4538433),(29 4528650.5),(30 4514265),(31 4499082),(32 4483625.5),(33 4469303),(34 4464547),(35 4461458.5),(36 4458542.5),(37 4456540),(38 4463326.5),(39 4467704.5),(40 4471334.5),(41 4472686.5),(42 4466598),(43 4456049.5),(44 4435436),(45 4407416.5),(46 4372314.5),(47 4331673),(48 4287132.5),(49 4243306.5),(50 4199331),(51 4157132.3),(52 4113605),(53 4066206),(54 4032977),(55 4003614.3),(56 3976352),(57 3954814.5),(58 3937225.5),(59 3919947.3),(60 3911367.3),(61 3906999.5),(62 3903672.3),(63 3906564.8),(64 3915569.5),(65 3923624.8),(66 3939432.8),(67 3958518.8),(68 3974899.5),(69 4001059.5),(70 4035257.3),(71 4072517.3),(72 4108065.3),(73 4145799.3),(74 4188303.5),(75 4218572),(76 4241264.5),(77 4258354.5),(78 4261139),(79 4265871),
(1 28731.322),(2 108146.24),(3 235718.45),(4 404124.7),(5 603838),(6 828456.4),(7 1078348.4),(8 1330529.8),(9 1584146),(10 1829897.9),(11 2066680),(12 2284169.5),(13 2479699),(14 2650680.8),(15 2796159.5),(16 2910660.8),(17 2997641.5),(18 3058916.5),(19 3099224.3),(20 3121245.5),(21 3126235.5),(22 3115979.3),(23 3091765.3),(24 3064910.5),(25 3032126.5),(26 2992808.8),(27 2953644),(28 2906620.5),(29 2862700.5),(30 2826396.5),(31 2805981.3),(32 2793904.8),(33 2796519.8),(34 2805996),(35 2817131.8),(36 2831020),(37 2846440.5),(38 2856526.3),(39 2862787),(40 2871153),(41 2874844),(42 2878709.8),(43 2882942.3),(44 2883715.8),(45 2884521.5),(46 2891792.5),(47 2904295.3),(48 2924062),(49 2954203),(50 2992632),(51 3037771.3),(52 3083546.3),(53 3143928.8),(54 3192300.5),(55 3235540.3),(56 3273097.5),(57 3299852),(58 3325170.5),(59 3347253.8),(60 3360076.5),(61 3370253.5),(62 3374789.3),(63 3372059.8),(64 3366429),(65 3355317.3),(66 3336565.8),(67 3313979.3),(68 3288335.8),(69 3256368.8),(70 3224054.8),(71 3190362.3),(72 3155188),(73 3120325.3),(74 3089539),(75 3058841.5),(76 3028871.5),(77 3001334.8),(78 2965988),(79 2936104.5),
(1 29881.092),(2 112252.63),(3 242813.22),(4 411828.13),(5 611453.44),(6 834508.4),(7 1087678.8),(8 1335718.8),(9 1587122.3),(10 1837001.9),(11 2072629),(12 2296665.5),(13 2500086.5),(14 2680497.3),(15 2834020.5),(16 2955697.8),(17 3050106.5),(18 3121751.3),(19 3165568.5),(20 3191620),(21 3199373),(22 3194248.5),(23 3175893.5),(24 3152627.5),(25 3129134),(26 3101713),(27 3070014.3),(28 3038723.3),(29 3008172.3),(30 2980316),(31 2960959.3),(32 2947153),(33 2935521.5),(34 2924683.5),(35 2916508),(36 2906385.5),(37 2891530),(38 2878885.5),(39 2863597.5),(40 2848729),(41 2843753.5),(42 2836226.3),(43 2831830.5),(44 2831130),(45 2833464.5),(46 2843905),(47 2859830),(48 2878883.3),(49 2903139),(50 2935461.5),(51 2970561.5),(52 3010150),(53 3051535),(54 3097530.5),(55 3146812.5),(56 3195833),(57 3248136.8),(58 3306441.5),(59 3367643.3),(60 3426354.5),(61 3487387.8),(62 3541339.5),(63 3591803.8),(64 3634771.8),(65 3672770.5),(66 3702000.3),(67 3724433.5),(68 3741883.3),(69 3756591),(70 3762021.8),(71 3764383.3),(72 3757441.5),(73 3745080.3),(74 3723850.3),(75 3698149.5),(76 3669245.5),(77 3637042),(78 3599091.5),(79 3558013),
(1 34470.363),(2 129680.125),(3 280457.84),(4 477055.56),(5 707130.5),(6 961135.1),(7 1231074.9),(8 1495579.6),(9 1752264.4),(10 1998967.4),(11 2219150.5),(12 2412693.3),(13 2582566.5),(14 2722800.5),(15 2832309.5),(16 2914031.3),(17 2965715.8),(18 2983784.3),(19 2974256),(20 2937677.3),(21 2882031.3),(22 2817069.8),(23 2744719.5),(24 2669744),(25 2602489.8),(26 2540341),(27 2488109.5),(28 2451586.5),(29 2427351.3),(30 2420183.5),(31 2428968.3),(32 2447131.8),(33 2471965.5),(34 2500983),(35 2530443.3),(36 2562455.3),(37 2597797.3),(38 2629770.5),(39 2657082.3),(40 2689550.8),(41 2721126.3),(42 2745252.3),(43 2774275.8),(44 2803529.3),(45 2830096),(46 2864680.8),(47 2896789.5),(48 2923714),(49 2956637.5),(50 2982373.3),(51 3006269.5),(52 3026316),(53 3031277.8),(54 3033802.5),(55 3034452.8),(56 3026340),(57 3017894.5),(58 3009121.8),(59 2999853.5),(60 2991779.3),(61 2989729.5),(62 2986549.5),(63 2986968.8),(64 2989737.5),(65 2993508),(66 2998645.5),(67 3004658.3),(68 3012881.8),(69 3022115),(70 3031543.3),(71 3042200.8),(72 3049264),(73 3059315),(74 3073191.8),(75 3092136.3),(76 3115543.8),(77 3147123),(78 3183730.5),(79 3224473.8),
(1 25270.125),(2 93558.81),(3 201981.98),(4 341252.5),(5 503647.88),(6 682241.25),(7 872841.1),(8 1061155.1),(9 1247174.1),(10 1428087.6),(11 1596945.8),(12 1754189.6),(13 1896586.8),(14 2015863.4),(15 2114346),(16 2191526.5),(17 2244382.5),(18 2275195.8),(19 2290682),(20 2292101.5),(21 2282801),(22 2267873.3),(23 2250356),(24 2227948.5),(25 2212357.5),(26 2194430.5),(27 2184091),(28 2181234.3),(29 2179373.3),(30 2182149.5),(31 2188926.8),(32 2188163.8),(33 2185921.3),(34 2174976),(35 2157830.3),(36 2136747),(37 2114244.5),(38 2090790.6),(39 2068227),(40 2049988.1),(41 2037354.5),(42 2026976.9),(43 2022175.1),(44 2022147.6),(45 2023922.3),(46 2029319.8),(47 2039522),(48 2052202.3),(49 2065334.9),(50 2080923.4),(51 2095236.1),(52 2109740),(53 2119322.5),(54 2133398.5),(55 2151743),(56 2165809),(57 2179379.3),(58 2194397),(59 2211650.8),(60 2228489.3),(61 2251611.3),(62 2274477),(63 2294088.8),(64 2316844),(65 2338408.3),(66 2361277.8),(67 2391502.8),(68 2423421.5),(69 2458185.8),(70 2496755.5),(71 2533909.5),(72 2570200.8),(73 2605807),(74 2640738.3),(75 2671014.3),(76 2697647),(77 2716817),(78 2734541.8),(79 2748451.5),
(1 28083.21),(2 105757.664),(3 229673.1),(4 390149.5),(5 577466.56),(6 783018.9),(7 1007498.3),(8 1224726.1),(9 1434811.1),(10 1630876.6),(11 1807075.1),(12 1960366.3),(13 2087528),(14 2187878.5),(15 2262075.3),(16 2314628),(17 2347449.5),(18 2367106),(19 2376702.5),(20 2374230),(21 2366697.5),(22 2355132),(23 2337036.5),(24 2316046.3),(25 2291685.8),(26 2264516.8),(27 2236293),(28 2208007.3),(29 2178927.8),(30 2150064.8),(31 2122496),(32 2097236),(33 2073025.1),(34 2047842.6),(35 2022792.9),(36 1999189.4),(37 1977998.9),(38 1956742.5),(39 1942485.1),(40 1934847.1),(41 1935213.4),(42 1946427.4),(43 1970465.8),(44 2007127.1),(45 2055936),(46 2114357),(47 2176214.8),(48 2243043),(49 2310879),(50 2373350.5),(51 2435059),(52 2488654),(53 2519429),(54 2549828.3),(55 2575326.3),(56 2588620.5),(57 2592769.3),(58 2587667.8),(59 2576819),(60 2559957.3),(61 2539913.5),(62 2513072),(63 2481960),(64 2452898.5),(65 2417421.3),(66 2381620.8),(67 2347092.3),(68 2309743.3),(69 2271625.5),(70 2236739),(71 2205749),(72 2179362.8),(73 2160376),(74 2149449),(75 2142024.5),(76 2139881),(77 2140608.3),(78 2150381),(79 2161310),
(1 25459.047),(2 95403.41),(3 206358.66),(4 349422.25),(5 516542.3),(6 700970.25),(7 899858.25),(8 1097230.4),(9 1288523.1),(10 1468614.1),(11 1631269.6),(12 1771489.6),(13 1890345.6),(14 1983382.1),(15 2049862.1),(16 2092933.8),(17 2117145.8),(18 2125937.3),(19 2122398.3),(20 2108785.8),(21 2091387.1),(22 2073049.6),(23 2053071.6),(24 2041209.3),(25 2039626),(26 2044020.3),(27 2064006),(28 2088643),(29 2113228.3),(30 2142397.5),(31 2166057),(32 2182499.3),(33 2191441),(34 2188879.3),(35 2173612.3),(36 2145657.3),(37 2107120.5),(38 2060914.3),(39 2017221.6),(40 1974220.9),(41 1938260.9),(42 1911806),(43 1895886.8),(44 1888889.5),(45 1887373.4),(46 1892819.8),(47 1899070.5),(48 1906306.6),(49 1920606.1),(50 1936423.1),(51 1953413),(52 1969283.1),(53 1977956.1),(54 1989028.6),(55 2005850),(56 2024218.6),(57 2049969.9),(58 2075375.1),(59 2101828.3),(60 2125483.3),(61 2144490),(62 2158794.8),(63 2162484.8),(64 2159908),(65 2148374),(66 2126813.5),(67 2099971.8),(68 2066550.8),(69 2030014.8),(70 1993442.8),(71 1956252.9),(72 1919277.8),(73 1884185.6),(74 1853662.8),(75 1831028.9),(76 1813541.4),(77 1798865.5),(78 1786988.6),(79 1783032),
(1 22031.658),(2 82198.39),(3 176594.28),(4 296422.72),(5 436985.9),(6 591204.3),(7 754166.25),(8 918532.8),(9 1078903.8),(10 1230285.4),(11 1370060.5),(12 1491534.6),(13 1594968.5),(14 1679510.8),(15 1748139),(16 1804611.9),(17 1852752.8),(18 1889446.8),(19 1920260.8),(20 1947432.8),(21 1973616),(22 1998357.4),(23 2022007.6),(24 2048844.3),(25 2075857.1),(26 2100954.8),(27 2120477.3),(28 2131505.8),(29 2134652.3),(30 2129700.5),(31 2113875.3),(32 2087041.1),(33 2052317.5),(34 2011773.5),(35 1967592.9),(36 1918589.1),(37 1868603.3),(38 1820534.8),(39 1781104.4),(40 1747831.9),(41 1723671.1),(42 1708491.4),(43 1702499.9),(44 1703222),(45 1711782.8),(46 1724890.9),(47 1743918.9),(48 1769428.6),(49 1802647.6),(50 1843931.8),(51 1889196.3),(52 1938030.9),(53 1984041.1),(54 2033203.9),(55 2081907.8),(56 2128403.5),(57 2169505),(58 2204342.5),(59 2236265),(60 2262702.3),(61 2284969.3),(62 2303366.5),(63 2320507.8),(64 2332430.5),(65 2341113),(66 2343440.8),(67 2340607.8),(68 2334034.3),(69 2322091),(70 2303941.3),(71 2277942.5),(72 2248861.8),(73 2218374.5),(74 2188637.8),(75 2161589.8),(76 2138194.8),(77 2117541.3),(78 2103153),(79 2098388.5),
(1 24042.217),(2 88985.73),(3 191157.02),(4 321533.53),(5 473764.2),(6 640407.1),(7 816479.94),(8 991117.75),(9 1159016.1),(10 1316897.6),(11 1458818.5),(12 1578939.8),(13 1678051.9),(14 1754892.1),(15 1813024.9),(16 1853695.9),(17 1878599.1),(18 1887696.8),(19 1880460.5),(20 1863547),(21 1841635.3),(22 1819122.5),(23 1796232.5),(24 1779573),(25 1771538),(26 1763591.6),(27 1758888.9),(28 1753068.5),(29 1744954),(30 1734476.6),(31 1722136.4),(32 1707281.4),(33 1694643.5),(34 1678114.9),(35 1663110.8),(36 1647433.3),(37 1635993.8),(38 1625824.4),(39 1621025.8),(40 1624430.6),(41 1631586.1),(42 1642987.4),(43 1657713.8),(44 1673724.6),(45 1693921.8),(46 1718247.1),(47 1743078.6),(48 1769084.1),(49 1794215.1),(50 1813346.5),(51 1826494.6),(52 1840866),(53 1851711.9),(54 1860144.1),(55 1868977.6),(56 1875867),(57 1886170.3),(58 1891496.9),(59 1896635.9),(60 1898612.3),(61 1897553.1),(62 1891922.9),(63 1878278.8),(64 1861553.1),(65 1838859.8),(66 1813109.4),(67 1784071.1),(68 1752085),(69 1716835.5),(70 1682790),(71 1647411.5),(72 1614298.6),(73 1584767.6),(74 1556616.9),(75 1531982.6),(76 1509342.3),(77 1493103.6),(78 1482969.1),(79 1484942.9),
(1 24022.523),(2 90286.016),(3 193725.97),(4 322665.56),(5 469272.44),(6 624556.2),(7 785138),(8 938469.5),(9 1080265.8),(10 1204615.3),(11 1310421.4),(12 1391763.6),(13 1450836.4),(14 1488793.3),(15 1507556.4),(16 1511669.6),(17 1502327.6),(18 1485436.3),(19 1465501.4),(20 1450317.4),(21 1442068.5),(22 1434204.5),(23 1432627.3),(24 1437569),(25 1445518.6),(26 1454498.5),(27 1461139.3),(28 1464958.9),(29 1467461),(30 1470295.4),(31 1475958.8),(32 1486390.5),(33 1500611.4),(34 1519932.8),(35 1540939),(36 1569239.4),(37 1600416.8),(38 1635326.3),(39 1673504.4),(40 1706964.6),(41 1736948),(42 1756378.9),(43 1770981.8),(44 1776511.6),(45 1772503),(46 1764184),(47 1750092.4),(48 1732861),(49 1715883),(50 1695321.8),(51 1674298.6),(52 1652961.9),(53 1636817.4),(54 1617815.6),(55 1601076.4),(56 1590409.4),(57 1590234),(58 1598529.9),(59 1613736.3),(60 1633971.4),(61 1658280.4),(62 1687209.9),(63 1714659),(64 1737083.8),(65 1753791.8),(66 1765296.8),(67 1768322.5),(68 1763974.5),(69 1751791.4),(70 1731167.4),(71 1707382.5),(72 1677359.4),(73 1638161.9),(74 1596084.3),(75 1553150.5),(76 1513613.8),(77 1477704.4),(78 1444924.4),(79 1419571),
(1 23371.598),(2 86639.39),(3 184121.22),(4 304790.88),(5 439992.88),(6 583170.4),(7 727865.94),(8 866852.9),(9 996242.7),(10 1111247.5),(11 1207762.9),(12 1285337.6),(13 1345128.8),(14 1389900.8),(15 1423131.9),(16 1449413.4),(17 1468055.6),(18 1480426.8),(19 1490954),(20 1500625.1),(21 1507361.6),(22 1514926.6),(23 1522764.8),(24 1531738.5),(25 1540476.8),(26 1548575.6),(27 1551122.5),(28 1551664.4),(29 1546685.1),(30 1537229.1),(31 1528451.5),(32 1517916.1),(33 1508164.1),(34 1498391.1),(35 1487330.5),(36 1481544.5),(37 1479830),(38 1486263.5),(39 1494380.5),(40 1508826.6),(41 1527277.9),(42 1545380.6),(43 1561904),(44 1576769.1),(45 1587771.8),(46 1593568.9),(47 1591914.9),(48 1585159.1),(49 1573293.1),(50 1558322.5),(51 1542250.5),(52 1523106.9),(53 1508127.6),(54 1494259.3),(55 1483224.3),(56 1476480.5),(57 1471608.1),(58 1469071.6),(59 1468176.8),(60 1471414.8),(61 1477441.1),(62 1484785.6),(63 1492740.3),(64 1499778.5),(65 1506230.9),(66 1507816.9),(67 1507537.8),(68 1499022.9),(69 1483809.9),(70 1462578),(71 1435495.9),(72 1407035.8),(73 1380237.9),(74 1355517.6),(75 1336630),(76 1323558.9),(77 1316383.1),(78 1312035.1),(79 1317389),
