1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1470166.4),(2 1670623.1),(3 545811.6),(4 2241146),(5 2622938.8),(6 1570018.6),(7 3263461.3),(8 3768659.3),(9 2870363.3),(10 4408740.5),(11 4980217.5),(12 4202848.5),(13 5655276),(14 6226492),(15 5420386),(16 6855815.5),(17 7361890.5),(18 6592413.5),(19 7787273.5),(20 8232952.5),(21 7237159.5),(22 8232480),(23 8565133),(24 7502405.5),(25 8258808),(26 8543644),(27 7524649.5),(28 8218038.5),(29 8611129),(30 7733113.5),(31 8584483),(32 9135812),(33 8704915),(34 9527925),(35 10249145),(36 9988683),(37 10880884),(38 11760467),(39 11715085),(40 12701293),(41 13711551),(42 13790712),(43 14715293),(44 15541085),(45 15396841),(46 15962120),(47 16566717),(48 16556672),(49 16989018),(50 17559682),(51 17365134),(52 17869224),(53 18510472),(54 18270950),(55 18805756),(56 19384944),(57 19063162),(58 19803854),(59 20509426),(60 20329218),(61 21341146),(62 22283994),(63 22751702),(64 23635704),(65 24761606),(66 25030310),(67 26352656),(68 27723310),(69 27961968),(70 29271878),(71 30453798),(72 30970414),(73 32213198),(74 33401102),(75 33743372),(76 34617710),(77 35695350),(78 36209116),(79 37155612),
(1 129043.13),(2 462743.56),(3 966052.2),(4 1605554.8),(5 2344758.3),(6 3124295.3),(7 3924061.5),(8 4716899.5),(9 5477871),(10 6222266.5),(11 6922003.5),(12 7565364),(13 8139413),(14 8631549),(15 9075990),(16 9430682),(17 9721387),(18 9980690),(19 10202252),(20 10397357),(21 10636237),(22 10887156),(23 11228814),(24 11628993),(25 12068367),(26 12572655),(27 13155299),(28 13783843),(29 14469834),(30 15187731),(31 15962218),(32 16700608),(33 17483098),(34 18237286),(35 18957702),(36 19651870),(37 20308032),(38 20825478),(39 21314630),(40 21696610),(41 21918256),(42 22037604),(43 22094464),(44 21966024),(45 21746146),(46 21415696),(47 20974022),(48 20465926),(49 19936050),(50 19370346),(51 18781104),(52 18205960),(53 17662244),(54 17173200),(55 16758323),(56 16437159),(57 16182415),(58 16013357),(59 15909134),(60 15860627),(61 15900388),(62 15928467),(63 15982500),(64 16037313),(65 16100097),(66 16196488),(67 16291779),(68 16388160),(69 16531846),(70 16666941),(71 16804276),(72 16980436),(73 17119578),(74 17317162),(75 17586476),(76 17855198),(77 18056306),(78 18249032),(79 18510080),
(1 129006.73),(2 462028.66),(3 972123.8),(4 1612052.5),(5 2321950.3),(6 3085100.8),(7 3853509),(8 4580353),(9 5268887.5),(10 5915510),(11 6485430.5),(12 6986492),(13 7448696),(14 7837868),(15 8189180),(16 8527896),(17 8861033),(18 9205477),(19 9587576),(20 9948726),(21 10345443),(22 10791074),(23 11250517),(24 11708832),(25 12178883),(26 12609243),(27 13034903),(28 13458520),(29 13864005),(30 14268245),(31 14710181),(32 15123067),(33 15590267),(34 16076115),(35 16522947),(36 16937586),(37 17384928),(38 17720398),(39 18022062),(40 18256774),(41 18347508),(42 18368832),(43 18351646),(44 18251038),(45 18116472),(46 17978302),(47 17771722),(48 17515656),(49 17324832),(50 17070086),(51 16758016),(52 16426373),(53 16097565),(54 15731299),(55 15387685),(56 15003196),(57 14614167),(58 14256663),(59 13925016),(60 13592483),(61 13358123),(62 13109851),(63 12837669),(64 12630528),(65 12442203),(66 12293440),(67 12136975),(68 12030603),(69 11914893),(70 11790181),(71 11638504),(72 11489571),(73 11397429),(74 11302696),(75 11224429),(76 11197476),(77 11198413),(78 11239211),(79 11380621),
(1 164794.47),(2 604890.94),(3 1270511.3),(4 2109083),(5 3053732.5),(6 4074139),(7 5079005.5),(8 6035174),(9 6899286),(10 7652902.5),(11 8254256.5),(12 8739915),(13 9079398),(14 9272051),(15 9396724),(16 9428329),(17 9417812),(18 9394652),(19 9372579),(20 9346436),(21 9357041),(22 9404201),(23 9453617),(24 9563329),(25 9697055),(26 9858421),(27 10053119),(28 10280754),(29 10575391),(30 10950496),(31 11414065),(32 11931388),(33 12498540),(34 13073526),(35 13638029),(36 14143447),(37 14568163),(38 14855411),(39 15053532),(40 15112197),(41 15022740),(42 14837939),(43 14590131),(44 14269972),(45 13897631),(46 13489737),(47 13059126),(48 12633052),(49 12280806),(50 11949266),(51 11632090),(52 11364335),(53 11121486),(54 10911681),(55 10781171),(56 10653657),(57 10566377),(58 10514258),(59 10466860),(60 10418434),(61 10377331),(62 10325244),(63 10315752),(64 10347213),(65 10342486),(66 10290093),(67 10252928),(68 10146215),(69 10021651),(70 9896383),(71 9747555),(72 9601446),(73 9434248),(74 9266890),(75 9133576),(76 8998316),(77 8870223),(78 8766829),(79 8726671),
(1 166911.6),(2 614563.7),(3 1295461.4),(4 2168917.3),(5 3174887.8),(6 4243307.5),(7 5313766.5),(8 6300812),(9 7204363.5),(10 8026816),(11 8693453),(12 9236639),(13 9695944),(14 10013628),(15 10256753),(16 10418011),(17 10512705),(18 10611711),(19 10738852),(20 10867820),(21 11043524),(22 11252285),(23 11459524),(24 11685213),(25 11922780),(26 12136146),(27 12304783),(28 12446968),(29 12589733),(30 12730684),(31 12843713),(32 12965729),(33 13080829),(34 13141233),(35 13143316),(36 13090409),(37 12957661),(38 12741381),(39 12461390),(40 12116664),(41 11707997),(42 11277697),(43 10845564),(44 10412630),(45 10014754),(46 9634911),(47 9264952),(48 8920106),(49 8633443),(50 8378698),(51 8183341.5),(52 8057462),(53 7973378),(54 7927979.5),(55 7943377.5),(56 7993172.5),(57 8076096.5),(58 8178292),(59 8296871),(60 8405360),(61 8545830),(62 8683011),(63 8824627),(64 8995661),(65 9142920),(66 9280915),(67 9392374),(68 9511756),(69 9626293),(70 9748786),(71 9878401),(72 10005498),(73 10132832),(74 10259965),(75 10382268),(76 10501699),(77 10618647),(78 10728728),(79 10859803),
(1 136429.05),(2 499341.94),(3 1056740.1),(4 1763891.5),(5 2579290.3),(6 3441821.3),(7 4300590),(8 5101026.5),(9 5862901.5),(10 6592215),(11 7202480.5),(12 7681409),(13 8065356),(14 8319999),(15 8500128),(16 8630392),(17 8728325),(18 8823711),(19 8944725),(20 9056469),(21 9175765),(22 9296560),(23 9405725),(24 9489092),(25 9568042),(26 9621742),(27 9635048),(28 9629101),(29 9580190),(30 9512126),(31 9424609),(32 9292758),(33 9146444),(34 8964368),(35 8757767),(36 8551767),(37 8316111.5),(38 8061319),(39 7779786.5),(40 7518023.5),(41 7279370.5),(42 7078015),(43 6919917),(44 6775810),(45 6680950),(46 6609268),(47 6542591),(48 6469756.5),(49 6420559),(50 6387062.5),(51 6373717.5),(52 6342121),(53 6336426.5),(54 6336732),(55 6372134),(56 6394760.5),(57 6409099.5),(58 6447681),(59 6481542),(60 6499974),(61 6511676.5),(62 6491822),(63 6470402.5),(64 6472259.5),(65 6499863.5),(66 6545494.5),(67 6611724.5),(68 6712584.5),(69 6849476.5),(70 7031360),(71 7245481),(72 7485863),(73 7718896.5),(74 7947271),(75 8164286),(76 8330102.5),(77 8438021),(78 8547642),(79 8651876),
(1 111374.914),(2 402483.88),(3 833034.8),(4 1362011.8),(5 1948417.4),(6 2541098.8),(7 3128348.8),(8 3677793.5),(9 4199574),(10 4678456.5),(11 5082209),(12 5395309.5),(13 5632086.5),(14 5827306.5),(15 5964658),(16 6091822.5),(17 6214027),(18 6343599),(19 6470280),(20 6616946),(21 6773034.5),(22 6943238),(23 7148276.5),(24 7349795.5),(25 7605239.5),(26 7831720.5),(27 8016653.5),(28 8157455),(29 8253691.5),(30 8274446),(31 8256788.5),(32 8180674),(33 8032277),(34 7862100.5),(35 7666555.5),(36 7430589),(37 7196139.5),(38 6977943),(39 6777869),(40 6605622),(41 6489081),(42 6431914.5),(43 6409227.5),(44 6402073.5),(45 6420359.5),(46 6433937.5),(47 6455105),(48 6469725.5),(49 6468005.5),(50 6447351.5),(51 6398177),(52 6316743.5),(53 6207243.5),(54 6071587),(55 5923120.5),(56 5771115.5),(57 5630663),(58 5522061),(59 5444886.5),(60 5411456),(61 5456177.5),(62 5532378),(63 5633393),(64 5761354.5),(65 5897648.5),(66 6042136.5),(67 6163305.5),(68 6274507),(69 6341256.5),(70 6374114),(71 6365655),(72 6316465),(73 6225386),(74 6131239.5),(75 6040454),(76 5941480.5),(77 5856563.5),(78 5818396.5),(79 5829003.5),
(1 112506.266),(2 395183.66),(3 795310.4),(4 1259048.8),(5 1743125.1),(6 2220554.5),(7 2653513.8),(8 3037255.3),(9 3351129.5),(10 3617835.8),(11 3832586.8),(12 4023719),(13 4205117.5),(14 4392845.5),(15 4617311),(16 4882824.5),(17 5147723),(18 5418719.5),(19 5691906),(20 5924204.5),(21 6142588),(22 6320200.5),(23 6473861),(24 6617594),(25 6711002.5),(26 6794150.5),(27 6881260),(28 6966621.5),(29 7060854.5),(30 7159513.5),(31 7318523.5),(32 7417502),(33 7445086),(34 7429358.5),(35 7368949.5),(36 7223270),(37 7005136.5),(38 6798537.5),(39 6626770.5),(40 6457482.5),(41 6324916),(42 6224740),(43 6152933.5),(44 6120093),(45 6122444),(46 6188495.5),(47 6287289.5),(48 6426495),(49 6560491.5),(50 6695992.5),(51 6810172),(52 6852118.5),(53 6866914),(54 6839318.5),(55 6788117.5),(56 6669141.5),(57 6553181.5),(58 6444275.5),(59 6345675.5),(60 6297947),(61 6310337.5),(62 6374820.5),(63 6507580),(64 6703493.5),(65 6949918),(66 7227591),(67 7521384.5),(68 7782851),(69 7992723),(70 8141724.5),(71 8214512.5),(72 8231138),(73 8155510.5),(74 8052301.5),(75 7946311),(76 7848388),(77 7784038),(78 7736461.5),(79 7744397.5),
(1 137751.98),(2 496445.84),(3 1020846.56),(4 1630305.5),(5 2277921),(6 2903006.5),(7 3446288.8),(8 3877837.5),(9 4243935),(10 4565445.5),(11 4774790),(12 4971645.5),(13 5175659.5),(14 5349027),(15 5524729),(16 5700588.5),(17 5854568),(18 5997797),(19 6137626),(20 6252169.5),(21 6364143),(22 6466022.5),(23 6540176.5),(24 6596518),(25 6633080),(26 6658334),(27 6680623.5),(28 6669580.5),(29 6637234.5),(30 6567882.5),(31 6489066.5),(32 6354780),(33 6160029),(34 5938623),(35 5717371.5),(36 5467097),(37 5190579.5),(38 4956563),(39 4772006.5),(40 4615304.5),(41 4509901),(42 4452927),(43 4448739.5),(44 4499088.5),(45 4608306.5),(46 4754819),(47 4940749.5),(48 5127887.5),(49 5302207),(50 5469290.5),(51 5619852.5),(52 5730988.5),(53 5839660.5),(54 5919852.5),(55 5959878),(56 5992698),(57 5993511),(58 5999514),(59 5993908),(60 5974531.5),(61 5965632.5),(62 5951770),(63 5931657.5),(64 5916568),(65 5901137.5),(66 5888301),(67 5862003),(68 5826996.5),(69 5779329.5),(70 5715270),(71 5650694),(72 5586433),(73 5523037.5),(74 5464431.5),(75 5439750),(76 5460856),(77 5500597),(78 5538894.5),(79 5586214),
(1 125765.555),(2 454207.66),(3 932274),(4 1522562.1),(5 2149861),(6 2759920.5),(7 3318375.5),(8 3762284),(9 4157501.5),(10 4473929),(11 4704009),(12 4870787),(13 5012571),(14 5122218.5),(15 5238388.5),(16 5383154),(17 5541604.5),(18 5729302),(19 5916807.5),(20 6085459),(21 6231075),(22 6301033),(23 6301032),(24 6264866),(25 6188753),(26 6089331),(27 5979210),(28 5847535.5),(29 5683696),(30 5518907),(31 5383509.5),(32 5208549),(33 5047914.5),(34 4942050),(35 4870521),(36 4818959),(37 4755478),(38 4712649),(39 4671992),(40 4615951),(41 4559911),(42 4510040),(43 4487124.5),(44 4484743),(45 4521181),(46 4592304),(47 4676004),(48 4773229),(49 4894387),(50 5027801),(51 5163433.5),(52 5300656),(53 5459985),(54 5601849),(55 5734638),(56 5860067),(57 5976474),(58 6062223),(59 6069117),(60 6030344.5),(61 5981568),(62 5918098),(63 5861063),(64 5821905),(65 5789482.5),(66 5786849),(67 5822142),(68 5900274),(69 5967113),(70 6055254),(71 6135450.5),(72 6192118),(73 6242923.5),(74 6258038.5),(75 6238305),(76 6153428),(77 5978263.5),(78 5758204),(79 5506212),
(1 110859.48),(2 389112),(3 782066.44),(4 1232780.6),(5 1696240.3),(6 2132469),(7 2514258.3),(8 2839824),(9 3123448.8),(10 3365602),(11 3568561.5),(12 3734992.8),(13 3922029),(14 4106441.5),(15 4295158.5),(16 4501705.5),(17 4721352),(18 4928900.5),(19 5113183),(20 5285406),(21 5435233.5),(22 5547161),(23 5630669),(24 5675940.5),(25 5661999.5),(26 5630821),(27 5573295),(28 5453206.5),(29 5282436.5),(30 5087679),(31 4897109.5),(32 4690993.5),(33 4513543),(34 4377643),(35 4298281.5),(36 4249653.5),(37 4226546),(38 4217755),(39 4215107.5),(40 4200255.5),(41 4179433.5),(42 4143940),(43 4094633.5),(44 4028997.3),(45 3941748),(46 3856048),(47 3755985.8),(48 3668460),(49 3624885.5),(50 3618549.5),(51 3652765),(52 3720673.3),(53 3826864.5),(54 3955684),(55 4108743),(56 4259608),(57 4400197),(58 4501072.5),(59 4554979.5),(60 4585518.5),(61 4565173),(62 4522492.5),(63 4486466),(64 4452589.5),(65 4415328),(66 4382687),(67 4379918),(68 4401115),(69 4443521.5),(70 4513710),(71 4600419.5),(72 4703219.5),(73 4796374.5),(74 4894499.5),(75 4995765),(76 5094805.5),(77 5173150.5),(78 5233441.5),(79 5265942),
(1 103851.97),(2 360144.22),(3 717241),(4 1134288.3),(5 1553320),(6 1946223.1),(7 2290745.3),(8 2585054.3),(9 2835107.3),(10 3065680),(11 3273725.3),(12 3470185.3),(13 3680316),(14 3894257),(15 4114541.8),(16 4358052),(17 4612969),(18 4893160),(19 5168312),(20 5424099.5),(21 5646176),(22 5799191),(23 5875325.5),(24 5884720.5),(25 5829549),(26 5724857.5),(27 5586631.5),(28 5422444),(29 5215571),(30 4997709.5),(31 4773675),(32 4558881),(33 4374223),(34 4234487),(35 4142298),(36 4079675),(37 4025839.5),(38 3967962.5),(39 3890964),(40 3799139.3),(41 3681917.3),(42 3558443.5),(43 3444104.8),(44 3331302.5),(45 3235679.5),(46 3160543),(47 3106017),(48 3091355.8),(49 3132075.8),(50 3201908.5),(51 3310310.5),(52 3441585.3),(53 3575724.8),(54 3693067.8),(55 3782619),(56 3829501.8),(57 3845872),(58 3837923.3),(59 3799325.5),(60 3748582.8),(61 3705406.8),(62 3643379.8),(63 3570900),(64 3495052.8),(65 3441871.8),(66 3417009),(67 3417628.8),(68 3435205.8),(69 3461492.3),(70 3501934.3),(71 3524198.5),(72 3523462.5),(73 3499467.5),(74 3488310.8),(75 3501556.3),(76 3521782),(77 3532808.5),(78 3536569.5),(79 3564788.8),
(1 113015.66),(2 398744.5),(3 792797.7),(4 1242183.4),(5 1697841.3),(6 2115741.5),(7 2457539),(8 2708177),(9 2898075),(10 3038764.5),(11 3122406),(12 3173454.8),(13 3225007.8),(14 3259945),(15 3305100),(16 3372151.8),(17 3464400.5),(18 3571983.5),(19 3690122.3),(20 3803766.3),(21 3927591),(22 4032694.8),(23 4110676.5),(24 4133835),(25 4089599),(26 3987420.5),(27 3825972),(28 3612554),(29 3377562.3),(30 3135538.5),(31 2931913.3),(32 2769969),(33 2681495),(34 2672465),(35 2731274.3),(36 2848092.8),(37 3002073.8),(38 3173706.3),(39 3322023),(40 3440884.3),(41 3512862.3),(42 3535648.5),(43 3510124.8),(44 3438729),(45 3347920),(46 3256240),(47 3177750),(48 3121978.8),(49 3100594.3),(50 3122065),(51 3189888.5),(52 3291847.8),(53 3404342),(54 3508776.8),(55 3595608.8),(56 3663962.5),(57 3687809.8),(58 3676670.8),(59 3628398),(60 3545379),(61 3472541.5),(62 3395180.8),(63 3320017.5),(64 3281429.3),(65 3279793.5),(66 3303341),(67 3334923),(68 3361357.3),(69 3372232.8),(70 3375321),(71 3351584.3),(72 3291327.3),(73 3198663.3),(74 3099325.3),(75 3024542.3),(76 2970982.5),(77 2944397.8),(78 2935890.3),(79 2955029.3),
(1 104124.59),(2 366812.5),(3 726180),(4 1123696.8),(5 1502181),(6 1835285.3),(7 2107540.8),(8 2315953.8),(9 2469226.5),(10 2585826.5),(11 2692530),(12 2785750),(13 2874332.8),(14 2976845.3),(15 3092262.3),(16 3220149.5),(17 3348251.5),(18 3477326.3),(19 3603147.3),(20 3695088),(21 3765271.5),(22 3824532.8),(23 3855533.5),(24 3835848.3),(25 3761155.8),(26 3657040.3),(27 3547961),(28 3431838.5),(29 3322959.8),(30 3232642.5),(31 3186515.8),(32 3169877.5),(33 3190730),(34 3239779),(35 3299775.3),(36 3365447.8),(37 3426995),(38 3471807),(39 3515315.3),(40 3552489.8),(41 3558050.5),(42 3536774),(43 3490464.3),(44 3426906.8),(45 3359767.5),(46 3313929.8),(47 3279701.3),(48 3265457),(49 3271261.5),(50 3269700.5),(51 3277177.3),(52 3262926.5),(53 3238848),(54 3202162.5),(55 3166881.8),(56 3123404.8),(57 3095261),(58 3093552.8),(59 3102763.5),(60 3117562.8),(61 3145162.8),(62 3163657),(63 3183196.3),(64 3205891.8),(65 3231343),(66 3249553),(67 3261076.5),(68 3265489),(69 3274026),(70 3299456.3),(71 3335032.3),(72 3378206.3),(73 3447727.8),(74 3527420),(75 3623078),(76 3719848.3),(77 3808256),(78 3890788),(79 3953152.8),
(1 100001.98),(2 346666.88),(3 675803.5),(4 1034657.6),(5 1381680.5),(6 1690266.6),(7 1951122.5),(8 2164597.8),(9 2349299.8),(10 2508535.8),(11 2678391),(12 2852522.3),(13 3013611.5),(14 3175800.3),(15 3340218.3),(16 3504420.5),(17 3663840.8),(18 3824051.5),(19 3974787.3),(20 4080500),(21 4160780),(22 4218869.5),(23 4242207.5),(24 4231963),(25 4158159.3),(26 4088673.5),(27 4041753),(28 3989582.5),(29 3939466.8),(30 3900289.5),(31 3903692),(32 3912717.5),(33 3944557.3),(34 3973445.8),(35 3997174.8),(36 4003226.3),(37 3982387.3),(38 3954102.8),(39 3911664.8),(40 3853355.5),(41 3783806.5),(42 3701440),(43 3624317.3),(44 3547478.8),(45 3482278.5),(46 3435179),(47 3405309.8),(48 3377505),(49 3347289.5),(50 3324004.3),(51 3289040.3),(52 3225618.3),(53 3163005.3),(54 3093951),(55 3043792.3),(56 3012713),(57 3010255),(58 3027611),(59 3037344.8),(60 3021905),(61 2989585),(62 2960130.3),(63 2936785),(64 2907530.3),(65 2886039.5),(66 2854852),(67 2840934),(68 2815785.8),(69 2801584),(70 2814233.5),(71 2855015.8),(72 2932083.5),(73 3015089),(74 3109931),(75 3214664.5),(76 3294391.5),(77 3338254.5),(78 3360709),(79 3393744.3),
(1 87849.7),(2 300810.97),(3 585100.8),(4 882884),(5 1162599.5),(6 1397160.1),(7 1575582.3),(8 1705709.4),(9 1781049.8),(10 1829209.8),(11 1861627.4),(12 1889152.8),(13 1931603.5),(14 1999862.3),(15 2082585.6),(16 2193576.8),(17 2324354.8),(18 2460894.5),(19 2597058.5),(20 2700080.3),(21 2751780.5),(22 2760456.3),(23 2721201),(24 2657980.3),(25 2557486.5),(26 2466522.8),(27 2410187),(28 2385038),(29 2404258.3),(30 2468855.8),(31 2568217),(32 2659861.5),(33 2718492.8),(34 2758290.5),(35 2769531.3),(36 2741953.5),(37 2692389.3),(38 2651904.3),(39 2622625.5),(40 2597591.8),(41 2596150),(42 2611616.3),(43 2646823),(44 2697492.8),(45 2750678.8),(46 2808279),(47 2843232),(48 2856584.5),(49 2852755.8),(50 2834540.8),(51 2806324.8),(52 2774385.5),(53 2755264),(54 2750417),(55 2753424.3),(56 2755159.5),(57 2759908),(58 2749685),(59 2720176.3),(60 2702619),(61 2692340),(62 2676575),(63 2649744),(64 2615127.8),(65 2578933.3),(66 2545821.8),(67 2508082.3),(68 2490386.5),(69 2473462.3),(70 2466444.3),(71 2461088.8),(72 2447569.5),(73 2442119),(74 2454414),(75 2467107.8),(76 2480287.3),(77 2508109.3),(78 2553214.5),(79 2618430),
(1 81878.81),(2 274829.06),(3 525951.6),(4 786283.7),(5 1014008.3),(6 1196948.8),(7 1333581.9),(8 1435237),(9 1500565),(10 1545241),(11 1575898.1),(12 1595380.8),(13 1611092.8),(14 1633257.9),(15 1659400.3),(16 1701298.3),(17 1757194.3),(18 1822984.4),(19 1892784.4),(20 1934213.4),(21 1948194.5),(22 1953006.9),(23 1953292.6),(24 1962154.6),(25 1947642.3),(26 1939483.8),(27 1956371),(28 1978881.9),(29 2006057.1),(30 2042073.5),(31 2101790),(32 2148751.3),(33 2193457.5),(34 2228219.8),(35 2249202.5),(36 2267656.5),(37 2279252.3),(38 2301494.5),(39 2320010.8),(40 2340773.3),(41 2351396.5),(42 2344588.5),(43 2323671),(44 2284999.8),(45 2232655.5),(46 2179118.8),(47 2126853.3),(48 2069110.5),(49 2010148),(50 1965013.1),(51 1949768),(52 1959220.6),(53 1999211),(54 2052851),(55 2098613.8),(56 2117406.8),(57 2099524.3),(58 2061931),(59 2009470.5),(60 1961394.1),(61 1905256.6),(62 1852440.8),(63 1815487.4),(64 1806961.9),(65 1816880.8),(66 1833793.8),(67 1855147),(68 1883460.4),(69 1906936.8),(70 1929042.1),(71 1945187.4),(72 1961287.3),(73 1988201.9),(74 2030539.8),(75 2073898.6),(76 2112062),(77 2145811.8),(78 2186942),(79 2235175),
(1 82377.63),(2 276535.9),(3 524144.72),(4 776926.25),(5 991336.6),(6 1161225.4),(7 1284789.1),(8 1389949.5),(9 1463803.4),(10 1513690.3),(11 1564483.9),(12 1607603.4),(13 1654010),(14 1713203.5),(15 1787367.9),(16 1867745.6),(17 1926688.4),(18 1976599.1),(19 2020027.4),(20 2033230.4),(21 2017644.1),(22 1989822.9),(23 1946831.3),(24 1900923),(25 1855251.8),(26 1830737.1),(27 1827780.6),(28 1859331.3),(29 1908357.5),(30 1970627.4),(31 2045221.4),(32 2124957.3),(33 2201783),(34 2256065),(35 2280637.3),(36 2269557),(37 2228932.3),(38 2190168.3),(39 2144321),(40 2098546.3),(41 2066017.8),(42 2039180.8),(43 2020691.4),(44 2007429.4),(45 1983573.1),(46 1972251.8),(47 1962043.8),(48 1953568.9),(49 1939603.9),(50 1926057.3),(51 1906308.6),(52 1879603.8),(53 1854467.3),(54 1832736.5),(55 1825806.9),(56 1830002.5),(57 1847237.4),(58 1869694.4),(59 1887493),(60 1901140.1),(61 1919031.9),(62 1927913.6),(63 1931724.1),(64 1940955.8),(65 1936102.4),(66 1922277.9),(67 1907040.4),(68 1894392.1),(69 1889812.3),(70 1897613.9),(71 1905763.4),(72 1921639.3),(73 1954026.6),(74 2005828.5),(75 2052377.4),(76 2075363.4),(77 2074154.9),(78 2061553.4),(79 2040119.1),
