1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43891.28),(2 66007.43),(3 74909.914),(4 141367.5),(5 184815.39),(6 185850.52),(7 246803.88),(8 313454.66),(9 309973.13),(10 412610.13),(11 459639.53),(12 463045.4),(13 550666.5),(14 634484.8),(15 656411.8),(16 802254),(17 920463.5),(18 965466.8),(19 1103558.4),(20 1225542.6),(21 1277080.1),(22 1445458.6),(23 1582513.5),(24 1624952),(25 1786148),(26 1914547.1),(27 1957578.6),(28 2140567.8),(29 2281226.3),(30 2341255),(31 2522289.8),(32 2672555.5),(33 2716915.3),(34 2892246.8),(35 3022980),(36 3092723),(37 3254176.8),(38 3409078),(39 3477534.8),(40 3664103.3),(41 3832965.8),(42 3942700.3),(43 4156728.8),(44 4355818.5),(45 4440533.5),(46 4656583.5),(47 4835585),(48 4921824),(49 5094343.5),(50 5249298.5),(51 5288212),(52 5489221.5),(53 5651610.5),(54 5682782),(55 5811678.5),(56 5948146.5),(57 5969630.5),(58 6126442),(59 6268182.5),(60 6287397.5),(61 6416568),(62 6558341.5),(63 6574737.5),(64 6695389.5),(65 6791903.5),(66 6774688.5),(67 6817296.5),(68 6920456),(69 6880093.5),(70 6945725.5),(71 7011297.5),(72 6978500),(73 7018670.5),(74 7080434),(75 7011388.5),(76 7067264),(77 7106010.5),(78 7066382),(79 7095684.5),
(1 22492.455),(2 68704.2),(3 136838.47),(4 227191.72),(5 334128.06),(6 454958.4),(7 591074.6),(8 739428),(9 901200.8),(10 1081813.6),(11 1272062.9),(12 1477704.4),(13 1697828.1),(14 1931684.8),(15 2176424.3),(16 2431531.5),(17 2692903.8),(18 2957643.5),(19 3223233),(20 3482538),(21 3734872),(22 3978780.5),(23 4223782.5),(24 4460771),(25 4697909.5),(26 4923445),(27 5134171.5),(28 5332663.5),(29 5517548.5),(30 5688140.5),(31 5854467.5),(32 6001577),(33 6135663.5),(34 6262588),(35 6375159.5),(36 6455637.5),(37 6530169.5),(38 6580013),(39 6623206.5),(40 6652741.5),(41 6677526.5),(42 6682825),(43 6707826),(44 6727956),(45 6743001.5),(46 6745556),(47 6745760),(48 6728962),(49 6701749),(50 6650558.5),(51 6587570),(52 6525613),(53 6439355),(54 6344414.5),(55 6249671),(56 6141203.5),(57 6036406.5),(58 5933230.5),(59 5831909.5),(60 5734499.5),(61 5647076),(62 5567166),(63 5491379),(64 5422283),(65 5359575.5),(66 5309996),(67 5272578),(68 5242091),(69 5227404),(70 5227956.5),(71 5255960.5),(72 5304628),(73 5376935.5),(74 5470244.5),(75 5581448.5),(76 5706169),(77 5857879.5),(78 6018403),(79 6196067),
(1 22312.072),(2 69640.96),(3 139092.42),(4 231016.14),(5 341515.78),(6 467716.88),(7 611890.3),(8 771495.25),(9 943703.25),(10 1133775.6),(11 1335183.8),(12 1548271.6),(13 1773020.6),(14 2006447),(15 2248769.5),(16 2496886.8),(17 2747414.5),(18 2996176.8),(19 3242136),(20 3479771),(21 3709010.8),(22 3930440),(23 4145325.3),(24 4347464.5),(25 4543830),(26 4723735.5),(27 4884307),(28 5033772.5),(29 5163387.5),(30 5277211),(31 5378905.5),(32 5457631.5),(33 5523240.5),(34 5575397.5),(35 5619548),(36 5649402.5),(37 5673656),(38 5677328),(39 5684666.5),(40 5674398.5),(41 5681881.5),(42 5688394.5),(43 5704134.5),(44 5728509.5),(45 5756584),(46 5791720.5),(47 5823438),(48 5866956.5),(49 5917653.5),(50 5969836.5),(51 6030717.5),(52 6079351.5),(53 6135206.5),(54 6189052.5),(55 6249127.5),(56 6298024.5),(57 6337271.5),(58 6360865.5),(59 6375039.5),(60 6382280),(61 6377803.5),(62 6368225.5),(63 6348913.5),(64 6325306.5),(65 6290608),(66 6248890.5),(67 6191364),(68 6124454.5),(69 6050292.5),(70 5968872.5),(71 5888476.5),(72 5799473.5),(73 5711942.5),(74 5612182.5),(75 5516714.5),(76 5419046.5),(77 5325816.5),(78 5237281.5),(79 5156737.5),
(1 21585.44),(2 69579.09),(3 140375.56),(4 233057.86),(5 343904.4),(6 470414.84),(7 611680.7),(8 767709.6),(9 940521.2),(10 1126742),(11 1323615.5),(12 1531262.9),(13 1745798.4),(14 1970472.1),(15 2200544),(16 2430761.8),(17 2670033),(18 2908078.8),(19 3137108.8),(20 3352040.3),(21 3555855.8),(22 3744428.8),(23 3936460.3),(24 4116214),(25 4280610),(26 4427554.5),(27 4555131),(28 4667433.5),(29 4774406.5),(30 4862248.5),(31 4939402.5),(32 4997611),(33 5036573.5),(34 5061194),(35 5080983),(36 5090211.5),(37 5092898.5),(38 5079059),(39 5068438),(40 5040446),(41 5023065.5),(42 5002991.5),(43 4989913),(44 4988667.5),(45 4987174),(46 4987718.5),(47 4986215.5),(48 4989579.5),(49 4997268),(50 5010096.5),(51 5040920),(52 5088104.5),(53 5131513),(54 5176462.5),(55 5225444),(56 5273996.5),(57 5326407.5),(58 5367652),(59 5417189),(60 5459424),(61 5502621.5),(62 5543246),(63 5584389),(64 5626552.5),(65 5668267.5),(66 5701712),(67 5732284),(68 5763319),(69 5792564),(70 5816324.5),(71 5842670.5),(72 5850601.5),(73 5860781),(74 5865782),(75 5868806.5),(76 5869021.5),(77 5872585),(78 5868643),(79 5859645.5),
(1 21061.19),(2 68983.8),(3 142613.84),(4 238791.08),(5 354235.97),(6 484346.53),(7 625400.75),(8 779838.06),(9 945359.1),(10 1127128.4),(11 1314755.1),(12 1510735.3),(13 1715189.5),(14 1929934.9),(15 2144455),(16 2354114.3),(17 2570437.5),(18 2778705.5),(19 2980852.3),(20 3168346.3),(21 3338629.8),(22 3497279.8),(23 3651343),(24 3790343.3),(25 3923501.8),(26 4044267.8),(27 4157435.5),(28 4260857.5),(29 4364370),(30 4462216.5),(31 4551333),(32 4636725.5),(33 4711460),(34 4777149),(35 4840446),(36 4897758),(37 4950491),(38 4991838.5),(39 5034208.5),(40 5055923),(41 5079507),(42 5093936),(43 5108361),(44 5127410.5),(45 5137401.5),(46 5142447.5),(47 5141354),(48 5129542.5),(49 5112427),(50 5083171.5),(51 5055498.5),(52 5014466),(53 4975238),(54 4928881.5),(55 4880550.5),(56 4830421),(57 4781672),(58 4732301),(59 4687692),(60 4644737.5),(61 4612737),(62 4590062),(63 4574330),(64 4571704.5),(65 4582057.5),(66 4607839),(67 4641102),(68 4681013),(69 4726750.5),(70 4776042),(71 4832955),(72 4897012),(73 4974476),(74 5057660),(75 5144503.5),(76 5229692),(77 5316354),(78 5398166),(79 5474864.5),
(1 20003.574),(2 64243.023),(3 131476.5),(4 219287.44),(5 323328.63),(6 443395.72),(7 578887.94),(8 729164.7),(9 888806.7),(10 1058920.9),(11 1238420.5),(12 1425477),(13 1616209.1),(14 1809991.8),(15 2010914.1),(16 2211033.3),(17 2410202),(18 2604021),(19 2786068.3),(20 2960982.5),(21 3119693),(22 3260111.5),(23 3389116.5),(24 3503303),(25 3616797.3),(26 3722361.5),(27 3823150.3),(28 3913450),(29 3994662.5),(30 4070951.5),(31 4142987.8),(32 4208447.5),(33 4259653.5),(34 4311198),(35 4353428),(36 4388138),(37 4411580.5),(38 4424585.5),(39 4436045),(40 4439251),(41 4440554.5),(42 4440895),(43 4453514.5),(44 4473210.5),(45 4499402),(46 4526743),(47 4563300.5),(48 4601179.5),(49 4644772),(50 4701943.5),(51 4769190.5),(52 4844931),(53 4925861.5),(54 5012482.5),(55 5095782),(56 5182875.5),(57 5276198),(58 5355306.5),(59 5434205.5),(60 5506100),(61 5576804),(62 5654098),(63 5728045),(64 5795747),(65 5861825),(66 5921603),(67 5968361),(68 6008394.5),(69 6033233),(70 6042263.5),(71 6044324.5),(72 6030202),(73 5997672.5),(74 5958105.5),(75 5910182),(76 5856394.5),(77 5799463.5),(78 5732286),(79 5667770.5),
(1 20801.889),(2 69473.79),(3 142719.22),(4 238161.56),(5 353893.88),(6 485171.78),(7 627954.4),(8 780004.3),(9 941694.56),(10 1117143.9),(11 1295771.3),(12 1479578.4),(13 1666310.6),(14 1852877.9),(15 2040720.3),(16 2225876.5),(17 2415043.3),(18 2594584.8),(19 2768209.5),(20 2931515.3),(21 3077720),(22 3207825.8),(23 3337327.3),(24 3454963.8),(25 3570827.8),(26 3681917),(27 3784263.5),(28 3865764.8),(29 3934288),(30 3990467),(31 4030585.5),(32 4051602.8),(33 4059719.5),(34 4057766.3),(35 4046064.3),(36 4029257.3),(37 4011044.8),(38 3983914.3),(39 3959380.5),(40 3932030.8),(41 3908018.3),(42 3880716),(43 3863914.8),(44 3848153.5),(45 3837870.8),(46 3820556.3),(47 3808000),(48 3791505.3),(49 3782963.8),(50 3781103.5),(51 3779665.5),(52 3796360),(53 3811224.5),(54 3829396.3),(55 3851066.3),(56 3874766.5),(57 3912351),(58 3951212.8),(59 3998854.8),(60 4044411.3),(61 4093938.8),(62 4151808.5),(63 4213130),(64 4277494.5),(65 4335283.5),(66 4399362),(67 4458960),(68 4512461),(69 4559912.5),(70 4597351.5),(71 4630990.5),(72 4657060.5),(73 4671397.5),(74 4677444.5),(75 4669952),(76 4653286.5),(77 4632025.5),(78 4601542),(79 4562094.5),
(1 20807.479),(2 70563.03),(3 146644.44),(4 247549.45),(5 371181.28),(6 510836.34),(7 667980.06),(8 837301.8),(9 1013723.1),(10 1195241.8),(11 1377835.8),(12 1558678.3),(13 1732806.3),(14 1903088.9),(15 2062466.1),(16 2210050.5),(17 2350603.8),(18 2476536.8),(19 2588878.8),(20 2681908.8),(21 2756058),(22 2815937.5),(23 2869837.3),(24 2918064.5),(25 2956955.5),(26 2983218),(27 3008233.8),(28 3030831),(29 3050619.8),(30 3064521.3),(31 3082790.8),(32 3098499.5),(33 3114038.3),(34 3141129.3),(35 3171389.3),(36 3204633.8),(37 3249196.3),(38 3299998.5),(39 3366653.5),(40 3447826.5),(41 3546254.5),(42 3653700.5),(43 3771938.5),(44 3896500.3),(45 4029897.3),(46 4162611),(47 4296034.5),(48 4422155),(49 4534692),(50 4641454.5),(51 4736153),(52 4825055),(53 4893335.5),(54 4950895.5),(55 4988251.5),(56 5008062),(57 5011257),(58 4992133),(59 4955742),(60 4903923.5),(61 4839345.5),(62 4760454),(63 4676249),(64 4579390),(65 4474602),(66 4362852),(67 4242699),(68 4111519.5),(69 3981415.8),(70 3851673.8),(71 3725172.8),(72 3610383.5),(73 3502711.8),(74 3403616.5),(75 3314731),(76 3237843.3),(77 3181264),(78 3139859.8),(79 3113245.8),
(1 17753.281),(2 59217.945),(3 122364.016),(4 205116.88),(5 304738.7),(6 418562.72),(7 541768.94),(8 674853.5),(9 815515.9),(10 962132.75),(11 1113787.1),(12 1270310.5),(13 1428117.4),(14 1587086.6),(15 1742402.5),(16 1887455),(17 2026014.6),(18 2150217.5),(19 2261763),(20 2360189.3),(21 2448745.8),(22 2527175.3),(23 2604720.5),(24 2671848.3),(25 2731333.3),(26 2777017.8),(27 2814621),(28 2838524),(29 2858914.5),(30 2868875),(31 2877906.5),(32 2881125.3),(33 2883819.5),(34 2885994.3),(35 2883098),(36 2875569.5),(37 2868898.3),(38 2864607.8),(39 2860702.5),(40 2864259.5),(41 2869168),(42 2873272.5),(43 2885690),(44 2900047.5),(45 2916010.8),(46 2927563.8),(47 2943815.3),(48 2962927),(49 2985181),(50 3011979.3),(51 3043150.8),(52 3087884),(53 3125330.3),(54 3163155.5),(55 3195803.8),(56 3227155.8),(57 3253606.8),(58 3277090),(59 3295688),(60 3315862.8),(61 3328233.5),(62 3341456.8),(63 3352558.5),(64 3357216.3),(65 3358281.3),(66 3352432.8),(67 3342182.8),(68 3324137.5),(69 3306048.3),(70 3284837.8),(71 3261430.3),(72 3239592),(73 3222098),(74 3200815),(75 3180491.8),(76 3157510.3),(77 3137232),(78 3113899.3),(79 3091676),
(1 18861.404),(2 64229.12),(3 132448.5),(4 220982.73),(5 327096.44),(6 448218.75),(7 582631.75),(8 726272.1),(9 876326.75),(10 1031290.56),(11 1187843.8),(12 1345713.3),(13 1502194),(14 1655780.3),(15 1807296.5),(16 1952617.9),(17 2085179.6),(18 2205336.5),(19 2316410.8),(20 2411959),(21 2492761.8),(22 2561834.3),(23 2624018.5),(24 2681115),(25 2729955),(26 2775296.5),(27 2810434.3),(28 2842810),(29 2865843.3),(30 2884668.5),(31 2903824.8),(32 2916620.5),(33 2929784.3),(34 2932649.3),(35 2937853.5),(36 2945238),(37 2952113),(38 2959812.5),(39 2972661.5),(40 2985916),(41 3006606),(42 3028662.8),(43 3062852),(44 3098356.3),(45 3135249.3),(46 3175681),(47 3209064),(48 3238577),(49 3265869.3),(50 3289817.5),(51 3316079),(52 3340643.5),(53 3365362),(54 3393096.3),(55 3419467),(56 3447322),(57 3467904.5),(58 3488828),(59 3505381),(60 3524996.5),(61 3541528.5),(62 3553851.8),(63 3566901),(64 3575664),(65 3578219.3),(66 3574285.3),(67 3567209.5),(68 3553539),(69 3541126),(70 3526095.3),(71 3509586),(72 3492244.5),(73 3475933.5),(74 3457595.3),(75 3441231.5),(76 3421828.5),(77 3397804.8),(78 3371686.5),(79 3342007.5),
(1 17430.604),(2 59210.938),(3 122567.52),(4 204818.45),(5 303392.66),(6 416378.66),(7 540270.6),(8 677809.44),(9 823044.6),(10 975826.6),(11 1133157.3),(12 1290789.3),(13 1452602.9),(14 1612733.5),(15 1766108.8),(16 1915628.4),(17 2058831.6),(18 2191616),(19 2319523.8),(20 2439232.8),(21 2546950.5),(22 2643541.3),(23 2726651.8),(24 2794159.3),(25 2846921.5),(26 2887703.8),(27 2915316.3),(28 2929818.5),(29 2931780.8),(30 2925410.3),(31 2916038),(32 2901412.8),(33 2878677.5),(34 2856262),(35 2830413),(36 2800186.3),(37 2768989),(38 2733784.5),(39 2701362),(40 2668929.3),(41 2635951.8),(42 2598876.5),(43 2562172),(44 2527789),(45 2495721),(46 2468662),(47 2443830),(48 2420769),(49 2404907.5),(50 2398984.8),(51 2399502.8),(52 2386069.3),(53 2387039),(54 2388458.5),(55 2395881.8),(56 2403980.5),(57 2417092),(58 2428720),(59 2447431.5),(60 2465175),(61 2483343),(62 2505379),(63 2529290.5),(64 2558858.3),(65 2589941.3),(66 2621653),(67 2650666.3),(68 2676260.8),(69 2699630.8),(70 2720310),(71 2734044.5),(72 2740145.3),(73 2746150.8),(74 2740963),(75 2727834),(76 2714502),(77 2699684.5),(78 2682532),(79 2670618),
(1 15946.518),(2 53824.58),(3 112090.39),(4 188500.13),(5 278549.84),(6 380096.2),(7 490174.56),(8 606895.9),(9 725912.06),(10 849148),(11 971037),(12 1089841.8),(13 1208050.5),(14 1323177.4),(15 1427010),(16 1527529.9),(17 1618870.4),(18 1696338.6),(19 1770261.3),(20 1828678.1),(21 1874003.8),(22 1899768.6),(23 1918418.5),(24 1930457.4),(25 1929763.3),(26 1925687.5),(27 1917192.6),(28 1904708),(29 1893443),(30 1880541.3),(31 1870737.3),(32 1865088.5),(33 1858253.4),(34 1858576.6),(35 1860423.4),(36 1858271.6),(37 1857571.4),(38 1855835.3),(39 1853880.6),(40 1844067.4),(41 1839673),(42 1834787),(43 1832611.4),(44 1832876.6),(45 1832876.6),(46 1833689),(47 1836794.5),(48 1841836.1),(49 1850603.4),(50 1860794.4),(51 1869733.6),(52 1867609.4),(53 1869751.6),(54 1867769.4),(55 1860805.8),(56 1848853),(57 1834158.8),(58 1818593.5),(59 1803991.5),(60 1789221.8),(61 1780612.4),(62 1773405.3),(63 1766919.4),(64 1767212.6),(65 1773903.3),(66 1785490.1),(67 1799694.1),(68 1822579),(69 1847273.1),(70 1870294),(71 1893223),(72 1912962.8),(73 1937889.4),(74 1960021.5),(75 1979471.4),(76 2005916.6),(77 2036567.4),(78 2068837.5),(79 2106919.8),
(1 14584.292),(2 49004.72),(3 99530.945),(4 164063.75),(5 237732),(6 318466.34),(7 405070.22),(8 494133.22),(9 586588.1),(10 685179.1),(11 784502.2),(12 882002.6),(13 980460),(14 1075702.5),(15 1163506.6),(16 1246331.8),(17 1322705.1),(18 1388393.9),(19 1447019.3),(20 1493180.3),(21 1527196.5),(22 1547949.5),(23 1564855.4),(24 1576248.3),(25 1591008.4),(26 1604763.8),(27 1619015.5),(28 1633379.6),(29 1649940),(30 1666279.6),(31 1685715.5),(32 1701130.5),(33 1716516.5),(34 1734339.5),(35 1743341.5),(36 1751475.6),(37 1759304.3),(38 1764264.9),(39 1767231.5),(40 1761270.4),(41 1759677.1),(42 1753746.8),(43 1751259.5),(44 1745799.5),(45 1739736.6),(46 1728274),(47 1717535.1),(48 1710938.6),(49 1706381),(50 1707326.9),(51 1709315.4),(52 1705891.8),(53 1712081.4),(54 1722327.6),(55 1734421.3),(56 1746707.9),(57 1755010.6),(58 1762431.9),(59 1769278.5),(60 1772911.5),(61 1775505.3),(62 1777663.3),(63 1778707.6),(64 1780143.3),(65 1781951.4),(66 1784364.6),(67 1786477.5),(68 1788593.5),(69 1788573),(70 1790056.5),(71 1791527.9),(72 1797149.9),(73 1805044.9),(74 1814206.1),(75 1825590),(76 1836157),(77 1850689.3),(78 1868668),(79 1891185.8),
(1 15394.352),(2 53770.023),(3 111866.71),(4 188177.38),(5 278225.44),(6 379050.47),(7 489318.5),(8 606154.25),(9 728372.06),(10 853788.25),(11 975493.75),(12 1092684.6),(13 1202706.5),(14 1301428.5),(15 1388530.4),(16 1466919.5),(17 1532399.6),(18 1588009.9),(19 1634115),(20 1672194.3),(21 1700194),(22 1712971.8),(23 1722194.6),(24 1727828.9),(25 1735815.3),(26 1746122.3),(27 1759034.4),(28 1770071.5),(29 1786020.5),(30 1803416.8),(31 1821816.8),(32 1840676.5),(33 1860801.5),(34 1882690.8),(35 1898856.9),(36 1918204.3),(37 1937627.1),(38 1951311.3),(39 1963142),(40 1967078),(41 1968077.4),(42 1965452.3),(43 1966411.8),(44 1965526.9),(45 1961331.8),(46 1957260.5),(47 1949728),(48 1941822.9),(49 1936871.6),(50 1933898.3),(51 1931948.6),(52 1929621.6),(53 1932596.1),(54 1936666.8),(55 1943937.5),(56 1954364.9),(57 1963455.1),(58 1974600.9),(59 1986344.8),(60 1996859.9),(61 2007308.1),(62 2016974.5),(63 2026560),(64 2030464),(65 2032281.3),(66 2031815.6),(67 2030269.3),(68 2030765.4),(69 2036850.3),(70 2046541),(71 2056606.9),(72 2065867.4),(73 2074045.6),(74 2079246.4),(75 2079218.8),(76 2070059.1),(77 2052928),(78 2031276.9),(79 2002268.6),
(1 15436.44),(2 54261.79),(3 113472.625),(4 190551.67),(5 281391.2),(6 382110.13),(7 492571.88),(8 610882.56),(9 733182.56),(10 858333.44),(11 980220.6),(12 1096168.5),(13 1207714.9),(14 1308461.8),(15 1399190.8),(16 1476861.9),(17 1545821.8),(18 1606891.8),(19 1659134.3),(20 1700508.3),(21 1732560.4),(22 1757568),(23 1783190.6),(24 1805792.8),(25 1824762.9),(26 1842615.9),(27 1854971.4),(28 1869291.3),(29 1882952.8),(30 1892444.8),(31 1897035.4),(32 1897690),(33 1894955),(34 1883702.4),(35 1868284.8),(36 1853359.1),(37 1836337.1),(38 1820960.5),(39 1807675.8),(40 1790485.9),(41 1778092.8),(42 1762841.8),(43 1747141.9),(44 1730168.1),(45 1714814),(46 1700417.1),(47 1686380.5),(48 1671910.6),(49 1656875.5),(50 1644267.8),(51 1630549),(52 1621394.3),(53 1614283),(54 1607920.9),(55 1608177.3),(56 1611752.8),(57 1618184.8),(58 1624761.6),(59 1629272.5),(60 1632537.4),(61 1636492.6),(62 1636325.8),(63 1638109.1),(64 1637851.5),(65 1640738.5),(66 1643659.9),(67 1652541.4),(68 1666467.9),(69 1686380.3),(70 1713110.4),(71 1741754.9),(72 1773842.3),(73 1808110.4),(74 1839571.3),(75 1871083.9),(76 1895271.3),(77 1911916.8),(78 1920287.3),(79 1918706.9),
(1 14496.197),(2 51232.37),(3 106451.08),(4 178165.02),(5 262377.6),(6 355693.94),(7 454817.78),(8 556729.6),(9 659261.5),(10 762147.44),(11 862519.8),(12 960661.9),(13 1052037),(14 1135235.3),(15 1208677.4),(16 1271181.5),(17 1322777.1),(18 1366100.3),(19 1401227.3),(20 1426773.1),(21 1446019.5),(22 1461977.8),(23 1472913.8),(24 1481803.3),(25 1489707),(26 1498891),(27 1506539.4),(28 1511848.5),(29 1513474.9),(30 1510810),(31 1506679.1),(32 1495981.5),(33 1482127.9),(34 1467618),(35 1456206),(36 1444877.8),(37 1434802.5),(38 1429572.3),(39 1426811.4),(40 1424858.8),(41 1428701.5),(42 1435681.8),(43 1439633.1),(44 1450177),(45 1465439.3),(46 1485511.3),(47 1508852.6),(48 1533662.9),(49 1561732.6),(50 1590128.5),(51 1617191.5),(52 1648579.3),(53 1676569.6),(54 1704942.8),(55 1733915.8),(56 1759608.5),(57 1782642.9),(58 1800234.3),(59 1809844.3),(60 1811679.5),(61 1807971.5),(62 1793142.8),(63 1778033.1),(64 1758150.4),(65 1736020.8),(66 1707865.4),(67 1678683.8),(68 1647054),(69 1618137.8),(70 1589693.4),(71 1564869.8),(72 1541629.1),(73 1520901),(74 1503955.9),(75 1491166.4),(76 1481918.3),(77 1474200.4),(78 1467379.4),(79 1465832.9),
(1 14134.256),(2 50571.797),(3 106561.48),(4 179996.25),(5 265081.3),(6 357707.47),(7 458867.44),(8 563010.3),(9 665515.2),(10 766861.7),(11 865006.9),(12 954306.1),(13 1036690.1),(14 1112048.4),(15 1177774.5),(16 1236751.3),(17 1288322.3),(18 1331680.9),(19 1371866.6),(20 1403389.5),(21 1428268.6),(22 1444179.6),(23 1455950.3),(24 1465186.8),(25 1469915.5),(26 1470277.5),(27 1470618.8),(28 1470345.8),(29 1469923.8),(30 1472838.6),(31 1474740.5),(32 1473568.3),(33 1472706.5),(34 1475564.6),(35 1478140.8),(36 1478742.3),(37 1480202.5),(38 1484963.8),(39 1490862.3),(40 1497849),(41 1505884.4),(42 1513223.3),(43 1519150.4),(44 1527782.3),(45 1537979.6),(46 1546656.3),(47 1555778.3),(48 1563378.3),(49 1573082),(50 1583403.8),(51 1592897),(52 1602517),(53 1613869),(54 1620217.4),(55 1625549),(56 1626642.9),(57 1623831.8),(58 1614958.5),(59 1605700.3),(60 1592899.6),(61 1579304.3),(62 1562121.5),(63 1547784.3),(64 1536391.5),(65 1529458.5),(66 1525851),(67 1527142.5),(68 1533493.9),(69 1542855.3),(70 1558022.5),(71 1574506.9),(72 1594187.5),(73 1615818.6),(74 1633936.6),(75 1654647.6),(76 1674817),(77 1693342.9),(78 1711240.3),(79 1727087),
(1 15018.042),(2 53216.645),(3 110815.51),(4 184319.86),(5 267582.44),(6 356857.25),(7 450223.8),(8 544523.25),(9 637426.75),(10 727930.9),(11 815126.94),(12 895947.2),(13 968514.1),(14 1031848.06),(15 1083257.4),(16 1129586.5),(17 1170800),(18 1204329.1),(19 1233977.1),(20 1259132.1),(21 1278013.4),(22 1294798),(23 1308811.6),(24 1319872.1),(25 1331359.9),(26 1339500),(27 1340349.8),(28 1338591.3),(29 1333614),(30 1326091.9),(31 1316673.8),(32 1302926.6),(33 1285178.3),(34 1260806.3),(35 1237200.4),(36 1210517.5),(37 1185274),(38 1163675.5),(39 1138859.1),(40 1118966.5),(41 1104028.3),(42 1094300.8),(43 1091187.8),(44 1092377.6),(45 1101627),(46 1114516.1),(47 1131983.9),(48 1152674.5),(49 1177015.8),(50 1202511.5),(51 1229826.1),(52 1251586.1),(53 1277506),(54 1300967.3),(55 1323951.9),(56 1346425.6),(57 1366907.4),(58 1387801.6),(59 1407492.5),(60 1425033.5),(61 1437354.3),(62 1449126.8),(63 1459689.8),(64 1470318.3),(65 1483208.8),(66 1495718),(67 1508855.9),(68 1519371.4),(69 1524934.3),(70 1526427.3),(71 1529070.6),(72 1528598.6),(73 1526011),(74 1518729.3),(75 1510032),(76 1500573.1),(77 1492105.6),(78 1483156.5),(79 1478509),
