1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 140023.63),(2 412909.75),(3 879992.2),(4 1410987.4),(5 2101296.8),(6 2736349.3),(7 3481004.8),(8 4196453.5),(9 5052018),(10 5842146),(11 6721536),(12 7547444),(13 8470875),(14 9274825),(15 10231351),(16 11063889),(17 11993848),(18 12834764),(19 13705401),(20 14511744),(21 15405236),(22 16224680),(23 17189586),(24 17872590),(25 18682750),(26 19339662),(27 20211034),(28 20925634),(29 21863784),(30 22563584),(31 23446158),(32 24070656),(33 25004670),(34 25734250),(35 26806870),(36 27881970),(37 29142442),(38 30333360),(39 31744170),(40 33101776),(41 34696430),(42 36219372),(43 38112904),(44 39794468),(45 41483090),(46 42989190),(47 44435956),(48 45768240),(49 47237948),(50 48092692),(51 49067564),(52 49711424),(53 50494660),(54 51018164),(55 51699216),(56 52231964),(57 52599724),(58 52787180),(59 53011730),(60 53127500),(61 53283740),(62 53476064),(63 53629924),(64 53799296),(65 53931340),(66 54192308),(67 54431060),(68 54621876),(69 54710996),(70 54670016),(71 54840852),(72 54998676),(73 55304524),(74 55771908),(75 56749268),(76 57465380),(77 58212524),(78 59092052),(79 59915228),
(1 164050.64),(2 579754.8),(3 1209729.9),(4 1997649.6),(5 2921618),(6 3914884.8),(7 4953050.5),(8 5951909.5),(9 6904286.5),(10 7776811),(11 8572179),(12 9255983),(13 9815022),(14 10211561),(15 10496116),(16 10657651),(17 10707246),(18 10711373),(19 10671829),(20 10580120),(21 10458858),(22 10351453),(23 10266203),(24 10191615),(25 10176511),(26 10168469),(27 10231352),(28 10325936),(29 10475445),(30 10641329),(31 10776724),(32 10896737),(33 11024269),(34 11138620),(35 11228250),(36 11306438),(37 11382844),(38 11456555),(39 11533879),(40 11545035),(41 11530497),(42 11512614),(43 11484467),(44 11417016),(45 11403830),(46 11371693),(47 11375510),(48 11391072),(49 11388395),(50 11481110),(51 11566579),(52 11674240),(53 11753160),(54 11758080),(55 11707573),(56 11648320),(57 11601826),(58 11571057),(59 11555997),(60 11526196),(61 11514904),(62 11504594),(63 11481233),(64 11487871),(65 11499420),(66 11512663),(67 11549567),(68 11589178),(69 11615903),(70 11655110),(71 11686108),(72 11727111),(73 11784452),(74 11817690),(75 11891548),(76 11908966),(77 11935808),(78 11889775),(79 11785714),
(1 124561.85),(2 435757.53),(3 911280.3),(4 1490533.6),(5 2186137.8),(6 2963619.3),(7 3798213),(8 4623720),(9 5400215.5),(10 6128882.5),(11 6843740),(12 7528650),(13 8103198.5),(14 8550513),(15 8870441),(16 9113927),(17 9286272),(18 9424367),(19 9505321),(20 9560800),(21 9609207),(22 9657842),(23 9728191),(24 9816391),(25 9988767),(26 10124305),(27 10298271),(28 10492365),(29 10648417),(30 10773613),(31 10828144),(32 10813843),(33 10775207),(34 10688168),(35 10553509),(36 10382359),(37 10200041),(38 9974777),(39 9760259),(40 9533779),(41 9344991),(42 9189076),(43 9076633),(44 9017097),(45 9020955),(46 9056467),(47 9129581),(48 9228200),(49 9359907),(50 9558961),(51 9753967),(52 9943968),(53 10102609),(54 10209253),(55 10260403),(56 10279709),(57 10335518),(58 10419865),(59 10518523),(60 10595861),(61 10657883),(62 10693476),(63 10643916),(64 10585157),(65 10524339),(66 10442891),(67 10364328),(68 10248991),(69 10105799),(70 9982559),(71 9837214),(72 9736701),(73 9644757),(74 9579192),(75 9520036),(76 9470309),(77 9442852),(78 9400952),(79 9350231),
(1 118051.32),(2 407360.97),(3 828612.3),(4 1324519.6),(5 1879494.1),(6 2482950.3),(7 3110849.3),(8 3724795.8),(9 4291880.5),(10 4822509),(11 5369133),(12 5909336.5),(13 6396816),(14 6805026.5),(15 7090830),(16 7282962.5),(17 7425338),(18 7524746),(19 7573835.5),(20 7613764),(21 7629650),(22 7644252),(23 7668701.5),(24 7660890),(25 7630937),(26 7588818),(27 7584896),(28 7635274),(29 7676319.5),(30 7708094),(31 7741124),(32 7757152),(33 7711600),(34 7631897.5),(35 7528667),(36 7413066),(37 7317904),(38 7247523),(39 7179335.5),(40 7151291),(41 7168043),(42 7191319.5),(43 7228164),(44 7289573),(45 7364779.5),(46 7473070),(47 7599890.5),(48 7676194.5),(49 7712657.5),(50 7744246),(51 7750285.5),(52 7743199.5),(53 7719917.5),(54 7697313.5),(55 7657602),(56 7641904),(57 7628706),(58 7602257.5),(59 7594649.5),(60 7629724),(61 7648843.5),(62 7679426.5),(63 7737196),(64 7812905),(65 7881650),(66 7938395),(67 7978380),(68 8018781.5),(69 8043106.5),(70 8090423),(71 8117972.5),(72 8175175),(73 8257487.5),(74 8346948),(75 8445123),(76 8471911),(77 8454492),(78 8393036),(79 8315812.5),
(1 131656.19),(2 453480.63),(3 906512.06),(4 1433912.6),(5 2013438.5),(6 2626256.5),(7 3250781),(8 3853764.3),(9 4430777.5),(10 4949696),(11 5412735.5),(12 5809037.5),(13 6138592),(14 6406735.5),(15 6573914),(16 6659047),(17 6681446),(18 6663307.5),(19 6571041.5),(20 6504275),(21 6425432.5),(22 6348189),(23 6247604),(24 6160389),(25 6065362.5),(26 5963228),(27 5866614),(28 5776152.5),(29 5677992.5),(30 5586469),(31 5517396.5),(32 5449750.5),(33 5393889.5),(34 5350150),(35 5295214.5),(36 5223785.5),(37 5197713),(38 5192379),(39 5197187),(40 5262749),(41 5369945.5),(42 5514823),(43 5673120.5),(44 5838909.5),(45 6008535),(46 6186546.5),(47 6343419),(48 6467840),(49 6585913.5),(50 6704759.5),(51 6801682),(52 6852396),(53 6875683),(54 6885927.5),(55 6858365),(56 6806825),(57 6763536.5),(58 6710677),(59 6689191.5),(60 6696308),(61 6724537.5),(62 6784982),(63 6877872.5),(64 6992794),(65 7118793),(66 7253889.5),(67 7391732.5),(68 7540281),(69 7683149.5),(70 7823988.5),(71 7962273.5),(72 8077608.5),(73 8198422),(74 8331112.5),(75 8499297),(76 8626413),(77 8728354),(78 8810086),(79 8888806),
(1 113318.53),(2 379188.88),(3 753352.9),(4 1204841.5),(5 1703083.5),(6 2245923.5),(7 2798161.5),(8 3341213.8),(9 3866276.8),(10 4355844),(11 4806649.5),(12 5215276.5),(13 5504762),(14 5706858.5),(15 5829215.5),(16 5928992.5),(17 6013928.5),(18 6077882),(19 6123997.5),(20 6162106),(21 6202108),(22 6229514),(23 6258638),(24 6269776),(25 6300256.5),(26 6273049),(27 6223225.5),(28 6163721),(29 6065286),(30 5956712.5),(31 5834527.5),(32 5717603.5),(33 5616162),(34 5533584.5),(35 5472092.5),(36 5436916.5),(37 5425450),(38 5450514.5),(39 5507023),(40 5571524.5),(41 5651389.5),(42 5777738),(43 5916023.5),(44 6067785),(45 6223731),(46 6392166.5),(47 6542526),(48 6658662),(49 6742332.5),(50 6800385),(51 6857620.5),(52 6897465.5),(53 6902786.5),(54 6890110),(55 6878394),(56 6848927),(57 6820668),(58 6756146.5),(59 6657109.5),(60 6580509.5),(61 6499539),(62 6423200.5),(63 6346916.5),(64 6275849),(65 6190201),(66 6121809),(67 6064718),(68 6042060),(69 6056678),(70 6112852),(71 6209844.5),(72 6365922),(73 6551299),(74 6735136.5),(75 6968127),(76 7170323.5),(77 7351387.5),(78 7474724),(79 7578217.5),
(1 106370.414),(2 352844),(3 692526.44),(4 1102011.9),(5 1557314.4),(6 2039957.3),(7 2545020.8),(8 3049484.8),(9 3531190.3),(10 3992492.8),(11 4453928),(12 4879322.5),(13 5221464.5),(14 5504547),(15 5710893),(16 5864537),(17 5964281.5),(18 6049691.5),(19 6091538),(20 6122414),(21 6121085.5),(22 6106602),(23 6138942),(24 6186951),(25 6220592),(26 6209497),(27 6153200.5),(28 6094703),(29 6033121.5),(30 5928279.5),(31 5769374.5),(32 5587516.5),(33 5436133.5),(34 5320651.5),(35 5227747),(36 5187350),(37 5185901.5),(38 5218731.5),(39 5275953),(40 5330647.5),(41 5414514),(42 5541169.5),(43 5651325.5),(44 5751345.5),(45 5813368),(46 5840083.5),(47 5834704.5),(48 5779323),(49 5676411.5),(50 5567545.5),(51 5453976.5),(52 5349046),(53 5245269.5),(54 5193105),(55 5182374.5),(56 5211198.5),(57 5278209.5),(58 5372997.5),(59 5468792),(60 5588741),(61 5687885),(62 5795896),(63 5899193.5),(64 5994331.5),(65 6099467.5),(66 6244787.5),(67 6411176.5),(68 6600900.5),(69 6824010.5),(70 7046647.5),(71 7233993.5),(72 7423703.5),(73 7593074),(74 7749417.5),(75 7861807.5),(76 7924070),(77 7938083),(78 7889785.5),(79 7777104),
(1 103163.414),(2 339580.13),(3 660159.75),(4 1026395.1),(5 1423273.4),(6 1839740.5),(7 2263238),(8 2670188.5),(9 3039085),(10 3362506.8),(11 3630837.5),(12 3854984.8),(13 4001030.8),(14 4106664.5),(15 4194963.5),(16 4247313),(17 4264843.5),(18 4265364),(19 4258528.5),(20 4258489),(21 4257120.5),(22 4277378.5),(23 4312451),(24 4377908.5),(25 4453188),(26 4474079),(27 4491390.5),(28 4512643.5),(29 4523630),(30 4526661),(31 4531491.5),(32 4555010.5),(33 4580658),(34 4631741.5),(35 4679767),(36 4702677.5),(37 4736808.5),(38 4778653),(39 4815577),(40 4840192.5),(41 4865947),(42 4894097),(43 4908719.5),(44 4926223.5),(45 4932010.5),(46 4926093.5),(47 4899333.5),(48 4846682.5),(49 4784445),(50 4754255.5),(51 4706049),(52 4635665),(53 4562889),(54 4516637.5),(55 4496242),(56 4506100),(57 4513506),(58 4520202.5),(59 4507317),(60 4478712.5),(61 4451921.5),(62 4441524.5),(63 4452710),(64 4457391.5),(65 4480071),(66 4529277),(67 4587265),(68 4687705),(69 4819654.5),(70 4955430.5),(71 5068528.5),(72 5173517.5),(73 5261974.5),(74 5358543.5),(75 5439766.5),(76 5514170),(77 5559177),(78 5603166.5),(79 5614114.5),
(1 101468.24),(2 335183.03),(3 636745.7),(4 950388.44),(5 1250990),(6 1545330),(7 1851876.8),(8 2148269),(9 2422005.8),(10 2668396),(11 2856748),(12 2992419),(13 3092157.5),(14 3172058.8),(15 3233603.8),(16 3298460),(17 3379635.3),(18 3458087),(19 3521423.3),(20 3594531.5),(21 3676686),(22 3790436.5),(23 3919254),(24 4097774),(25 4292117.5),(26 4442574.5),(27 4570015),(28 4685448),(29 4778678),(30 4822596),(31 4815758),(32 4788185.5),(33 4733343),(34 4683314.5),(35 4620882.5),(36 4543376.5),(37 4461517),(38 4382495),(39 4303753.5),(40 4228331),(41 4158559),(42 4107382.3),(43 4036421),(44 3968100),(45 3901272.5),(46 3877675.3),(47 3892563.3),(48 3917922),(49 3956162.5),(50 4016400.5),(51 4063574.3),(52 4122304),(53 4171045.3),(54 4225175),(55 4269128),(56 4309731),(57 4328643.5),(58 4331830.5),(59 4319266),(60 4307677),(61 4298104),(62 4308207.5),(63 4324555.5),(64 4340785.5),(65 4364355),(66 4396242),(67 4435845),(68 4469654.5),(69 4515061.5),(70 4550984.5),(71 4577611),(72 4603426.5),(73 4592542.5),(74 4581935.5),(75 4590019.5),(76 4570961.5),(77 4552577),(78 4517784),(79 4486087),
(1 100473.51),(2 332420.5),(3 637574.06),(4 957795.1),(5 1279168),(6 1595975.8),(7 1919426.4),(8 2247338.5),(9 2549887.8),(10 2788788.5),(11 2980548),(12 3131769.5),(13 3256992),(14 3356671.5),(15 3458092.5),(16 3582607.5),(17 3731288.8),(18 3858737.5),(19 3970358),(20 4054225.5),(21 4099921),(22 4140318),(23 4172658),(24 4221196),(25 4270730),(26 4295922),(27 4287594.5),(28 4277346),(29 4274041.5),(30 4241214.5),(31 4210049.5),(32 4202063),(33 4207759.5),(34 4236945),(35 4275547.5),(36 4314167.5),(37 4332352.5),(38 4322703),(39 4268842.5),(40 4203573.5),(41 4142189),(42 4090797.5),(43 4063071.5),(44 4078599.8),(45 4120224.8),(46 4186068.5),(47 4258407),(48 4312953),(49 4358387.5),(50 4395413),(51 4419179.5),(52 4440831),(53 4460775),(54 4495570),(55 4541765.5),(56 4553855),(57 4580048.5),(58 4567420),(59 4564321.5),(60 4569886),(61 4589570.5),(62 4641460),(63 4693765),(64 4728107),(65 4733060),(66 4714112),(67 4677198),(68 4631155.5),(69 4580959),(70 4519144),(71 4457125.5),(72 4380416),(73 4303625.5),(74 4244393),(75 4198565),(76 4163748.5),(77 4150133.8),(78 4164450.5),(79 4178320),
(1 97307.2),(2 320290.53),(3 619692),(4 938600.75),(5 1257820.1),(6 1576641.3),(7 1880295.8),(8 2163746.5),(9 2407884),(10 2621315.3),(11 2806362.5),(12 2954606.8),(13 3050567.3),(14 3110580.3),(15 3148706.5),(16 3179312),(17 3195023.5),(18 3231858.3),(19 3273856.3),(20 3319233),(21 3326978.8),(22 3340228.8),(23 3363127.3),(24 3400976.8),(25 3434709.5),(26 3469338.8),(27 3461912.8),(28 3460564.5),(29 3466996),(30 3478157.5),(31 3477585.8),(32 3484708),(33 3475407.3),(34 3491876.5),(35 3500428),(36 3493428.3),(37 3458862.8),(38 3423298.3),(39 3356438),(40 3276615),(41 3204130.5),(42 3156752.5),(43 3119405.8),(44 3095699.3),(45 3086048.3),(46 3110891.3),(47 3165168.8),(48 3217797.5),(49 3293334.5),(50 3361020),(51 3402623.3),(52 3442179.8),(53 3472809.8),(54 3510739.8),(55 3552217.3),(56 3621506.3),(57 3691127.8),(58 3728557.8),(59 3743791.3),(60 3758911.5),(61 3795320.3),(62 3854657.8),(63 3911514.8),(64 3957880.3),(65 3981025.8),(66 3993557.5),(67 3984826.5),(68 3969108),(69 3940336.5),(70 3895636.3),(71 3840442.5),(72 3795018),(73 3769696.8),(74 3748395.3),(75 3738401.8),(76 3736522.8),(77 3731461.3),(78 3729680.5),(79 3711125.5),
(1 83766.695),(2 272917.03),(3 525285.94),(4 797188.5),(5 1078493),(6 1367093.8),(7 1652902.4),(8 1908952.1),(9 2126994.8),(10 2313614.3),(11 2479248),(12 2619818.3),(13 2737551.3),(14 2837340.8),(15 2930163.8),(16 2997559.5),(17 3058678),(18 3118400.5),(19 3154823.5),(20 3183947.5),(21 3195745),(22 3199053),(23 3218659),(24 3249607.3),(25 3310046.5),(26 3347832),(27 3350019),(28 3348005.8),(29 3355926.5),(30 3355958.5),(31 3358255),(32 3340110.8),(33 3318451.3),(34 3307272.3),(35 3294100),(36 3258557.3),(37 3213233),(38 3157482.3),(39 3100552.5),(40 3040900.5),(41 2999954.3),(42 2990014.3),(43 2980822.5),(44 2990289.3),(45 3021449.3),(46 3062533.5),(47 3123954.8),(48 3196214),(49 3277041.3),(50 3372758.5),(51 3460598),(52 3548921.3),(53 3617251.8),(54 3689841.3),(55 3730936.8),(56 3741868.8),(57 3736152.3),(58 3730587.5),(59 3724981.5),(60 3710068.5),(61 3696274),(62 3682417.5),(63 3682494.8),(64 3686876.5),(65 3703866.5),(66 3722339.8),(67 3742440.5),(68 3762172.3),(69 3777537.8),(70 3759146),(71 3730734.3),(72 3698887),(73 3661345),(74 3633526.8),(75 3605211),(76 3579032),(77 3557945.3),(78 3538887.8),(79 3543478),
(1 86913.03),(2 284705.66),(3 551253.9),(4 854417),(5 1170600.6),(6 1466197.4),(7 1740078.8),(8 1984081.8),(9 2188386.5),(10 2362631),(11 2499299),(12 2614404.5),(13 2686917.8),(14 2753676.8),(15 2812035.8),(16 2851212.8),(17 2865467.3),(18 2864787.3),(19 2870446.5),(20 2884411.5),(21 2891757),(22 2884885.5),(23 2879883.5),(24 2875330.3),(25 2885958),(26 2884684.8),(27 2883551),(28 2896943.8),(29 2920839.5),(30 2943066.3),(31 2970364),(32 2977268.8),(33 2975266.3),(34 2982634.5),(35 3003353.5),(36 3023241),(37 3037258.3),(38 3034576.5),(39 3008207.5),(40 2988439),(41 2972294.8),(42 2960708.8),(43 2947477),(44 2927974.8),(45 2906981.8),(46 2907841),(47 2929874),(48 2969621.3),(49 3028085),(50 3093303.5),(51 3131691.5),(52 3149283.3),(53 3168110.8),(54 3197810.5),(55 3226159.5),(56 3254491.3),(57 3279715.8),(58 3289599),(59 3304086.3),(60 3321876.3),(61 3333797),(62 3337335.5),(63 3346245.5),(64 3343732),(65 3326452.8),(66 3299959),(67 3275656.5),(68 3265971.5),(69 3260833.8),(70 3255739),(71 3243963),(72 3228496.8),(73 3220660),(74 3224443.5),(75 3180130.5),(76 3135281),(77 3086244.5),(78 3043006.5),(79 3019719),
(1 87621.164),(2 279909.72),(3 530592.1),(4 801254.9),(5 1061940.3),(6 1302498),(7 1510760),(8 1680982.1),(9 1818799.1),(10 1930985.1),(11 2023386.8),(12 2091240.4),(13 2139842.5),(14 2180374.3),(15 2228505.8),(16 2282325.5),(17 2337593),(18 2414682),(19 2493231.5),(20 2558971.3),(21 2594799.3),(22 2600594.8),(23 2571233),(24 2536498.3),(25 2512852.3),(26 2499521.8),(27 2476855.5),(28 2450632.3),(29 2439148.8),(30 2452749.8),(31 2476671),(32 2518044),(33 2557836.8),(34 2603524.8),(35 2650294.3),(36 2708339),(37 2761401.8),(38 2805451.5),(39 2834296),(40 2842689.5),(41 2829648),(42 2822961.8),(43 2834930),(44 2866586.5),(45 2908562),(46 2957124),(47 2991123.8),(48 3036178.3),(49 3090333.3),(50 3152575),(51 3185124.5),(52 3186900),(53 3169257.8),(54 3121776.8),(55 3071887.8),(56 3032586),(57 2990897),(58 2962347.3),(59 2943347),(60 2909639),(61 2876991.8),(62 2841102),(63 2804604.3),(64 2773117.3),(65 2746009),(66 2725664.3),(67 2706791.8),(68 2700218.3),(69 2699738.5),(70 2705073.8),(71 2716539),(72 2719589),(73 2712262.3),(74 2693965.5),(75 2671375),(76 2630326.3),(77 2581492),(78 2550303.5),(79 2528157),
(1 96274.586),(2 309865.28),(3 588428.8),(4 879297.75),(5 1144086.1),(6 1375838.3),(7 1557788.5),(8 1699744.1),(9 1800266.6),(10 1870268.1),(11 1917703.1),(12 1945099.4),(13 1948736.1),(14 1948001.8),(15 1952173.5),(16 1958157.8),(17 1967418),(18 2001514.6),(19 2037136.8),(20 2073511.5),(21 2121020.5),(22 2172256.5),(23 2213315.8),(24 2262490.5),(25 2325894.3),(26 2384512.8),(27 2418516),(28 2436219.5),(29 2451649),(30 2468787.5),(31 2481390),(32 2496807),(33 2505155.3),(34 2534474.3),(35 2562039.5),(36 2604016.3),(37 2640998.8),(38 2671306),(39 2693767.5),(40 2727800.5),(41 2759891.8),(42 2793186.3),(43 2838574.5),(44 2878860),(45 2924720.3),(46 2991617.5),(47 3078127),(48 3175389.5),(49 3266796.5),(50 3333645.8),(51 3377701.3),(52 3417227.8),(53 3438887),(54 3433375),(55 3400279),(56 3370826.3),(57 3320324.5),(58 3279407.3),(59 3226893.8),(60 3191158.8),(61 3155683.3),(62 3134165.8),(63 3113927),(64 3082819.5),(65 3035646.3),(66 2986340),(67 2939976.3),(68 2904264.3),(69 2860285.8),(70 2828947.8),(71 2796151.8),(72 2767806.8),(73 2726949.8),(74 2689214),(75 2647656.8),(76 2625280.3),(77 2611543.5),(78 2617410.5),(79 2640619.5),
(1 98126.08),(2 313229.13),(3 583900.1),(4 852548.4),(5 1090259.5),(6 1296899.3),(7 1467525),(8 1601872.4),(9 1697343.6),(10 1775056),(11 1830845.4),(12 1878033.8),(13 1918353.6),(14 1950241.8),(15 1984364.5),(16 2016198),(17 2035548.3),(18 2055918.9),(19 2076504.9),(20 2078312.8),(21 2083044.3),(22 2107830.3),(23 2145985.5),(24 2191943.5),(25 2253880.8),(26 2296846.5),(27 2320537.5),(28 2327725.3),(29 2330644.3),(30 2329962.8),(31 2322037.5),(32 2321901.5),(33 2303578.3),(34 2289610.8),(35 2276262.5),(36 2280510.3),(37 2284503.3),(38 2291949),(39 2306257.5),(40 2320131.5),(41 2333952.3),(42 2346326.8),(43 2364599),(44 2377226.3),(45 2403479.3),(46 2452853.3),(47 2506356.3),(48 2555437.8),(49 2595185.3),(50 2628002.8),(51 2639038.3),(52 2636828.3),(53 2616196.3),(54 2580165.8),(55 2546891.8),(56 2522788.8),(57 2496465),(58 2475459),(59 2447226.3),(60 2417505),(61 2387773.8),(62 2358061.5),(63 2326542.8),(64 2299001),(65 2279061),(66 2273117.3),(67 2280418.8),(68 2308159.3),(69 2340968.5),(70 2382318),(71 2417661.5),(72 2450247),(73 2461414),(74 2463864.3),(75 2459416.3),(76 2453109.3),(77 2440565),(78 2440505),(79 2432808.5),
(1 94999.33),(2 302118.8),(3 563845.44),(4 838178.7),(5 1096635.6),(6 1320870.6),(7 1497796.4),(8 1622392),(9 1702329.8),(10 1763676.4),(11 1806172.8),(12 1829040.6),(13 1845304.4),(14 1857870.1),(15 1880266.6),(16 1892917),(17 1903138.5),(18 1937655.6),(19 1967073.5),(20 1993495.4),(21 2027087.6),(22 2066498.3),(23 2100490.8),(24 2141013.8),(25 2189416.5),(26 2239300.5),(27 2275420.3),(28 2301988.3),(29 2329377.3),(30 2352530.8),(31 2368091),(32 2375854),(33 2350442.5),(34 2333031),(35 2321275.8),(36 2328327.5),(37 2361573),(38 2401832.5),(39 2429652.5),(40 2442989.3),(41 2437273.8),(42 2433808.5),(43 2431157.3),(44 2442730.8),(45 2462766.8),(46 2484638),(47 2484746.8),(48 2464118.3),(49 2427845.3),(50 2375243),(51 2300754.5),(52 2231009.5),(53 2156479.8),(54 2103564.5),(55 2056433.1),(56 2037205.4),(57 2034271.8),(58 2037366.3),(59 2034379.6),(60 2030128.6),(61 2045281.9),(62 2075646.9),(63 2105753),(64 2135381.3),(65 2177052.3),(66 2215254.3),(67 2262147.5),(68 2327677.5),(69 2392757),(70 2459170),(71 2524551.5),(72 2586962.5),(73 2637186),(74 2687794),(75 2708330.8),(76 2718829.3),(77 2710945.3),(78 2682105.3),(79 2649682.8),
(1 86937.19),(2 273072.03),(3 511762.72),(4 760071.44),(5 1006439.3),(6 1226302.3),(7 1409416.9),(8 1555945.3),(9 1680786),(10 1767874.9),(11 1814649.3),(12 1853455.1),(13 1895017.8),(14 1911703.1),(15 1926319.1),(16 1947948.8),(17 1960943.6),(18 1981461),(19 1983984),(20 1974833.8),(21 1965184.8),(22 1951173.5),(23 1935467.5),(24 1945714),(25 1976669),(26 2003003.3),(27 2013249.1),(28 2018149.8),(29 2014933.1),(30 2015269),(31 2013438.3),(32 2012936.1),(33 2000862.3),(34 1991387.8),(35 1983972.5),(36 1989873.8),(37 1995115.9),(38 1988673.4),(39 1976811.8),(40 1958812.5),(41 1934378.1),(42 1924462.3),(43 1928080.8),(44 1947162.6),(45 1980421.1),(46 2033032.5),(47 2085587.3),(48 2137618.5),(49 2175970.5),(50 2214989.8),(51 2240653.5),(52 2257509.3),(53 2274798.3),(54 2298027.3),(55 2305019.8),(56 2315508.5),(57 2326009),(58 2326181.5),(59 2313813.8),(60 2320830.3),(61 2356213.3),(62 2405091.5),(63 2440200.3),(64 2477423),(65 2518326),(66 2563631.3),(67 2591375),(68 2631665.3),(69 2664364),(70 2696528.8),(71 2720421.3),(72 2751085.8),(73 2768443.3),(74 2783740.8),(75 2769961.5),(76 2731995),(77 2648681.8),(78 2556002.3),(79 2472978.8),
