1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79968.5),(2 287553.34),(3 640973.9),(4 1111552.9),(5 1710631.1),(6 2453861.8),(7 3313199.8),(8 4320218.5),(9 5494197),(10 6846318.5),(11 8387188),(12 10069677),(13 11898195),(14 13872037),(15 15899707),(16 17921342),(17 20020182),(18 22022088),(19 24213294),(20 26380534),(21 28526650),(22 30733712),(23 33042440),(24 35233404),(25 37494820),(26 39685050),(27 41890860),(28 44160948),(29 46418436),(30 48585196),(31 50680684),(32 52646524),(33 54641876),(34 56541108),(35 58317180),(36 60120212),(37 62060140),(38 63999904),(39 66142196),(40 68131750),(41 70288970),(42 72712776),(43 75359510),(44 78035280),(45 80679704),(46 83507400),(47 86574920),(48 90051800),(49 93386376),(50 96836344),(51 100344310),(52 103803130),(53 107344960),(54 111064260),(55 114724184),(56 118458530),(57 122194090),(58 125825410),(59 129769090),(60 133703144),(61 137699140),(62 141749060),(63 146303000),(64 150635870),(65 154837490),(66 159026510),(67 162896860),(68 166535550),(69 169629860),(70 172510500),(71 175399730),(72 177938050),(73 180311150),(74 182514480),(75 184564420),(76 186591700),(77 188452220),(78 190081740),(79 191178930),
(1 143956.5),(2 542146.8),(3 1140985.9),(4 1883569.3),(5 2713101.5),(6 3617118.5),(7 4544000),(8 5496707),(9 6443271.5),(10 7305941),(11 8037796),(12 8644150),(13 9115817),(14 9439142),(15 9639735),(16 9711113),(17 9657702),(18 9497183),(19 9259051),(20 8976970),(21 8688772),(22 8411289),(23 8142393.5),(24 7891116.5),(25 7667749.5),(26 7482824.5),(27 7323571.5),(28 7176416),(29 7032722),(30 6886857),(31 6734813),(32 6580940.5),(33 6436485.5),(34 6327571),(35 6229208.5),(36 6116568.5),(37 5990098),(38 5880486.5),(39 5808668.5),(40 5771731.5),(41 5761501),(42 5772344.5),(43 5809092),(44 5894197.5),(45 6028960),(46 6182585),(47 6342996),(48 6487974.5),(49 6638771),(50 6780419.5),(51 6932087),(52 7073452),(53 7195888.5),(54 7291417),(55 7365776.5),(56 7433941),(57 7508137),(58 7583650),(59 7628505.5),(60 7655028),(61 7678227.5),(62 7691327.5),(63 7682556),(64 7644409),(65 7589616),(66 7506341.5),(67 7415869),(68 7357252),(69 7333981),(70 7339367.5),(71 7371674.5),(72 7446425),(73 7559433.5),(74 7695940),(75 7844815.5),(76 8015413.5),(77 8175020.5),(78 8297935.5),(79 8365525),
(1 167133.83),(2 630985.75),(3 1321427.1),(4 2154376.8),(5 3061645),(6 4003333.3),(7 4911396.5),(8 5757907.5),(9 6508500),(10 7116116),(11 7562143.5),(12 7867444.5),(13 8036553.5),(14 8073645.5),(15 8033060),(16 7926432),(17 7723317.5),(18 7451008),(19 7098913.5),(20 6697762.5),(21 6298765.5),(22 5932980),(23 5606438.5),(24 5341892.5),(25 5158327.5),(26 5061107.5),(27 5054772.5),(28 5123699.5),(29 5239503),(30 5388681),(31 5558261.5),(32 5715753.5),(33 5849135.5),(34 5949835.5),(35 6020169.5),(36 6053339.5),(37 6044830.5),(38 6014496),(39 5987156),(40 5966885.5),(41 5949542.5),(42 5930626.5),(43 5928130),(44 5951453.5),(45 6001942.5),(46 6076996),(47 6172822.5),(48 6265082),(49 6372081.5),(50 6482822),(51 6606110.5),(52 6716371.5),(53 6798006.5),(54 6848788),(55 6889046.5),(56 6923969.5),(57 6959508),(58 7003590),(59 7021523.5),(60 7018454),(61 7003854),(62 6968485.5),(63 6923212),(64 6859585.5),(65 6819674),(66 6776905.5),(67 6751800),(68 6741498),(69 6759073.5),(70 6837970.5),(71 6968704),(72 7131444.5),(73 7326714.5),(74 7536883.5),(75 7766053.5),(76 7988759.5),(77 8199376.5),(78 8379645.5),(79 8499387),
(1 173100.2),(2 651372.94),(3 1352109.9),(4 2180875.5),(5 3059917.8),(6 3952160.3),(7 4787940.5),(8 5538625.5),(9 6182233),(10 6705788),(11 7115808),(12 7412304.5),(13 7594736.5),(14 7649504),(15 7594136.5),(16 7448806.5),(17 7207305.5),(18 6900283),(19 6530356.5),(20 6145622.5),(21 5765822.5),(22 5410554),(23 5107832),(24 4873849),(25 4681268),(26 4554691),(27 4500464),(28 4509767.5),(29 4592748),(30 4758844),(31 4997435),(32 5285629),(33 5591621),(34 5896595),(35 6167011),(36 6411959),(37 6599063),(38 6732633),(39 6821796),(40 6896038.5),(41 6936214),(42 6943815.5),(43 6903238),(44 6827522.5),(45 6730529.5),(46 6624201),(47 6496326.5),(48 6337253),(49 6183627.5),(50 6050488.5),(51 5930769.5),(52 5813780.5),(53 5699296),(54 5584258),(55 5487279.5),(56 5401927.5),(57 5322217),(58 5249246.5),(59 5198993),(60 5165280.5),(61 5142305.5),(62 5135626),(63 5134455.5),(64 5152857.5),(65 5192118),(66 5231884),(67 5261803),(68 5305688.5),(69 5384919.5),(70 5514514),(71 5694231.5),(72 5911488.5),(73 6158035),(74 6408002.5),(75 6650743),(76 6848343),(77 7008198.5),(78 7127861),(79 7209807.5),
(1 172653.77),(2 640899.2),(3 1317519),(4 2109156.3),(5 2936147.5),(6 3772745),(7 4546044.5),(8 5232711),(9 5817681.5),(10 6278369.5),(11 6601848.5),(12 6804231),(13 6921643.5),(14 6966932.5),(15 6949382),(16 6864575.5),(17 6708994.5),(18 6524930.5),(19 6277945),(20 5981834),(21 5662063.5),(22 5327250),(23 5000986),(24 4709345.5),(25 4437554),(26 4215552.5),(27 4053408),(28 3956357.8),(29 3935323),(30 3990878.8),(31 4125160.8),(32 4329535.5),(33 4586790.5),(34 4867499),(35 5141550),(36 5413636.5),(37 5664369.5),(38 5906199),(39 6126011.5),(40 6326503),(41 6517804),(42 6678250),(43 6788804),(44 6830433.5),(45 6815311.5),(46 6782622.5),(47 6717367),(48 6614891.5),(49 6505916),(50 6409389.5),(51 6323400.5),(52 6214947),(53 6098850),(54 5986152.5),(55 5897307),(56 5825005.5),(57 5754244),(58 5704082),(59 5647478.5),(60 5591366.5),(61 5541279.5),(62 5485344),(63 5427394),(64 5375623.5),(65 5351325.5),(66 5351887.5),(67 5379833),(68 5446555),(69 5567724),(70 5750660),(71 6014610),(72 6318589),(73 6640252),(74 6946414),(75 7225047),(76 7437478),(77 7588017.5),(78 7676311.5),(79 7716293),
(1 166268.27),(2 618734.56),(3 1271875.1),(4 2033458.4),(5 2823901.3),(6 3597696.5),(7 4281939),(8 4848406.5),(9 5273356),(10 5543680),(11 5660602),(12 5643577.5),(13 5540714),(14 5393162.5),(15 5204571.5),(16 4991425),(17 4768362.5),(18 4549118),(19 4341522.5),(20 4172843.8),(21 4063581),(22 4018538),(23 4032582),(24 4090249),(25 4173931.3),(26 4282079.5),(27 4408773.5),(28 4543686.5),(29 4683067),(30 4833903.5),(31 4996473),(32 5160675.5),(33 5319144.5),(34 5467625),(35 5571301.5),(36 5630916.5),(37 5642677.5),(38 5618487),(39 5568114),(40 5511731),(41 5444041.5),(42 5361618),(43 5267471.5),(44 5162562.5),(45 5068231.5),(46 4996550),(47 4954582),(48 4934771.5),(49 4934177.5),(50 4957388),(51 5011718.5),(52 5058360.5),(53 5113015.5),(54 5162415.5),(55 5193985),(56 5212484.5),(57 5237830.5),(58 5291233),(59 5360880.5),(60 5432367),(61 5503097),(62 5560627),(63 5601161.5),(64 5625682.5),(65 5635614),(66 5626382),(67 5597936.5),(68 5557881),(69 5502326),(70 5466800.5),(71 5483270),(72 5527661),(73 5578391.5),(74 5631648),(75 5670503),(76 5695027.5),(77 5705229),(78 5708180),(79 5691351.5),
(1 160532.2),(2 594039.8),(3 1214425.3),(4 1927988.6),(5 2658247.3),(6 3354232.8),(7 3941183.3),(8 4393170),(9 4712841.5),(10 4902541),(11 4968758.5),(12 4931692.5),(13 4806382),(14 4600320.5),(15 4338652.5),(16 4042679.8),(17 3740299.5),(18 3466706.8),(19 3253293.3),(20 3110105),(21 3051118.3),(22 3074756.5),(23 3162612.3),(24 3300347.8),(25 3468044.8),(26 3651564.8),(27 3834668.8),(28 3989806.3),(29 4101826.8),(30 4175427.5),(31 4213459),(32 4219994.5),(33 4195402.5),(34 4149514.5),(35 4078858.3),(36 3986218.3),(37 3876391),(38 3747057.8),(39 3593612.5),(40 3424971.3),(41 3261785.5),(42 3120303.5),(43 3023819.8),(44 2963831),(45 2955793.3),(46 2996561.5),(47 3070445),(48 3165692.8),(49 3295746.8),(50 3454125),(51 3629264.8),(52 3791012.3),(53 3933639),(54 4045108.8),(55 4119848.5),(56 4164793.5),(57 4188079.3),(58 4202649.5),(59 4202167),(60 4192190.5),(61 4161140),(62 4109275.5),(63 4037844.3),(64 3954424),(65 3870491.3),(66 3784578.3),(67 3701736.8),(68 3632755.3),(69 3584902.5),(70 3572912.8),(71 3619489.5),(72 3709204.3),(73 3823763.5),(74 3945709.3),(75 4055999.5),(76 4154563.3),(77 4228337),(78 4289630),(79 4325750),
(1 168441.67),(2 619719.94),(3 1253081.3),(4 1943701.9),(5 2605002),(6 3198222),(7 3650282.5),(8 3951242.3),(9 4109064),(10 4154906.8),(11 4106966),(12 3994862),(13 3815157.8),(14 3549478),(15 3218829.8),(16 2845733.3),(17 2488719.3),(18 2218719.3),(19 2067000.5),(20 2047686.9),(21 2159231.5),(22 2369906.5),(23 2622876.8),(24 2871438.5),(25 3095127.3),(26 3283614.3),(27 3410596.5),(28 3470709.8),(29 3464472.8),(30 3398903),(31 3293375.5),(32 3164080.8),(33 3026144.8),(34 2887333),(35 2755445.5),(36 2628514),(37 2514989),(38 2418783),(39 2337179.5),(40 2274481.5),(41 2239558),(42 2251350.8),(43 2323242.3),(44 2444500.3),(45 2617268.3),(46 2817773.3),(47 3021351.3),(48 3215036.5),(49 3415299.3),(50 3604933),(51 3789367.3),(52 3954926),(53 4073838.8),(54 4137945.3),(55 4154387.3),(56 4128937.8),(57 4070073.3),(58 3969876.8),(59 3832570.8),(60 3665956.8),(61 3483922.3),(62 3294023.8),(63 3110693.5),(64 2932287),(65 2783186.8),(66 2658955.8),(67 2581622.3),(68 2552372.3),(69 2566596.5),(70 2630423.8),(71 2750918.8),(72 2901082.8),(73 3051908.3),(74 3193587.3),(75 3308561.5),(76 3392827.8),(77 3448439.3),(78 3482311.8),(79 3517428.5),
(1 145057.69),(2 530007.75),(3 1053969.8),(4 1603869.3),(5 2099979.3),(6 2522846),(7 2831444.5),(8 3032585.8),(9 3130721),(10 3158162.8),(11 3127687),(12 3047953),(13 2936171.8),(14 2790872),(15 2629764),(16 2465944.3),(17 2326221),(18 2250416),(19 2240632),(20 2303738.3),(21 2437202),(22 2613396),(23 2784542.8),(24 2922067.5),(25 3020398.5),(26 3087351),(27 3117213),(28 3110627.3),(29 3074961.3),(30 3014988),(31 2932971.3),(32 2839160.8),(33 2748037.8),(34 2668803.5),(35 2612952.3),(36 2580191.5),(37 2571009),(38 2593991.8),(39 2627700),(40 2663440),(41 2703919.5),(42 2756641),(43 2817947.3),(44 2882988),(45 2954161),(46 3028318),(47 3082674),(48 3108660.5),(49 3136875.5),(50 3170505.3),(51 3202537.3),(52 3229154.8),(53 3230502.3),(54 3213864.3),(55 3175433.3),(56 3120321.5),(57 3052429.8),(58 2986882.8),(59 2920282.8),(60 2857885.5),(61 2798799.5),(62 2742543.5),(63 2697610.3),(64 2660502),(65 2637035.3),(66 2618086.3),(67 2611410.5),(68 2622191),(69 2644987.3),(70 2697022.3),(71 2793036),(72 2894011),(73 2973097.8),(74 3037997),(75 3087524),(76 3117792.5),(77 3134815),(78 3138686.5),(79 3145917.8),
(1 127186.125),(2 464465.9),(3 924851.6),(4 1409073.6),(5 1848844.3),(6 2204988.8),(7 2453253),(8 2598901.5),(9 2661506),(10 2678718),(11 2665895.3),(12 2618598.8),(13 2544524.5),(14 2449440.3),(15 2347524),(16 2254393),(17 2178264.3),(18 2145214),(19 2164480.5),(20 2236571),(21 2352561),(22 2494509.5),(23 2635662.5),(24 2754419.5),(25 2852551.3),(26 2915175.3),(27 2940419.5),(28 2936900),(29 2907537.5),(30 2855909.8),(31 2780694.5),(32 2685845.5),(33 2594580),(34 2529507),(35 2495365),(36 2479085.5),(37 2471635),(38 2481526),(39 2494583.8),(40 2514449.8),(41 2537971),(42 2560739),(43 2591629.8),(44 2628899.8),(45 2651921),(46 2652064.5),(47 2630303),(48 2605018.5),(49 2594286),(50 2595426.3),(51 2614280.3),(52 2642827),(53 2689951.8),(54 2743631.3),(55 2785344.8),(56 2807429),(57 2816997.3),(58 2832422.8),(59 2845900),(60 2846759.3),(61 2841673.3),(62 2825111),(63 2797988.5),(64 2768964),(65 2732415.5),(66 2689038.3),(67 2633571.5),(68 2585789.3),(69 2553069),(70 2533765.5),(71 2535851),(72 2559857),(73 2598825),(74 2642966.8),(75 2684653.5),(76 2724674.5),(77 2761988.3),(78 2787650.8),(79 2800456.5),
(1 112547.83),(2 395770),(3 765694.2),(4 1142880),(5 1469237.3),(6 1710008),(7 1845620.4),(8 1900753.8),(9 1906225.1),(10 1881381.4),(11 1844826.4),(12 1794134.4),(13 1727190),(14 1655609.6),(15 1592170.6),(16 1556069),(17 1554615.1),(18 1601107.1),(19 1688683.3),(20 1801348.6),(21 1924661.3),(22 2039124.8),(23 2131628),(24 2199586.3),(25 2243167.3),(26 2254804),(27 2231711.5),(28 2183977.3),(29 2117074.5),(30 2036517.3),(31 1951356.1),(32 1872284.1),(33 1809748.4),(34 1781906.9),(35 1778590.9),(36 1796287.6),(37 1840474),(38 1902790.8),(39 1955853.3),(40 1998747),(41 2027840.9),(42 2047799.8),(43 2068059.5),(44 2084472.6),(45 2088049.3),(46 2072618),(47 2043050),(48 2013976.9),(49 1993414.8),(50 1976593.5),(51 1965888.9),(52 1962231.8),(53 1974746),(54 1996503.6),(55 2019817.3),(56 2039155.9),(57 2051034.4),(58 2051518.5),(59 2039103.1),(60 2016167.1),(61 1990687.6),(62 1965684.8),(63 1947081.5),(64 1932707.5),(65 1925156.4),(66 1915167.6),(67 1896160.4),(68 1876534.9),(69 1855350.5),(70 1835158.8),(71 1840737.5),(72 1871131.3),(73 1920834.6),(74 1980246.9),(75 2038686.3),(76 2078209.8),(77 2091723.9),(78 2079401.5),(79 2051074.6),
(1 107869.46),(2 373478.94),(3 700747.5),(4 1013723.44),(5 1277549),(6 1468536.6),(7 1573387),(8 1607996),(9 1610867.1),(10 1608149.9),(11 1601378.9),(12 1598559.9),(13 1600712.1),(14 1608066.8),(15 1618048.8),(16 1632570),(17 1648717.1),(18 1660883.6),(19 1668036.9),(20 1673402.5),(21 1688408.6),(22 1706654.4),(23 1723183.6),(24 1728334),(25 1716921.6),(26 1686464.9),(27 1634752.9),(28 1570321.5),(29 1503482.9),(30 1452226.3),(31 1422627.4),(32 1415457.1),(33 1433407.5),(34 1479779.4),(35 1525483.9),(36 1561696.6),(37 1586701.4),(38 1606508.1),(39 1618033.5),(40 1640153.1),(41 1679095.9),(42 1733171),(43 1795332.4),(44 1861402.9),(45 1915804.1),(46 1948289.6),(47 1955913.9),(48 1945090),(49 1915165.4),(50 1874898.5),(51 1837466.5),(52 1804028.6),(53 1778893.3),(54 1749806),(55 1718232.6),(56 1693802.3),(57 1681582),(58 1688219.6),(59 1715070),(60 1762083.4),(61 1820812.5),(62 1870872.6),(63 1904176.4),(64 1916692.1),(65 1909713.3),(66 1883308.8),(67 1843843.3),(68 1800601.3),(69 1758507.9),(70 1721690.9),(71 1706547.1),(72 1722783.5),(73 1769924.3),(74 1830442.1),(75 1892174),(76 1949760),(77 1998226.8),(78 2025626),(79 2025264.9),
(1 116991.195),(2 400008.38),(3 738387.4),(4 1047177),(5 1298717.8),(6 1491734.9),(7 1621397.4),(8 1700620.9),(9 1758823.8),(10 1811715.5),(11 1864513.4),(12 1904367.1),(13 1907900.9),(14 1879386.3),(15 1833572.4),(16 1787372.3),(17 1745294.1),(18 1711925.8),(19 1700682.1),(20 1698101.3),(21 1703369),(22 1712197.5),(23 1719733.9),(24 1721350.6),(25 1711015.3),(26 1678266.5),(27 1624736.5),(28 1564439.5),(29 1512380.3),(30 1483804.6),(31 1476512.6),(32 1477900.4),(33 1490565.5),(34 1523784.9),(35 1560589.4),(36 1603747.4),(37 1642586.5),(38 1672909.6),(39 1687612.1),(40 1700221.1),(41 1713166.1),(42 1735149.8),(43 1754408.1),(44 1767058.9),(45 1772621.1),(46 1765847.6),(47 1737294.1),(48 1693387.1),(49 1645118.9),(50 1595070.9),(51 1549142.5),(52 1521188.5),(53 1518605.5),(54 1534569.1),(55 1567125),(56 1617078.5),(57 1672867.3),(58 1727770.1),(59 1773238.1),(60 1805597.6),(61 1820367.5),(62 1812974.8),(63 1788474.6),(64 1752341.9),(65 1718070.4),(66 1686601.9),(67 1667477.8),(68 1665133.5),(69 1674974.9),(70 1696135.4),(71 1729849.1),(72 1775397.9),(73 1830499.9),(74 1888555.1),(75 1947069.5),(76 1989781.1),(77 2019935.1),(78 2042420.5),(79 2066333.4),
(1 108689.164),(2 368506.13),(3 670928.44),(4 931544),(5 1121048.4),(6 1254800.8),(7 1340781.6),(8 1397879.9),(9 1436791.9),(10 1463419.4),(11 1492663.3),(12 1529975.4),(13 1545960.5),(14 1530900.3),(15 1505024.8),(16 1486551.5),(17 1484288.8),(18 1511882.6),(19 1566806.4),(20 1635075.4),(21 1707969.3),(22 1764308.1),(23 1782049.9),(24 1756142),(25 1687138.6),(26 1594721.5),(27 1500602.5),(28 1426547.4),(29 1389874.8),(30 1405935.1),(31 1451874.5),(32 1492374.4),(33 1521273.9),(34 1546457.3),(35 1567045.3),(36 1587149),(37 1595303.3),(38 1595003),(39 1582317.8),(40 1570977.1),(41 1561518.9),(42 1555045.9),(43 1554786),(44 1568168.8),(45 1595695.3),(46 1618017.5),(47 1622188.9),(48 1613167.6),(49 1604372.3),(50 1583552.8),(51 1553338.5),(52 1528701.5),(53 1523319),(54 1533747.6),(55 1557707.5),(56 1593565.3),(57 1635512.8),(58 1681718.4),(59 1719566.5),(60 1738032.5),(61 1731927.9),(62 1702280.1),(63 1655218.6),(64 1601022.5),(65 1547008.5),(66 1501684.4),(67 1476740.4),(68 1471526),(69 1476905.9),(70 1486496.4),(71 1500796.9),(72 1517138.5),(73 1547811.1),(74 1578646.1),(75 1606007.1),(76 1629646.4),(77 1651887.5),(78 1667829.3),(79 1667400.9),
(1 107975.266),(2 359229.9),(3 642230.4),(4 874099.94),(5 1031412.44),(6 1135341.4),(7 1188833.6),(8 1213636.3),(9 1217085.6),(10 1205519.4),(11 1200628.6),(12 1207832.1),(13 1211242),(14 1201702.6),(15 1197238.5),(16 1214545.1),(17 1263276.6),(18 1329335.5),(19 1389148.3),(20 1441745.4),(21 1492934.3),(22 1531266.9),(23 1542104.8),(24 1522491),(25 1474034.4),(26 1415015.9),(27 1363327.9),(28 1326293.3),(29 1310780.5),(30 1323845.1),(31 1357024.4),(32 1398134.6),(33 1438996.3),(34 1476019.9),(35 1499818.9),(36 1509959.3),(37 1499835.5),(38 1474933.8),(39 1442544.8),(40 1407896.4),(41 1378468.4),(42 1351102.9),(43 1334549.5),(44 1338303),(45 1363220.5),(46 1398984.3),(47 1450617.1),(48 1504348.1),(49 1542989),(50 1559061.1),(51 1562975.6),(52 1553871.5),(53 1540938.6),(54 1525917.1),(55 1516087.5),(56 1514909.8),(57 1528437.4),(58 1550205.5),(59 1571323.4),(60 1577303.1),(61 1572357),(62 1564279.6),(63 1553011.8),(64 1541257.8),(65 1527814.8),(66 1515385.1),(67 1509961.8),(68 1511288.9),(69 1513456.9),(70 1512724.6),(71 1511869.9),(72 1508043.8),(73 1504111.3),(74 1495828.6),(75 1485179.8),(76 1465541.8),(77 1448267.6),(78 1445700.1),(79 1457413.4),
(1 96013.664),(2 316148.72),(3 563727.94),(4 773468.6),(5 918417.75),(6 1006445.75),(7 1045167.56),(8 1058216.8),(9 1057507.1),(10 1048625.6),(11 1051857.4),(12 1082633.1),(13 1115376.8),(14 1130272.4),(15 1152380.1),(16 1191260.5),(17 1242832),(18 1293779.5),(19 1326112.9),(20 1338943),(21 1344718),(22 1345312.9),(23 1336567.1),(24 1310736.5),(25 1271113.4),(26 1227800.8),(27 1190813.5),(28 1161844.1),(29 1149102.1),(30 1156485.1),(31 1176009.6),(32 1201239.9),(33 1221439.1),(34 1236574.4),(35 1242074.9),(36 1236371.5),(37 1220446.3),(38 1201996.8),(39 1180749.4),(40 1169254.6),(41 1172855.1),(42 1178954.5),(43 1190174.3),(44 1213782.4),(45 1244099.6),(46 1278864.4),(47 1316284.6),(48 1342550.3),(49 1357925),(50 1363544.8),(51 1368248.9),(52 1370590.3),(53 1366756.1),(54 1356331),(55 1342419.9),(56 1329462.4),(57 1321632.8),(58 1312604.5),(59 1294481.1),(60 1271841.1),(61 1253165.8),(62 1245621.1),(63 1247195.9),(64 1250476.5),(65 1253203.4),(66 1259665.4),(67 1272383.5),(68 1280745.8),(69 1286901.1),(70 1287887.8),(71 1275636.1),(72 1260159.3),(73 1241549.4),(74 1224985.1),(75 1209771.5),(76 1196010),(77 1185565.6),(78 1183745.8),(79 1195522),
(1 99489.62),(2 325850.56),(3 573393.44),(4 773670.56),(5 903906),(6 962804.7),(7 964481.3),(8 945088.4),(9 936405.9),(10 943254.5),(11 976756.2),(12 1040121.3),(13 1103963),(14 1150646.5),(15 1193786.5),(16 1236532.3),(17 1274217),(18 1304287.1),(19 1333362.6),(20 1361241.1),(21 1374030.5),(22 1370248.4),(23 1354317.3),(24 1321148),(25 1296465.3),(26 1289092),(27 1297063.5),(28 1308612.6),(29 1319858.1),(30 1333229),(31 1349081),(32 1357125),(33 1353120.6),(34 1338113.6),(35 1312937.4),(36 1287010.4),(37 1267329.8),(38 1248810),(39 1231273.1),(40 1215663.8),(41 1208364.8),(42 1215877.4),(43 1231998.3),(44 1252215.3),(45 1268594.4),(46 1275840.1),(47 1273966.6),(48 1259681.6),(49 1243412.6),(50 1226400.6),(51 1215039.8),(52 1208075.9),(53 1205832.8),(54 1208892.1),(55 1210574.8),(56 1204275.6),(57 1195640.3),(58 1185137),(59 1172235.8),(60 1155285.9),(61 1141205),(62 1133821.5),(63 1131962.1),(64 1140920.6),(65 1152897),(66 1161145),(67 1164782.3),(68 1168434.5),(69 1182500),(70 1194981.6),(71 1205877.8),(72 1207549.5),(73 1195230.5),(74 1175033.8),(75 1160567.4),(76 1155655.6),(77 1159382.1),(78 1169438.5),(79 1195003),
(1 93163.87),(2 304955.44),(3 530780.9),(4 709226.7),(5 823134.1),(6 877229.5),(7 878208.7),(8 858826.7),(9 849758.4),(10 860259.1),(11 899596.25),(12 965712.7),(13 1032182.25),(14 1067172.6),(15 1086985.1),(16 1107703.1),(17 1135679.5),(18 1167603.4),(19 1207680),(20 1243058.6),(21 1266966.8),(22 1276021.1),(23 1270653.5),(24 1254143.9),(25 1237390.5),(26 1230210.3),(27 1222981),(28 1213076.5),(29 1208250.5),(30 1215358.4),(31 1234990.6),(32 1254174),(33 1255661.4),(34 1243079.6),(35 1221873.1),(36 1199463.5),(37 1182407.1),(38 1176330.9),(39 1181686.6),(40 1188169.5),(41 1199992.8),(42 1214080),(43 1220517.6),(44 1216345.5),(45 1208594.4),(46 1191040.6),(47 1164045.5),(48 1132450.1),(49 1097800),(50 1062679.1),(51 1037796.7),(52 1026974.06),(53 1033190.06),(54 1048074.3),(55 1064323.4),(56 1076727.6),(57 1086138.9),(58 1094186.4),(59 1099725.5),(60 1100265.1),(61 1097019.9),(62 1094429.4),(63 1092599.5),(64 1093291.5),(65 1094758.8),(66 1093140),(67 1089829.8),(68 1085242.6),(69 1083920.4),(70 1080575.1),(71 1075059.9),(72 1079930),(73 1087266.9),(74 1092446.9),(75 1103576.5),(76 1119321.6),(77 1134680.1),(78 1152572.1),(79 1176931.6),
