1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 934331),(2 3399325.8),(3 6779381.5),(4 10915295),(5 14980859),(6 19390922),(7 24626480),(8 30959010),(9 36624588),(10 42914996),(11 50214836),(12 57695820),(13 66651216),(14 77024540),(15 88849350),(16 101740570),(17 116321820),(18 132424650),(19 150271220),(20 171421860),(21 192618580),(22 215808780),(23 240600560),(24 268444930),(25 296219800),(26 327058660),(27 361136400),(28 396444000),(29 436098800),(30 477660830),(31 526369020),(32 575657300),(33 622363800),(34 669862850),(35 723319900),(36 780985340),(37 843523650),(38 923744000),(39 991995100),(40 1065444540),(41 1137119100),(42 1195614500),(43 1252114800),(44 1306491300),(45 1358361100),(46 1401851100),(47 1439444000),(48 1472427000),(49 1502527500),(50 1522940400),(51 1534792800),(52 1538640400),(53 1529918600),(54 1520148500),(55 1501846900),(56 1472495500),(57 1432908200),(58 1380343400),(59 1317054800),(60 1246063500),(61 1172811400),(62 1095611100),(63 1023531200),(64 952371460),(65 882137400),(66 812536100),(67 745055400),(68 679530600),(69 617849400),(70 557922750),(71 501143970),(72 447156600),(73 396457820),(74 350761470),(75 307576930),(76 268676830),(77 235143440),(78 207132860),(79 185836030),
(1 678934.1),(2 2238601),(3 3909951.3),(4 5260900),(5 6222066),(6 6889915),(7 7391817.5),(8 7757145.5),(9 7973647.5),(10 7986469.5),(11 7840768.5),(12 7705685.5),(13 7902870.5),(14 8622218),(15 9728313),(16 10820572),(17 11531609),(18 11712303),(19 11557085),(20 11356721),(21 11345518),(22 11587834),(23 11907521),(24 12030669),(25 11832011),(26 11482602),(27 11491048),(28 11874424),(29 12301785),(30 12345615),(31 12251453),(32 12324650),(33 12615171),(34 13009255),(35 13273974),(36 13158163),(37 13160858),(38 13468650),(39 13240743),(40 12891281),(41 12994717),(42 13184551),(43 13442003),(44 13718543),(45 14067826),(46 14471160),(47 14765629),(48 14793549),(49 14573660),(50 14400452),(51 14482844),(52 14737238),(53 14875876),(54 14765873),(55 14558670),(56 14557362),(57 14733213),(58 14651114),(59 14336760),(60 14510342),(61 14875272),(62 14802578),(63 14767602),(64 14619062),(65 14337503),(66 13928813),(67 13535797),(68 13285523),(69 13245014),(70 13374674),(71 13481471),(72 13416776),(73 13275793),(74 13261405),(75 13349146),(76 13395289),(77 13383151),(78 13366227),(79 13492605),
(1 720321.7),(2 2383733.3),(3 4192928.8),(4 5700796.5),(5 6800314.5),(6 7535966.5),(7 7966626.5),(8 8132994.5),(9 8070822.5),(10 7826466.5),(11 7508961.5),(12 7323522),(13 7545908.5),(14 8259804.5),(15 9234152),(16 10071028),(17 10546201),(18 10688624),(19 10774849),(20 11048045),(21 11522384),(22 12045043),(23 12365115),(24 12287997),(25 11990213),(26 11818507),(27 11981376),(28 12170632),(29 12274595),(30 12479013),(31 12763941),(32 13147047),(33 13654493),(34 14012200),(35 14005167),(36 14159797),(37 14663775),(38 14839887),(39 14609841),(40 14528488),(41 14499295),(42 14614701),(43 14814581),(44 15152337),(45 15547864),(46 15809972),(47 15768515),(48 15548644),(49 15290076),(50 15192957),(51 15396489),(52 15696079),(53 15724024),(54 15524808),(55 15505092),(56 15832711),(57 15990149),(58 15616759),(59 15315559),(60 15504405),(61 15409657),(62 15129377),(63 15003176),(64 14758141),(65 14363412),(66 13868203),(67 13397809),(68 13053584),(69 12887840),(70 12819715),(71 12751216),(72 12572163),(73 12343128),(74 12116363),(75 11867544),(76 11634927),(77 11495328),(78 11488355),(79 11619797),
(1 619311.2),(2 2007410.9),(3 3489087),(4 4766756.5),(5 5794044),(6 6594126),(7 7063093),(8 7144313.5),(9 6961699),(10 6656452),(11 6365287.5),(12 6275918),(13 6589919.5),(14 7310285),(15 8168595),(16 8845791),(17 9188297),(18 9314450),(19 9481848),(20 9817038),(21 10260809),(22 10599387),(23 10622729),(24 10369321),(25 10124488),(26 10066392),(27 9940015),(28 9740607),(29 9696424),(30 9820027),(31 9835451),(32 9957405),(33 10107063),(34 10120100),(35 10201476),(36 10779542),(37 11157322),(38 10913230),(39 10802556),(40 10608939),(41 10252943),(42 9976470),(43 9814465),(44 9824787),(45 9907586),(46 9931152),(47 9880077),(48 9841308),(49 9722065),(50 9624787),(51 9656858),(52 9698362),(53 9688445),(54 9712767),(55 9857341),(56 9984247),(57 9906413),(58 9678524),(59 9640349),(60 9713415),(61 9725092),(62 9881440),(63 10066022),(64 10145348),(65 10098175),(66 9939302),(67 9750083),(68 9560474),(69 9336228),(70 9126840),(71 8999789),(72 8898748),(73 8748520),(74 8589248),(75 8434508),(76 8314431.5),(77 8272283),(78 8231129),(79 8243678.5),
(1 588881.9),(2 1901802.5),(3 3341634.3),(4 4656473),(5 5746800.5),(6 6504763),(7 6740109.5),(8 6545947.5),(9 6175152),(10 5788327),(11 5519328),(12 5464998.5),(13 5758332),(14 6352800.5),(15 7000147),(16 7434730),(17 7631349),(18 7738901),(19 7904451),(20 8124130),(21 8360496.5),(22 8473592),(23 8358546.5),(24 8206313),(25 8197265.5),(26 8167542.5),(27 8061207.5),(28 7995917),(29 7973114),(30 7827713.5),(31 7769018),(32 7877213.5),(33 7842258.5),(34 7934795),(35 8472770),(36 8882007),(37 8803709),(38 8804063),(39 8791565),(40 8566815),(41 8472044),(42 8465322),(43 8484907),(44 8500803),(45 8572265),(46 8596929),(47 8533950),(48 8476040),(49 8490040),(50 8498435),(51 8387456.5),(52 8185330.5),(53 8016392.5),(54 7974103),(55 7909451.5),(56 7664314),(57 7544062.5),(58 7530018.5),(59 7336602),(60 7297940),(61 7444334),(62 7403353),(63 7466118),(64 7543239.5),(65 7595561.5),(66 7598903.5),(67 7575783),(68 7493779),(69 7283437),(70 7052253.5),(71 6926998),(72 6917351.5),(73 6942487),(74 6975896.5),(75 6959163),(76 6884887),(77 6808270.5),(78 6737420),(79 6771911),
(1 586833.75),(2 1888343.1),(3 3289613.3),(4 4485695),(5 5359058.5),(6 5820515),(7 5830454.5),(8 5516755.5),(9 5052960.5),(10 4660096.5),(11 4440332.5),(12 4404178.5),(13 4607300.5),(14 4977420.5),(15 5316140),(16 5492188),(17 5551760),(18 5637725.5),(19 5847399.5),(20 6125688.5),(21 6358866),(22 6440354.5),(23 6452694.5),(24 6504994.5),(25 6605311),(26 6695292),(27 6781423.5),(28 6730756),(29 6565999.5),(30 6540093.5),(31 6554586),(32 6452757.5),(33 6394485.5),(34 6791564),(35 7210136.5),(36 7257031.5),(37 7401442),(38 7449826.5),(39 7394292),(40 7393317.5),(41 7416387),(42 7504692.5),(43 7505839),(44 7525922),(45 7557787.5),(46 7525750.5),(47 7369807),(48 7317631),(49 7428538),(50 7491271),(51 7341847),(52 7125210),(53 6966134.5),(54 6953648),(55 6950287.5),(56 6791885),(57 6748031),(58 6789248),(59 6746621),(60 6830705),(61 6921770),(62 6785491),(63 6785773),(64 6871938),(65 7029504),(66 7153955.5),(67 7213650),(68 7200392.5),(69 7058404.5),(70 6823207.5),(71 6593056),(72 6416097),(73 6271680.5),(74 6188176),(75 6114401),(76 5980509.5),(77 5917760.5),(78 5979545),(79 6098095.5),
(1 573369.3),(2 1781363.1),(3 2972883),(4 3920363.3),(5 4611661),(6 5039891),(7 5114179.5),(8 4896539),(9 4598736),(10 4395610),(11 4335319),(12 4387476.5),(13 4603581.5),(14 4930158),(15 5182324.5),(16 5255470.5),(17 5239357),(18 5319599.5),(19 5565474.5),(20 5836601.5),(21 5999998.5),(22 6114455.5),(23 6304282.5),(24 6489127.5),(25 6540521.5),(26 6602575),(27 6590006.5),(28 6422909),(29 6197331.5),(30 6230892.5),(31 6183061),(32 6104369),(33 6215399),(34 6473889),(35 6602087),(36 6727110.5),(37 6986484.5),(38 7064620.5),(39 7127798),(40 7171775.5),(41 7148425),(42 7119803.5),(43 7038794.5),(44 6966576),(45 6989569.5),(46 7011549),(47 6932802),(48 6941460.5),(49 7044319.5),(50 7094583.5),(51 7040055.5),(52 6897643),(53 6698146.5),(54 6673399),(55 6677320),(56 6541522.5),(57 6548376.5),(58 6665523),(59 6700977),(60 6886461.5),(61 6983161.5),(62 6920849.5),(63 6940344.5),(64 7001078),(65 7141862.5),(66 7246255),(67 7248047),(68 7196307.5),(69 7063390.5),(70 6854261.5),(71 6606153),(72 6377039),(73 6218799.5),(74 6215358.5),(75 6166283),(76 5967930.5),(77 5828049),(78 5820222.5),(79 5848814),
(1 541944.75),(2 1602755),(3 2552642),(4 3301097.8),(5 3901124.3),(6 4288025.5),(7 4354153.5),(8 4197897),(9 3979635.8),(10 3828305.8),(11 3778573.8),(12 3824257.5),(13 4012363.5),(14 4285830),(15 4457133.5),(16 4507942),(17 4572558.5),(18 4737127),(19 4944059),(20 5090355),(21 5199184),(22 5388082),(23 5619252),(24 5751203),(25 5837263),(26 5925920.5),(27 5869400.5),(28 5644369.5),(29 5520487),(30 5584352),(31 5417537.5),(32 5329049),(33 5462668.5),(34 5609448.5),(35 5751635),(36 5947377.5),(37 6139979),(38 6140173.5),(39 6213114),(40 6095298),(41 5972774),(42 5959873.5),(43 6022949),(44 6024269.5),(45 6076715),(46 6190652),(47 6297204.5),(48 6358190),(49 6406861),(50 6418275),(51 6256854.5),(52 6057994),(53 5925069.5),(54 5827803),(55 5796422.5),(56 5831445.5),(57 5863212),(58 5902771.5),(59 6012540),(60 6050248.5),(61 6075609),(62 6097548),(63 6112147.5),(64 6157029.5),(65 6230523),(66 6274299.5),(67 6270571.5),(68 6268922),(69 6266301),(70 6235290.5),(71 6167416.5),(72 6092511),(73 6034912.5),(74 6011376.5),(75 5926242),(76 5772147),(77 5727786),(78 5821149),(79 5949902),
(1 500219.22),(2 1392993),(3 2096053.4),(4 2635047.8),(5 3077739.5),(6 3402560.8),(7 3517116),(8 3434216.8),(9 3301690),(10 3282124.3),(11 3376877.5),(12 3500847.8),(13 3663159.5),(14 3846218.8),(15 3985609.3),(16 4106989.5),(17 4266635.5),(18 4405928.5),(19 4459390.5),(20 4492715.5),(21 4598766.5),(22 4750727.5),(23 4837136),(24 4862158.5),(25 4906906),(26 4932401),(27 4840382),(28 4724576),(29 4661500.5),(30 4460997.5),(31 4270383.5),(32 4243857.5),(33 4373988.5),(34 4354606.5),(35 4436226.5),(36 4547280),(37 4516114.5),(38 4567518),(39 4504806),(40 4392429.5),(41 4388066),(42 4466536),(43 4633961.5),(44 4689842.5),(45 4729930),(46 4779395),(47 4830190),(48 4877114.5),(49 4907297),(50 4853294.5),(51 4751095),(52 4826507.5),(53 4927595.5),(54 4919688),(55 4987821.5),(56 5062944),(57 4936159),(58 5009070.5),(59 5133144.5),(60 5073310),(61 5217316),(62 5156343),(63 5166721),(64 5194962.5),(65 5246330),(66 5298456),(67 5340529.5),(68 5352514),(69 5348939.5),(70 5346881.5),(71 5270898),(72 5121350),(73 4980833.5),(74 4889192),(75 4824744),(76 4753592),(77 4748997.5),(78 4841736),(79 4943818.5),
(1 480142.97),(2 1282469.5),(3 1880545.5),(4 2354991.5),(5 2726575.5),(6 2999773.5),(7 3108012.8),(8 3052356.8),(9 2991657),(10 3040412),(11 3136395),(12 3172566.3),(13 3219197.8),(14 3314471.5),(15 3406155.5),(16 3509306.8),(17 3585695),(18 3568076.3),(19 3546669.8),(20 3617473.8),(21 3756817),(22 3864547.5),(23 3927009),(24 4008082.5),(25 4027378),(26 3967724.3),(27 3908401.5),(28 3960491.5),(29 3801128.5),(30 3665870.3),(31 3630000),(32 3634708.5),(33 3632487),(34 3644113.5),(35 3737862.5),(36 3748967),(37 3902796.5),(38 3943089),(39 3857959.5),(40 3900370.8),(41 3843714),(42 3922373.8),(43 4027277.5),(44 4190186.5),(45 4248791.5),(46 4327077),(47 4401115.5),(48 4467126.5),(49 4496802),(50 4502279),(51 4477516.5),(52 4464056.5),(53 4432844.5),(54 4353454.5),(55 4393827),(56 4328953.5),(57 4285502.5),(58 4392536.5),(59 4364950),(60 4398658.5),(61 4432268),(62 4404840.5),(63 4428970.5),(64 4452721.5),(65 4460370),(66 4495791),(67 4562332),(68 4609050),(69 4620983),(70 4625920),(71 4577265.5),(72 4499794.5),(73 4445355),(74 4414169.5),(75 4412848.5),(76 4399136),(77 4411714),(78 4478321),(79 4516418),
(1 429019.75),(2 1091756.4),(3 1547032),(4 1965963.6),(5 2331622),(6 2555820.3),(7 2620168),(8 2610184.8),(9 2632890.5),(10 2747787),(11 2845365.3),(12 2841094),(13 2896729),(14 3056095.3),(15 3181476.8),(16 3234566),(17 3267622),(18 3291684),(19 3331273.8),(20 3345745),(21 3353947),(22 3407492.8),(23 3462954.5),(24 3493042),(25 3495117),(26 3497873.3),(27 3556725),(28 3484483.8),(29 3395649),(30 3373528.8),(31 3403605),(32 3412409.8),(33 3430936.8),(34 3439191.8),(35 3428327),(36 3505224.3),(37 3601540.8),(38 3606072.5),(39 3664796.5),(40 3640706.3),(41 3725376.5),(42 3757954.5),(43 3899840),(44 3953990.5),(45 4050452.8),(46 4147558.5),(47 4250702.5),(48 4297237),(49 4257589),(50 4247461.5),(51 4241382),(52 4163032.3),(53 4127769.5),(54 4193634.3),(55 4157943),(56 4120927.5),(57 4136274.5),(58 4056638.3),(59 4099770),(60 4047547.3),(61 4081355.8),(62 4079419.3),(63 4078472.8),(64 4056916.8),(65 4034322.5),(66 4057928.3),(67 4140889),(68 4171516),(69 4101821.5),(70 4085684.3),(71 4090523.8),(72 4012955.8),(73 3972880.8),(74 3960563.5),(75 3912828),(76 3885180),(77 3931132.5),(78 4011957.3),(79 4064407),
(1 422377.53),(2 985728),(3 1327023.3),(4 1687274.4),(5 1956570.5),(6 2091719.4),(7 2150101.3),(8 2145158.8),(9 2166456.5),(10 2284941.3),(11 2385105.3),(12 2379970),(13 2448866),(14 2632193.8),(15 2746246.8),(16 2785287),(17 2792701.8),(18 2800642.5),(19 2829380.3),(20 2821689),(21 2798237.5),(22 2843358.5),(23 2943688.8),(24 2977077),(25 2968379.5),(26 3022166.5),(27 2966163.3),(28 2893256.3),(29 2848790.3),(30 2883071.5),(31 2882340.8),(32 2862057.8),(33 2841313.3),(34 2849985.3),(35 2932943),(36 3023874.3),(37 3084977),(38 3203896.5),(39 3257761),(40 3402332),(41 3473723.8),(42 3587497),(43 3636201.3),(44 3688014.3),(45 3730819.5),(46 3797775.5),(47 3844130.8),(48 3868054.5),(49 3834064.5),(50 3859510),(51 3852241.8),(52 3785356.5),(53 3773144),(54 3752329.5),(55 3705006.8),(56 3720430.8),(57 3669716),(58 3661154),(59 3705726.5),(60 3618819.5),(61 3680078.3),(62 3660156.3),(63 3624711.8),(64 3580581.5),(65 3553641.3),(66 3553445.5),(67 3585933.5),(68 3603977.3),(69 3538926.3),(70 3538097),(71 3566566.5),(72 3477241.3),(73 3391637),(74 3369212.3),(75 3337632.8),(76 3358141.3),(77 3467679.5),(78 3619831.5),(79 3720304.8),
(1 414254.25),(2 922868.9),(3 1229459),(4 1555487.3),(5 1752385.5),(6 1870272),(7 1963833.8),(8 2004918),(9 2056302),(10 2184146.8),(11 2295761),(12 2288221),(13 2327785.5),(14 2455685.5),(15 2536029.5),(16 2609539.5),(17 2669045),(18 2702378.8),(19 2758240.3),(20 2771317.8),(21 2761155.8),(22 2852894),(23 2982870.3),(24 2998191.8),(25 2947836.3),(26 2917684.3),(27 2845429.8),(28 2813587),(29 2769662.8),(30 2771278.8),(31 2720651),(32 2637783.8),(33 2601212.3),(34 2616054),(35 2656144.3),(36 2728795),(37 2774856.8),(38 2816292.3),(39 2864319.5),(40 2919086.3),(41 3064434.3),(42 3146420.5),(43 3240038.3),(44 3258003.5),(45 3286762.8),(46 3322000.3),(47 3353260.3),(48 3416520.3),(49 3454705.5),(50 3479748.5),(51 3452305.8),(52 3392034),(53 3335283.5),(54 3298205),(55 3326730.3),(56 3289081),(57 3258557.3),(58 3289769.8),(59 3218847.8),(60 3165003.5),(61 3169569.3),(62 3182819),(63 3145903.8),(64 3092404),(65 3053475.3),(66 3012985),(67 3018486.3),(68 3049524.8),(69 2999629),(70 2994692.5),(71 3025640.3),(72 2926690.3),(73 2870029),(74 2874061),(75 2839165.8),(76 2890318.3),(77 3062413),(78 3266368),(79 3365823),
(1 400506.03),(2 885021),(3 1181117.3),(4 1481968.6),(5 1644803.5),(6 1746644.5),(7 1851662.1),(8 1944982.5),(9 2029068.6),(10 2148618.5),(11 2260404),(12 2288704.8),(13 2345105.5),(14 2424512),(15 2464972.8),(16 2525345.5),(17 2559580.8),(18 2515312.5),(19 2509330),(20 2507735.8),(21 2498352),(22 2582447.3),(23 2682355.8),(24 2640201),(25 2581902.3),(26 2538437),(27 2525965),(28 2500122.5),(29 2474159),(30 2471022.5),(31 2374525.3),(32 2362926),(33 2388083),(34 2379467.3),(35 2468279.5),(36 2524872),(37 2569178.8),(38 2595059.3),(39 2624376),(40 2681644.8),(41 2840196.8),(42 2881145),(43 2893895),(44 2867733),(45 2866868),(46 2866748),(47 2805785.3),(48 2802936.3),(49 2812961.8),(50 2802557.3),(51 2725457.5),(52 2710464.3),(53 2657788.3),(54 2629520.8),(55 2635437.5),(56 2566642.5),(57 2552647.8),(58 2564005.5),(59 2540637.5),(60 2532810.3),(61 2564900.5),(62 2568483.5),(63 2517888),(64 2487904.5),(65 2488883),(66 2480622.3),(67 2488151.5),(68 2519436.5),(69 2516477.8),(70 2519674),(71 2527369.5),(72 2469415.8),(73 2448356.8),(74 2481004.8),(75 2518186.8),(76 2619915.8),(77 2765028.8),(78 2904633.8),(79 2938326.8),
(1 400926.94),(2 866787.56),(3 1153157),(4 1436225.5),(5 1564029.1),(6 1634258.9),(7 1713945.1),(8 1799412.1),(9 1879412.8),(10 1977502.6),(11 2106018.5),(12 2196955.8),(13 2294766.5),(14 2388760.5),(15 2430725.8),(16 2470345),(17 2482208.8),(18 2464145.3),(19 2480274.3),(20 2462004),(21 2499447.8),(22 2568082.5),(23 2505130),(24 2461518.3),(25 2415883),(26 2412483.8),(27 2423304.3),(28 2368063.3),(29 2405985.8),(30 2335856.3),(31 2330044.8),(32 2325690),(33 2328762.8),(34 2351578),(35 2418289),(36 2480894.5),(37 2543299.3),(38 2584689),(39 2638116),(40 2695132.5),(41 2794327),(42 2826654.5),(43 2837674.8),(44 2833112),(45 2850876),(46 2873409),(47 2825076.8),(48 2761462.5),(49 2765360),(50 2719805.8),(51 2629279),(52 2586876.5),(53 2551929.3),(54 2519862.5),(55 2507348),(56 2456609),(57 2462493),(58 2455776.5),(59 2452175),(60 2419171.8),(61 2430404.3),(62 2397910),(63 2410793),(64 2428944.3),(65 2455938.5),(66 2473588.3),(67 2505830.8),(68 2541510.5),(69 2555277.3),(70 2542736.3),(71 2529683),(72 2502084.8),(73 2499217.5),(74 2526248),(75 2523310),(76 2548034.8),(77 2608406),(78 2688682),(79 2719674.3),
(1 386421.5),(2 803824.7),(3 1043775.4),(4 1250837.5),(5 1315109.8),(6 1361261.5),(7 1409675.9),(8 1467966.9),(9 1527231.3),(10 1606463.3),(11 1715971.9),(12 1781722.1),(13 1839165.4),(14 1890416.8),(15 1890865.8),(16 1901808.9),(17 1929832),(18 1944506.3),(19 1980888.1),(20 2044704),(21 2136620.8),(22 2112381),(23 2070256),(24 2122864),(25 2133071),(26 2211556),(27 2191438.5),(28 2227341.3),(29 2249481.3),(30 2237116),(31 2215533.8),(32 2219646.5),(33 2220845.3),(34 2267491.3),(35 2290839.8),(36 2396116.5),(37 2404809.5),(38 2410157.5),(39 2388607),(40 2407624.3),(41 2435421.5),(42 2468731),(43 2483786),(44 2535264),(45 2547653.8),(46 2517877.5),(47 2437671),(48 2413784.5),(49 2398554.3),(50 2360351.3),(51 2347591.8),(52 2330873.3),(53 2301925),(54 2325195),(55 2289391),(56 2292430.8),(57 2270282.8),(58 2300469.8),(59 2265709.8),(60 2235690.3),(61 2186382.5),(62 2177076.5),(63 2175315.5),(64 2193170.3),(65 2191271),(66 2184501),(67 2218649.3),(68 2254832),(69 2244509.3),(70 2228605.3),(71 2236219.5),(72 2215840),(73 2209755.3),(74 2203050),(75 2178367.3),(76 2222770.8),(77 2265289.5),(78 2334191.5),(79 2383692.3),
(1 374375.44),(2 748418.1),(3 967646.1),(4 1145336),(5 1205444.6),(6 1242583.1),(7 1259723.6),(8 1305917.3),(9 1366220.6),(10 1445774.3),(11 1556876.3),(12 1657979),(13 1762305.9),(14 1837778.5),(15 1833538.3),(16 1841761.1),(17 1889003.8),(18 1907911.6),(19 1950285.8),(20 2016433.5),(21 2036457.9),(22 2017444.4),(23 2037537.1),(24 2079541.5),(25 2134817),(26 2149716.5),(27 2175393.5),(28 2190789.3),(29 2196509.3),(30 2208699),(31 2205254.3),(32 2174422.3),(33 2192503.5),(34 2177866.3),(35 2212783),(36 2246878),(37 2206440.5),(38 2193362.3),(39 2201702.8),(40 2185310),(41 2231357.8),(42 2264982.8),(43 2298042.3),(44 2316784),(45 2290238.8),(46 2217439.5),(47 2199706),(48 2196254.5),(49 2157876.5),(50 2153874.3),(51 2140110.8),(52 2107248),(53 2083116.4),(54 2056072),(55 2028920.3),(56 2029405.1),(57 2005582.6),(58 2047078.6),(59 1988964.6),(60 1977247.6),(61 1942103.6),(62 1877174.1),(63 1855216),(64 1849283.3),(65 1844447.8),(66 1838634.3),(67 1875730.9),(68 1879546.5),(69 1860193.8),(70 1866376.8),(71 1854458.6),(72 1846037.8),(73 1850802.3),(74 1822921.9),(75 1829246.3),(76 1895801.9),(77 1936376.4),(78 1985421.9),(79 2014145.4),
(1 351104.8),(2 677095.25),(3 853321.5),(4 1005602.4),(5 1072450.9),(6 1118347.3),(7 1125230.3),(8 1171251.5),(9 1239182.6),(10 1306061.4),(11 1409498.6),(12 1493614.3),(13 1547794.1),(14 1594219.3),(15 1592829.4),(16 1603836.8),(17 1643403.4),(18 1672264.1),(19 1703500.6),(20 1706996.6),(21 1730188.5),(22 1758848.5),(23 1760751.5),(24 1806501.9),(25 1812408.9),(26 1834552),(27 1842121.1),(28 1827265.6),(29 1838660.5),(30 1857164.1),(31 1859755.3),(32 1869464),(33 1854134.8),(34 1877271.5),(35 1875422.9),(36 1895632.8),(37 1941290.1),(38 1938249.8),(39 1927353.3),(40 1891650.5),(41 1911630.8),(42 1957164.8),(43 1950605.9),(44 1938421.1),(45 1919588.3),(46 1903862.4),(47 1897231.3),(48 1864194),(49 1845563),(50 1827383.9),(51 1807803.9),(52 1823821.5),(53 1810916.6),(54 1826041.8),(55 1810643.5),(56 1790387.9),(57 1800135.6),(58 1819514.6),(59 1783315.3),(60 1763666.9),(61 1748832.8),(62 1728000.8),(63 1707611.5),(64 1705281.6),(65 1702702.3),(66 1698318.9),(67 1714073.1),(68 1728625.3),(69 1714986.9),(70 1699728.4),(71 1680205.5),(72 1650483.3),(73 1631674.5),(74 1606547.9),(75 1588670.8),(76 1637776),(77 1669294.9),(78 1685955.5),(79 1705570.3),
