1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 4019.7852),(2 6775.817),(3 8153.8945),(4 8818.578),(5 9369.726),(6 10559.11),(7 11645.612),(8 12414.078),(9 13245.099),(10 13869.156),(11 14531.215),(12 15098.95),(13 15586.786),(14 15832.042),(15 16160.811),(16 16626.63),(17 16841.113),(18 17129.807),(19 17410.13),(20 17883.414),(21 18605.193),(22 19174.635),(23 19522.965),(24 19918.82),(25 20321.252),(26 20886.914),(27 21512.676),(28 21873.943),(29 22359.219),(30 22584.426),(31 22892.35),(32 23280.795),(33 23548.807),(34 23388.861),(35 23183.338),(36 23007.566),(37 22699.97),(38 22485.582),(39 22118.613),(40 21510.918),(41 20955.004),(42 20268.71),(43 19617.957),(44 18878.902),(45 18327.654),(46 17882.148),(47 17297.63),(48 16759.977),(49 16488.01),(50 16071.588),(51 15896.612),(52 15640.721),(53 15421.312),(54 15433.661),(55 15591.701),(56 15634.336),(57 15745.197),(58 15925.177),(59 15919.147),(60 16048.681),(61 16421.088),(62 16889.623),(63 17202.992),(64 17386.47),(65 17402.82),(66 17627.885),(67 17809.904),(68 18253.262),(69 18526.053),(70 18615.1),(71 18687.42),(72 18667.717),(73 19013.926),(74 19113.59),(75 19523.41),(76 19514.014),(77 19615.197),(78 19833.023),(79 20316.385),
(1 3978.8608),(2 6602.8965),(3 7987.0903),(4 8542.596),(5 9156.649),(6 10245.9),(7 11292.1045),(8 12199.086),(9 12946.34),(10 13472.218),(11 14021.541),(12 14634.243),(13 15127.745),(14 15380.972),(15 15824.084),(16 16023.214),(17 16429.283),(18 16839.35),(19 17089.15),(20 17421.19),(21 18096.28),(22 18657.986),(23 19026.322),(24 19341.979),(25 19723.57),(26 20342.31),(27 20879.21),(28 21319.36),(29 21661.795),(30 21719.393),(31 21787.646),(32 21916.693),(33 22092.29),(34 22092.44),(35 21874.785),(36 21406.453),(37 20960.814),(38 20618.396),(39 20139.78),(40 19581.414),(41 19054.486),(42 18391.67),(43 17697.389),(44 17108.43),(45 16672.447),(46 16488.117),(47 16120.065),(48 15893.11),(49 15616.522),(50 15388.257),(51 15419.185),(52 15367.912),(53 15240.8125),(54 15265.112),(55 15301.536),(56 15343.281),(57 15442.371),(58 15437.241),(59 15468.781),(60 15748.669),(61 16161.226),(62 16499.824),(63 16739.47),(64 17106.832),(65 17072.938),(66 17407.133),(67 17770.477),(68 18124.766),(69 18228.645),(70 18275.438),(71 18331.564),(72 18505.785),(73 18582.38),(74 18987.633),(75 19211.17),(76 19403.865),(77 19407.852),(78 19623.324),(79 19838.895),
(1 3916.0667),(2 6492.45),(3 7603.205),(4 8097.7246),(5 8725.343),(6 9714.635),(7 10564.249),(8 11364.944),(9 11954.01),(10 12556.515),(11 13291.715),(12 13830.494),(13 14371.907),(14 14639.181),(15 15088.138),(16 15466.269),(17 15837.996),(18 16037.244),(19 16243.41),(20 16497.25),(21 16938.6),(22 17447.885),(23 17801.148),(24 18066.387),(25 18509.473),(26 18882.191),(27 19458.137),(28 19948.412),(29 20332.49),(30 20525.273),(31 20756.543),(32 20742.863),(33 20781.016),(34 20819.035),(35 20725.055),(36 20383.777),(37 20089.732),(38 19797.043),(39 19353.713),(40 18706.86),(41 18292.197),(42 17761.635),(43 16990.102),(44 16565.334),(45 16309.21),(46 15977.681),(47 15665.642),(48 15331.157),(49 15024.21),(50 14816.882),(51 14739.524),(52 14537.962),(53 14376.9795),(54 14498.975),(55 14521.711),(56 14489.657),(57 14669.048),(58 14606.306),(59 14681.901),(60 15207.716),(61 15572.284),(62 15879.106),(63 16260.563),(64 16470.059),(65 16619.988),(66 16873.48),(67 17234.082),(68 17362.188),(69 17483.39),(70 17563.047),(71 17619.342),(72 17786.547),(73 17783.24),(74 18208.305),(75 18325.373),(76 18286.018),(77 18492.584),(78 18689.621),(79 18894.832),
(1 3973.3337),(2 6473.503),(3 7630.4834),(4 8084.0225),(5 8741.215),(6 9872.159),(7 10730.614),(8 11375.2),(9 12066.531),(10 12715.581),(11 13446.862),(12 13737.618),(13 14211.14),(14 14589.099),(15 14948.272),(16 15412.709),(17 15676.585),(18 15941.066),(19 16289.261),(20 16655.883),(21 17030.223),(22 17491.71),(23 17817.984),(24 18129.494),(25 18417.584),(26 18656.783),(27 19107.836),(28 19677.887),(29 19921.768),(30 20081.438),(31 20156.04),(32 20241.396),(33 20030.5),(34 19910.385),(35 19797.682),(36 19415.273),(37 19257.213),(38 19035.412),(39 18524.965),(40 18031.828),(41 17411.898),(42 16757.338),(43 16067.087),(44 15722.265),(45 15422.913),(46 15022.245),(47 14748.972),(48 14652.454),(49 14420.628),(50 14252.47),(51 14172.787),(52 13979.717),(53 13877.569),(54 13986.834),(55 13972.483),(56 13977.922),(57 14193.413),(58 14211.624),(59 14199.001),(60 14480.341),(61 14972.964),(62 15332.451),(63 15597.08),(64 15824.304),(65 16018.57),(66 16369.5625),(67 16629.65),(68 16807.293),(69 16892.46),(70 17007.955),(71 16820.496),(72 17104.996),(73 17295.053),(74 17635.465),(75 17860.71),(76 17772.715),(77 17935.057),(78 18183.828),(79 18561.516),
(1 3694.702),(2 6124.6567),(3 7177.501),(4 7737.6597),(5 8368.918),(6 9263.753),(7 10071.7),(8 10821.228),(9 11548.97),(10 12130.888),(11 12671.3545),(12 13169.061),(13 13739.504),(14 14132.491),(15 14676.502),(16 14961.762),(17 15283.929),(18 15506.873),(19 15817.925),(20 16177.409),(21 16695.664),(22 16977.934),(23 17307.963),(24 17596.803),(25 18019.541),(26 18215.01),(27 18802.643),(28 19245.7),(29 19540.598),(30 19709.875),(31 19692.176),(32 19798.316),(33 19837.729),(34 19575.941),(35 19346.074),(36 19025.01),(37 18617.635),(38 18162.818),(39 17652.86),(40 17123.117),(41 16639.393),(42 15852.19),(43 15597.895),(44 15272.201),(45 14723.544),(46 14282.158),(47 14162.915),(48 14017.649),(49 13831.561),(50 13623.849),(51 13805.776),(52 13641.06),(53 13470.337),(54 13684.725),(55 13582.752),(56 13650.014),(57 13853.602),(58 13980.404),(59 14102.448),(60 14325.949),(61 14532.315),(62 14867.728),(63 15118.698),(64 15097.084),(65 15352.45),(66 15598.624),(67 15860.745),(68 16093.508),(69 16125.88),(70 16235.69),(71 16356.181),(72 16557.037),(73 16815.898),(74 17136.857),(75 17199.613),(76 17209.527),(77 17437.512),(78 17764.43),(79 18032.371),
(1 3871.4321),(2 6358.7207),(3 7432.2456),(4 7998.935),(5 8600.987),(6 9589.985),(7 10344.665),(8 11107.1875),(9 11920.37),(10 12665.061),(11 13040.363),(12 13539.17),(13 13900.683),(14 14403.769),(15 15001.984),(16 15063.6455),(17 15202.363),(18 15556.013),(19 15989.632),(20 16284.85),(21 16649.934),(22 16994.361),(23 17392.396),(24 17748.94),(25 18158.826),(26 18383.22),(27 19095.504),(28 19551.092),(29 20033.281),(30 20308.008),(31 20409.191),(32 20565.172),(33 20660.459),(34 20624.758),(35 20570.379),(36 20264.717),(37 19982.676),(38 19395.209),(39 18697.488),(40 18010.367),(41 17407.564),(42 16902.848),(43 16302.331),(44 15652.681),(45 14996.604),(46 14496.097),(47 14109.352),(48 13759.658),(49 13548.433),(50 13163.004),(51 13177.198),(52 13046.385),(53 12993.827),(54 13090.783),(55 13331.683),(56 13380.115),(57 13688.348),(58 13947.292),(59 14162.956),(60 14405.678),(61 14698.8),(62 15265.073),(63 15489.215),(64 15775.275),(65 15928.634),(66 16105.076),(67 16294.814),(68 16571.104),(69 16851.354),(70 16992.309),(71 17224.094),(72 17349.38),(73 17565.697),(74 17686.672),(75 17735.135),(76 17872.002),(77 18010.137),(78 18222.07),(79 18474.951),
(1 3758.564),(2 6142.0254),(3 7228.4414),(4 7578.3853),(5 8107.2275),(6 9125.166),(7 10046.489),(8 10637.53),(9 11197.679),(10 11742.491),(11 12397.287),(12 12979.783),(13 13461.187),(14 13928.028),(15 14387.623),(16 14755.478),(17 15023.847),(18 15273.095),(19 15602.58),(20 15973.071),(21 16156.675),(22 16337.97),(23 16854.793),(24 17323.908),(25 17762.074),(26 18002.516),(27 18466.79),(28 19049.684),(29 19403.434),(30 19655.766),(31 19734.479),(32 19825.27),(33 19730.387),(34 19700.588),(35 19552.943),(36 19313.14),(37 19060.61),(38 18635.7),(39 17952.215),(40 17353.924),(41 16887.709),(42 16450.117),(43 16032.283),(44 15528.851),(45 14984.756),(46 14532.285),(47 14299.672),(48 14056.343),(49 13838.164),(50 13796.427),(51 13720.266),(52 13724.756),(53 13570.932),(54 13568.58),(55 13697.935),(56 13901.165),(57 14021.421),(58 14136.985),(59 14198.128),(60 14664.543),(61 15010.436),(62 15355.521),(63 15637.9375),(64 16042.922),(65 16198.312),(66 16256.907),(67 16444.617),(68 16601.518),(69 16894.666),(70 16861.48),(71 16841.186),(72 16966.826),(73 17026.008),(74 17123.412),(75 17364.596),(76 17471.953),(77 17715.389),(78 17893.318),(79 18190.322),
(1 3678.522),(2 5928.8813),(3 6696.622),(4 7045.8228),(5 7699.237),(6 8724.14),(7 9519.327),(8 10129.553),(9 10871.289),(10 11525.066),(11 12106.843),(12 12421.652),(13 12741.108),(14 13150.821),(15 13474.5),(16 13741.943),(17 14042.275),(18 14231.185),(19 14470.649),(20 14698.861),(21 14887.206),(22 15175.376),(23 15339.915),(24 15708.67),(25 15977.62),(26 16267.015),(27 16549.004),(28 16871.729),(29 17301.396),(30 17446.516),(31 17454.105),(32 17700.328),(33 17691.566),(34 17591.918),(35 17423.504),(36 17341.191),(37 17175.922),(38 16733.71),(39 16222.445),(40 15748.441),(41 15312.03),(42 14877.968),(43 14747.21),(44 14305.257),(45 13922.755),(46 13608.289),(47 13354.544),(48 13172.712),(49 13060.789),(50 13000.381),(51 13005.995),(52 12961.613),(53 12861.12),(54 12929.41),(55 13012.599),(56 13198.895),(57 13320.098),(58 13506.009),(59 13738.775),(60 13794.071),(61 14116.215),(62 14268.117),(63 14568.351),(64 14549.878),(65 14725.586),(66 14834.158),(67 15085.063),(68 15282.324),(69 15406.706),(70 15271.837),(71 15274.533),(72 15311.477),(73 15423.798),(74 15479.768),(75 15818.555),(76 15747.507),(77 15814.246),(78 15920.257),(79 16203.429),
(1 3693.098),(2 6000.829),(3 6714.316),(4 6933.4463),(5 7649.776),(6 8618.792),(7 9298.418),(8 9915.934),(9 10625.521),(10 11196.869),(11 11846.3955),(12 12281.775),(13 12658.939),(14 13154.027),(15 13464.768),(16 13776.612),(17 14047.177),(18 14193.652),(19 14558.504),(20 15100.34),(21 15390.452),(22 15655.22),(23 15955.009),(24 16425.457),(25 16800.875),(26 16818.303),(27 17268.066),(28 17707.41),(29 18096.96),(30 18171.834),(31 18152.164),(32 18347.555),(33 18203.672),(34 17815.398),(35 17540.16),(36 17195.654),(37 16948.018),(38 16431.377),(39 15858.757),(40 15574.561),(41 15062.616),(42 14549.582),(43 14328.39),(44 13943.962),(45 13437.358),(46 13073.316),(47 12921.334),(48 12798.21),(49 12708.732),(50 12732.689),(51 12808.548),(52 12931.893),(53 13032.983),(54 13120.906),(55 13252.214),(56 13539.136),(57 13813.201),(58 13986.89),(59 14034.605),(60 14292.91),(61 14506.981),(62 14758.271),(63 14933.046),(64 15028.983),(65 15072.336),(66 15100.557),(67 15328.167),(68 15533.627),(69 15722.633),(70 15633.271),(71 15683.406),(72 15804.041),(73 15841.058),(74 15968.325),(75 16012.978),(76 16157.519),(77 16491.684),(78 16618.055),(79 16726.95),
(1 3591.3333),(2 5811.6875),(3 6563.648),(4 6946.9717),(5 7540.9536),(6 8525.561),(7 9410.77),(8 10113.859),(9 10835.275),(10 11401.885),(11 11847.864),(12 12200.871),(13 12505.766),(14 13053.163),(15 13439.07),(16 13563.419),(17 13955.067),(18 14142.331),(19 14452.077),(20 14917.258),(21 15329.656),(22 15579.756),(23 15798.726),(24 16134.202),(25 16467.822),(26 16687.33),(27 16998.46),(28 17348.309),(29 17594.16),(30 17708.982),(31 17964.363),(32 17926.79),(33 17961.63),(34 17661.52),(35 17330.691),(36 16989.473),(37 16635.348),(38 16205.169),(39 15702.423),(40 15267.927),(41 14677.223),(42 14219.127),(43 14021.314),(44 13715.288),(45 13191.555),(46 12956.345),(47 12763.164),(48 12677.87),(49 12556.33),(50 12592.736),(51 12678.128),(52 12562.039),(53 12742.109),(54 13013.961),(55 13162.245),(56 13428.918),(57 13727.174),(58 13883.987),(59 14007.286),(60 14321.245),(61 14663.641),(62 14853.426),(63 15001.447),(64 15189.06),(65 15277.018),(66 15320.973),(67 15422.809),(68 15636.659),(69 15631.652),(70 15544.172),(71 15554.869),(72 15682.264),(73 15765.219),(74 15995.335),(75 16003.86),(76 16018.157),(77 16265.932),(78 16404.484),(79 16519.656),
(1 3521.0417),(2 5759.4565),(3 6529.6323),(4 6844.205),(5 7435.42),(6 8441.242),(7 9164.452),(8 9770.507),(9 10328.677),(10 10858.494),(11 11405.108),(12 11751.326),(13 12105.646),(14 12461.043),(15 12870.075),(16 13122.154),(17 13529.076),(18 13640.9375),(19 13903.382),(20 14379.604),(21 14621.918),(22 14938.095),(23 15245.939),(24 15539.431),(25 15772.733),(26 16149.462),(27 16423.365),(28 16816.457),(29 17129.32),(30 17252.066),(31 17341.879),(32 17360.36),(33 17222.105),(34 17067.209),(35 16770.373),(36 16664.871),(37 16376.168),(38 15895.897),(39 15301.122),(40 14781.6455),(41 14208.053),(42 13882.687),(43 13660.802),(44 13274.607),(45 13030.987),(46 12956.59),(47 12831.229),(48 12737.159),(49 12601.017),(50 12628.529),(51 12734.728),(52 12717.224),(53 12814.529),(54 12987.892),(55 13090.695),(56 13080.967),(57 13125.8955),(58 13207.065),(59 13480.248),(60 13862.138),(61 14135.347),(62 14244.755),(63 14362.166),(64 14631.856),(65 14789.025),(66 14932.462),(67 14882.998),(68 14844.542),(69 14874.384),(70 14910.035),(71 15021.291),(72 15188.741),(73 15343.761),(74 15300.412),(75 15419.147),(76 15572.147),(77 15659.046),(78 15852.441),(79 16030.035),
(1 3409.2124),(2 5497.9854),(3 6178.7563),(4 6542.1514),(5 6985.9727),(6 7735.623),(7 8471.974),(8 9052.929),(9 9680.244),(10 10165.833),(11 10681.092),(12 11016.292),(13 11245.407),(14 11685.679),(15 11945.869),(16 12125.553),(17 12408.728),(18 12600.086),(19 12849.082),(20 13358.982),(21 13643.776),(22 13853.171),(23 14061.152),(24 14397.404),(25 14625.467),(26 14798.95),(27 15222.988),(28 15633.467),(29 15842.267),(30 16042.767),(31 16115.038),(32 16222.027),(33 16134.773),(34 15999.495),(35 15943.132),(36 15693.792),(37 15457.865),(38 14952.583),(39 14547.071),(40 14058.715),(41 13616.22),(42 13196.66),(43 12857.899),(44 12532.334),(45 12360.772),(46 12044.674),(47 11871.446),(48 11860.029),(49 11708.634),(50 11794.066),(51 11880.96),(52 11931.759),(53 11955.361),(54 11989.582),(55 12161.582),(56 12300.239),(57 12336.42),(58 12491.549),(59 12843.007),(60 13145.384),(61 13283.913),(62 13395.037),(63 13521.971),(64 13658.057),(65 13845.608),(66 13987.147),(67 13974.622),(68 14031.685),(69 14170.527),(70 14317.486),(71 14397.678),(72 14553.282),(73 14566.163),(74 14565.896),(75 14606.27),(76 14706.101),(77 14749.628),(78 14948.13),(79 14977.361),
(1 3440.5469),(2 5576.9375),(3 6195.692),(4 6640.4663),(5 7283.6445),(6 8174.109),(7 8871.568),(8 9373.047),(9 9984.017),(10 10447.218),(11 10944.274),(12 11263.783),(13 11642.298),(14 12094.674),(15 12575.187),(16 12766.438),(17 12905.502),(18 13053.807),(19 13424.456),(20 13816.534),(21 14084.532),(22 14329.309),(23 14593.179),(24 14849.986),(25 15176.8955),(26 15480.136),(27 15842.765),(28 16260.566),(29 16606.068),(30 16744.945),(31 16795.328),(32 16821.637),(33 16857.566),(34 16615.057),(35 16388.12),(36 16095.193),(37 15803.446),(38 15308.103),(39 14909.531),(40 14469.07),(41 13792.865),(42 13272.372),(43 12937.494),(44 12485.254),(45 12060.781),(46 11864.732),(47 11811.745),(48 11710.448),(49 11550.28),(50 11579.196),(51 11738.626),(52 11859.888),(53 11992.764),(54 12011.576),(55 12151.681),(56 12305.037),(57 12427.965),(58 12651.564),(59 13042.207),(60 13327.314),(61 13420.05),(62 13474.23),(63 13712.654),(64 13847.189),(65 14045.821),(66 14077.407),(67 14248.543),(68 14280.731),(69 14348.988),(70 14565.277),(71 14762.044),(72 14854.805),(73 14916.111),(74 14956.608),(75 15050.554),(76 15349.069),(77 15544.44),(78 15697.1045),(79 15969.796),
(1 3405.1638),(2 5437.464),(3 6123.237),(4 6666.3643),(5 7361.44),(6 8104.932),(7 8864.746),(8 9561.42),(9 10146.632),(10 10649.556),(11 11119.356),(12 11592.938),(13 12015.047),(14 12428.27),(15 12892.622),(16 13171.925),(17 13427.576),(18 13580.511),(19 13915.087),(20 14289.061),(21 14656.632),(22 15034.234),(23 15217.332),(24 15533.789),(25 15709.643),(26 15973.905),(27 16252.735),(28 16490.072),(29 16741.072),(30 16798.342),(31 16970.518),(32 16847.467),(33 16662.283),(34 16507.232),(35 16323.875),(36 16021.161),(37 15527.817),(38 14907.173),(39 14413.404),(40 13970.576),(41 13356.109),(42 12828.461),(43 12450.458),(44 12155.192),(45 11820.584),(46 11663.019),(47 11588.224),(48 11513.519),(49 11708.429),(50 11651.105),(51 11752.347),(52 12012.059),(53 12252.744),(54 12504.76),(55 12724.104),(56 12790.164),(57 13069.396),(58 13305.589),(59 13513.858),(60 13891.067),(61 13935.545),(62 14122.095),(63 14278.632),(64 14448.223),(65 14522.988),(66 14519.688),(67 14568.157),(68 14652.943),(69 14791.447),(70 14865.258),(71 14901.339),(72 14939.783),(73 14969.046),(74 15193.909),(75 15343.931),(76 15473.884),(77 15582.477),(78 15772.787),(79 16023.316),
(1 3272.9707),(2 5349.825),(3 6062.353),(4 6540.546),(5 7048.1646),(6 7821.233),(7 8504.611),(8 8905.203),(9 9410.372),(10 9940.397),(11 10274.143),(12 10631.691),(13 10934.616),(14 11293.891),(15 11679.021),(16 11711.284),(17 11935.679),(18 12274.638),(19 12532.501),(20 12779.504),(21 13136.157),(22 13272.5625),(23 13645.567),(24 14017.327),(25 14279.178),(26 14635.128),(27 14923.308),(28 15035.439),(29 15317.621),(30 15493.002),(31 15719.466),(32 15538.014),(33 15340.39),(34 15029.619),(35 14949.271),(36 14710.924),(37 14350.442),(38 13759.978),(39 13268.073),(40 12749.967),(41 12256.903),(42 11947.225),(43 11475.444),(44 11089.928),(45 10893.593),(46 10646.957),(47 10532.022),(48 10638.964),(49 10597.914),(50 10717.78),(51 10839.5),(52 10964.668),(53 11057.337),(54 11350.311),(55 11583.9375),(56 11725.596),(57 12002.166),(58 12141.086),(59 12384.494),(60 12642.119),(61 12832.721),(62 13059.908),(63 13156.824),(64 13374.451),(65 13458.724),(66 13541.616),(67 13634.442),(68 13716.167),(69 13887.08),(70 13880.157),(71 13923.444),(72 13785.221),(73 13920.155),(74 13966.718),(75 14144.2),(76 14242.769),(77 14230.605),(78 14327.5),(79 14476.617),
(1 3244.211),(2 5156.2993),(3 5765.673),(4 6124.673),(5 6682.168),(6 7516.954),(7 8148.4653),(8 8668.013),(9 9219.707),(10 9825.666),(11 10165.895),(12 10541.161),(13 10962.246),(14 11292.794),(15 11604.589),(16 11821.465),(17 11939.242),(18 12307.896),(19 12679.862),(20 12851.862),(21 13201.767),(22 13355.465),(23 13673.101),(24 14077.958),(25 14303.254),(26 14565.85),(27 14826.067),(28 15026.593),(29 15127.539),(30 15295.112),(31 15432.392),(32 15399.164),(33 15221.965),(34 14944.859),(35 14692.408),(36 14410.426),(37 14053.925),(38 13546.461),(39 13064.034),(40 12533.98),(41 12164.347),(42 11792.823),(43 11425.406),(44 11149.156),(45 10885.732),(46 10608.732),(47 10540.39),(48 10735.1),(49 10770.221),(50 11048.65),(51 11338.846),(52 11419.389),(53 11616.183),(54 11853.049),(55 12112.023),(56 12191.663),(57 12429.046),(58 12570.3),(59 12728.425),(60 13033.57),(61 13265.517),(62 13351.42),(63 13426.675),(64 13612.641),(65 13764.913),(66 13840.9375),(67 13861.093),(68 13944.624),(69 13909.256),(70 14040.663),(71 14209.42),(72 14261.263),(73 14392.309),(74 14595.888),(75 14875.878),(76 14981.887),(77 14914.477),(78 15024.534),(79 15313.602),
(1 3144.5808),(2 4978.114),(3 5702.8765),(4 6273.639),(5 6922.843),(6 7635.825),(7 8314.042),(8 8901.956),(9 9380.859),(10 9933.722),(11 10304.158),(12 10665.847),(13 11096.062),(14 11404.873),(15 11748.269),(16 11851.49),(17 12049.083),(18 12318.566),(19 12482.163),(20 12858.717),(21 13228.105),(22 13427.228),(23 13749.03),(24 14108.445),(25 14295.869),(26 14689.074),(27 14932.118),(28 15128.456),(29 15217.683),(30 15373.915),(31 15485.198),(32 15484.855),(33 15300.56),(34 15086.654),(35 14972.647),(36 14656.039),(37 14225.836),(38 13609.15),(39 12877.299),(40 12458.075),(41 12166.541),(42 11632.33),(43 11161.619),(44 10923.145),(45 10762.364),(46 10579.566),(47 10466.325),(48 10543.765),(49 10680.101),(50 10912.337),(51 11071.549),(52 11268.805),(53 11494.494),(54 11696.941),(55 11838.455),(56 12047.93),(57 12324.866),(58 12637.792),(59 12773.196),(60 13154.492),(61 13603.267),(62 13663.854),(63 13745.178),(64 13966.436),(65 14088.631),(66 14117.44),(67 14123.195),(68 14189.106),(69 14136.842),(70 14318.187),(71 14350.104),(72 14385.765),(73 14486.873),(74 14671.88),(75 14732.631),(76 14889.106),(77 14985.408),(78 15038.549),(79 15320.608),
(1 3087.202),(2 5002.3716),(3 5586.2505),(4 5962.433),(5 6605.3584),(6 7235.5356),(7 7839.407),(8 8457.679),(9 8898.489),(10 9400.6455),(11 9827.543),(12 10120.203),(13 10630.209),(14 10882.193),(15 11230.67),(16 11394.25),(17 11552.133),(18 11814.122),(19 12179.624),(20 12392.897),(21 12712.027),(22 12831.652),(23 13119.059),(24 13389.33),(25 13594.756),(26 13829.9375),(27 14120.897),(28 14255.639),(29 14494.475),(30 14697.556),(31 14747.576),(32 14768.63),(33 14522.877),(34 14315.348),(35 14155.937),(36 13795.865),(37 13347.505),(38 12905.908),(39 12361.228),(40 11770.582),(41 11567.467),(42 11142.857),(43 10771.048),(44 10470.709),(45 10374.337),(46 10208.309),(47 10259.651),(48 10276.716),(49 10473.883),(50 10448.307),(51 10560.971),(52 10700.954),(53 10846.323),(54 11093.643),(55 11164.23),(56 11333.371),(57 11606.226),(58 11885.361),(59 12220.008),(60 12386.67),(61 12524.87),(62 12786.526),(63 12911.751),(64 12944.087),(65 12990.096),(66 13028.441),(67 12998.323),(68 12988.363),(69 13019.663),(70 13005.373),(71 12974),(72 13057.1455),(73 13214.811),(74 13316.181),(75 13476.005),(76 13516.424),(77 13698.203),(78 13869.438),(79 13951.944),
