1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98721.94),(2 313428.53),(3 603777.25),(4 1044225.8),(5 1569419.9),(6 2139041),(7 2855123.3),(8 3632546),(9 4405339.5),(10 5258122),(11 6173908),(12 7028678.5),(13 8030824),(14 9090117),(15 10144415),(16 11349228),(17 12656679),(18 13979643),(19 15467091),(20 16954530),(21 18352778),(22 19885558),(23 21423966),(24 22869914),(25 24445974),(26 25995136),(27 27518016),(28 29200104),(29 30834558),(30 32485632),(31 34309770),(32 36077844),(33 37871468),(34 39862944),(35 41839796),(36 43758852),(37 45844348),(38 47982092),(39 50173012),(40 52614412),(41 54924000),(42 57132304),(43 59596256),(44 62082212),(45 64613664),(46 67396890),(47 70260376),(48 73048910),(49 75982040),(50 78823656),(51 81557816),(52 84470264),(53 87417224),(54 90346500),(55 93538090),(56 96676070),(57 99820136),(58 103334460),(59 106500760),(60 109241690),(61 112163336),(62 114945960),(63 117415896),(64 119901530),(65 122258280),(66 124300010),(67 126604440),(68 128702330),(69 130628860),(70 133108310),(71 135513020),(72 137577010),(73 140024320),(74 142373650),(75 144344900),(76 146694640),(77 149026900),(78 151196260),(79 153763600),
(1 84324.37),(2 326408.4),(3 711506.5),(4 1217358.8),(5 1834420.4),(6 2552175.8),(7 3347354.8),(8 4209917.5),(9 5129984.5),(10 6081459.5),(11 7045156),(12 8008256),(13 8939932),(14 9795425),(15 10577486),(16 11284496),(17 11895072),(18 12395389),(19 12805604),(20 13140753),(21 13419528),(22 13654573),(23 13845011),(24 13989681),(25 14084811),(26 14113082),(27 14116032),(28 14095923),(29 14057280),(30 14013063),(31 13964209),(32 13894742),(33 13829810),(34 13769402),(35 13710687),(36 13660565),(37 13644181),(38 13651175),(39 13693187),(40 13772090),(41 13882977),(42 14009894),(43 14139994),(44 14231605),(45 14316483),(46 14361914),(47 14373885),(48 14356413),(49 14290147),(50 14201713),(51 14070529),(52 13893067),(53 13672029),(54 13425892),(55 13166677),(56 12900266),(57 12645120),(58 12396398),(59 12177966),(60 12009647),(61 11902310),(62 11817290),(63 11721805),(64 11612276),(65 11514079),(66 11425740),(67 11348730),(68 11282625),(69 11265931),(70 11306155),(71 11393991),(72 11523283),(73 11702445),(74 11879925),(75 12109770),(76 12353380),(77 12598554),(78 12835601),(79 13054387),
(1 93433.03),(2 352730.72),(3 745193.3),(4 1248269.8),(5 1843418),(6 2502817.3),(7 3191909.3),(8 3896873),(9 4610485.5),(10 5296106.5),(11 5932620),(12 6497376),(13 6988148.5),(14 7395640.5),(15 7711442),(16 7951985.5),(17 8108756),(18 8205632),(19 8268757.5),(20 8307276.5),(21 8325997.5),(22 8333274.5),(23 8333329.5),(24 8345330),(25 8380922.5),(26 8424191),(27 8502473),(28 8611037),(29 8727268),(30 8880761),(31 9076113),(32 9316144),(33 9606304),(34 9916744),(35 10226947),(36 10530419),(37 10833260),(38 11109443),(39 11338616),(40 11546073),(41 11718167),(42 11817861),(43 11850791),(44 11821048),(45 11757833),(46 11649144),(47 11502213),(48 11305515),(49 11063239),(50 10805263),(51 10555284),(52 10335900),(53 10121993),(54 9938905),(55 9783461),(56 9662181),(57 9589359),(58 9554151),(59 9547060),(60 9575057),(61 9636451),(62 9711656),(63 9801353),(64 9914965),(65 10062633),(66 10212733),(67 10379860),(68 10537958),(69 10694967),(70 10861258),(71 11021196),(72 11152801),(73 11302300),(74 11462032),(75 11621733),(76 11778545),(77 11944624),(78 12080845),(79 12177429),
(1 89228),(2 338296.6),(3 716552.8),(4 1198784.8),(5 1762533.8),(6 2363693),(7 2961163.8),(8 3547422),(9 4113247.3),(10 4637017),(11 5122908),(12 5561354),(13 5955590.5),(14 6307241),(15 6613344),(16 6873213),(17 7098071),(18 7294716),(19 7465230.5),(20 7635013),(21 7799182),(22 7948129.5),(23 8081705),(24 8185047),(25 8264055),(26 8293830.5),(27 8284138),(28 8263821.5),(29 8253378.5),(30 8254020),(31 8283595.5),(32 8350631.5),(33 8477043),(34 8624273),(35 8783987),(36 8940860),(37 9097236),(38 9235332),(39 9349013),(40 9438436),(41 9512495),(42 9580229),(43 9646738),(44 9670086),(45 9683370),(46 9710056),(47 9743118),(48 9764960),(49 9781207),(50 9793518),(51 9794659),(52 9783541),(53 9759457),(54 9728921),(55 9686474),(56 9606240),(57 9501868),(58 9387286),(59 9266081),(60 9154120),(61 9056561),(62 8968874),(63 8904236),(64 8856035),(65 8837305),(66 8837812),(67 8867690),(68 8910570),(69 8974148),(70 9041671),(71 9117767),(72 9197153),(73 9322612),(74 9447087),(75 9562794),(76 9664740),(77 9749696),(78 9789241),(79 9797396),
(1 102989.19),(2 385161.88),(3 805137.8),(4 1321010),(5 1906464.8),(6 2520699.3),(7 3128340.5),(8 3704951.8),(9 4233700),(10 4718134.5),(11 5146151.5),(12 5524624),(13 5834917),(14 6098592),(15 6295674),(16 6421520.5),(17 6470617),(18 6458777),(19 6394476),(20 6286529.5),(21 6165703.5),(22 6045632.5),(23 5924003),(24 5852165),(25 5846594),(26 5897040),(27 6021817),(28 6223985.5),(29 6482048.5),(30 6774048),(31 7076166),(32 7358505.5),(33 7604302),(34 7818931),(35 7968393.5),(36 8045630),(37 8061492.5),(38 8018231),(39 7900934),(40 7734839.5),(41 7532141),(42 7310873),(43 7103226),(44 6914685),(45 6772824.5),(46 6687968.5),(47 6665602.5),(48 6716870.5),(49 6820694),(50 6976048),(51 7184734),(52 7429613),(53 7714166.5),(54 8031730.5),(55 8347800.5),(56 8630038),(57 8871285),(58 9069156),(59 9207944),(60 9310479),(61 9378899),(62 9408936),(63 9418719),(64 9406357),(65 9361531),(66 9284073),(67 9180445),(68 9065237),(69 8967800),(70 8877551),(71 8820673),(72 8800603),(73 8836730),(74 8924524),(75 9033245),(76 9177014),(77 9333763),(78 9477713),(79 9623177),
(1 86342.26),(2 324052.44),(3 674339.7),(4 1107883),(5 1597839.1),(6 2118246),(7 2639914),(8 3138322.3),(9 3606759.8),(10 4039481),(11 4442651.5),(12 4823731),(13 5181818.5),(14 5510493.5),(15 5789707.5),(16 6022390),(17 6192003.5),(18 6281719.5),(19 6308846),(20 6286947.5),(21 6239853.5),(22 6184270),(23 6141626),(24 6108461),(25 6102150),(26 6106888.5),(27 6129269.5),(28 6188879.5),(29 6273286),(30 6360160),(31 6418899),(32 6439464.5),(33 6437558.5),(34 6394880.5),(35 6336604.5),(36 6261457),(37 6175597.5),(38 6099119),(39 6045360.5),(40 6022672),(41 6051052.5),(42 6121307.5),(43 6217417.5),(44 6336690.5),(45 6473603),(46 6622818.5),(47 6772839),(48 6919983),(49 7044424.5),(50 7147248),(51 7228519),(52 7306266),(53 7403715),(54 7506244.5),(55 7589193),(56 7632015.5),(57 7645392.5),(58 7623167),(59 7567644.5),(60 7485607.5),(61 7370218.5),(62 7238248.5),(63 7093962.5),(64 6948663.5),(65 6811784.5),(66 6701574.5),(67 6612708.5),(68 6548450),(69 6515278),(70 6502228),(71 6506697.5),(72 6528713.5),(73 6556424.5),(74 6563227.5),(75 6564444.5),(76 6573322.5),(77 6579309),(78 6568962.5),(79 6552391.5),
(1 105165.086),(2 396467.34),(3 834092.8),(4 1384822.8),(5 2010011.6),(6 2662621.8),(7 3306056),(8 3911639.3),(9 4452226.5),(10 4904907.5),(11 5262314.5),(12 5522114.5),(13 5694250.5),(14 5781517),(15 5813637.5),(16 5809030.5),(17 5787107),(18 5756523.5),(19 5742569.5),(20 5762131),(21 5806955),(22 5885569),(23 6006853),(24 6151531),(25 6331511),(26 6544528),(27 6793778),(28 7068685),(29 7322519),(30 7551234.5),(31 7734601.5),(32 7868489.5),(33 7950705),(34 7973574.5),(35 7942594),(36 7879995.5),(37 7798619),(38 7694761.5),(39 7589687),(40 7488804.5),(41 7406795.5),(42 7351048),(43 7341009),(44 7371442),(45 7452164.5),(46 7581838.5),(47 7745842),(48 7925793),(49 8075955.5),(50 8189341.5),(51 8266545.5),(52 8318162),(53 8351885),(54 8345286.5),(55 8292593.5),(56 8189982),(57 8060334.5),(58 7888433.5),(59 7687559.5),(60 7485595.5),(61 7291711.5),(62 7128062.5),(63 6993725.5),(64 6892174),(65 6825941.5),(66 6783009),(67 6771256.5),(68 6783726.5),(69 6820135.5),(70 6868062),(71 6918968.5),(72 6965863.5),(73 7036557),(74 7118743.5),(75 7196773),(76 7288989),(77 7389723),(78 7477005),(79 7567209.5),
(1 99787.945),(2 380228.53),(3 807340.6),(4 1343409.8),(5 1953890.3),(6 2598165),(7 3233272),(8 3833605.3),(9 4388139.5),(10 4886607),(11 5308599.5),(12 5635314),(13 5855121.5),(14 5950773.5),(15 5942769.5),(16 5840873.5),(17 5671268.5),(18 5458941),(19 5229139.5),(20 5023495),(21 4864339.5),(22 4790106),(23 4787308.5),(24 4854058.5),(25 4989061.5),(26 5177161.5),(27 5382123.5),(28 5594932.5),(29 5778587),(30 5946603.5),(31 6098126.5),(32 6218907),(33 6313621.5),(34 6368210),(35 6395197),(36 6412668.5),(37 6448068),(38 6485985),(39 6541497),(40 6628573),(41 6728519.5),(42 6834324.5),(43 6947683),(44 7065612.5),(45 7172749.5),(46 7254918.5),(47 7312053.5),(48 7346789),(49 7372976),(50 7398064.5),(51 7427843.5),(52 7454853),(53 7467102),(54 7443434.5),(55 7387929),(56 7299650),(57 7186933),(58 7045638),(59 6928299.5),(60 6844725.5),(61 6789919),(62 6761079),(63 6763212.5),(64 6804898),(65 6872341),(66 6937188),(67 6988315),(68 7017401),(69 7033025.5),(70 7026406.5),(71 6986522),(72 6914705.5),(73 6809972.5),(74 6690233),(75 6569748.5),(76 6442545.5),(77 6335055.5),(78 6254449.5),(79 6208628),
(1 79691.16),(2 295772.66),(3 611167.8),(4 984997.5),(5 1390015),(6 1799846.4),(7 2191712.5),(8 2567249.8),(9 2902955.3),(10 3196516),(11 3433318.5),(12 3608138.5),(13 3717551.5),(14 3750424.3),(15 3725287),(16 3670762.3),(17 3602068),(18 3531299),(19 3481810.5),(20 3470910),(21 3508388),(22 3596217),(23 3711960.8),(24 3846317),(25 3988948.5),(26 4101167.5),(27 4172506.3),(28 4209657),(29 4204717.5),(30 4177768.8),(31 4134631.3),(32 4080865),(33 4012204.8),(34 3944800.3),(35 3884660.3),(36 3854560.3),(37 3858391.3),(38 3885178.8),(39 3948615.8),(40 4061622.3),(41 4216019.5),(42 4409489.5),(43 4648558.5),(44 4896794),(45 5123356),(46 5314386.5),(47 5479092),(48 5593580.5),(49 5672736.5),(50 5723935),(51 5741282),(52 5743843),(53 5736932),(54 5713969.5),(55 5661299.5),(56 5597224),(57 5540469.5),(58 5493059),(59 5478563),(60 5499949.5),(61 5536050.5),(62 5566864),(63 5587728.5),(64 5585232.5),(65 5547729.5),(66 5487417),(67 5406914),(68 5304992),(69 5198012),(70 5084440.5),(71 4970732.5),(72 4857950.5),(73 4742469),(74 4640519),(75 4567332),(76 4526839.5),(77 4531550),(78 4588078),(79 4690224.5),
(1 89931.04),(2 332775.75),(3 682977.8),(4 1110485.8),(5 1578543.5),(6 2058966.6),(7 2525799.8),(8 2954226.3),(9 3331438.3),(10 3664172),(11 3918868),(12 4104571),(13 4219417),(14 4252096.5),(15 4247374.5),(16 4234384.5),(17 4221665.5),(18 4243186.5),(19 4299392),(20 4401799),(21 4540036),(22 4699060),(23 4851238),(24 4977722),(25 5075431),(26 5097424),(27 5057114),(28 4956833),(29 4800449),(30 4620244.5),(31 4429060),(32 4232776.5),(33 4043058.3),(34 3891297),(35 3794793.5),(36 3761042.3),(37 3771349.5),(38 3830181.3),(39 3935537.8),(40 4062284),(41 4207020),(42 4340145),(43 4453192),(44 4538587),(45 4587969),(46 4582207),(47 4535274.5),(48 4478745),(49 4403250.5),(50 4315835),(51 4237386),(52 4152637),(53 4073699),(54 4015821.8),(55 3962953),(56 3932412),(57 3938326.5),(58 3960694.8),(59 3996625.5),(60 4021055.5),(61 4037211.8),(62 4036017),(63 4021828),(64 3991709),(65 3948601.8),(66 3876648.5),(67 3783882.5),(68 3678532.5),(69 3580320.3),(70 3489394),(71 3415701.5),(72 3359287),(73 3342952.3),(74 3374073),(75 3446642.5),(76 3560254.8),(77 3720797),(78 3908871.5),(79 4111564),
(1 74727.15),(2 273392.3),(3 553314.2),(4 885465.3),(5 1240588.4),(6 1602934.5),(7 1962514.1),(8 2296106.8),(9 2588698.8),(10 2836512.3),(11 3040819),(12 3203796.3),(13 3307674.5),(14 3370244),(15 3409057.3),(16 3439337.5),(17 3457219.5),(18 3487432.8),(19 3550955.5),(20 3636111.5),(21 3713180),(22 3767013.3),(23 3792801.3),(24 3788080.5),(25 3754910.8),(26 3697387.3),(27 3619690.5),(28 3516446),(29 3382747),(30 3234512.3),(31 3089743.8),(32 2959670),(33 2844342.5),(34 2769252.8),(35 2737715),(36 2753605.3),(37 2808821.3),(38 2890704),(39 2989490),(40 3087001.8),(41 3172711.3),(42 3235907.3),(43 3285706.5),(44 3326499.5),(45 3358239.5),(46 3388879),(47 3413069.5),(48 3422650.3),(49 3435037),(50 3443207.3),(51 3453149.5),(52 3474336.5),(53 3504208.8),(54 3538380),(55 3592320),(56 3652958.3),(57 3700751.5),(58 3715550.8),(59 3697993.5),(60 3650326.5),(61 3589204),(62 3510805.5),(63 3419060.8),(64 3332209.3),(65 3263540),(66 3222390.5),(67 3218316.5),(68 3255092.8),(69 3336140.8),(70 3448899.3),(71 3585197),(72 3740427.3),(73 3914085.5),(74 4087347),(75 4236698),(76 4373616),(77 4488347),(78 4567870.5),(79 4612203),
(1 80210.984),(2 295304.38),(3 602867),(4 962329.1),(5 1336768.3),(6 1694166.5),(7 2018921.1),(8 2309781),(9 2556964),(10 2755366.5),(11 2910454),(12 3031990.3),(13 3127141.3),(14 3197857.8),(15 3260625),(16 3314734.8),(17 3354841.3),(18 3385772.8),(19 3420127),(20 3467041),(21 3527032.3),(22 3579629.3),(23 3603620),(24 3605172),(25 3572747),(26 3503401),(27 3407517.8),(28 3309552.5),(29 3206916.8),(30 3114470.8),(31 3046349.5),(32 3007553.3),(33 3005734.8),(34 3048255.5),(35 3116418.5),(36 3201818),(37 3309736.8),(38 3425575.5),(39 3524715),(40 3616564.3),(41 3664065.5),(42 3675832.3),(43 3649049.5),(44 3601940),(45 3558004),(46 3521351.5),(47 3485064.8),(48 3459051.8),(49 3454233.3),(50 3461081.3),(51 3482460.8),(52 3525790.3),(53 3595294.8),(54 3680751.5),(55 3771679),(56 3847443.3),(57 3902703),(58 3923615.5),(59 3903485.3),(60 3860996.5),(61 3810838),(62 3753951.8),(63 3700309),(64 3679206.3),(65 3694579.3),(66 3732079.8),(67 3796726.8),(68 3862928),(69 3931411.3),(70 4012165),(71 4088621.8),(72 4151834.5),(73 4205162.5),(74 4228146.5),(75 4214663.5),(76 4158856.3),(77 4070791.8),(78 3959718.5),(79 3839203.8),
(1 78885.88),(2 290271.97),(3 590799),(4 938471.25),(5 1301901),(6 1653733.4),(7 1963545.5),(8 2217281),(9 2413195.5),(10 2551386.3),(11 2647297),(12 2693180.3),(13 2704037.5),(14 2688045.8),(15 2665299.8),(16 2649990),(17 2652447.3),(18 2686043),(19 2746189.3),(20 2832008.5),(21 2923888.8),(22 3000672.3),(23 3051482.8),(24 3080592.8),(25 3083981),(26 3053022.8),(27 2988581),(28 2930211),(29 2885531.8),(30 2858015.3),(31 2862842.8),(32 2901180.8),(33 2968396),(34 3055089.3),(35 3150364.5),(36 3244189.3),(37 3321322),(38 3378185),(39 3396787),(40 3388496),(41 3354701),(42 3304123),(43 3236856.3),(44 3152069.3),(45 3072025.8),(46 3000345.3),(47 2950207),(48 2925565.5),(49 2922290.5),(50 2953990.3),(51 3007835.3),(52 3047392),(53 3067971),(54 3081279.8),(55 3073136),(56 3043008.5),(57 3000269.3),(58 2948395.3),(59 2889095.3),(60 2833847),(61 2798119),(62 2788321.5),(63 2803333.3),(64 2853969.3),(65 2935838.5),(66 3027015),(67 3138850.8),(68 3249241.8),(69 3351027),(70 3435621.5),(71 3486243.3),(72 3507555),(73 3515314.8),(74 3518319),(75 3503023.5),(76 3469746.5),(77 3426426.8),(78 3378078.3),(79 3343778.5),
(1 68853.67),(2 248443.2),(3 495937.63),(4 771954.5),(5 1051239),(6 1318361.5),(7 1550898.4),(8 1744494.1),(9 1891545.5),(10 1999784.9),(11 2070537.5),(12 2104647.5),(13 2106141.5),(14 2070139.1),(15 2021383.1),(16 1981700.1),(17 1960688.5),(18 1962480.4),(19 1983271.5),(20 2005719.5),(21 2018200.1),(22 2015871.1),(23 2003659.1),(24 1992143.3),(25 1985472.4),(26 1988264.4),(27 1991340.3),(28 2007598.4),(29 2043812.5),(30 2100495),(31 2168720.5),(32 2247889.3),(33 2334817.8),(34 2411114.3),(35 2469946.5),(36 2503979),(37 2519836.3),(38 2517376.3),(39 2500750.3),(40 2469805),(41 2426460),(42 2364628),(43 2289324.8),(44 2215634.5),(45 2148725.3),(46 2098287),(47 2080967.5),(48 2094329.6),(49 2125936.5),(50 2175825),(51 2232477),(52 2283115.5),(53 2318633.8),(54 2330408.3),(55 2316956),(56 2295673.3),(57 2283861),(58 2290433),(59 2313786.5),(60 2361999.8),(61 2433520.5),(62 2519388.8),(63 2609114.5),(64 2705349.3),(65 2790352.3),(66 2855048.8),(67 2896107.5),(68 2914758.8),(69 2918576.5),(70 2907729.3),(71 2869980.3),(72 2821989),(73 2775615.8),(74 2726240),(75 2688831.8),(76 2660078.8),(77 2648766.5),(78 2656194.3),(79 2683316.5),
(1 69278.24),(2 253152.95),(3 502427.13),(4 780070.4),(5 1059173.8),(6 1311582.8),(7 1533878.8),(8 1732482.3),(9 1897448.9),(10 2031018.6),(11 2142778.8),(12 2227341.8),(13 2290626.3),(14 2338410.3),(15 2380129),(16 2428647.8),(17 2486665.8),(18 2563275.5),(19 2647450.8),(20 2715369),(21 2745928.3),(22 2741782.8),(23 2699092.3),(24 2631903),(25 2554095),(26 2486062.5),(27 2437111),(28 2414129),(29 2417017.3),(30 2448218),(31 2500447.8),(32 2550909.8),(33 2594710.5),(34 2630324.8),(35 2653885.5),(36 2654014.3),(37 2623831.8),(38 2566491),(39 2489284.3),(40 2398520.3),(41 2319367),(42 2260244.3),(43 2229309.3),(44 2235946.3),(45 2281227.8),(46 2352160.8),(47 2433385.8),(48 2493081),(49 2527491),(50 2544146.8),(51 2545767.5),(52 2536149.8),(53 2504286.8),(54 2452100.5),(55 2380905.5),(56 2312553),(57 2247737),(58 2212876.8),(59 2212738.3),(60 2238509.3),(61 2285193.8),(62 2343580.5),(63 2397554.5),(64 2445155.8),(65 2475687),(66 2484417.5),(67 2474701),(68 2458854.5),(69 2450075.5),(70 2447869.3),(71 2451594.3),(72 2466846.8),(73 2497860),(74 2525815.8),(75 2547738.3),(76 2561960.5),(77 2572772.3),(78 2582322.3),(79 2583038.3),
(1 68902.43),(2 245567.17),(3 479342.66),(4 735836.4),(5 990489.94),(6 1224950.6),(7 1431805.4),(8 1603089.1),(9 1742595.4),(10 1854511.5),(11 1940721.1),(12 2005760),(13 2054854.6),(14 2084130.9),(15 2097812.5),(16 2106782.3),(17 2124257.8),(18 2139908.5),(19 2151265),(20 2155368.3),(21 2140693),(22 2106125.8),(23 2057478.8),(24 2004121.6),(25 1954642.6),(26 1929657.6),(27 1935103.6),(28 1974869.8),(29 2049293.5),(30 2149363.8),(31 2248930.5),(32 2325349.3),(33 2381743.8),(34 2407826.8),(35 2411541.3),(36 2399082.8),(37 2373770.3),(38 2342395.8),(39 2316066.3),(40 2288005.8),(41 2263397.3),(42 2242299),(43 2229745.5),(44 2234346.8),(45 2255165),(46 2287902),(47 2327868),(48 2360277),(49 2376491.5),(50 2378041.8),(51 2377533.5),(52 2373732),(53 2372147),(54 2367083.5),(55 2368445.5),(56 2371170.5),(57 2364646.3),(58 2347894.5),(59 2334242.8),(60 2317746.8),(61 2296137),(62 2267849.3),(63 2224884.3),(64 2167503),(65 2103164.5),(66 2036589.1),(67 1995557.8),(68 1982537.6),(69 1975691.8),(70 1984161.4),(71 2003489.8),(72 2027132.1),(73 2042138),(74 2047034.9),(75 2057947.8),(76 2077786.5),(77 2098837.5),(78 2123565.8),(79 2141701.8),
(1 64732.145),(2 229904.19),(3 443398.38),(4 671167.5),(5 895697.1),(6 1103589.5),(7 1287076.5),(8 1442553.1),(9 1575447.3),(10 1678084.6),(11 1757851.8),(12 1818701.9),(13 1867620.4),(14 1902503),(15 1937523.8),(16 1974843.6),(17 2010837.9),(18 2024873.4),(19 2017971.8),(20 1985077.4),(21 1940717),(22 1895024.8),(23 1855827),(24 1834910.1),(25 1829448),(26 1845241.5),(27 1885083.4),(28 1940320),(29 2005637),(30 2076491.4),(31 2152041.3),(32 2220294),(33 2272067.3),(34 2298689.3),(35 2300150),(36 2284174.8),(37 2258239.8),(38 2224855.3),(39 2188032.5),(40 2147854.8),(41 2114842.8),(42 2080070.3),(43 2040862.9),(44 2014352.4),(45 1993371.6),(46 1966872.8),(47 1945072.8),(48 1927842.9),(49 1919304.8),(50 1922619),(51 1941284),(52 1970086.5),(53 2010473.9),(54 2056741),(55 2106855.5),(56 2150728.5),(57 2176609.8),(58 2193652.5),(59 2203762.3),(60 2201412.3),(61 2176241.3),(62 2130121.3),(63 2068393.5),(64 2005945.5),(65 1943901.5),(66 1886683),(67 1846411.4),(68 1819052.3),(69 1798880),(70 1796282.1),(71 1802263.3),(72 1802354.5),(73 1799012.3),(74 1791600.4),(75 1781501.1),(76 1760373.9),(77 1738502.1),(78 1726349.5),(79 1715044.4),
(1 69370.34),(2 243435.86),(3 468489.66),(4 706400.9),(5 938561.1),(6 1152086.1),(7 1331102),(8 1478946.5),(9 1597990.3),(10 1686240),(11 1753686.8),(12 1801886.4),(13 1848004.6),(14 1895215.3),(15 1951182.3),(16 2005964.6),(17 2035378.6),(18 2043435),(19 2041879.1),(20 2021431.1),(21 1984315),(22 1934318.6),(23 1880941.8),(24 1840145.1),(25 1829317.4),(26 1842530.5),(27 1860700.8),(28 1903973.4),(29 1974117),(30 2042978.1),(31 2092972.1),(32 2114833.3),(33 2107901.8),(34 2081187.3),(35 2043204.3),(36 2000767.9),(37 1966561.8),(38 1947430.9),(39 1947614.9),(40 1956349),(41 1975621.9),(42 1993028.8),(43 2003911.1),(44 2003279.3),(45 1981819.4),(46 1930276.6),(47 1852792),(48 1774115.4),(49 1713830.3),(50 1669177.6),(51 1640629.4),(52 1645791.6),(53 1684654.6),(54 1749290.1),(55 1832982),(56 1929054.4),(57 2018014.3),(58 2094627.4),(59 2148587.8),(60 2181616),(61 2194002.3),(62 2193616.5),(63 2189077.3),(64 2186568.5),(65 2190406),(66 2192691.3),(67 2184496.8),(68 2170025.5),(69 2147237),(70 2114311),(71 2080031.3),(72 2056480),(73 2037697.3),(74 2021072),(75 1993444.1),(76 1965928.9),(77 1940181),(78 1916184.4),(79 1889211.8),
