1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 3688.8962),(2 9294.407),(3 15611.237),(4 22432.25),(5 29780.666),(6 37683.86),(7 47253.24),(8 57758.965),(9 70020.586),(10 82446.164),(11 94369.23),(12 107312.68),(13 123683.21),(14 140292.83),(15 158418.48),(16 178718.38),(17 196260.2),(18 217242.31),(19 242310.5),(20 265022.84),(21 287613.9),(22 315614.75),(23 345011.53),(24 368343.25),(25 399978.88),(26 425003.03),(27 447532.66),(28 469306.78),(29 485618.34),(30 500332.34),(31 510392.25),(32 520801.53),(33 531118.25),(34 537778.1),(35 544912),(36 550306.56),(37 549189.56),(38 548283.2),(39 543884),(40 538470.94),(41 530782.56),(42 523282.25),(43 509458.9),(44 499308.34),(45 489112.25),(46 476881.16),(47 460892.84),(48 442004.72),(49 420440.16),(50 403067.9),(51 385499.78),(52 371585.6),(53 358970.53),(54 349765.25),(55 346954.56),(56 346899.5),(57 351344.25),(58 347647.13),(59 355690),(60 368246.72),(61 385505.16),(62 403931.1),(63 422198.03),(64 451976.34),(65 478305.84),(66 505318),(67 538502.06),(68 572933.75),(69 613231.44),(70 650179.44),(71 691681.44),(72 736318.3),(73 782400.94),(74 818518.25),(75 858887.7),(76 904604.06),(77 941821.44),(78 969749),(79 999842),
(1 3519.6006),(2 9997.815),(3 17761.799),(4 27311.41),(5 37372.273),(6 48776.402),(7 61035.68),(8 74323.64),(9 88649.4),(10 103318.13),(11 119802.56),(12 136021.78),(13 153262),(14 167822.8),(15 182530.45),(16 197149),(17 212207.27),(18 227807.44),(19 243960.11),(20 259438.05),(21 276431.13),(22 294339.2),(23 312440.9),(24 331462.4),(25 351236.78),(26 369043.47),(27 386272),(28 408981.9),(29 431549.66),(30 454841.4),(31 476952.97),(32 501184.53),(33 525361.2),(34 550720.3),(35 573665.2),(36 598182.2),(37 623056.75),(38 645086.06),(39 670216.6),(40 695217.7),(41 724083.5),(42 749597.1),(43 776374.44),(44 803049.75),(45 832039.94),(46 860318.06),(47 886611.2),(48 911168.06),(49 940495.1),(50 969147.5),(51 994451.8),(52 1019975.06),(53 1043751.6),(54 1068712.4),(55 1091636.3),(56 1112858.3),(57 1130034.8),(58 1145185),(59 1158753.6),(60 1175267.8),(61 1189189.3),(62 1202771.6),(63 1220206.1),(64 1235909),(65 1253039),(66 1266820.1),(67 1279959.6),(68 1289308.8),(69 1300695.6),(70 1311544.1),(71 1317244.1),(72 1323490),(73 1325294.4),(74 1333480.9),(75 1338777),(76 1345337.4),(77 1354660.1),(78 1361377.9),(79 1374115.1),
(1 4042.4688),(2 11876.733),(3 22041.545),(4 34456.996),(5 47798.453),(6 62198.11),(7 78381.78),(8 95642.98),(9 114024.27),(10 132504.45),(11 152667),(12 172393.64),(13 192141.17),(14 211500.61),(15 233169.3),(16 254498.36),(17 273159.1),(18 292643.72),(19 311655.4),(20 329781.72),(21 348443.78),(22 363979.66),(23 377993.53),(24 388805.34),(25 400250.78),(26 409106.25),(27 418132),(28 428964.13),(29 436420.22),(30 444460.4),(31 452163.47),(32 459731.66),(33 467667.9),(34 475271.16),(35 480110.16),(36 484751.6),(37 488571.75),(38 493138.22),(39 499043.1),(40 506440.5),(41 515720.1),(42 523219.16),(43 535324.44),(44 548749.56),(45 564107.3),(46 580188.1),(47 597747.3),(48 615631.1),(49 633044.06),(50 651159.25),(51 668331.06),(52 685024.2),(53 702574.2),(54 722810.25),(55 739210.5),(56 753987.7),(57 767857.06),(58 779893),(59 791817.44),(60 803173),(61 810563.56),(62 817459.2),(63 826321.75),(64 833914.2),(65 842060.3),(66 848424.8),(67 854886.2),(68 858977.7),(69 863947.7),(70 868914.75),(71 875610.2),(72 883933.8),(73 891202.5),(74 901638.75),(75 912418.94),(76 924009.75),(77 936376.44),(78 946146.3),(79 959418.5),
(1 3818.2434),(2 11037.15),(3 20434.693),(4 31291.18),(5 42639.254),(6 54856.727),(7 68478.09),(8 83084.81),(9 99835),(10 116804.43),(11 134987.38),(12 153275.45),(13 171194.45),(14 189243.16),(15 210739.86),(16 231776.5),(17 253169.92),(18 275114.75),(19 296032.6),(20 317129.03),(21 337742.8),(22 357710.72),(23 376347.6),(24 394720.75),(25 414281.2),(26 431982.56),(27 449390.4),(28 467971.7),(29 486743.6),(30 506960.4),(31 527082),(32 545926.75),(33 564560.6),(34 581791.8),(35 598577.94),(36 614093.75),(37 630736.8),(38 647313.06),(39 662685.6),(40 679469.7),(41 696259.4),(42 715172.9),(43 737082.25),(44 758820.3),(45 781005.2),(46 805912.2),(47 830490.9),(48 855148.94),(49 880251.4),(50 903804.8),(51 927405.4),(52 951652.8),(53 976630.4),(54 1001271.5),(55 1025559.4),(56 1051030.8),(57 1073468.1),(58 1094997.6),(59 1115975),(60 1133781),(61 1150898.3),(62 1165632.1),(63 1179710.6),(64 1190662.1),(65 1198793.9),(66 1204732.6),(67 1207908.9),(68 1209528.5),(69 1208859),(70 1208794.5),(71 1207766.5),(72 1206079.5),(73 1203266.1),(74 1200927.5),(75 1198620.6),(76 1198243),(77 1195207.9),(78 1191982.4),(79 1191572.8),
(1 3811.0862),(2 11334.192),(3 21237.443),(4 32813.35),(5 44853.28),(6 57756.1),(7 71672.26),(8 87515.26),(9 105190.89),(10 121608.45),(11 139509.66),(12 158350.66),(13 178440.69),(14 197483.64),(15 219138.72),(16 238563.06),(17 258381.94),(18 277954.22),(19 295691.72),(20 311741.7),(21 328350.56),(22 345813.47),(23 362390.7),(24 377248.3),(25 392935.9),(26 408775.03),(27 425916.47),(28 446427.1),(29 463931.7),(30 483784.03),(31 505624.38),(32 528606.6),(33 551712.6),(34 576028.8),(35 600562.25),(36 625278.56),(37 650845.06),(38 675832.2),(39 700488.4),(40 728117.4),(41 758388.6),(42 787237.75),(43 820517.4),(44 852483.94),(45 883939.8),(46 914615.94),(47 943452.56),(48 971705.8),(49 1000518.6),(50 1026614.75),(51 1050361.5),(52 1070173),(53 1089740.4),(54 1106812.5),(55 1120487),(56 1131390.6),(57 1140492.4),(58 1150195),(59 1156861.6),(60 1159725.9),(61 1161566.8),(62 1162197.5),(63 1161243.8),(64 1155598.5),(65 1149887.5),(66 1142694.5),(67 1134381.8),(68 1126063.9),(69 1119508.4),(70 1115028.4),(71 1110231),(72 1104202.4),(73 1102036.5),(74 1102114.1),(75 1105783.6),(76 1110031.3),(77 1113933),(78 1118155.3),(79 1125727.6),
(1 3839.3923),(2 11887.012),(3 22341.797),(4 34798.508),(5 48306.785),(6 63137.445),(7 78273.53),(8 94581.836),(9 111936.63),(10 128757.5),(11 145990.13),(12 163137.78),(13 179434.7),(14 194614.72),(15 210804.14),(16 224441.89),(17 238058.56),(18 251254.39),(19 264110.66),(20 275773.78),(21 286148.84),(22 297284.63),(23 308978.16),(24 320588.22),(25 333328),(26 346396.72),(27 361054.8),(28 378894.53),(29 394549.63),(30 411545.84),(31 430742.38),(32 453089.28),(33 475525.84),(34 500896.88),(35 523611),(36 546658.25),(37 570837.1),(38 596001.06),(39 621903.44),(40 648904.5),(41 677044.3),(42 706512.5),(43 740903.75),(44 774719.7),(45 807416.56),(46 840194),(47 872430.3),(48 905908.9),(49 939791.25),(50 972886.44),(51 1005412.44),(52 1037022.5),(53 1068286.1),(54 1098336.9),(55 1125447),(56 1150943.5),(57 1174155.1),(58 1195141.5),(59 1211834.1),(60 1224449.9),(61 1236335.8),(62 1244782.1),(63 1251220.1),(64 1256915),(65 1259432.3),(66 1260852.1),(67 1259890.1),(68 1256098.1),(69 1252470.6),(70 1249847.9),(71 1247514.1),(72 1243029.6),(73 1238281.9),(74 1231318.8),(75 1225242.1),(76 1217647.4),(77 1209719.5),(78 1204121.6),(79 1201165.9),
(1 3749.0266),(2 11556.606),(3 21579.545),(4 33671.88),(5 47565.152),(6 62552.5),(7 78705.32),(8 95740.93),(9 113489.01),(10 131303),(11 148922.45),(12 166731.77),(13 184060.92),(14 199850.98),(15 216773.64),(16 231632.64),(17 247050.27),(18 261517),(19 274951.53),(20 287038.13),(21 298842.47),(22 309493.84),(23 320885.94),(24 330996.06),(25 342279.2),(26 352563.8),(27 362869.47),(28 372984.47),(29 383353.5),(30 392616.47),(31 402646.13),(32 414559.2),(33 424883.13),(34 437169.03),(35 446559.34),(36 454906.84),(37 465756.06),(38 478333.5),(39 492161.7),(40 507360.4),(41 525548.25),(42 543948.6),(43 566220),(44 588566.4),(45 613550.6),(46 637359),(47 659845.56),(48 681817.6),(49 704650.2),(50 729780.94),(51 755332.1),(52 780104.56),(53 804689.2),(54 829828.94),(55 855546.56),(56 882028.1),(57 907827.75),(58 932357.1),(59 951449.3),(60 968791.8),(61 982109.2),(62 992424.56),(63 1001422.1),(64 1008228.06),(65 1011771.3),(66 1012561.2),(67 1011606.4),(68 1009886.75),(69 1010107.75),(70 1010969.44),(71 1012498.25),(72 1010145.25),(73 1008640.56),(74 1003988.4),(75 998653.06),(76 991476.94),(77 984048.4),(78 974783.7),(79 965856.06),
(1 3744.6677),(2 10826.272),(3 20367.955),(4 31123.307),(5 43235.316),(6 56205.195),(7 70360.63),(8 84536.47),(9 98947.94),(10 112840.94),(11 126780.25),(12 140534.36),(13 153059.33),(14 164891.48),(15 177274.64),(16 190041.7),(17 203153.72),(18 216249.9),(19 229446.11),(20 241649),(21 254595.13),(22 265986.9),(23 279426.88),(24 290764.8),(25 302620.84),(26 312413.94),(27 322435.94),(28 331340.3),(29 339664),(30 351060.3),(31 361936.3),(32 373821.47),(33 386755.75),(34 400790.72),(35 411036.25),(36 422413.1),(37 437037.22),(38 453548.03),(39 470684.06),(40 487293.06),(41 506144.78),(42 523616.25),(43 542251.5),(44 559300.1),(45 576940.6),(46 592411.06),(47 608280.9),(48 622115.75),(49 636016.7),(50 651069.06),(51 664529.56),(52 678869.6),(53 694027.6),(54 711108.06),(55 727375.94),(56 744411.3),(57 762686.56),(58 779186.44),(59 790785.44),(60 802431.5),(61 814550.2),(62 824405.5),(63 835910.3),(64 845787.3),(65 854739.1),(66 862473.9),(67 872658.5),(68 884112.5),(69 900532.44),(70 916085.4),(71 934295.75),(72 951082.7),(73 969559.4),(74 983030.3),(75 994026.25),(76 1007925.44),(77 1019889.94),(78 1029390.75),(79 1035908.56),
(1 3912.1658),(2 11914.922),(3 22603.898),(4 34967.418),(5 48792.203),(6 63970.605),(7 81247.516),(8 99269.555),(9 118233.76),(10 137125.58),(11 156121.75),(12 175253.72),(13 195860.78),(14 214116.73),(15 232938.16),(16 251193.48),(17 269340.13),(18 286728.06),(19 302907.78),(20 318802.94),(21 335608.16),(22 351664.5),(23 367366.13),(24 380468.88),(25 394826.47),(26 407587.6),(27 420470.97),(28 433102.97),(29 444045.22),(30 456064.7),(31 469280.6),(32 481699.28),(33 494332.56),(34 504623.22),(35 514181.75),(36 523347.28),(37 532963),(38 543042),(39 552720),(40 562759.3),(41 572924.94),(42 582966.2),(43 592589.2),(44 603615.5),(45 617616.75),(46 631500.5),(47 646514.4),(48 658943),(49 674475.06),(50 689267.9),(51 704401.2),(52 721520.94),(53 740904.8),(54 757372.75),(55 772967.8),(56 786391.25),(57 800330.7),(58 811787.1),(59 821530.44),(60 830631.5),(61 841030.56),(62 851776.94),(63 861365.8),(64 868981.25),(65 874999),(66 880025.7),(67 886234.5),(68 890402.3),(69 896588.1),(70 902210.4),(71 910080.4),(72 915419.3),(73 916242),(74 915841.7),(75 914980.75),(76 916441.3),(77 916304.8),(78 913935.1),(79 910492.56),
(1 3909.4263),(2 11553.928),(3 21335.807),(4 32653.963),(5 44695.74),(6 57956.18),(7 71835.125),(8 87042.74),(9 102649.45),(10 118193.016),(11 133866.31),(12 150353.34),(13 169975.11),(14 188499.28),(15 208627.53),(16 227511.34),(17 247978.6),(18 266801.97),(19 284513.7),(20 301696.53),(21 319570.16),(22 336150.3),(23 352177.22),(24 366574.47),(25 379935.06),(26 392141.16),(27 404602.94),(28 416591.3),(29 426762.84),(30 436431.22),(31 446096.53),(32 454772.75),(33 462224.78),(34 470000.2),(35 476070.25),(36 483004),(37 489552.56),(38 496718.6),(39 503928.06),(40 512097.4),(41 520371.03),(42 528107.1),(43 537222.5),(44 548055.5),(45 560605.25),(46 572310.56),(47 586297.06),(48 599671.8),(49 614253.75),(50 631209.4),(51 647605.5),(52 668677.6),(53 690677.6),(54 712928),(55 733348.1),(56 752918.9),(57 773598.5),(58 795706.5),(59 816458.25),(60 838093.56),(61 858520.75),(62 878494.1),(63 899320.94),(64 919384.6),(65 939500.7),(66 958333),(67 977045.5),(68 994908.9),(69 1010297.9),(70 1023247.56),(71 1036156.1),(72 1046284.7),(73 1053224.3),(74 1059567.1),(75 1067209.4),(76 1075903.3),(77 1081714.3),(78 1086748.8),(79 1090316.1),
(1 4146.8076),(2 12643.928),(3 24370),(4 38007.9),(5 53020.54),(6 69548.51),(7 86864.7),(8 105403.1),(9 125003.81),(10 145337),(11 166030.25),(12 187328.13),(13 210894.06),(14 233871.63),(15 258993.63),(16 283270.06),(17 308818.3),(18 333409.56),(19 357060.28),(20 378442.97),(21 399936),(22 418829.28),(23 436368.4),(24 452938.53),(25 466387.4),(26 477375.13),(27 487258.16),(28 496798.66),(29 506328.75),(30 514520.53),(31 521515.13),(32 529565.2),(33 537586.6),(34 546655.8),(35 555090.94),(36 564863.1),(37 576341.7),(38 589063.5),(39 600786.4),(40 613224),(41 626240.44),(42 640189.7),(43 657947.06),(44 674762.5),(45 693425.8),(46 711547.75),(47 729913),(48 748561.6),(49 768865.1),(50 788626.25),(51 811014.7),(52 834773.5),(53 858999.7),(54 885139.06),(55 908722.5),(56 931525.2),(57 952403.7),(58 974038.8),(59 993887.4),(60 1014582.06),(61 1031289.3),(62 1047663.8),(63 1062487.4),(64 1076123.1),(65 1089915.8),(66 1100688.8),(67 1108967.6),(68 1115224.3),(69 1118398.4),(70 1118685.3),(71 1117232.1),(72 1113215.4),(73 1110251.4),(74 1107332.3),(75 1102653),(76 1100216.6),(77 1098320.1),(78 1095865),(79 1090769),
(1 4112.7046),(2 12760.629),(3 24190.246),(4 38044.56),(5 54462.88),(6 72489.23),(7 91962.33),(8 113747.71),(9 136036.2),(10 158926.25),(11 182564.8),(12 206854.89),(13 232449.23),(14 257543.94),(15 282918.38),(16 306966.3),(17 331039.38),(18 353884.34),(19 374664.88),(20 392977.88),(21 411016.16),(22 427880.84),(23 442840.13),(24 455544.72),(25 466388.4),(26 475549.3),(27 484564.5),(28 494151.78),(29 504516.34),(30 513997.94),(31 521991.16),(32 531522.3),(33 542693.4),(34 555357.1),(35 567444.5),(36 579623.75),(37 591154.56),(38 605346.7),(39 619993.1),(40 634440.9),(41 650462.75),(42 667831.44),(43 687968.7),(44 707798.4),(45 730618),(46 751329.3),(47 772844.8),(48 794122.3),(49 815307.8),(50 834903),(51 854800.2),(52 875397.94),(53 896292.25),(54 917721.7),(55 938557.94),(56 957694.5),(57 975211.3),(58 994567.3),(59 1012706.3),(60 1031426.75),(61 1047999.7),(62 1064315.5),(63 1076835.9),(64 1088543.5),(65 1102405.5),(66 1112129.8),(67 1122668.4),(68 1132475.6),(69 1140896.3),(70 1148287.1),(71 1154488.5),(72 1159674.8),(73 1166267.8),(74 1174904.8),(75 1183282.9),(76 1193013),(77 1201651.8),(78 1208418),(79 1214193.4),
(1 3996.3408),(2 12032.808),(3 22694.287),(4 35856.855),(5 50654.383),(6 67328.28),(7 84911.914),(8 103052.41),(9 122201.055),(10 141697.1),(11 161865.36),(12 182416.6),(13 204682.19),(14 225804.97),(15 247204.14),(16 267717.13),(17 288881.78),(18 309247.03),(19 328680.66),(20 345934.88),(21 362297.38),(22 378563.2),(23 393301.72),(24 406622.25),(25 417697.9),(26 428012.47),(27 437940.8),(28 446913.53),(29 456043.94),(30 466016.44),(31 475310.16),(32 484894.88),(33 494629.94),(34 507099.84),(35 521352.72),(36 537485.2),(37 553794.8),(38 574071.8),(39 594918),(40 617140),(41 640508.75),(42 665050.8),(43 693076.6),(44 720381.1),(45 747322.2),(46 772738),(47 797946.9),(48 824031.6),(49 849898.75),(50 872236.7),(51 893996.75),(52 916521),(53 936658.44),(54 955209.25),(55 972708.44),(56 988183.25),(57 1002620.56),(58 1014913.3),(59 1026235.9),(60 1038520.44),(61 1049750.4),(62 1059859.6),(63 1067329.9),(64 1073717.4),(65 1081802.5),(66 1086331.4),(67 1090295),(68 1095061.9),(69 1099070.5),(70 1104007.5),(71 1108744.3),(72 1113881.3),(73 1119075.1),(74 1125691.8),(75 1131376.6),(76 1137878.9),(77 1142388.6),(78 1149206.6),(79 1157393.8),
(1 4029.8013),(2 12217.334),(3 23384.02),(4 36667.336),(5 51293.605),(6 66941.01),(7 84074.26),(8 102173.31),(9 121521.24),(10 141001.44),(11 161018.14),(12 180966.47),(13 201151.16),(14 219884.06),(15 239514.75),(16 258770.7),(17 279294.6),(18 297450.13),(19 313199.88),(20 326728.94),(21 340176.94),(22 353342.6),(23 364427.4),(24 373192.13),(25 381072.6),(26 386953.2),(27 392267.4),(28 396350.38),(29 400733.7),(30 404111.22),(31 406891.88),(32 410093.25),(33 413386.97),(34 417045.34),(35 422245.3),(36 427662.75),(37 433190.7),(38 438939.9),(39 445477.06),(40 453701.06),(41 462782.6),(42 474555.78),(43 486454.28),(44 497757.97),(45 511167.88),(46 524862.44),(47 538975.7),(48 555310.9),(49 573798.6),(50 592545.1),(51 612418.94),(52 631605.8),(53 651666.1),(54 672330.7),(55 693066.94),(56 712477.9),(57 730985.56),(58 747066.3),(59 763202),(60 778444.8),(61 792822.9),(62 806000.44),(63 818154.8),(64 828453.1),(65 840799.56),(66 851526.7),(67 862465.1),(68 874792),(69 887792.2),(70 900548.2),(71 913484.75),(72 925357.2),(73 934397.94),(74 942161.1),(75 951605.75),(76 960606.3),(77 965660.44),(78 971130.25),(79 976452.06),
(1 4014.5754),(2 12138.707),(3 22749.45),(4 35373.547),(5 49557.08),(6 64881.543),(7 81357.82),(8 97907.76),(9 114601.2),(10 131652.14),(11 149824),(12 168143.52),(13 187055.58),(14 203983.14),(15 221285.6),(16 238876.22),(17 256760.9),(18 273038),(19 287465.5),(20 300018.66),(21 311987.6),(22 324140.03),(23 334647.16),(24 342959.97),(25 351195.6),(26 357017.75),(27 361201.72),(28 364763.88),(29 368548.34),(30 372170),(31 375746.3),(32 379946.4),(33 383486.13),(34 387539.25),(35 391736.94),(36 396181.72),(37 400774.5),(38 405305.5),(39 410313.5),(40 415661.34),(41 420993.16),(42 428371.28),(43 437991.56),(44 445797.88),(45 455312),(46 464770.84),(47 474915.6),(48 486348.44),(49 498550.34),(50 513424.28),(51 531823.1),(52 550275.8),(53 570108.7),(54 593946.8),(55 618242.06),(56 640497.8),(57 663366.7),(58 682787.2),(59 700838.06),(60 719566.94),(61 736966.2),(62 754616.8),(63 771070.5),(64 786669.9),(65 803516.44),(66 818953.06),(67 834093.94),(68 848366.4),(69 862502.7),(70 874034.9),(71 883048.8),(72 889624.8),(73 895026.94),(74 898809.94),(75 900576.9),(76 901520.4),(77 901783.1),(78 899156.9),(79 896320.8),
(1 4065.4778),(2 12581.063),(3 23758.781),(4 37257.223),(5 51862),(6 67363.16),(7 84168.89),(8 101200.72),(9 118866.08),(10 136147.72),(11 153530.02),(12 171598.63),(13 189877.83),(14 207087.78),(15 225507.52),(16 243219.72),(17 262075.48),(18 279222.3),(19 295401.94),(20 309665.66),(21 323840),(22 338199.47),(23 351616.34),(24 363465.44),(25 374904.72),(26 383750.94),(27 391045.44),(28 398368.13),(29 403471.47),(30 409157.72),(31 412920.1),(32 416926.28),(33 420982.75),(34 425003.13),(35 427430.1),(36 431259.13),(37 435320),(38 438728.53),(39 442805.78),(40 446484.28),(41 450012.3),(42 453622.56),(43 458310.34),(44 463024.97),(45 471633.34),(46 480584.44),(47 491114.22),(48 502286.22),(49 514759.25),(50 528261.9),(51 542539.6),(52 556603.6),(53 572653.9),(54 589454.9),(55 605361.56),(56 622168.7),(57 639937.06),(58 656851.9),(59 671042.5),(60 684743.44),(61 698171.7),(62 712069.06),(63 726302.25),(64 739338.56),(65 753084.4),(66 764046.4),(67 774364.6),(68 785619.75),(69 796125),(70 805218.25),(71 812385.6),(72 817603),(73 822215.4),(74 825438.06),(75 827936.06),(76 831070.94),(77 834925.5),(78 836401.3),(79 836084.56),
(1 4568.0635),(2 14190.381),(3 27260.084),(4 43040.918),(5 61063.195),(6 81689.94),(7 104117.57),(8 127192.96),(9 151473.45),(10 176263.22),(11 202803.88),(12 230549.27),(13 258165.36),(14 284425.47),(15 310965.34),(16 336260.4),(17 361717.2),(18 384719.8),(19 408482.25),(20 429210.1),(21 448243.06),(22 464382.94),(23 478770.56),(24 490959.9),(25 501626.06),(26 510336.8),(27 519053.06),(28 524508.7),(29 525848),(30 528257.75),(31 528761.8),(32 527322.8),(33 524448.75),(34 520550.75),(35 515849.72),(36 511753.72),(37 506656.34),(38 502789.25),(39 499565.2),(40 496816),(41 493818.28),(42 493043.9),(43 495014.94),(44 497834.38),(45 505189.53),(46 514611.72),(47 526589.25),(48 540148.3),(49 554643.7),(50 570760.9),(51 586922),(52 603490.3),(53 620487.56),(54 638037.6),(55 654656.4),(56 672858.75),(57 692375.8),(58 713837.7),(59 732820.44),(60 751969.7),(61 769455.25),(62 785170.7),(63 800471.9),(64 813123.5),(65 824246.3),(66 832108.7),(67 838112),(68 842206.56),(69 846164.7),(70 849186.75),(71 850004.1),(72 847351.6),(73 843603.06),(74 840789.8),(75 839517.7),(76 837623.7),(77 835245.9),(78 832656.56),(79 828934.7),
(1 4740.8745),(2 14386.259),(3 27376.56),(4 43255.766),(5 61091.1),(6 80688.99),(7 102792.9),(8 125534.82),(9 149312.64),(10 173623.75),(11 200484),(12 228287.9),(13 258845.42),(14 286794.56),(15 315629.22),(16 343969.97),(17 370538.72),(18 394174.2),(19 415906.03),(20 436008.1),(21 453684.44),(22 469692.03),(23 485154.97),(24 500520.1),(25 514288.88),(26 525381),(27 533580.44),(28 540330.75),(29 543589.6),(30 548930.94),(31 551070.9),(32 552172.7),(33 553082.8),(34 551466.2),(35 548331.2),(36 546498.4),(37 544037.9),(38 543066.06),(39 542679.1),(40 542949.1),(41 543574.5),(42 546976.44),(43 553144),(44 559960.9),(45 569274.8),(46 577868.3),(47 586184.75),(48 594891.25),(49 604467.2),(50 615426.06),(51 626022.25),(52 635723.2),(53 645899.94),(54 656649.5),(55 667863.4),(56 681141.1),(57 695103.06),(58 709056),(59 722450.1),(60 736584),(61 748733.7),(62 760651.6),(63 770668.44),(64 776612.9),(65 782250.9),(66 786119.4),(67 787415.3),(68 788384.2),(69 789094.75),(70 788834.06),(71 787640.6),(72 784752.25),(73 781289.44),(74 779724.9),(75 777675.75),(76 777018.1),(77 776060),(78 775769.9),(79 774582.94),
