1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 66292.805),(2 84721.9),(3 49769.49),(4 127652.75),(5 155575.83),(6 124768.9),(7 203755.67),(8 246352.5),(9 205140.06),(10 283483.72),(11 311983.22),(12 283493.25),(13 372274.34),(14 382246.13),(15 346697.78),(16 424197.9),(17 452925.6),(18 421610.72),(19 504061.84),(20 528511.7),(21 496923.47),(22 577643),(23 647810.5),(24 598639.2),(25 694920.06),(26 752571.3),(27 727022.94),(28 837315.94),(29 898859.7),(30 863505.8),(31 979123.8),(32 1052100.4),(33 1031276.44),(34 1143472.8),(35 1238548.5),(36 1215229.6),(37 1349159.6),(38 1494794),(39 1470079.5),(40 1604021.1),(41 1719586.9),(42 1708392),(43 1855952),(44 1971279.4),(45 1985034),(46 2142359.5),(47 2289405.3),(48 2313432.3),(49 2479145.8),(50 2640170.3),(51 2685763),(52 2881170),(53 3109619.8),(54 3153779.8),(55 3367962),(56 3553165.8),(57 3631363),(58 3781772.8),(59 3942202.3),(60 4002759.3),(61 4187044),(62 4366251.5),(63 4446550),(64 4633640),(65 4813984.5),(66 4894544),(67 5062742.5),(68 5282247.5),(69 5336976.5),(70 5491710.5),(71 5633272.5),(72 5663090.5),(73 5800301.5),(74 5888817.5),(75 5895992.5),(76 5993356),(77 6108322.5),(78 6098696.5),(79 6238019.5),
(1 23235.707),(2 84699.86),(3 180653.81),(4 312682.78),(5 470821.97),(6 653013.3),(7 857159.1),(8 1086072.5),(9 1326176.8),(10 1586811.3),(11 1859705.8),(12 2139023.8),(13 2433667.5),(14 2736563.8),(15 3050748.3),(16 3373411.3),(17 3703353.8),(18 4033360.8),(19 4369038),(20 4697073.5),(21 5016447.5),(22 5324677),(23 5616674),(24 5880542),(25 6136076),(26 6367841.5),(27 6581941.5),(28 6772915),(29 6940448),(30 7089735),(31 7228521.5),(32 7344684.5),(33 7443561.5),(34 7532300),(35 7608305.5),(36 7660023.5),(37 7701184),(38 7728129.5),(39 7740058.5),(40 7733045.5),(41 7716803.5),(42 7689088),(43 7659575.5),(44 7620222),(45 7584435),(46 7561941),(47 7547040),(48 7532967),(49 7522243),(50 7505259),(51 7484569),(52 7462068),(53 7437711.5),(54 7403008.5),(55 7365058),(56 7325640.5),(57 7282475),(58 7236167),(59 7191687.5),(60 7146604.5),(61 7103694.5),(62 7060559.5),(63 7012035),(64 6958887),(65 6908696.5),(66 6855339),(67 6804288),(68 6747870.5),(69 6689480.5),(70 6633018.5),(71 6581560.5),(72 6535026),(73 6494577.5),(74 6455410),(75 6412520.5),(76 6368527.5),(77 6326133.5),(78 6285640.5),(79 6250358.5),
(1 22370.521),(2 82047.99),(3 176216.5),(4 306892.5),(5 468360.84),(6 656845.75),(7 875355.5),(8 1124002.1),(9 1385707.9),(10 1674321.6),(11 1982227.4),(12 2297912.8),(13 2633062.3),(14 2981620.8),(15 3333554.8),(16 3700207),(17 4076600.8),(18 4447954.5),(19 4820716.5),(20 5186153.5),(21 5540344),(22 5881450),(23 6209198),(24 6511208.5),(25 6803023.5),(26 7075200),(27 7336978.5),(28 7570105.5),(29 7784319.5),(30 7978473.5),(31 8145414.5),(32 8297164.5),(33 8436086),(34 8548691),(35 8643981),(36 8704576),(37 8745909),(38 8766501),(39 8772317),(40 8751673),(41 8719211),(42 8664633),(43 8592771),(44 8514863),(45 8431291),(46 8340518),(47 8251053.5),(48 8154471.5),(49 8054744),(50 7956252),(51 7858870.5),(52 7752322.5),(53 7650706.5),(54 7556001.5),(55 7456600),(56 7361018.5),(57 7274098),(58 7184622),(59 7099354),(60 7002461.5),(61 6906284),(62 6806085.5),(63 6717868),(64 6629658.5),(65 6547705.5),(66 6463234.5),(67 6384970.5),(68 6312212),(69 6249125.5),(70 6189269.5),(71 6127636),(72 6075074),(73 6036367.5),(74 6004162.5),(75 5978357.5),(76 5964815.5),(77 5967435.5),(78 5979188),(79 6001273.5),
(1 26773.525),(2 100274.29),(3 214186.4),(4 367237.56),(5 549735),(6 759391.44),(7 992701.8),(8 1247868.6),(9 1514277.5),(10 1793616),(11 2088546.3),(12 2382383.3),(13 2688937),(14 2998732.3),(15 3304986),(16 3616013.5),(17 3926382),(18 4232575.5),(19 4536582),(20 4828654.5),(21 5120788),(22 5394450),(23 5663094),(24 5902926),(25 6129625),(26 6340681),(27 6540914),(28 6718347.5),(29 6886460),(30 7027154.5),(31 7155335.5),(32 7261636),(33 7353319.5),(34 7413277.5),(35 7452998.5),(36 7471388),(37 7470738.5),(38 7444856.5),(39 7416779.5),(40 7366297.5),(41 7308372.5),(42 7227527),(43 7145511.5),(44 7056819),(45 6976147),(46 6881959),(47 6800479.5),(48 6716512.5),(49 6645065),(50 6580774.5),(51 6532126.5),(52 6504305.5),(53 6500030),(54 6504241.5),(55 6519171),(56 6550158.5),(57 6595709.5),(58 6665219),(59 6736621.5),(60 6804921.5),(61 6880813.5),(62 6952955.5),(63 7028406.5),(64 7098642),(65 7164118),(66 7214528.5),(67 7265318.5),(68 7314029),(69 7348482),(70 7369111),(71 7387471.5),(72 7394925),(73 7393467.5),(74 7377034),(75 7349645),(76 7316022),(77 7282552.5),(78 7246739),(79 7206165),
(1 22829.832),(2 83661.71),(3 177874.77),(4 305928.84),(5 459254.56),(6 635892.06),(7 833735.75),(8 1047644.8),(9 1273791.4),(10 1512723),(11 1754586.4),(12 1995777.6),(13 2235980.3),(14 2468032.3),(15 2690789.8),(16 2908636.5),(17 3114395.3),(18 3302492.8),(19 3484249),(20 3650354.5),(21 3803467),(22 3948682.5),(23 4073809),(24 4181975.8),(25 4283869),(26 4377729.5),(27 4461723),(28 4556098),(29 4645772),(30 4726377.5),(31 4810712.5),(32 4882739),(33 4954532.5),(34 5021944),(35 5086866),(36 5131909),(37 5177445),(38 5201016),(39 5219801.5),(40 5229920),(41 5224889.5),(42 5200923.5),(43 5175343.5),(44 5135705.5),(45 5082126.5),(46 5018239.5),(47 4950564),(48 4876690),(49 4803280.5),(50 4733353),(51 4661827),(52 4607909.5),(53 4553822),(54 4507968),(55 4470111.5),(56 4438859),(57 4411650),(58 4376977.5),(59 4361077.5),(60 4355128.5),(61 4353871.5),(62 4354211.5),(63 4361950),(64 4377403),(65 4392492.5),(66 4415374.5),(67 4445479.5),(68 4486276),(69 4524069),(70 4568384),(71 4611218),(72 4655200.5),(73 4706262),(74 4747666),(75 4790973.5),(76 4829311),(77 4861297.5),(78 4888665),(79 4915826),
(1 21457.826),(2 79110.95),(3 169442.92),(4 290546.88),(5 437526.6),(6 607457.56),(7 798951.6),(8 1007429.44),(9 1227400.9),(10 1459321.9),(11 1697195.4),(12 1946721.9),(13 2195074.8),(14 2445099.5),(15 2693938.3),(16 2933213),(17 3161852.3),(18 3378889.8),(19 3586660.3),(20 3772920.5),(21 3943159),(22 4086793),(23 4209581),(24 4301175),(25 4374249.5),(26 4420055),(27 4454799.5),(28 4470007),(29 4471385),(30 4449887.5),(31 4426047),(32 4384351.5),(33 4335058.5),(34 4283310),(35 4220560.5),(36 4151860.3),(37 4090902),(38 4026699.8),(39 3961957.3),(40 3897785),(41 3823742.3),(42 3753360.5),(43 3690806.8),(44 3627105),(45 3573139.8),(46 3525257.5),(47 3489154.3),(48 3461704),(49 3443315.8),(50 3436986.3),(51 3443550),(52 3462101.8),(53 3489757),(54 3533530.8),(55 3587148.5),(56 3641421),(57 3702424.5),(58 3751327.5),(59 3807097.3),(60 3865217.5),(61 3924169),(62 3985013.8),(63 4046531.5),(64 4105115.8),(65 4161631),(66 4216467.5),(67 4264598.5),(68 4309145),(69 4348536),(70 4389395.5),(71 4423786),(72 4455554.5),(73 4488793.5),(74 4512126),(75 4536907.5),(76 4549734),(77 4562805.5),(78 4572596.5),(79 4581827.5),
(1 23560.033),(2 87682.39),(3 188918.52),(4 325194.84),(5 492643.88),(6 685868.25),(7 903361.44),(8 1137537.5),(9 1384817.9),(10 1639205.1),(11 1900690),(12 2161848.5),(13 2419320.3),(14 2673136.8),(15 2915866.3),(16 3139966.8),(17 3342259.8),(18 3528447),(19 3696093.3),(20 3850417),(21 3987089.3),(22 4102030.5),(23 4202024.5),(24 4283300.5),(25 4343074.5),(26 4391611.5),(27 4430868.5),(28 4453809.5),(29 4459393),(30 4451203.5),(31 4435818.5),(32 4405289.5),(33 4367664.5),(34 4317421.5),(35 4259235.5),(36 4196345.5),(37 4128621.8),(38 4061283.5),(39 3994283.3),(40 3925607.5),(41 3851431),(42 3776637.8),(43 3708879.5),(44 3641797.3),(45 3572449),(46 3510283.8),(47 3457554.3),(48 3407574.3),(49 3365752.8),(50 3331277.8),(51 3303487.8),(52 3284128.5),(53 3273827.3),(54 3274647.3),(55 3279734.5),(56 3294125.3),(57 3307523.3),(58 3333827.8),(59 3364794.8),(60 3398614.5),(61 3436824.3),(62 3474512.5),(63 3517853.3),(64 3564442.3),(65 3611232),(66 3654574.3),(67 3699753.5),(68 3747003.5),(69 3788759.5),(70 3825842.8),(71 3869345.3),(72 3905330.3),(73 3942367.3),(74 3984632.8),(75 4029230.8),(76 4064736.8),(77 4105964.3),(78 4144814.8),(79 4186297.3),
(1 21947.045),(2 81226.89),(3 175364.33),(4 302122.84),(5 454835.16),(6 630996.6),(7 824072.94),(8 1034224.2),(9 1254384),(10 1478252),(11 1706700.3),(12 1934762.1),(13 2159510.5),(14 2376806.3),(15 2581316.5),(16 2771734.3),(17 2945926.3),(18 3101586),(19 3237389.5),(20 3348533.8),(21 3440884.3),(22 3513822),(23 3564706.5),(24 3597287.3),(25 3616528),(26 3618458.8),(27 3612665.8),(28 3596833),(29 3565841.5),(30 3532473),(31 3494430),(32 3444022.5),(33 3391381.8),(34 3339177.3),(35 3284295.8),(36 3237006.8),(37 3194847.5),(38 3151426.3),(39 3111855.5),(40 3077087.5),(41 3046969.8),(42 3032428.5),(43 3025197.5),(44 3025960.3),(45 3035492.8),(46 3050932.8),(47 3075892.8),(48 3108910.5),(49 3147025.8),(50 3190466.5),(51 3234685.3),(52 3279871.5),(53 3326413),(54 3371151),(55 3409216.3),(56 3443842),(57 3468883.3),(58 3491374.8),(59 3512331),(60 3529358),(61 3546090.8),(62 3556301),(63 3561040),(64 3561408.5),(65 3556278.3),(66 3549830.5),(67 3547503),(68 3542511.3),(69 3539244.8),(70 3531417),(71 3524674.8),(72 3515848.3),(73 3503591.5),(74 3488404.8),(75 3473066.8),(76 3456387.8),(77 3436719.8),(78 3418159.5),(79 3397948.8),
(1 18792.238),(2 68361.695),(3 146653.95),(4 252414.44),(5 380222.28),(6 525613),(7 687049.8),(8 859248.3),(9 1038747.4),(10 1225403.3),(11 1413382.3),(12 1601144.3),(13 1788232.5),(14 1967581.4),(15 2135764.5),(16 2294527),(17 2440291),(18 2567131.5),(19 2683122),(20 2780266),(21 2854507.8),(22 2911742.5),(23 2944990.5),(24 2955696),(25 2957589.3),(26 2944956),(27 2926920.3),(28 2899308.5),(29 2867713.8),(30 2832741.3),(31 2799064.5),(32 2760530),(33 2724718.8),(34 2698356.8),(35 2673936.3),(36 2659381),(37 2657812.3),(38 2663142.8),(39 2670445.5),(40 2692100.3),(41 2717254.3),(42 2746968.3),(43 2789442),(44 2835654),(45 2889223.8),(46 2954864),(47 3025892.3),(48 3102049.5),(49 3183254.8),(50 3266764.3),(51 3350100),(52 3432415),(53 3509245),(54 3579061),(55 3645184),(56 3701839.3),(57 3746876.5),(58 3785837.3),(59 3820627.5),(60 3844455.3),(61 3870573.8),(62 3883191),(63 3894490),(64 3897165.3),(65 3896487.3),(66 3895572.8),(67 3893166),(68 3885524.8),(69 3875240),(70 3865857.5),(71 3843296.5),(72 3816300),(73 3788509.8),(74 3753803.3),(75 3719384.8),(76 3681247.3),(77 3639685.3),(78 3596812),(79 3558957),
(1 18821.348),(2 69080.36),(3 147642.94),(4 252299.25),(5 380159.78),(6 524413.6),(7 686775.56),(8 859956.3),(9 1043136.3),(10 1229387.9),(11 1415519),(12 1599284.3),(13 1776221.9),(14 1937807),(15 2088344),(16 2228474.5),(17 2353662),(18 2466202.5),(19 2572372),(20 2658183.5),(21 2735860),(22 2801790),(23 2846469.5),(24 2873654.8),(25 2888553.8),(26 2890325.3),(27 2883557.8),(28 2868974.5),(29 2840473.5),(30 2800669.3),(31 2762590.5),(32 2720424.8),(33 2679863.3),(34 2641910.5),(35 2600386),(36 2563245.3),(37 2528126),(38 2497671.8),(39 2471757),(40 2448988),(41 2431361),(42 2418883.3),(43 2413235.8),(44 2413952.5),(45 2419528),(46 2428958.3),(47 2440366),(48 2455747.8),(49 2474900.3),(50 2500245.5),(51 2529607.3),(52 2561094.5),(53 2597404.8),(54 2638047.3),(55 2679595.5),(56 2722114.8),(57 2766137.8),(58 2796001.5),(59 2836402),(60 2880783.5),(61 2925600.3),(62 2967570.8),(63 3005038),(64 3039491.3),(65 3076807.5),(66 3118926.3),(67 3163555.8),(68 3207035.3),(69 3252208.5),(70 3303401),(71 3340610),(72 3378155.5),(73 3419153.8),(74 3452925),(75 3480926),(76 3508005),(77 3525805.5),(78 3532828),(79 3535857.8),
(1 19591.107),(2 71761.77),(3 153232.16),(4 260438.78),(5 388463),(6 534987.7),(7 692741.9),(8 860193.8),(9 1033806.94),(10 1208892.9),(11 1382915.6),(12 1550924.5),(13 1710700.4),(14 1856842.4),(15 1988365.9),(16 2103349.5),(17 2203566.3),(18 2289677),(19 2359814),(20 2420834.3),(21 2466410),(22 2493818.8),(23 2513444.8),(24 2523348.3),(25 2527429.3),(26 2531667.3),(27 2532477.8),(28 2529850),(29 2530570.5),(30 2535633.8),(31 2547191.8),(32 2567332),(33 2592198),(34 2620027.3),(35 2658549.3),(36 2700591.8),(37 2744031.3),(38 2794191.3),(39 2849125.5),(40 2904991.3),(41 2964505.5),(42 3020224),(43 3074241.8),(44 3126720.8),(45 3180399.8),(46 3230752.8),(47 3276689.8),(48 3317935.3),(49 3349790.5),(50 3377528.8),(51 3391428),(52 3390229.3),(53 3373276.5),(54 3344468),(55 3303699),(56 3257610),(57 3206020.3),(58 3154053.5),(59 3102955.5),(60 3050006.5),(61 3000414),(62 2950308.8),(63 2900488.8),(64 2855371.8),(65 2814576),(66 2777274),(67 2735169.3),(68 2691975.3),(69 2648487.3),(70 2601069),(71 2552672.5),(72 2512205),(73 2477978),(74 2453205.5),(75 2441323),(76 2435269.3),(77 2437666.5),(78 2444141.5),(79 2460960.5),
(1 18937.11),(2 69421.36),(3 148575.23),(4 254322.97),(5 381703.56),(6 528309.5),(7 687804.25),(8 858630.75),(9 1031133.1),(10 1205271.5),(11 1378878),(12 1546606.3),(13 1709710.5),(14 1855785.6),(15 1985031.8),(16 2102352.3),(17 2202342),(18 2288824.3),(19 2360090.3),(20 2416817.3),(21 2460696.8),(22 2492567.8),(23 2513131.5),(24 2523146.5),(25 2530139),(26 2529228.3),(27 2524616),(28 2518884),(29 2509741.3),(30 2503937.3),(31 2503666.3),(32 2500367),(33 2501000.5),(34 2505672.3),(35 2519846),(36 2532920.8),(37 2552863),(38 2573303.8),(39 2596567.8),(40 2621768.8),(41 2646736.3),(42 2665812),(43 2686213),(44 2700923),(45 2709034.8),(46 2715509),(47 2721026.3),(48 2726012.8),(49 2730879.5),(50 2738969),(51 2746053),(52 2751063.3),(53 2755012.5),(54 2756950.8),(55 2752851.3),(56 2742984.8),(57 2729927.3),(58 2711149.3),(59 2688778),(60 2661009.3),(61 2627199),(62 2588593.5),(63 2543228.5),(64 2498173.8),(65 2452520.3),(66 2403479.3),(67 2355030.8),(68 2301841.8),(69 2249964),(70 2197567),(71 2142049.8),(72 2088887.4),(73 2033755.9),(74 1978887.5),(75 1930146.3),(76 1882944.8),(77 1834791.3),(78 1789720.5),(79 1751692.5),
(1 19084.963),(2 70306.81),(3 151416.78),(4 259574.78),(5 387953.47),(6 533294.06),(7 689140.7),(8 852502.4),(9 1016845),(10 1179528.1),(11 1338008.1),(12 1485585.3),(13 1620632.8),(14 1738377.9),(15 1841311.5),(16 1930108.5),(17 2001108.5),(18 2060704.5),(19 2103521.5),(20 2134268.3),(21 2155261),(22 2165801.8),(23 2164091),(24 2153493.3),(25 2132628.5),(26 2105182.8),(27 2076071.8),(28 2044722.3),(29 2015773.4),(30 1990763.5),(31 1975004.9),(32 1963650.6),(33 1962577.5),(34 1967364.9),(35 1978202.9),(36 1993620),(37 2011673.5),(38 2033355.1),(39 2057207.4),(40 2084654),(41 2109460),(42 2136766.3),(43 2164753),(44 2191316.8),(45 2221957.5),(46 2247681.3),(47 2276887),(48 2308116.8),(49 2337341.3),(50 2362750.8),(51 2385219.3),(52 2401285),(53 2409698.8),(54 2410786.5),(55 2401049.8),(56 2391006),(57 2373775.8),(58 2358593),(59 2340351.3),(60 2321029),(61 2303040.3),(62 2285857.5),(63 2271709),(64 2252720),(65 2230861),(66 2205696),(67 2176074.5),(68 2144998),(69 2113159.5),(70 2073036),(71 2027788.9),(72 1978455.5),(73 1923509.1),(74 1867645.8),(75 1817466.8),(76 1770169),(77 1724908.8),(78 1685287.6),(79 1648360.9),
(1 18142.732),(2 66055.88),(3 142867.98),(4 243356.77),(5 363188.75),(6 501510.66),(7 651756.9),(8 815405.75),(9 977878.7),(10 1142262),(11 1303107.1),(12 1453039.4),(13 1590797.4),(14 1712877.4),(15 1813898.8),(16 1897003.1),(17 1961412.5),(18 2008265.3),(19 2037609.3),(20 2056550.4),(21 2061380.3),(22 2052835.4),(23 2037105.3),(24 2014794.6),(25 1987035.8),(26 1960137.3),(27 1937830.9),(28 1920161.5),(29 1908639.1),(30 1903015.9),(31 1906629.3),(32 1912137.6),(33 1920543.6),(34 1933533.8),(35 1948277),(36 1968268.6),(37 1989746.3),(38 2009283.4),(39 2029089.9),(40 2049376),(41 2063204.1),(42 2079001.6),(43 2092838),(44 2106499.3),(45 2121301.5),(46 2139394.5),(47 2157306.5),(48 2171412.8),(49 2182616.5),(50 2190749),(51 2193476.3),(52 2189876),(53 2186529.3),(54 2175923.3),(55 2164287.3),(56 2154536),(57 2142911.3),(58 2132359),(59 2121178.3),(60 2110562.5),(61 2097714.5),(62 2089498.4),(63 2081713.9),(64 2071238.8),(65 2058473.1),(66 2042944.9),(67 2023653.8),(68 2003508.5),(69 1982859.4),(70 1961970.8),(71 1944385.5),(72 1927457.6),(73 1913550.5),(74 1902622.1),(75 1898305.6),(76 1900039.5),(77 1908034.3),(78 1915734),(79 1926587.1),
(1 22250.223),(2 82636.86),(3 177041.78),(4 299436.97),(5 442825.34),(6 602254.7),(7 770387.4),(8 945307.6),(9 1121792),(10 1296518),(11 1467056.1),(12 1627081.8),(13 1770997),(14 1897324.1),(15 2002991.5),(16 2085339.4),(17 2144042),(18 2175246.3),(19 2182065.5),(20 2161390.5),(21 2121726.5),(22 2066206.3),(23 2000854.4),(24 1931153.1),(25 1864347.5),(26 1802277.8),(27 1742585.1),(28 1695721.1),(29 1660434.5),(30 1634763.9),(31 1623459.3),(32 1621962.6),(33 1626763),(34 1640139),(35 1659095.9),(36 1682469.8),(37 1709541.4),(38 1737675.3),(39 1767013),(40 1797063.9),(41 1827101.5),(42 1855860.3),(43 1883750.6),(44 1908609.8),(45 1937187.3),(46 1964731.5),(47 1992840.9),(48 2021318),(49 2050826.3),(50 2081430.4),(51 2113680.3),(52 2147010.3),(53 2177640),(54 2206353.5),(55 2234234.8),(56 2254963.8),(57 2265613.8),(58 2269271.5),(59 2261088),(60 2242946.8),(61 2214188.5),(62 2178647),(63 2136101.8),(64 2091645.1),(65 2048223.1),(66 2005034.5),(67 1961838),(68 1918559.3),(69 1879871.5),(70 1842616.9),(71 1812368.1),(72 1787585.8),(73 1764186.6),(74 1745540.3),(75 1732920.4),(76 1723250.9),(77 1720512.8),(78 1724870),(79 1737671.5),
(1 18597.074),(2 67782.48),(3 143403.03),(4 239697.31),(5 351955.2),(6 474507.8),(7 603124.2),(8 734538.3),(9 861811.3),(10 984936.56),(11 1100030.9),(12 1203626.9),(13 1293466.5),(14 1368237.4),(15 1424808.8),(16 1463529.1),(17 1487445.1),(18 1495421.5),(19 1490352.5),(20 1473494),(21 1450185.8),(22 1422877.3),(23 1397199.1),(24 1369319.6),(25 1346289.8),(26 1329774),(27 1317496),(28 1308840.4),(29 1307560),(30 1305474.8),(31 1305196.5),(32 1306591.3),(33 1309135),(34 1312267.8),(35 1317658.9),(36 1326028.8),(37 1336704.1),(38 1349015.1),(39 1362589),(40 1377992.1),(41 1392624.4),(42 1404049.6),(43 1414198),(44 1422209.6),(45 1430881.8),(46 1439138),(47 1448513.1),(48 1459668.6),(49 1469303.5),(50 1482926.3),(51 1497567.5),(52 1513934.9),(53 1528520),(54 1541702.3),(55 1555255.5),(56 1564656),(57 1573147.4),(58 1573210.6),(59 1575658),(60 1576366.6),(61 1570272),(62 1559310.8),(63 1546076.1),(64 1531430.4),(65 1517107.4),(66 1503048.9),(67 1490216.1),(68 1478849.1),(69 1467635.9),(70 1458858.3),(71 1452856.4),(72 1448425.4),(73 1445456.8),(74 1445427.5),(75 1448823),(76 1453049.1),(77 1459049.8),(78 1465799.3),(79 1476698.3),
(1 18386.152),(2 68142.445),(3 145977.19),(4 248241.4),(5 369291.94),(6 504082.94),(7 646430.25),(8 790508.3),(9 934323.7),(10 1070529),(11 1194777.3),(12 1307689),(13 1406312.3),(14 1488952.5),(15 1555736.1),(16 1607081.8),(17 1642188.3),(18 1661557.4),(19 1661986.5),(20 1647986.1),(21 1620705.4),(22 1581927.3),(23 1537076.4),(24 1487808.3),(25 1440174.8),(26 1392867.3),(27 1348571.4),(28 1307912.6),(29 1274088.5),(30 1244545),(31 1223675.8),(32 1208946.8),(33 1199128.3),(34 1194108.9),(35 1193701.9),(36 1198538.5),(37 1208889.9),(38 1221795.6),(39 1238571.5),(40 1255985.5),(41 1274798.5),(42 1295363.3),(43 1316180.6),(44 1339812.6),(45 1365944.6),(46 1390132),(47 1412919.8),(48 1436700.6),(49 1460178),(50 1482099.6),(51 1504667.5),(52 1526264.4),(53 1546572.6),(54 1566914.8),(55 1587787.4),(56 1604704.8),(57 1614511),(58 1618016.6),(59 1615510.1),(60 1607068.4),(61 1592586),(62 1573848.3),(63 1552007.1),(64 1526425.8),(65 1499510.9),(66 1471498.5),(67 1443620.8),(68 1418972.5),(69 1399686.6),(70 1386311),(71 1378597.5),(72 1378358.3),(73 1382433.4),(74 1394221.8),(75 1413404.3),(76 1434319.8),(77 1457497.3),(78 1482754.6),(79 1507592),
(1 18924.914),(2 69536.84),(3 148086.92),(4 249523.84),(5 366054.25),(6 494065.5),(7 626741.44),(8 759870.25),(9 890495.44),(10 1015254.75),(11 1129340.1),(12 1233968.9),(13 1320394.9),(14 1392454.9),(15 1446564.8),(16 1486296.9),(17 1507681.4),(18 1515160.5),(19 1510440.9),(20 1497937.4),(21 1480730.3),(22 1456877.6),(23 1433223.9),(24 1405033.8),(25 1379157.9),(26 1352384.8),(27 1328339.3),(28 1305515),(29 1287349.8),(30 1272696.8),(31 1260196),(32 1250770.1),(33 1245834.3),(34 1243673.6),(35 1245557.1),(36 1253288.8),(37 1265267.1),(38 1278011.4),(39 1294026.1),(40 1312254.9),(41 1329592.5),(42 1345139.3),(43 1358270.3),(44 1370888.5),(45 1386391.1),(46 1401134.3),(47 1416856.9),(48 1434517.4),(49 1451464.4),(50 1470020.5),(51 1490831.9),(52 1510823.9),(53 1524191.6),(54 1529252.3),(55 1530189.5),(56 1523780.5),(57 1514495.1),(58 1494903.5),(59 1478546.1),(60 1459562.3),(61 1442448.4),(62 1427963),(63 1414000.9),(64 1401035.4),(65 1389852.8),(66 1381648.1),(67 1376523.8),(68 1377034.5),(69 1380817.8),(70 1393028.8),(71 1408461),(72 1429071.9),(73 1450738),(74 1473788.5),(75 1499586.5),(76 1525226),(77 1550929.8),(78 1575850),(79 1598332.6),
