1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80120.06),(2 216411.8),(3 407789.34),(4 701719.7),(5 985827.8),(6 1287097.6),(7 1648004),(8 1994989),(9 2330686.5),(10 2710764.8),(11 3060194.8),(12 3384686.8),(13 3726406.3),(14 4049348.8),(15 4348848),(16 4681786.5),(17 5017947.5),(18 5311162),(19 5681136.5),(20 6096229.5),(21 6520672),(22 7045890.5),(23 7600447.5),(24 8136474),(25 8756471),(26 9427535),(27 10135456),(28 11002026),(29 11832800),(30 12629225),(31 13489179),(32 14402467),(33 15250984),(34 16210903),(35 17147934),(36 18048524),(37 19011562),(38 20028058),(39 20950142),(40 21856258),(41 22783054),(42 23608494),(43 24395552),(44 25322922),(45 26202378),(46 27085514),(47 28008694),(48 28843970),(49 29712954),(50 30743736),(51 31686352),(52 32726040),(53 34060080),(54 35329092),(55 36885760),(56 38683080),(57 40417412),(58 42374236),(59 44374390),(60 46251132),(61 48325540),(62 50453120),(63 52368400),(64 54520588),(65 56727004),(66 58775332),(67 60861492),(68 62826804),(69 64252492),(70 65734484),(71 67286840),(72 68697704),(73 70319800),(74 71872616),(75 73099290),(76 74409390),(77 75625610),(78 76544050),(79 77440024),
(1 114367.63),(2 434770.6),(3 926546.44),(4 1558947.9),(5 2296559.5),(6 3112933.5),(7 3977759.3),(8 4877959.5),(9 5797872.5),(10 6707968.5),(11 7590865.5),(12 8430313),(13 9175542),(14 9833946),(15 10417483),(16 10900518),(17 11282401),(18 11585526),(19 11835353),(20 12016775),(21 12127264),(22 12174411),(23 12209003),(24 12215517),(25 12223599),(26 12240088),(27 12274109),(28 12321869),(29 12403637),(30 12493352),(31 12611915),(32 12757256),(33 12908152),(34 13071474),(35 13241087),(36 13400394),(37 13573707),(38 13729788),(39 13855676),(40 13941535),(41 13957606),(42 13971534),(43 13980513),(44 13980398),(45 13960672),(46 13929167),(47 13886429),(48 13857543),(49 13855851),(50 13884461),(51 13930886),(52 14018927),(53 14103541),(54 14220775),(55 14359605),(56 14494841),(57 14620721),(58 14721670),(59 14806884),(60 14870774),(61 14931752),(62 14966783),(63 14976145),(64 14998323),(65 15032858),(66 15096518),(67 15191645),(68 15305784),(69 15448640),(70 15595295),(71 15754763),(72 15919848),(73 16056250),(74 16152612),(75 16234190),(76 16302303),(77 16374842),(78 16459615),(79 16574720),
(1 97804.29),(2 364436),(3 767088.44),(4 1280708.9),(5 1879249.4),(6 2542299.8),(7 3242123.3),(8 3973638),(9 4739086.5),(10 5534166.5),(11 6343494.5),(12 7168534),(13 7969520),(14 8719811),(15 9416564),(16 10044265),(17 10596788),(18 11075482),(19 11499076),(20 11859349),(21 12148383),(22 12385157),(23 12573139),(24 12721456),(25 12848881),(26 12970052),(27 13091445),(28 13198632),(29 13324217),(30 13454792),(31 13588605),(32 13726065),(33 13855917),(34 13977107),(35 14081113),(36 14194681),(37 14319184),(38 14463337),(39 14621111),(40 14780929),(41 14919645),(42 15031888),(43 15127513),(44 15196927),(45 15239428),(46 15242031),(47 15217156),(48 15170405),(49 15142013),(50 15123009),(51 15140344),(52 15228208),(53 15322868),(54 15467084),(55 15642301),(56 15802851),(57 15949436),(58 16085228),(59 16231531),(60 16353265),(61 16447475),(62 16488520),(63 16469981),(64 16392621),(65 16268192),(66 16149584),(67 16023933),(68 15892965),(69 15757179),(70 15609427),(71 15447387),(72 15255307),(73 15012673),(74 14704284),(75 14378493),(76 14034508),(77 13700791),(78 13410548),(79 13151896),
(1 82462.46),(2 310574.44),(3 657473.94),(4 1099797),(5 1619659.5),(6 2201250),(7 2821910),(8 3475673),(9 4155839.8),(10 4848308.5),(11 5503578),(12 6108070),(13 6668774),(14 7175508.5),(15 7654369.5),(16 8079140),(17 8453795),(18 8783512),(19 9098673),(20 9383509),(21 9642097),(22 9889375),(23 10131617),(24 10406518),(25 10730705),(26 11052621),(27 11393743),(28 11762437),(29 12142688),(30 12503264),(31 12842765),(32 13146440),(33 13445373),(34 13724081),(35 13978491),(36 14197268),(37 14368306),(38 14469605),(39 14509709),(40 14486349),(41 14432643),(42 14340728),(43 14217029),(44 14071145),(45 13920084),(46 13764708),(47 13599985),(48 13419730),(49 13237330),(50 13067604),(51 12920009),(52 12805315),(53 12738394),(54 12696591),(55 12652484),(56 12616842),(57 12571543),(58 12512698),(59 12403576),(60 12262780),(61 12101809),(62 11915686),(63 11699899),(64 11474068),(65 11257811),(66 11032590),(67 10796577),(68 10570185),(69 10368396),(70 10188342),(71 10040705),(72 9919279),(73 9838941),(74 9783659),(75 9745668),(76 9698442),(77 9644453),(78 9591501),(79 9534155),
(1 74926.67),(2 274695.75),(3 563168.1),(4 907860.25),(5 1274723),(6 1655594.9),(7 2052077),(8 2456677.3),(9 2859815.3),(10 3245473),(11 3593130),(12 3896155.3),(13 4133811.5),(14 4312262.5),(15 4443761.5),(16 4531446.5),(17 4592294.5),(18 4648026),(19 4705766.5),(20 4767803),(21 4842645.5),(22 4928634),(23 5049394.5),(24 5202507.5),(25 5381045),(26 5579920.5),(27 5791268.5),(28 6010073),(29 6229477),(30 6430383.5),(31 6620211),(32 6809556.5),(33 6987305),(34 7154181),(35 7314382),(36 7466439.5),(37 7597175.5),(38 7698590.5),(39 7777880.5),(40 7824100),(41 7841758.5),(42 7855372),(43 7854553),(44 7856612.5),(45 7858040.5),(46 7833419.5),(47 7783660),(48 7710104.5),(49 7610360.5),(50 7489324),(51 7361866),(52 7255326),(53 7151309),(54 7078878.5),(55 7036463.5),(56 7032967.5),(57 7063974.5),(58 7127664),(59 7214110.5),(60 7324042),(61 7447780),(62 7566256),(63 7662553.5),(64 7730123.5),(65 7749972),(66 7716594),(67 7640167),(68 7525838.5),(69 7386514),(70 7226825),(71 7077271),(72 6963647.5),(73 6875772),(74 6817806),(75 6772687.5),(76 6748481.5),(77 6724612.5),(78 6698658.5),(79 6670775.5),
(1 77930.414),(2 289727.94),(3 601812.44),(4 978440.3),(5 1404062.4),(6 1857683),(7 2319525.8),(8 2777146.3),(9 3219419),(10 3643874.8),(11 4039067),(12 4395113.5),(13 4713795),(14 4985417.5),(15 5216071),(16 5414624),(17 5594756),(18 5765263.5),(19 5940989),(20 6114900),(21 6295025),(22 6458783.5),(23 6594212),(24 6707662),(25 6802812.5),(26 6881672.5),(27 6961174.5),(28 7009533),(29 7034908.5),(30 7015766),(31 6963250.5),(32 6881290.5),(33 6777254),(34 6648718),(35 6499226),(36 6332328.5),(37 6158901.5),(38 5979412.5),(39 5805921),(40 5639511.5),(41 5479451.5),(42 5328941),(43 5205138),(44 5105342),(45 5034322),(46 4994638),(47 4977383),(48 4956637),(49 4947680.5),(50 4944033),(51 4944500.5),(52 4954476),(53 4972419),(54 4987375.5),(55 5008289),(56 5044073.5),(57 5089085.5),(58 5171656.5),(59 5288181.5),(60 5434976),(61 5602489),(62 5770985),(63 5929350.5),(64 6063737),(65 6165757.5),(66 6217043.5),(67 6244367),(68 6250337),(69 6246706.5),(70 6251295),(71 6263292.5),(72 6278514),(73 6277589.5),(74 6274943.5),(75 6278253),(76 6294628.5),(77 6326570),(78 6347747.5),(79 6372740),
(1 81572.5),(2 304374.1),(3 633145.4),(4 1038338.25),(5 1494049.4),(6 1973155.5),(7 2449086.8),(8 2911187),(9 3339059.8),(10 3722061.3),(11 4060921),(12 4352567.5),(13 4591717),(14 4785663),(15 4936831),(16 5068593.5),(17 5192999),(18 5315757.5),(19 5455971.5),(20 5615564.5),(21 5796024),(22 6007766.5),(23 6231006),(24 6452475),(25 6667810),(26 6864401),(27 7025818.5),(28 7155150.5),(29 7250501.5),(30 7300996.5),(31 7321625.5),(32 7308876.5),(33 7272349.5),(34 7210592),(35 7116367),(36 6989008.5),(37 6854743.5),(38 6713176),(39 6567715),(40 6414313),(41 6256086.5),(42 6122020.5),(43 6014433),(44 5924005),(45 5860060.5),(46 5812489.5),(47 5774037.5),(48 5744594),(49 5728579),(50 5721669.5),(51 5738584),(52 5751921.5),(53 5743731),(54 5712578.5),(55 5651209),(56 5554357),(57 5438589.5),(58 5323883.5),(59 5215209.5),(60 5115607.5),(61 5017078.5),(62 4910965.5),(63 4798932.5),(64 4678120.5),(65 4563515),(66 4453856),(67 4348634.5),(68 4238523.5),(69 4133355.8),(70 4034337.3),(71 3942484),(72 3853351.3),(73 3770609),(74 3703856.5),(75 3662756),(76 3642609.5),(77 3640047.3),(78 3659155.3),(79 3693954.3),
(1 86269.47),(2 317391.47),(3 652833.2),(4 1049731.5),(5 1473097.3),(6 1909987.6),(7 2347391.3),(8 2774765),(9 3180441.3),(10 3551454),(11 3900669.3),(12 4226987),(13 4533273.5),(14 4818481.5),(15 5092352),(16 5351195),(17 5593512.5),(18 5807785.5),(19 5991596.5),(20 6124076.5),(21 6215838),(22 6265435),(23 6287399),(24 6294160.5),(25 6293074.5),(26 6286374),(27 6271041),(28 6231811),(29 6179734),(30 6101346.5),(31 6031383.5),(32 5957315),(33 5875684.5),(34 5792218),(35 5715260),(36 5646058),(37 5578385.5),(38 5521537),(39 5499568),(40 5507015.5),(41 5553142.5),(42 5598962.5),(43 5673482.5),(44 5762340.5),(45 5861175.5),(46 5959143),(47 6043111),(48 6111280.5),(49 6172812),(50 6209905.5),(51 6217922),(52 6191305),(53 6126744.5),(54 6015094),(55 5871676.5),(56 5711965.5),(57 5541205),(58 5374670),(59 5229382.5),(60 5108991),(61 4999873),(62 4893465),(63 4801759.5),(64 4740902),(65 4707449.5),(66 4690815),(67 4694839),(68 4714135.5),(69 4761507),(70 4825429.5),(71 4883111.5),(72 4939301),(73 4983296),(74 5008993),(75 5031828.5),(76 5065746.5),(77 5108024.5),(78 5162287.5),(79 5226468),
(1 63014.652),(2 229612.83),(3 466396.75),(4 739275.4),(5 1027472.6),(6 1317805.9),(7 1599821.8),(8 1875180.8),(9 2134316.5),(10 2370475.5),(11 2576684.5),(12 2750842.3),(13 2892633.3),(14 2998493),(15 3083185.5),(16 3144272.5),(17 3200117),(18 3253246),(19 3304360.3),(20 3357362.8),(21 3411377),(22 3466234.5),(23 3525329.5),(24 3589955),(25 3663442.8),(26 3743006.8),(27 3813443.5),(28 3877962.5),(29 3944913.5),(30 4011125.8),(31 4078112),(32 4142159),(33 4203601.5),(34 4259923.5),(35 4315112),(36 4364215),(37 4406685.5),(38 4447331.5),(39 4507940),(40 4592996),(41 4702393),(42 4816939.5),(43 4932228),(44 5048209.5),(45 5143832),(46 5215750.5),(47 5253308),(48 5257497),(49 5244742),(50 5198209),(51 5127748),(52 5039245.5),(53 4939065),(54 4827237),(55 4714743.5),(56 4600266),(57 4493515),(58 4398764),(59 4307417.5),(60 4213009.5),(61 4107963.3),(62 4000301),(63 3907758.5),(64 3833332),(65 3780824.8),(66 3768731.5),(67 3788233.8),(68 3828947),(69 3897068.8),(70 3977510.8),(71 4075274.8),(72 4191426),(73 4303311.5),(74 4380264),(75 4432552.5),(76 4459454),(77 4440658.5),(78 4370546.5),(79 4280606),
(1 73976.66),(2 264143.38),(3 525445.6),(4 829034.4),(5 1152806.3),(6 1477942.3),(7 1793974.9),(8 2095089),(9 2379249),(10 2642025.3),(11 2875087.5),(12 3078341),(13 3255396.5),(14 3397634),(15 3520372.3),(16 3611420),(17 3682380),(18 3743205.3),(19 3807477.3),(20 3863223),(21 3905842.3),(22 3945773.5),(23 3972057.8),(24 3990639),(25 3997971.5),(26 3993263.5),(27 3966148.5),(28 3937618.5),(29 3911108),(30 3889291),(31 3872003.5),(32 3864634),(33 3870684),(34 3875340.3),(35 3896922.5),(36 3943969.8),(37 4019395.5),(38 4119847),(39 4228307),(40 4327875),(41 4428239),(42 4530381),(43 4630592),(44 4706976),(45 4751024),(46 4767113),(47 4758885.5),(48 4738246),(49 4706520),(50 4667896),(51 4637624),(52 4623616),(53 4617055.5),(54 4617155),(55 4621854.5),(56 4624815),(57 4626767.5),(58 4620301.5),(59 4591164.5),(60 4532140),(61 4461011),(62 4400526),(63 4338191),(64 4274238),(65 4213353),(66 4156252.5),(67 4105532),(68 4051555.5),(69 4006234.8),(70 3967712.5),(71 3953789.5),(72 3964581.3),(73 3983255),(74 3995389),(75 4000134.3),(76 4004114.8),(77 4010736.8),(78 4017527.5),(79 4037063.5),
(1 77882.77),(2 279283.63),(3 552505.56),(4 862006.8),(5 1185361.8),(6 1513581.4),(7 1838340.8),(8 2142184.8),(9 2403547.8),(10 2612477.3),(11 2777518),(12 2916544.3),(13 3042687.3),(14 3152605.5),(15 3272271.3),(16 3380624.8),(17 3476817.8),(18 3558078),(19 3621671.3),(20 3646731.3),(21 3644186),(22 3611703.3),(23 3548501.8),(24 3473300.8),(25 3384379.3),(26 3291146.5),(27 3203428.8),(28 3134519),(29 3084546.3),(30 3051401.3),(31 3033494.5),(32 3031492),(33 3050937.3),(34 3084058),(35 3129161),(36 3181071.5),(37 3238511.3),(38 3300036.8),(39 3367812),(40 3426717.3),(41 3475469.5),(42 3528589.5),(43 3577964.5),(44 3625115.5),(45 3666431.3),(46 3699843.5),(47 3743020.5),(48 3802583.3),(49 3872539.3),(50 3940405.5),(51 4021325),(52 4094736),(53 4148272),(54 4182672.8),(55 4202259),(56 4204184),(57 4202161.5),(58 4182482.3),(59 4131786),(60 4060359.8),(61 3959589.3),(62 3839787.8),(63 3723470.3),(64 3622391.3),(65 3545591.8),(66 3487320.3),(67 3441216.5),(68 3402596),(69 3373223.5),(70 3350637),(71 3350193.3),(72 3365206.8),(73 3376268),(74 3379719.5),(75 3379450.8),(76 3376015.5),(77 3381059),(78 3396531),(79 3419631.3),
(1 80061.93),(2 286415.53),(3 566215.56),(4 885877.8),(5 1208102.6),(6 1513734.4),(7 1793971.1),(8 2029864.3),(9 2216430),(10 2353495.8),(11 2458562.3),(12 2539974.5),(13 2601406),(14 2649166.3),(15 2693739.3),(16 2733884),(17 2773187),(18 2813689.5),(19 2848360.8),(20 2859045.3),(21 2849036),(22 2828474),(23 2810133.5),(24 2794205),(25 2770390.5),(26 2739469.8),(27 2698704.3),(28 2658929),(29 2624345.8),(30 2603993.5),(31 2598312.3),(32 2609644),(33 2636600),(34 2677937.8),(35 2736601.3),(36 2807258),(37 2874331.5),(38 2941601.3),(39 2995084.3),(40 3033633.3),(41 3065777),(42 3098632),(43 3126386.3),(44 3153764.5),(45 3184662.8),(46 3214942),(47 3238362.5),(48 3251369.3),(49 3248241.8),(50 3236099),(51 3209676),(52 3178060.8),(53 3145490.5),(54 3116492.3),(55 3078492.3),(56 3038558.8),(57 2999484),(58 2965664.5),(59 2943115.8),(60 2940825.3),(61 2951678),(62 2984678.8),(63 3021548.3),(64 3066147.3),(65 3118825.5),(66 3182823.3),(67 3257188),(68 3330959.3),(69 3386745.8),(70 3382487.5),(71 3370913.8),(72 3352895.5),(73 3330389),(74 3302961.3),(75 3275127.3),(76 3280242.3),(77 3315621.3),(78 3382729.3),(79 3480998.3),
(1 76149.12),(2 270816.63),(3 525698.75),(4 802100.75),(5 1078542.6),(6 1338728.9),(7 1572359),(8 1769288.4),(9 1916150.5),(10 2025694.5),(11 2102414),(12 2155002),(13 2196981),(14 2235056.8),(15 2274253),(16 2306707.5),(17 2337840),(18 2370559.5),(19 2400133.3),(20 2426550.3),(21 2448265.8),(22 2464842.3),(23 2470139.8),(24 2469624.5),(25 2460837.8),(26 2443774.3),(27 2424425.5),(28 2407623.8),(29 2401098.3),(30 2407380.5),(31 2419709),(32 2440170.8),(33 2471784.5),(34 2528209.5),(35 2605640),(36 2696561.5),(37 2793277.8),(38 2890108.8),(39 2984607),(40 3083110.8),(41 3187069.8),(42 3287924.3),(43 3374414.5),(44 3443403.8),(45 3505327.5),(46 3565847),(47 3615972),(48 3661942),(49 3707382.8),(50 3748122.8),(51 3783359),(52 3803959),(53 3808542.8),(54 3800705),(55 3776505.3),(56 3741049.3),(57 3705135.8),(58 3660961.8),(59 3609762),(60 3567456.8),(61 3531150.3),(62 3512496.5),(63 3500045),(64 3479297),(65 3463262.8),(66 3460665.3),(67 3451233.3),(68 3432555.8),(69 3405991),(70 3377319),(71 3354947.3),(72 3346086.5),(73 3344896.3),(74 3344112),(75 3336394.8),(76 3320279),(77 3298787.8),(78 3291714),(79 3304211.5),
(1 68754.68),(2 248419.81),(3 495831.53),(4 769473.94),(5 1043487.8),(6 1305440),(7 1549709.6),(8 1765866.4),(9 1942602.8),(10 2107667),(11 2248345.3),(12 2353370.8),(13 2434502.8),(14 2499282.5),(15 2552916),(16 2585741.5),(17 2599322.8),(18 2604688.3),(19 2588980.8),(20 2560659),(21 2521318.3),(22 2475667.8),(23 2419496.3),(24 2363634),(25 2315029.8),(26 2275327.8),(27 2245830.5),(28 2229585),(29 2220802.5),(30 2219266.3),(31 2229233.5),(32 2237524.8),(33 2241775.3),(34 2248644.8),(35 2270734.5),(36 2306473.3),(37 2355506),(38 2416633.3),(39 2476316),(40 2533838.5),(41 2582570.5),(42 2631382.8),(43 2670824.3),(44 2701250.3),(45 2722629),(46 2744450.3),(47 2767335.8),(48 2799309.5),(49 2836299.5),(50 2868579.8),(51 2892117),(52 2894407.8),(53 2882058.5),(54 2856932.5),(55 2815029.5),(56 2754589),(57 2683470),(58 2595514.3),(59 2506199.5),(60 2428042.3),(61 2363573.5),(62 2303565.5),(63 2247664),(64 2204097.5),(65 2175641.3),(66 2152327.3),(67 2145816),(68 2153719.3),(69 2159264.8),(70 2152284.5),(71 2145619.3),(72 2135556.5),(73 2123507.5),(74 2115900.5),(75 2111964),(76 2118269.5),(77 2130730.3),(78 2126325),(79 2118209),
(1 66912.414),(2 235791.8),(3 461723.97),(4 712374.94),(5 965548.25),(6 1203646.6),(7 1419839.5),(8 1608606),(9 1761293.1),(10 1882150),(11 1976255.6),(12 2048013.5),(13 2106345),(14 2152304.3),(15 2188164.8),(16 2212712.8),(17 2231828.5),(18 2247304.3),(19 2254317.3),(20 2249078),(21 2237478.5),(22 2208030.8),(23 2151904.8),(24 2092517.8),(25 2040442.5),(26 1997752.1),(27 1963672.5),(28 1934673.8),(29 1916047.3),(30 1899242),(31 1892426),(32 1892285.9),(33 1895622.3),(34 1895989),(35 1894972.5),(36 1892758),(37 1890966.8),(38 1891839.6),(39 1898831.3),(40 1917533.1),(41 1943985.3),(42 1966660.1),(43 1987290.3),(44 2009398.8),(45 2034081.3),(46 2058600.9),(47 2074142.8),(48 2083094.8),(49 2091645.9),(50 2094326.3),(51 2093525.4),(52 2098683.5),(53 2109044),(54 2118112.8),(55 2127852.5),(56 2130213.3),(57 2129502.5),(58 2125158.8),(59 2114356.3),(60 2093218.5),(61 2055970.1),(62 2009674.9),(63 1966307),(64 1930071.5),(65 1898245),(66 1860037),(67 1816906.6),(68 1773316.5),(69 1730435),(70 1689250.3),(71 1655861),(72 1630621.9),(73 1633905.4),(74 1664928.5),(75 1719637.1),(76 1796723.9),(77 1867711.3),(78 1929037.9),(79 1990413),
(1 71534.6),(2 257176.8),(3 506617.47),(4 777134.25),(5 1039680.2),(6 1275579.8),(7 1474766.4),(8 1627473.8),(9 1729279.9),(10 1786251.9),(11 1814291.5),(12 1826627.8),(13 1829154.5),(14 1815269.8),(15 1794225.1),(16 1771134.3),(17 1748651.5),(18 1729807.3),(19 1714796.8),(20 1708043.8),(21 1711091.4),(22 1730915.3),(23 1750881.8),(24 1768331.4),(25 1793585.3),(26 1836631.5),(27 1895126.8),(28 1954624),(29 2020144.5),(30 2080247.9),(31 2129329.8),(32 2151809.3),(33 2162347.5),(34 2158513.5),(35 2145195.5),(36 2126100.5),(37 2110678.8),(38 2096373.8),(39 2091216.4),(40 2104048),(41 2129862.5),(42 2157635.3),(43 2186599.8),(44 2225296.3),(45 2270173),(46 2319025.8),(47 2357659.8),(48 2373289.8),(49 2373015.5),(50 2360444.8),(51 2339203.3),(52 2326379.8),(53 2321376.8),(54 2324720),(55 2329960.8),(56 2327491.5),(57 2311794.3),(58 2284182.5),(59 2249471.8),(60 2223412.3),(61 2209686),(62 2202106.3),(63 2195088),(64 2190997.8),(65 2177776.8),(66 2148395.5),(67 2106730),(68 2067910),(69 2035968.9),(70 2001824.4),(71 1969070.9),(72 1937554.6),(73 1910338.5),(74 1889880.9),(75 1880799.1),(76 1884115.5),(77 1889931.3),(78 1870318.8),(79 1838369.6),
(1 61045.77),(2 212574.67),(3 410166.75),(4 616874.94),(5 805155.7),(6 962387.3),(7 1088109.8),(8 1179077.1),(9 1237625.1),(10 1277337.5),(11 1318653.8),(12 1363420.9),(13 1405227.4),(14 1443609.8),(15 1479407.4),(16 1503649.1),(17 1524470.6),(18 1548894.8),(19 1566195.1),(20 1577506.5),(21 1597742.3),(22 1622281),(23 1655668),(24 1688383.4),(25 1737132.6),(26 1798444.6),(27 1868616.8),(28 1947042.5),(29 2033027.8),(30 2117761.8),(31 2198173.3),(32 2254322.8),(33 2293619.8),(34 2315590.5),(35 2324275.8),(36 2328117),(37 2344212.5),(38 2364697),(39 2384889.8),(40 2396482.3),(41 2398680.8),(42 2380650.8),(43 2358376),(44 2350316.3),(45 2360780),(46 2367252.8),(47 2358091.5),(48 2334495.5),(49 2308174.8),(50 2279982.8),(51 2257438.8),(52 2235880.3),(53 2213187.3),(54 2192616.5),(55 2173437),(56 2166061.5),(57 2172290.5),(58 2180748.3),(59 2193504.8),(60 2208212.5),(61 2223214.3),(62 2230908.3),(63 2237349.5),(64 2245592.5),(65 2239312.5),(66 2216866),(67 2175685.3),(68 2129482),(69 2079683.3),(70 2034092.3),(71 2000293.4),(72 1971657.9),(73 1957343.8),(74 1945582.5),(75 1931404.6),(76 1916103.8),(77 1895149.8),(78 1868161.5),(79 1855488.3),
(1 68436.74),(2 241810.64),(3 471216.44),(4 717739.75),(5 950740.25),(6 1151047.3),(7 1314181.9),(8 1435026.6),(9 1526824),(10 1594227.8),(11 1634819.5),(12 1646085.8),(13 1630222.3),(14 1602021.1),(15 1564199.1),(16 1513360.9),(17 1462532),(18 1421794.6),(19 1390649.5),(20 1369303.5),(21 1371048.3),(22 1400254.9),(23 1436998),(24 1475661.9),(25 1523351.3),(26 1572917.5),(27 1627800.8),(28 1683834.9),(29 1732464.4),(30 1764627.4),(31 1785323.3),(32 1795510.8),(33 1801634.9),(34 1809143.9),(35 1815341.9),(36 1817941.4),(37 1823355),(38 1837170.3),(39 1861507.3),(40 1891073.6),(41 1915027.5),(42 1945661.9),(43 1971785.1),(44 2002290.9),(45 2038612.6),(46 2084791.5),(47 2125588),(48 2156277.3),(49 2172742.3),(50 2170434.8),(51 2153495.8),(52 2124287.8),(53 2092718.4),(54 2065573.5),(55 2041508.8),(56 2019805.9),(57 2014842.3),(58 2021239.9),(59 2026834),(60 2025616.1),(61 2018932.6),(62 2006437.8),(63 1994394.5),(64 1975567.6),(65 1952963.9),(66 1929153.6),(67 1899925.8),(68 1878396.5),(69 1853050.9),(70 1831104.5),(71 1824485.5),(72 1832782.8),(73 1854767.3),(74 1876324.5),(75 1896186.6),(76 1902241.4),(77 1898278.8),(78 1901146.9),(79 1922113.8),
