1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42341.215),(2 106031.77),(3 187498.2),(4 334413.94),(5 457536),(6 561103.1),(7 713420.8),(8 842559.7),(9 950493.3),(10 1118661),(11 1261395.5),(12 1364443.3),(13 1545466.6),(14 1663956.9),(15 1747325),(16 1891197),(17 2008959.9),(18 2084653.4),(19 2213228),(20 2299776.3),(21 2344918),(22 2431261.3),(23 2500110.5),(24 2567575),(25 2704037.5),(26 2781727.3),(27 2810967),(28 2885865.3),(29 2856628.3),(30 2842329.3),(31 2891229),(32 2926582),(33 2945759.3),(34 3024022.3),(35 3100941.3),(36 3157066.8),(37 3291659),(38 3426352.3),(39 3548850),(40 3728788.3),(41 3888046),(42 4045450),(43 4263612.5),(44 4477150.5),(45 4694108.5),(46 4993481),(47 5297154),(48 5588166),(49 5897877.5),(50 6115136),(51 6291810.5),(52 6515204.5),(53 6744616),(54 6957790.5),(55 7210856),(56 7414677.5),(57 7571718.5),(58 7757826.5),(59 7901765.5),(60 8032308.5),(61 8234576),(62 8426380),(63 8574485),(64 8757423),(65 8913925),(66 9027705),(67 9199450),(68 9372607),(69 9490606),(70 9630286),(71 9746984),(72 9794416),(73 9923972),(74 10052617),(75 10154375),(76 10330055),(77 10497743),(78 10651109),(79 10857039),
(1 31565.908),(2 119900.33),(3 263006.94),(4 456276.25),(5 697166.6),(6 976418.5),(7 1286885),(8 1630808.4),(9 1994381.3),(10 2368740.5),(11 2747657.3),(12 3126918),(13 3500641),(14 3870569.8),(15 4234402),(16 4584963),(17 4920581),(18 5235527),(19 5517964.5),(20 5762386),(21 5977404.5),(22 6174807),(23 6349899),(24 6496431.5),(25 6610083),(26 6689697.5),(27 6743295.5),(28 6768172.5),(29 6758784.5),(30 6726449.5),(31 6678666.5),(32 6623936),(33 6568642),(34 6504028.5),(35 6446319.5),(36 6388944),(37 6336435.5),(38 6289454.5),(39 6251247.5),(40 6227907),(41 6223190.5),(42 6221067),(43 6224766.5),(44 6230355.5),(45 6230176.5),(46 6215614.5),(47 6200099.5),(48 6176953),(49 6147759.5),(50 6122604),(51 6096186.5),(52 6071245),(53 6040238),(54 6016837.5),(55 5999310),(56 5984626),(57 5985685),(58 5996531.5),(59 6016910),(60 6049358),(61 6098585),(62 6150614.5),(63 6215078.5),(64 6287042),(65 6360000),(66 6427997),(67 6489733),(68 6545182.5),(69 6593742),(70 6619030.5),(71 6640115.5),(72 6644596),(73 6638452),(74 6628750),(75 6601895.5),(76 6542462.5),(77 6478344.5),(78 6408391.5),(79 6326785.5),
(1 38299.027),(2 147312.27),(3 322314.28),(4 555924.5),(5 839810.2),(6 1162505.4),(7 1515689.5),(8 1889136.9),(9 2279027.3),(10 2669121.8),(11 3062791.3),(12 3447574.8),(13 3817336.3),(14 4168538),(15 4494467.5),(16 4798747.5),(17 5073573),(18 5316133),(19 5527495.5),(20 5690537.5),(21 5814163.5),(22 5909264),(23 5972510.5),(24 5992272),(25 5986020.5),(26 5950334),(27 5892799.5),(28 5819904),(29 5729622.5),(30 5633500),(31 5533441.5),(32 5433767.5),(33 5343456.5),(34 5264619.5),(35 5194111.5),(36 5134097.5),(37 5086526),(38 5066671),(39 5067188),(40 5088827.5),(41 5140498),(42 5215226.5),(43 5315924.5),(44 5443670),(45 5585495.5),(46 5734154.5),(47 5887208),(48 6056590.5),(49 6233324.5),(50 6400369.5),(51 6560025.5),(52 6703844.5),(53 6835197.5),(54 6957247.5),(55 7057692),(56 7138786.5),(57 7204403.5),(58 7251672),(59 7271382.5),(60 7265322.5),(61 7236379.5),(62 7184774.5),(63 7118266.5),(64 7031160),(65 6940250.5),(66 6827720),(67 6715165.5),(68 6590125.5),(69 6458950.5),(70 6316200),(71 6181824),(72 6058349.5),(73 5952076.5),(74 5871160.5),(75 5804476),(76 5751765.5),(77 5713573.5),(78 5682068),(79 5654334.5),
(1 42882.914),(2 162041.02),(3 345760.47),(4 588063.06),(5 880188.8),(6 1208753.4),(7 1571332.6),(8 1948296.4),(9 2339739.8),(10 2732706),(11 3125560.3),(12 3510259),(13 3879838.5),(14 4230226),(15 4554958.5),(16 4839493),(17 5086390),(18 5282530),(19 5420721.5),(20 5501262),(21 5526228.5),(22 5497486),(23 5423570.5),(24 5305453),(25 5153807),(26 4961420.5),(27 4754114.5),(28 4534975.5),(29 4312886),(30 4110526),(31 3939656.8),(32 3810474.3),(33 3728964.5),(34 3683692.5),(35 3676960.3),(36 3701163),(37 3754082.5),(38 3846099.8),(39 3963468.8),(40 4110864.8),(41 4279430.5),(42 4459247),(43 4652537.5),(44 4844508),(45 5022867),(46 5182357.5),(47 5317227),(48 5429625.5),(49 5508790.5),(50 5559849),(51 5585921.5),(52 5587822),(53 5577172),(54 5557059),(55 5536569.5),(56 5515629.5),(57 5499786),(58 5493910),(59 5490270.5),(60 5497522.5),(61 5507695.5),(62 5532942),(63 5568127.5),(64 5607050),(65 5650480.5),(66 5687209.5),(67 5728340.5),(68 5770042),(69 5810777.5),(70 5847266.5),(71 5887693),(72 5918073.5),(73 5938145.5),(74 5954030),(75 5956399.5),(76 5945010.5),(77 5928563),(78 5902822.5),(79 5868810),
(1 43603.29),(2 168899.22),(3 368912),(4 639693.7),(5 974675.5),(6 1359322.8),(7 1785584.6),(8 2235450.8),(9 2702159.8),(10 3158666.5),(11 3592833),(12 3986829.8),(13 4333948),(14 4625648.5),(15 4863571.5),(16 5048739),(17 5187772.5),(18 5273158),(19 5314270.5),(20 5313606.5),(21 5287121.5),(22 5241166),(23 5179566.5),(24 5093780.5),(25 4995078),(26 4883945.5),(27 4779405),(28 4666520),(29 4563246.5),(30 4471489.5),(31 4406754),(32 4371398.5),(33 4375601.5),(34 4421238),(35 4493795),(36 4590049.5),(37 4697314),(38 4814691.5),(39 4922021.5),(40 5018890.5),(41 5101514),(42 5163534),(43 5212524.5),(44 5253272.5),(45 5274052),(46 5277523),(47 5281830),(48 5271767),(49 5260253),(50 5250899),(51 5235758),(52 5217012),(53 5189779),(54 5154738),(55 5101656.5),(56 5038944.5),(57 4968678),(58 4893740.5),(59 4818055.5),(60 4748756),(61 4682560.5),(62 4609872.5),(63 4543902.5),(64 4475067),(65 4411367),(66 4358837),(67 4317073.5),(68 4286086.5),(69 4273668.5),(70 4273582.5),(71 4282626),(72 4296572),(73 4309541),(74 4309755),(75 4307032.5),(76 4306273.5),(77 4307517.5),(78 4310990),(79 4315924),
(1 39368.805),(2 152247.06),(3 331032.56),(4 565828.06),(5 848096.9),(6 1160940.8),(7 1505183.1),(8 1858476.9),(9 2209005.3),(10 2542764.5),(11 2854917.3),(12 3138106),(13 3387394.3),(14 3599941.8),(15 3781633.5),(16 3932103),(17 4053730.3),(18 4133770.8),(19 4176131),(20 4184936),(21 4167642.8),(22 4126414.5),(23 4065978),(24 3985068.5),(25 3888139.8),(26 3789000.3),(27 3693182.5),(28 3604378.8),(29 3530324.8),(30 3471857.8),(31 3437248.5),(32 3432719.5),(33 3453357.8),(34 3492897.8),(35 3548223.5),(36 3608125),(37 3671143.5),(38 3748813),(39 3822320.5),(40 3894421.8),(41 3967104),(42 4033300.3),(43 4100277.3),(44 4163745),(45 4213970.5),(46 4248714.5),(47 4271718.5),(48 4283481),(49 4292135),(50 4298759),(51 4315077.5),(52 4331717.5),(53 4345360.5),(54 4352839.5),(55 4367459),(56 4374895),(57 4380867),(58 4374829),(59 4351122),(60 4317644.5),(61 4275750),(62 4218777),(63 4159384.5),(64 4094331),(65 4029017.3),(66 3967603),(67 3909335),(68 3857478),(69 3811000.3),(70 3767907.3),(71 3723590.8),(72 3679187),(73 3646324.5),(74 3625078.8),(75 3612707.5),(76 3608854),(77 3624023.8),(78 3656993.5),(79 3700375.8),
(1 33172.07),(2 126655.33),(3 273351.3),(4 468261.5),(5 703294.25),(6 969581.6),(7 1264457.1),(8 1574984),(9 1893378.1),(10 2205531.8),(11 2512155.8),(12 2796909.3),(13 3055185.8),(14 3288424.5),(15 3497657),(16 3682667.8),(17 3839642.3),(18 3961143.5),(19 4047960.5),(20 4107888),(21 4138796.3),(22 4151280.5),(23 4150335.5),(24 4126183),(25 4088956.8),(26 4043588.3),(27 3990989.3),(28 3934082.3),(29 3862667),(30 3779577.3),(31 3691025.5),(32 3600339.8),(33 3500886.5),(34 3401368.3),(35 3305980.3),(36 3214500.8),(37 3131195),(38 3063500.8),(39 3009373.8),(40 2965246.5),(41 2934155),(42 2916692.3),(43 2917626.3),(44 2933995.8),(45 2964866.8),(46 2995738.3),(47 3028948.8),(48 3065016.5),(49 3105121),(50 3150471),(51 3203138.3),(52 3247126.8),(53 3288845.8),(54 3320247),(55 3336317),(56 3340116.3),(57 3329181.8),(58 3313809),(59 3293785.3),(60 3273065.5),(61 3257678.8),(62 3239315.3),(63 3223811.3),(64 3203520.3),(65 3178554.3),(66 3145296),(67 3108845.3),(68 3078459),(69 3047012.8),(70 3021365.8),(71 3005673),(72 2991528.5),(73 2997804.3),(74 3019488.5),(75 3054814.8),(76 3094322.3),(77 3145679.5),(78 3206773.3),(79 3281606.8),
(1 45840.91),(2 175142.3),(3 380370.97),(4 649848.6),(5 967801.2),(6 1320255),(7 1699911),(8 2094692.3),(9 2491691),(10 2881029.3),(11 3252304.5),(12 3581639.3),(13 3870992.5),(14 4114396.5),(15 4312768),(16 4464503.5),(17 4575846),(18 4639451.5),(19 4667027.5),(20 4662016),(21 4632429),(22 4584183.5),(23 4523853.5),(24 4449980),(25 4373167),(26 4289493),(27 4210875.5),(28 4138039.3),(29 4068665.5),(30 4005732.8),(31 3946539.8),(32 3886796.5),(33 3834268.8),(34 3785645),(35 3746440.3),(36 3707007.8),(37 3665690.8),(38 3623415.8),(39 3581121.3),(40 3539331),(41 3501800.8),(42 3469463.8),(43 3433040),(44 3393754.3),(45 3349297),(46 3296908.5),(47 3242661.5),(48 3191421.3),(49 3145711.3),(50 3118785.5),(51 3112814.5),(52 3120081.3),(53 3137025.5),(54 3160873.3),(55 3183492.3),(56 3210620.3),(57 3232962.5),(58 3258580.8),(59 3298597.3),(60 3342905.5),(61 3381485),(62 3420909),(63 3460545.5),(64 3494653),(65 3524818),(66 3533840),(67 3537727),(68 3536176),(69 3521375.3),(70 3499734.8),(71 3472407),(72 3439502.5),(73 3404063.5),(74 3372144.5),(75 3349333.3),(76 3322478.8),(77 3302797.3),(78 3286596.8),(79 3280120),
(1 39351.402),(2 152244),(3 330952),(4 560771.6),(5 829220),(6 1120354.8),(7 1429944.4),(8 1743822),(9 2048056.5),(10 2332627),(11 2588019),(12 2802844),(13 2961617),(14 3065504.5),(15 3117284.3),(16 3128811.5),(17 3107364.3),(18 3054818.5),(19 2984001.5),(20 2901637),(21 2819024),(22 2736328.8),(23 2661177.8),(24 2590375.5),(25 2528691.5),(26 2476166.5),(27 2431967.3),(28 2404158.8),(29 2385833.3),(30 2374915.5),(31 2374270.3),(32 2383833.3),(33 2399866.5),(34 2426888.3),(35 2462312.8),(36 2501275.8),(37 2538526.8),(38 2573863.5),(39 2600710),(40 2618503.3),(41 2632739.5),(42 2639913.8),(43 2642188.5),(44 2637971.8),(45 2626891.8),(46 2603490),(47 2577736.3),(48 2554700),(49 2539255.8),(50 2528867),(51 2526507.5),(52 2534524.8),(53 2550185.8),(54 2577361.5),(55 2610969),(56 2652845),(57 2699101),(58 2747008.8),(59 2796498.5),(60 2844786),(61 2885232),(62 2919828.8),(63 2955174.5),(64 2984502.8),(65 3010332),(66 3033826),(67 3061692.5),(68 3098371.3),(69 3134728.3),(70 3159906.3),(71 3178902.5),(72 3183556),(73 3169367.3),(74 3140003.5),(75 3092198),(76 3026100.3),(77 2952158.3),(78 2870129.5),(79 2784527.8),
(1 45219.223),(2 175383.06),(3 378947.13),(4 646006),(5 962577),(6 1301158.8),(7 1657695.1),(8 2008353.3),(9 2345308.8),(10 2652976.5),(11 2928026.5),(12 3169833.5),(13 3368827),(14 3525118.5),(15 3637195),(16 3708569.5),(17 3743586),(18 3732365.3),(19 3673934),(20 3585655),(21 3488104),(22 3391846.3),(23 3301483.5),(24 3213755.5),(25 3140741.5),(26 3074847.5),(27 3009840),(28 2941084.5),(29 2870625),(30 2799198.5),(31 2726785.3),(32 2653413.8),(33 2577753.8),(34 2508436.5),(35 2449838.3),(36 2395845),(37 2343500.5),(38 2290685),(39 2236039),(40 2186591.8),(41 2149023),(42 2115246.5),(43 2083474),(44 2064915),(45 2061789.4),(46 2075927.5),(47 2107833.5),(48 2156899.8),(49 2216561),(50 2288218.5),(51 2363567),(52 2436953.3),(53 2504656),(54 2559295.5),(55 2597559),(56 2624044.5),(57 2639982.3),(58 2644171),(59 2645032.3),(60 2637728),(61 2627450.5),(62 2620015.5),(63 2615184.5),(64 2619122.5),(65 2634889.5),(66 2651075),(67 2676892),(68 2707786.5),(69 2739041.3),(70 2755667.5),(71 2753974.3),(72 2724683.3),(73 2668176),(74 2597401.5),(75 2520084.3),(76 2436906),(77 2361803),(78 2292641.5),(79 2227713.5),
(1 45324.28),(2 172565.34),(3 367383.94),(4 614646.25),(5 897967.5),(6 1194794.1),(7 1498886.3),(8 1799269.9),(9 2086966.8),(10 2346804.8),(11 2574376.8),(12 2762395.3),(13 2908620),(14 3014451.5),(15 3080288.8),(16 3111939.5),(17 3114045.8),(18 3087271.3),(19 3045776.5),(20 2995746.8),(21 2943836.3),(22 2887316.5),(23 2834775.3),(24 2775682.3),(25 2723328),(26 2666210.3),(27 2606194.3),(28 2549169.5),(29 2482691.5),(30 2412898.3),(31 2340506),(32 2272135.5),(33 2200469.8),(34 2141011),(35 2097780.3),(36 2073008),(37 2069100.4),(38 2089436.1),(39 2125910.8),(40 2176119.5),(41 2236172.3),(42 2290690.5),(43 2334623.3),(44 2368243.3),(45 2391276),(46 2400705.3),(47 2402262.8),(48 2397432.8),(49 2381993),(50 2365160.8),(51 2340148.8),(52 2302334.3),(53 2259406.8),(54 2215456),(55 2181662.3),(56 2166691.5),(57 2167247.5),(58 2182137.3),(59 2211288.5),(60 2246645.5),(61 2287720.3),(62 2323236.8),(63 2351191.8),(64 2369399),(65 2378144.5),(66 2373421.5),(67 2351611.8),(68 2315938.5),(69 2268580.3),(70 2207568.8),(71 2144649.5),(72 2080437.9),(73 2022372.5),(74 1981423.4),(75 1959872.4),(76 1950173.3),(77 1950042),(78 1957808.4),(79 1969677.9),
(1 38563.516),(2 143867.72),(3 302285.3),(4 502194.97),(5 730760.56),(6 977175.9),(7 1230958.9),(8 1484406.4),(9 1730506.3),(10 1955399.5),(11 2157612),(12 2329679.5),(13 2462149),(14 2553912.3),(15 2602284),(16 2617430.5),(17 2594973.3),(18 2543018.5),(19 2469512),(20 2387900.5),(21 2303104.5),(22 2218193),(23 2140839.8),(24 2075585.4),(25 2026962.8),(26 1990993.4),(27 1977425.9),(28 1976352),(29 1983721.1),(30 1990360.3),(31 1998386.5),(32 2006651.4),(33 2014738),(34 2017094.9),(35 2014889.6),(36 2005283),(37 1994409.1),(38 1984259.3),(39 1976724.6),(40 1973808),(41 1975492.6),(42 1985490.8),(43 2002379.4),(44 2028955.9),(45 2067235),(46 2115062.3),(47 2168920.5),(48 2226828.5),(49 2278364.3),(50 2318599),(51 2340024.5),(52 2339097.3),(53 2313383.3),(54 2271732.8),(55 2213956),(56 2154478.5),(57 2098406.8),(58 2051804.8),(59 2022020.8),(60 2003319.5),(61 1993772.4),(62 1996489.9),(63 2017115.3),(64 2049606),(65 2093900.4),(66 2142180.8),(67 2188976.8),(68 2232240.5),(69 2267777.3),(70 2293651.3),(71 2316869.5),(72 2327903.5),(73 2320972),(74 2299767),(75 2264526.5),(76 2225712),(77 2182289.3),(78 2137318),(79 2098083.8),
(1 40189.176),(2 151142.34),(3 318917.1),(4 527265.56),(5 764803.6),(6 1015436.7),(7 1266415.4),(8 1506888.5),(9 1729357.5),(10 1925701.1),(11 2093844),(12 2232371.8),(13 2340683),(14 2411178.3),(15 2449644.8),(16 2463400.8),(17 2448392.3),(18 2401864.5),(19 2325020),(20 2226165.3),(21 2115426),(22 1994915.5),(23 1875976),(24 1767214.5),(25 1671409.9),(26 1594002.5),(27 1538330.5),(28 1501501.5),(29 1483304.9),(30 1484496.5),(31 1503413.5),(32 1534527.3),(33 1570916.1),(34 1607872.8),(35 1638586.3),(36 1657883.5),(37 1661443.4),(38 1652162.1),(39 1641607.4),(40 1635510.3),(41 1638839.8),(42 1647698.9),(43 1668687.6),(44 1702121),(45 1744570.3),(46 1790806.1),(47 1843174.3),(48 1890345.8),(49 1928431.4),(50 1961348.3),(51 1977710.5),(52 1979842.6),(53 1972343.8),(54 1961948.5),(55 1947468.6),(56 1935407.5),(57 1925835.8),(58 1922896.5),(59 1930448.9),(60 1941648),(61 1945576.9),(62 1954380.9),(63 1958238.5),(64 1959177.5),(65 1956862),(66 1947977.5),(67 1936247.5),(68 1916999.1),(69 1899141.4),(70 1887007.5),(71 1884904.5),(72 1890379.8),(73 1901420.6),(74 1910663.8),(75 1916754),(76 1923905.4),(77 1928064.6),(78 1929170.3),(79 1923532.9),
(1 40906.746),(2 155315.06),(3 331866.03),(4 556988.1),(5 818687.06),(6 1101022.8),(7 1384816.4),(8 1658704),(9 1907525.3),(10 2119002.5),(11 2278945.8),(12 2387039.5),(13 2452276),(14 2476750.3),(15 2466050),(16 2423632.3),(17 2359823.8),(18 2276948.8),(19 2179729.5),(20 2081134),(21 1991228.9),(22 1911991.3),(23 1848459),(24 1798702.1),(25 1761501),(26 1727323.5),(27 1699953.1),(28 1669349.6),(29 1633611.4),(30 1599681.5),(31 1565869.4),(32 1537126.8),(33 1518337.1),(34 1506649),(35 1498664.9),(36 1497954.8),(37 1511352.1),(38 1534363.9),(39 1567163.1),(40 1609826.3),(41 1660320.1),(42 1717652.3),(43 1779344.5),(44 1838269.3),(45 1890435.1),(46 1927129.3),(47 1947480.9),(48 1943927.5),(49 1919944.1),(50 1881104),(51 1827400),(52 1767150.8),(53 1704590.4),(54 1648394.8),(55 1603690.4),(56 1571041.1),(57 1550088.5),(58 1537711.5),(59 1533128.6),(60 1535989.6),(61 1544866.8),(62 1564137.3),(63 1581843.5),(64 1603837),(65 1628085.6),(66 1642712.1),(67 1656158.1),(68 1664403),(69 1675643.8),(70 1693143.9),(71 1714208.5),(72 1744043),(73 1778558.4),(74 1817158.8),(75 1859985.3),(76 1907553.5),(77 1960850.4),(78 2017945.3),(79 2068695.1),
(1 36606.23),(2 137567.42),(3 289918.03),(4 476955.13),(5 678264.7),(6 875583.75),(7 1059948.3),(8 1219210.3),(9 1346605),(10 1441894.4),(11 1505069.1),(12 1539568),(13 1549656.1),(14 1544466),(15 1531516.3),(16 1516908.6),(17 1509466),(18 1513243),(19 1530835.9),(20 1563978.3),(21 1600731.9),(22 1639998.4),(23 1673858.1),(24 1701173.8),(25 1719557.5),(26 1726725),(27 1726731.8),(28 1713899.5),(29 1686500.3),(30 1651685.9),(31 1607072.4),(32 1558834),(33 1510260.1),(34 1466208.5),(35 1437897),(36 1423089.3),(37 1425434.5),(38 1440839.1),(39 1468574),(40 1504952.5),(41 1546109.5),(42 1582454),(43 1612312),(44 1639806.6),(45 1659450.5),(46 1667788.5),(47 1668040.9),(48 1658407.5),(49 1644200.9),(50 1630125.8),(51 1619126.9),(52 1613863.5),(53 1610528.8),(54 1610941),(55 1610401.3),(56 1609159.5),(57 1603047.9),(58 1595430),(59 1585264),(60 1574248.8),(61 1561200),(62 1548746.5),(63 1534399.6),(64 1518566.4),(65 1503650.5),(66 1483965.5),(67 1466907.3),(68 1452691),(69 1448755.8),(70 1451376.9),(71 1457096.1),(72 1465978.1),(73 1473805.1),(74 1484641.4),(75 1496402.3),(76 1517765.8),(77 1551103.3),(78 1591155.9),(79 1628883.5),
(1 35153.875),(2 131450.67),(3 273915.2),(4 446567.78),(5 630158.25),(6 808057.7),(7 972974.7),(8 1113989.9),(9 1226763.5),(10 1306224.1),(11 1356864.1),(12 1377657.1),(13 1369658.9),(14 1338902.1),(15 1293882),(16 1242980.5),(17 1198128.4),(18 1161320.4),(19 1135823.5),(20 1128235.5),(21 1138037.4),(22 1157438.4),(23 1186699.3),(24 1220992.5),(25 1257851.8),(26 1294617.3),(27 1331014.6),(28 1362844.8),(29 1389801.8),(30 1410127.6),(31 1423874.9),(32 1430302.6),(33 1428701.8),(34 1424831.5),(35 1419827.5),(36 1416981.5),(37 1416771.3),(38 1423226),(39 1434252.9),(40 1445514),(41 1454888.1),(42 1455470.6),(43 1450064.6),(44 1444174),(45 1442139.3),(46 1446307.9),(47 1458524.1),(48 1475054.4),(49 1493092.8),(50 1509658.6),(51 1527621),(52 1544451),(53 1560540.5),(54 1569732.8),(55 1561446.9),(56 1536665.1),(57 1496601.4),(58 1447208.1),(59 1391437.4),(60 1336811),(61 1287258.1),(62 1250003),(63 1231259.4),(64 1230646.8),(65 1246105.9),(66 1271488),(67 1302572.1),(68 1334681.1),(69 1360354.3),(70 1385672),(71 1409555.8),(72 1430795.9),(73 1451126.3),(74 1467184.1),(75 1474825.8),(76 1470879.8),(77 1459834.5),(78 1441374.9),(79 1414473.8),
(1 30703.438),(2 115419.45),(3 240288.05),(4 391548.4),(5 553786.94),(6 712238.7),(7 861137.7),(8 986368.94),(9 1083336.8),(10 1151121.4),(11 1196334.3),(12 1221087),(13 1228551.6),(14 1222477),(15 1208662.5),(16 1191841.8),(17 1178197.9),(18 1170471.1),(19 1164999.6),(20 1161873.4),(21 1164132.4),(22 1175666.3),(23 1195008.6),(24 1217566.5),(25 1242301),(26 1262473.4),(27 1281525),(28 1290738.3),(29 1298517),(30 1303191.4),(31 1305720.8),(32 1305992.8),(33 1303955.8),(34 1300693.4),(35 1295217),(36 1289812.8),(37 1284347.4),(38 1283230.6),(39 1291507.3),(40 1307481.5),(41 1326471),(42 1344890.1),(43 1359885.1),(44 1372301.5),(45 1382441.4),(46 1390904.8),(47 1400070.3),(48 1404467),(49 1402678.9),(50 1397541.9),(51 1385545.8),(52 1364722.9),(53 1339638.3),(54 1310849.5),(55 1274984.6),(56 1241906.4),(57 1211141),(58 1185872),(59 1164556.6),(60 1149716.3),(61 1139023),(62 1126976.3),(63 1121681.4),(64 1121830.3),(65 1124300.3),(66 1129561.5),(67 1133021),(68 1136428.6),(69 1138409.9),(70 1143266.9),(71 1153545),(72 1173244.3),(73 1203414),(74 1239641),(75 1270195.3),(76 1290254),(77 1293448),(78 1287215.5),(79 1276225),
(1 32810.695),(2 121015.02),(3 249303.28),(4 403211.72),(5 567713.4),(6 721918.3),(7 857243.56),(8 962947.94),(9 1038200.9),(10 1084677.9),(11 1112749.9),(12 1124702.9),(13 1125586),(14 1114819.3),(15 1094826.1),(16 1072107.4),(17 1050540.3),(18 1036039.94),(19 1030174.75),(20 1033918.4),(21 1041868),(22 1051016.8),(23 1057580.1),(24 1060430.5),(25 1056728),(26 1050006.9),(27 1042435.4),(28 1033368.6),(29 1031493.9),(30 1036687.56),(31 1047091.1),(32 1061047.6),(33 1074382.3),(34 1080425.4),(35 1083457.6),(36 1087066),(37 1088355.8),(38 1092913.3),(39 1100642.1),(40 1105819.9),(41 1106169.3),(42 1099536.1),(43 1087721.6),(44 1071976.5),(45 1056153.8),(46 1044420.25),(47 1036659.6),(48 1028081.94),(49 1019015.6),(50 1012237.44),(51 1004523.4),(52 997070.56),(53 996936),(54 1002266.06),(55 1010421.75),(56 1026807.3),(57 1044965.75),(58 1066366),(59 1084618.9),(60 1097205.9),(61 1105404.1),(62 1105429.6),(63 1106163.4),(64 1106858.9),(65 1109493.8),(66 1112914),(67 1118762.9),(68 1131690.9),(69 1155186.5),(70 1190847.9),(71 1236097.6),(72 1285742.9),(73 1336202.5),(74 1383022.4),(75 1414525.5),(76 1432891.9),(77 1443876),(78 1450560.4),(79 1451724),
