1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 80683.2),(2 142426.64),(3 170870.75),(4 327259.16),(5 462068.13),(6 564329.44),(7 802569.2),(8 1001106.2),(9 1136308),(10 1436710.1),(11 1683298.6),(12 1887292.1),(13 2277041.3),(14 2613894.3),(15 2878750.8),(16 3310506.8),(17 3709327),(18 4005518),(19 4461050),(20 4875692.5),(21 5195545.5),(22 5660862.5),(23 6128000.5),(24 6459972),(25 6909380),(26 7350064),(27 7702360.5),(28 8153977.5),(29 8596518),(30 8994322),(31 9491741),(32 10045294),(33 10469315),(34 10949291),(35 11454373),(36 11871784),(37 12312545),(38 12794285),(39 13180248),(40 13667821),(41 14176733),(42 14564155),(43 15043376),(44 15552733),(45 15966580),(46 16434584),(47 16974210),(48 17413576),(49 17941954),(50 18555270),(51 19055898),(52 19631928),(53 20265432),(54 20737538),(55 21367408),(56 22033968),(57 22535072),(58 23179104),(59 23861638),(60 24410742),(61 25062486),(62 25775890),(63 26413098),(64 27175334),(65 27978966),(66 28623002),(67 29479562),(68 30398568),(69 31113648),(70 32014126),(71 32962982),(72 33769404),(73 34642416),(74 35638630),(75 36481376),(76 37411908),(77 38378950),(78 39251236),(79 40203670),
(1 50216.62),(2 191101.02),(3 418440.13),(4 723132.1),(5 1084237.9),(6 1496468.4),(7 1947260.1),(8 2423528.5),(9 2909727.3),(10 3394418),(11 3863854),(12 4319957.5),(13 4738243),(14 5133540),(15 5503266),(16 5852666.5),(17 6168348),(18 6454505.5),(19 6722721.5),(20 6966805),(21 7186955),(22 7366353.5),(23 7518364),(24 7639432.5),(25 7714573),(26 7765466.5),(27 7790163),(28 7776188.5),(29 7731237),(30 7666816),(31 7584310.5),(32 7493417.5),(33 7395919.5),(34 7296006.5),(35 7184863.5),(36 7066062.5),(37 6936780.5),(38 6807496.5),(39 6676696.5),(40 6551829),(41 6433768.5),(42 6327403),(43 6255782.5),(44 6206204.5),(45 6175831),(46 6166921),(47 6179617.5),(48 6215809.5),(49 6277586),(50 6351823.5),(51 6438887),(52 6542377.5),(53 6644231),(54 6727772),(55 6806688.5),(56 6871248.5),(57 6934579.5),(58 6984298.5),(59 7024075),(60 7061569.5),(61 7090112),(62 7114366.5),(63 7137838),(64 7155546.5),(65 7182903),(66 7208804),(67 7247349),(68 7282773),(69 7312213.5),(70 7340657.5),(71 7362438.5),(72 7369991),(73 7368679.5),(74 7357541.5),(75 7346753.5),(76 7329612.5),(77 7309463),(78 7282161.5),(79 7249413.5),
(1 63482.188),(2 243989.06),(3 528122),(4 906290.06),(5 1358265.9),(6 1869299.1),(7 2432754.3),(8 3021223.3),(9 3626248.8),(10 4237617.5),(11 4841229.5),(12 5426338.5),(13 5998160.5),(14 6542139.5),(15 7059149.5),(16 7545342.5),(17 7993175.5),(18 8386330.5),(19 8732116),(20 9040203),(21 9301897),(22 9509293),(23 9663860),(24 9762481),(25 9808625),(26 9805118),(27 9746004),(28 9616563),(29 9441900),(30 9234163),(31 9002280),(32 8764299),(33 8524503),(34 8276082.5),(35 8026474.5),(36 7775517.5),(37 7514930),(38 7277150.5),(39 7051436),(40 6837106.5),(41 6627434),(42 6425452),(43 6251332),(44 6094942),(45 5956852),(46 5832787.5),(47 5728841.5),(48 5651522),(49 5608764),(50 5594820.5),(51 5617191.5),(52 5671282),(53 5758449.5),(54 5863942),(55 5989923.5),(56 6133871.5),(57 6297454),(58 6458737.5),(59 6615324),(60 6772548.5),(61 6922010.5),(62 7052416),(63 7179359.5),(64 7289036.5),(65 7399498.5),(66 7499642.5),(67 7607958.5),(68 7716398),(69 7809195.5),(70 7903490.5),(71 8005145.5),(72 8090634.5),(73 8152144),(74 8198192),(75 8227682.5),(76 8248200),(77 8268677.5),(78 8277996),(79 8266033.5),
(1 58161.99),(2 225519.38),(3 491238.8),(4 843680.5),(5 1264577),(6 1743108.1),(7 2254715.8),(8 2783237.8),(9 3305776.8),(10 3816889.5),(11 4295751),(12 4739984),(13 5141688.5),(14 5504112),(15 5823720.5),(16 6110649.5),(17 6361242),(18 6557431),(19 6726288.5),(20 6876756.5),(21 6987223),(22 7059042.5),(23 7099712),(24 7091167.5),(25 7044856.5),(26 6974625.5),(27 6860236),(28 6723690),(29 6569866),(30 6407419),(31 6241929.5),(32 6079466),(33 5934619),(34 5803405),(35 5684242.5),(36 5575866),(37 5484880.5),(38 5400791),(39 5330860),(40 5274266),(41 5235333),(42 5222803),(43 5227072),(44 5245898.5),(45 5288255),(46 5342097.5),(47 5397705.5),(48 5467485),(49 5548130.5),(50 5643598),(51 5739023.5),(52 5832889.5),(53 5937006),(54 6036587.5),(55 6134480),(56 6222304),(57 6292379),(58 6348097.5),(59 6385509),(60 6406121),(61 6424781.5),(62 6415666.5),(63 6383334.5),(64 6335684),(65 6266702),(66 6176619.5),(67 6094105.5),(68 6000581),(69 5912480),(70 5834428),(71 5759662),(72 5692203.5),(73 5634714),(74 5589159),(75 5557963.5),(76 5533423.5),(77 5513943),(78 5510526),(79 5523463),
(1 54573.09),(2 205896.45),(3 436537.53),(4 727360.06),(5 1057598.8),(6 1408689.6),(7 1764311.6),(8 2117282),(9 2454770.3),(10 2771110),(11 3062493.5),(12 3326582.5),(13 3568966),(14 3785954),(15 3976849.5),(16 4163764.5),(17 4326883),(18 4465665),(19 4590359.5),(20 4691923),(21 4768583),(22 4825352),(23 4866253),(24 4884544),(25 4887071.5),(26 4883510.5),(27 4860346),(28 4833754),(29 4821436),(30 4822998),(31 4837890.5),(32 4875587),(33 4931948),(34 5000936.5),(35 5081078.5),(36 5175848.5),(37 5269145),(38 5355512.5),(39 5448014),(40 5547067),(41 5638700),(42 5724263),(43 5797328.5),(44 5860084),(45 5912089.5),(46 5949405.5),(47 5970254),(48 5982358.5),(49 5986048),(50 5978342.5),(51 5954014),(52 5914048),(53 5857784.5),(54 5776702.5),(55 5687003.5),(56 5585572),(57 5479378.5),(58 5360779),(59 5241522),(60 5125796),(61 5008697.5),(62 4882418.5),(63 4752957),(64 4623009.5),(65 4502292),(66 4379334),(67 4273563),(68 4177919),(69 4098041),(70 4044334.5),(71 3998160.8),(72 3982778.5),(73 3992449),(74 4035612.3),(75 4107474),(76 4194173),(77 4300689),(78 4416538),(79 4533937.5),
(1 56598.785),(2 216972.4),(3 467148.8),(4 791776.06),(5 1171322.5),(6 1592622.3),(7 2036152),(8 2481254.8),(9 2920025.8),(10 3342018),(11 3729657.5),(12 4071412.3),(13 4363402),(14 4607072),(15 4796580.5),(16 4942657),(17 5051278),(18 5136617.5),(19 5199778.5),(20 5249024),(21 5274025.5),(22 5292724.5),(23 5311788.5),(24 5320464.5),(25 5324864),(26 5336835.5),(27 5345821.5),(28 5364174),(29 5396196.5),(30 5449190),(31 5521929.5),(32 5615002),(33 5723644.5),(34 5835340),(35 5939542.5),(36 6032595),(37 6099126.5),(38 6127229),(39 6140861),(40 6139145.5),(41 6101557.5),(42 6044400.5),(43 5957197),(44 5847830.5),(45 5739697),(46 5623506),(47 5500591.5),(48 5383758),(49 5283604.5),(50 5191081.5),(51 5115028),(52 5055675.5),(53 5002642),(54 4953616.5),(55 4921854.5),(56 4909060),(57 4908417),(58 4910682),(59 4905921),(60 4902627),(61 4896304.5),(62 4884916),(63 4866101.5),(64 4848280.5),(65 4825531.5),(66 4797342),(67 4750692.5),(68 4687122.5),(69 4613961),(70 4537860),(71 4458791),(72 4383901.5),(73 4313490.5),(74 4252890.5),(75 4209473.5),(76 4166813.3),(77 4136409),(78 4114144),(79 4103486.3),
(1 55093.977),(2 208620.06),(3 443392.3),(4 744266.1),(5 1089403.4),(6 1463264.3),(7 1849947.9),(8 2238200.5),(9 2614652.3),(10 2979470.5),(11 3316820.5),(12 3610184),(13 3844869.3),(14 4034211.3),(15 4167434.3),(16 4255259),(17 4296698),(18 4297838),(19 4267866.5),(20 4215983),(21 4140571.5),(22 4056904),(23 3976213),(24 3903384),(25 3848649.8),(26 3811835.8),(27 3788651.3),(28 3778109.5),(29 3785108.3),(30 3804799.5),(31 3847517.8),(32 3913917),(33 3991560.5),(34 4085081),(35 4180860.5),(36 4280471.5),(37 4379252.5),(38 4471507.5),(39 4550291.5),(40 4628942),(41 4689369),(42 4742090),(43 4787578.5),(44 4819919.5),(45 4839571),(46 4837738),(47 4816163),(48 4782490.5),(49 4733526.5),(50 4679973),(51 4629350.5),(52 4580573.5),(53 4531099.5),(54 4473737.5),(55 4417985),(56 4364936.5),(57 4317809.5),(58 4272397.5),(59 4236117.5),(60 4215733),(61 4211888.5),(62 4213672.5),(63 4228258.5),(64 4250549.5),(65 4282821),(66 4307425),(67 4324722.5),(68 4328490.5),(69 4325535),(70 4315435.5),(71 4293694),(72 4272017),(73 4245754.5),(74 4223812),(75 4208003),(76 4200614),(77 4201545),(78 4216090),(79 4238765),
(1 51844.16),(2 195824.61),(3 414132.25),(4 690150.75),(5 1006825.5),(6 1344301.1),(7 1690806.4),(8 2032531.3),(9 2354390.8),(10 2654570.8),(11 2924849.3),(12 3169423.5),(13 3384258.3),(14 3568064.5),(15 3719828.3),(16 3838603.8),(17 3915275),(18 3949721.3),(19 3950602.5),(20 3930530.8),(21 3896962.5),(22 3855834.5),(23 3817659.3),(24 3779583.5),(25 3747978.8),(26 3731035),(27 3724559.3),(28 3726373.5),(29 3737475),(30 3752501),(31 3783646.8),(32 3824344),(33 3866958.8),(34 3919592.8),(35 3970052.5),(36 4019904.3),(37 4078359.8),(38 4136072.3),(39 4188191),(40 4248822),(41 4306790),(42 4364312.5),(43 4431919.5),(44 4497302.5),(45 4559680.5),(46 4603648),(47 4620681.5),(48 4620487.5),(49 4605264.5),(50 4568272),(51 4527831.5),(52 4484377),(53 4437234.5),(54 4390892.5),(55 4347017.5),(56 4296841.5),(57 4248968.5),(58 4197862.5),(59 4143064),(60 4091574.8),(61 4040878),(62 3987912.8),(63 3932659),(64 3880931),(65 3835832.3),(66 3794800.5),(67 3772457.5),(68 3760890.5),(69 3757328.3),(70 3778002),(71 3809207.3),(72 3840973.5),(73 3877654.8),(74 3914606),(75 3962623.3),(76 4013284.3),(77 4065448.8),(78 4121474.5),(79 4179982),
(1 44188.707),(2 165960.75),(3 345474.22),(4 564105.44),(5 802882.4),(6 1049372.4),(7 1287526.8),(8 1511150.8),(9 1719190.3),(10 1915851.4),(11 2092994),(12 2251550.5),(13 2390515.8),(14 2508395.3),(15 2607745.5),(16 2685816.3),(17 2737903.8),(18 2760196.5),(19 2763462.8),(20 2753572.8),(21 2727488.8),(22 2692404.3),(23 2660261.8),(24 2627378),(25 2596579.8),(26 2578460.5),(27 2572915),(28 2578916.8),(29 2599254.3),(30 2629677.3),(31 2667547.5),(32 2710710),(33 2747576.8),(34 2778132),(35 2793903.8),(36 2800475.3),(37 2803181.3),(38 2799376.5),(39 2783184.8),(40 2763747),(41 2740530.5),(42 2717349.8),(43 2697747.5),(44 2688945.5),(45 2687431.5),(46 2682664.3),(47 2665706.3),(48 2641246),(49 2609284),(50 2573485.3),(51 2538130.3),(52 2503277.5),(53 2476644),(54 2462854),(55 2457288),(56 2451031.3),(57 2449876.3),(58 2455536.5),(59 2461434.8),(60 2472963.3),(61 2489630.5),(62 2506505),(63 2530571.5),(64 2560647.8),(65 2595677.5),(66 2631744.8),(67 2673074),(68 2709915.3),(69 2743655.3),(70 2776627.5),(71 2792593.8),(72 2788966.3),(73 2772132.3),(74 2740687.3),(75 2700256),(76 2654317.8),(77 2602390.5),(78 2552289.3),(79 2511461.8),
(1 41781.797),(2 155053.9),(3 322552.2),(4 529939.8),(5 761186.2),(6 1002028.94),(7 1243080),(8 1475685.9),(9 1691511.3),(10 1893405.6),(11 2077580.3),(12 2239757.3),(13 2379198.8),(14 2498069),(15 2595179),(16 2670545.5),(17 2721882),(18 2749396.8),(19 2762214.3),(20 2765117),(21 2752291.5),(22 2726579.5),(23 2708740.5),(24 2686190),(25 2663340.5),(26 2656520),(27 2658356),(28 2669875.5),(29 2690677),(30 2716017),(31 2743578),(32 2774273.5),(33 2798774.3),(34 2816135.3),(35 2829115),(36 2839692.5),(37 2851785.5),(38 2869608),(39 2881027),(40 2882148.5),(41 2871755.8),(42 2856625),(43 2844448.3),(44 2835328),(45 2826623),(46 2819409.3),(47 2805336.3),(48 2788774.3),(49 2769961),(50 2748083.5),(51 2720557),(52 2700009),(53 2691796),(54 2696003.3),(55 2710842),(56 2728339.5),(57 2752629),(58 2779123.8),(59 2803826.5),(60 2824089.3),(61 2839802),(62 2852356),(63 2858355.5),(64 2863327.5),(65 2860918.5),(66 2850130),(67 2831414.5),(68 2799267.3),(69 2757172.5),(70 2704372.5),(71 2643846.5),(72 2576579.8),(73 2510739.5),(74 2450357.5),(75 2395674.8),(76 2349858.8),(77 2317543.5),(78 2297762.8),(79 2294269),
(1 36253.656),(2 133087.38),(3 274574.7),(4 444121.6),(5 626285.25),(6 812973.2),(7 992369.94),(8 1160082.8),(9 1316002),(10 1461580.4),(11 1595715.3),(12 1718781.9),(13 1830081.8),(14 1928124.5),(15 2008788.8),(16 2068488.3),(17 2106247.3),(18 2130172),(19 2142421.3),(20 2148212),(21 2139951.3),(22 2125552.5),(23 2108746.5),(24 2094116.8),(25 2080678.9),(26 2077459.9),(27 2087681.1),(28 2110380),(29 2143909.5),(30 2182529.3),(31 2223905.8),(32 2268520.5),(33 2309023.5),(34 2348404.3),(35 2389820.5),(36 2427884.5),(37 2465142.5),(38 2501452.5),(39 2528184.3),(40 2533370),(41 2524938),(42 2505668.8),(43 2478346.5),(44 2440345),(45 2396152.3),(46 2344599),(47 2284432.5),(48 2223362),(49 2160770.8),(50 2095721.5),(51 2023688.6),(52 1951852.8),(53 1884943.6),(54 1831727.6),(55 1793184),(56 1766952.3),(57 1753469.4),(58 1746644.8),(59 1744993.1),(60 1748528.9),(61 1759788.5),(62 1770658.1),(63 1783835.9),(64 1800636),(65 1820178.4),(66 1840528.6),(67 1861090.4),(68 1874848.3),(69 1884789.4),(70 1890248.6),(71 1890946.4),(72 1890968.3),(73 1893462.9),(74 1901002.6),(75 1917180.5),(76 1945628.4),(77 1981146.8),(78 2020675),(79 2059535.4),
(1 34639.164),(2 125146.14),(3 253308.34),(4 404549.78),(5 565804.3),(6 727145.9),(7 880629.6),(8 1024559.3),(9 1151684.6),(10 1265048.6),(11 1368683.9),(12 1460492.6),(13 1536792.3),(14 1598648.6),(15 1641171.3),(16 1663065.8),(17 1669134.4),(18 1664287.1),(19 1648790.4),(20 1631726.6),(21 1610514),(22 1587093.3),(23 1564668.3),(24 1552007.5),(25 1552148.6),(26 1572630.6),(27 1610712.5),(28 1657370.4),(29 1705440.3),(30 1749018),(31 1787998),(32 1824492.4),(33 1849736.5),(34 1864140.1),(35 1868687.4),(36 1863083.5),(37 1851016.5),(38 1839196.1),(39 1813410),(40 1774886.9),(41 1726646.9),(42 1675722.3),(43 1632274),(44 1593435),(45 1561470),(46 1534093),(47 1515852.8),(48 1505168.1),(49 1505294.9),(50 1518292.4),(51 1540082.8),(52 1568075.3),(53 1599237.3),(54 1636042),(55 1680201),(56 1718462),(57 1747903.4),(58 1767290.8),(59 1772647.4),(60 1768797.3),(61 1758158.6),(62 1741611.3),(63 1724088.6),(64 1705765.1),(65 1689869.4),(66 1675340.4),(67 1662682),(68 1648702.5),(69 1642329.9),(70 1646328.9),(71 1659142),(72 1682052.8),(73 1713831.3),(74 1757127.4),(75 1811163.9),(76 1871245.8),(77 1940546.8),(78 2013628.1),(79 2088081.6),
(1 33066.156),(2 120043.555),(3 245102.67),(4 393547.22),(5 550799.56),(6 703551.75),(7 850588.9),(8 985805.25),(9 1104266),(10 1208435.9),(11 1299085.5),(12 1376802.5),(13 1435733.4),(14 1483495.3),(15 1518035.5),(16 1536081),(17 1543523.5),(18 1537600.3),(19 1526760),(20 1514768.6),(21 1510286.1),(22 1511938.9),(23 1510779.3),(24 1508971.1),(25 1508116.5),(26 1510027.5),(27 1511277.6),(28 1509480.3),(29 1501871.4),(30 1488052.8),(31 1470985.1),(32 1451731.5),(33 1429720.8),(34 1405806.4),(35 1381420.4),(36 1356174.5),(37 1332583.4),(38 1304860.1),(39 1274065.6),(40 1249737.5),(41 1237150),(42 1235246.9),(43 1239650.8),(44 1252869.4),(45 1280362.1),(46 1312890.5),(47 1346544.6),(48 1387416.1),(49 1428569.6),(50 1468899.4),(51 1509592.5),(52 1541315.5),(53 1566873),(54 1582039.6),(55 1588941.5),(56 1590371.9),(57 1586702.8),(58 1576502.8),(59 1565370.5),(60 1558228),(61 1553343.4),(62 1550561.9),(63 1546581.3),(64 1540674.5),(65 1532490.5),(66 1517484.5),(67 1498840),(68 1479261),(69 1465630.5),(70 1463168),(71 1464085.6),(72 1465466.5),(73 1472408.5),(74 1483515.6),(75 1499516.3),(76 1524947.9),(77 1558494.6),(78 1593693.5),(79 1635654.5),
(1 29545.814),(2 107029.58),(3 216420.05),(4 343475.6),(5 475263.25),(6 607387.75),(7 732115.4),(8 848565.5),(9 952096.44),(10 1041853.5),(11 1115122.4),(12 1171194.3),(13 1208684.6),(14 1228741.4),(15 1234419.4),(16 1227937.3),(17 1212707),(18 1192977.9),(19 1176254.8),(20 1166165),(21 1160820.4),(22 1159048.1),(23 1161829.1),(24 1171437.6),(25 1190905.9),(26 1217046.5),(27 1246345.3),(28 1274487.6),(29 1294519.1),(30 1303283),(31 1304591.1),(32 1305035.6),(33 1297639.5),(34 1280288.4),(35 1260597.5),(36 1240232.9),(37 1216508.6),(38 1193863.3),(39 1169222.8),(40 1147331.5),(41 1129659.9),(42 1118403.9),(43 1114537.6),(44 1117542.4),(45 1131814),(46 1154392.8),(47 1179949.5),(48 1208730.5),(49 1239779.1),(50 1268243),(51 1293896.9),(52 1316857.3),(53 1338887.4),(54 1356280.9),(55 1372956.9),(56 1382946.4),(57 1386421.3),(58 1384084.5),(59 1374256.4),(60 1363779.5),(61 1350201.1),(62 1334883.3),(63 1316724.9),(64 1297659.4),(65 1282188.9),(66 1264967),(67 1257451.1),(68 1256767.3),(69 1260242.6),(70 1270163.9),(71 1283900.3),(72 1290290.1),(73 1288473.9),(74 1285469.4),(75 1287660.9),(76 1292618.8),(77 1297295.8),(78 1300907.9),(79 1303755.8),
(1 30928.09),(2 111840.766),(3 225056.78),(4 355166.3),(5 483686.34),(6 603883.4),(7 714231.75),(8 812275.4),(9 899924.06),(10 981046.75),(11 1054677.6),(12 1117113.9),(13 1163418.4),(14 1192208),(15 1206845.3),(16 1211436.6),(17 1212186),(18 1214166.5),(19 1222012.1),(20 1233601),(21 1245779.5),(22 1254525.1),(23 1260333.1),(24 1265436.5),(25 1269623.3),(26 1280970.6),(27 1299046),(28 1317471.3),(29 1333293.5),(30 1343434.5),(31 1343906.9),(32 1339329.9),(33 1324950.1),(34 1298072.6),(35 1263390),(36 1223512.9),(37 1182847.9),(38 1143704.8),(39 1104366.9),(40 1075934.3),(41 1062613.4),(42 1059361.3),(43 1067889.5),(44 1086537.3),(45 1117688.9),(46 1158410.4),(47 1200173.3),(48 1243633.8),(49 1284267.5),(50 1316500.1),(51 1336856.9),(52 1349975.9),(53 1355138.5),(54 1353028.4),(55 1347778.8),(56 1338043.8),(57 1326914.4),(58 1314404.3),(59 1301934),(60 1290211.8),(61 1282142.3),(62 1280106.6),(63 1282787.8),(64 1288407.3),(65 1301420.3),(66 1313897.9),(67 1328611.3),(68 1338252.9),(69 1339022.3),(70 1334097.4),(71 1320696.4),(72 1297462.5),(73 1271185.9),(74 1243437.5),(75 1215438.9),(76 1185750.4),(77 1158102),(78 1134035.3),(79 1114280.8),
(1 29298.492),(2 104988.53),(3 209669.16),(4 326519.1),(5 439569.03),(6 541960.9),(7 626458.94),(8 695213.7),(9 753906.9),(10 805425.6),(11 849087.44),(12 883409.6),(13 908457.5),(14 923813.75),(15 929956.44),(16 929526.7),(17 928922.94),(18 936213),(19 946126.94),(20 956168.7),(21 960721),(22 961818.9),(23 962864),(24 965221.25),(25 971542.75),(26 987125.5),(27 1006011.94),(28 1022260.7),(29 1036351.3),(30 1046610.5),(31 1051949),(32 1051566.8),(33 1048622.3),(34 1049619),(35 1045344.56),(36 1033761.6),(37 1023064.56),(38 1012524.2),(39 994990.06),(40 984472.56),(41 981031.56),(42 980731.94),(43 981438.7),(44 982622.25),(45 985250.1),(46 987275.8),(47 987518.1),(48 987693.9),(49 988726.75),(50 990466.7),(51 992448),(52 994916.44),(53 997311.94),(54 995882.3),(55 991544.4),(56 988848.2),(57 989442.5),(58 995797),(59 1007248.4),(60 1027034.9),(61 1054636.6),(62 1087307.3),(63 1121783.8),(64 1156224.8),(65 1193925.4),(66 1231145.8),(67 1272803),(68 1310575.3),(69 1341581.8),(70 1369082),(71 1387970),(72 1402779.3),(73 1422774.6),(74 1441017.8),(75 1450028.6),(76 1450485.4),(77 1445206.8),(78 1432648.6),(79 1418692.6),
(1 29307.172),(2 104795.52),(3 205718.13),(4 317218.06),(5 424034.94),(6 518167.84),(7 601947.75),(8 675487.5),(9 736381.9),(10 784801.06),(11 825356.56),(12 861074.7),(13 891748.3),(14 914635.06),(15 926960.94),(16 934852.56),(17 945127.6),(18 962701.25),(19 986873.5),(20 1015692.56),(21 1045210.56),(22 1078077.9),(23 1111281.8),(24 1142662.1),(25 1175019.4),(26 1205081.8),(27 1233964.1),(28 1255863),(29 1267741.5),(30 1266355),(31 1253058.5),(32 1228498.6),(33 1195646.9),(34 1162302),(35 1125401.3),(36 1089757.6),(37 1058139),(38 1033948.4),(39 1019791.06),(40 1022820.56),(41 1040064.94),(42 1061904.3),(43 1081351),(44 1097060.6),(45 1106510.8),(46 1108810.6),(47 1102553.4),(48 1092329.8),(49 1085255.1),(50 1084779.3),(51 1089326.5),(52 1095345.4),(53 1102642.3),(54 1106990.9),(55 1114487.4),(56 1125453),(57 1141053.8),(58 1157175.1),(59 1177000.3),(60 1203695.3),(61 1235025.8),(62 1267154.4),(63 1298183.9),(64 1326656.5),(65 1358029.3),(66 1391962.6),(67 1428118.5),(68 1458743.6),(69 1483129.8),(70 1497479.8),(71 1496374.3),(72 1485068.4),(73 1471075.8),(74 1452690.6),(75 1431545.6),(76 1410742.3),(77 1390713.6),(78 1367568.4),(79 1348171.8),
(1 29116.535),(2 102766.086),(3 202214.1),(4 310990.63),(5 416897.2),(6 512287.66),(7 594822.44),(8 664320),(9 715053.7),(10 748907.75),(11 772780.8),(12 790393.75),(13 796396.2),(14 791508.06),(15 781341.1),(16 765664.7),(17 752015.94),(18 744153.6),(19 742362.2),(20 747411.3),(21 757624.2),(22 775769.9),(23 796247.75),(24 819818.9),(25 846840.44),(26 873916.6),(27 902340),(28 930305.25),(29 951528.6),(30 964054.4),(31 966603.4),(32 959544.4),(33 944919.44),(34 924462.1),(35 896335.3),(36 865530.75),(37 839233.44),(38 824086.56),(39 817079.1),(40 822385.25),(41 831816.56),(42 844643.56),(43 859619.75),(44 876602.3),(45 893790.4),(46 909711.94),(47 922626.25),(48 934486.06),(49 944503.8),(50 952228.56),(51 959121.3),(52 963870.5),(53 970426.06),(54 976365),(55 984961.44),(56 992235.4),(57 1001844.25),(58 1012934.94),(59 1025576.9),(60 1041325.25),(61 1059422.4),(62 1078050.5),(63 1094642.9),(64 1112451.9),(65 1136665.4),(66 1160676.1),(67 1183727.5),(68 1202484.3),(69 1215473.3),(70 1223322.9),(71 1224862.9),(72 1219696.3),(73 1211169),(74 1203079),(75 1196497.8),(76 1193709.3),(77 1194515.5),(78 1196344.3),(79 1198592.8),
