1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23605.787),(2 72787.46),(3 162424.63),(4 289664.94),(5 452663.16),(6 635920.56),(7 831765),(8 1088119.9),(9 1371996.1),(10 1714618.6),(11 2062223.5),(12 2444639.8),(13 2802780.8),(14 3227706.8),(15 3670809),(16 4189693),(17 4757907),(18 5318257.5),(19 5873426),(20 6503410.5),(21 7090739.5),(22 7637389.5),(23 8151447.5),(24 8665360),(25 9156417),(26 9587495),(27 9960185),(28 10324380),(29 10672530),(30 10960183),(31 11265160),(32 11529933),(33 11744993),(34 11944572),(35 12163400),(36 12321011),(37 12514629),(38 12665331),(39 12855416),(40 13009523),(41 13168099),(42 13277316),(43 13436917),(44 13563517),(45 13756460),(46 13935985),(47 14153251),(48 14459723),(49 14873275),(50 15348220),(51 15828349),(52 16304764),(53 16786882),(54 17324678),(55 17852662),(56 18331030),(57 18710896),(58 19002200),(59 19190656),(60 19282264),(61 19313226),(62 19288280),(63 19220580),(64 19160142),(65 19140144),(66 19253634),(67 19404546),(68 19646074),(69 19851960),(70 20003564),(71 20071152),(72 20097362),(73 20210848),(74 20377510),(75 20528328),(76 20646752),(77 20785226),(78 21035666),(79 21373644),
(1 50589.29),(2 183357.06),(3 378284.6),(4 621117.06),(5 902131.8),(6 1212018.3),(7 1537995.6),(8 1868616.5),(9 2197103.5),(10 2515903.8),(11 2819160.5),(12 3101991.8),(13 3357245.3),(14 3588358.5),(15 3787033.8),(16 3962630.5),(17 4112893.3),(18 4252974),(19 4386909.5),(20 4494670),(21 4578126),(22 4639326.5),(23 4680147.5),(24 4704535),(25 4711455.5),(26 4707704.5),(27 4709163),(28 4714654.5),(29 4741086.5),(30 4787117),(31 4841456.5),(32 4908957),(33 4986259.5),(34 5067987),(35 5146216.5),(36 5215315),(37 5289105.5),(38 5355101),(39 5417476),(40 5464712),(41 5501828.5),(42 5534785),(43 5555521.5),(44 5565460.5),(45 5552183.5),(46 5522210.5),(47 5467270.5),(48 5407854.5),(49 5338194),(50 5259773),(51 5173833),(52 5094643.5),(53 5042668),(54 5027155),(55 5048844),(56 5122158.5),(57 5235012.5),(58 5393854.5),(59 5581980),(60 5780209.5),(61 5973143),(62 6161968.5),(63 6345662.5),(64 6522212),(65 6696967),(66 6835400.5),(67 6945091),(68 7019982),(69 7048860),(70 7033241),(71 7004943.5),(72 6942067.5),(73 6862225.5),(74 6750592.5),(75 6612862),(76 6439056),(77 6232757),(78 6007453),(79 5778672.5),
(1 42948.01),(2 155138.33),(3 315588.88),(4 508366.22),(5 722366),(6 957937.5),(7 1204992.8),(8 1462060.6),(9 1722636.5),(10 1975008),(11 2218052.8),(12 2443658),(13 2642132),(14 2817840),(15 2975035.8),(16 3124851),(17 3270967.3),(18 3419039.3),(19 3558166),(20 3685245.3),(21 3800793.3),(22 3899994),(23 4003219),(24 4103845.3),(25 4206217.5),(26 4309644.5),(27 4411031),(28 4513159.5),(29 4605138.5),(30 4687994.5),(31 4755066.5),(32 4820342.5),(33 4885317.5),(34 4951568.5),(35 5010101),(36 5072354),(37 5123032.5),(38 5162887),(39 5196868.5),(40 5225363.5),(41 5261929.5),(42 5305277.5),(43 5348627.5),(44 5388475.5),(45 5424974.5),(46 5451929),(47 5462901),(48 5470109),(49 5457604.5),(50 5421933.5),(51 5379381),(52 5324592),(53 5266586.5),(54 5223988),(55 5186767.5),(56 5157387.5),(57 5134765.5),(58 5127070.5),(59 5149598.5),(60 5184866.5),(61 5243918.5),(62 5317457.5),(63 5403522),(64 5487021.5),(65 5586486),(66 5674661.5),(67 5760932),(68 5836997.5),(69 5892407.5),(70 5934131.5),(71 5985606),(72 6024117.5),(73 6045910),(74 6044419.5),(75 6014903.5),(76 5943946.5),(77 5847344),(78 5740740),(79 5633272.5),
(1 39307.6),(2 140695.52),(3 285147.4),(4 459888.97),(5 662285.6),(6 884630.75),(7 1115535),(8 1355373.8),(9 1601182.8),(10 1846711.4),(11 2080847.4),(12 2300341),(13 2493293),(14 2653049.8),(15 2774149.8),(16 2845359.8),(17 2884237.8),(18 2899587),(19 2899859.8),(20 2896707.8),(21 2884309.8),(22 2867865.5),(23 2843584.8),(24 2819304.3),(25 2792325),(26 2751491.8),(27 2711957),(28 2675614.5),(29 2649915.8),(30 2630079),(31 2609085),(32 2599049.8),(33 2594517.3),(34 2594867.5),(35 2595137.5),(36 2598525),(37 2616992),(38 2649280.3),(39 2695170.5),(40 2753021.5),(41 2826747),(42 2906718.8),(43 2985700.3),(44 3064516.8),(45 3134352.3),(46 3189156.8),(47 3225759.8),(48 3249808),(49 3258972.8),(50 3263974.5),(51 3276010.5),(52 3295372.8),(53 3340769.3),(54 3393181.5),(55 3458886),(56 3533306.5),(57 3620280.3),(58 3710378.3),(59 3812063.3),(60 3914527.3),(61 4018953.5),(62 4129407.3),(63 4237533),(64 4345693.5),(65 4455334.5),(66 4562091.5),(67 4662289.5),(68 4763097.5),(69 4869708),(70 4972998.5),(71 5069630.5),(72 5166886.5),(73 5258064.5),(74 5338726.5),(75 5399013),(76 5439898),(77 5457266),(78 5468301),(79 5463857.5),
(1 42528.93),(2 154845.84),(3 318885.3),(4 521724.4),(5 756623.06),(6 1009557.44),(7 1268975.3),(8 1531726.4),(9 1792738.5),(10 2039475.5),(11 2257593.8),(12 2461249.8),(13 2635301.3),(14 2764603.8),(15 2858072),(16 2904987.5),(17 2927537),(18 2953060.3),(19 2987934.8),(20 3017922.3),(21 3044190.8),(22 3062663.3),(23 3095723),(24 3148009),(25 3212654.8),(26 3282177.5),(27 3355906),(28 3426125.8),(29 3491839),(30 3542168.8),(31 3576126.5),(32 3606071.3),(33 3631247.3),(34 3654251.5),(35 3669026),(36 3682799.8),(37 3694251),(38 3687460.3),(39 3670285.8),(40 3649804.3),(41 3642133),(42 3644913),(43 3643398),(44 3640186.5),(45 3615118),(46 3570949.5),(47 3512552),(48 3443150.5),(49 3371175),(50 3313327.8),(51 3255800.3),(52 3203019.8),(53 3154775.3),(54 3107138.3),(55 3068269.5),(56 3028551.8),(57 2999115.5),(58 2989090.3),(59 2993235.3),(60 3022659.3),(61 3057956.3),(62 3101974.5),(63 3148442.5),(64 3192118.5),(65 3230727.3),(66 3278775.3),(67 3326326),(68 3382372.3),(69 3435069.8),(70 3479779.3),(71 3518605),(72 3553111),(73 3581978),(74 3603802),(75 3611314),(76 3602677.5),(77 3573731.8),(78 3536839),(79 3479697.5),
(1 43793.45),(2 159755.22),(3 325203.72),(4 521667.72),(5 737740.9),(6 959718.8),(7 1179988.4),(8 1390232.1),(9 1583537.4),(10 1752133.4),(11 1895580.6),(12 2014085.4),(13 2097172.3),(14 2146120.3),(15 2172850.8),(16 2179518),(17 2176648.5),(18 2177602.8),(19 2168312.5),(20 2155347),(21 2145653.8),(22 2145876),(23 2158700),(24 2196815.8),(25 2255747.8),(26 2325277.8),(27 2400526),(28 2471000.5),(29 2532794),(30 2587775),(31 2641560.5),(32 2700702.8),(33 2766734.5),(34 2816399),(35 2843415),(36 2850944.5),(37 2845478),(38 2835090.8),(39 2833815.8),(40 2854720.5),(41 2891233.8),(42 2928006),(43 2952982.5),(44 2968882),(45 2964621.3),(46 2949347.5),(47 2920660.5),(48 2887518.8),(49 2843467.8),(50 2793844.8),(51 2732567.5),(52 2665285.3),(53 2589732.3),(54 2512517),(55 2438749.5),(56 2370424),(57 2311752),(58 2267439),(59 2231112),(60 2213095),(61 2190214.3),(62 2172546.3),(63 2151108.5),(64 2127079),(65 2104555.5),(66 2088298.1),(67 2081281.9),(68 2079166.3),(69 2077622.3),(70 2080183.8),(71 2080988.9),(72 2100298.8),(73 2129924.3),(74 2160177),(75 2191335),(76 2212558.8),(77 2224963.3),(78 2236696.8),(79 2240531),
(1 38406.89),(2 137299.44),(3 277101.6),(4 441769.97),(5 624099.8),(6 812070.25),(7 999002.7),(8 1179806),(9 1342898.5),(10 1481124.4),(11 1595996.1),(12 1683357.9),(13 1744975.1),(14 1787964.8),(15 1816365.1),(16 1839002.5),(17 1861394),(18 1890348.3),(19 1920220.9),(20 1958003.3),(21 2006598.9),(22 2059467.4),(23 2131679.5),(24 2211826.8),(25 2297359.8),(26 2385799.5),(27 2473762.8),(28 2557964),(29 2639809),(30 2722923),(31 2796803.3),(32 2865907.8),(33 2926595.8),(34 2970098.5),(35 2987345.5),(36 3002160),(37 3002903),(38 2992709.3),(39 2974521.3),(40 2945852.3),(41 2906750.3),(42 2859313.8),(43 2811167),(44 2768740.3),(45 2724533.8),(46 2671754.3),(47 2606123.5),(48 2542872.5),(49 2472446.8),(50 2401956.3),(51 2330949.3),(52 2269149.3),(53 2214231.8),(54 2165777.8),(55 2116877.5),(56 2063819.8),(57 2001390.6),(58 1937517.6),(59 1876996.8),(60 1826462.6),(61 1774750.4),(62 1728252.3),(63 1689369.6),(64 1659180),(65 1641943.1),(66 1636198.1),(67 1645010.9),(68 1670516.4),(69 1698782.9),(70 1727919.5),(71 1754242.9),(72 1791436.3),(73 1831207.8),(74 1870869.9),(75 1904202.1),(76 1927827.5),(77 1944448.9),(78 1965917.4),(79 1988418.4),
(1 42876.758),(2 154336.94),(3 313774.97),(4 500006.56),(5 699838.06),(6 902994.9),(7 1103774.6),(8 1296998.6),(9 1473545.6),(10 1625461.6),(11 1744959),(12 1835715.4),(13 1900850.6),(14 1938766.1),(15 1959704.5),(16 1963868.3),(17 1959403.5),(18 1958430.3),(19 1962135.3),(20 1985399),(21 2022958.8),(22 2061295),(23 2114862.8),(24 2176440.8),(25 2232927.8),(26 2286948.8),(27 2337708.5),(28 2383695.5),(29 2425918),(30 2466817.8),(31 2497523),(32 2526758.3),(33 2553656.5),(34 2583694),(35 2611847.3),(36 2635241.5),(37 2638639),(38 2633099.3),(39 2619766.8),(40 2602658),(41 2582608.5),(42 2563984),(43 2549039.5),(44 2539768.8),(45 2529151.8),(46 2511679),(47 2503723.3),(48 2481448.3),(49 2454591.8),(50 2434035),(51 2413861.3),(52 2401079.3),(53 2392851),(54 2391761.5),(55 2390747),(56 2378794.3),(57 2353833.3),(58 2323114.8),(59 2281584),(60 2226566.8),(61 2164646.8),(62 2110963.8),(63 2069289),(64 2038331.1),(65 2026388.9),(66 2030649.1),(67 2037490.8),(68 2047670.6),(69 2060944.3),(70 2068674.9),(71 2097944.5),(72 2110843.8),(73 2119179),(74 2124899),(75 2116420.8),(76 2107058.3),(77 2102668.3),(78 2106069.5),(79 2114155),
(1 40748.688),(2 144559.13),(3 289209.6),(4 453318.47),(5 627932.3),(6 802960.44),(7 968052.8),(8 1118356.3),(9 1246708.1),(10 1350888.9),(11 1425979.9),(12 1481743.8),(13 1521851.9),(14 1541713.5),(15 1545513),(16 1534489.5),(17 1520652.4),(18 1509756.9),(19 1504866),(20 1509007.5),(21 1523400.9),(22 1544338.4),(23 1577976),(24 1619882.4),(25 1665273.1),(26 1718139.6),(27 1768036.4),(28 1813502),(29 1851508.1),(30 1882650.1),(31 1903007.8),(32 1911414.1),(33 1908474.6),(34 1904937),(35 1904997.4),(36 1908793),(37 1912419.1),(38 1913574),(39 1910390.5),(40 1900822.1),(41 1892029.6),(42 1882490.1),(43 1874983.8),(44 1873648.9),(45 1879639.5),(46 1882055.5),(47 1873990),(48 1863429.5),(49 1847974.3),(50 1829329.3),(51 1810666.6),(52 1804543.8),(53 1817471.1),(54 1844667.5),(55 1882500.8),(56 1915441.8),(57 1935426.9),(58 1936242.9),(59 1912961.6),(60 1870706.9),(61 1821133.9),(62 1770993.9),(63 1729080.9),(64 1691557.6),(65 1665661.4),(66 1642794.6),(67 1620023.3),(68 1596584.1),(69 1584983.8),(70 1576581.9),(71 1594860.9),(72 1608678.8),(73 1631729.3),(74 1651301.5),(75 1667567.8),(76 1689234.5),(77 1719663.8),(78 1749841.6),(79 1776332.4),
(1 38372.92),(2 133194.9),(3 262916.97),(4 407818.47),(5 560461),(6 712519.9),(7 850782.75),(8 968270.25),(9 1059304.5),(10 1124074),(11 1170009.9),(12 1196128.8),(13 1215938.8),(14 1229019),(15 1240749.3),(16 1255807.3),(17 1278715.8),(18 1306508.5),(19 1342121.5),(20 1390491.1),(21 1442795),(22 1491761.5),(23 1549268),(24 1607177.3),(25 1656763.8),(26 1701560.8),(27 1729246.6),(28 1740045.4),(29 1734076.3),(30 1713024.5),(31 1680398.5),(32 1637897.3),(33 1595047.1),(34 1561286.3),(35 1547349.3),(36 1545251.8),(37 1551745.8),(38 1562301),(39 1575906.6),(40 1591249.9),(41 1612679),(42 1640333.3),(43 1672322.1),(44 1709388.3),(45 1746791.3),(46 1771449.5),(47 1793067.9),(48 1795928.5),(49 1790619.8),(50 1788449),(51 1796251.8),(52 1820758.6),(53 1855869.8),(54 1895187.8),(55 1938889),(56 1966906),(57 1973273.5),(58 1953630.9),(59 1915551.9),(60 1871052.3),(61 1824732.8),(62 1785876.3),(63 1754863.3),(64 1729915.3),(65 1714213.4),(66 1702468.5),(67 1694251.8),(68 1691767.4),(69 1697118.6),(70 1699472.1),(71 1705167.4),(72 1713376.4),(73 1726867),(74 1738053.9),(75 1750009.8),(76 1769072.3),(77 1790916.3),(78 1807190),(79 1812915.1),
(1 35657.75),(2 120859.3),(3 235392.63),(4 365001.63),(5 500574.44),(6 635645.06),(7 756861.5),(8 854028.6),(9 928356.3),(10 976261.94),(11 1009857.94),(12 1025145.8),(13 1032593.06),(14 1039770.8),(15 1048241.06),(16 1064296),(17 1088340.3),(18 1120318),(19 1159650.4),(20 1207847.4),(21 1258151.4),(22 1310197),(23 1363168),(24 1416522.4),(25 1467514.1),(26 1519138.6),(27 1552546.1),(28 1573607.3),(29 1582267),(30 1576882.8),(31 1564816.3),(32 1546730.1),(33 1523447.8),(34 1498129.8),(35 1479096.9),(36 1476884.4),(37 1485429.4),(38 1494382.4),(39 1505088.3),(40 1516203),(41 1528848),(42 1538120.8),(43 1544136.4),(44 1550413.6),(45 1553042.1),(46 1557965),(47 1560590.8),(48 1556761.5),(49 1557741.4),(50 1563456.3),(51 1567725.3),(52 1569077.6),(53 1571157.9),(54 1576026.6),(55 1587611.6),(56 1585816.4),(57 1569962.8),(58 1543932.1),(59 1516914.8),(60 1496801.3),(61 1477125.3),(62 1463614.8),(63 1449419.9),(64 1442220.5),(65 1441773.5),(66 1450337.4),(67 1467386.6),(68 1487390.1),(69 1494925),(70 1495493),(71 1492887.8),(72 1485502.5),(73 1479075.8),(74 1473498.1),(75 1467055.9),(76 1462637),(77 1463621.4),(78 1473944.9),(79 1491620.3),
(1 35790.53),(2 122607.17),(3 240737.97),(4 372383.25),(5 507165.03),(6 632658.8),(7 742797.8),(8 833078.06),(9 904812.94),(10 961277.8),(11 1003853.8),(12 1025992.7),(13 1041832.7),(14 1058140.1),(15 1074417.9),(16 1087695.4),(17 1101313.1),(18 1121660.9),(19 1146415.1),(20 1180370.5),(21 1221875.8),(22 1263105.6),(23 1313622.1),(24 1367956.1),(25 1414830.1),(26 1463288),(27 1500296.6),(28 1528042),(29 1545870.6),(30 1555056),(31 1546827.4),(32 1517009.8),(33 1471191),(34 1418385.3),(35 1372170.3),(36 1336751.3),(37 1306080.5),(38 1284503.5),(39 1273459.4),(40 1270538.8),(41 1277083.4),(42 1292456.5),(43 1313282.5),(44 1339930.3),(45 1370763.3),(46 1406170.3),(47 1427227.1),(48 1446014.4),(49 1454101.3),(50 1445134.6),(51 1428827),(52 1407025.6),(53 1397258.8),(54 1400435.9),(55 1407132.4),(56 1402816.9),(57 1394912),(58 1384573.8),(59 1377451.4),(60 1369249.1),(61 1352869.8),(62 1337131.8),(63 1322480.4),(64 1320200.6),(65 1326259.3),(66 1332997.8),(67 1341601.9),(68 1338154.8),(69 1329021.3),(70 1326416.3),(71 1329073.4),(72 1329333.8),(73 1329962.9),(74 1324382.1),(75 1320670.5),(76 1321467.6),(77 1328939.8),(78 1342942),(79 1359466.4),
(1 36319.85),(2 123752.414),(3 240776.89),(4 370112.75),(5 499052.78),(6 615343.4),(7 714315.3),(8 792666),(9 847409.44),(10 879613.3),(11 894024.44),(12 891158.25),(13 880528.25),(14 868912.4),(15 860573.06),(16 862001.56),(17 872022.56),(18 894452.75),(19 926077.2),(20 969371.44),(21 1019347.9),(22 1061846.1),(23 1111001.4),(24 1155704.1),(25 1191792.3),(26 1224579.5),(27 1247251.1),(28 1254963.5),(29 1250105.5),(30 1237992.9),(31 1221498.5),(32 1203357.1),(33 1185096.3),(34 1171750.5),(35 1168448.4),(36 1171744.6),(37 1177650),(38 1186268.5),(39 1202297.4),(40 1225830.5),(41 1256099.5),(42 1286708.5),(43 1313330.8),(44 1331911.1),(45 1346300.5),(46 1352769.9),(47 1349756.6),(48 1337480.8),(49 1317963.6),(50 1295439.1),(51 1275928.5),(52 1256788.1),(53 1245411.5),(54 1241180.6),(55 1238399.9),(56 1229131.6),(57 1227277.1),(58 1228225),(59 1227491),(60 1220386.8),(61 1202278.5),(62 1180731.3),(63 1165517.9),(64 1165215.1),(65 1175899.3),(66 1185143.4),(67 1196011.9),(68 1202343.6),(69 1212325),(70 1225634.3),(71 1231010.5),(72 1231799.5),(73 1220017.3),(74 1201047.8),(75 1186188.9),(76 1179339.6),(77 1180102.6),(78 1187685.1),(79 1197159.5),
(1 38329.1),(2 128039.53),(3 246470.11),(4 373368),(5 497509.44),(6 607558.8),(7 698437.9),(8 767900.5),(9 815382.9),(10 845476.25),(11 862377.5),(12 860702.3),(13 847789.94),(14 832577),(15 820317),(16 816960.2),(17 824756.4),(18 847975.75),(19 888423.8),(20 940249.94),(21 996898.6),(22 1042106.8),(23 1086037.5),(24 1120634.9),(25 1142354.8),(26 1148826.5),(27 1139309),(28 1123886),(29 1115673.5),(30 1117922.4),(31 1123884.9),(32 1122221.6),(33 1118347.4),(34 1112886.1),(35 1117357.6),(36 1127833.3),(37 1133983.5),(38 1142260.4),(39 1151400.4),(40 1164304.5),(41 1179612.1),(42 1192049.9),(43 1200485.6),(44 1206867.1),(45 1213709.6),(46 1217033.3),(47 1215812.1),(48 1210476.6),(49 1205263.6),(50 1194428.9),(51 1183008.9),(52 1165363.3),(53 1147559.4),(54 1134509.5),(55 1122566.1),(56 1108558.6),(57 1103273.6),(58 1103175.6),(59 1104964.9),(60 1104615.1),(61 1095317),(62 1082925.4),(63 1080574.8),(64 1091432.8),(65 1114028.1),(66 1144034.4),(67 1175969.9),(68 1196974.9),(69 1212554.4),(70 1217243.3),(71 1220319.5),(72 1203242.9),(73 1179785.5),(74 1159094),(75 1148258.6),(76 1149228.9),(77 1152623.6),(78 1154396.5),(79 1150512.9),
(1 39259.3),(2 133106.2),(3 256166.84),(4 389527.03),(5 519521.38),(6 636411.4),(7 734613.6),(8 814341.7),(9 871758.4),(10 906233.1),(11 917911.3),(12 899407.56),(13 872027.56),(14 841447.4),(15 813834.1),(16 798979.4),(17 801780.4),(18 816471.2),(19 843017.44),(20 873125.25),(21 904385.25),(22 926714.3),(23 944351.2),(24 957667.1),(25 967857.5),(26 974235.4),(27 978769.9),(28 989308.25),(29 1005192.56),(30 1022046.1),(31 1036346.9),(32 1046810.94),(33 1063176.9),(34 1085809.1),(35 1115430.6),(36 1147412.4),(37 1177873.8),(38 1195308.6),(39 1198061),(40 1197374),(41 1191922.1),(42 1181318.1),(43 1166696.6),(44 1156472.3),(45 1153709.5),(46 1155407.9),(47 1152173.8),(48 1146499.4),(49 1134853),(50 1114763.8),(51 1095190),(52 1079688.9),(53 1071752.1),(54 1072901.8),(55 1078461.4),(56 1081786),(57 1084316.5),(58 1083621.3),(59 1079396.8),(60 1071988.5),(61 1062413.1),(62 1052630.9),(63 1049719.4),(64 1052361.1),(65 1056814.8),(66 1060066.5),(67 1061329.8),(68 1064479.3),(69 1070308.1),(70 1073121.1),(71 1081354),(72 1082814),(73 1084321.8),(74 1090511.5),(75 1099625.6),(76 1108537.4),(77 1116161),(78 1122224.9),(79 1121800.4),
(1 37276.746),(2 122508.45),(3 232672.89),(4 354420.25),(5 474671.56),(6 586369.44),(7 679310.75),(8 750125.7),(9 794176.2),(10 812733.3),(11 811772.7),(12 792513.25),(13 769172.8),(14 751052.4),(15 745663.56),(16 753942.06),(17 770497.5),(18 789598.06),(19 812847.8),(20 835913.6),(21 858464),(22 881351.6),(23 902220.9),(24 915955.56),(25 920403.2),(26 920401.1),(27 921863.94),(28 930466.1),(29 941707.75),(30 951934.06),(31 956198.4),(32 962856.06),(33 976525.75),(34 1000087.8),(35 1026700.4),(36 1048211.56),(37 1065009.3),(38 1063102.8),(39 1043656),(40 1016594.5),(41 985614.3),(42 955244),(43 923945.25),(44 898307.1),(45 880297.44),(46 873106.9),(47 864948.56),(48 860046.5),(49 855018.56),(50 853783.44),(51 858666.25),(52 869509.3),(53 883260),(54 900929.75),(55 916377.7),(56 923324.8),(57 921729.06),(58 913541.9),(59 902054.94),(60 887181),(61 872609.7),(62 861086.06),(63 858748.44),(64 860850.06),(65 866030.4),(66 874267),(67 882695.3),(68 889213.75),(69 896109.1),(70 901451.3),(71 911245),(72 911145.1),(73 904705.75),(74 897942.75),(75 891780),(76 886981.1),(77 880591.56),(78 876285.75),(79 873714.1),
(1 35572.633),(2 116508.69),(3 223494.36),(4 341346.84),(5 456499.72),(6 561562.94),(7 642524.5),(8 697864.4),(9 729124.75),(10 747042.3),(11 751289.44),(12 742296.4),(13 729481.7),(14 720854.3),(15 717804.94),(16 719480.1),(17 720850.5),(18 720964),(19 725222.5),(20 730763.9),(21 738955.25),(22 742415.6),(23 747698.6),(24 744771.06),(25 738811.8),(26 735826.56),(27 742595.5),(28 757306.7),(29 775671.94),(30 796825.5),(31 818517.3),(32 848425.5),(33 885593.9),(34 926024.75),(35 960476.94),(36 985898.3),(37 998543.8),(38 993558.4),(39 977279.5),(40 956730.56),(41 932219.8),(42 904955.44),(43 877601.7),(44 854184.56),(45 835829.06),(46 821212),(47 806158.75),(48 800009.6),(49 799989.5),(50 807034.94),(51 816493.6),(52 827392.5),(53 833508),(54 834410.9),(55 834564.56),(56 833495.6),(57 829304.5),(58 818006),(59 803735.44),(60 786016.9),(61 768947.6),(62 752092.3),(63 739487.9),(64 728256),(65 721542.7),(66 720001.3),(67 720013.6),(68 719210.5),(69 713079.9),(70 708956.2),(71 708721.9),(72 711886),(73 716784),(74 721864.75),(75 727210.4),(76 730330.1),(77 731335.75),(78 729592.3),(79 727899.9),
(1 31259.35),(2 100106.57),(3 189750.9),(4 287149.66),(5 382816.13),(6 470867.28),(7 545149),(8 600379.56),(9 639895.9),(10 669437.75),(11 685059.2),(12 694711.94),(13 701423.44),(14 709558.94),(15 717825),(16 726235.4),(17 731014.3),(18 732465.4),(19 736175.75),(20 739810),(21 745409.06),(22 748977.1),(23 752364.6),(24 754556.25),(25 754677.7),(26 756856),(27 756632.25),(28 752409.75),(29 746859.6),(30 746462.25),(31 753624.4),(32 764790.06),(33 774686.4),(34 782958.75),(35 787531),(36 790098.4),(37 790024.6),(38 790185.7),(39 793573.94),(40 797065.7),(41 798238.5),(42 795427.2),(43 789603.1),(44 778891.4),(45 763214.06),(46 744532.9),(47 729335.2),(48 713265),(49 702747.75),(50 701459.1),(51 702194.3),(52 703014.94),(53 700113),(54 697597.3),(55 700313.3),(56 701452.25),(57 695125.44),(58 681333.6),(59 667735.8),(60 656369.9),(61 649917.25),(62 649400.4),(63 655063.25),(64 658457.2),(65 660168.6),(66 658874.7),(67 655912.44),(68 646498.3),(69 634448.9),(70 624676.2),(71 617277.25),(72 612597.06),(73 604453.44),(74 593462.3),(75 583087.2),(76 576574.94),(77 575950.5),(78 580109.3),(79 587194.9),
