1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 169254.83),(2 463810),(3 793416.5),(4 1202980.1),(5 1608182.4),(6 1952046.6),(7 2324070.3),(8 2698090.8),(9 2980483.8),(10 3275501.8),(11 3561113.3),(12 3661250.3),(13 3694328.3),(14 3741347.3),(15 3764650.3),(16 3737022.8),(17 3633175.3),(18 3565280.3),(19 3613369.3),(20 3590779.3),(21 3555647),(22 3601955.3),(23 3725123.8),(24 3764456),(25 3757916.8),(26 3974414),(27 4404733),(28 4807266.5),(29 5313965.5),(30 6221090),(31 7017115.5),(32 7441190),(33 8296191.5),(34 9248479),(35 9921252),(36 10229265),(37 10864444),(38 11471333),(39 12285363),(40 12906000),(41 13272815),(42 13745216),(43 14366565),(44 14823520),(45 15255299),(46 15536581),(47 15815309),(48 16133863),(49 16187720),(50 16302328),(51 16563779),(52 16467932),(53 16451052),(54 16368004),(55 16093925),(56 16009619),(57 15957296),(58 15663072),(59 15474136),(60 15442187),(61 15341469),(62 15102357),(63 14836495),(64 14571216),(65 14340851),(66 14031439),(67 13701924),(68 13408855),(69 13290828),(70 13283196),(71 13130261),(72 13072416),(73 13400485),(74 13393333),(75 13190360),(76 13655515),(77 14685699),(78 15888173),(79 17221778),
(1 372246.34),(2 1034754.4),(3 1413324),(4 1503955.9),(5 1461425.4),(6 1336528.4),(7 1328173.9),(8 1456953.4),(9 1591390.4),(10 1596611.5),(11 1525616),(12 1524835.9),(13 1630997.9),(14 1731102.6),(15 1808260.1),(16 1792548.4),(17 1684659),(18 1609515),(19 1574257.8),(20 1557747.9),(21 1576785.8),(22 1627661.3),(23 1666852.8),(24 1686264),(25 1755299),(26 1789756.8),(27 1792805.8),(28 1840948.5),(29 1824526.6),(30 1825321.8),(31 1815902.4),(32 1773343.3),(33 1772673),(34 1798265.9),(35 1760228.8),(36 1717363.9),(37 1795390.3),(38 1925606.4),(39 1940005.8),(40 1860076.8),(41 1774057.4),(42 1714232.8),(43 1644238.3),(44 1585049),(45 1629516.8),(46 1709018.1),(47 1835589.4),(48 1914253),(49 1921424),(50 1893003.1),(51 1778057.8),(52 1710123.3),(53 1734485.9),(54 1772800.1),(55 1788893),(56 1779526.4),(57 1716992.9),(58 1629477),(59 1604280.1),(60 1603063.6),(61 1584609),(62 1535287.3),(63 1485503.9),(64 1458579),(65 1468605.8),(66 1481726.8),(67 1537372.9),(68 1626400.5),(69 1655687.3),(70 1597040),(71 1577121),(72 1588074.3),(73 1586869.9),(74 1619603.9),(75 1700810.1),(76 1782637.3),(77 1766164.5),(78 1754173.6),(79 1814002.1),
(1 340353.03),(2 911414),(3 1197677.6),(4 1252125.9),(5 1201585),(6 1127668.4),(7 1186016.6),(8 1351106.6),(9 1501522),(10 1481591.5),(11 1423374.9),(12 1448561.6),(13 1552663.6),(14 1574861.9),(15 1561945.6),(16 1570934.6),(17 1510159.9),(18 1402815),(19 1365536.1),(20 1378391.4),(21 1409397.6),(22 1434166),(23 1430698.1),(24 1462979),(25 1541601),(26 1643433),(27 1673499.4),(28 1622957.5),(29 1576335),(30 1631378),(31 1700123.4),(32 1726505),(33 1693671.9),(34 1687722.6),(35 1667690.9),(36 1634711.4),(37 1632691.4),(38 1666579),(39 1709720.4),(40 1729736.9),(41 1705342.1),(42 1661532.6),(43 1624427.6),(44 1559004),(45 1519871.9),(46 1558057.5),(47 1650625.1),(48 1690829.4),(49 1655436.1),(50 1633911.6),(51 1579726),(52 1552368),(53 1547781.9),(54 1491105.4),(55 1445094),(56 1459698.9),(57 1454588),(58 1397012.9),(59 1402737.4),(60 1413505.4),(61 1382971.4),(62 1348560.9),(63 1341272.5),(64 1319459.3),(65 1326988.4),(66 1346795.6),(67 1361619),(68 1384950),(69 1434107.4),(70 1452702.5),(71 1381347.4),(72 1304575.6),(73 1321933.9),(74 1378512.1),(75 1423618.6),(76 1462602),(77 1448579.9),(78 1395746.8),(79 1413427.4),
(1 303565.4),(2 825633.1),(3 1068942.9),(4 1042390.4),(5 995552.94),(6 950416),(7 1001666.6),(8 1097199.3),(9 1164791.5),(10 1127293.9),(11 1095959.4),(12 1135274.5),(13 1179801.3),(14 1176659.6),(15 1186105.3),(16 1184631.4),(17 1143281.9),(18 1082104.1),(19 1075416.1),(20 1121535.9),(21 1159593.3),(22 1115995.3),(23 1039190.06),(24 1042275.44),(25 1110543.6),(26 1158507.6),(27 1188328.4),(28 1144022.5),(29 1142205),(30 1207444),(31 1240843.4),(32 1285479.6),(33 1335151.1),(34 1334148),(35 1339897.9),(36 1328650.4),(37 1282670.1),(38 1235617.8),(39 1213704.3),(40 1211282.1),(41 1221162.9),(42 1269804),(43 1311161.6),(44 1252027),(45 1201138),(46 1233464.6),(47 1334188.4),(48 1402684.8),(49 1415456.4),(50 1385833),(51 1356678.8),(52 1312062.9),(53 1254091),(54 1192053.3),(55 1213905.4),(56 1257305.5),(57 1231141.8),(58 1182455.6),(59 1176075.5),(60 1166081.9),(61 1161267.9),(62 1158109.5),(63 1125140.4),(64 1074985.4),(65 1077991.1),(66 1102078.8),(67 1116841.3),(68 1104302.1),(69 1124239.1),(70 1146281.9),(71 1094473.9),(72 1043221.44),(73 1096897.9),(74 1134750.4),(75 1191115.6),(76 1227860),(77 1188332.1),(78 1091737.4),(79 1100882.8),
(1 277071.7),(2 726092),(3 971698.06),(4 954538.4),(5 871425.5),(6 845038),(7 930391.7),(8 1023878.4),(9 1055185.3),(10 1037610.06),(11 1010027.7),(12 1034037.1),(13 1108065.3),(14 1126741.3),(15 1131684.8),(16 1109305.9),(17 1039610.9),(18 1016554.3),(19 1099959.6),(20 1179637.9),(21 1199960.4),(22 1124138.5),(23 1057219.6),(24 1056740.8),(25 1163272.5),(26 1215869.5),(27 1216233.3),(28 1152761.8),(29 1121486.6),(30 1156150.1),(31 1174667.9),(32 1172086.4),(33 1237687.1),(34 1268297),(35 1277524.5),(36 1258318.8),(37 1238407.5),(38 1252246.5),(39 1203489),(40 1116476.8),(41 1121190.9),(42 1176302.8),(43 1221732.6),(44 1170795.1),(45 1131582.8),(46 1163738.3),(47 1267663.3),(48 1307017.9),(49 1268155.1),(50 1206161.9),(51 1154263.9),(52 1095216.3),(53 1058943.6),(54 1055746.4),(55 1114769.3),(56 1163602.8),(57 1120523.3),(58 1049246.8),(59 1009933.06),(60 987356.06),(61 979899.94),(62 997168.4),(63 992666.9),(64 969951.94),(65 987910.75),(66 997103.5),(67 971472.6),(68 961454.6),(69 1018682.5),(70 1049097),(71 1014130.9),(72 957811.2),(73 951496.9),(74 949339.94),(75 980418.5),(76 1020171.75),(77 1026095.75),(78 979414.2),(79 1004028.94),
(1 261758.08),(2 680859.7),(3 874430.06),(4 859599.7),(5 801229.25),(6 811700.44),(7 878762.7),(8 918963.9),(9 922389.3),(10 883419.06),(11 890838.06),(12 938854.8),(13 1002809.56),(14 1019755.1),(15 1001324.3),(16 965671.75),(17 974495.1),(18 963050.3),(19 981505.94),(20 1027515.44),(21 1038075.7),(22 1005978.06),(23 1007901.6),(24 1053099.6),(25 1136683.1),(26 1160613.4),(27 1113874.9),(28 1063305.5),(29 1059715.4),(30 1072553),(31 1068269.9),(32 1044388),(33 1073708.9),(34 1104339.3),(35 1131701.1),(36 1114023),(37 1038756.1),(38 990229.7),(39 979076.94),(40 990468.94),(41 1060648.6),(42 1103223.3),(43 1085723.9),(44 1025603.7),(45 996681.3),(46 1016262.1),(47 1062480.3),(48 1065961.1),(49 1014037.06),(50 965319.75),(51 970980.8),(52 962476.25),(53 944434.4),(54 943447.1),(55 973445.9),(56 995687.44),(57 954404.5),(58 879174.7),(59 828347.25),(60 843785.3),(61 869632.1),(62 894029.56),(63 921905.2),(64 942244.1),(65 964225.3),(66 962286.25),(67 935598.4),(68 940331.1),(69 974732.3),(70 974426.75),(71 942459.3),(72 859062.44),(73 822475.44),(74 857404.44),(75 893686.9),(76 909324.5),(77 912806.06),(78 876103.75),(79 889976.4),
(1 215381.72),(2 573326.7),(3 739101.2),(4 744217.4),(5 708985.1),(6 704367.94),(7 774976.6),(8 812400.9),(9 807993.2),(10 789469.25),(11 817031.3),(12 849751.9),(13 892382.44),(14 912036.44),(15 893069.06),(16 872156.1),(17 885737.75),(18 871803.75),(19 860679.25),(20 869419.44),(21 879266.4),(22 870378.4),(23 878554.8),(24 902378.1),(25 936050.56),(26 958453.06),(27 920279.44),(28 853199.3),(29 822947.1),(30 848131),(31 870929.94),(32 851686.4),(33 854541.8),(34 881569.06),(35 881753.2),(36 868568.6),(37 836198),(38 800519.2),(39 797957.06),(40 825320.6),(41 891007.9),(42 923918.4),(43 898103.9),(44 851522.7),(45 835367.3),(46 859550.56),(47 885237.06),(48 853300.7),(49 794559.2),(50 769688.7),(51 807460.7),(52 827682.56),(53 802874.4),(54 785488.1),(55 800098.8),(56 818076.7),(57 822235.44),(58 781160.75),(59 740006.4),(60 739018.4),(61 762887.44),(62 767315.06),(63 772550.94),(64 791146.56),(65 816356.4),(66 828584),(67 809201.6),(68 810735.06),(69 839784),(70 847410.2),(71 828141.44),(72 771194.1),(73 731531.6),(74 765627.06),(75 832482.7),(76 863321.4),(77 846983.4),(78 823961.2),(79 835858.06),
(1 179540.61),(2 477091.1),(3 629863.5),(4 620094.7),(5 602181.8),(6 616427.4),(7 664905.3),(8 673767.5),(9 642966.7),(10 619522.06),(11 641866.94),(12 682006.2),(13 707485.94),(14 711742.1),(15 701052.06),(16 688325.2),(17 698015.1),(18 684549.94),(19 676410.6),(20 678743.7),(21 681512.5),(22 684295.75),(23 682540.5),(24 683667.25),(25 715726.56),(26 749127.6),(27 750484.94),(28 728673.25),(29 718408.25),(30 721443.25),(31 735228.6),(32 736418.06),(33 729195.9),(34 728612.1),(35 733779.4),(36 749506.7),(37 744865.06),(38 711951.56),(39 695426),(40 693959.5),(41 718389.4),(42 746830.5),(43 723538.56),(44 693731.6),(45 699185.56),(46 715015.5),(47 729664.7),(48 704290.6),(49 635673.9),(50 619173.8),(51 668340.4),(52 687202.5),(53 668832.6),(54 661657.44),(55 706470.4),(56 735000.7),(57 739741.2),(58 711233.75),(59 692081.4),(60 707513.9),(61 731432.06),(62 721308.8),(63 695981.56),(64 701490.56),(65 732918.2),(66 725526.9),(67 701174.5),(68 682848),(69 690424.1),(70 703057.2),(71 686289.7),(72 638980.3),(73 611635.4),(74 649475.94),(75 716497.56),(76 727589.3),(77 695498.3),(78 671988),(79 704548.5),
(1 158561.25),(2 407250.22),(3 542140.44),(4 544921.4),(5 521158.53),(6 526243),(7 587782.6),(8 619578.4),(9 587045.9),(10 556161.9),(11 593684.4),(12 667299.1),(13 723330.2),(14 726879.4),(15 723317.7),(16 716747.6),(17 727216.9),(18 712574.6),(19 702217.56),(20 687103.6),(21 685483),(22 674264),(23 655418.44),(24 643018.7),(25 659164.56),(26 666453.75),(27 659449.1),(28 632388.94),(29 622372.75),(30 631513.56),(31 629717.2),(32 606934.94),(33 608373.44),(34 628075.94),(35 637289.7),(36 631751.25),(37 621664.3),(38 597294.3),(39 590397.06),(40 596926.2),(41 615295.6),(42 632046.56),(43 620265.8),(44 582163.8),(45 567944),(46 566749.2),(47 586365.4),(48 600731.6),(49 583043.9),(50 573489.8),(51 604004),(52 612767.94),(53 597011.1),(54 572832.1),(55 590539.6),(56 615253),(57 619865.5),(58 607520.06),(59 602066.2),(60 613180.56),(61 621210.5),(62 616548.4),(63 623753),(64 645438.06),(65 677472.94),(66 690128.6),(67 677076.1),(68 653573.9),(69 659930.7),(70 665594.3),(71 638190.6),(72 591757.1),(73 573913.7),(74 605185.4),(75 662908.8),(76 655743),(77 623449.7),(78 617374.25),(79 664613.7),
(1 151690.47),(2 392124.94),(3 509640.7),(4 514987.44),(5 508637.25),(6 502224.7),(7 532057),(8 554448.6),(9 538820.4),(10 538427.7),(11 605677.25),(12 667072.8),(13 687011.94),(14 669351.94),(15 660152.75),(16 642812.56),(17 637688.44),(18 613348.6),(19 591530.25),(20 586056),(21 615633.06),(22 610058.8),(23 567442.56),(24 536609.7),(25 548520.8),(26 567638.75),(27 565893.4),(28 536054),(29 532606.7),(30 566551.25),(31 584581.25),(32 561841.6),(33 558672.25),(34 564836.7),(35 569882.75),(36 577502.25),(37 597627.9),(38 572408.25),(39 541709.9),(40 537674),(41 553551.06),(42 553835.25),(43 540069),(44 527074.75),(45 533668.6),(46 528376.75),(47 529855.4),(48 535488.8),(49 538158.7),(50 528144.5),(51 536524.8),(52 544975.4),(53 542313.75),(54 548953.6),(55 577149.9),(56 588772.8),(57 581299.1),(58 559942.6),(59 541790.94),(60 540339.1),(61 557577.9),(62 565302),(63 566107.9),(64 572307.7),(65 577090.4),(66 557287.75),(67 536921.9),(68 527337.75),(69 545480.1),(70 568898.8),(71 577803.44),(72 555176.25),(73 532020.1),(74 535255.5),(75 554054.06),(76 553405.3),(77 546802.9),(78 534195.25),(79 550133.3),
(1 146389.92),(2 378916.1),(3 493888.53),(4 509981.03),(5 513580),(6 513411.4),(7 541797),(8 554133.2),(9 529738.75),(10 507206.16),(11 540429.1),(12 582239.1),(13 611408.2),(14 612960.75),(15 602350.9),(16 591808.75),(17 576473.5),(18 557095),(19 534280.9),(20 519270.28),(21 539740.94),(22 541993.2),(23 513235.25),(24 492643.25),(25 511812.9),(26 541428.25),(27 538813.4),(28 500639.47),(29 475805.13),(30 476744.3),(31 484124.8),(32 485279.13),(33 496674.06),(34 504172.88),(35 518644.53),(36 532746.2),(37 544892.6),(38 532196.2),(39 519649.3),(40 523022.6),(41 528832.75),(42 510966.06),(43 509406.28),(44 513998.5),(45 527530.8),(46 526825.06),(47 516195.78),(48 528529),(49 562349.5),(50 578801.8),(51 574769),(52 559683.94),(53 544385.06),(54 545591.4),(55 562804.06),(56 582939.3),(57 594088.94),(58 575989.4),(59 561340.7),(60 562561.3),(61 554740.6),(62 548634.6),(63 549895.2),(64 560792.7),(65 558618.44),(66 515066.06),(67 474968.06),(68 462210.9),(69 473032.22),(70 503723.7),(71 524064.06),(72 513806),(73 501065.5),(74 497281.5),(75 501599.78),(76 506247.84),(77 505900.75),(78 516699.1),(79 539259.75),
(1 143590.9),(2 364892.5),(3 469124.56),(4 476393.3),(5 473761.78),(6 491999.66),(7 535761.8),(8 562931.7),(9 544673.44),(10 511838.97),(11 528076.3),(12 577860.56),(13 609299.7),(14 603245.5),(15 580257.7),(16 574725.44),(17 594143.7),(18 574839.6),(19 526193.5),(20 506743.53),(21 534642.8),(22 540133.4),(23 503759.44),(24 466996.3),(25 473854.13),(26 495142.06),(27 494724.34),(28 476693.9),(29 463360.72),(30 473054.34),(31 495122.06),(32 488980.47),(33 457319.63),(34 455781.1),(35 491322.4),(36 530233.56),(37 536365.8),(38 495970.5),(39 474759.97),(40 493549.3),(41 507762.56),(42 503060.9),(43 497061.2),(44 505812),(45 514820.34),(46 507706.75),(47 503653.03),(48 535305.3),(49 577150.56),(50 582224.4),(51 562583.75),(52 543232.56),(53 555172.1),(54 590921.7),(55 607786.4),(56 605280.2),(57 597664.44),(58 593294.75),(59 576635.56),(60 559813.56),(61 547216.3),(62 537129.8),(63 544731.06),(64 566003.7),(65 554161.8),(66 503638.84),(67 468293.56),(68 466133.53),(69 467345.94),(70 477410.06),(71 511270.75),(72 521355.2),(73 508876.47),(74 484564.8),(75 478889.06),(76 497415.66),(77 514804),(78 504583.1),(79 503361.16),
(1 124044.97),(2 306271.4),(3 383514.3),(4 375486.2),(5 361662.63),(6 381890.56),(7 431030.8),(8 459004.16),(9 451711.3),(10 432466.6),(11 421123.72),(12 435129.88),(13 459121.94),(14 457212.9),(15 441715.9),(16 449829.4),(17 478981.84),(18 456973.3),(19 413242.94),(20 411719.78),(21 451589.53),(22 455030.8),(23 416548.1),(24 393609.34),(25 409111.4),(26 436951.1),(27 438216.63),(28 417905.38),(29 401385),(30 404777.13),(31 418040.1),(32 416534.16),(33 411641.4),(34 404277.13),(35 413192.88),(36 456127.5),(37 477558.84),(38 445010.34),(39 428119.28),(40 442616.28),(41 442188.22),(42 413843.88),(43 390766.2),(44 389020.53),(45 409148.38),(46 411432.03),(47 412865.56),(48 437242.13),(49 464894.47),(50 469538.88),(51 472378.94),(52 468213.34),(53 488399.22),(54 524634.75),(55 535752.7),(56 516141.72),(57 488625.56),(58 485130.63),(59 499583.66),(60 490418.5),(61 464733.38),(62 439765.3),(63 454168.8),(64 475637.44),(65 468307.13),(66 431217.53),(67 414663.38),(68 426047.13),(69 433984.44),(70 439876.03),(71 466703.72),(72 491188.56),(73 485061.13),(74 454515.88),(75 446659.9),(76 453301.38),(77 465469.16),(78 450998.28),(79 429391.8),
(1 111493.59),(2 267818.84),(3 322519.97),(4 311490.06),(5 300674.63),(6 314955.63),(7 351871.03),(8 376807.44),(9 362286.84),(10 324491.38),(11 320827.34),(12 344718.22),(13 364403.44),(14 359308.4),(15 350020.66),(16 363955.3),(17 382103.16),(18 357343.63),(19 328164.47),(20 339045.63),(21 372123.1),(22 379266.88),(23 357858.25),(24 340595.22),(25 356499.75),(26 375460.75),(27 385879.2),(28 371004.5),(29 355972.66),(30 352315.97),(31 367984.3),(32 381593.16),(33 381090.56),(34 370391.2),(35 370574.5),(36 394761.6),(37 409020.56),(38 388297.78),(39 374557.97),(40 381088.9),(41 385984.7),(42 378890.2),(43 380513.47),(44 377485.16),(45 370553.72),(46 360988.47),(47 372399.53),(48 380370.1),(49 385887.38),(50 382044.34),(51 375397.63),(52 362269.66),(53 374297.13),(54 405999.4),(55 419910.3),(56 393082.3),(57 362915.94),(58 363931.84),(59 383713.2),(60 372586.63),(61 353922.3),(62 352295.84),(63 378212.13),(64 407724.66),(65 410434.84),(66 390254.66),(67 392061.72),(68 396674.6),(69 399808.97),(70 400958.1),(71 418232.38),(72 424065.34),(73 417543.44),(74 400803.97),(75 393257.34),(76 398513.6),(77 405311.7),(78 399394.75),(79 392309.44),
(1 99811.055),(2 248133.9),(3 308184.56),(4 308357.25),(5 303223.6),(6 310088.34),(7 337710.75),(8 355408.72),(9 349011.22),(10 333844.94),(11 337189.97),(12 356230.56),(13 367826.28),(14 354577.16),(15 344341.5),(16 352952.97),(17 370999.88),(18 361731.34),(19 346729.22),(20 350563.78),(21 369107.6),(22 373025.78),(23 360369.2),(24 339160.03),(25 336223.2),(26 347025.75),(27 366176.22),(28 368888.25),(29 354592.2),(30 326974.5),(31 324130.28),(32 348177.34),(33 363882.94),(34 358197.34),(35 358259.06),(36 369408.8),(37 378965.34),(38 367182.13),(39 359843.44),(40 365103.97),(41 366963.25),(42 355230.03),(43 353367.97),(44 354423.03),(45 352516.75),(46 351015.6),(47 362974.56),(48 368288.28),(49 363444.8),(50 346729.72),(51 336414.4),(52 330965.4),(53 344281.44),(54 370373.2),(55 379951.34),(56 348274.34),(57 322697.56),(58 332917.72),(59 371033.13),(60 376214.4),(61 364895.72),(62 361157.56),(63 375934.56),(64 394468.28),(65 394744),(66 372332.2),(67 362735.97),(68 360893.8),(69 352437.06),(70 341055.7),(71 341783.53),(72 340446.72),(73 338646.34),(74 336636.94),(75 334350.66),(76 327469.03),(77 332783.97),(78 338013.6),(79 345931.66),
(1 90148.984),(2 213043.6),(3 258674.94),(4 260175.47),(5 262496.63),(6 274550.78),(7 302850.1),(8 320379.8),(9 319596.56),(10 307287.75),(11 304092.2),(12 305152.6),(13 311976),(14 310099.44),(15 310062.44),(16 313396.56),(17 319077.88),(18 313185.72),(19 305167.44),(20 299419.4),(21 305716.9),(22 311201.38),(23 312333.84),(24 303479.28),(25 291934.03),(26 287066.72),(27 301531.34),(28 312168.1),(29 308384.16),(30 295072.75),(31 289198.2),(32 303843.9),(33 325243.9),(34 332061.25),(35 330696.72),(36 336507.8),(37 335353.5),(38 334501.1),(39 341512.44),(40 338140),(41 327539.88),(42 305757.06),(43 292524.53),(44 296618.78),(45 305159.72),(46 302961.16),(47 309094.8),(48 306349.66),(49 307894.03),(50 313353.25),(51 323425.16),(52 322872.88),(53 331713.5),(54 338910.7),(55 329456),(56 306129.03),(57 292497.88),(58 303581.56),(59 325009.8),(60 321037.2),(61 308674.34),(62 310904.7),(63 317640.5),(64 320087.84),(65 321065.78),(66 310536.97),(67 301557.28),(68 301147.66),(69 305183.72),(70 308209.38),(71 309336.9),(72 300977.13),(73 307115.88),(74 311606.1),(75 311214.5),(76 303619.53),(77 304066.5),(78 295838.2),(79 291628.44),
(1 91577.37),(2 222300.95),(3 273340.38),(4 274441.25),(5 268959.8),(6 271009.47),(7 290926.8),(8 300210.28),(9 291088.94),(10 266120.66),(11 265437.38),(12 273745.34),(13 283149.28),(14 283377.47),(15 289434.47),(16 300595),(17 305942.25),(18 289939.9),(19 271818),(20 259823.47),(21 265130.2),(22 275298.56),(23 279768.06),(24 265867.63),(25 257241.9),(26 262136.23),(27 279282.25),(28 290329.2),(29 291603.7),(30 286469.94),(31 284227.88),(32 279199.28),(33 284609.56),(34 294652.25),(35 301410.9),(36 301648.34),(37 292148.34),(38 284971.06),(39 286932.13),(40 293109.5),(41 292504),(42 273413.34),(43 258962.58),(44 265097.22),(45 277282.8),(46 283607.78),(47 294068.38),(48 280948.38),(49 273436.34),(50 287509.47),(51 303595.63),(52 302110.2),(53 305842.94),(54 315465.38),(55 308749.4),(56 292728.8),(57 280051.66),(58 272714.16),(59 281835.75),(60 283770.25),(61 285353.28),(62 279643.75),(63 269411.44),(64 263355.2),(65 265329.94),(66 267298.72),(67 271397.53),(68 268262.84),(69 273542.75),(70 278502.97),(71 270311.44),(72 255103.19),(73 262829),(74 269389.53),(75 265034.63),(76 265673.53),(77 272005.94),(78 264983.47),(79 259214.23),
(1 84894.99),(2 198947.89),(3 245592),(4 250566.89),(5 248286.84),(6 253991.84),(7 270768.88),(8 271994.38),(9 261686.53),(10 251773.58),(11 260855.06),(12 272699.78),(13 275982.1),(14 272091.6),(15 270424.56),(16 277302.66),(17 283485.84),(18 278547.7),(19 271420.3),(20 264982.1),(21 271442.9),(22 276552.97),(23 268764.13),(24 250974.98),(25 251240.14),(26 259847.28),(27 272421.97),(28 280510.28),(29 284698.88),(30 279338.53),(31 269017.97),(32 262552.2),(33 269905.88),(34 275155.2),(35 276783.5),(36 278186.56),(37 277021.06),(38 268959.66),(39 266874.66),(40 276370.72),(41 285130.94),(42 266516.1),(43 240772.52),(44 237525.11),(45 253773.06),(46 265583.25),(47 273047.2),(48 263597.7),(49 253965.56),(50 256858.78),(51 264673.6),(52 265835.8),(53 262127.52),(54 259095.28),(55 262968.2),(56 268240.78),(57 271937.75),(58 269648),(59 263864.5),(60 258574.72),(61 252891.72),(62 251133.58),(63 252252.75),(64 256879.02),(65 264674.8),(66 267753.9),(67 266937.06),(68 266635.88),(69 267447.84),(70 264780.63),(71 253546.48),(72 244513.83),(73 240650.95),(74 245938.31),(75 247551.95),(76 248248),(77 249723.52),(78 241616.05),(79 237553.16),
