1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 593453.94),(2 950048.44),(3 998595.7),(4 2030403),(5 2780571.8),(6 3026946.3),(7 4125187.3),(8 4949871),(9 5065904.5),(10 6050705.5),(11 6645439.5),(12 6639856),(13 7521234.5),(14 8094774.5),(15 8071955.5),(16 8886381),(17 9493634),(18 9443013),(19 10290120),(20 10894497),(21 10880333),(22 11806005),(23 12433465),(24 12400719),(25 13332564),(26 14006139),(27 14051208),(28 14959291),(29 15575796),(30 15611368),(31 16392444),(32 17196360),(33 17445462),(34 18408126),(35 19522938),(36 19887472),(37 20989826),(38 22327468),(39 22576120),(40 23577866),(41 24712608),(42 24951878),(43 25735282),(44 26581290),(45 26631234),(46 27188072),(47 27940566),(48 27846744),(49 28315498),(50 28921614),(51 28706810),(52 29054448),(53 29653334),(54 29394182),(55 29797208),(56 30334018),(57 30028634),(58 30318678),(59 30733766),(60 30384646),(61 30454838),(62 30928976),(63 30641046),(64 30661050),(65 31272346),(66 31088202),(67 31307088),(68 32161750),(69 32166554),(70 32366256),(71 33169702),(72 33171994),(73 33487926),(74 34427744),(75 34730188),(76 35134624),(77 36400444),(78 37262580),(79 38032268),
(1 231913.61),(2 750287.94),(3 1551356.8),(4 2627080.8),(5 3854432.8),(6 5219237.5),(7 6689303),(8 8225555.5),(9 9788489),(10 11371394),(11 12925521),(12 14514310),(13 16071591),(14 17595806),(15 19131216),(16 20468886),(17 21697492),(18 22809804),(19 23653488),(20 24347728),(21 24946880),(22 25346466),(23 25640320),(24 25843668),(25 25859774),(26 25809594),(27 25744846),(28 25618930),(29 25517886),(30 25460414),(31 25353104),(32 25215980),(33 25130240),(34 24998328),(35 24881884),(36 24772154),(37 24687014),(38 24598772),(39 24513616),(40 24442242),(41 24345010),(42 24205250),(43 24035390),(44 23867954),(45 23720690),(46 23562752),(47 23422170),(48 23271092),(49 23142054),(50 22990338),(51 22862860),(52 22746292),(53 22594544),(54 22385250),(55 22155140),(56 21906160),(57 21629030),(58 21321214),(59 21003236),(60 20656034),(61 20354074),(62 20072142),(63 19813396),(64 19677058),(65 19666406),(66 19762566),(67 19921036),(68 20154146),(69 20437612),(70 20768826),(71 21126680),(72 21451248),(73 21781496),(74 22062554),(75 22339494),(76 22585350),(77 22754656),(78 22861048),(79 22891226),
(1 210269.58),(2 665178.7),(3 1361609.9),(4 2265931.3),(5 3294786),(6 4448515),(7 5677542.5),(8 6961846.5),(9 8271417.5),(10 9587480),(11 10849849),(12 12111849),(13 13299149),(14 14404840),(15 15459453),(16 16334016),(17 17082072),(18 17670944),(19 18072640),(20 18237858),(21 18272056),(22 18128600),(23 17858512),(24 17525890),(25 17107032),(26 16609432),(27 16124013),(28 15659803),(29 15205795),(30 14809011),(31 14480811),(32 14166863),(33 13904448),(34 13704207),(35 13555781),(36 13415597),(37 13318264),(38 13239909),(39 13145272),(40 13078344),(41 13019760),(42 12976027),(43 12981743),(44 13016455),(45 13081400),(46 13160164),(47 13279457),(48 13434891),(49 13633405),(50 13856540),(51 14076445),(52 14318471),(53 14528840),(54 14714389),(55 14859737),(56 14934203),(57 14954509),(58 14941103),(59 14906624),(60 14837873),(61 14788685),(62 14717543),(63 14662896),(64 14635875),(65 14621669),(66 14648451),(67 14756984),(68 14935500),(69 15203733),(70 15517304),(71 15901425),(72 16333337),(73 16806112),(74 17318672),(75 17859450),(76 18370610),(77 18830144),(78 19244034),(79 19537174),
(1 176732.42),(2 578248.25),(3 1203051.6),(4 2020384),(5 2934386),(6 3938946),(7 4966462),(8 6002018),(9 7025565),(10 7971470),(11 8837935),(12 9645852),(13 10334139),(14 10923252),(15 11362511),(16 11692531),(17 11943027),(18 12082132),(19 12148111),(20 12139663),(21 12061795),(22 11959427),(23 11828787),(24 11693650),(25 11595237),(26 11507052),(27 11437128),(28 11377180),(29 11302259),(30 11251694),(31 11230190),(32 11196700),(33 11228291),(34 11276744),(35 11338240),(36 11432589),(37 11592220),(38 11728504),(39 11865667),(40 12034714),(41 12220323),(42 12414277),(43 12638426),(44 12864269),(45 13117670),(46 13398282),(47 13684503),(48 13946954),(49 14171267),(50 14315425),(51 14374689),(52 14356221),(53 14219310),(54 14007270),(55 13716751),(56 13378084),(57 13040579),(58 12734962),(59 12475645),(60 12290035),(61 12213053),(62 12208484),(63 12240988),(64 12316977),(65 12435827),(66 12583501),(67 12741548),(68 12870772),(69 12985869),(70 13168212),(71 13371960),(72 13574612),(73 13820906),(74 14152451),(75 14547474),(76 14980692),(77 15464145),(78 15930396),(79 16378706),
(1 207148.08),(2 675630.3),(3 1394236.1),(4 2347773.8),(5 3395144.3),(6 4560630),(7 5757648.5),(8 6927709),(9 8068706),(10 9126874),(11 10067519),(12 10904943),(13 11585303),(14 12126433),(15 12508960),(16 12813860),(17 13003876),(18 13097133),(19 13129120),(20 13094056),(21 13034572),(22 12927936),(23 12802318),(24 12649371),(25 12521627),(26 12407666),(27 12271948),(28 12163109),(29 12042532),(30 11946601),(31 11891136),(32 11879323),(33 11937249),(34 12076188),(35 12232748),(36 12437956),(37 12721155),(38 13027547),(39 13346244),(40 13664746),(41 13942610),(42 14191242),(43 14386317),(44 14504116),(45 14569541),(46 14569805),(47 14493984),(48 14382491),(49 14260197),(50 14106661),(51 13932023),(52 13754326),(53 13550611),(54 13363923),(55 13214785),(56 13099813),(57 13058858),(58 13024186),(59 12955267),(60 12871004),(61 12785071),(62 12691174),(63 12579538),(64 12430976),(65 12271905),(66 12093174),(67 11881779),(68 11653169),(69 11419220),(70 11164470),(71 10918674),(72 10687083),(73 10524495),(74 10457565),(75 10487167),(76 10656696),(77 10973645),(78 11413834),(79 11983443),
(1 243501.17),(2 795221.94),(3 1651984.6),(4 2784162.3),(5 4036873.8),(6 5395861.5),(7 6837012),(8 8272725.5),(9 9708828),(10 11097239),(11 12333013),(12 13532975),(13 14588574),(14 15492014),(15 16221004),(16 16814030),(17 17232874),(18 17519810),(19 17600374),(20 17486784),(21 17236008),(22 16819252),(23 16245468),(24 15601525),(25 14954897),(26 14302052),(27 13723340),(28 13256384),(29 12856536),(30 12579081),(31 12386513),(32 12257372),(33 12237326),(34 12293221),(35 12408623),(36 12557525),(37 12754925),(38 12956339),(39 13101841),(40 13194452),(41 13191249),(42 13080988),(43 12865676),(44 12573079),(45 12206581),(46 11828968),(47 11465033),(48 11162287),(49 10958554),(50 10839307),(51 10832324),(52 10930212),(53 11115058),(54 11423486),(55 11829313),(56 12272033),(57 12774675),(58 13253134),(59 13641512),(60 13909996),(61 14078786),(62 14168263),(63 14146601),(64 14025576),(65 13790978),(66 13473921),(67 13100031),(68 12697580),(69 12301741),(70 11974125),(71 11720600),(72 11577624),(73 11564203),(74 11688088),(75 11950135),(76 12297126),(77 12719425),(78 13166924),(79 13600161),
(1 150284.86),(2 452693.53),(3 888298.06),(4 1445992.8),(5 2017318.4),(6 2624448),(7 3210277.5),(8 3743957.5),(9 4252633),(10 4714376),(11 5140734),(12 5538689.5),(13 5876774.5),(14 6183475),(15 6441012.5),(16 6668225),(17 6886369),(18 7107322.5),(19 7303166),(20 7443924.5),(21 7552735.5),(22 7625041),(23 7671917.5),(24 7726890.5),(25 7798908.5),(26 7865151.5),(27 7956477.5),(28 8066567),(29 8166877.5),(30 8295016.5),(31 8469403),(32 8648177),(33 8867399),(34 9044027),(35 9165173),(36 9220866),(37 9216247),(38 9135996),(39 8995823),(40 8800101),(41 8561256),(42 8296979),(43 8037462.5),(44 7807155),(45 7609881.5),(46 7449867.5),(47 7344440.5),(48 7297651),(49 7294331.5),(50 7327714),(51 7407943),(52 7517992),(53 7640670.5),(54 7773757.5),(55 7899946),(56 7987533),(57 8048931),(58 8079571),(59 8081038.5),(60 8056581),(61 8022839),(62 7978003.5),(63 7927871),(64 7891209.5),(65 7841791),(66 7801185),(67 7774475.5),(68 7742281.5),(69 7725328.5),(70 7730682.5),(71 7731952),(72 7770186),(73 7883410),(74 8026549),(75 8235990),(76 8513195),(77 8834273),(78 9214198),(79 9616647),
(1 121200.31),(2 364904.28),(3 726123.4),(4 1175013.1),(5 1645002.6),(6 2145836.3),(7 2633837),(8 3111033.8),(9 3568092.8),(10 3973968),(11 4344943.5),(12 4682214),(13 4977568.5),(14 5267325),(15 5543725.5),(16 5820414),(17 6073699.5),(18 6313685),(19 6556119),(20 6774028.5),(21 7000897),(22 7185093.5),(23 7337866),(24 7436839.5),(25 7488120.5),(26 7500907.5),(27 7472224.5),(28 7411815.5),(29 7326275),(30 7238737),(31 7156556.5),(32 7080743),(33 7005503),(34 6957918.5),(35 6916917.5),(36 6886670.5),(37 6859132),(38 6823049.5),(39 6812199.5),(40 6803125.5),(41 6811466.5),(42 6847938.5),(43 6885840.5),(44 6935272.5),(45 6978800.5),(46 7000150),(47 7003101),(48 6998859.5),(49 6984605),(50 6974002),(51 6962298),(52 6961992.5),(53 6969615.5),(54 7008919),(55 7035054.5),(56 7035233),(57 7023295),(58 7027281.5),(59 7011697.5),(60 6995799.5),(61 7014835),(62 7041354.5),(63 7075903),(64 7144909.5),(65 7242197),(66 7382459.5),(67 7548754),(68 7713116.5),(69 7872410),(70 8010666.5),(71 8151501),(72 8264176),(73 8341614.5),(74 8345565.5),(75 8310678.5),(76 8281892),(77 8254851),(78 8204263.5),(79 8134391.5),
(1 137716.19),(2 414817.7),(3 827348.6),(4 1346885.5),(5 1898182.8),(6 2511999.5),(7 3133692.5),(8 3719898.5),(9 4288219),(10 4800200.5),(11 5282060.5),(12 5716738.5),(13 6070407),(14 6389658.5),(15 6658340.5),(16 6891286.5),(17 7086334),(18 7235424.5),(19 7354039.5),(20 7450772),(21 7521632),(22 7548760),(23 7519548.5),(24 7444514),(25 7335759),(26 7213164),(27 7065145),(28 6882397),(29 6705507),(30 6558255.5),(31 6428265.5),(32 6301770.5),(33 6179271.5),(34 6038515.5),(35 5868385),(36 5706306),(37 5542990.5),(38 5380941.5),(39 5248424),(40 5147002),(41 5105931.5),(42 5127491),(43 5223816),(44 5395337.5),(45 5627478.5),(46 5893102.5),(47 6151976),(48 6401249),(49 6615115.5),(50 6774179.5),(51 6865225.5),(52 6902717),(53 6875349.5),(54 6793708.5),(55 6707435.5),(56 6608670),(57 6508387),(58 6441811.5),(59 6415279.5),(60 6453317.5),(61 6555085.5),(62 6658154.5),(63 6775383),(64 6907140),(65 7038840),(66 7171402.5),(67 7308894),(68 7441230),(69 7574069.5),(70 7732641),(71 7903905.5),(72 8067601.5),(73 8235831.5),(74 8370931.5),(75 8475869),(76 8549997),(77 8596776),(78 8633606),(79 8639695),
(1 141306.02),(2 415392.8),(3 825406.75),(4 1332668.1),(5 1854833.3),(6 2423613.3),(7 2957560.3),(8 3454068),(9 3941396.3),(10 4335371),(11 4683977.5),(12 4986044.5),(13 5233062),(14 5465904),(15 5648832),(16 5784724.5),(17 5898034),(18 5971873.5),(19 6021903),(20 6043292.5),(21 6053713),(22 6047496.5),(23 6020130),(24 6014535),(25 6012051),(26 5997212),(27 5999224.5),(28 6016112),(29 6039223.5),(30 6044150),(31 6031948),(32 6018471),(33 5983854),(34 5928626),(35 5872935),(36 5796631),(37 5734441),(38 5673985),(39 5646340.5),(40 5651696),(41 5676609),(42 5734195.5),(43 5829296),(44 5934192.5),(45 6048910),(46 6178514),(47 6323680),(48 6485327),(49 6643833),(50 6808510.5),(51 6970435),(52 7119774),(53 7264361),(54 7403179),(55 7515108),(56 7569142),(57 7568542),(58 7532775),(59 7439255.5),(60 7300687.5),(61 7144774),(62 6967781),(63 6789195),(64 6622994.5),(65 6500739),(66 6438290),(67 6432101.5),(68 6469356.5),(69 6534816),(70 6623369),(71 6720948.5),(72 6816837),(73 6907625),(74 6969899),(75 7014876),(76 7049753),(77 7098900.5),(78 7161209),(79 7226020),
(1 125754.98),(2 396816.66),(3 793977.3),(4 1270367.9),(5 1759080.6),(6 2248149),(7 2710571.3),(8 3121884),(9 3500720.5),(10 3834082.5),(11 4112588),(12 4328512),(13 4475919),(14 4575144.5),(15 4635656),(16 4642843),(17 4611464.5),(18 4534757),(19 4434729.5),(20 4313288.5),(21 4191060.8),(22 4090194.3),(23 4026824.8),(24 4004835.5),(25 4020287.3),(26 4079945.5),(27 4182640.5),(28 4314526.5),(29 4465077.5),(30 4641490),(31 4820788.5),(32 4988299),(33 5126380),(34 5255765.5),(35 5359096.5),(36 5432275),(37 5502021),(38 5561148),(39 5624776.5),(40 5673472),(41 5703286),(42 5735537.5),(43 5775620.5),(44 5826817.5),(45 5875276),(46 5950529.5),(47 6036081.5),(48 6125454.5),(49 6220865),(50 6312027.5),(51 6388387.5),(52 6453735),(53 6496437.5),(54 6525825.5),(55 6538412),(56 6535601),(57 6505710.5),(58 6442935.5),(59 6359987),(60 6264328),(61 6161373.5),(62 6047064.5),(63 5943662.5),(64 5867502.5),(65 5817734.5),(66 5793285),(67 5800897.5),(68 5830753.5),(69 5877738),(70 5938884.5),(71 6012277.5),(72 6101074),(73 6211953.5),(74 6321083),(75 6448209.5),(76 6572756.5),(77 6661283),(78 6732260),(79 6773385.5),
(1 135302.69),(2 434842.6),(3 877780.94),(4 1404604),(5 1954473.1),(6 2501305.3),(7 3007982.3),(8 3449725.8),(9 3841469.3),(10 4180317.8),(11 4482283.5),(12 4738025),(13 4939592),(14 5087061),(15 5152178.5),(16 5162181),(17 5106045),(18 5002040),(19 4875317),(20 4747648),(21 4624033),(22 4511955),(23 4433056),(24 4384297),(25 4372757),(26 4372702),(27 4378995),(28 4400226),(29 4414866.5),(30 4438797.5),(31 4460951),(32 4467854),(33 4464213),(34 4462764),(35 4444278),(36 4422858),(37 4397866),(38 4361675),(39 4335320),(40 4309058.5),(41 4304180),(42 4339112),(43 4401638),(44 4501993),(45 4630545.5),(46 4765125),(47 4894410),(48 5024010),(49 5160652),(50 5300196),(51 5439459),(52 5569021),(53 5678700.5),(54 5766298.5),(55 5825252.5),(56 5838256.5),(57 5794441),(58 5707011.5),(59 5579467.5),(60 5409429.5),(61 5241248),(62 5081790),(63 4953495),(64 4854299.5),(65 4758733.5),(66 4688875.5),(67 4663003.5),(68 4672953),(69 4690556.5),(70 4709912),(71 4738351.5),(72 4775609.5),(73 4834566.5),(74 4902616),(75 4977911),(76 5048845),(77 5091906),(78 5097377),(79 5071239.5),
(1 128466.836),(2 395302.97),(3 786821.25),(4 1272981.5),(5 1771202.4),(6 2299831),(7 2815116.3),(8 3282770),(9 3690345),(10 4020509),(11 4278779),(12 4477271),(13 4614340.5),(14 4699058.5),(15 4727343.5),(16 4716684),(17 4672173.5),(18 4607290),(19 4532187.5),(20 4440411),(21 4338879),(22 4218934),(23 4100019.5),(24 3979996.5),(25 3851642.8),(26 3735170.8),(27 3634510),(28 3545812.5),(29 3470169.5),(30 3406134.3),(31 3364241),(32 3350129.3),(33 3381953.8),(34 3440710.8),(35 3525996.8),(36 3636544.8),(37 3761513),(38 3872704.5),(39 3988270.8),(40 4092436.5),(41 4192745.8),(42 4281002.5),(43 4356994),(44 4412398),(45 4458407),(46 4541195),(47 4634917.5),(48 4727387.5),(49 4804595),(50 4849007),(51 4866802),(52 4875150.5),(53 4868912),(54 4838450),(55 4816800.5),(56 4773964.5),(57 4711806),(58 4625221.5),(59 4515764),(60 4386231),(61 4261345.5),(62 4166771.5),(63 4125742.3),(64 4121942.3),(65 4166873),(66 4277432.5),(67 4421694),(68 4569454.5),(69 4712628.5),(70 4841768.5),(71 4957122.5),(72 5045294),(73 5127874.5),(74 5195277),(75 5230469),(76 5238513.5),(77 5242290.5),(78 5233244.5),(79 5210167),
(1 121306.98),(2 379498.28),(3 743016.6),(4 1177316.5),(5 1601767.1),(6 2003413.3),(7 2383648.5),(8 2725085.3),(9 3029124.8),(10 3282395.5),(11 3463792),(12 3587133),(13 3637304.3),(14 3622844.3),(15 3562557),(16 3479501.8),(17 3373762.5),(18 3277364),(19 3223271.5),(20 3175781.3),(21 3139129.8),(22 3127166.5),(23 3133273),(24 3169052),(25 3209367.8),(26 3235829.5),(27 3264749.5),(28 3293005),(29 3311260.3),(30 3293924.5),(31 3232963),(32 3133849.3),(33 3031455),(34 2951411.3),(35 2903925.5),(36 2887460.3),(37 2917211.3),(38 2997878),(39 3114880),(40 3259776.8),(41 3413983.8),(42 3569060),(43 3709999.3),(44 3811716.5),(45 3843990.3),(46 3813474.3),(47 3736701.8),(48 3628163),(49 3516838),(50 3408880.3),(51 3319468.8),(52 3262001.8),(53 3256502),(54 3303255.8),(55 3379407.8),(56 3476808.3),(57 3597679.3),(58 3733582.3),(59 3862668),(60 3985365.5),(61 4087041.8),(62 4145811.8),(63 4175276.8),(64 4173473),(65 4139615),(66 4118565.5),(67 4122702.3),(68 4155704.5),(69 4219573.5),(70 4324038.5),(71 4439620.5),(72 4556842),(73 4676364.5),(74 4793950),(75 4882918),(76 4943730),(77 4980270),(78 4995040.5),(79 4966152.5),
(1 138091.44),(2 415168.5),(3 813101.5),(4 1296609.6),(5 1769245.9),(6 2234112),(7 2642728.3),(8 2980524.5),(9 3262472.3),(10 3457036.8),(11 3589208.3),(12 3649322),(13 3652164.3),(14 3599906.8),(15 3510178.8),(16 3409505.5),(17 3329947),(18 3285788.5),(19 3313349.3),(20 3393716.5),(21 3524372),(22 3696633.3),(23 3884700),(24 4084516.3),(25 4255817),(26 4380248.5),(27 4457226.5),(28 4494637.5),(29 4484711),(30 4421106.5),(31 4310967.5),(32 4172447),(33 4050166),(34 3933503.3),(35 3834265.5),(36 3772751),(37 3749661.8),(38 3761606),(39 3804157.3),(40 3864173.3),(41 3933119.3),(42 3995920.8),(43 4047577.5),(44 4072657),(45 4062115.5),(46 4011281),(47 3928067.5),(48 3828908),(49 3748087.8),(50 3684155.8),(51 3630436),(52 3617359.8),(53 3662056.5),(54 3754356.5),(55 3882832.3),(56 4032193),(57 4188086),(58 4347813.5),(59 4501691.5),(60 4652299.5),(61 4798761),(62 4900752),(63 4939203.5),(64 4932431.5),(65 4880067),(66 4800706),(67 4717735),(68 4635738.5),(69 4559589),(70 4499921),(71 4462660.5),(72 4443218),(73 4468136),(74 4522547),(75 4573467),(76 4605981.5),(77 4625738.5),(78 4635053.5),(79 4631474),
(1 128414.58),(2 392606.03),(3 754995.8),(4 1174560.9),(5 1565095.6),(6 1913134.9),(7 2200458.8),(8 2434512.5),(9 2608251.5),(10 2715672.3),(11 2786406.8),(12 2820953.5),(13 2818443),(14 2796100),(15 2769548.8),(16 2740076.5),(17 2726126.3),(18 2738390.8),(19 2765881.5),(20 2804977.5),(21 2844130.5),(22 2894197.3),(23 2939861),(24 2997708.8),(25 3063499),(26 3134287),(27 3211092),(28 3281058.8),(29 3329391.3),(30 3351544.3),(31 3344317.8),(32 3319719),(33 3291791.8),(34 3252946.5),(35 3193068.5),(36 3136929.5),(37 3093804.5),(38 3074204.5),(39 3073807.3),(40 3098830.3),(41 3143286.8),(42 3202879),(43 3268593.5),(44 3315610.8),(45 3343355.8),(46 3334673.8),(47 3287614.3),(48 3226441.3),(49 3172811.8),(50 3125691),(51 3100633.5),(52 3099024.3),(53 3129469.8),(54 3179568.3),(55 3239451.5),(56 3306700),(57 3389149.8),(58 3483890.8),(59 3555763.3),(60 3606131.5),(61 3634145),(62 3635311.8),(63 3621487.3),(64 3595263.8),(65 3551934.5),(66 3505681.8),(67 3469146.8),(68 3450071.5),(69 3442167.8),(70 3456499.3),(71 3480901.8),(72 3499075.5),(73 3523225.5),(74 3536557.5),(75 3547549.8),(76 3559835.8),(77 3581312),(78 3616035.5),(79 3664809),
(1 118572.57),(2 357037.06),(3 677848.56),(4 1031813.3),(5 1362232.8),(6 1652435.6),(7 1895351.4),(8 2093210.6),(9 2233243),(10 2327320.5),(11 2377860.5),(12 2384470.8),(13 2365856.8),(14 2338422),(15 2330604.5),(16 2328604),(17 2338776.5),(18 2364917.8),(19 2387020.8),(20 2396935.3),(21 2399196),(22 2392068.5),(23 2385247.3),(24 2390513.3),(25 2408992),(26 2423189.3),(27 2422370),(28 2408120.8),(29 2398604.3),(30 2402517.8),(31 2424813.8),(32 2453773),(33 2505135.5),(34 2573970.5),(35 2656817.3),(36 2753007.5),(37 2832498.3),(38 2900807.8),(39 2948236.8),(40 2973140),(41 2985336.8),(42 2995181.8),(43 3000855.3),(44 2989376.8),(45 2968626),(46 2950169.8),(47 2934394.8),(48 2924506),(49 2935425.3),(50 2946011),(51 2967842),(52 2995191.3),(53 3018162.3),(54 3039729.3),(55 3048338),(56 3056747),(57 3081118),(58 3125585.3),(59 3161623.8),(60 3186267.5),(61 3221144.5),(62 3244781.3),(63 3255224.8),(64 3268224),(65 3279763.8),(66 3283363.5),(67 3288757),(68 3299950.5),(69 3324062),(70 3356357),(71 3391695.3),(72 3421112.5),(73 3453005.3),(74 3476575.5),(75 3490404.5),(76 3506946.8),(77 3527349.3),(78 3550309.3),(79 3568587.5),
(1 126097.555),(2 384621.6),(3 727364.25),(4 1104102.8),(5 1432621.1),(6 1715323.8),(7 1927150.3),(8 2076933.4),(9 2184199.8),(10 2250451.3),(11 2295724),(12 2312366.5),(13 2312461.5),(14 2303005.3),(15 2310352.8),(16 2333176.5),(17 2371649.5),(18 2421258),(19 2477969.8),(20 2549013.3),(21 2640511.3),(22 2722664),(23 2793801),(24 2833784.3),(25 2824012.5),(26 2766067.5),(27 2681779.3),(28 2599717.3),(29 2522569),(30 2474129.3),(31 2459129.5),(32 2474735.8),(33 2525419.3),(34 2586599),(35 2657248),(36 2730078.5),(37 2789441.8),(38 2816877.3),(39 2816216.3),(40 2796351),(41 2759412.5),(42 2724615.8),(43 2688177.5),(44 2658924.5),(45 2644451.3),(46 2646534.3),(47 2671955.3),(48 2709175.3),(49 2762744.8),(50 2840322.8),(51 2941166.8),(52 3049701.8),(53 3147862),(54 3224293.3),(55 3272795.5),(56 3288399),(57 3270268.5),(58 3234453.8),(59 3181689),(60 3133924.3),(61 3099246.5),(62 3062068),(63 3032423.5),(64 3033158),(65 3042190.3),(66 3043796.3),(67 3047989.3),(68 3044584.5),(69 3024047),(70 2996112.8),(71 2965227.5),(72 2924390),(73 2882429.8),(74 2849801.5),(75 2832003.3),(76 2834525.5),(77 2844751.3),(78 2877337),(79 2916245),
(1 126221),(2 387564.16),(3 740087.8),(4 1134531),(5 1492775.6),(6 1826877.1),(7 2086638.1),(8 2268759.3),(9 2401687),(10 2481263.3),(11 2520667.3),(12 2521922.8),(13 2501148.3),(14 2477134.8),(15 2475563.3),(16 2478356.8),(17 2494529.5),(18 2525819.3),(19 2570404),(20 2624782.5),(21 2675386.3),(22 2712112.3),(23 2733192.8),(24 2732111),(25 2706169),(26 2658391.8),(27 2590969),(28 2521462),(29 2449539.3),(30 2391577.5),(31 2371542.5),(32 2378546),(33 2397578.3),(34 2418028.5),(35 2439620.8),(36 2460663.8),(37 2482475.3),(38 2495896),(39 2495560.8),(40 2475336.5),(41 2432688.3),(42 2383328.3),(43 2324902),(44 2273175.3),(45 2245843.5),(46 2250181.8),(47 2280133.3),(48 2336233),(49 2423164.8),(50 2520960.8),(51 2627279),(52 2725848.5),(53 2795938),(54 2839998),(55 2853315.5),(56 2831983.8),(57 2793644.5),(58 2748822.5),(59 2701353.8),(60 2666602),(61 2658241.3),(62 2661589.8),(63 2670598.3),(64 2694770.8),(65 2714390),(66 2719569),(67 2723224.5),(68 2716536.3),(69 2690786.5),(70 2648513.5),(71 2612888.8),(72 2596315.8),(73 2597923.3),(74 2623523.5),(75 2675461),(76 2743879.5),(77 2820149),(78 2888467.5),(79 2934371.8),
