1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 112273.336),(2 400510.1),(3 830002.2),(4 1374749.1),(5 2031796),(6 2776146),(7 3599654),(8 4501152),(9 5458514.5),(10 6488553.5),(11 7593072),(12 8785651),(13 9985285),(14 11244196),(15 12631297),(16 14054553),(17 15449356),(18 17087206),(19 18567516),(20 20079584),(21 21509238),(22 22954838),(23 24435224),(24 26002310),(25 27499032),(26 29083216),(27 30727008),(28 32307326),(29 33814556),(30 35283076),(31 36713676),(32 38186150),(33 39634612),(34 41020236),(35 42428100),(36 43745036),(37 44892988),(38 46039996),(39 47093470),(40 48187090),(41 49224132),(42 50255964),(43 51322676),(44 52440044),(45 53488640),(46 54504972),(47 55480944),(48 56514372),(49 57348612),(50 58242868),(51 59222868),(52 60218644),(53 61124130),(54 62025364),(55 62842172),(56 63472660),(57 63941980),(58 64435520),(59 64983460),(60 65515824),(61 65995652),(62 66649636),(63 67323960),(64 68090280),(65 68761310),(66 69502090),(67 70350020),(68 71225270),(69 71975030),(70 72675256),(71 73490856),(72 74367120),(73 75151670),(74 75898290),(75 76632340),(76 77345760),(77 77991270),(78 78880264),(79 79687120),
(1 12740.488),(2 22985.828),(3 27105.238),(4 29378.879),(5 31595.998),(6 33005.195),(7 34135.38),(8 35513.848),(9 35901.09),(10 35528.023),(11 35172.03),(12 35281.547),(13 35130.387),(14 35390.02),(15 35349.938),(16 35546.73),(17 35116.926),(18 35230.516),(19 35534.344),(20 35722.414),(21 35584.06),(22 35876.4),(23 36999.57),(24 37364.63),(25 37922.66),(26 38255.645),(27 38032.426),(28 37442.33),(29 36884.867),(30 36316.848),(31 36661.21),(32 36996.496),(33 36874.81),(34 36551.695),(35 36838.414),(36 36951.773),(37 36884.56),(38 36776.035),(39 36238.355),(40 35999.55),(41 35755.547),(42 35614.418),(43 35653.563),(44 35939.027),(45 35903.516),(46 35204.59),(47 35069.797),(48 35368.047),(49 35199.777),(50 34836.63),(51 34208.957),(52 34303.47),(53 34672.625),(54 35196.125),(55 35367.086),(56 35246.727),(57 35689.902),(58 36126.62),(59 35935.63),(60 35462.14),(61 35972.043),(62 36386.484),(63 36452.74),(64 36379.754),(65 35916.184),(66 35551.035),(67 35265.168),(68 35024.16),(69 34375.38),(70 34254.21),(71 34420.36),(72 34576.22),(73 34808.16),(74 34608.2),(75 34748.574),(76 35128.445),(77 34343.99),(78 33627.992),(79 33884.33),
(1 12395.045),(2 22005.926),(3 26464.063),(4 28796.398),(5 30832.758),(6 32380.025),(7 32833.402),(8 33971.418),(9 34645.53),(10 34498.21),(11 34225.387),(12 34260.543),(13 34668.992),(14 34698.727),(15 34856.785),(16 35016.223),(17 34914.883),(18 34590.586),(19 34487.855),(20 34897.785),(21 35166.734),(22 35469.727),(23 36337.61),(24 36465.99),(25 36378.035),(26 36165.164),(27 36250.867),(28 35556.402),(29 35057.902),(30 35106.086),(31 35669.195),(32 35994.785),(33 35546.625),(34 35518.453),(35 35405.965),(36 34822.797),(37 34404.15),(38 34396.203),(39 34417.06),(40 34164.82),(41 34044.01),(42 34304.637),(43 34231.21),(44 34600.063),(45 34366.445),(46 34110.21),(47 34577.65),(48 34986.793),(49 34921.99),(50 34318.035),(51 33759.813),(52 33702.125),(53 33610.645),(54 33891.465),(55 33636.793),(56 33908.406),(57 34048.12),(58 34224.65),(59 34010.78),(60 33831.625),(61 34363.164),(62 34872.227),(63 35295.418),(64 35191.992),(65 34433.656),(66 34328.555),(67 34061.15),(68 33859.508),(69 33236.83),(70 33846.15),(71 34002.7),(72 33663.918),(73 33673.77),(74 33455.332),(75 33302.984),(76 33234.598),(77 32585.877),(78 32608.975),(79 32999.62),
(1 12158.616),(2 22021.385),(3 26093.023),(4 28329.229),(5 29965.084),(6 31092.34),(7 31610.06),(8 32730.896),(9 33858.254),(10 33860.254),(11 33405.758),(12 33055.004),(13 33039.535),(14 32969.21),(15 33132.254),(16 33484.14),(17 33962.555),(18 34105.543),(19 34182.9),(20 34287.6),(21 34485.715),(22 34727.07),(23 35210.082),(24 34979.637),(25 34690.367),(26 35067.41),(27 35146.7),(28 34690.23),(29 34686.07),(30 34893.004),(31 34697.69),(32 34570.813),(33 34138.47),(34 34182.125),(35 34309.277),(36 34162.797),(37 33871.86),(38 33572.92),(39 33009.066),(40 32701.95),(41 32610.684),(42 32461.393),(43 32898.086),(44 33430.184),(45 33207.99),(46 32953.28),(47 33389.13),(48 33241.223),(49 33538.504),(50 33473.957),(51 33537.77),(52 33678.855),(53 33468.11),(54 33496.652),(55 33505.69),(56 33943.82),(57 33886.797),(58 33578.97),(59 33429.234),(60 33866.3),(61 34254.695),(62 34763.727),(63 35127.723),(64 34971.89),(65 34372.793),(66 33782.754),(67 33535.06),(68 33450.902),(69 33353.945),(70 33656.273),(71 33799.84),(72 33562.035),(73 33709.484),(74 33726.242),(75 33698.363),(76 33693.563),(77 33872.766),(78 33923.266),(79 33768.09),
(1 12007.943),(2 21344.41),(3 25400.549),(4 27383.885),(5 29052.008),(6 29872.059),(7 30585.809),(8 31778.66),(9 32516.041),(10 32553.107),(11 32167.215),(12 31792.46),(13 31239.723),(14 31088.168),(15 31236.375),(16 31475.943),(17 31783.531),(18 32229.826),(19 32258.832),(20 31894.967),(21 31780.662),(22 32166.738),(23 32825.42),(24 32695.076),(25 32313.965),(26 32771.59),(27 33129.68),(28 32946.176),(29 32835.266),(30 32642.092),(31 32376.068),(32 32167.277),(33 31844.715),(34 32145.977),(35 32157.754),(36 32328.117),(37 32234.57),(38 31908.889),(39 31312.432),(40 30873.326),(41 30243.906),(42 30418),(43 31255.385),(44 31931.299),(45 31403.81),(46 31296.066),(47 31556.129),(48 31565.188),(49 31826.041),(50 31910.998),(51 31855.514),(52 31758.512),(53 31589.377),(54 31777.965),(55 31695.04),(56 31860.24),(57 31779.254),(58 31362.506),(59 30950.383),(60 31060.418),(61 31476.87),(62 32014.467),(63 32364.57),(64 32230.514),(65 32169.076),(66 32118.438),(67 31581.098),(68 31493.229),(69 31539.998),(70 31885.645),(71 31692.58),(72 31511.014),(73 31403.984),(74 31748.508),(75 32059.965),(76 32103.71),(77 32015.178),(78 32101.484),(79 32316.734),
(1 11905.339),(2 21437.443),(3 25565.33),(4 27380.082),(5 28702.213),(6 29990.31),(7 30475.822),(8 31913.531),(9 33121.586),(10 33578.05),(11 33103.793),(12 32497.125),(13 32058.727),(14 32255.896),(15 32795.086),(16 32579.031),(17 32351.71),(18 32742.082),(19 32872.168),(20 32405.24),(21 31957.895),(22 31926.828),(23 32219.04),(24 32471.334),(25 32527.713),(26 32695.635),(27 32840.652),(28 32764.658),(29 32559.65),(30 31749.607),(31 31541.596),(32 31444.89),(33 31700.938),(34 31852.955),(35 31744.244),(36 31637.334),(37 31792.367),(38 31562.28),(39 31209.508),(40 30616.986),(41 30042.479),(42 29924.998),(43 30876.424),(44 30967.688),(45 30445.504),(46 30404.973),(47 30439.486),(48 30876.85),(49 30961.771),(50 31422.127),(51 32008.338),(52 32379.676),(53 32639.916),(54 32707.793),(55 32358.107),(56 32323.336),(57 32324.941),(58 31784.766),(59 31687.69),(60 31647.566),(61 32092.785),(62 32171.781),(63 32339.12),(64 32457.28),(65 32250.826),(66 31828.828),(67 31641.559),(68 31761.557),(69 32125.363),(70 32136.928),(71 31769.85),(72 31819.959),(73 31889.916),(74 32197.105),(75 32415.742),(76 32212.438),(77 32328.855),(78 32144.658),(79 32188.826),
(1 11090.39),(2 20281.63),(3 24298.77),(4 26272.496),(5 27471.97),(6 28731.416),(7 29282.943),(8 30300.066),(9 31256.418),(10 31786.594),(11 31930.566),(12 32093.559),(13 32272.748),(14 32470.197),(15 32027.436),(16 31485.316),(17 31218.367),(18 31562.465),(19 31564.242),(20 31206.709),(21 31227.963),(22 31465.453),(23 32098.572),(24 32653.113),(25 33008.344),(26 33070.938),(27 33436.543),(28 33010.27),(29 32281.021),(30 31426.707),(31 31165.424),(32 31292.316),(33 31302.635),(34 31137.598),(35 31072.281),(36 30862.54),(37 30445.256),(38 30363.604),(39 30345.037),(40 30068.863),(41 29476.297),(42 29178.691),(43 30060.834),(44 29760.537),(45 29430.734),(46 29162.402),(47 29166.627),(48 29359.338),(49 29512.152),(50 30098.496),(51 30868.154),(52 31098.307),(53 31336.328),(54 31156.47),(55 30948.813),(56 30720.713),(57 30467.639),(58 30652.1),(59 30574.014),(60 30333.572),(61 30499.502),(62 30105.54),(63 30321.855),(64 30594.34),(65 30348.396),(66 30135.695),(67 30165.639),(68 30061.828),(69 30418.293),(70 30439.26),(71 30294.488),(72 30568.914),(73 30896.092),(74 31468.42),(75 31603.572),(76 31436.918),(77 31390.227),(78 31681.219),(79 31870.049),
(1 10852.598),(2 19323.139),(3 23127.035),(4 25241.84),(5 26810.822),(6 27981.438),(7 29288.672),(8 30709.672),(9 31175.293),(10 31178.945),(11 31578.982),(12 32052.654),(13 32395.045),(14 32273.707),(15 31818.055),(16 31425.352),(17 31241.572),(18 31594.281),(19 31857.898),(20 31648.678),(21 31580.264),(22 31312.395),(23 31950.982),(24 32356.963),(25 32464.27),(26 32390.576),(27 32262.885),(28 31945.979),(29 31587.627),(30 31226.795),(31 31020.732),(32 31079.004),(33 31145.814),(34 30940.365),(35 30837.588),(36 30611.15),(37 30361.303),(38 30071.352),(39 29938.293),(40 29913.016),(41 29849.621),(42 30081.828),(43 30531.498),(44 30367.611),(45 30281.154),(46 30178.348),(47 30133.889),(48 30231.395),(49 30414.973),(50 30498.752),(51 30718.793),(52 30470.781),(53 30371.195),(54 30290.982),(55 29935.332),(56 29672.36),(57 29760.73),(58 29944.537),(59 29897.014),(60 29559.633),(61 29741.457),(62 29454.6),(63 29211.072),(64 29405.969),(65 29392.537),(66 28937.69),(67 28855.51),(68 29222.42),(69 29441.738),(70 29641.844),(71 29915.363),(72 30080.316),(73 30275.855),(74 30531.213),(75 30428.748),(76 30041.027),(77 29908.293),(78 30289.973),(79 30114.73),
(1 10439.443),(2 18895.553),(3 22456.188),(4 25125.518),(5 26861.418),(6 28661.584),(7 30085.531),(8 31221.844),(9 31696.557),(10 31604.688),(11 31769.525),(12 32233.154),(13 32052.229),(14 32352.48),(15 32256.459),(16 31698.727),(17 31248.193),(18 31556.36),(19 31764.352),(20 31577.316),(21 31496.887),(22 31417.357),(23 31204.15),(24 31077.334),(25 31216.287),(26 31491.266),(27 31198.105),(28 30894.236),(29 31327.607),(30 31053.676),(31 30606.588),(32 30265.13),(33 30058.193),(34 30248.309),(35 30311.297),(36 30343.97),(37 30078.506),(38 29643.738),(39 29813.94),(40 29419.82),(41 29277.734),(42 29498.193),(43 29575.902),(44 29489.07),(45 29445.45),(46 29627.99),(47 29675.494),(48 29736.102),(49 29626.77),(50 29612.822),(51 29725.717),(52 29714.273),(53 29460.965),(54 29523.73),(55 29713.043),(56 29896.02),(57 29728.457),(58 29400.357),(59 29215.281),(60 29029.656),(61 29435.156),(62 29595.346),(63 29689.822),(64 29637.998),(65 28741.643),(66 28139.916),(67 28211.41),(68 28793.936),(69 29134.055),(70 28990.754),(71 29315.668),(72 29510.143),(73 29527.643),(74 29607.143),(75 29695.277),(76 29423.705),(77 29518.984),(78 29916.59),(79 29926.814),
(1 10115.24),(2 18218.336),(3 22217.021),(4 24538.879),(5 26072.242),(6 27325.523),(7 28495.785),(8 29487.674),(9 29911.32),(10 29984.479),(11 30503.992),(12 30546.283),(13 30179.668),(14 30388.625),(15 30313.178),(16 30047.701),(17 30003.951),(18 30349.94),(19 30283.385),(20 30210.05),(21 29949.016),(22 29541.236),(23 28876.588),(24 28564.688),(25 28862.7),(26 28973.992),(27 28865),(28 28906.61),(29 28951.637),(30 28794.615),(31 28684.254),(32 28773.354),(33 28793.01),(34 29029.496),(35 29145.852),(36 29077.883),(37 29123.883),(38 29013.896),(39 29137.207),(40 28649.838),(41 28474.56),(42 28728.49),(43 28685.57),(44 28678.33),(45 28633.688),(46 28699.56),(47 28626.277),(48 28366.709),(49 28325.152),(50 27980.521),(51 28311.156),(52 28554.87),(53 28720.621),(54 28791.473),(55 28786.771),(56 28551.64),(57 28497.432),(58 28525.01),(59 28466.76),(60 28463.807),(61 28909.41),(62 29026.535),(63 29369.313),(64 29698.129),(65 29061.535),(66 28792.793),(67 28592.258),(68 28576.742),(69 28688.58),(70 28915.42),(71 28964.666),(72 28722.604),(73 28733.021),(74 28783.48),(75 28703.549),(76 28598.393),(77 28939.822),(78 29174.836),(79 29254.229),
(1 9942.794),(2 17709.82),(3 21526.79),(4 23799.357),(5 25057.207),(6 26059.762),(7 27121.23),(8 28095.611),(9 28628.008),(10 28960.66),(11 29331.395),(12 29434.129),(13 29242.484),(14 28748.326),(15 28439.771),(16 28366.574),(17 28460.215),(18 28688.146),(19 28666.377),(20 28339.932),(21 28224.486),(22 27631.23),(23 27008.875),(24 27211.352),(25 27507.363),(26 27144.252),(27 27027.629),(28 27180.447),(29 27252.291),(30 27325.395),(31 27022.684),(32 27232.314),(33 27317.797),(34 27366.701),(35 27468.18),(36 27896.8),(37 28140.979),(38 27809.27),(39 27566.084),(40 27064.389),(41 26873.14),(42 27013.41),(43 27175.346),(44 27197.16),(45 27136.992),(46 27454.537),(47 27610.387),(48 27380.932),(49 27084.408),(50 26788.63),(51 27025.018),(52 27288.566),(53 28112.191),(54 28454.934),(55 28336.912),(56 28133.283),(57 28200.46),(58 27944.613),(59 28208.715),(60 28379.453),(61 28789.371),(62 28848.016),(63 29069.428),(64 28880.975),(65 28570.787),(66 28429.03),(67 28581.215),(68 28224.643),(69 28073.758),(70 27895.732),(71 27605.758),(72 27459.092),(73 27464.31),(74 27322.121),(75 27325.018),(76 27750.877),(77 27869.053),(78 28083.32),(79 28077.9),
(1 9610.818),(2 16967.332),(3 20824.715),(4 23296.639),(5 24545.932),(6 25461.602),(7 26302.527),(8 27584.975),(9 27978.164),(10 28062.518),(11 28591.979),(12 29008.62),(13 28213.893),(14 27465.982),(15 27487.621),(16 27415.738),(17 27629.555),(18 27769.809),(19 27740.896),(20 27353.496),(21 27153.709),(22 27180.178),(23 27133.053),(24 27015.799),(25 26856.64),(26 26800.578),(27 27176.236),(28 27141.623),(29 27053.885),(30 26959.16),(31 26901.273),(32 27108.121),(33 26957.488),(34 26897.467),(35 26946.06),(36 27125.926),(37 27171.453),(38 26871.78),(39 26715.117),(40 26168.143),(41 26307.273),(42 26778.547),(43 26930.527),(44 26567.855),(45 26762.697),(46 27240.2),(47 27603.514),(48 27649.707),(49 27338.094),(50 27297.32),(51 27352.715),(52 27280.895),(53 27265.023),(54 27273.713),(55 27007.613),(56 27090.887),(57 27155.305),(58 26966.186),(59 27132.346),(60 27073.586),(61 27283.475),(62 27336.008),(63 27529.676),(64 27418.451),(65 27328.814),(66 27240.998),(67 27283.965),(68 27041.795),(69 26897.605),(70 26683.555),(71 26423.54),(72 26230.383),(73 26440.408),(74 26714.299),(75 27263.172),(76 27601.734),(77 27614.645),(78 27643.008),(79 28022.135),
(1 9619.131),(2 17022.748),(3 20778.158),(4 23292.38),(5 24241.158),(6 25495.992),(7 26239.652),(8 26585.56),(9 26829.445),(10 27334.209),(11 27928.287),(12 28024.752),(13 27681.324),(14 27597.398),(15 27835.69),(16 27566.125),(17 27556.148),(18 27767.809),(19 27521.068),(20 27413.191),(21 27445.193),(22 27770.08),(23 27607.727),(24 27492.727),(25 27143.58),(26 27145.596),(27 27215.006),(28 26895.393),(29 26200.832),(30 26138.318),(31 26169.568),(32 25946.268),(33 25436.238),(34 25166.256),(35 25140.996),(36 25284.537),(37 25638.18),(38 25703.297),(39 25223.408),(40 25172.213),(41 25668.652),(42 26149.012),(43 26255.432),(44 26447.195),(45 26868.135),(46 27145.7),(47 27565.355),(48 27424.521),(49 27375.764),(50 27233.615),(51 27262.746),(52 27388.27),(53 27346.324),(54 27005.586),(55 26937.373),(56 27021.463),(57 27235.639),(58 27318.04),(59 26972.123),(60 26732.227),(61 26473.66),(62 26363.174),(63 26350.309),(64 26516.701),(65 26228.266),(66 26182.662),(67 25844.13),(68 25403.115),(69 25345.379),(70 25219.3),(71 24955.723),(72 24892.014),(73 25078.287),(74 25548.47),(75 26009.414),(76 26484.41),(77 26545.713),(78 26740.285),(79 27001.9),
(1 9529.34),(2 17046),(3 20753.303),(4 22683.258),(5 23924.152),(6 25011.63),(7 25560.902),(8 26041.527),(9 26649.588),(10 27270.637),(11 27409.002),(12 27350.38),(13 27254.063),(14 27568.445),(15 28322.682),(16 28206.096),(17 28059.86),(18 27753.74),(19 27482.74),(20 26996.453),(21 26685.48),(22 26431.834),(23 26404.158),(24 26242.059),(25 26087.668),(26 25789.37),(27 25766.178),(28 25700.682),(29 25425.078),(30 25303.68),(31 25160.045),(32 25108.08),(33 25059.104),(34 25070.229),(35 25207.602),(36 25203.443),(37 25476.898),(38 25592.56),(39 25133.361),(40 24953.662),(41 25282.955),(42 25850.049),(43 25869.166),(44 26252.934),(45 26464.135),(46 26664.102),(47 26562.201),(48 26973.799),(49 27161.145),(50 26780.488),(51 26749.502),(52 26745.61),(53 26504.563),(54 26522.023),(55 26678.764),(56 26762.494),(57 26853.201),(58 26618.506),(59 26290.105),(60 26648.822),(61 26823.447),(62 26729.371),(63 26806.01),(64 26740.205),(65 26265.22),(66 26246.129),(67 25719.395),(68 25467.078),(69 25272.977),(70 25274.523),(71 25055.69),(72 25226.666),(73 25375.336),(74 25325.926),(75 25200.967),(76 25651.533),(77 25690.342),(78 25710.697),(79 25934.729),
(1 9350.518),(2 16448.99),(3 19996.479),(4 22090.424),(5 23355.727),(6 24599.281),(7 25589.4),(8 26642.39),(9 27161.783),(10 27498.887),(11 27421.123),(12 27456.885),(13 27607.324),(14 28031.254),(15 28568.05),(16 27986.084),(17 27816.225),(18 27829.602),(19 27847.754),(20 27366.582),(21 27054.506),(22 26813.03),(23 26614.322),(24 26732.818),(25 26520.219),(26 26123.877),(27 25953.832),(28 25858.299),(29 25867.223),(30 25765.309),(31 25665.895),(32 25593.658),(33 25325.727),(34 25692.984),(35 25768.16),(36 25670.096),(37 25979.455),(38 25847.22),(39 25691.756),(40 25568.246),(41 25695.246),(42 25804.455),(43 25912.533),(44 26337.92),(45 27046.355),(46 26997.322),(47 26838.467),(48 27139.37),(49 27089.084),(50 26940.182),(51 27113.754),(52 26756.557),(53 26542.621),(54 26715.672),(55 26825.158),(56 26992.92),(57 26952.773),(58 26536.979),(59 26274.629),(60 26119.768),(61 26128.77),(62 26089.223),(63 26176.15),(64 26037.447),(65 25616.31),(66 25538.934),(67 25142.852),(68 25376.445),(69 25395.934),(70 25035.814),(71 25098.277),(72 25508.543),(73 25828.01),(74 25915.754),(75 25719.982),(76 25789.154),(77 25988.934),(78 26244.34),(79 26480.744),
(1 9106.829),(2 16162.309),(3 19509.965),(4 21454.715),(5 23006.686),(6 24002.768),(7 24973.809),(8 25718.014),(9 25967.986),(10 25932.54),(11 26254.076),(12 26548.58),(13 27104.418),(14 27502.16),(15 27322.96),(16 26847.518),(17 26953.104),(18 27138.662),(19 27131.701),(20 27052.986),(21 26796.3),(22 26563.313),(23 26232.574),(24 26555.328),(25 26337.826),(26 26263.541),(27 25963.613),(28 25625.709),(29 25379.115),(30 25307.666),(31 25406.176),(32 25340.023),(33 25282.514),(34 25068.867),(35 25172.826),(36 25281.234),(37 25271.861),(38 24904.863),(39 24670.871),(40 24150.691),(41 24168.553),(42 24420.467),(43 24871.648),(44 25197.205),(45 25620.934),(46 25675.92),(47 25725.646),(48 25735.295),(49 25496.902),(50 25695.938),(51 25592.262),(52 25293.445),(53 25079.064),(54 25160.336),(55 25255.098),(56 25508.936),(57 25545.959),(58 25432.902),(59 25000.367),(60 24905.625),(61 24831.1),(62 24701.576),(63 24960.14),(64 24860.873),(65 24670.42),(66 24570.527),(67 24196.537),(68 23998.006),(69 23715.365),(70 23444.42),(71 23594.26),(72 23955.773),(73 24579.258),(74 24664.313),(75 24802.738),(76 25021.213),(77 25043.893),(78 25310.893),(79 25414.047),
(1 8715.336),(2 15524.511),(3 19005.363),(4 21105.74),(5 22572.94),(6 23835.455),(7 24387.701),(8 24647.242),(9 24919.988),(10 25073.148),(11 25808.502),(12 26093.574),(13 26455.754),(14 26203.846),(15 25949.924),(16 25770.271),(17 25784.387),(18 25669.865),(19 25737.13),(20 25803.592),(21 25812.475),(22 25758.854),(23 25860.201),(24 25961.945),(25 25692.143),(26 25612.451),(27 25487.277),(28 25110.32),(29 24903.748),(30 25093.596),(31 24919.652),(32 24886.281),(33 25020.58),(34 24377.469),(35 24375.51),(36 24288.555),(37 24127.186),(38 23906.498),(39 23875.678),(40 23720.01),(41 23637.31),(42 23843.295),(43 24267.74),(44 24368.258),(45 24621.701),(46 24774.057),(47 24657.945),(48 24715.365),(49 24665.14),(50 24666.22),(51 24913.088),(52 24632.15),(53 24388.504),(54 24042.707),(55 23880.252),(56 23795.977),(57 23785.535),(58 23706.178),(59 23494.676),(60 23814.324),(61 23749.914),(62 23593.926),(63 23625.76),(64 23663.182),(65 23382.79),(66 23173.996),(67 22782.438),(68 22602.203),(69 22442.59),(70 22737.074),(71 23053.643),(72 23270.947),(73 23806.752),(74 24056.582),(75 24133.105),(76 24501.543),(77 24606.514),(78 24750.725),(79 24825.377),
(1 8640.557),(2 15001.5),(3 18105.615),(4 20059.215),(5 21691.404),(6 22557.525),(7 22914.324),(8 23198.574),(9 23571.924),(10 23603.936),(11 23936.85),(12 24318.34),(13 24158.928),(14 24043.88),(15 23979.898),(16 24070.328),(17 23851.186),(18 23936.127),(19 24099.445),(20 24284.563),(21 24302.322),(22 24068.506),(23 23822.871),(24 23630.283),(25 23426.78),(26 23226.805),(27 23477.799),(28 23707.328),(29 24071.146),(30 24403.168),(31 24517.066),(32 24701.203),(33 24914.979),(34 24517.457),(35 24070.17),(36 23805.355),(37 23722.477),(38 23608.41),(39 23606.566),(40 23485.207),(41 23604.242),(42 23900.861),(43 24019.334),(44 23981.979),(45 23680.113),(46 23528.809),(47 23199.889),(48 23312.297),(49 23178.533),(50 23345.365),(51 23338.91),(52 23127.86),(53 22919.252),(54 22734.455),(55 22808.707),(56 22980.137),(57 23432.684),(58 23626.643),(59 23581.3),(60 23613.451),(61 23807.639),(62 23781.135),(63 23587.621),(64 23191.81),(65 22566.8),(66 22284.588),(67 22080.678),(68 21738.918),(69 21359.994),(70 21813.037),(71 21892.232),(72 21835.354),(73 22223.068),(74 22476.818),(75 22727.525),(76 22955.865),(77 22897.322),(78 23387.86),(79 23757.42),
(1 8257.445),(2 14522.225),(3 17558.63),(4 19465.229),(5 20890.732),(6 22015.15),(7 22653.934),(8 23250.93),(9 23722.535),(10 23513.453),(11 23702.826),(12 23529.951),(13 23472.068),(14 23323.625),(15 23440.674),(16 23699.156),(17 23503.22),(18 23505.201),(19 23593.973),(20 23571.768),(21 23441.174),(22 23099.49),(23 22877.924),(24 22876.186),(25 22927.865),(26 22851.283),(27 23154.578),(28 23176.555),(29 23425.355),(30 23840.703),(31 23941.79),(32 23753.172),(33 23815.303),(34 23563.139),(35 23358.682),(36 23332.29),(37 23315.955),(38 23188.375),(39 23346.795),(40 23111.746),(41 23024.295),(42 23403.262),(43 23311.943),(44 23566.598),(45 23863.234),(46 23501.676),(47 22805.451),(48 22690.758),(49 22563.268),(50 22800.658),(51 22588.688),(52 22776.342),(53 22862.156),(54 22852.36),(55 22986.566),(56 23288.922),(57 23679.625),(58 23926.152),(59 23820.096),(60 23651.775),(61 23712.896),(62 23635.498),(63 23424.957),(64 23037.883),(65 22442.383),(66 22416.451),(67 22370.176),(68 22051.7),(69 21864.832),(70 22118.86),(71 22098.436),(72 21982.2),(73 22124.871),(74 21950.95),(75 21987.5),(76 22192.797),(77 22235.783),(78 22558.21),(79 22691.902),
