1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 204745.39),(2 734819),(3 1532139.1),(4 2511584),(5 3600810),(6 4775723.5),(7 6041482.5),(8 7435982.5),(9 8899128),(10 10493669),(11 12164048),(12 13866745),(13 15607523),(14 17426250),(15 19223238),(16 21025678),(17 22784342),(18 24700698),(19 26588614),(20 28430800),(21 30180950),(22 31652384),(23 33314054),(24 34657630),(25 36008780),(26 37700500),(27 39724404),(28 41837980),(29 44116068),(30 46497868),(31 48717116),(32 50728180),(33 52618228),(34 54145004),(35 55520884),(36 56944560),(37 57935796),(38 58894916),(39 59707404),(40 60391180),(41 61172588),(42 61947724),(43 62961852),(44 63704172),(45 64786830),(46 66170690),(47 67778170),(48 69450790),(49 71133080),(50 73294856),(51 75884520),(52 79033480),(53 82912824),(54 86620870),(55 90596700),(56 94809880),(57 99677510),(58 105027010),(59 111048510),(60 117170184),(61 123376700),(62 129844120),(63 136872850),(64 144225870),(65 152200340),(66 159737390),(67 167332130),(68 175390540),(69 183296720),(70 191226930),(71 198733230),(72 205971650),(73 211904340),(74 216961400),(75 220759700),(76 224843280),(77 229064880),(78 232459410),(79 235455660),
(1 219159.88),(2 812671.1),(3 1717576.1),(4 2841312.3),(5 4127785),(6 5481327.5),(7 6881768.5),(8 8285929.5),(9 9628067),(10 10831809),(11 11934027),(12 12858799),(13 13583969),(14 14104118),(15 14454539),(16 14710737),(17 14897906),(18 15026271),(19 15097301),(20 15078681),(21 14963815),(22 14850098),(23 14735449),(24 14589316),(25 14422445),(26 14253958),(27 14078326),(28 13888545),(29 13684687),(30 13429014),(31 13207349),(32 13063747),(33 13055432),(34 13211441),(35 13520918),(36 13991681),(37 14495142),(38 15071073),(39 15673205),(40 16289624),(41 16860138),(42 17420742),(43 17923508),(44 18325094),(45 18631280),(46 18813636),(47 18937744),(48 19070948),(49 19182466),(50 19304346),(51 19353214),(52 19308670),(53 19202602),(54 19083422),(55 18935092),(56 18715792),(57 18442360),(58 18163322),(59 17881212),(60 17598926),(61 17313242),(62 17017392),(63 16736493),(64 16468302),(65 16176698),(66 15905259),(67 15700530),(68 15493746),(69 15257497),(70 14999761),(71 14732828),(72 14444063),(73 14147834),(74 13814381),(75 13466113),(76 13122029),(77 12790790),(78 12511232),(79 12327251),
(1 183273.63),(2 662406.56),(3 1346547.4),(4 2131203.8),(5 2951446.8),(6 3765129.3),(7 4571809.5),(8 5344127),(9 6065938),(10 6757476),(11 7441930.5),(12 8109380),(13 8703245),(14 9280208),(15 9787156),(16 10256977),(17 10693504),(18 11084221),(19 11429461),(20 11726832),(21 11949081),(22 12119291),(23 12278987),(24 12448069),(25 12659192),(26 12884320),(27 13106117),(28 13314769),(29 13501211),(30 13651693),(31 13768947),(32 13856149),(33 13904307),(34 13935384),(35 14032723),(36 14167181),(37 14247467),(38 14312941),(39 14355932),(40 14411120),(41 14459691),(42 14481547),(43 14461011),(44 14372201),(45 14268265),(46 14145995),(47 14041717),(48 13968600),(49 13849899),(50 13705320),(51 13521717),(52 13318788),(53 13113117),(54 12934067),(55 12836763),(56 12743420),(57 12632207),(58 12594899),(59 12619855),(60 12686228),(61 12837188),(62 13038096),(63 13283317),(64 13553048),(65 13801549),(66 14043873),(67 14290648),(68 14533285),(69 14759083),(70 14926771),(71 15063141),(72 15183392),(73 15266568),(74 15277477),(75 15238037),(76 15144609),(77 14991848),(78 14815848),(79 14618221),
(1 165801.98),(2 601794.9),(3 1243838.8),(4 2000371.9),(5 2818133.5),(6 3627979.3),(7 4426585.5),(8 5253029.5),(9 6052480),(10 6815426.5),(11 7527676),(12 8181257),(13 8694460),(14 9116087),(15 9460175),(16 9770125),(17 10068970),(18 10344451),(19 10588153),(20 10820805),(21 11005487),(22 11200433),(23 11422621),(24 11688229),(25 11959180),(26 12191273),(27 12351868),(28 12458391),(29 12484113),(30 12443044),(31 12369718),(32 12213704),(33 11948746),(34 11639788),(35 11366388),(36 11136888),(37 10914220),(38 10738644),(39 10595871),(40 10484803),(41 10388589),(42 10327767),(43 10271835),(44 10218781),(45 10179030),(46 10167910),(47 10174488),(48 10196655),(49 10242771),(50 10304873),(51 10418729),(52 10557993),(53 10707460),(54 10840211),(55 10992406),(56 11179309),(57 11380759),(58 11576179),(59 11729503),(60 11813912),(61 11837164),(62 11818079),(63 11730650),(64 11599990),(65 11481500),(66 11359404),(67 11256379),(68 11180636),(69 11125286),(70 11101870),(71 11088614),(72 11089930),(73 11107188),(74 11122400),(75 11135077),(76 11105871),(77 11059542),(78 10981361),(79 10860210),
(1 201173.78),(2 751021.94),(3 1550019.9),(4 2477281.8),(5 3443322),(6 4389594),(7 5308006),(8 6203104.5),(9 7021425.5),(10 7741852),(11 8373714),(12 8916378),(13 9343210),(14 9687740),(15 10007680),(16 10301079),(17 10566642),(18 10784960),(19 10942511),(20 11073245),(21 11208765),(22 11288243),(23 11324684),(24 11275848),(25 11292585),(26 11339436),(27 11442368),(28 11547745),(29 11645012),(30 11719192),(31 11751858),(32 11770602),(33 11738202),(34 11666469),(35 11636166),(36 11594345),(37 11508684),(38 11398807),(39 11247336),(40 11101245),(41 10930065),(42 10763903),(43 10643519),(44 10570071),(45 10480772),(46 10415818),(47 10407448),(48 10477328),(49 10580762),(50 10742651),(51 10964234),(52 11202250),(53 11459999),(54 11777057),(55 12156973),(56 12541158),(57 12891635),(58 13203899),(59 13463896),(60 13644118),(61 13783638),(62 13877751),(63 13886171),(64 13824430),(65 13721626),(66 13638854),(67 13557326),(68 13489939),(69 13407153),(70 13315574),(71 13221046),(72 13091923),(73 12915928),(74 12754509),(75 12595680),(76 12417272),(77 12255118),(78 12111512),(79 11989860),
(1 188402.86),(2 682747.5),(3 1386909.8),(4 2210905.5),(5 3081801.8),(6 3964315.3),(7 4823088),(8 5626235.5),(9 6427030.5),(10 7176207.5),(11 7842491.5),(12 8459077),(13 9005132),(14 9493999),(15 9943991),(16 10326945),(17 10658843),(18 10954087),(19 11219825),(20 11463023),(21 11612075),(22 11687113),(23 11708226),(24 11643212),(25 11585842),(26 11542572),(27 11506676),(28 11434349),(29 11367384),(30 11329621),(31 11303275),(32 11264250),(33 11167770),(34 11063819),(35 10941121),(36 10824244),(37 10696305),(38 10586656),(39 10419492),(40 10191950),(41 9905112),(42 9633575),(43 9372762),(44 9168948),(45 8995952),(46 8843298),(47 8747746),(48 8717247),(49 8751328),(50 8854168),(51 9059203),(52 9322741),(53 9596613),(54 9875223),(55 10158565),(56 10441193),(57 10676706),(58 10861306),(59 10988755),(60 11078651),(61 11162543),(62 11256204),(63 11309741),(64 11322607),(65 11278348),(66 11237364),(67 11176211),(68 11127582),(69 11113224),(70 11111716),(71 11153959),(72 11204602),(73 11241140),(74 11290482),(75 11334778),(76 11401696),(77 11481841),(78 11569766),(79 11646988),
(1 161546.92),(2 590280.9),(3 1192280),(4 1878491.5),(5 2604524.3),(6 3321431.3),(7 4011589.8),(8 4637042),(9 5174418.5),(10 5677781.5),(11 6128763),(12 6518853.5),(13 6865329),(14 7157618),(15 7398994),(16 7590541),(17 7796305.5),(18 8005781.5),(19 8203055),(20 8363429.5),(21 8507886),(22 8649470),(23 8772460),(24 8844635),(25 8906625),(26 8979558),(27 9076407),(28 9137518),(29 9152748),(30 9134340),(31 9046382),(32 8893073),(33 8710607),(34 8550131),(35 8407356),(36 8302849),(37 8250661.5),(38 8222512),(39 8188186.5),(40 8184344),(41 8202865),(42 8233838),(43 8206011.5),(44 8167662.5),(45 8146079.5),(46 8141299),(47 8166209.5),(48 8208291),(49 8264082.5),(50 8341385.5),(51 8465524),(52 8595772),(53 8719556),(54 8855454),(55 8987939),(56 9106769),(57 9178667),(58 9210019),(59 9202667),(60 9144994),(61 9036996),(62 8877791),(63 8668153),(64 8445370),(65 8212617),(66 8003942.5),(67 7829863.5),(68 7720176.5),(69 7668693),(70 7663300.5),(71 7693409),(72 7752819),(73 7829247),(74 7919313),(75 8009730.5),(76 8098501),(77 8201376),(78 8297270.5),(79 8372263.5),
(1 176116.52),(2 655202.25),(3 1325502.3),(4 2098206.8),(5 2917391.5),(6 3738472.3),(7 4533710.5),(8 5236313),(9 5864446),(10 6444799),(11 6952193),(12 7360477),(13 7686219),(14 7954373),(15 8167215),(16 8331975),(17 8472716),(18 8614343),(19 8760573),(20 8874106),(21 8952241),(22 8987951),(23 8992754),(24 8983345),(25 8946207),(26 8918437),(27 8971123),(28 9051929),(29 9139854),(30 9199729),(31 9217486),(32 9121746),(33 8909001),(34 8661243),(35 8429020),(36 8199509.5),(37 8008260.5),(38 7843127),(39 7709593),(40 7617758),(41 7578315.5),(42 7596752),(43 7644470),(44 7720520.5),(45 7811172),(46 7900644),(47 7998496.5),(48 8072059),(49 8132940.5),(50 8164518.5),(51 8150182),(52 8097982),(53 8024103),(54 7934863.5),(55 7815040),(56 7666377.5),(57 7493678.5),(58 7335571.5),(59 7240518),(60 7176789.5),(61 7100462.5),(62 7017955),(63 6949691.5),(64 6887375.5),(65 6849049),(66 6835237),(67 6841300.5),(68 6854278.5),(69 6892596),(70 6937348),(71 6987224.5),(72 7057238.5),(73 7129251),(74 7195478.5),(75 7266631),(76 7327836),(77 7393152),(78 7452397),(79 7473882),
(1 165177.13),(2 601033.06),(3 1209020.3),(4 1923407.5),(5 2665249.3),(6 3377815.8),(7 4067484),(8 4626504),(9 5033681.5),(10 5336834.5),(11 5602641),(12 5847860.5),(13 6093655.5),(14 6322707.5),(15 6504369.5),(16 6663963.5),(17 6817563),(18 6987858.5),(19 7150435.5),(20 7286788.5),(21 7421572),(22 7515497.5),(23 7585754),(24 7678241),(25 7799357),(26 7922393),(27 8077855),(28 8237581.5),(29 8401371),(30 8527915),(31 8603033),(32 8630000),(33 8615546),(34 8566951),(35 8472950),(36 8353161.5),(37 8199513),(38 8013979),(39 7834385.5),(40 7676303.5),(41 7547886.5),(42 7428081),(43 7341725),(44 7287989.5),(45 7265726),(46 7283337),(47 7309355.5),(48 7352096),(49 7395689),(50 7388886.5),(51 7353045.5),(52 7295593.5),(53 7233591.5),(54 7159708.5),(55 7074477.5),(56 6992988),(57 6920890),(58 6853399.5),(59 6803056.5),(60 6755532.5),(61 6709479),(62 6652609.5),(63 6572445.5),(64 6466336),(65 6344286),(66 6221037),(67 6096022),(68 5975081.5),(69 5871084.5),(70 5801500.5),(71 5774664),(72 5769061),(73 5764405.5),(74 5756735.5),(75 5752614),(76 5719095.5),(77 5702357.5),(78 5711768.5),(79 5740929),
(1 153529.38),(2 539714.94),(3 1054855.1),(4 1621916.6),(5 2185970.5),(6 2703354.5),(7 3187920.5),(8 3600659.5),(9 3935970.5),(10 4226835),(11 4466245),(12 4688446.5),(13 4918696.5),(14 5156196.5),(15 5398992),(16 5659624),(17 5895649),(18 6104649.5),(19 6253631),(20 6342725),(21 6377584),(22 6397034),(23 6449305),(24 6528068),(25 6593677),(26 6655453.5),(27 6713532.5),(28 6749612),(29 6754300),(30 6732040),(31 6693380.5),(32 6620674.5),(33 6493124),(34 6369428),(35 6220483),(36 6038356),(37 5807978),(38 5581035.5),(39 5378149),(40 5185952),(41 4989250),(42 4844176),(43 4740774),(44 4672279),(45 4675930),(46 4709391),(47 4774076.5),(48 4879352),(49 4970266),(50 5085284),(51 5260846),(52 5449649),(53 5619450),(54 5726851),(55 5775780.5),(56 5803849),(57 5820739),(58 5843073),(59 5857373),(60 5867234),(61 5884357),(62 5915811),(63 5923011),(64 5896714),(65 5815118),(66 5683408),(67 5515444.5),(68 5320141.5),(69 5130559),(70 4975959),(71 4860905),(72 4762869.5),(73 4670185),(74 4600297),(75 4593585),(76 4597837),(77 4634426),(78 4687999.5),(79 4738675),
(1 166643.89),(2 593630.6),(3 1155810),(4 1771270.8),(5 2391894),(6 2988320.5),(7 3523146.3),(8 3980385.3),(9 4371390),(10 4676129),(11 4898288),(12 5062232.5),(13 5178965.5),(14 5304505),(15 5419186.5),(16 5552311.5),(17 5702217.5),(18 5865441.5),(19 6048613),(20 6221751.5),(21 6359471.5),(22 6474625.5),(23 6560721.5),(24 6617550.5),(25 6604732.5),(26 6499258),(27 6345251.5),(28 6164433.5),(29 5969343),(30 5752138),(31 5557971),(32 5379660),(33 5230370.5),(34 5108303.5),(35 5028173),(36 4967103),(37 4922263),(38 4876765.5),(39 4799981),(40 4668891.5),(41 4533410),(42 4432832),(43 4351667),(44 4283735.5),(45 4223343.5),(46 4197837),(47 4192959.5),(48 4231569),(49 4326333.5),(50 4441578.5),(51 4553462.5),(52 4643227),(53 4721453),(54 4758254),(55 4757067),(56 4724779),(57 4648317.5),(58 4552360.5),(59 4463098.5),(60 4393888),(61 4354064),(62 4325000),(63 4298221),(64 4270387),(65 4250141),(66 4252054),(67 4276597),(68 4337071),(69 4410477),(70 4476465.5),(71 4531074.5),(72 4575517.5),(73 4614494),(74 4648655.5),(75 4664598.5),(76 4643472.5),(77 4602333),(78 4545700.5),(79 4491686),
(1 153923.06),(2 542157.25),(3 1046590.6),(4 1581149.3),(5 2099109),(6 2572331.5),(7 2990581),(8 3357184.5),(9 3678737.3),(10 3938864),(11 4147771),(12 4305288),(13 4439200),(14 4577425.5),(15 4696292.5),(16 4792037.5),(17 4898053),(18 5011160),(19 5100139),(20 5161257.5),(21 5218311.5),(22 5244718.5),(23 5224716),(24 5165393.5),(25 5072544.5),(26 4980414),(27 4895233),(28 4834115.5),(29 4758651.5),(30 4685711.5),(31 4624029.5),(32 4564002),(33 4507501),(34 4472729),(35 4468729.5),(36 4464540.5),(37 4436408.5),(38 4417367.5),(39 4393076.5),(40 4395582.5),(41 4401877),(42 4409493),(43 4407154.5),(44 4412621),(45 4418754.5),(46 4454292),(47 4491545.5),(48 4509118),(49 4511795),(50 4506807),(51 4504817.5),(52 4517756.5),(53 4534114),(54 4552878),(55 4596507.5),(56 4648128),(57 4689631.5),(58 4730137.5),(59 4753538.5),(60 4769019.5),(61 4765801.5),(62 4740850.5),(63 4704421),(64 4659586.5),(65 4598696),(66 4543359),(67 4477993),(68 4406879),(69 4343880),(70 4275920),(71 4232418.5),(72 4204010),(73 4169354),(74 4146140.3),(75 4120399),(76 4092889.5),(77 4080827.5),(78 4094082.3),(79 4138678.5),
(1 161653.28),(2 567890.9),(3 1110234.8),(4 1711113.8),(5 2304478.5),(6 2835259),(7 3282101),(8 3669670.3),(9 4022883),(10 4330195.5),(11 4586154),(12 4791481.5),(13 4954150.5),(14 5063437),(15 5151480),(16 5233127.5),(17 5312487),(18 5390330),(19 5456960.5),(20 5555279.5),(21 5639282.5),(22 5656362.5),(23 5634804.5),(24 5539743),(25 5409089.5),(26 5271870.5),(27 5165380),(28 5085026),(29 5003301),(30 4919163.5),(31 4833961),(32 4777123),(33 4715459.5),(34 4655773),(35 4606331),(36 4512862),(37 4339522),(38 4139154.3),(39 3994507.5),(40 3909491.5),(41 3898340.5),(42 3959533),(43 4062708.5),(44 4197439),(45 4337322),(46 4487529),(47 4649660.5),(48 4811601),(49 4959961),(50 5114427),(51 5296746.5),(52 5469517),(53 5593102),(54 5699781.5),(55 5826818.5),(56 5933326),(57 6059813.5),(58 6144056.5),(59 6158326.5),(60 6117619.5),(61 6052511.5),(62 5973661),(63 5888451.5),(64 5789961.5),(65 5659916),(66 5502890.5),(67 5330659),(68 5147827.5),(69 4993027.5),(70 4871738),(71 4788041),(72 4734804),(73 4684368.5),(74 4629372.5),(75 4572249.5),(76 4515425.5),(77 4467415.5),(78 4448703.5),(79 4461646),
(1 156368.72),(2 540936.8),(3 1036093.1),(4 1564346.4),(5 2074452.9),(6 2540180),(7 2974443.5),(8 3400198),(9 3776377),(10 4075342.5),(11 4288210.5),(12 4440605.5),(13 4549705),(14 4589849.5),(15 4606713.5),(16 4619255.5),(17 4626514),(18 4650413.5),(19 4693987.5),(20 4742320),(21 4805863.5),(22 4853302.5),(23 4874452),(24 4858595.5),(25 4806799.5),(26 4737952.5),(27 4672768),(28 4596146.5),(29 4498163),(30 4383287.5),(31 4265581),(32 4174636.3),(33 4102423.5),(34 4024916.5),(35 3952111.8),(36 3822842),(37 3725425),(38 3662926.5),(39 3656729),(40 3682300.3),(41 3750065),(42 3834529.8),(43 3898441),(44 3942822.8),(45 4006793.3),(46 4101703.8),(47 4201342.5),(48 4300619),(49 4397522),(50 4471244),(51 4562658),(52 4647805),(53 4695538.5),(54 4703791.5),(55 4682980.5),(56 4661347),(57 4641153.5),(58 4602483.5),(59 4559935),(60 4516898),(61 4460528),(62 4382651.5),(63 4291189),(64 4194971),(65 4105455.8),(66 4021795.8),(67 3952674.3),(68 3905658),(69 3875012.5),(70 3858608.3),(71 3853390.5),(72 3855119.3),(73 3852495.8),(74 3866138.8),(75 3901222.8),(76 3963071.3),(77 4045904.3),(78 4145007.8),(79 4252744),
(1 150925.89),(2 533215.94),(3 1012100.7),(4 1506095.3),(5 1976401.4),(6 2377543),(7 2719753.3),(8 3005322),(9 3239550.5),(10 3423805.3),(11 3562167.5),(12 3709329.8),(13 3847321),(14 3951023),(15 4029109.8),(16 4107509),(17 4181691),(18 4246892),(19 4307216.5),(20 4328083),(21 4320311.5),(22 4297344),(23 4258586),(24 4217243.5),(25 4182964),(26 4169547),(27 4167535),(28 4154354.5),(29 4093436.5),(30 3992415.3),(31 3880476.5),(32 3777162.8),(33 3681756),(34 3585921),(35 3497665),(36 3424771.5),(37 3392098.8),(38 3385442.3),(39 3398101.3),(40 3401071.8),(41 3388260),(42 3361628),(43 3335711.8),(44 3308861.8),(45 3301792.8),(46 3312322.8),(47 3326404.5),(48 3343248.3),(49 3366791),(50 3390363.5),(51 3401892),(52 3425498.3),(53 3453076),(54 3473359.8),(55 3502220.8),(56 3543806.5),(57 3577207),(58 3593622.5),(59 3597766.5),(60 3602224.3),(61 3607633),(62 3604485),(63 3597161),(64 3593257),(65 3588200.5),(66 3571813.8),(67 3546337.5),(68 3513001.3),(69 3482772.3),(70 3456305.5),(71 3426681.5),(72 3399090.3),(73 3368622.5),(74 3351504.3),(75 3351282.3),(76 3364712.5),(77 3387260),(78 3407395.5),(79 3430216.5),
(1 148146.97),(2 523715.44),(3 1010388.44),(4 1516110.3),(5 1963441.8),(6 2329933.3),(7 2646411.5),(8 2901860),(9 3106839.5),(10 3265734.8),(11 3394354.8),(12 3512716),(13 3633327),(14 3733373.3),(15 3804753),(16 3865377.5),(17 3899629.8),(18 3898023),(19 3881506.5),(20 3836223),(21 3802362.3),(22 3777819.8),(23 3759381.3),(24 3748741.3),(25 3712997.8),(26 3681945.5),(27 3679360),(28 3686957.3),(29 3690986.8),(30 3677043.3),(31 3661393.8),(32 3637071.8),(33 3608738.5),(34 3564188),(35 3537288.3),(36 3559510),(37 3602891.5),(38 3633389.5),(39 3635497.3),(40 3612086),(41 3560119.5),(42 3496966.5),(43 3466132),(44 3492907.8),(45 3535321),(46 3568155),(47 3573473),(48 3572190.5),(49 3558854.5),(50 3539749.8),(51 3539890.5),(52 3556043),(53 3594611.3),(54 3637530.3),(55 3670759.8),(56 3692290.8),(57 3698939.8),(58 3678817.5),(59 3646585),(60 3599601.5),(61 3555977.3),(62 3527857),(63 3518521.5),(64 3527972),(65 3543959.5),(66 3564521.5),(67 3582064.3),(68 3595338.3),(69 3608313.5),(70 3616705),(71 3619052.8),(72 3610944),(73 3592974.3),(74 3566334.3),(75 3539828.5),(76 3521353.3),(77 3522318.3),(78 3519860),(79 3523931.5),
(1 144624.88),(2 504064.9),(3 950749.5),(4 1380829.8),(5 1747033),(6 2032506.6),(7 2264093.3),(8 2441042.8),(9 2571340.8),(10 2668398.8),(11 2745121.5),(12 2808401.3),(13 2861352.5),(14 2887972.8),(15 2912373),(16 2946236.3),(17 2975139),(18 3014691.5),(19 3032017),(20 3047395.5),(21 3064238.5),(22 3071212.5),(23 3057089.3),(24 3041878.8),(25 3025364.3),(26 3020901),(27 3037328.8),(28 3066394.8),(29 3090224.3),(30 3101173),(31 3107201.5),(32 3138572.3),(33 3196239.3),(34 3245885),(35 3283772.5),(36 3303688.8),(37 3283962),(38 3221874.8),(39 3125536),(40 3004202.8),(41 2858136.5),(42 2715356.5),(43 2593366.5),(44 2530743.3),(45 2516323.3),(46 2560597.3),(47 2641716.8),(48 2730866.3),(49 2812393.5),(50 2874412.5),(51 2921137.3),(52 2952074.8),(53 2974204.3),(54 2979221.5),(55 2967916.3),(56 2952468.5),(57 2940687.3),(58 2930455),(59 2916091.5),(60 2905541),(61 2909690.8),(62 2930355.8),(63 2951387),(64 2961035.5),(65 2960794.3),(66 2965014.5),(67 2984964.5),(68 3012552.8),(69 3029083),(70 3038868.3),(71 3049090.8),(72 3051366.5),(73 3054514),(74 3060018.3),(75 3049440.5),(76 3020427),(77 2986480.5),(78 2960157.8),(79 2937729.3),
(1 147322.95),(2 500864.44),(3 941305.75),(4 1372169.3),(5 1738989.9),(6 2026371.3),(7 2252921),(8 2409067),(9 2522781.5),(10 2627877.8),(11 2711160.3),(12 2785078.8),(13 2874204.5),(14 2947493.3),(15 2991983.3),(16 3007080.5),(17 2981743.8),(18 2948847.8),(19 2906318),(20 2858928.3),(21 2813122.5),(22 2795870.5),(23 2811765.8),(24 2850097.5),(25 2879780),(26 2897273.5),(27 2908949.8),(28 2913003.5),(29 2917291.5),(30 2919912.3),(31 2890932.5),(32 2856691.3),(33 2833754.8),(34 2804626.8),(35 2788727.5),(36 2795721.3),(37 2796185),(38 2797813.3),(39 2784735.8),(40 2757818.3),(41 2722751.8),(42 2698545.8),(43 2642627.3),(44 2583607),(45 2551404.3),(46 2520650.8),(47 2518205.3),(48 2552083),(49 2616730),(50 2694006.5),(51 2765985),(52 2823255),(53 2874555.5),(54 2921231.8),(55 2960381.8),(56 2992627.3),(57 3025535.3),(58 3062231),(59 3095677.3),(60 3130483.5),(61 3151693.8),(62 3172302.3),(63 3179768.3),(64 3180680.5),(65 3177233.8),(66 3184108.5),(67 3207582.5),(68 3232288.8),(69 3243136),(70 3235957.3),(71 3225881),(72 3221701.8),(73 3237385),(74 3263287.5),(75 3290112.3),(76 3312750.3),(77 3325270.5),(78 3348955.8),(79 3371259.8),
(1 139846.4),(2 470574.9),(3 878132.7),(4 1272611.1),(5 1599614.4),(6 1843550.4),(7 2021976.1),(8 2138404.3),(9 2194797),(10 2241364),(11 2301418.3),(12 2358872.5),(13 2407151.5),(14 2441188.5),(15 2466164.3),(16 2488685),(17 2509546),(18 2526314.8),(19 2550612.5),(20 2562052),(21 2572314),(22 2566848.8),(23 2562455.3),(24 2552934.5),(25 2543425.5),(26 2546434.5),(27 2579421.5),(28 2627732.8),(29 2673854),(30 2692476.3),(31 2684750.5),(32 2646061.8),(33 2587442.3),(34 2525697.8),(35 2480191.3),(36 2442323),(37 2409423),(38 2396307.5),(39 2393752.3),(40 2417054.5),(41 2455679.8),(42 2515859.5),(43 2588976.8),(44 2636615.8),(45 2683216.3),(46 2728521.5),(47 2761226.8),(48 2788953.8),(49 2824188.3),(50 2841215.8),(51 2830191),(52 2831740.3),(53 2833762.5),(54 2815371.3),(55 2781522.8),(56 2744325),(57 2726958),(58 2734454.3),(59 2749956.5),(60 2774690.8),(61 2803400.5),(62 2833509.8),(63 2862239.3),(64 2895836.5),(65 2919561.8),(66 2946485.3),(67 2962383.8),(68 2971062),(69 2967268.5),(70 2952915.8),(71 2942466),(72 2950740.5),(73 2974508.3),(74 2991374.5),(75 3010230.3),(76 3028414.8),(77 3039450.3),(78 3046831),(79 3054225),
