1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 21391.945),(2 66564.66),(3 132435.3),(4 220510.95),(5 325385.34),(6 446990.5),(7 586407.7),(8 742490.7),(9 899759.5),(10 1054739.1),(11 1204664.9),(12 1328830.9),(13 1440100.1),(14 1499537.9),(15 1526615.5),(16 1530765.1),(17 1521872.4),(18 1501910),(19 1496855.6),(20 1503573.1),(21 1517394.9),(22 1548497.6),(23 1585551.4),(24 1629335),(25 1684430.6),(26 1754940.6),(27 1848279),(28 1965202.1),(29 2114396),(30 2239515.5),(31 2403788),(32 2566945.3),(33 2729037.5),(34 2875601.3),(35 2989412.8),(36 3077058),(37 3119936.3),(38 3129185),(39 3134289),(40 3112382),(41 3096185),(42 3093951),(43 3114231.3),(44 3157684),(45 3233909.3),(46 3371044.8),(47 3500632.3),(48 3700901.3),(49 3973698),(50 4325240),(51 4737750.5),(52 5231571.5),(53 5732929.5),(54 6294913.5),(55 6895501.5),(56 7492845.5),(57 8095290),(58 8689724),(59 9273313),(60 9813955),(61 10333461),(62 10829105),(63 11337761),(64 11818409),(65 12194469),(66 12536615),(67 12859265),(68 13079423),(69 13298847),(70 13471287),(71 13580827),(72 13591092),(73 13607584),(74 13623003),(75 13623952),(76 13643584),(77 13675620),(78 13741389),(79 13805875),
(1 35815.7),(2 134911.38),(3 289337.88),(4 494238.78),(5 748258.44),(6 1044118.8),(7 1378233.4),(8 1755191.1),(9 2149643),(10 2572257),(11 3010368.8),(12 3476408),(13 3955584.3),(14 4444852),(15 4940192.5),(16 5449155.5),(17 5951916),(18 6450366),(19 6923520.5),(20 7378263.5),(21 7809557),(22 8212001.5),(23 8585071),(24 8926752),(25 9241918),(26 9530993),(27 9799023),(28 10039488),(29 10244019),(30 10430246),(31 10592593),(32 10725764),(33 10820678),(34 10894029),(35 10953331),(36 11005958),(37 11036728),(38 11052749),(39 11042658),(40 11007154),(41 10951073),(42 10866753),(43 10771288),(44 10689689),(45 10599789),(46 10512147),(47 10453508),(48 10392984),(49 10342774),(50 10291702),(51 10246058),(52 10204261),(53 10169168),(54 10127369),(55 10119363),(56 10124493),(57 10133383),(58 10145974),(59 10195603),(60 10280231),(61 10350160),(62 10406063),(63 10460769),(64 10508237),(65 10538064),(66 10554872),(67 10561444),(68 10544132),(69 10514243),(70 10466113),(71 10413044),(72 10361787),(73 10317546),(74 10275131),(75 10241542),(76 10207571),(77 10173896),(78 10156407),(79 10158794),
(1 37905.402),(2 141375.69),(3 306395.78),(4 524457.5),(5 791076.75),(6 1110477.6),(7 1470253.4),(8 1865354.5),(9 2282555.5),(10 2724535.3),(11 3199686),(12 3692500.3),(13 4190540.8),(14 4693901.5),(15 5204322),(16 5702216),(17 6183758.5),(18 6644293.5),(19 7064850.5),(20 7436826.5),(21 7779418.5),(22 8079992.5),(23 8350042.5),(24 8592828),(25 8813642),(26 9015699),(27 9208847),(28 9386897),(29 9554847),(30 9701141),(31 9836852),(32 9958670),(33 10063669),(34 10149976),(35 10210255),(36 10246996),(37 10248956),(38 10236525),(39 10203623),(40 10145760),(41 10083957),(42 10000091),(43 9908901),(44 9819725),(45 9718025),(46 9612974),(47 9508850),(48 9415493),(49 9340404),(50 9267433),(51 9206647),(52 9167627),(53 9150873),(54 9145200),(55 9156295),(56 9184010),(57 9230684),(58 9287039),(59 9376724),(60 9496486),(61 9620094),(62 9758284),(63 9873475),(64 9975751),(65 10064808),(66 10160971),(67 10260561),(68 10378921),(69 10493363),(70 10606333),(71 10716155),(72 10836899),(73 10963112),(74 11086232),(75 11206395),(76 11301099),(77 11378333),(78 11440104),(79 11494567),
(1 29643.342),(2 110606.64),(3 241463.42),(4 418148.16),(5 635559.94),(6 899250.2),(7 1201988.5),(8 1534793.8),(9 1885509.5),(10 2259388.3),(11 2660269),(12 3078994),(13 3513600.8),(14 3963268.3),(15 4414790),(16 4872032.5),(17 5334328.5),(18 5776906),(19 6196148),(20 6583922),(21 6943387.5),(22 7288823.5),(23 7604480),(24 7906054.5),(25 8194384.5),(26 8453334),(27 8687059),(28 8888334),(29 9063904),(30 9234875),(31 9368349),(32 9477463),(33 9571251),(34 9657749),(35 9715590),(36 9754100),(37 9769772),(38 9767067),(39 9748852),(40 9715556),(41 9669507),(42 9620239),(43 9561025),(44 9490589),(45 9419818),(46 9339365),(47 9263203),(48 9206042),(49 9152209),(50 9103864),(51 9069467),(52 9056928),(53 9073916),(54 9123534),(55 9167050),(56 9227072),(57 9296294),(58 9376690),(59 9475827),(60 9582824),(61 9687180),(62 9797039),(63 9875038),(64 9941368),(65 9992068),(66 10027338),(67 10055450),(68 10079297),(69 10103552),(70 10120335),(71 10131313),(72 10146071),(73 10165044),(74 10185508),(75 10191553),(76 10183823),(77 10166422),(78 10155329),(79 10146784),
(1 27232.613),(2 102372.16),(3 222125.5),(4 381840.47),(5 577376.44),(6 815113.2),(7 1084945.9),(8 1384789),(9 1700169.9),(10 2032507.5),(11 2390048.3),(12 2759445),(13 3125687.3),(14 3512983),(15 3899797),(16 4295595),(17 4691147),(18 5081608),(19 5474321.5),(20 5882545.5),(21 6281428),(22 6668825.5),(23 7034241.5),(24 7388985),(25 7720591.5),(26 8014169.5),(27 8260994),(28 8477562),(29 8646824),(30 8794824),(31 8895613),(32 8965796),(33 9008864),(34 9057574),(35 9097319),(36 9136773),(37 9169261),(38 9212520),(39 9239179),(40 9252299),(41 9235980),(42 9208724),(43 9177267),(44 9149215),(45 9110650),(46 9057492),(47 9014467),(48 8979632),(49 8948575),(50 8914767),(51 8886535),(52 8873581),(53 8887240),(54 8908561),(55 8940806),(56 8984387),(57 9026669),(58 9075277),(59 9134960),(60 9209562),(61 9291684),(62 9393285),(63 9490469),(64 9598589),(65 9704765),(66 9797230),(67 9896283),(68 9995436),(69 10095898),(70 10191452),(71 10302465),(72 10408271),(73 10530268),(74 10651577),(75 10764588),(76 10875785),(77 10974950),(78 11069736),(79 11165400),
(1 26331.924),(2 98245.484),(3 211662.9),(4 363046.53),(5 549388.3),(6 767337.5),(7 1013073.6),(8 1295101.5),(9 1598359.5),(10 1930212.6),(11 2284729),(12 2658718.5),(13 3037450),(14 3420696.3),(15 3803692.8),(16 4183534),(17 4548933.5),(18 4881147.5),(19 5187892),(20 5473456),(21 5737814.5),(22 5975207.5),(23 6193001.5),(24 6389053.5),(25 6562984.5),(26 6702522.5),(27 6788680.5),(28 6849785),(29 6886346.5),(30 6885114.5),(31 6851156),(32 6783023),(33 6693929.5),(34 6581917),(35 6465459.5),(36 6349949.5),(37 6229582),(38 6115734.5),(39 6013773),(40 5924805.5),(41 5849260),(42 5780814),(43 5719876),(44 5684288),(45 5654489.5),(46 5626684.5),(47 5616265.5),(48 5615063),(49 5631156.5),(50 5655282),(51 5689792.5),(52 5739040.5),(53 5791675.5),(54 5847981),(55 5903728.5),(56 5969247.5),(57 6031593),(58 6090365),(59 6138640.5),(60 6175706.5),(61 6205810.5),(62 6227414.5),(63 6247179.5),(64 6262935.5),(65 6276431.5),(66 6285757.5),(67 6274314.5),(68 6243591),(69 6206460),(70 6162614.5),(71 6107554),(72 6043450.5),(73 5971882.5),(74 5903335.5),(75 5843455),(76 5795845.5),(77 5755535.5),(78 5735893.5),(79 5739008.5),
(1 30626.945),(2 113998.17),(3 246097.97),(4 419216.72),(5 629913.25),(6 874744.94),(7 1148239.9),(8 1450880.1),(9 1768490.4),(10 2108451.8),(11 2463930.3),(12 2837476.5),(13 3222446.3),(14 3609146.3),(15 3992871),(16 4377259),(17 4748429),(18 5107317.5),(19 5447756.5),(20 5759105.5),(21 6045041.5),(22 6291840),(23 6500490.5),(24 6688137),(25 6846472.5),(26 6966499.5),(27 7048212.5),(28 7094647.5),(29 7117223.5),(30 7132176),(31 7102127),(32 7050449.5),(33 6960119.5),(34 6841472),(35 6699462),(36 6558052.5),(37 6404378.5),(38 6248266.5),(39 6094999.5),(40 5944853.5),(41 5796736.5),(42 5659153),(43 5539113),(44 5450487),(45 5372755),(46 5305537),(47 5255909.5),(48 5217407.5),(49 5205945.5),(50 5209473),(51 5213058.5),(52 5225852.5),(53 5250570),(54 5290290.5),(55 5346720.5),(56 5417480.5),(57 5494141.5),(58 5569931.5),(59 5646397),(60 5730509),(61 5813098.5),(62 5886215.5),(63 5960614.5),(64 6034506.5),(65 6095902),(66 6144946.5),(67 6172170),(68 6179923),(69 6170974),(70 6145070.5),(71 6101462),(72 6045838),(73 5987139),(74 5926756.5),(75 5867274),(76 5797537.5),(77 5730007.5),(78 5658954.5),(79 5600761.5),
(1 27489.287),(2 101589.19),(3 218772.95),(4 372638.72),(5 560027.4),(6 778201.2),(7 1018256.25),(8 1279683.9),(9 1549806.3),(10 1828666.4),(11 2115169.5),(12 2406944.5),(13 2701859.5),(14 2976970.8),(15 3243071.5),(16 3491171),(17 3722629),(18 3934326),(19 4120405),(20 4281678),(21 4421146),(22 4537815.5),(23 4638423),(24 4718274.5),(25 4779162),(26 4827603),(27 4862891),(28 4887758.5),(29 4899993.5),(30 4914164.5),(31 4917390.5),(32 4923650),(33 4932740),(34 4918693),(35 4902749.5),(36 4883852.5),(37 4863341.5),(38 4840915),(39 4801213),(40 4762651.5),(41 4719615),(42 4674086),(43 4642057.5),(44 4627817.5),(45 4615656.5),(46 4605681.5),(47 4609601),(48 4611715.5),(49 4614238),(50 4620594.5),(51 4627815.5),(52 4638374),(53 4655243.5),(54 4670747.5),(55 4695255),(56 4726814.5),(57 4766345.5),(58 4807897.5),(59 4858645),(60 4911605.5),(61 4973655.5),(62 5034037.5),(63 5091828),(64 5143214),(65 5192416.5),(66 5238615.5),(67 5260501),(68 5254903.5),(69 5231788),(70 5192083.5),(71 5139479.5),(72 5080019.5),(73 5026301),(74 4972036),(75 4919278),(76 4866043.5),(77 4818773.5),(78 4769933),(79 4743789),
(1 32962.496),(2 123048.625),(3 263170.66),(4 444800.78),(5 663451.44),(6 916903.6),(7 1195067),(8 1490489.9),(9 1790484.1),(10 2099624),(11 2407437.8),(12 2707491),(13 3001965),(14 3273313.8),(15 3518981.8),(16 3730639),(17 3908934.3),(18 4058571.8),(19 4181979.3),(20 4280422.5),(21 4358891.5),(22 4412421),(23 4446413.5),(24 4467917.5),(25 4471983.5),(26 4462140),(27 4448027),(28 4424775.5),(29 4398665.5),(30 4373589.5),(31 4347191),(32 4308816.5),(33 4276244.5),(34 4237161),(35 4205932),(36 4182462),(37 4168882.5),(38 4162360.3),(39 4172206.5),(40 4189348.3),(41 4208049.5),(42 4230602),(43 4258048.5),(44 4291564.5),(45 4325141.5),(46 4357610),(47 4392890),(48 4426454.5),(49 4460067),(50 4502094),(51 4551465.5),(52 4608397),(53 4678432.5),(54 4748493),(55 4828697),(56 4905803.5),(57 4976411),(58 5044395.5),(59 5111768.5),(60 5176232),(61 5226592.5),(62 5263776),(63 5293518.5),(64 5311407.5),(65 5308255),(66 5288315),(67 5255908),(68 5219564.5),(69 5168843),(70 5121529),(71 5066806.5),(72 5008694.5),(73 4951443),(74 4892184),(75 4840585.5),(76 4797575.5),(77 4772406),(78 4753700),(79 4741859.5),
(1 41914.67),(2 157028.3),(3 339085.63),(4 577688.1),(5 863941.1),(6 1195116.3),(7 1557483.3),(8 1936988.5),(9 2320950),(10 2709690.8),(11 3095443),(12 3465952.5),(13 3827389),(14 4164649.3),(15 4466320),(16 4724345),(17 4934873),(18 5101838),(19 5228458.5),(20 5317785.5),(21 5367623.5),(22 5392976.5),(23 5386521),(24 5362284),(25 5329200),(26 5296808),(27 5275198),(28 5268124.5),(29 5278055),(30 5303628.5),(31 5341300.5),(32 5388713),(33 5442326),(34 5497249),(35 5549792.5),(36 5593351),(37 5628721),(38 5658859),(39 5685162.5),(40 5704810.5),(41 5725270.5),(42 5745429),(43 5771431),(44 5799969),(45 5822706),(46 5844815),(47 5865510.5),(48 5871616.5),(49 5870158),(50 5865268),(51 5863038),(52 5872429),(53 5895661),(54 5926074.5),(55 5975559),(56 6030690.5),(57 6091400.5),(58 6153870.5),(59 6215020),(60 6267267),(61 6315371.5),(62 6353739),(63 6378457),(64 6384285.5),(65 6363909),(66 6316775),(67 6247265),(68 6158117.5),(69 6049853.5),(70 5937036),(71 5805043.5),(72 5673418),(73 5550068),(74 5434488.5),(75 5338678),(76 5266773.5),(77 5216795),(78 5186081),(79 5170874),
(1 33398.563),(2 124989.89),(3 267345.5),(4 455249.94),(5 681707.8),(6 942718.25),(7 1229922.1),(8 1545037.4),(9 1869731),(10 2203880.3),(11 2546695),(12 2884552.8),(13 3212169),(14 3524005.3),(15 3817107),(16 4088369.3),(17 4331560.5),(18 4547976.5),(19 4733757),(20 4890456),(21 5008657),(22 5100742),(23 5154412),(24 5181168.5),(25 5189185),(26 5174982.5),(27 5138660.5),(28 5086007),(29 5023381),(30 4964070),(31 4902567),(32 4844838),(33 4789064.5),(34 4747656.5),(35 4710189.5),(36 4678536),(37 4643981),(38 4613040.5),(39 4585308),(40 4567554.5),(41 4552341),(42 4544789.5),(43 4540213),(44 4537029),(45 4541665.5),(46 4559665.5),(47 4594470.5),(48 4632110.5),(49 4685394.5),(50 4754031),(51 4834100),(52 4927979),(53 5022959.5),(54 5115391.5),(55 5217097.5),(56 5311083),(57 5410677),(58 5506622.5),(59 5576530.5),(60 5610891),(61 5627688),(62 5618360),(63 5594210.5),(64 5551533),(65 5484011),(66 5383109),(67 5243384),(68 5081864),(69 4912387.5),(70 4744459),(71 4573360.5),(72 4400101.5),(73 4229549.5),(74 4072784.5),(75 3941192.8),(76 3828610.3),(77 3741189.3),(78 3684463.5),(79 3660963.5),
(1 42247.68),(2 159810.17),(3 345968.34),(4 592976.25),(5 897292.1),(6 1238704.9),(7 1611374.6),(8 2011693.8),(9 2414103.8),(10 2828172.5),(11 3228622.5),(12 3618035.5),(13 3975652.5),(14 4302795.5),(15 4594883.5),(16 4852707.5),(17 5060333.5),(18 5215083.5),(19 5321148.5),(20 5379763),(21 5394476),(22 5372947),(23 5310596.5),(24 5213962.5),(25 5098612),(26 4967691),(27 4838726),(28 4711545),(29 4596405.5),(30 4503969),(31 4434436.5),(32 4399081),(33 4394753),(34 4418376),(35 4461890.5),(36 4525110.5),(37 4594794.5),(38 4685940),(39 4775618.5),(40 4863426.5),(41 4941108),(42 4996281.5),(43 5038233.5),(44 5080740.5),(45 5119295.5),(46 5151915),(47 5189479.5),(48 5215994.5),(49 5236784.5),(50 5257454.5),(51 5271359),(52 5288330.5),(53 5316975.5),(54 5327902.5),(55 5345402.5),(56 5350428.5),(57 5344973.5),(58 5332496),(59 5306703.5),(60 5264428),(61 5201965.5),(62 5119620.5),(63 5033813),(64 4935852),(65 4816185.5),(66 4684189.5),(67 4546094),(68 4412686),(69 4285810),(70 4161095.3),(71 4048822),(72 3934727.3),(73 3830204.8),(74 3744710.8),(75 3674347.3),(76 3622258.5),(77 3592558.3),(78 3581928.8),(79 3584912.5),
(1 32142.447),(2 120923.266),(3 260948.28),(4 446048.53),(5 673074.8),(6 931752.7),(7 1213789.6),(8 1516788.3),(9 1820244.3),(10 2123342),(11 2406158),(12 2675749.5),(13 2911956.5),(14 3119119.3),(15 3288829.3),(16 3435411),(17 3543025),(18 3624960.5),(19 3683309.3),(20 3716026.5),(21 3729842.3),(22 3720356.8),(23 3691741.8),(24 3641373),(25 3577627.8),(26 3500642.5),(27 3412389.8),(28 3322325),(29 3239955),(30 3165325.3),(31 3104156.5),(32 3058400.8),(33 3033208.3),(34 3031653.3),(35 3048830.5),(36 3088105),(37 3138549.3),(38 3201793),(39 3269922),(40 3338174.5),(41 3400938.3),(42 3461311.8),(43 3504935.5),(44 3541267.8),(45 3571961),(46 3599646),(47 3620501.8),(48 3639384),(49 3656129),(50 3663884),(51 3670995.3),(52 3667708.8),(53 3662165),(54 3652626.8),(55 3636272.3),(56 3612059),(57 3572986.3),(58 3532131.3),(59 3487053.3),(60 3444709),(61 3398815.5),(62 3351078.3),(63 3311603),(64 3278393),(65 3251363),(66 3230531),(67 3214217.8),(68 3197100),(69 3186154.3),(70 3180559.5),(71 3173243.3),(72 3165638),(73 3160748.3),(74 3159985.3),(75 3158791),(76 3147627.3),(77 3139629.8),(78 3121536),(79 3085221.8),
(1 40985.586),(2 155841.5),(3 336922.03),(4 574416.6),(5 863579.4),(6 1185696.5),(7 1538047.5),(8 1912765.4),(9 2282777.8),(10 2656905),(11 2998276),(12 3317702.8),(13 3602154.5),(14 3847592.3),(15 4045984),(16 4195135),(17 4298040),(18 4359447.5),(19 4384185.5),(20 4375463),(21 4341419.5),(22 4285024.5),(23 4211460.5),(24 4127781.5),(25 4043962),(26 3959975.8),(27 3880015),(28 3806153.8),(29 3750612),(30 3712243),(31 3698479.8),(32 3711209),(33 3755017),(34 3826328.5),(35 3905563.5),(36 4002327.5),(37 4113843.3),(38 4225624.5),(39 4325074),(40 4403295),(41 4471631.5),(42 4507203.5),(43 4516915),(44 4495379.5),(45 4446066),(46 4378230.5),(47 4288981),(48 4187840),(49 4068582.8),(50 3936212),(51 3808520.5),(52 3689368.5),(53 3576259.8),(54 3471375.8),(55 3380316.3),(56 3306199),(57 3255974.3),(58 3228280.5),(59 3216730.5),(60 3220112),(61 3240378),(62 3261732),(63 3293556.8),(64 3327050),(65 3356694.8),(66 3382238.5),(67 3400483.8),(68 3413431.5),(69 3415163.5),(70 3414015.3),(71 3408114.5),(72 3396032.3),(73 3380617),(74 3354464.3),(75 3323757.8),(76 3279548),(77 3225707.3),(78 3167139.3),(79 3107148.5),
(1 34905.906),(2 132367.25),(3 282271.25),(4 479492.03),(5 724233.25),(6 995128.2),(7 1289733.8),(8 1602318.9),(9 1911830),(10 2231117.3),(11 2517779),(12 2813193),(13 3089465.5),(14 3337485.8),(15 3549175.5),(16 3731071),(17 3872884),(18 3981829.8),(19 4056684.8),(20 4095328.3),(21 4106784.3),(22 4096551),(23 4061427.5),(24 4013046),(25 3954825),(26 3888173.5),(27 3822964.3),(28 3757527.5),(29 3703130.3),(30 3653610.8),(31 3612959.3),(32 3588938.3),(33 3571043.5),(34 3568142.3),(35 3558742.8),(36 3545117.3),(37 3527449),(38 3507969.5),(39 3483170.5),(40 3449145.3),(41 3414397.3),(42 3371602.3),(43 3321234.3),(44 3260384),(45 3201594.3),(46 3147936),(47 3105211.8),(48 3072957.8),(49 3043349.8),(50 3015809),(51 3006301.5),(52 3004629.3),(53 3016726.5),(54 3029547),(55 3041803.5),(56 3052325.8),(57 3067778.5),(58 3082431.8),(59 3093357.3),(60 3094937),(61 3099949.5),(62 3099653.8),(63 3089242.3),(64 3066221.8),(65 3036576),(66 2998368.8),(67 2958585.5),(68 2920733.3),(69 2884364.5),(70 2847409.5),(71 2805719.8),(72 2755530.3),(73 2702090),(74 2653451),(75 2610761),(76 2573685.8),(77 2548010.8),(78 2533378.3),(79 2526249.3),
(1 30005.06),(2 110857.19),(3 235417.52),(4 394243.34),(5 580491.1),(6 784834.1),(7 994101.75),(8 1206684.3),(9 1410475.9),(10 1603650.5),(11 1777078.3),(12 1936180.1),(13 2075304.9),(14 2194881.5),(15 2284422.8),(16 2354798.5),(17 2398829.5),(18 2425899.3),(19 2431483.5),(20 2427010),(21 2413004.5),(22 2388441),(23 2358210.8),(24 2329148.8),(25 2303131),(26 2280891.8),(27 2272831),(28 2280024.5),(29 2302501.8),(30 2341811),(31 2395020),(32 2465142.5),(33 2544425),(34 2635135.3),(35 2727138.5),(36 2823615.5),(37 2919935.3),(38 3014778.8),(39 3090777.5),(40 3155975.8),(41 3201518.3),(42 3229408.3),(43 3244934.5),(44 3251661.5),(45 3247450.3),(46 3238036),(47 3230682.8),(48 3219431.8),(49 3198882.8),(50 3174548.5),(51 3146429.5),(52 3119668.3),(53 3100976.8),(54 3080438.5),(55 3060630.5),(56 3043537),(57 3022043.8),(58 3004886.8),(59 2986413.8),(60 2971420),(61 2963314.8),(62 2961894.3),(63 2957407),(64 2948772.8),(65 2924589.5),(66 2894196.8),(67 2865722.3),(68 2834434.5),(69 2802885.8),(70 2769007),(71 2735172),(72 2694881),(73 2651174.5),(74 2600819.5),(75 2550965.3),(76 2501868.5),(77 2461078.8),(78 2425189),(79 2390396),
(1 33207.508),(2 124049.04),(3 266480.28),(4 449124.1),(5 664680),(6 902047.25),(7 1148554.1),(8 1398998.6),(9 1634266.1),(10 1853496.6),(11 2049030.9),(12 2217948.8),(13 2357308.8),(14 2466992.5),(15 2549894),(16 2605353.5),(17 2640476.5),(18 2657040.8),(19 2658588),(20 2653193.3),(21 2638288.5),(22 2617400.8),(23 2597990.5),(24 2578273.3),(25 2558776.3),(26 2542358.5),(27 2533569),(28 2523868.3),(29 2509429.3),(30 2491285),(31 2472492.5),(32 2450076.8),(33 2428736),(34 2412112.5),(35 2407261.3),(36 2413466.3),(37 2427546.8),(38 2451286.5),(39 2477310),(40 2509264.8),(41 2539065.5),(42 2568845.5),(43 2597820.5),(44 2634185.3),(45 2668864),(46 2712597),(47 2757157.3),(48 2800070.8),(49 2841923.8),(50 2886859.8),(51 2923800),(52 2949054.8),(53 2960749.3),(54 2955590.8),(55 2935382.3),(56 2897586.3),(57 2841786),(58 2777178.8),(59 2703206.3),(60 2631554.8),(61 2560316.8),(62 2495485),(63 2443270.3),(64 2402588.5),(65 2374276.3),(66 2364986.8),(67 2370298.3),(68 2388594.8),(69 2419149.3),(70 2457201),(71 2499604.3),(72 2541822.8),(73 2585128.5),(74 2618235.5),(75 2641374.8),(76 2652040),(77 2650654),(78 2640534),(79 2626058.5),
(1 37536.41),(2 140498.03),(3 300800.5),(4 503659.16),(5 739221.44),(6 996354.1),(7 1258336.5),(8 1518856.1),(9 1758227.5),(10 1975194),(11 2160938.5),(12 2314895.8),(13 2439548),(14 2532088.8),(15 2589107.5),(16 2613447),(17 2615666.3),(18 2595390.8),(19 2555768),(20 2505880.5),(21 2447071.8),(22 2387052),(23 2328870.8),(24 2278691.5),(25 2234743),(26 2201087.8),(27 2181592.3),(28 2172490.3),(29 2168452.3),(30 2166235.8),(31 2168471.8),(32 2169270.3),(33 2177183.8),(34 2191813.3),(35 2205814.5),(36 2222869.8),(37 2244967.5),(38 2266854.5),(39 2281551),(40 2295042.8),(41 2299036),(42 2292049.8),(43 2280800.3),(44 2263286),(45 2240051.5),(46 2218068.5),(47 2200639),(48 2184946.3),(49 2174779),(50 2178074),(51 2189506.5),(52 2208513.8),(53 2228500),(54 2253187.5),(55 2280737),(56 2305281.8),(57 2322014.3),(58 2333812),(59 2333685.8),(60 2330842),(61 2319646.3),(62 2306936.3),(63 2299889.5),(64 2288736.3),(65 2274526.5),(66 2264215.8),(67 2262663.5),(68 2266948.3),(69 2274407),(70 2287634.5),(71 2302175.3),(72 2318836),(73 2341985),(74 2365743),(75 2387777),(76 2414711),(77 2434292),(78 2451063),(79 2459365.8),
