1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53551.7),(2 179695.52),(3 358648.25),(4 562285.25),(5 791010.2),(6 1000508.94),(7 1229753.6),(8 1440713.6),(9 1611287.4),(10 1760649),(11 1854072),(12 1950039),(13 2033855.9),(14 2105444.8),(15 2284217),(16 2653960.5),(17 3008713.3),(18 3378676.8),(19 3762382),(20 4158821),(21 4512551.5),(22 4802816),(23 5059641.5),(24 5284879.5),(25 5526219.5),(26 5736603.5),(27 6001191.5),(28 6223210.5),(29 6451521.5),(30 6710024.5),(31 7036650.5),(32 7398201.5),(33 7798350.5),(34 8242756),(35 8694999),(36 9192993),(37 9688970),(38 10215493),(39 10688216),(40 11115823),(41 11556985),(42 12027191),(43 12494609),(44 12833445),(45 13158324),(46 13446283),(47 13671059),(48 13906087),(49 14185849),(50 14506573),(51 14795493),(52 15082093),(53 15429695),(54 15697668),(55 16003416),(56 16320860),(57 16677840),(58 16946464),(59 17139166),(60 17281418),(61 17424518),(62 17524648),(63 17624480),(64 17714786),(65 17891592),(66 18145606),(67 18416818),(68 18809938),(69 19169236),(70 19478564),(71 19742354),(72 19944274),(73 20124260),(74 20217728),(75 20385674),(76 20476494),(77 20554824),(78 20582712),(79 20565698),
(1 60867.996),(2 221085.66),(3 466687.4),(4 782300.7),(5 1162793.6),(6 1595418.1),(7 2075420.4),(8 2594454),(9 3137263.3),(10 3707789.3),(11 4307311.5),(12 4908976.5),(13 5528208.5),(14 6142285),(15 6755440),(16 7319493),(17 7835226.5),(18 8271140),(19 8647905),(20 8988014),(21 9297107),(22 9589473),(23 9862578),(24 10103182),(25 10318500),(26 10506227),(27 10652429),(28 10770755),(29 10845619),(30 10905230),(31 10934604),(32 10989430),(33 11077485),(34 11194715),(35 11314250),(36 11428510),(37 11536817),(38 11643345),(39 11731889),(40 11784252),(41 11817717),(42 11815918),(43 11801565),(44 11752712),(45 11690995),(46 11606611),(47 11505753),(48 11410396),(49 11300994),(50 11201916),(51 11082715),(52 10951186),(53 10836153),(54 10722859),(55 10625951),(56 10537907),(57 10474006),(58 10440915),(59 10442895),(60 10481509),(61 10552904),(62 10663376),(63 10798724),(64 10952430),(65 11137261),(66 11300967),(67 11452678),(68 11596562),(69 11731322),(70 11844171),(71 11934233),(72 11996132),(73 12022457),(74 12034314),(75 12013067),(76 11969869),(77 11933713),(78 11875398),(79 11780850),
(1 59897.363),(2 223438.63),(3 473366.1),(4 794645.8),(5 1181015.5),(6 1622409.6),(7 2103974.8),(8 2626551.3),(9 3183671.3),(10 3782698.3),(11 4439629.5),(12 5138434.5),(13 5857176),(14 6579886.5),(15 7320973.5),(16 8061436),(17 8758310),(18 9412561),(19 10041369),(20 10646725),(21 11249389),(22 11838427),(23 12431011),(24 12979337),(25 13478663),(26 13899824),(27 14252351),(28 14558235),(29 14799111),(30 15026819),(31 15254576),(32 15478292),(33 15696853),(34 15929047),(35 16137781),(36 16325259),(37 16491936),(38 16609316),(39 16659859),(40 16617051),(41 16497776),(42 16292235),(43 16043221),(44 15715397),(45 15355733),(46 14928828),(47 14473453),(48 14020808),(49 13580085),(50 13146144),(51 12746345),(52 12350407),(53 11985867),(54 11642661),(55 11324583),(56 11029459),(57 10779783),(58 10559698),(59 10386632),(60 10280640),(61 10251545),(62 10286828),(63 10398992),(64 10563389),(65 10803367),(66 11107553),(67 11462131),(68 11872991),(69 12327304),(70 12788869),(71 13256676),(72 13711021),(73 14163285),(74 14632092),(75 15104244),(76 15560059),(77 16016343),(78 16438067),(79 16804240),
(1 59836.49),(2 222492.38),(3 474789.97),(4 805038.4),(5 1207869.3),(6 1674309),(7 2182286.8),(8 2727608.3),(9 3291180.8),(10 3879530),(11 4486870.5),(12 5111081.5),(13 5745280),(14 6378228),(15 7006020),(16 7624729.5),(17 8214781.5),(18 8811646),(19 9392122),(20 9975116),(21 10527351),(22 11038500),(23 11530775),(24 11959451),(25 12347407),(26 12691784),(27 12973381),(28 13192369),(29 13370872),(30 13501780),(31 13600387),(32 13699643),(33 13809407),(34 13931005),(35 14034380),(36 14132096),(37 14218931),(38 14303319),(39 14353221),(40 14361315),(41 14352870),(42 14318098),(43 14255378),(44 14147686),(45 14028058),(46 13869320),(47 13699681),(48 13520074),(49 13348923),(50 13178269),(51 13029188),(52 12891286),(53 12790492),(54 12708684),(55 12634342),(56 12573650),(57 12512115),(58 12456732),(59 12417203),(60 12390129),(61 12355876),(62 12315858),(63 12264841),(64 12193076),(65 12116183),(66 12023539),(67 11940859),(68 11844160),(69 11737815),(70 11633887),(71 11540242),(72 11460253),(73 11394272),(74 11347590),(75 11316257),(76 11295442),(77 11299072),(78 11313759),(79 11336148),
(1 69607.02),(2 259282.66),(3 547502.8),(4 912566.25),(5 1351313.8),(6 1869143.5),(7 2439217.5),(8 3066377),(9 3728485.8),(10 4427309.5),(11 5152546),(12 5893994),(13 6635737.5),(14 7361494.5),(15 8093892.5),(16 8822459),(17 9546762),(18 10272761),(19 10985384),(20 11673725),(21 12302221),(22 12863308),(23 13372737),(24 13806913),(25 14169695),(26 14461550),(27 14651489),(28 14750570),(29 14765674),(30 14703511),(31 14568900),(32 14389763),(33 14156252),(34 13872969),(35 13554840),(36 13191744),(37 12797304),(38 12370876),(39 11915793),(40 11427437),(41 10945439),(42 10470087),(43 10021189),(44 9588291),(45 9196953),(46 8852464),(47 8557052),(48 8325690),(49 8170590),(50 8082574.5),(51 8073467.5),(52 8148524),(53 8286701),(54 8460648),(55 8674401),(56 8908995),(57 9123120),(58 9340935),(59 9561820),(60 9775245),(61 9987377),(62 10191498),(63 10380211),(64 10531142),(65 10679076),(66 10783009),(67 10877828),(68 10935772),(69 10953737),(70 10927949),(71 10880855),(72 10803840),(73 10691688),(74 10556201),(75 10393236),(76 10202303),(77 9994820),(78 9779901),(79 9567061),
(1 64441.906),(2 243430.27),(3 520859.16),(4 871649.3),(5 1292608.9),(6 1776993.5),(7 2311139.8),(8 2899879),(9 3519782),(10 4171818.8),(11 4857713),(12 5563846),(13 6273835.5),(14 7003021),(15 7755258),(16 8503580),(17 9258059),(18 10014731),(19 10739513),(20 11360873),(21 11866875),(22 12245426),(23 12539282),(24 12746079),(25 12846722),(26 12871279),(27 12809134),(28 12671552),(29 12487499),(30 12233929),(31 11943164),(32 11622253),(33 11274748),(34 10906772),(35 10505939),(36 10072658),(37 9622008),(38 9150710),(39 8661541),(40 8158731.5),(41 7680775),(42 7245244),(43 6869363),(44 6539709.5),(45 6275929),(46 6063849.5),(47 5906237),(48 5801654.5),(49 5753417),(50 5751847),(51 5796835),(52 5875899.5),(53 5982748),(54 6101080.5),(55 6233545),(56 6379658.5),(57 6520902.5),(58 6644406),(59 6768202.5),(60 6878569.5),(61 6982194),(62 7069787.5),(63 7146985.5),(64 7196693.5),(65 7221326),(66 7220097),(67 7238416),(68 7248247.5),(69 7268659),(70 7281750.5),(71 7309111),(72 7345478.5),(73 7392455.5),(74 7439602.5),(75 7476710),(76 7499386),(77 7524684.5),(78 7546104.5),(79 7562932),
(1 69789.8),(2 263736.38),(3 562991.9),(4 939611.06),(5 1374684.6),(6 1860222.9),(7 2369242.5),(8 2895355.5),(9 3424829.3),(10 3959892.8),(11 4491589.5),(12 5017957),(13 5534976.5),(14 6021223),(15 6475695.5),(16 6902545),(17 7296040.5),(18 7661790),(19 7988068.5),(20 8247065),(21 8439209),(22 8542047),(23 8596980),(24 8599132),(25 8559632),(26 8486852),(27 8384856.5),(28 8262836.5),(29 8140014),(30 8008272),(31 7862231.5),(32 7717582),(33 7574179),(34 7430205),(35 7281258.5),(36 7116781),(37 6945780.5),(38 6763071.5),(39 6573040),(40 6378344.5),(41 6193920.5),(42 6039915.5),(43 5921202),(44 5830327),(45 5768079),(46 5733073),(47 5721355.5),(48 5734590.5),(49 5773000.5),(50 5840243.5),(51 5937046.5),(52 6054811),(53 6191223.5),(54 6333699),(55 6471096),(56 6590441),(57 6696229),(58 6786019.5),(59 6868624),(60 6934005.5),(61 6988683.5),(62 7018517),(63 7033096),(64 7023497.5),(65 6994253),(66 6954299.5),(67 6906837),(68 6862411),(69 6802113),(70 6731060.5),(71 6657958.5),(72 6585690),(73 6514934.5),(74 6454273),(75 6393975),(76 6342630.5),(77 6309317.5),(78 6294851.5),(79 6300581.5),
(1 67789.06),(2 256974.3),(3 549988.56),(4 926228.25),(5 1365483.5),(6 1861739),(7 2401855.5),(8 2973919.8),(9 3543218.5),(10 4097462.8),(11 4610308),(12 5074399),(13 5489047),(14 5842778),(15 6135474.5),(16 6395767.5),(17 6596445),(18 6753132),(19 6861666),(20 6907449),(21 6894499),(22 6843802),(23 6770322.5),(24 6670528.5),(25 6545237),(26 6412050),(27 6284169.5),(28 6152221),(29 6039241),(30 5937554),(31 5852621.5),(32 5804329),(33 5751269),(34 5702598),(35 5644446),(36 5576053.5),(37 5497169),(38 5398294.5),(39 5290089.5),(40 5186873),(41 5099006),(42 5035792.5),(43 5000462.5),(44 4990225.5),(45 5005896.5),(46 5055578),(47 5148263),(48 5283329.5),(49 5448119.5),(50 5640970.5),(51 5856844.5),(52 6081045.5),(53 6293410.5),(54 6492204.5),(55 6672930.5),(56 6833618),(57 6971840.5),(58 7091882.5),(59 7206791),(60 7310039.5),(61 7404134),(62 7464841.5),(63 7499240.5),(64 7512323.5),(65 7499539.5),(66 7481286),(67 7459251),(68 7419238),(69 7359029.5),(70 7268036),(71 7160874.5),(72 7028459.5),(73 6892275),(74 6732122.5),(75 6577439),(76 6417974),(77 6268614.5),(78 6124551),(79 5997125),
(1 51028.625),(2 187854.58),(3 391656.2),(4 638247.2),(5 925523),(6 1242624.8),(7 1593017.5),(8 1974610.8),(9 2380394.8),(10 2809437.8),(11 3258865),(12 3726179),(13 4198609.5),(14 4672566.5),(15 5128004),(16 5556004),(17 5938497.5),(18 6266176.5),(19 6534250.5),(20 6702016),(21 6776813),(22 6783907),(23 6726381.5),(24 6615456.5),(25 6460144.5),(26 6293515.5),(27 6120043.5),(28 5972699.5),(29 5839498.5),(30 5734969),(31 5637755.5),(32 5533615.5),(33 5425656),(34 5299086),(35 5171122.5),(36 5033660),(37 4885246.5),(38 4736182.5),(39 4580536.5),(40 4434893),(41 4305169),(42 4205527.5),(43 4132710.3),(44 4091807),(45 4085124.8),(46 4112771),(47 4171216.5),(48 4265041.5),(49 4384276.5),(50 4530628),(51 4682751),(52 4841480.5),(53 5000693.5),(54 5153536),(55 5300949.5),(56 5440672),(57 5570812),(58 5687548),(59 5792942.5),(60 5888709.5),(61 5982768),(62 6050712),(63 6086461),(64 6098536),(65 6072488),(66 6022601),(67 5967389.5),(68 5908340.5),(69 5842317),(70 5767366),(71 5689767),(72 5614645),(73 5549233.5),(74 5484904),(75 5438793.5),(76 5410084.5),(77 5405842),(78 5420572),(79 5445864.5),
(1 43168.383),(2 153936.89),(3 314410.84),(4 506960.06),(5 725058.5),(6 963938.1),(7 1215772),(8 1480490.4),(9 1749472.8),(10 2010468.4),(11 2256836),(12 2489487.3),(13 2708546.8),(14 2911899.8),(15 3087560),(16 3238950),(17 3380048.3),(18 3498991),(19 3620341.3),(20 3735712),(21 3853864),(22 3966935.5),(23 4064986.5),(24 4152977.5),(25 4237943.5),(26 4311983),(27 4390791.5),(28 4469825.5),(29 4548272.5),(30 4630934),(31 4713266),(32 4782441),(33 4825753),(34 4835801),(35 4813999),(36 4773292),(37 4721946),(38 4662013),(39 4597084),(40 4527270),(41 4459726),(42 4392524),(43 4333260.5),(44 4287283.5),(45 4270811),(46 4292137.5),(47 4341097.5),(48 4415562.5),(49 4506280.5),(50 4613576),(51 4724876),(52 4835475),(53 4935434.5),(54 5034029),(55 5132640.5),(56 5235732),(57 5342660.5),(58 5445566),(59 5539877),(60 5619984.5),(61 5689954.5),(62 5748074),(63 5798274),(64 5832425),(65 5846712),(66 5848700),(67 5846075),(68 5835578),(69 5824675),(70 5806837.5),(71 5784081),(72 5759109),(73 5723821),(74 5681239.5),(75 5646992),(76 5603639),(77 5556181.5),(78 5510940),(79 5470655),
(1 44384.71),(2 159278.6),(3 325409.2),(4 521938.16),(5 740470.2),(6 977120.75),(7 1226846),(8 1487976),(9 1746712.3),(10 2005714.6),(11 2253109.8),(12 2488543.8),(13 2703752.5),(14 2901570.5),(15 3083919.5),(16 3244423.8),(17 3385823),(18 3498694.5),(19 3594281.8),(20 3665927.8),(21 3731278.3),(22 3786111.3),(23 3833008.5),(24 3880498.3),(25 3934868.3),(26 4000040.8),(27 4071543.8),(28 4139721),(29 4197861),(30 4240497),(31 4267261.5),(32 4273116),(33 4246541),(34 4191834),(35 4107322.8),(36 4003380),(37 3891438.3),(38 3776470.5),(39 3671636),(40 3579253),(41 3518460),(42 3487088.8),(43 3492350.3),(44 3527016.8),(45 3587861.5),(46 3668007.8),(47 3757160.8),(48 3858453.5),(49 3969375.3),(50 4085357.5),(51 4213585),(52 4337108),(53 4470839.5),(54 4583289.5),(55 4680218),(56 4764191),(57 4835605),(58 4892777.5),(59 4930648),(60 4951032),(61 4961639.5),(62 4964392),(63 4954726),(64 4928703.5),(65 4876889),(66 4816527.5),(67 4749459),(68 4692896),(69 4627739.5),(70 4555070.5),(71 4486397.5),(72 4416435.5),(73 4342220),(74 4261899),(75 4198701),(76 4137754),(77 4086452),(78 4047698.3),(79 4024570.8),
(1 46783.094),(2 169073.42),(3 348420.16),(4 566382.7),(5 815291.7),(6 1091919.5),(7 1389619.5),(8 1704931.1),(9 2019814.4),(10 2334706.8),(11 2635665.5),(12 2917512.8),(13 3173848.8),(14 3399399.8),(15 3594430.8),(16 3757256.3),(17 3892473.5),(18 3991514.5),(19 4062867.8),(20 4111708),(21 4137905),(22 4137470.3),(23 4133790.8),(24 4120940.3),(25 4112400.5),(26 4095121),(27 4075376.5),(28 4036606.3),(29 4001133.8),(30 3947941),(31 3878583.8),(32 3792268.8),(33 3694351.5),(34 3600202.3),(35 3511139.5),(36 3429891.5),(37 3355918.5),(38 3292886.8),(39 3241903.8),(40 3203743),(41 3186414.5),(42 3189763.8),(43 3217631.5),(44 3265796.5),(45 3338304),(46 3421653.8),(47 3517052.8),(48 3632450.8),(49 3761682.8),(50 3879308.8),(51 3990953.5),(52 4076203),(53 4132763),(54 4168401.3),(55 4201198.5),(56 4212280),(57 4201926.5),(58 4164236.3),(59 4111606),(60 4035193.3),(61 3949690.5),(62 3866006),(63 3785840.5),(64 3704991.5),(65 3628506.8),(66 3562403.8),(67 3514969.3),(68 3478983.5),(69 3450017.3),(70 3429814.8),(71 3415000.3),(72 3407632),(73 3405694.3),(74 3404805.3),(75 3417276.8),(76 3425424.5),(77 3438266.8),(78 3459164.8),(79 3489606),
(1 48291.656),(2 175397.64),(3 361371.56),(4 588395.56),(5 842852.56),(6 1114766.5),(7 1395860),(8 1677478.3),(9 1942284.9),(10 2197996.3),(11 2433630.3),(12 2653035.5),(13 2843868.8),(14 3025972.5),(15 3180279.3),(16 3308281.3),(17 3413870.3),(18 3507282),(19 3575737.3),(20 3623027.8),(21 3647929.3),(22 3653991.5),(23 3656380.5),(24 3659511.5),(25 3663872.3),(26 3659325),(27 3637477),(28 3598111.3),(29 3542997.5),(30 3472388.3),(31 3385511.8),(32 3288094),(33 3188223.8),(34 3092626.8),(35 3001218.3),(36 2923383),(37 2860981.8),(38 2821992),(39 2794331),(40 2787454.5),(41 2803297.8),(42 2839042.3),(43 2891271.5),(44 2955462.3),(45 3019909),(46 3088901),(47 3157138),(48 3227995),(49 3291589.8),(50 3351815),(51 3412200.3),(52 3481497),(53 3549052.3),(54 3605707.8),(55 3664332),(56 3711669.8),(57 3749181.8),(58 3770669.8),(59 3771464.5),(60 3754925),(61 3723110.3),(62 3682007.3),(63 3640327.3),(64 3595331.8),(65 3551872.5),(66 3514070.8),(67 3481992),(68 3461350.3),(69 3439729.8),(70 3431968.8),(71 3431521),(72 3443171),(73 3463062.3),(74 3480195.3),(75 3500985.5),(76 3515003.3),(77 3527924.5),(78 3538294.8),(79 3550927.5),
(1 46565.25),(2 169619.98),(3 352701.06),(4 580646.44),(5 845338.44),(6 1136015.4),(7 1441243.5),(8 1759260.3),(9 2071103.5),(10 2372780.3),(11 2660624.8),(12 2927975.8),(13 3173893.5),(14 3390877.5),(15 3568676.8),(16 3711331.3),(17 3806720.3),(18 3878070.8),(19 3920954.5),(20 3942825.3),(21 3950255.3),(22 3944248.5),(23 3933722.8),(24 3913415),(25 3894282.8),(26 3873458.5),(27 3850111.3),(28 3827655.8),(29 3801313.8),(30 3777137.8),(31 3745679.3),(32 3712802.3),(33 3689883.5),(34 3667555.8),(35 3648945.5),(36 3625682.5),(37 3604868),(38 3595795.3),(39 3587404),(40 3596266.5),(41 3613213),(42 3634407.8),(43 3651784.5),(44 3661705.3),(45 3660602.5),(46 3651265.8),(47 3633486.3),(48 3614226.5),(49 3583840),(50 3544396.3),(51 3502691),(52 3457079.8),(53 3412435.8),(54 3356306.5),(55 3296402.3),(56 3239764),(57 3185206.3),(58 3137841.8),(59 3091844.8),(60 3050438),(61 3011283.8),(62 2981831.8),(63 2959296.8),(64 2957113),(65 2969407),(66 2988555.3),(67 3013297),(68 3042958.3),(69 3073054.3),(70 3098969.5),(71 3132314),(72 3166501.3),(73 3207973.3),(74 3245806.5),(75 3283453),(76 3324743.8),(77 3362490.8),(78 3395869),(79 3428312.5),
(1 46608.1),(2 169816.8),(3 351863.38),(4 578988.8),(5 837609.75),(6 1122988.5),(7 1416729.1),(8 1717072.1),(9 2002156.3),(10 2276361.8),(11 2538126.5),(12 2780975.3),(13 3000009),(14 3195934.5),(15 3356671.3),(16 3494365.3),(17 3605577.3),(18 3687024.8),(19 3749331.3),(20 3795501.5),(21 3826722.3),(22 3852250.3),(23 3882752),(24 3907346.3),(25 3941538.5),(26 3972680.3),(27 4007133.3),(28 4041195.5),(29 4080566.8),(30 4117567.3),(31 4156282.3),(32 4193481.3),(33 4222516),(34 4249973.5),(35 4264365.5),(36 4267329.5),(37 4261723),(38 4249783),(39 4235263),(40 4221859.5),(41 4206421.5),(42 4191831),(43 4184886),(44 4176809.3),(45 4175906.5),(46 4180977),(47 4175160.3),(48 4173942.8),(49 4162038),(50 4132726),(51 4094919.8),(52 4058946.8),(53 4024165.8),(54 3987774.3),(55 3946684),(56 3894641),(57 3835379.3),(58 3782167.5),(59 3730506.8),(60 3681371.5),(61 3625891.3),(62 3579379.5),(63 3540784.3),(64 3518964),(65 3509290),(66 3512430.3),(67 3527277.5),(68 3547926),(69 3577576.3),(70 3612766.5),(71 3654809),(72 3704282.3),(73 3766040.5),(74 3813825.8),(75 3855628),(76 3885853.8),(77 3901394.8),(78 3899242.8),(79 3876586),
(1 46144.047),(2 168094.2),(3 342820.2),(4 552512.7),(5 784996.9),(6 1030567),(7 1282424.5),(8 1537684.8),(9 1779693.8),(10 2005115),(11 2209402.3),(12 2384615),(13 2516213.3),(14 2601754.8),(15 2633261.8),(16 2626135.5),(17 2598955.5),(18 2554431.3),(19 2503133),(20 2447458.5),(21 2407243.5),(22 2395901.8),(23 2431278.5),(24 2489775.8),(25 2566498.3),(26 2656146.5),(27 2752966.5),(28 2853164.8),(29 2956105.3),(30 3051965.3),(31 3143046.5),(32 3224192.8),(33 3283269),(34 3335064.3),(35 3375977.5),(36 3398770.5),(37 3405545.3),(38 3395167),(39 3364437.3),(40 3324886.5),(41 3268911.8),(42 3207183.3),(43 3138241.5),(44 3066224.3),(45 2991980.8),(46 2920554.3),(47 2857578.3),(48 2813111),(49 2786838),(50 2784144),(51 2800370.3),(52 2832872.3),(53 2882882.8),(54 2944787),(55 3008602),(56 3066149),(57 3111655.5),(58 3147702),(59 3169508),(60 3180695),(61 3177713),(62 3162768.8),(63 3142393.3),(64 3107696.8),(65 3061478.5),(66 3010199.8),(67 2951733.8),(68 2893431.5),(69 2840436.3),(70 2797436.5),(71 2770692.5),(72 2762713.8),(73 2772616.5),(74 2787498.8),(75 2804877.5),(76 2825356),(77 2849588.5),(78 2864154),(79 2870098.5),
(1 53775.94),(2 196524.75),(3 402051.2),(4 654635.3),(5 933013.5),(6 1226830.3),(7 1515415.8),(8 1799805.5),(9 2059893),(10 2301638.8),(11 2508644.5),(12 2671223.5),(13 2772651.5),(14 2817202.3),(15 2807346.8),(16 2754276.3),(17 2672488.3),(18 2573380.3),(19 2473433),(20 2370177.3),(21 2277443.8),(22 2203376.5),(23 2152377),(24 2125810.8),(25 2122206.5),(26 2142283.5),(27 2190071.5),(28 2259071.3),(29 2341413.8),(30 2447218.8),(31 2575822.8),(32 2712912.8),(33 2855600.8),(34 2993305.3),(35 3118026.8),(36 3213525),(37 3281069.8),(38 3325728),(39 3337201.3),(40 3304352),(41 3240477.3),(42 3153972.3),(43 3044209),(44 2924981.5),(45 2809384),(46 2715676.5),(47 2640597),(48 2591988.3),(49 2567816.8),(50 2567747.3),(51 2588613),(52 2624447.5),(53 2669877.3),(54 2716408.8),(55 2754402.8),(56 2787314),(57 2813252.5),(58 2826230.3),(59 2827786.5),(60 2815261.5),(61 2789570.3),(62 2753935),(63 2714830.5),(64 2672508.3),(65 2622555.5),(66 2572479.5),(67 2520476.3),(68 2479935),(69 2444338.8),(70 2421744.5),(71 2412923.8),(72 2416238),(73 2437999.5),(74 2471604),(75 2517612.5),(76 2577473.5),(77 2645274),(78 2715836.8),(79 2787517),
(1 60667.793),(2 223378.16),(3 459384.28),(4 747338.56),(5 1067179.9),(6 1405272.9),(7 1744774.8),(8 2081580.5),(9 2389901.5),(10 2671555.5),(11 2911381.3),(12 3092130.8),(13 3204539.5),(14 3240886),(15 3205190.5),(16 3106383.3),(17 2966892.8),(18 2797757.3),(19 2628263.8),(20 2459820.5),(21 2314853.8),(22 2193360.3),(23 2108364.3),(24 2052073.4),(25 2030523.8),(26 2039253.8),(27 2083735.3),(28 2160316),(29 2261032.3),(30 2382363),(31 2521883.8),(32 2673922.3),(33 2831606),(34 2971175.5),(35 3082386.3),(36 3160093.3),(37 3200748.5),(38 3211193.3),(39 3182930.8),(40 3123311),(41 3034927.8),(42 2926816.8),(43 2806705.5),(44 2682374.8),(45 2567962),(46 2477661.3),(47 2418447.8),(48 2397485.8),(49 2418231.5),(50 2480772.5),(51 2583950),(52 2717260.8),(53 2877187.8),(54 3037507.5),(55 3198587.8),(56 3360520.3),(57 3493714.3),(58 3599413.8),(59 3677542),(60 3719717.8),(61 3715690),(62 3666790.5),(63 3577509.8),(64 3458575.8),(65 3312321.5),(66 3153440.8),(67 2990954.3),(68 2844036),(69 2714357),(70 2614331),(71 2553599.8),(72 2529314),(73 2548569.5),(74 2600599.5),(75 2686062.5),(76 2798904.8),(77 2930559.8),(78 3054230.8),(79 3169097.3),
