1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88144.18),(2 308513),(3 689130.25),(4 1203762.8),(5 1868418.4),(6 2669820.5),(7 3606745),(8 4688546.5),(9 5933285.5),(10 7275392),(11 8762200),(12 10375569),(13 12136365),(14 13960424),(15 15881539),(16 17828814),(17 19785106),(18 21798664),(19 23862830),(20 25932278),(21 28030930),(22 30172610),(23 32368448),(24 34553460),(25 36735156),(26 38917084),(27 41096840),(28 43351650),(29 45674516),(30 47965236),(31 50346508),(32 52743840),(33 55261630),(34 57751790),(35 60299316),(36 62935460),(37 65705716),(38 68621780),(39 71686970),(40 74789050),(41 78087200),(42 81526216),(43 85256776),(44 89271850),(45 93489150),(46 97820030),(47 102430760),(48 107355096),(49 112512490),(50 117558616),(51 122864280),(52 128178296),(53 133492936),(54 138916380),(55 144401230),(56 150159280),(57 156289490),(58 162548880),(59 168815090),(60 175454740),(61 182059710),(62 188474240),(63 195209840),(64 202094670),(65 209052240),(66 216186110),(67 223221390),(68 230142320),(69 236450130),(70 242968770),(71 248935760),(72 254723970),(73 260590930),(74 266666690),(75 272770600),(76 279272300),(77 285785300),(78 292492200),(79 298787940),
(1 53896.12),(2 208379.9),(3 454135.22),(4 770270.5),(5 1152683.3),(6 1590963),(7 2077461.9),(8 2603881.5),(9 3167832.8),(10 3766276.3),(11 4382732.5),(12 5020422.5),(13 5681458),(14 6331880.5),(15 6970056.5),(16 7552762.5),(17 8087913.5),(18 8572138),(19 9017710),(20 9423083),(21 9760001),(22 10061885),(23 10317874),(24 10522506),(25 10678802),(26 10781713),(27 10846045),(28 10897545),(29 10896876),(30 10886568),(31 10874582),(32 10844738),(33 10827353),(34 10776929),(35 10724126),(36 10651871),(37 10587633),(38 10533096),(39 10472122),(40 10434975),(41 10427814),(42 10443266),(43 10518709),(44 10612558),(45 10696902),(46 10782112),(47 10866259),(48 10969581),(49 11076407),(50 11195068),(51 11355947),(52 11551795),(53 11754269),(54 11953226),(55 12157813),(56 12353523),(57 12531637),(58 12697272),(59 12845866),(60 12976811),(61 13070272),(62 13132310),(63 13156211),(64 13109933),(65 13027431),(66 12922595),(67 12799267),(68 12661493),(69 12477028),(70 12274563),(71 12063168),(72 11837747),(73 11601599),(74 11364678),(75 11120652),(76 10896371),(77 10689411),(78 10483531),(79 10301206),
(1 47078.64),(2 179197.17),(3 390843.4),(4 666544.3),(5 997593.2),(6 1372152),(7 1779987),(8 2222988),(9 2688168.8),(10 3172688),(11 3657055.3),(12 4151188.8),(13 4656654.5),(14 5134944.5),(15 5605136),(16 6036137.5),(17 6436189.5),(18 6802190.5),(19 7124978),(20 7414794.5),(21 7656035.5),(22 7878942.5),(23 8068653.5),(24 8239849.5),(25 8402814),(26 8555723),(27 8718397),(28 8890648),(29 9055754),(30 9247575),(31 9451902),(32 9652063),(33 9859593),(34 10037157),(35 10228044),(36 10411547),(37 10586627),(38 10759170),(39 10924733),(40 11083093),(41 11244297),(42 11400920),(43 11593259),(44 11792096),(45 12012229),(46 12256296),(47 12483883),(48 12691291),(49 12879864),(50 13028209),(51 13158032),(52 13241452),(53 13295171),(54 13316987),(55 13329665),(56 13352477),(57 13377604),(58 13405864),(59 13411048),(60 13413896),(61 13396876),(62 13315889),(63 13192651),(64 13023064),(65 12826672),(66 12572432),(67 12267707),(68 11952459),(69 11615867),(70 11258947),(71 10884923),(72 10494592),(73 10109435),(74 9735928),(75 9365761),(76 9002577),(77 8659429),(78 8322448),(79 7975123.5),
(1 43033.86),(2 164027.81),(3 355402.13),(4 599970.56),(5 888529.94),(6 1215941.6),(7 1574141.1),(8 1959513.9),(9 2361465.5),(10 2776641),(11 3195131),(12 3614498.3),(13 4027261.5),(14 4405173),(15 4758511),(16 5077806.5),(17 5366402),(18 5629614),(19 5876246),(20 6100210),(21 6295932),(22 6479278),(23 6659447),(24 6832384),(25 7002006),(26 7184436.5),(27 7370827),(28 7558780),(29 7748946.5),(30 7941135.5),(31 8126680.5),(32 8281637),(33 8437011),(34 8570057),(35 8700396),(36 8814387),(37 8917965),(38 9005725),(39 9069348),(40 9123149),(41 9159041),(42 9167912),(43 9164801),(44 9140726),(45 9092138),(46 9033716),(47 8952246),(48 8843159),(49 8703567),(50 8534345),(51 8338117),(52 8126548),(53 7907101),(54 7681147),(55 7454603.5),(56 7226702.5),(57 7010496),(58 6801645),(59 6609445),(60 6456606.5),(61 6340192.5),(62 6256891),(63 6199621),(64 6176741),(65 6187883.5),(66 6219466),(67 6258123),(68 6300317),(69 6348866),(70 6406332),(71 6457079),(72 6469078),(73 6461873.5),(74 6429513),(75 6377094.5),(76 6304767.5),(77 6222761),(78 6152874),(79 6086793),
(1 36728.89),(2 138247.4),(3 292185.9),(4 483587.44),(5 703101.06),(6 946700.4),(7 1211058.1),(8 1487262.9),(9 1767508.1),(10 2045793.1),(11 2317551.8),(12 2576527),(13 2810991),(14 3017987),(15 3194951.3),(16 3331735.3),(17 3434560.3),(18 3524252.5),(19 3598043.8),(20 3655626),(21 3693874.5),(22 3720003),(23 3752005.8),(24 3782925.5),(25 3811211.5),(26 3844255.3),(27 3870343),(28 3886957.8),(29 3909136.3),(30 3936015.3),(31 3961217.3),(32 3993010.5),(33 4019222),(34 4042927.3),(35 4061933),(36 4074455),(37 4082341),(38 4082758),(39 4090344),(40 4096669.5),(41 4113707.5),(42 4131914),(43 4155258.5),(44 4182547.8),(45 4205321.5),(46 4210911),(47 4210009),(48 4202807.5),(49 4185925.8),(50 4173797.5),(51 4166937),(52 4159939.3),(53 4156374),(54 4156539.5),(55 4167027),(56 4191796.8),(57 4234107.5),(58 4283888.5),(59 4341703.5),(60 4411089.5),(61 4493315),(62 4589092),(63 4687186),(64 4776493.5),(65 4852894.5),(66 4919547.5),(67 4968296),(68 4988286),(69 5000160),(70 5008686.5),(71 5006749),(72 4989788),(73 4956420),(74 4917833),(75 4867455),(76 4793042),(77 4671926),(78 4528906),(79 4401678.5),
(1 32128.953),(2 118919.37),(3 247269.42),(4 405232.56),(5 585398.94),(6 789317.94),(7 1014672),(8 1249041.8),(9 1484806.4),(10 1715696.3),(11 1935313.5),(12 2140836.3),(13 2325928.5),(14 2486097),(15 2616583.5),(16 2720358),(17 2802415.5),(18 2868688.5),(19 2916532.3),(20 2952632.3),(21 2973508.8),(22 2995254.5),(23 3027590),(24 3066048.5),(25 3106292.3),(26 3143936.5),(27 3174458.8),(28 3197466.8),(29 3226227.3),(30 3257648.5),(31 3288501.3),(32 3312133.3),(33 3329687.5),(34 3340750.8),(35 3355387.5),(36 3365685),(37 3361417),(38 3352639.8),(39 3339179.5),(40 3315427.3),(41 3290633),(42 3266325.8),(43 3251731),(44 3243408),(45 3235408),(46 3235569.8),(47 3246091.5),(48 3267330.8),(49 3303657.3),(50 3350862.8),(51 3420105.5),(52 3496244.3),(53 3569984.5),(54 3635561.5),(55 3694068.8),(56 3750305.3),(57 3803112),(58 3862973.8),(59 3934158.3),(60 4023791.8),(61 4134726),(62 4261168),(63 4404303.5),(64 4552660),(65 4697915.5),(66 4832288),(67 4937394.5),(68 5003696.5),(69 5038463),(70 5049907),(71 5032867.5),(72 4985979.5),(73 4931759.5),(74 4869610),(75 4806466),(76 4742958.5),(77 4679868.5),(78 4616350),(79 4536915),
(1 29020.893),(2 106664.7),(3 221375.61),(4 362571.47),(5 524474.9),(6 703845.25),(7 897592.6),(8 1096178.5),(9 1291355.5),(10 1481973.6),(11 1659794.5),(12 1823610.4),(13 1968209.1),(14 2088863.9),(15 2179803.5),(16 2249741.8),(17 2302374.5),(18 2343320.5),(19 2370379.3),(20 2384935.8),(21 2390916.8),(22 2393055.3),(23 2392489.5),(24 2379906.3),(25 2366637.8),(26 2354057.8),(27 2343221.5),(28 2335259.8),(29 2328736.8),(30 2321558.5),(31 2317161.5),(32 2312674.8),(33 2309920.5),(34 2314186.3),(35 2323361.3),(36 2336326.3),(37 2357060),(38 2394964.8),(39 2442103),(40 2490475.5),(41 2547720),(42 2618338.8),(43 2705584.8),(44 2787524.3),(45 2863479),(46 2940972.5),(47 3008476),(48 3063071),(49 3109824),(50 3156219.3),(51 3198857.8),(52 3247850.3),(53 3304178.3),(54 3361722.8),(55 3421130.3),(56 3481937),(57 3536566.5),(58 3582572.3),(59 3618737.5),(60 3641434.3),(61 3649988),(62 3649479),(63 3642276.3),(64 3624293),(65 3587922.3),(66 3536516.8),(67 3477443.8),(68 3422768.5),(69 3363628.3),(70 3296952.3),(71 3231119),(72 3178698.3),(73 3131763.8),(74 3086425.8),(75 3050060.8),(76 3025543.3),(77 3015657.5),(78 3009719.8),(79 2992716),
(1 29780.867),(2 110533.445),(3 231651.33),(4 380243.44),(5 548214.25),(6 727125.8),(7 909304.25),(8 1087146.1),(9 1258439.4),(10 1421963.4),(11 1573091.1),(12 1710159.6),(13 1825441.3),(14 1919218.4),(15 2000573.5),(16 2065404.1),(17 2115999),(18 2156954),(19 2181931.8),(20 2187996.3),(21 2192039.8),(22 2193111.3),(23 2192193.3),(24 2184227),(25 2178127),(26 2181472.5),(27 2193996.5),(28 2208285),(29 2213805),(30 2209486.3),(31 2198604.3),(32 2184626.5),(33 2175720.8),(34 2171187.8),(35 2163606.8),(36 2152996.8),(37 2151377.3),(38 2155148.5),(39 2161647.3),(40 2165309),(41 2168214.8),(42 2173431.8),(43 2182760.3),(44 2191354.5),(45 2195090.3),(46 2195672.3),(47 2188190),(48 2174775.8),(49 2166720.3),(50 2166869.8),(51 2179420.5),(52 2208928.3),(53 2249835.8),(54 2284762.5),(55 2317610.3),(56 2347202.5),(57 2371042.5),(58 2379696.5),(59 2379084.5),(60 2376011),(61 2374650.8),(62 2370912),(63 2361226.3),(64 2339321.8),(65 2305816),(66 2279517),(67 2269897.5),(68 2277853.5),(69 2294782.5),(70 2305428.8),(71 2300346.8),(72 2285062.8),(73 2261534.3),(74 2236483.5),(75 2216976),(76 2208042.8),(77 2214375.8),(78 2238849),(79 2273806),
(1 27554.55),(2 101112.04),(3 210720.13),(4 344664.34),(5 494931.97),(6 655614.25),(7 822009),(8 986829.25),(9 1146167.8),(10 1293849.6),(11 1427559.3),(12 1537405.1),(13 1622436.1),(14 1683357.4),(15 1726004.1),(16 1752588.8),(17 1765460.1),(18 1768955),(19 1766204.3),(20 1764077.4),(21 1766711),(22 1777874.6),(23 1796353.8),(24 1823653.1),(25 1859886.1),(26 1900730.4),(27 1936277.9),(28 1962421.8),(29 1972511.6),(30 1973619.1),(31 1967853.3),(32 1956192.8),(33 1946645),(34 1939434.9),(35 1932367.1),(36 1928180.1),(37 1924047.3),(38 1916852.4),(39 1912017.3),(40 1913748.5),(41 1922186.6),(42 1936218.8),(43 1955215.1),(44 1973172.4),(45 1981288.1),(46 1976556.6),(47 1965582.4),(48 1948514.6),(49 1934447.5),(50 1932151),(51 1929865.3),(52 1932564.5),(53 1941250.8),(54 1946013.6),(55 1954179.6),(56 1965500.1),(57 1972443),(58 1973037.3),(59 1965515.6),(60 1945420.4),(61 1917892.4),(62 1886954.5),(63 1857737.9),(64 1833095.5),(65 1821329),(66 1822595.1),(67 1840098.4),(68 1865447.5),(69 1902776.1),(70 1948569.4),(71 1998013.8),(72 2039964.6),(73 2071838),(74 2107419.3),(75 2149048.8),(76 2191708.5),(77 2224294.5),(78 2252426.3),(79 2275830.3),
(1 30523.098),(2 112418.875),(3 233794.06),(4 382623.44),(5 549250.8),(6 723402.5),(7 901327.4),(8 1079184.6),(9 1249882),(10 1409392.1),(11 1553361.1),(12 1681037.8),(13 1791184.8),(14 1875983.3),(15 1943764.3),(16 1994338.5),(17 2029729),(18 2049528.8),(19 2059887),(20 2064624),(21 2064674.6),(22 2063007.4),(23 2060823.3),(24 2053932.5),(25 2043878.8),(26 2029417.8),(27 2007749.5),(28 1977319.3),(29 1938027.9),(30 1903591.3),(31 1873206),(32 1844011),(33 1807276.5),(34 1765250.8),(35 1716345),(36 1665427.5),(37 1608671),(38 1550962.8),(39 1506112.8),(40 1482722.5),(41 1475517.8),(42 1483477.8),(43 1505648.8),(44 1536623.8),(45 1565046.5),(46 1579059),(47 1583148),(48 1581902.4),(49 1582423.9),(50 1588934.5),(51 1602084.9),(52 1617396.8),(53 1629167.1),(54 1639795.5),(55 1650356.3),(56 1662622.8),(57 1669400.3),(58 1662832.8),(59 1647668),(60 1640524),(61 1638171.1),(62 1641113.9),(63 1659604.5),(64 1684816.9),(65 1708303.6),(66 1733977.3),(67 1763327.8),(68 1795137),(69 1826903.4),(70 1854605.3),(71 1880506.5),(72 1902899.3),(73 1910853.9),(74 1918701.1),(75 1936325),(76 1959914.1),(77 1976424.3),(78 2000187.3),(79 2029374.8),
(1 28853.69),(2 105709.234),(3 219115.02),(4 356374.8),(5 505922.97),(6 658159.2),(7 807920),(8 948219.25),(9 1076427.3),(10 1193362.1),(11 1287647.1),(12 1355752.4),(13 1396806.4),(14 1412266.4),(15 1409577.5),(16 1395121.8),(17 1373997.8),(18 1353301.8),(19 1335707.8),(20 1323700.8),(21 1321333),(22 1324373.4),(23 1334470),(24 1343563.9),(25 1354901.3),(26 1366162.8),(27 1375092.6),(28 1381908.4),(29 1388080.3),(30 1398120.4),(31 1410796.4),(32 1422365.4),(33 1432491.6),(34 1440971.5),(35 1453026),(36 1471134.5),(37 1493950),(38 1514255.9),(39 1529586.6),(40 1543552.4),(41 1550243.4),(42 1547360),(43 1539884.5),(44 1521516.5),(45 1486780.5),(46 1436155.9),(47 1386006.5),(48 1347839.1),(49 1320104.4),(50 1306383.8),(51 1305324.6),(52 1318261.6),(53 1342804.1),(54 1374263.1),(55 1404782.3),(56 1430254.5),(57 1451794.8),(58 1469737.9),(59 1489770),(60 1517617.8),(61 1560366),(62 1604059.9),(63 1639657.8),(64 1664247.9),(65 1687191.6),(66 1703619.4),(67 1707689.6),(68 1705983.1),(69 1700272.6),(70 1695169.6),(71 1696762.1),(72 1709516.8),(73 1723060.3),(74 1738691.3),(75 1756666.1),(76 1774678.8),(77 1798238.1),(78 1817553.3),(79 1830297.3),
(1 28819.238),(2 106231.72),(3 218315.63),(4 350728.66),(5 492852),(6 636516),(7 772572.9),(8 895112.9),(9 1000455.56),(10 1089841.9),(11 1153983.1),(12 1194066.9),(13 1212115.1),(14 1209472.9),(15 1201582.1),(16 1194563.5),(17 1193068.9),(18 1198406.6),(19 1216697.9),(20 1243281.4),(21 1276893.3),(22 1309516.8),(23 1335408.4),(24 1350785),(25 1365844),(26 1381834.3),(27 1402153),(28 1434096.6),(29 1464789.3),(30 1496935),(31 1528908.3),(32 1554726),(33 1574091.6),(34 1588249.1),(35 1598825),(36 1611737.5),(37 1625285.3),(38 1639257.8),(39 1648968.4),(40 1662426.4),(41 1669664.5),(42 1671656.3),(43 1675670),(44 1674908.8),(45 1673787.4),(46 1673766.5),(47 1680753.6),(48 1691139.3),(49 1697019),(50 1702345.4),(51 1717765.9),(52 1738056.9),(53 1761541.1),(54 1780512.3),(55 1792634.6),(56 1792221.8),(57 1787276.9),(58 1788811.6),(59 1804611),(60 1832332.6),(61 1859054.9),(62 1890156.6),(63 1925626.3),(64 1956224.9),(65 1973784.5),(66 1981231.5),(67 1978123.4),(68 1968742.1),(69 1960752.5),(70 1955728.5),(71 1946313.1),(72 1920364.4),(73 1882210),(74 1841466.1),(75 1806132.4),(76 1774382.8),(77 1748905.6),(78 1727186.1),(79 1707209),
(1 32195.545),(2 118807.07),(3 246347.75),(4 397877.3),(5 562046),(6 728354.8),(7 888468.9),(8 1035077.7),(9 1162052.8),(10 1266860.8),(11 1351123.5),(12 1412329.3),(13 1457779.1),(14 1488688.8),(15 1511430.5),(16 1528125),(17 1531317.6),(18 1525819.4),(19 1510682.5),(20 1482623.3),(21 1443845.4),(22 1392530.6),(23 1335708.6),(24 1283756.4),(25 1246865.3),(26 1227878.5),(27 1227690.9),(28 1242138.5),(29 1268608.6),(30 1304527),(31 1343610.1),(32 1375755.5),(33 1399783.1),(34 1422536.5),(35 1445638.8),(36 1474166.4),(37 1502197.5),(38 1525133.3),(39 1543855.4),(40 1554359.4),(41 1552957.3),(42 1541586.4),(43 1522279.9),(44 1503788.4),(45 1488904.9),(46 1480267.1),(47 1474796.5),(48 1477153.4),(49 1493806.5),(50 1517213),(51 1544960.5),(52 1570640.6),(53 1598309.3),(54 1625725.6),(55 1650900.5),(56 1674614.5),(57 1701968.8),(58 1737035),(59 1773532.9),(60 1814493.5),(61 1855598.8),(62 1898859.5),(63 1934194),(64 1958171.4),(65 1963804.3),(66 1960417.5),(67 1947411.4),(68 1939714),(69 1931365.5),(70 1917041.5),(71 1899215.4),(72 1878704.5),(73 1859386.8),(74 1841434.6),(75 1824440.5),(76 1815384.5),(77 1810129.9),(78 1797109.9),(79 1775847.1),
(1 35544.473),(2 131488.75),(3 270893.78),(4 432078.97),(5 600794.1),(6 765626.25),(7 914792.94),(8 1042310.6),(9 1144420.1),(10 1219024.1),(11 1265155.9),(12 1287287.6),(13 1287985.4),(14 1277171.1),(15 1262168.5),(16 1249536.5),(17 1244299.9),(18 1242848.3),(19 1237699.9),(20 1226948.1),(21 1214987.9),(22 1203688),(23 1195481.3),(24 1193708),(25 1201548.1),(26 1220198.4),(27 1244936.8),(28 1277554.9),(29 1317141.3),(30 1364206.9),(31 1405587.1),(32 1434552.9),(33 1454049),(34 1463411.1),(35 1469017.6),(36 1470984.4),(37 1471900.8),(38 1474366.8),(39 1476318),(40 1474258.8),(41 1465687.8),(42 1445380.6),(43 1421451.9),(44 1406228.9),(45 1402025.3),(46 1406066.8),(47 1416799.5),(48 1438281.6),(49 1469998.1),(50 1506353.1),(51 1538336.5),(52 1556576),(53 1560635.8),(54 1556729.6),(55 1557052.5),(56 1566091.9),(57 1591751.6),(58 1623718.1),(59 1647392.5),(60 1656542.4),(61 1650923.1),(62 1634562.4),(63 1615327.9),(64 1596034.4),(65 1585196.5),(66 1579403.4),(67 1579797.8),(68 1580963.5),(69 1576090.6),(70 1570926.5),(71 1566776.5),(72 1562850.3),(73 1557046.5),(74 1549052.1),(75 1536736),(76 1522872.5),(77 1504654),(78 1484254.8),(79 1469189),
(1 33050.633),(2 121870.28),(3 249918.38),(4 396382.13),(5 550098.3),(6 696843.3),(7 824060.25),(8 929223.44),(9 1010939.1),(10 1069461.8),(11 1104606.3),(12 1122250.6),(13 1126580.5),(14 1126093.3),(15 1128136),(16 1132995.4),(17 1136274.9),(18 1138736.8),(19 1137496.3),(20 1136707.9),(21 1130649.8),(22 1120886),(23 1114889.6),(24 1115626.9),(25 1127629.4),(26 1152598.8),(27 1194574.5),(28 1249354.9),(29 1310137.3),(30 1370561.9),(31 1418573.3),(32 1453274.1),(33 1477754.5),(34 1498855.9),(35 1514206.3),(36 1514656.1),(37 1500718.4),(38 1473771.1),(39 1441058.9),(40 1405385.6),(41 1371237.4),(42 1341845.8),(43 1317857.4),(44 1303794.3),(45 1301093.4),(46 1299477.1),(47 1301213.8),(48 1311634.1),(49 1328938.5),(50 1343720.9),(51 1354524.8),(52 1361851.3),(53 1367675.8),(54 1376710.3),(55 1389833.3),(56 1404782.5),(57 1423946.4),(58 1444302.8),(59 1462240.3),(60 1475712),(61 1490516.1),(62 1497154.9),(63 1494892.6),(64 1489814.9),(65 1488628.6),(66 1493216.4),(67 1508898),(68 1523291.9),(69 1529022.3),(70 1539666.5),(71 1553201.6),(72 1551187.8),(73 1546104.8),(74 1538904.4),(75 1530950),(76 1529433.3),(77 1519370.3),(78 1499051.9),(79 1477824.3),
(1 31020.389),(2 113271.164),(3 230224.16),(4 361165.28),(5 497166.97),(6 627241.44),(7 742673.4),(8 841864.56),(9 924201.94),(10 989167.94),(11 1033362.56),(12 1063355.4),(13 1086084.1),(14 1104851.9),(15 1121149.8),(16 1133101.4),(17 1133706.1),(18 1123299.3),(19 1105125.8),(20 1083726),(21 1060202.3),(22 1034096.7),(23 1014406.1),(24 1001830.25),(25 1002648.4),(26 1016630.4),(27 1041037),(28 1077453.4),(29 1119206.8),(30 1161428.8),(31 1198448.8),(32 1231545.8),(33 1256898.9),(34 1274542.1),(35 1286590.8),(36 1290004.1),(37 1286253.5),(38 1277058.3),(39 1271169.8),(40 1265706.4),(41 1265167.3),(42 1268029.8),(43 1282118.6),(44 1294135.1),(45 1312448.8),(46 1331025.8),(47 1345505.1),(48 1356728),(49 1367908.8),(50 1369382.9),(51 1367818),(52 1367854.4),(53 1372421.5),(54 1378587.3),(55 1387085.6),(56 1394135.5),(57 1399282.4),(58 1398519.3),(59 1388386.5),(60 1372941.9),(61 1355594.1),(62 1334952),(63 1316180.5),(64 1296900.1),(65 1285341.4),(66 1284843.6),(67 1294105.6),(68 1309236.3),(69 1327885),(70 1345727.3),(71 1357884.3),(72 1367217.6),(73 1374176.8),(74 1376600.1),(75 1378477.1),(76 1376526.5),(77 1367644.1),(78 1359476.5),(79 1354340.8),
(1 30660.084),(2 111871.52),(3 227922.67),(4 361742.38),(5 502562.16),(6 640040.4),(7 761522.5),(8 863685.25),(9 945693.5),(10 1002985.25),(11 1036461.5),(12 1052687.3),(13 1056812),(14 1059368.5),(15 1065436.4),(16 1066177.9),(17 1062924.8),(18 1056776.3),(19 1053732.1),(20 1054278.6),(21 1051177),(22 1047092.94),(23 1044107.6),(24 1044589.06),(25 1053157.5),(26 1070558.9),(27 1092515.4),(28 1117010.1),(29 1138292.6),(30 1151161.8),(31 1153733.4),(32 1147936),(33 1135195.5),(34 1117569.4),(35 1099287.3),(36 1080340),(37 1064384.6),(38 1056521.1),(39 1058051),(40 1065970.3),(41 1082456.8),(42 1102251.6),(43 1126605.8),(44 1154779.9),(45 1183060),(46 1212930.3),(47 1240497),(48 1266661.9),(49 1290738.6),(50 1309511.6),(51 1330304.9),(52 1350290.5),(53 1368323.8),(54 1388596.6),(55 1403463.5),(56 1413491.5),(57 1417124.6),(58 1411445.4),(59 1401714.6),(60 1392126.9),(61 1379530.6),(62 1361775.3),(63 1342911.3),(64 1321460.3),(65 1304866.3),(66 1292998.6),(67 1281895.5),(68 1270241.4),(69 1260314.1),(70 1257356),(71 1260556.6),(72 1266423),(73 1284554.3),(74 1307213.8),(75 1332049.8),(76 1355382.3),(77 1370329.8),(78 1370888.1),(79 1366045.9),
(1 28602.357),(2 101941.22),(3 201810.05),(4 314343.44),(5 427192.56),(6 529041.44),(7 613290.5),(8 678156),(9 724294.7),(10 750938.94),(11 761078.1),(12 763208.9),(13 766397.5),(14 775841.1),(15 789185.25),(16 807994.56),(17 829417.94),(18 850949.9),(19 867226.56),(20 876126.06),(21 876166.7),(22 872814.75),(23 868081.25),(24 864833.75),(25 869034.7),(26 880614.4),(27 898545.44),(28 920110.06),(29 937607.56),(30 950312.56),(31 954197.3),(32 946833.25),(33 932766.25),(34 914168),(35 893105.3),(36 873800.9),(37 860462.1),(38 852331.56),(39 855071.8),(40 869070.4),(41 888314.25),(42 909031.3),(43 933169.06),(44 961006.94),(45 992550.1),(46 1027443.94),(47 1054779.5),(48 1070302.1),(49 1077346.8),(50 1072215.5),(51 1061249),(52 1048820),(53 1040487.2),(54 1030549.6),(55 1014649.25),(56 991218.56),(57 964271.1),(58 938788.25),(59 923143.44),(60 923027.44),(61 931164.6),(62 941667.2),(63 951559.44),(64 957777.75),(65 961624),(66 961774.06),(67 962801.25),(68 968686.4),(69 976307.94),(70 984862.94),(71 989401.7),(72 991699.8),(73 995256.56),(74 999796.7),(75 1007585.5),(76 1016393.75),(77 1023072.25),(78 1033149.1),(79 1045919.4),
