1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104311.1),(2 363182.25),(3 747010),(4 1212910.9),(5 1734508.4),(6 2279816.3),(7 2838491.8),(8 3425482.8),(9 3996716.8),(10 4560220.5),(11 5004389.5),(12 5398804.5),(13 5851177.5),(14 6421761.5),(15 6962084.5),(16 7644797.5),(17 8363402.5),(18 9093172),(19 9909956),(20 10789461),(21 11480489),(22 12240003),(23 13182911),(24 13992868),(25 14850648),(26 15664239),(27 16439163),(28 17264180),(29 18094420),(30 18875762),(31 19744838),(32 20711004),(33 21555930),(34 22503784),(35 23348682),(36 24184150),(37 24992848),(38 25768776),(39 26603608),(40 27575834),(41 28585590),(42 29479770),(43 30558648),(44 31695030),(45 32593352),(46 33603060),(47 34656484),(48 35564990),(49 36408068),(50 37170664),(51 37997092),(52 38653236),(53 39268140),(54 39724270),(55 40187150),(56 40815516),(57 41293836),(58 41689176),(59 41900790),(60 41744350),(61 41494210),(62 41086100),(63 40648896),(64 40306412),(65 40020330),(66 39850116),(67 39796400),(68 39678852),(69 39453924),(70 39405580),(71 39417876),(72 39443444),(73 39663148),(74 40195212),(75 40917884),(76 41783732),(77 42864136),(78 43763584),(79 44736836),
(1 169686.38),(2 606269.75),(3 1254158.4),(4 2076432),(5 3035823),(6 4072067.8),(7 5152660.5),(8 6261943.5),(9 7348271.5),(10 8413112),(11 9443852),(12 10413112),(13 11270727),(14 12015164),(15 12624312),(16 13124736),(17 13507918),(18 13818286),(19 14078400),(20 14225952),(21 14218866),(22 14106170),(23 13899475),(24 13598915),(25 13267342),(26 12887768),(27 12509668),(28 12155954),(29 11793498),(30 11455146),(31 11140618),(32 10844789),(33 10570932),(34 10316284),(35 10121592),(36 9966461),(37 9872527),(38 9859427),(39 9927091),(40 10074857),(41 10336131),(42 10689601),(43 11126468),(44 11600540),(45 12133014),(46 12696317),(47 13279811),(48 13854894),(49 14389023),(50 14868723),(51 15271631),(52 15601433),(53 15794062),(54 15905824),(55 15962770),(56 15949633),(57 15897333),(58 15820385),(59 15750589),(60 15711349),(61 15706585),(62 15743936),(63 15815007),(64 15921475),(65 15997137),(66 16058123),(67 16086904),(68 16071844),(69 16103093),(70 16162293),(71 16269682),(72 16394293),(73 16529714),(74 16659578),(75 16821714),(76 16988148),(77 17135668),(78 17232560),(79 17338240),
(1 165499.39),(2 607131.7),(3 1273035.9),(4 2125325.8),(5 3125315.3),(6 4191668.8),(7 5286590.5),(8 6404398.5),(9 7486068.5),(10 8525307),(11 9501627),(12 10378284),(13 11140914),(14 11779261),(15 12290251),(16 12681252),(17 12978899),(18 13200627),(19 13362456),(20 13419307),(21 13363912),(22 13231805),(23 13060691),(24 12826067),(25 12570656),(26 12283907),(27 11973320),(28 11663544),(29 11340763),(30 11037458),(31 10728069),(32 10432152),(33 10142916),(34 9863683),(35 9644483),(36 9441793),(37 9279743),(38 9160560),(39 9070335),(40 9036104),(41 9100129),(42 9245018),(43 9478540),(44 9741721),(45 10079715),(46 10459955),(47 10903123),(48 11348008),(49 11779741),(50 12177955),(51 12545501),(52 12866071),(53 13116904),(54 13329905),(55 13480300),(56 13542365),(57 13545357),(58 13457049),(59 13312529),(60 13110645),(61 12891888),(62 12696921),(63 12551276),(64 12450439),(65 12373699),(66 12319067),(67 12275141),(68 12253119),(69 12255465),(70 12306656),(71 12392424),(72 12491349),(73 12592251),(74 12711795),(75 12849487),(76 12972011),(77 13078272),(78 13194880),(79 13318956),
(1 150101.84),(2 557602.5),(3 1166725),(4 1930626.1),(5 2787618.3),(6 3693063),(7 4620198.5),(8 5561307),(9 6475124.5),(10 7375726),(11 8222873.5),(12 8984012),(13 9712895),(14 10364406),(15 10944709),(16 11487488),(17 11988477),(18 12382598),(19 12765277),(20 13129030),(21 13439012),(22 13713239),(23 13890584),(24 13983510),(25 13939530),(26 13839099),(27 13696292),(28 13487910),(29 13247569),(30 12988288),(31 12738264),(32 12510346),(33 12299526),(34 12057170),(35 11810573),(36 11570129),(37 11304883),(38 11042689),(39 10773775),(40 10554323),(41 10332374),(42 10109875),(43 9915615),(44 9761172),(45 9657980),(46 9610298),(47 9645725),(48 9776459),(49 9940762),(50 10183374),(51 10486597),(52 10759249),(53 11011908),(54 11254499),(55 11479766),(56 11642232),(57 11790897),(58 11885306),(59 11900009),(60 11849693),(61 11783900),(62 11715958),(63 11635709),(64 11532462),(65 11440742),(66 11355686),(67 11296468),(68 11256914),(69 11220966),(70 11212966),(71 11239127),(72 11312079),(73 11419392),(74 11584279),(75 11833929),(76 12108703),(77 12375987),(78 12626511),(79 12819044),
(1 132040.6),(2 472634.47),(3 975574.2),(4 1599920),(5 2319007.8),(6 3092923.8),(7 3921578.3),(8 4769947.5),(9 5606507.5),(10 6423617.5),(11 7179838.5),(12 7848289.5),(13 8460746),(14 8979544),(15 9431560),(16 9833912),(17 10179382),(18 10467378),(19 10736220),(20 10963244),(21 11137815),(22 11242890),(23 11282412),(24 11316495),(25 11298642),(26 11280466),(27 11237362),(28 11167187),(29 11074806),(30 10944759),(31 10772457),(32 10574573),(33 10386682),(34 10178540),(35 10007419),(36 9837964),(37 9653706),(38 9491025),(39 9364159),(40 9299208),(41 9271284),(42 9264554),(43 9300559),(44 9361331),(45 9402493),(46 9435494),(47 9459664),(48 9493347),(49 9513331),(50 9544573),(51 9584085),(52 9632044),(53 9691112),(54 9753707),(55 9819279),(56 9838994),(57 9835208),(58 9785307),(59 9688026),(60 9557248),(61 9421255),(62 9266200),(63 9111459),(64 8983384),(65 8866365),(66 8750708),(67 8663371),(68 8585724),(69 8505695),(70 8462948),(71 8487069),(72 8541053),(73 8601443),(74 8683650),(75 8834610),(76 9016403),(77 9213123),(78 9417935),(79 9589457),
(1 120958.74),(2 428778.75),(3 872526.25),(4 1406345.5),(5 2026350.5),(6 2670345.3),(7 3311112.3),(8 3961851.8),(9 4578722.5),(10 5187350),(11 5758299.5),(12 6271176.5),(13 6727431),(14 7119050.5),(15 7482565.5),(16 7815618.5),(17 8094195),(18 8311830.5),(19 8471036),(20 8616788),(21 8737581),(22 8820971),(23 8858058),(24 8880890),(25 8861409),(26 8866575),(27 8875247),(28 8902892),(29 8914245),(30 8935992),(31 8978903),(32 9022579),(33 9070462),(34 9107933),(35 9122725),(36 9093641),(37 9045607),(38 8995572),(39 8977207),(40 9013198),(41 9076610),(42 9156021),(43 9278122),(44 9452621),(45 9641960),(46 9836519),(47 9977929),(48 10106830),(49 10184073),(50 10205912),(51 10147668),(52 10009660),(53 9821189),(54 9612030),(55 9384571),(56 9135651),(57 8882274),(58 8669070),(59 8475577),(60 8313762),(61 8229899.5),(62 8201858.5),(63 8197537),(64 8246374),(65 8325330),(66 8409761),(67 8490257),(68 8530514),(69 8557038),(70 8597801),(71 8672020),(72 8777152),(73 8902402),(74 9050389),(75 9229886),(76 9411729),(77 9612805),(78 9797553),(79 9962724),
(1 111477.85),(2 400604.4),(3 831126.6),(4 1350477.6),(5 1944539.6),(6 2574735.3),(7 3216365.5),(8 3855141.5),(9 4450184.5),(10 4999494.5),(11 5489856),(12 5926281.5),(13 6315646),(14 6623901),(15 6874151.5),(16 7091529),(17 7235688.5),(18 7288964.5),(19 7286986),(20 7261679.5),(21 7211182),(22 7148818.5),(23 7092484.5),(24 7035214),(25 6982306),(26 6974047),(27 6952911),(28 6915840.5),(29 6856760.5),(30 6795498.5),(31 6716006),(32 6643230),(33 6581042.5),(34 6545932.5),(35 6536822.5),(36 6571192.5),(37 6623163),(38 6687071),(39 6787136.5),(40 6915318.5),(41 7086611),(42 7285414.5),(43 7459363),(44 7583280),(45 7672697),(46 7719465.5),(47 7721269),(48 7694989.5),(49 7632653),(50 7524106.5),(51 7379771.5),(52 7226157),(53 7122714.5),(54 7067289.5),(55 7057477),(56 7095087),(57 7169609.5),(58 7292485.5),(59 7447880.5),(60 7632575),(61 7861607.5),(62 8128532.5),(63 8363947),(64 8572457),(65 8753704),(66 8881137),(67 8985977),(68 9088236),(69 9225332),(70 9360971),(71 9505426),(72 9633264),(73 9722353),(74 9750655),(75 9729606),(76 9650484),(77 9533365),(78 9379777),(79 9205361),
(1 132841.42),(2 483689.78),(3 1004899.94),(4 1635023.4),(5 2350716.8),(6 3093395.3),(7 3837673.5),(8 4544304.5),(9 5173565.5),(10 5720198),(11 6158825.5),(12 6500045.5),(13 6789520),(14 6992557.5),(15 7135219),(16 7226382.5),(17 7265609.5),(18 7298574.5),(19 7328031),(20 7326279),(21 7305525.5),(22 7273693),(23 7273554.5),(24 7287433),(25 7302124),(26 7310873),(27 7286856.5),(28 7243298),(29 7163396.5),(30 7070194),(31 6963540),(32 6849820),(33 6722025.5),(34 6602553),(35 6506380),(36 6427734),(37 6384231),(38 6368516),(39 6378669.5),(40 6389736.5),(41 6397736.5),(42 6403637.5),(43 6404233.5),(44 6428300.5),(45 6453271.5),(46 6466049),(47 6458812),(48 6439413.5),(49 6411115.5),(50 6371174.5),(51 6328421),(52 6300752.5),(53 6299361),(54 6310384),(55 6319423),(56 6343478.5),(57 6360583.5),(58 6379207.5),(59 6375559),(60 6393916.5),(61 6406447.5),(62 6437654.5),(63 6501914),(64 6585244),(65 6662280.5),(66 6754708.5),(67 6875341),(68 7014567.5),(69 7168657),(70 7283766.5),(71 7375770.5),(72 7411818),(73 7404028),(74 7358829),(75 7280482),(76 7214055),(77 7161247.5),(78 7154404),(79 7177268),
(1 129258.73),(2 461978.44),(3 942732.9),(4 1514317.3),(5 2144664.8),(6 2787587.8),(7 3408585.5),(8 3977225.3),(9 4460190),(10 4850011),(11 5136387),(12 5317221),(13 5422203),(14 5447117.5),(15 5429236.5),(16 5361737.5),(17 5277311),(18 5181760),(19 5099298.5),(20 5007471),(21 4943167),(22 4916662),(23 4933582),(24 4990614.5),(25 5086893.5),(26 5223421.5),(27 5364721.5),(28 5533100),(29 5674346),(30 5788071),(31 5892267.5),(32 5976820),(33 6034288.5),(34 6051568),(35 6052325),(36 6037921.5),(37 6017806.5),(38 5979575.5),(39 5923845),(40 5873042.5),(41 5824696),(42 5780869),(43 5749740.5),(44 5752040.5),(45 5741012),(46 5724572.5),(47 5680139.5),(48 5617039.5),(49 5555357.5),(50 5510262),(51 5466070.5),(52 5446111.5),(53 5426342),(54 5418450.5),(55 5416331.5),(56 5424333.5),(57 5444305.5),(58 5459767.5),(59 5450888.5),(60 5456544),(61 5425361.5),(62 5377835.5),(63 5351085.5),(64 5329162),(65 5334173.5),(66 5354678),(67 5405686.5),(68 5455783),(69 5505459.5),(70 5550652),(71 5589233),(72 5606645.5),(73 5581424.5),(74 5556938),(75 5542011),(76 5538605.5),(77 5573990),(78 5655262),(79 5745850),
(1 141101.34),(2 507927.53),(3 1029066.4),(4 1635204),(5 2294928.5),(6 2956117.3),(7 3581387.8),(8 4140801.3),(9 4610361),(10 4998571),(11 5321285),(12 5561889.5),(13 5743718),(14 5863954),(15 5911785),(16 5892524),(17 5846606),(18 5750394),(19 5646152.5),(20 5540463),(21 5428038),(22 5341387),(23 5275459),(24 5234768),(25 5229617),(26 5273415),(27 5338365),(28 5446168.5),(29 5530112),(30 5624205),(31 5708303),(32 5784033),(33 5862297),(34 5937709),(35 6026368),(36 6112457),(37 6195439.5),(38 6220726),(39 6222609),(40 6198474),(41 6138403),(42 6037184),(43 5924112),(44 5808596.5),(45 5683073.5),(46 5556888.5),(47 5430456),(48 5354140),(49 5313743),(50 5316127),(51 5339554),(52 5401162),(53 5523204.5),(54 5662531),(55 5804384.5),(56 5957887),(57 6078215),(58 6165770),(59 6202439),(60 6213212),(61 6202348.5),(62 6165454.5),(63 6122413),(64 6080681),(65 6064242.5),(66 6062865),(67 6074591.5),(68 6094818.5),(69 6112164),(70 6133782),(71 6151227.5),(72 6181363.5),(73 6193383),(74 6213468),(75 6237416),(76 6230253),(77 6211159),(78 6159906.5),(79 6092239),
(1 143599.6),(2 524999.56),(3 1090331.9),(4 1774892.9),(5 2540090.5),(6 3330166.5),(7 4098015.3),(8 4804776.5),(9 5425112),(10 5952174.5),(11 6365650.5),(12 6656280),(13 6825576),(14 6867820.5),(15 6819262),(16 6680910),(17 6468251.5),(18 6179548.5),(19 5857764.5),(20 5523528),(21 5215537.5),(22 4980299),(23 4821290),(24 4730197.5),(25 4701438),(26 4723732),(27 4762805.5),(28 4841893),(29 4941262),(30 5065070.5),(31 5197356),(32 5351521.5),(33 5530489),(34 5719540.5),(35 5916305.5),(36 6098344.5),(37 6231359.5),(38 6296817.5),(39 6317655.5),(40 6306605),(41 6280744),(42 6222556),(43 6137571.5),(44 6008620),(45 5872508),(46 5731008),(47 5599624),(48 5496507),(49 5428336.5),(50 5386161.5),(51 5378931),(52 5398117),(53 5446316),(54 5511698),(55 5584383),(56 5650059),(57 5698468.5),(58 5749661.5),(59 5782429.5),(60 5815447),(61 5861320),(62 5901911),(63 5955872),(64 6045914),(65 6148683),(66 6255959.5),(67 6355662.5),(68 6446083.5),(69 6518815),(70 6586527.5),(71 6631067),(72 6671184.5),(73 6686456),(74 6700645.5),(75 6715280),(76 6684860.5),(77 6604957.5),(78 6469294),(79 6292802.5),
(1 161569.39),(2 592523.3),(3 1228958.4),(4 2004575.1),(5 2845232.5),(6 3692108),(7 4500116),(8 5219742),(9 5830692.5),(10 6349613),(11 6730518),(12 6963646.5),(13 7056214.5),(14 7022636),(15 6916151),(16 6730948.5),(17 6491978),(18 6216301.5),(19 5934998.5),(20 5638200),(21 5355392),(22 5127417),(23 4933793.5),(24 4785560),(25 4668091.5),(26 4587390.5),(27 4547782.5),(28 4561862.5),(29 4629378.5),(30 4720574),(31 4834694),(32 4960472),(33 5103490.5),(34 5251351.5),(35 5407752),(36 5564904),(37 5682943),(38 5772151),(39 5828761.5),(40 5856206.5),(41 5856116),(42 5804908),(43 5715637),(44 5577574),(45 5420799),(46 5255143.5),(47 5115738.5),(48 5026232.5),(49 4987572),(50 4993082),(51 5031181),(52 5095902),(53 5182251),(54 5247889.5),(55 5277757),(56 5293723.5),(57 5289861.5),(58 5301589.5),(59 5313584.5),(60 5330588),(61 5364043.5),(62 5380164),(63 5398220.5),(64 5426546.5),(65 5456211),(66 5470039.5),(67 5490448.5),(68 5512210.5),(69 5511964.5),(70 5517451),(71 5528264),(72 5558953),(73 5560335.5),(74 5534229),(75 5467726.5),(76 5371574),(77 5290707),(78 5230053),(79 5210946.5),
(1 157864.03),(2 565837.44),(3 1146980.4),(4 1837048.9),(5 2581691.3),(6 3328323),(7 4017365),(8 4632749),(9 5138193.5),(10 5527659.5),(11 5773774),(12 5875774),(13 5846978.5),(14 5712750),(15 5514714),(16 5287458),(17 5067885),(18 4870475.5),(19 4698137),(20 4556022.5),(21 4436398),(22 4321107),(23 4206050),(24 4116084),(25 4050724),(26 4017317),(27 4027006.3),(28 4074194.8),(29 4145056.5),(30 4222828.5),(31 4307434),(32 4392391),(33 4494382),(34 4615407),(35 4741539.5),(36 4867761),(37 4982874),(38 5092518),(39 5199253),(40 5298509),(41 5372994),(42 5415099.5),(43 5436020),(44 5444532.5),(45 5448416),(46 5451098),(47 5482264.5),(48 5515482.5),(49 5550845),(50 5570987),(51 5544362),(52 5486390),(53 5407360),(54 5310019.5),(55 5207970.5),(56 5120845),(57 5057721),(58 5021452.5),(59 5009267),(60 5019224),(61 5064606.5),(62 5111834),(63 5163886),(64 5239101.5),(65 5314275),(66 5368654),(67 5393006.5),(68 5367823.5),(69 5267877.5),(70 5118449),(71 4937291),(72 4746947),(73 4575752.5),(74 4444677),(75 4363574),(76 4334542),(77 4358350.5),(78 4417982),(79 4494916.5),
(1 140417.56),(2 497119.7),(3 991924.44),(4 1558891.9),(5 2152568.3),(6 2728228.8),(7 3259464.5),(8 3709215.3),(9 4051291.5),(10 4282058),(11 4383126),(12 4377846),(13 4301808.5),(14 4174055.5),(15 4019953),(16 3865978.5),(17 3743823.8),(18 3658113.5),(19 3604212.8),(20 3572093),(21 3559204),(22 3553498.5),(23 3558921.3),(24 3563766.3),(25 3557764.8),(26 3544298.5),(27 3520078.3),(28 3511717.3),(29 3521183.8),(30 3541088.3),(31 3593241.8),(32 3668239.8),(33 3771577.3),(34 3889913.8),(35 4002008.3),(36 4089195.5),(37 4140190.5),(38 4156694.3),(39 4155910.3),(40 4145408),(41 4129361),(42 4094011.5),(43 4059624.5),(44 4020922.5),(45 3997806.5),(46 3971403.3),(47 3933994.5),(48 3902079),(49 3889005.8),(50 3896119.8),(51 3922852.5),(52 3971183.8),(53 4029544.3),(54 4080232.3),(55 4120559.3),(56 4148912.3),(57 4157077.5),(58 4138544.3),(59 4121894),(60 4120798.5),(61 4159913),(62 4213659),(63 4274236.5),(64 4346694.5),(65 4416592),(66 4467042.5),(67 4494282),(68 4504097.5),(69 4469058),(70 4408807.5),(71 4336283.5),(72 4259403),(73 4179001.3),(74 4101773.5),(75 4025762.3),(76 3964938),(77 3938832.3),(78 3952017.8),(79 3988192),
(1 129208.95),(2 452325.2),(3 894104.25),(4 1385483.9),(5 1881302.3),(6 2314633),(7 2687614),(8 2977283.3),(9 3167638.8),(10 3282524.8),(11 3347262.3),(12 3381093.8),(13 3392331.5),(14 3396178.5),(15 3410351),(16 3447916.8),(17 3507465),(18 3553470.5),(19 3587691),(20 3615510),(21 3626246.8),(22 3624033),(23 3620836.3),(24 3588453.3),(25 3531767.5),(26 3461294.3),(27 3397981.5),(28 3348009.3),(29 3330009.3),(30 3341096.5),(31 3390166),(32 3469924),(33 3553888.3),(34 3648870.8),(35 3739232),(36 3823179),(37 3880669.5),(38 3905493),(39 3916895.3),(40 3924996),(41 3932270.3),(42 3932857.3),(43 3918261.3),(44 3865204),(45 3792128.3),(46 3706838.5),(47 3627844),(48 3562157.3),(49 3499962.3),(50 3451591.8),(51 3421367.5),(52 3406802.5),(53 3408148),(54 3431520.8),(55 3464689.8),(56 3519259),(57 3583381.8),(58 3657898.8),(59 3749314.8),(60 3845232.3),(61 3911673),(62 3932578.3),(63 3931706),(64 3918458),(65 3903868.5),(66 3894364.5),(67 3880277.8),(68 3855958.5),(69 3826250.3),(70 3785236),(71 3752831.3),(72 3721498.3),(73 3698201),(74 3680588.8),(75 3665902.5),(76 3661172.3),(77 3661223.8),(78 3661905.5),(79 3648391),
(1 121494.01),(2 427418.84),(3 844943.1),(4 1303274.9),(5 1758067.5),(6 2164427.5),(7 2499511),(8 2748668.5),(9 2895561.3),(10 2970648.3),(11 2994812.5),(12 2995008.3),(13 2992528.8),(14 2995082),(15 3020866.3),(16 3054511.3),(17 3124194.3),(18 3207690),(19 3301284.5),(20 3395479.5),(21 3472386.3),(22 3509746.5),(23 3530696.3),(24 3541732.3),(25 3540876.5),(26 3500279.5),(27 3434944.3),(28 3353757.3),(29 3281783),(30 3228089),(31 3187012),(32 3149710.5),(33 3107732),(34 3079634.3),(35 3045446.8),(36 3022424.3),(37 3016479),(38 3022402.5),(39 3022085),(40 3005438.3),(41 2973266.8),(42 2928559),(43 2889204.5),(44 2852715.8),(45 2830602),(46 2803895.8),(47 2783553.3),(48 2770774.3),(49 2772480.5),(50 2782581),(51 2805282.8),(52 2840376.5),(53 2886478.5),(54 2939987.5),(55 3011287.8),(56 3096359),(57 3184612.3),(58 3263506.3),(59 3318935.5),(60 3358106.8),(61 3388788.3),(62 3399272.5),(63 3409346.8),(64 3411231.3),(65 3413871),(66 3420908.8),(67 3433470.5),(68 3434298),(69 3426253.3),(70 3410412),(71 3411067.5),(72 3420866.3),(73 3446180.3),(74 3493026.3),(75 3531263.8),(76 3549404.8),(77 3546190.5),(78 3522539.5),(79 3473733.8),
(1 124598.79),(2 438030.53),(3 852971.06),(4 1305418.1),(5 1761979.8),(6 2207260),(7 2625284.5),(8 2984278.3),(9 3251821),(10 3431832),(11 3535866.8),(12 3587407.3),(13 3588708.5),(14 3575885.8),(15 3567468.5),(16 3574224),(17 3605569.3),(18 3641196.5),(19 3680158),(20 3710934),(21 3722078.5),(22 3703874.3),(23 3659484.3),(24 3601171.5),(25 3549322),(26 3511192.5),(27 3490263.5),(28 3479972.5),(29 3496844.5),(30 3523484.5),(31 3542776.8),(32 3547157.8),(33 3511702),(34 3450675.5),(35 3357832.8),(36 3272234.8),(37 3200724.3),(38 3136489.5),(39 3067333.8),(40 3006040),(41 2953951.5),(42 2914840.5),(43 2907011.3),(44 2912332.5),(45 2924663.5),(46 2927883),(47 2925999.3),(48 2923536.5),(49 2936186),(50 2971406),(51 3027416),(52 3107412.5),(53 3209629.8),(54 3295853.8),(55 3361687.5),(56 3404883.8),(57 3432051.8),(58 3443144.5),(59 3445535.3),(60 3456621.8),(61 3466920.8),(62 3453864.5),(63 3429817.3),(64 3388923.8),(65 3335065.3),(66 3282279.3),(67 3238049.5),(68 3194414.5),(69 3162697.5),(70 3145235.5),(71 3136317),(72 3145251.5),(73 3162407.8),(74 3199778),(75 3253067.5),(76 3320614),(77 3390327.5),(78 3440258),(79 3463302),
(1 130532.664),(2 463785.34),(3 922236.2),(4 1423691.4),(5 1919674.6),(6 2379837.5),(7 2781565.3),(8 3107710.3),(9 3341429.3),(10 3499870.5),(11 3602097),(12 3681508.3),(13 3727716.5),(14 3737883.8),(15 3727360),(16 3716023),(17 3710240),(18 3684116.3),(19 3652409.3),(20 3626155.5),(21 3613686),(22 3607010.3),(23 3598114.8),(24 3572531.3),(25 3536386.8),(26 3505195.8),(27 3500802.3),(28 3474232.3),(29 3429416.5),(30 3356130.5),(31 3255087),(32 3126175.8),(33 2994377.3),(34 2869578.8),(35 2778784.3),(36 2721947),(37 2678366.5),(38 2658762.8),(39 2662709),(40 2681936.8),(41 2706862.5),(42 2743919.8),(43 2778618),(44 2812419.5),(45 2820053.8),(46 2819660.5),(47 2817167.8),(48 2808106.5),(49 2807018),(50 2837024.3),(51 2883163.8),(52 2950146),(53 3033897.5),(54 3124654.3),(55 3201155.5),(56 3259628),(57 3291406.3),(58 3297283.5),(59 3271451.8),(60 3222830.3),(61 3169663.8),(62 3114986),(63 3082889.5),(64 3072770.8),(65 3079615.8),(66 3097741.3),(67 3116528.3),(68 3123640.3),(69 3135035.5),(70 3150236),(71 3157130),(72 3167755.8),(73 3190390.8),(74 3219759.8),(75 3222612.3),(76 3223263.8),(77 3224852),(78 3231337),(79 3240844),
(1 121946.88),(2 437907.38),(3 867617.9),(4 1336922.4),(5 1812015.6),(6 2261880.5),(7 2670767),(8 3015532.3),(9 3269642.8),(10 3435097),(11 3544185),(12 3591873.3),(13 3572046.8),(14 3499240.8),(15 3397247),(16 3277420),(17 3156103),(18 3054271.8),(19 2985849),(20 2953929.5),(21 2955242.3),(22 2984263.3),(23 3034095.3),(24 3088678.5),(25 3136542.8),(26 3160607.3),(27 3157876.8),(28 3116573.5),(29 3042865.5),(30 2927882),(31 2806571.3),(32 2692066.5),(33 2605187.3),(34 2564123.5),(35 2555281.5),(36 2567870),(37 2611059),(38 2681848.5),(39 2772347.5),(40 2863597.8),(41 2945854.8),(42 3012542),(43 3028403.8),(44 2996439),(45 2927629.8),(46 2847060),(47 2764309.8),(48 2705121.3),(49 2669900),(50 2662451.3),(51 2678269.5),(52 2723424.8),(53 2787503.3),(54 2857679),(55 2933495.5),(56 3006397.5),(57 3060826.3),(58 3082238.8),(59 3067864.5),(60 3032263.5),(61 2992967.5),(62 2954882),(63 2928926),(64 2906123.3),(65 2891994.8),(66 2880888.3),(67 2880240.8),(68 2899534.5),(69 2942889),(70 2990118),(71 3028589.8),(72 3072074),(73 3103330),(74 3111418.3),(75 3100107),(76 3062928.8),(77 3002487),(78 2944145),(79 2904227.5),
