1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 162475.4),(2 219829.94),(3 204572.17),(4 459425.22),(5 647864.6),(6 740332.3),(7 1067885.5),(8 1342385.8),(9 1484606.5),(10 1882944.9),(11 2242201.5),(12 2464931.3),(13 2924699.8),(14 3360446.3),(15 3628804),(16 4125993.3),(17 4593215.5),(18 4853580),(19 5318245.5),(20 5754967.5),(21 5989396),(22 6428824),(23 6817549.5),(24 7036633.5),(25 7456931.5),(26 7846291.5),(27 8071112.5),(28 8586497),(29 9044455),(30 9328568),(31 9840908),(32 10282773),(33 10502262),(34 10982015),(35 11388491),(36 11583853),(37 11977357),(38 12363640),(39 12504488),(40 12901672),(41 13286977),(42 13429413),(43 13870021),(44 14316552),(45 14515421),(46 14949461),(47 15436869),(48 15710947),(49 16221421),(50 16692383),(51 16902688),(52 17333858),(53 17790670),(54 18020256),(55 18452952),(56 18916404),(57 19160934),(58 19735606),(59 20371642),(60 20780860),(61 21487446),(62 22212278),(63 22710082),(64 23492272),(65 24307514),(66 24863566),(67 25691920),(68 26542662),(69 27195190),(70 28078426),(71 28977432),(72 29676624),(73 30730582),(74 31748566),(75 32625326),(76 33795036),(77 34974636),(78 35979256),(79 37247932),
(1 11984.051),(2 38330.746),(3 66513.96),(4 88621.12),(5 103222.77),(6 111045.89),(7 113994.51),(8 115135.23),(9 116136.586),(10 117498.77),(11 119623.9),(12 120903.11),(13 121702.1),(14 122980.04),(15 125708.48),(16 130657.25),(17 135555.14),(18 140023.23),(19 143581.86),(20 147407.31),(21 151483.28),(22 156217.52),(23 160957.1),(24 166513.77),(25 171222.44),(26 174842.42),(27 177341.75),(28 179449.69),(29 182162.53),(30 185684.55),(31 189013.8),(32 191364.53),(33 191672.56),(34 191528.66),(35 192916.22),(36 194771.66),(37 198072.63),(38 201885.25),(39 203356.19),(40 202419.38),(41 202545.03),(42 203314.56),(43 204758.86),(44 206397.5),(45 206271.7),(46 203841.17),(47 199933.55),(48 195940.84),(49 194154.2),(50 195907.19),(51 198850.39),(52 200480.95),(53 200083.44),(54 199732.22),(55 200242.4),(56 201998.2),(57 203961.44),(58 205297.03),(59 205979.16),(60 205726.98),(61 203870.28),(62 201942.66),(63 200934.83),(64 203026.77),(65 205962.88),(66 210086.78),(67 212682.42),(68 213529.55),(69 213712.45),(70 214747.77),(71 216529.03),(72 217960.67),(73 217238.75),(74 215581.25),(75 213890.2),(76 213494),(77 213792.22),(78 213297.66),(79 212184.61),
(1 11759.504),(2 37272.492),(3 62864.84),(4 81625.73),(5 93602.92),(6 99172.516),(7 102168.93),(8 105026.375),(9 107744.125),(10 109695.92),(11 110679.4),(12 110031.625),(13 111527.71),(14 115333.17),(15 120506.99),(16 127517.06),(17 132930.2),(18 136852),(19 139732.73),(20 143299.45),(21 149577.05),(22 157114.88),(23 163084.67),(24 168614.6),(25 172251.61),(26 173631.4),(27 174749.72),(28 175553.2),(29 177406.58),(30 179865.95),(31 182438.44),(32 183930.58),(33 183712.5),(34 183029.95),(35 183835.25),(36 186100.44),(37 188969.83),(38 191031.53),(39 192025.25),(40 189968.9),(41 187444.9),(42 186273.11),(43 185748.02),(44 185175.16),(45 183537.05),(46 180508.31),(47 178198.34),(48 176200.55),(49 175725.34),(50 175540.14),(51 174505.86),(52 174111.2),(53 174251.53),(54 175485.34),(55 176504.23),(56 177955.34),(57 179411.4),(58 179521.16),(59 178898.89),(60 177815.28),(61 176808.02),(62 176370.83),(63 176697.33),(64 178377.27),(65 180654.72),(66 181657.63),(67 180577.19),(68 179578.64),(69 179575.48),(70 180586),(71 181379.8),(72 182181.23),(73 181678.88),(74 180672.77),(75 180531.75),(76 181105.05),(77 182061.28),(78 182353.86),(79 181380.55),
(1 11163.879),(2 34993.43),(3 59242.816),(4 77332.055),(5 88100.805),(6 93860.67),(7 96518.336),(8 98742.04),(9 100997.695),(10 103148.72),(11 104507.9),(12 104865.82),(13 106963.73),(14 111166.31),(15 116439.39),(16 122374.65),(17 126160.8),(18 128537.41),(19 130686.04),(20 134214.19),(21 140412.95),(22 146847.94),(23 151992.78),(24 156128.11),(25 157862.83),(26 158068.22),(27 159587.1),(28 162860.06),(29 166740.45),(30 169875.69),(31 172446.11),(32 174569.4),(33 176300.48),(34 178828.14),(35 182337.03),(36 184527.03),(37 184325.98),(38 181275.3),(39 177117.83),(40 173540.19),(41 173257.94),(42 174545.66),(43 176180.66),(44 175750.23),(45 174089.1),(46 172298.92),(47 171162.33),(48 171273.58),(49 171788.77),(50 172237.14),(51 172387.52),(52 173425.34),(53 174863.77),(54 175133.66),(55 174461.66),(56 173956.44),(57 173065.25),(58 170186.6),(59 166977.36),(60 164767.67),(61 165032.63),(62 166644.4),(63 168387.06),(64 170003.83),(65 172059.3),(66 173644.98),(67 173591.58),(68 172609.19),(69 171244.5),(70 169995.38),(71 169988.88),(72 172074.72),(73 173930.45),(74 174325.47),(75 175272.66),(76 175799.28),(77 176451.47),(78 178097.94),(79 178776.9),
(1 10736.812),(2 33653.332),(3 56794.105),(4 73941.055),(5 84690.9),(6 89694.84),(7 91777.12),(8 93409),(9 94534.58),(10 96972.055),(11 99455.76),(12 100711.98),(13 103555.72),(14 107583.8),(15 110792.45),(16 114463.016),(17 117749.52),(18 121424.37),(19 124996.914),(20 129993.59),(21 135436.11),(22 139684.16),(23 142464.17),(24 145172.56),(25 146826.03),(26 148499.17),(27 150899.28),(28 153032.38),(29 154639.81),(30 156494.02),(31 158251.86),(32 160464.23),(33 163274.8),(34 167610.83),(35 170994.52),(36 172277.63),(37 172115.16),(38 170517.47),(39 167927.19),(40 166578.28),(41 166229),(42 166356),(43 166420.7),(44 166964.61),(45 167206.02),(46 167509.16),(47 167802.7),(48 166947.17),(49 164488.83),(50 161174.81),(51 158582.17),(52 158134.11),(53 159154.48),(54 160692.9),(55 161692.6),(56 161798.47),(57 162099.6),(58 162236.98),(59 161429.25),(60 160731.56),(61 159894.13),(62 159235.42),(63 159473.72),(64 160231.75),(65 160583.94),(66 160808.77),(67 160469.67),(68 158958.39),(69 158834.84),(70 160141.27),(71 161896.63),(72 163518),(73 164454.72),(74 164680.17),(75 164923.61),(76 165980.02),(77 167169.6),(78 167153.38),(79 166626.39),
(1 10949.18),(2 34099.96),(3 56799.33),(4 73180.76),(5 82687.96),(6 87109.984),(7 89779.28),(8 92707.85),(9 95422.44),(10 98264.016),(11 100165.48),(12 101545.11),(13 102818.19),(14 105366.375),(15 109049.05),(16 113847.66),(17 117538.445),(18 121224.43),(19 125696.336),(20 131606.34),(21 137654.7),(22 142453.94),(23 145994.75),(24 148795.36),(25 150867.3),(26 153275.4),(27 156587.03),(28 158608.02),(29 160017.8),(30 160226.98),(31 160305.52),(32 162704.34),(33 166738.3),(34 171729.64),(35 174464.34),(36 174204.61),(37 172656.64),(38 171103.92),(39 170081.88),(40 170459.17),(41 171652.3),(42 173116.89),(43 173567.06),(44 172349.73),(45 170853.56),(46 170914.58),(47 173278.77),(48 174990.13),(49 175024.45),(50 172778.94),(51 169475.33),(52 166658.08),(53 166107.33),(54 167363.05),(55 168836.08),(56 169807.14),(57 168739.25),(58 166932.25),(59 166715.33),(60 169221.6),(61 172702.28),(62 175177.05),(63 177265.16),(64 177356),(65 176808.6),(66 176893.8),(67 177611.97),(68 178800.19),(69 181984.89),(70 185704.55),(71 188630.95),(72 190350.36),(73 190594.2),(74 189819.9),(75 187033.75),(76 183510.45),(77 179587.13),(78 176063.55),(79 172024.45),
(1 10580.516),(2 32849.707),(3 54673.355),(4 69443.68),(5 77225.19),(6 80215.45),(7 79877.195),(8 79503.82),(9 80634.945),(10 82910.516),(11 85344.39),(12 87523.29),(13 89862.73),(14 92689.64),(15 95543.08),(16 98702.195),(17 100753.28),(18 102785.53),(19 105777.58),(20 109456.48),(21 113784.414),(22 118576.555),(23 123449.945),(24 128470.266),(25 132011.02),(26 134214.17),(27 135467.22),(28 135368.02),(29 134732.78),(30 133887.36),(31 133850.11),(32 135713.06),(33 139048.78),(34 143569.69),(35 146899.84),(36 148599.33),(37 148784.27),(38 147521.39),(39 147144.78),(40 146363.95),(41 147301.84),(42 148890.52),(43 148447.16),(44 146743.78),(45 145286.95),(46 144948.63),(47 145703.08),(48 146219.45),(49 145800.42),(50 145722.72),(51 145915.78),(52 147218.55),(53 149455.19),(54 152214.55),(55 152807.08),(56 151439.78),(57 150707.1),(58 151655.69),(59 153767.84),(60 156305.42),(61 158245.28),(62 159971.1),(63 161062.63),(64 160976.95),(65 159880.69),(66 158967.88),(67 157819.38),(68 156638.1),(69 157007.7),(70 157765.36),(71 157474.36),(72 157630.66),(73 157972.42),(74 157937.38),(75 157629.89),(76 155876.69),(77 152857.17),(78 150041.66),(79 148172.08),
(1 10497.893),(2 32515.541),(3 53937.492),(4 68744.98),(5 77239.234),(6 81363.21),(7 82888.25),(8 84014.516),(9 85101.445),(10 86262.695),(11 87127.31),(12 87660.05),(13 89209.24),(14 91571.49),(15 93912.055),(16 96627.016),(17 99015.94),(18 101030.36),(19 103840.11),(20 107853),(21 112142.1),(22 116539.65),(23 119910.164),(24 122234.664),(25 123609.664),(26 125392.07),(27 127907.4),(28 129628.99),(29 130664.65),(30 130738.01),(31 131007.85),(32 132697.44),(33 134984.89),(34 138554.97),(35 141768.38),(36 143526.58),(37 143465.67),(38 141954.78),(39 141085.14),(40 140863),(41 141104.19),(42 140985.67),(43 139824.53),(44 138350.77),(45 138423.75),(46 139867.78),(47 140385.98),(48 140016.19),(49 139046.42),(50 138041.3),(51 137125.61),(52 138105.5),(53 140166.94),(54 141668.33),(55 140839.33),(56 138990.23),(57 138041.83),(58 139756.61),(59 143229.98),(60 146660.02),(61 148478.47),(62 149488.02),(63 150241.55),(64 151332.25),(65 152321.14),(66 153052.27),(67 153337.48),(68 153089.69),(69 151390.13),(70 149263.63),(71 147726.92),(72 147621.52),(73 146946.03),(74 145929),(75 145978.4),(76 145650.94),(77 145213.86),(78 145580.97),(79 146788.02),
(1 10163.723),(2 31610.219),(3 52366.598),(4 66455.91),(5 73560.47),(6 75499.97),(7 75885.914),(8 76572.07),(9 77749.125),(10 80065.42),(11 81973.945),(12 83093.67),(13 84628.48),(14 87452.336),(15 89812.38),(16 91958.91),(17 92981.164),(18 93230.19),(19 94289.81),(20 96489.734),(21 99565.49),(22 102480.57),(23 105112.31),(24 107181.38),(25 107701.984),(26 108640.85),(27 109831.03),(28 110613.195),(29 110673.36),(30 111246.73),(31 113462.28),(32 117400.98),(33 121627.01),(34 124217.08),(35 125055.53),(36 124752.695),(37 124402.29),(38 124720.51),(39 125034.34),(40 125219.016),(41 124899.625),(42 123143.87),(43 120907.84),(44 119684.31),(45 119353.99),(46 119957.36),(47 120265.53),(48 120062.78),(49 120225.13),(50 121204.56),(51 123013.77),(52 125354.68),(53 126228.266),(54 125414.58),(55 123572.26),(56 122741.39),(57 123571.74),(58 125419.65),(59 126163.73),(60 126247.22),(61 126819.82),(62 127272.06),(63 127288.914),(64 127550.04),(65 128299.24),(66 128861.96),(67 129354.46),(68 130278.484),(69 130186.86),(70 129146.58),(71 128391.266),(72 128560.84),(73 129781.79),(74 130861.36),(75 131363.81),(76 131314.28),(77 131474.52),(78 131555.1),(79 131505.75),
(1 9724.927),(2 29970.832),(3 49404.832),(4 62649.406),(5 69187.45),(6 71435.26),(7 72189.09),(8 72679.58),(9 73313.36),(10 74573.35),(11 76417.58),(12 78285.94),(13 80360.31),(14 83554.22),(15 86401.34),(16 88586.266),(17 90226.48),(18 91755.68),(19 94305.16),(20 97756.74),(21 101408.55),(22 104951.4),(23 108312.91),(24 111462.44),(25 114140.52),(26 117601.89),(27 120190.25),(28 120672.24),(29 120236.18),(30 120772.25),(31 123584.08),(32 127464.36),(33 130522.4),(34 132301.77),(35 133320.69),(36 133744.48),(37 133833.8),(38 133628.8),(39 134597.06),(40 135624.81),(41 135811.39),(42 135260.47),(43 135036.34),(44 135844.1),(45 137239.06),(46 136814.47),(47 135431.3),(48 134297.64),(49 134679.5),(50 136460.97),(51 138943.45),(52 139342.22),(53 138623.97),(54 137429.73),(55 135746.6),(56 135756.11),(57 137192.84),(58 139006.64),(59 140879.73),(60 142779.61),(61 144202.67),(62 145953.9),(63 148151.84),(64 150036.92),(65 151296.77),(66 152931.72),(67 153858.81),(68 154340.97),(69 154936.34),(70 156626.83),(71 157714.83),(72 158307.94),(73 158607.7),(74 158296.89),(75 157559.19),(76 157101.4),(77 156583.31),(78 156520.58),(79 156451.28),
(1 9863.391),(2 29903.9),(3 48260.008),(4 59988.707),(5 65261.145),(6 65990.484),(7 65777.08),(8 66389.35),(9 67605.89),(10 70287.836),(11 73155.18),(12 75824.91),(13 78897.484),(14 81422.59),(15 83054.516),(16 84462.31),(17 86716.3),(18 90772.01),(19 95414.83),(20 99496.984),(21 102383.125),(22 105363.72),(23 108299.33),(24 111170.85),(25 113915.86),(26 116421.25),(27 118870.01),(28 119412.46),(29 118798.86),(30 118508.51),(31 120180.305),(32 123107.74),(33 125487.195),(34 126034.03),(35 125743.97),(36 125167.695),(37 125365.92),(38 126476.13),(39 127699.86),(40 126836.734),(41 124950.82),(42 123956.51),(43 124017.81),(44 124611.71),(45 125692.266),(46 125424.945),(47 124087.16),(48 122217.05),(49 122037.78),(50 123076.18),(51 123641.08),(52 123409.95),(53 121709.695),(54 119314.555),(55 118516.234),(56 119678.34),(57 122487.92),(58 125869.586),(59 127715.26),(60 126973.75),(61 126797.875),(62 128281.69),(63 130192.875),(64 130761.766),(65 129901.34),(66 128722.35),(67 128599.83),(68 129047.695),(69 130624.42),(70 132240.83),(71 133339.88),(72 134753.6),(73 135448.55),(74 134635.23),(75 133670.2),(76 133646.83),(77 134321.38),(78 135206.88),(79 134746.16),
(1 9808.084),(2 29819.83),(3 47942.05),(4 59282.31),(5 63506.082),(6 63648.65),(7 62522.55),(8 63195.727),(9 65409.45),(10 69140.11),(11 72650.88),(12 75220),(13 77723.734),(14 80335.26),(15 82390.63),(16 85126.234),(17 87886.86),(18 91252.695),(19 94535.55),(20 97991.7),(21 101143.55),(22 105107.13),(23 109228.38),(24 112768.18),(25 115455.266),(26 118456.75),(27 119342.836),(28 118914.97),(29 118787.58),(30 119847.92),(31 122853.85),(32 125520.21),(33 126764.32),(34 126823.86),(35 126303.67),(36 125288.7),(37 125472.58),(38 125804.25),(39 126403.87),(40 126523.17),(41 125992.9),(42 125363.9),(43 125433.18),(44 125190.88),(45 124336.24),(46 122867.72),(47 120510.055),(48 118815.766),(49 119199.734),(50 120840.28),(51 121746.04),(52 121610.78),(53 120493.33),(54 118139.15),(55 117021.055),(56 117366.62),(57 119243.12),(58 121724.36),(59 123490),(60 124431.12),(61 125734.87),(62 126109.46),(63 125447.47),(64 124212.37),(65 123578.39),(66 123308.32),(67 122658.734),(68 121820.35),(69 120862.82),(70 120558.234),(71 120475.99),(72 120593.61),(73 120459.5),(74 120182.88),(75 119668.88),(76 119855.07),(77 120871.63),(78 121532.16),(79 120231.74),
(1 9426.796),(2 28609.55),(3 46015.01),(4 56496.254),(5 60401.688),(6 61532.117),(7 62481.918),(8 63618.22),(9 65896.28),(10 68365.97),(11 69724.53),(12 70528.664),(13 72188.54),(14 74290.03),(15 76552.37),(16 79289.09),(17 82145.35),(18 86246.6),(19 90255.734),(20 93439.336),(21 95529.9),(22 97383.914),(23 99343.32),(24 101135.7),(25 103751.56),(26 106090.43),(27 106594.37),(28 105753.41),(29 105552.3),(30 106735.94),(31 109758.96),(32 113784.7),(33 115903.14),(34 114699.8),(35 111850.27),(36 110269.734),(37 110797.6),(38 112048.49),(39 111835.67),(40 111176.445),(41 110962.03),(42 110559.72),(43 111138.83),(44 111987.96),(45 111081.69),(46 109380.25),(47 107406.13),(48 106831.164),(49 107538.04),(50 108312.13),(51 107556.72),(52 105796.13),(53 104163.266),(54 103911.72),(55 105368.03),(56 107847.02),(57 109945.8),(58 109775.63),(59 107498.016),(60 105230.67),(61 104515.94),(62 104676.54),(63 104843.984),(64 104673.56),(65 105518.41),(66 106082.09),(67 106370.586),(68 106523.71),(69 106764.266),(70 107484.98),(71 107722.2),(72 107376.47),(73 106989.734),(74 106905.66),(75 107459.414),(76 108633.26),(77 108819.95),(78 106958.19),(79 104442.83),
(1 9289.242),(2 27728.082),(3 44500.16),(4 55302.72),(5 60202.715),(6 61475.08),(7 61794.105),(8 63592.063),(9 66284.55),(10 69435.13),(11 71390.125),(12 73026.49),(13 74134.86),(14 76154.06),(15 78287.88),(16 81445.32),(17 85358.84),(18 89721.35),(19 93938.58),(20 97896.164),(21 101336.914),(22 104344.555),(23 106663.53),(24 108954.08),(25 111452.31),(26 113091.56),(27 113111.24),(28 111989.555),(29 111482.63),(30 112007.8),(31 113871.49),(32 116447.27),(33 118088.58),(34 118944.63),(35 118753.305),(36 118389.2),(37 119314.93),(38 119473.195),(39 119071.13),(40 118262.04),(41 117832.59),(42 118411.055),(43 118980.05),(44 118380.32),(45 116553.22),(46 115224.836),(47 114531.75),(48 114712.31),(49 115792.28),(50 116398.06),(51 115775.48),(52 114798.984),(53 114545.18),(54 115465.516),(55 116379.25),(56 116537.195),(57 115485.24),(58 113989.71),(59 112899.72),(60 112904.98),(61 112797.97),(62 112389.26),(63 112676.66),(64 113135.25),(65 113755.6),(66 113905.12),(67 113396.91),(68 112150.45),(69 111957.7),(70 112072.555),(71 111124.375),(72 110073.305),(73 109797.64),(74 110682.52),(75 111986.22),(76 112989.89),(77 113936.555),(78 115134.54),(79 115625.48),
(1 8797.423),(2 26208.014),(3 41488.445),(4 51268.69),(5 55815.742),(6 57033.17),(7 57802.957),(8 60078.06),(9 62738.535),(10 64926.05),(11 66345.24),(12 67436.336),(13 68508.12),(14 71175.98),(15 74156.99),(16 77638.6),(17 80994.59),(18 85055.07),(19 88995.95),(20 91938.61),(21 94219.82),(22 96011.85),(23 97610.16),(24 98894.61),(25 99994.59),(26 100470.86),(27 100315.55),(28 99189.4),(29 98659.38),(30 99668.91),(31 102175.18),(32 103912.664),(33 103696.17),(34 102641.016),(35 101608.41),(36 100743.27),(37 99566.57),(38 98691.086),(39 98669.445),(40 99937.336),(41 101605.984),(42 102308.61),(43 101219.74),(44 99124.53),(45 96924.24),(46 95761.336),(47 96428.58),(48 96870.37),(49 96485.82),(50 95320.61),(51 93395.74),(52 92560.086),(53 93454.3),(54 94949.3),(55 95362.445),(56 94806.695),(57 93296.95),(58 93092.984),(59 94918.63),(60 96254.85),(61 95315.5),(62 94612.03),(63 94528.195),(64 95567.85),(65 97931.805),(66 99037.18),(67 98487.266),(68 96762.65),(69 95542.266),(70 95114.195),(71 96212.53),(72 97754.62),(73 99099.47),(74 99548.32),(75 98627.14),(76 97712.58),(77 98277.5),(78 99056.14),(79 99772.21),
(1 8606.447),(2 25411.281),(3 40515.008),(4 49958.535),(5 53991.387),(6 54802.39),(7 54986.535),(8 56446.094),(9 58206.414),(10 60203.758),(11 62440.875),(12 64284.1),(13 65969.766),(14 68950.82),(15 71893.58),(16 74532),(17 76157.375),(18 78824.055),(19 82516.85),(20 85873.67),(21 89140.77),(22 92031.59),(23 94041.06),(24 95937.414),(25 98229.63),(26 100527.65),(27 100989.76),(28 100337.31),(29 100785.89),(30 102579.414),(31 105150.79),(32 107308.3),(33 108140.76),(34 108854.305),(35 108721.125),(36 109196.58),(37 109918.85),(38 109923.34),(39 109714.875),(40 110437.1),(41 111419.29),(42 110894.06),(43 109505),(44 107549.56),(45 105944.05),(46 105677.086),(47 106604.234),(48 107320.59),(49 107280.72),(50 105714.805),(51 103763.15),(52 103651.016),(53 105321.414),(54 107396.086),(55 108260.64),(56 107933.86),(57 107374.625),(58 107522.6),(59 107375.1),(60 106876.45),(61 106772.11),(62 106841.266),(63 107289.72),(64 107616.15),(65 107792.38),(66 107845.32),(67 106964.85),(68 106495.28),(69 105441.195),(70 104173.055),(71 104064.75),(72 105726.79),(73 107467.21),(74 107354.984),(75 106114.98),(76 104985.09),(77 104719.54),(78 104524.305),(79 103031.445),
