1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48267.06),(2 165405.81),(3 347365.97),(4 569806.6),(5 837131.44),(6 1124428.6),(7 1423176.4),(8 1725143.5),(9 2052629.6),(10 2359891.8),(11 2728530.8),(12 3092787.3),(13 3481482.8),(14 3893740.8),(15 4352427.5),(16 4796895),(17 5286959.5),(18 5784850.5),(19 6337949.5),(20 6853946),(21 7327737.5),(22 7815158.5),(23 8235018),(24 8628091),(25 9099600),(26 9464595),(27 9861925),(28 10220423),(29 10605292),(30 10932141),(31 11253272),(32 11508144),(33 11751643),(34 11981581),(35 12190925),(36 12373203),(37 12624000),(38 12825563),(39 13120701),(40 13383477),(41 13767593),(42 14249787),(43 14828133),(44 15379808),(45 16055317),(46 16715811),(47 17538330),(48 18376800),(49 19388250),(50 20327944),(51 21279414),(52 22264630),(53 23363686),(54 24616032),(55 25957806),(56 27192722),(57 28541246),(58 29810296),(59 31077414),(60 32147744),(61 33106266),(62 33900324),(63 34793348),(64 35510948),(65 36268510),(66 36840244),(67 37412188),(68 37800124),(69 38103440),(70 38363120),(71 38636850),(72 38840784),(73 39018052),(74 39219150),(75 39275364),(76 39337710),(77 39376308),(78 39297116),(79 39149340),
(1 78857.45),(2 291914.97),(3 634176.2),(4 1089827.1),(5 1622101.3),(6 2196698.5),(7 2809641.5),(8 3446967.8),(9 4091713.8),(10 4744000.5),(11 5394513.5),(12 5997810),(13 6598966.5),(14 7174746.5),(15 7704414.5),(16 8170374.5),(17 8590698),(18 8969718),(19 9317354),(20 9612062),(21 9857209),(22 10046673),(23 10188950),(24 10272440),(25 10314746),(26 10334319),(27 10298946),(28 10242992),(29 10167201),(30 10084678),(31 9987683),(32 9868134),(33 9725228),(34 9565077),(35 9380682),(36 9181368),(37 8989515),(38 8778245),(39 8563590),(40 8319454),(41 8080864),(42 7838512.5),(43 7617714),(44 7400996),(45 7225375.5),(46 7083859),(47 6978415.5),(48 6913829.5),(49 6897057.5),(50 6921071.5),(51 6955744),(52 6991215.5),(53 7065384.5),(54 7163780),(55 7284075),(56 7395254.5),(57 7523026),(58 7634336),(59 7742623.5),(60 7853160.5),(61 7953444),(62 8051843),(63 8169935.5),(64 8289231.5),(65 8444223),(66 8622408),(67 8813571),(68 9044695),(69 9305572),(70 9576029),(71 9877109),(72 10198543),(73 10541011),(74 10897407),(75 11259208),(76 11618827),(77 11981395),(78 12342753),(79 12656506),
(1 72086.83),(2 263161.34),(3 557645),(4 942029.5),(5 1388014.4),(6 1859107.6),(7 2357015.8),(8 2859651.3),(9 3342788.8),(10 3814096.8),(11 4267892),(12 4679730.5),(13 5059897.5),(14 5397630),(15 5695032),(16 5960932.5),(17 6188425.5),(18 6403194),(19 6581078),(20 6730846.5),(21 6854265.5),(22 6945924.5),(23 7019485.5),(24 7081392),(25 7117664),(26 7149991.5),(27 7160942.5),(28 7164132),(29 7155674.5),(30 7142537.5),(31 7119108.5),(32 7079996.5),(33 7036841.5),(34 6975197.5),(35 6911844),(36 6837987.5),(37 6759855.5),(38 6677148),(39 6605926),(40 6514248),(41 6457636),(42 6407697.5),(43 6381867.5),(44 6362112.5),(45 6370504.5),(46 6392188),(47 6435115.5),(48 6507540),(49 6580052),(50 6675243.5),(51 6768242.5),(52 6859264.5),(53 6972507.5),(54 7087166.5),(55 7188418.5),(56 7276304),(57 7329706.5),(58 7365084),(59 7383972.5),(60 7410037.5),(61 7403453.5),(62 7414844),(63 7427446.5),(64 7435309.5),(65 7466052),(66 7506851.5),(67 7561216.5),(68 7652677.5),(69 7764573.5),(70 7884230.5),(71 8026876),(72 8187656.5),(73 8360800),(74 8541184),(75 8709927),(76 8878181),(77 9018612),(78 9151180),(79 9262411),
(1 66096.97),(2 241076.06),(3 510979.38),(4 860151.25),(5 1262947),(6 1687306.1),(7 2130589),(8 2568273),(9 2992306.5),(10 3384474),(11 3747313.3),(12 4063577),(13 4349021.5),(14 4608016),(15 4822779),(16 5010564.5),(17 5175376),(18 5343495),(19 5499474),(20 5653024.5),(21 5795586.5),(22 5942702.5),(23 6104174),(24 6283234),(25 6459418),(26 6609354),(27 6748220),(28 6881472.5),(29 7003903.5),(30 7118070.5),(31 7225079),(32 7296296.5),(33 7340017.5),(34 7351388),(35 7346653),(36 7324032),(37 7295608.5),(38 7251537.5),(39 7239893),(40 7200544),(41 7175548),(42 7157095.5),(43 7148933),(44 7132704),(45 7125956),(46 7108030.5),(47 7079948),(48 7043608.5),(49 6991334.5),(50 6927530),(51 6865066),(52 6785591),(53 6724748),(54 6661641),(55 6615022.5),(56 6554578.5),(57 6484422.5),(58 6418194),(59 6377931.5),(60 6360373),(61 6366814.5),(62 6408292.5),(63 6492646.5),(64 6607851.5),(65 6784635),(66 6976224),(67 7199072),(68 7467680),(69 7752526),(70 8050292.5),(71 8349767),(72 8636951),(73 8909140),(74 9155350),(75 9364028),(76 9511809),(77 9611025),(78 9655439),(79 9649366),
(1 68136.13),(2 249295.64),(3 523156.4),(4 870691.94),(5 1258656.5),(6 1656037.8),(7 2063813.8),(8 2456266.5),(9 2826495.3),(10 3177113),(11 3501339.5),(12 3778183),(13 4027473),(14 4247585),(15 4457191.5),(16 4661520.5),(17 4841869),(18 5026135.5),(19 5212880.5),(20 5389232),(21 5558472.5),(22 5723327.5),(23 5876573.5),(24 6029897),(25 6168400.5),(26 6276341),(27 6359888.5),(28 6407469.5),(29 6419849),(30 6421508.5),(31 6386100),(32 6322570),(33 6239865.5),(34 6148109.5),(35 6037015),(36 5904606.5),(37 5772591.5),(38 5633335),(39 5510602),(40 5400093.5),(41 5311779.5),(42 5263504.5),(43 5235964.5),(44 5215734),(45 5221214),(46 5245475.5),(47 5272978),(48 5320230),(49 5395409.5),(50 5477138),(51 5580703.5),(52 5682187),(53 5799329.5),(54 5890872.5),(55 5979479),(56 6029954.5),(57 6079501.5),(58 6120417.5),(59 6171690),(60 6235254),(61 6298413.5),(62 6344159.5),(63 6399838),(64 6451398.5),(65 6543974.5),(66 6620632.5),(67 6685400.5),(68 6758311.5),(69 6835632),(70 6901264.5),(71 6942599),(72 6976679.5),(73 6989693.5),(74 6973351),(75 6949168),(76 6889865),(77 6822892),(78 6747001),(79 6675179),
(1 63853.11),(2 232239.92),(3 487073.75),(4 811398.06),(5 1172969.8),(6 1550328.6),(7 1935534.5),(8 2304205.3),(9 2650611.3),(10 2968535),(11 3258368),(12 3509072.5),(13 3753567.5),(14 3977798.3),(15 4181392),(16 4381930),(17 4568173.5),(18 4759738.5),(19 4945311.5),(20 5130947),(21 5299379.5),(22 5449161.5),(23 5564873.5),(24 5658857.5),(25 5713680.5),(26 5724323.5),(27 5719954.5),(28 5676886.5),(29 5621292.5),(30 5568810),(31 5524940.5),(32 5483470),(33 5442853.5),(34 5404887),(35 5363760.5),(36 5309003.5),(37 5253376.5),(38 5173244.5),(39 5093560.5),(40 4982692.5),(41 4872428),(42 4756724.5),(43 4643370),(44 4537100.5),(45 4448970),(46 4372386),(47 4318284.5),(48 4291158),(49 4282520.5),(50 4286416.5),(51 4290742.5),(52 4293180),(53 4286775.5),(54 4276066.5),(55 4272448.5),(56 4256385),(57 4262604),(58 4275601),(59 4315749.5),(60 4375423),(61 4437343.5),(62 4496125),(63 4577592.5),(64 4664295.5),(65 4776651),(66 4892359),(67 5009040),(68 5136842),(69 5266572.5),(70 5398980.5),(71 5525850),(72 5656770.5),(73 5778624.5),(74 5888694.5),(75 5984968.5),(76 6050607.5),(77 6091148.5),(78 6102009.5),(79 6094879.5),
(1 61469.56),(2 222575.4),(3 468436.5),(4 779384.1),(5 1126888.1),(6 1478706.8),(7 1839411.8),(8 2179080),(9 2505272.5),(10 2824704.5),(11 3138453.3),(12 3413298.8),(13 3700143),(14 3978668),(15 4229979),(16 4461668),(17 4674168.5),(18 4860594),(19 5024256.5),(20 5148095.5),(21 5244197),(22 5321568),(23 5378678.5),(24 5420413.5),(25 5427331),(26 5397125.5),(27 5366400.5),(28 5319116.5),(29 5268126),(30 5213441),(31 5170940.5),(32 5128105),(33 5092872.5),(34 5063649.5),(35 5044121.5),(36 5013437),(37 4985928.5),(38 4964781),(39 4935806.5),(40 4887669.5),(41 4856095),(42 4829394),(43 4804618.5),(44 4787479),(45 4785337.5),(46 4799113),(47 4811931.5),(48 4851963.5),(49 4899041),(50 4964287),(51 5020862),(52 5086006),(53 5152204.5),(54 5208435),(55 5276420.5),(56 5328918),(57 5393957.5),(58 5450057.5),(59 5526919.5),(60 5602219.5),(61 5690893.5),(62 5794305),(63 5897069),(64 6003407),(65 6104847),(66 6202201.5),(67 6277687.5),(68 6366533.5),(69 6456824.5),(70 6534785),(71 6602335.5),(72 6675650.5),(73 6729681),(74 6754468.5),(75 6770777.5),(76 6771696.5),(77 6753374),(78 6711558.5),(79 6660657.5),
(1 67005.195),(2 242410.3),(3 509371.4),(4 845428.6),(5 1221430.5),(6 1610746.9),(7 2009319.3),(8 2387925.8),(9 2750599.3),(10 3084625),(11 3382822.8),(12 3641148.5),(13 3874215),(14 4071537.3),(15 4220689),(16 4324933.5),(17 4381167.5),(18 4408734.5),(19 4407871),(20 4378705.5),(21 4346235),(22 4311847.5),(23 4287909.5),(24 4266325.5),(25 4239622.5),(26 4222397.5),(27 4210920.5),(28 4202749),(29 4199574.5),(30 4205564.5),(31 4241138),(32 4287193),(33 4342159),(34 4415389),(35 4493425),(36 4556519.5),(37 4620865),(38 4686855),(39 4741729.5),(40 4791751),(41 4842050),(42 4876537.5),(43 4909631),(44 4935235),(45 4956180),(46 4987756.5),(47 5015774.5),(48 5047535),(49 5090505.5),(50 5130819),(51 5172890.5),(52 5219760.5),(53 5285335.5),(54 5367645.5),(55 5456055.5),(56 5535771),(57 5624378.5),(58 5710577),(59 5798958.5),(60 5882910),(61 5964068.5),(62 6046407),(63 6110237),(64 6157983.5),(65 6179236.5),(66 6179202),(67 6161693),(68 6153147),(69 6154780),(70 6165569),(71 6189990.5),(72 6242988.5),(73 6304356),(74 6363492),(75 6427473),(76 6474555.5),(77 6511814),(78 6522440.5),(79 6528119),
(1 63712.227),(2 230333.3),(3 484160),(4 806706.56),(5 1168516.9),(6 1539786.5),(7 1906920.3),(8 2248554.3),(9 2562917.3),(10 2833549.3),(11 3067644),(12 3241868),(13 3395413.3),(14 3520692.5),(15 3603204.3),(16 3667830),(17 3703583.5),(18 3728637.5),(19 3735971.5),(20 3723824),(21 3683319.3),(22 3641088),(23 3571111.5),(24 3483286.8),(25 3373699),(26 3263560.8),(27 3160675.3),(28 3070131),(29 3005816.3),(30 2964348),(31 2969344.5),(32 2999879),(33 3063307.8),(34 3153943.8),(35 3255337.8),(36 3364953.3),(37 3469831.3),(38 3574689),(39 3650500.5),(40 3690200.8),(41 3726094.8),(42 3733853),(43 3722769.5),(44 3701081.8),(45 3673228),(46 3650907.3),(47 3629816),(48 3622971.5),(49 3630427.8),(50 3651282.3),(51 3667522.3),(52 3684889.8),(53 3700169.8),(54 3715263),(55 3734606.8),(56 3752605),(57 3780599.3),(58 3828564.8),(59 3872356.8),(60 3936826.8),(61 4012994),(62 4081190.8),(63 4151996.5),(64 4213671),(65 4280347),(66 4337886.5),(67 4399318.5),(68 4460794),(69 4538184.5),(70 4614082),(71 4694792.5),(72 4771951.5),(73 4857993.5),(74 4926311),(75 5001231.5),(76 5058455.5),(77 5097797.5),(78 5136148.5),(79 5138125.5),
(1 68748.5),(2 247509.1),(3 520598.1),(4 860106.2),(5 1226400.9),(6 1592188.8),(7 1941393.9),(8 2251350.5),(9 2515273),(10 2724251),(11 2885552.8),(12 2991636.8),(13 3073852),(14 3128472.5),(15 3169065),(16 3187505.8),(17 3199657.3),(18 3213785.5),(19 3236574.3),(20 3258399.5),(21 3292166.5),(22 3322811.5),(23 3352071),(24 3383024.5),(25 3399336),(26 3412233.3),(27 3430634.5),(28 3443257.3),(29 3465494.5),(30 3483466.5),(31 3511786.5),(32 3533580.5),(33 3556523),(34 3581515.5),(35 3603344.5),(36 3641098),(37 3689287),(38 3757632),(39 3818460),(40 3872814.5),(41 3928416),(42 3977944),(43 4007519),(44 4023299.8),(45 4032457.5),(46 4049706.5),(47 4059638.3),(48 4091273.5),(49 4146342),(50 4215749),(51 4280581),(52 4351531),(53 4420690),(54 4474040.5),(55 4509332),(56 4518114),(57 4535962),(58 4556426),(59 4584526),(60 4620750),(61 4685754),(62 4735503.5),(63 4803849),(64 4875799.5),(65 4976785),(66 5082091),(67 5200244),(68 5325160),(69 5456519),(70 5572172),(71 5686495.5),(72 5794802),(73 5897033),(74 5997120),(75 6087112.5),(76 6162673),(77 6212470),(78 6228782),(79 6197929),
(1 62739.176),(2 217883.48),(3 443365.5),(4 707727.75),(5 983779),(6 1245308.4),(7 1487324.4),(8 1690680.5),(9 1849953.1),(10 1983675.5),(11 2108220.5),(12 2216093.5),(13 2321694),(14 2414482.3),(15 2496307.5),(16 2561958.5),(17 2613884),(18 2679903.3),(19 2754518.5),(20 2830859.5),(21 2898925.8),(22 2958311.3),(23 3013592.8),(24 3055543.5),(25 3090984),(26 3122374.8),(27 3148395),(28 3184376.3),(29 3236510.8),(30 3290492),(31 3340051.3),(32 3371486.3),(33 3383220),(34 3370042.3),(35 3334112.5),(36 3282570.8),(37 3234594.5),(38 3179510),(39 3121830.5),(40 3077526.5),(41 3047648),(42 3038328.3),(43 3045873),(44 3058424.3),(45 3093064.8),(46 3144594.3),(47 3203798.3),(48 3278541.3),(49 3359601),(50 3447322.5),(51 3523764),(52 3594705.3),(53 3669520),(54 3745801),(55 3821726.3),(56 3889819.8),(57 3967682.5),(58 4044393.5),(59 4144139.8),(60 4243073),(61 4347215.5),(62 4439014.5),(63 4520858.5),(64 4589072.5),(65 4666129.5),(66 4722390.5),(67 4780097.5),(68 4837430.5),(69 4892580.5),(70 4940100.5),(71 4975123.5),(72 5023278.5),(73 5067595),(74 5106536),(75 5140491),(76 5148516.5),(77 5144093),(78 5116984),(79 5076065.5),
(1 58655.176),(2 207731.98),(3 424102.47),(4 680681.5),(5 947181.25),(6 1201887.8),(7 1443799.1),(8 1674082.6),(9 1883780.9),(10 2089996.4),(11 2281200),(12 2447452),(13 2586686.3),(14 2701629.8),(15 2783745.3),(16 2830329),(17 2831615.5),(18 2825446.3),(19 2806734.8),(20 2783137.3),(21 2770740.8),(22 2766191.3),(23 2787534),(24 2815210.5),(25 2834993.3),(26 2859098.3),(27 2864287.5),(28 2864958.3),(29 2872305.3),(30 2885537.3),(31 2911528.3),(32 2937095.5),(33 2967514.3),(34 2995044),(35 3002941),(36 3005315.5),(37 3008825.5),(38 3016244.3),(39 3039253.8),(40 3089579),(41 3169722),(42 3271257.3),(43 3381743.3),(44 3486037.8),(45 3583209.3),(46 3670635),(47 3741688.5),(48 3805042.3),(49 3856057.5),(50 3893351.8),(51 3923286.8),(52 3942597.5),(53 3968399.5),(54 3984799),(55 4011357.8),(56 4028252.3),(57 4048746),(58 4069799.3),(59 4093137.3),(60 4115107.3),(61 4133274),(62 4146719),(63 4163219.3),(64 4183303.8),(65 4203651.5),(66 4211290.5),(67 4209778),(68 4215692),(69 4205631.5),(70 4200889.5),(71 4200960),(72 4210594.5),(73 4227267.5),(74 4234095),(75 4233939),(76 4217862.5),(77 4191684.5),(78 4161377.8),(79 4135343.5),
(1 69769.34),(2 250710.33),(3 511961.63),(4 820920.6),(5 1134359),(6 1428158.9),(7 1697965.3),(8 1937545.8),(9 2153526),(10 2345171.8),(11 2522256.8),(12 2668656.3),(13 2780631),(14 2857081.3),(15 2888861.5),(16 2878305.8),(17 2821740.3),(18 2749477),(19 2672521.3),(20 2602464.5),(21 2553503.8),(22 2532583.3),(23 2535432.5),(24 2547555.5),(25 2564727.8),(26 2590614.3),(27 2616010),(28 2652546.5),(29 2707147),(30 2779534),(31 2861954.3),(32 2939292.3),(33 3006305),(34 3064128),(35 3110459),(36 3151594.3),(37 3193276.8),(38 3242511.3),(39 3300293),(40 3365401.5),(41 3452072.5),(42 3549534.5),(43 3648069.8),(44 3730298.3),(45 3799784.5),(46 3856875.5),(47 3892909.3),(48 3912844.5),(49 3937857.3),(50 3947766.3),(51 3947824.5),(52 3946204.5),(53 3941482.8),(54 3929708.5),(55 3922108.5),(56 3905425.3),(57 3883077),(58 3844413.3),(59 3812679),(60 3782611),(61 3758080),(62 3739063),(63 3719156.8),(64 3703409.8),(65 3690334.3),(66 3663795),(67 3631015),(68 3596813.5),(69 3573716.8),(70 3555129.8),(71 3536771.3),(72 3529613.3),(73 3527069.8),(74 3524165.8),(75 3540041),(76 3558297),(77 3583318.3),(78 3609960.5),(79 3650915),
(1 62721.332),(2 219367.8),(3 447192.3),(4 713222.7),(5 994367.25),(6 1253738.3),(7 1501584.4),(8 1731825.1),(9 1934868.5),(10 2117835.5),(11 2284864.5),(12 2403190.3),(13 2497612.8),(14 2562684.8),(15 2576184.3),(16 2557557.8),(17 2508273.8),(18 2453633),(19 2394206.5),(20 2336456.8),(21 2281134.3),(22 2231635.3),(23 2187645),(24 2144674.3),(25 2108040.3),(26 2092447.9),(27 2094043.9),(28 2118044),(29 2169259.3),(30 2238540.5),(31 2320196.3),(32 2405297.8),(33 2484478.8),(34 2563038),(35 2631346),(36 2703081),(37 2770225.8),(38 2837222.8),(39 2908849.8),(40 2979501.5),(41 3058803.3),(42 3140508.8),(43 3212042.8),(44 3268278.3),(45 3317726.3),(46 3355564),(47 3376662.8),(48 3395213.5),(49 3414315.3),(50 3429283),(51 3438006.8),(52 3448618.8),(53 3450237.5),(54 3445041.8),(55 3436261.5),(56 3408820),(57 3375974.8),(58 3335975),(59 3298138),(60 3274101.5),(61 3257522.5),(62 3244681.8),(63 3247465),(64 3258208.8),(65 3282342.8),(66 3300442.5),(67 3325099.5),(68 3345403.5),(69 3361077.5),(70 3386296.5),(71 3410097.5),(72 3447657.3),(73 3487949.8),(74 3536978.5),(75 3589620.5),(76 3633015.8),(77 3678897.5),(78 3717494.3),(79 3748036.5),
(1 61709.945),(2 214135.86),(3 434589.72),(4 693517.06),(5 958557.5),(6 1204910.9),(7 1431346),(8 1640430.6),(9 1824725),(10 1988853),(11 2138575),(12 2253998.5),(13 2345772.8),(14 2396839.8),(15 2420367),(16 2416572),(17 2386338.8),(18 2350910.3),(19 2315343.3),(20 2280386.3),(21 2254741.8),(22 2233624),(23 2221021.3),(24 2213010.3),(25 2207000.8),(26 2217554.5),(27 2237645.3),(28 2276040.8),(29 2337605.5),(30 2415685.3),(31 2504064.8),(32 2588204),(33 2658432.3),(34 2712361.3),(35 2744388.3),(36 2753453.8),(37 2748653.5),(38 2732376.5),(39 2727337),(40 2713414.5),(41 2721850.5),(42 2741013),(43 2769607),(44 2798022.5),(45 2822474.3),(46 2833316),(47 2837556),(48 2851295.8),(49 2861548.5),(50 2882132),(51 2912349.3),(52 2944253.3),(53 2976866.8),(54 3017594),(55 3065214.3),(56 3106012),(57 3148829.3),(58 3188295),(59 3218378.8),(60 3245851),(61 3269290.8),(62 3277777.8),(63 3288284),(64 3284490),(65 3276453.3),(66 3253761.5),(67 3231111),(68 3196139),(69 3175709.3),(70 3162913),(71 3152074),(72 3156895.3),(73 3167052.5),(74 3186233.5),(75 3207206),(76 3236327.5),(77 3263348.5),(78 3286214),(79 3306265),
(1 61455.043),(2 218307.27),(3 441418),(4 698857.44),(5 950269.25),(6 1168874.3),(7 1355823.9),(8 1519700.1),(9 1654428.8),(10 1770736.1),(11 1868657.8),(12 1936848.5),(13 1978119.9),(14 1987808.4),(15 1969779.9),(16 1931916.5),(17 1878833.8),(18 1831275.3),(19 1797352),(20 1777461.8),(21 1774409.6),(22 1785598.4),(23 1809381),(24 1833061.4),(25 1857316.6),(26 1886328.1),(27 1917243.8),(28 1955294.3),(29 1997570.5),(30 2039911.1),(31 2078087.5),(32 2096147.9),(33 2106236),(34 2100242.5),(35 2070987.5),(36 2037726.8),(37 2001225.6),(38 1971389.4),(39 1949235.8),(40 1946611.5),(41 1963135.6),(42 2002087.5),(43 2047344.9),(44 2100961.8),(45 2147105.5),(46 2178706),(47 2205298.8),(48 2231149.8),(49 2259350),(50 2289605),(51 2325499.5),(52 2362805.8),(53 2405661),(54 2446093.3),(55 2491542.5),(56 2528003.8),(57 2563732.5),(58 2592752.5),(59 2615884.5),(60 2639672.3),(61 2655057.5),(62 2669208.3),(63 2678301.5),(64 2678452),(65 2670091.3),(66 2643956),(67 2626642.5),(68 2609435),(69 2602774.5),(70 2602558.5),(71 2613382.5),(72 2636652.5),(73 2660051.3),(74 2682841.3),(75 2696273),(76 2702586),(77 2704172),(78 2700019.3),(79 2688725),
(1 59211.49),(2 211718.5),(3 426948.8),(4 667330.4),(5 902293.3),(6 1106184),(7 1277996.8),(8 1428010.6),(9 1551155.1),(10 1660305.5),(11 1762410.9),(12 1841635.8),(13 1904608.8),(14 1949109.1),(15 1957087.3),(16 1936259.4),(17 1890526.9),(18 1851725.8),(19 1820083.8),(20 1804968.3),(21 1805528.8),(22 1825036.3),(23 1849518.3),(24 1878772.8),(25 1898854.1),(26 1926702.6),(27 1948973),(28 1965989.1),(29 1978131.8),(30 1991122.1),(31 2004039.6),(32 2018373.8),(33 2039687.4),(34 2066414.9),(35 2092098.3),(36 2122172.3),(37 2163687.3),(38 2204866.5),(39 2248257.3),(40 2292085.8),(41 2340694.8),(42 2392010),(43 2443605.3),(44 2489912.8),(45 2524671.5),(46 2547268),(47 2551817.3),(48 2548441),(49 2541782.8),(50 2546680.8),(51 2546223.3),(52 2550192.8),(53 2564135.5),(54 2574323),(55 2592746.8),(56 2608556),(57 2634523.8),(58 2649787),(59 2672387),(60 2699773),(61 2726361.3),(62 2754767.5),(63 2771770),(64 2775605.3),(65 2777307),(66 2767743.5),(67 2762760.5),(68 2754010),(69 2752830),(70 2759453),(71 2784502.8),(72 2817679.5),(73 2863556.3),(74 2909153),(75 2946747.5),(76 2988794.3),(77 3026617.3),(78 3055269),(79 3070027),
(1 52800.516),(2 184266.4),(3 369251.97),(4 574675.75),(5 775406.3),(6 947238.75),(7 1091295.9),(8 1208818.9),(9 1305826.6),(10 1392168.5),(11 1478502.8),(12 1549709.8),(13 1613863.1),(14 1657840),(15 1675845),(16 1671397.8),(17 1642521.8),(18 1620245.9),(19 1600625.1),(20 1577993.6),(21 1556673.1),(22 1540507.8),(23 1525020.1),(24 1512505.3),(25 1505867.9),(26 1513290.3),(27 1528757.9),(28 1545398.8),(29 1572909.4),(30 1606906.6),(31 1649023.3),(32 1697464.5),(33 1751608.4),(34 1804389.8),(35 1851810.9),(36 1885982.3),(37 1908513.8),(38 1916786.1),(39 1915985.4),(40 1905984.4),(41 1903107.5),(42 1912766),(43 1935120),(44 1959990.8),(45 1985856.8),(46 2005101.5),(47 2010192.4),(48 2016201.6),(49 2017037.1),(50 2015872.1),(51 2006579.5),(52 1990651.4),(53 1971246.3),(54 1954930.9),(55 1952015.3),(56 1949649.6),(57 1965032.1),(58 1995028.6),(59 2046458.3),(60 2113274.8),(61 2184415),(62 2249300),(63 2299140),(64 2331893.8),(65 2350150),(66 2346637.5),(67 2341162.8),(68 2325967.8),(69 2314563.5),(70 2307783.8),(71 2306721.5),(72 2314689.5),(73 2321996.5),(74 2321953),(75 2325842.8),(76 2325345.5),(77 2333536.5),(78 2339228),(79 2351648.8),
