1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109269.15),(2 383907.53),(3 812419.7),(4 1359347),(5 1970322.5),(6 2636647.8),(7 3366642),(8 4084401.8),(9 4827180.5),(10 5552880.5),(11 6342312),(12 6933332),(13 7409336.5),(14 7928782),(15 8496457),(16 9117221),(17 9865192),(18 10594368),(19 11303573),(20 12068972),(21 12849229),(22 13651521),(23 14597667),(24 15400884),(25 16023769),(26 16676320),(27 17383662),(28 17997194),(29 18559574),(30 19045262),(31 19377782),(32 19795622),(33 20242596),(34 20728566),(35 21278952),(36 21812196),(37 22297792),(38 22727438),(39 23234078),(40 23666666),(41 24222712),(42 24793254),(43 25316370),(44 25833392),(45 26323264),(46 26848570),(47 27575280),(48 28378314),(49 29296570),(50 30208170),(51 31179218),(52 32192502),(53 33184182),(54 34155270),(55 35085680),(56 35934600),(57 36866988),(58 37885370),(59 39025500),(60 40341930),(61 41670356),(62 43254480),(63 44903812),(64 46577184),(65 48260268),(66 50230892),(67 52242844),(68 54290036),(69 56427292),(70 58300244),(71 60118092),(72 61972124),(73 63496468),(74 65068396),(75 66395308),(76 67529960),(77 68770570),(78 69903350),(79 70838220),
(1 153476.56),(2 563391.06),(3 1171117),(4 1919466.1),(5 2766412.8),(6 3691282),(7 4617161.5),(8 5539173),(9 6419779),(10 7234128.5),(11 7965917),(12 8627740),(13 9184531),(14 9660248),(15 10086381),(16 10439073),(17 10729816),(18 10964760),(19 11170578),(20 11337982),(21 11463201),(22 11623492),(23 11775699),(24 11909017),(25 11994990),(26 12064595),(27 12098524),(28 12075957),(29 12017283),(30 11930343),(31 11835965),(32 11741590),(33 11660679),(34 11584338),(35 11517627),(36 11448296),(37 11396913),(38 11337381),(39 11244870),(40 11148930),(41 11053971),(42 10925686),(43 10790119),(44 10674972),(45 10578091),(46 10519139),(47 10483149),(48 10489312),(49 10535605),(50 10624104),(51 10800342),(52 11026029),(53 11300353),(54 11592323),(55 11814765),(56 12002866),(57 12189217),(58 12343645),(59 12414335),(60 12458126),(61 12452007),(62 12427951),(63 12359615),(64 12297016),(65 12195854),(66 12066435),(67 11901220),(68 11747245),(69 11572154),(70 11406771),(71 11272572),(72 11179253),(73 11140228),(74 11152442),(75 11232292),(76 11356483),(77 11526624),(78 11743213),(79 11982158),
(1 169833.36),(2 619581.75),(3 1269891.9),(4 2049165.4),(5 2922023.3),(6 3836622.8),(7 4721196.5),(8 5549479.5),(9 6306507.5),(10 6966389.5),(11 7521366),(12 8012270),(13 8427959),(14 8779904),(15 9056387),(16 9303280),(17 9526129),(18 9700086),(19 9867756),(20 9967995),(21 10043423),(22 10106979),(23 10210501),(24 10413452),(25 10679585),(26 11009740),(27 11359101),(28 11714555),(29 12072457),(30 12448131),(31 12791484),(32 13115501),(33 13453753),(34 13778305),(35 14034515),(36 14240025),(37 14395140),(38 14562911),(39 14653795),(40 14626781),(41 14527332),(42 14366324),(43 14157165),(44 13908344),(45 13636021),(46 13339712),(47 13020579),(48 12698211),(49 12430969),(50 12158520),(51 11948423),(52 11774352),(53 11680363),(54 11628603),(55 11580432),(56 11556093),(57 11549704),(58 11554229),(59 11562464),(60 11601435),(61 11666521),(62 11773765),(63 11882317),(64 12033237),(65 12244405),(66 12458304),(67 12654308),(68 12888724),(69 13127880),(70 13296157),(71 13440133),(72 13578061),(73 13715771),(74 13752133),(75 13718047),(76 13594085),(77 13415181),(78 13190545),(79 12978959),
(1 181304.08),(2 665521.25),(3 1362169),(4 2191909),(5 3129039),(6 4120327.3),(7 5105275.5),(8 6058616.5),(9 6905415.5),(10 7658233.5),(11 8279731),(12 8774383),(13 9181055),(14 9475107),(15 9660750),(16 9778448),(17 9862712),(18 9967436),(19 10113010),(20 10333418),(21 10599260),(22 10882008),(23 11181482),(24 11481496),(25 11779004),(26 12013452),(27 12214075),(28 12368699),(29 12469571),(30 12494866),(31 12471790),(32 12461192),(33 12465526),(34 12455616),(35 12440486),(36 12396390),(37 12382820),(38 12360392),(39 12299721),(40 12231073),(41 12150107),(42 12010796),(43 11892060),(44 11784662),(45 11674349),(46 11596541),(47 11559749),(48 11524072),(49 11513128),(50 11520852),(51 11553377),(52 11588951),(53 11621737),(54 11602601),(55 11554458),(56 11476314),(57 11413900),(58 11379375),(59 11381165),(60 11421500),(61 11489715),(62 11531180),(63 11581087),(64 11618022),(65 11651913),(66 11735726),(67 11759849),(68 11789660),(69 11825130),(70 11840812),(71 11884774),(72 11918758),(73 11956148),(74 11979212),(75 12024878),(76 12076831),(77 12138612),(78 12220867),(79 12324742),
(1 196545.16),(2 720318.4),(3 1480377.1),(4 2381551),(5 3356330.5),(6 4362334.5),(7 5351947.5),(8 6299233.5),(9 7144919.5),(10 7900815.5),(11 8524940),(12 8971245),(13 9300503),(14 9550612),(15 9728408),(16 9841602),(17 9900838),(18 9905060),(19 9865889),(20 9815599),(21 9763302),(22 9673784),(23 9597189),(24 9531540),(25 9487501),(26 9452112),(27 9448228),(28 9487933),(29 9584169),(30 9688859),(31 9816806),(32 10015023),(33 10242379),(34 10518976),(35 10790159),(36 11042673),(37 11236726),(38 11366231),(39 11427187),(40 11455053),(41 11455772),(42 11409376),(43 11362568),(44 11282916),(45 11140142),(46 10998399),(47 10800069),(48 10583116),(49 10376887),(50 10170738),(51 10005345),(52 9896662),(53 9830186),(54 9781642),(55 9722036),(56 9679127),(57 9707874),(58 9758378),(59 9843337),(60 9943917),(61 10020083),(62 10069656),(63 10129556),(64 10176472),(65 10221208),(66 10252257),(67 10248564),(68 10319009),(69 10406079),(70 10527683),(71 10658343),(72 10743055),(73 10841928),(74 10917238),(75 10948695),(76 10904497),(77 10806525),(78 10620010),(79 10403054),
(1 188831.14),(2 684018.1),(3 1390404.9),(4 2222672.3),(5 3115241.8),(6 4002979.8),(7 4846424.5),(8 5613676),(9 6282655),(10 6839094),(11 7281280),(12 7592239),(13 7795052),(14 7925465),(15 8006832.5),(16 8052521),(17 8070109),(18 8102893),(19 8140825),(20 8218920.5),(21 8296017),(22 8393061),(23 8502961),(24 8634044),(25 8765269),(26 8883975),(27 9072025),(28 9314789),(29 9571032),(30 9817089),(31 10051579),(32 10316486),(33 10565359),(34 10826767),(35 11057495),(36 11247910),(37 11392187),(38 11436133),(39 11417522),(40 11342324),(41 11212749),(42 11047143),(43 10861818),(44 10653695),(45 10428610),(46 10193478),(47 9968090),(48 9812699),(49 9689627),(50 9545998),(51 9425348),(52 9365184),(53 9326965),(54 9304070),(55 9245223),(56 9165672),(57 9099546),(58 8996904),(59 8922837),(60 8824014),(61 8692270),(62 8564724),(63 8466063),(64 8364571.5),(65 8252834.5),(66 8114319),(67 7979946),(68 7872645.5),(69 7779725.5),(70 7700335.5),(71 7687023.5),(72 7717000.5),(73 7832030),(74 7963069.5),(75 8104650),(76 8251428.5),(77 8397136),(78 8537188),(79 8639333),
(1 164519.17),(2 588054.4),(3 1184618.5),(4 1867053.8),(5 2589599.3),(6 3310605.8),(7 3993648),(8 4598877.5),(9 5118046.5),(10 5545689.5),(11 5887393),(12 6161469),(13 6366734.5),(14 6507409.5),(15 6594269.5),(16 6675311),(17 6791351.5),(18 6947122),(19 7110545),(20 7296378),(21 7492213.5),(22 7657202),(23 7777003.5),(24 7868039.5),(25 7940981),(26 7999459),(27 8077433),(28 8176952.5),(29 8265221.5),(30 8371423),(31 8484383),(32 8591242),(33 8694885),(34 8763157),(35 8778566),(36 8785620),(37 8765876),(38 8693771),(39 8586191),(40 8456641),(41 8321427),(42 8189508.5),(43 8075180.5),(44 7953933),(45 7839832.5),(46 7739625),(47 7648069),(48 7555962),(49 7438141.5),(50 7320091.5),(51 7180853),(52 7057750),(53 6952329.5),(54 6886823.5),(55 6847721.5),(56 6840275),(57 6872474),(58 6914199.5),(59 6990161.5),(60 7067239.5),(61 7135081),(62 7192064),(63 7262322.5),(64 7307094.5),(65 7345951.5),(66 7384154),(67 7413132.5),(68 7401362),(69 7356811.5),(70 7302688),(71 7260221),(72 7211112),(73 7178550),(74 7161791.5),(75 7143820.5),(76 7134360),(77 7133914),(78 7118405.5),(79 7103859.5),
(1 168666.8),(2 603167.5),(3 1200798.8),(4 1899128.8),(5 2652375.8),(6 3422570.8),(7 4170136.5),(8 4876301.5),(9 5514806.5),(10 6098617),(11 6608265.5),(12 7055553),(13 7504845),(14 7893868.5),(15 8253932),(16 8553902),(17 8839917),(18 9089734),(19 9317791),(20 9505051),(21 9655467),(22 9748170),(23 9769487),(24 9743630),(25 9669421),(26 9597468),(27 9510645),(28 9403001),(29 9278728),(30 9162969),(31 9001160),(32 8808058),(33 8611188),(34 8396458),(35 8163915),(36 7965374),(37 7786217.5),(38 7638854),(39 7546024.5),(40 7544411),(41 7578810.5),(42 7631436.5),(43 7699407.5),(44 7775863.5),(45 7846268),(46 7874320.5),(47 7856099),(48 7802668),(49 7713998.5),(50 7597380),(51 7482715),(52 7359482),(53 7240272.5),(54 7161484),(55 7097615.5),(56 7052362.5),(57 7067311.5),(58 7130752),(59 7236041.5),(60 7379873.5),(61 7541117),(62 7764712.5),(63 8042778),(64 8357147),(65 8710679),(66 9068889),(67 9448591),(68 9850670),(69 10218592),(70 10508538),(71 10722836),(72 10808035),(73 10784192),(74 10701116),(75 10543451),(76 10353092),(77 10106262),(78 9821504),(79 9512987),
(1 174910.48),(2 636379.06),(3 1282119.5),(4 2037898),(5 2848847.8),(6 3651533),(7 4332167),(8 4888973),(9 5326065),(10 5677867.5),(11 5982944.5),(12 6257820),(13 6563875),(14 6859388.5),(15 7169145.5),(16 7445999),(17 7708900),(18 7952480.5),(19 8192849.5),(20 8391950),(21 8543898),(22 8643375),(23 8708709),(24 8772288),(25 8792088),(26 8790305),(27 8759101),(28 8729453),(29 8685072),(30 8604211),(31 8481945),(32 8308524.5),(33 8111512),(34 7875445.5),(35 7617064.5),(36 7376760),(37 7145304.5),(38 6948615.5),(39 6775021.5),(40 6624326),(41 6494162.5),(42 6379605),(43 6289212),(44 6191249.5),(45 6100477),(46 6012722.5),(47 5929142.5),(48 5851996),(49 5799660),(50 5766848.5),(51 5744487),(52 5749806),(53 5790216),(54 5858512.5),(55 5929689),(56 6012972.5),(57 6112674),(58 6224576),(59 6366255.5),(60 6540358.5),(61 6727570),(62 6897424),(63 7070007),(64 7222094.5),(65 7335240.5),(66 7403983.5),(67 7436384),(68 7492162),(69 7552025),(70 7623003),(71 7713398.5),(72 7813800),(73 7914562),(74 7985582.5),(75 8027027),(76 8051066),(77 8013314),(78 7917282.5),(79 7755757.5),
(1 155345.61),(2 552425.4),(3 1108762),(4 1755145.3),(5 2437399),(6 3112275.3),(7 3703888.5),(8 4215129),(9 4652629),(10 5021291.5),(11 5317043),(12 5573911.5),(13 5830068.5),(14 6084044),(15 6306024),(16 6504528),(17 6676931.5),(18 6833083.5),(19 6956096),(20 7044792),(21 7060616),(22 7013432.5),(23 6931271),(24 6846503.5),(25 6735006),(26 6602926.5),(27 6484862),(28 6367818),(29 6275194),(30 6155204),(31 6036798.5),(32 5886462.5),(33 5709492),(34 5551494.5),(35 5411630),(36 5310454),(37 5233912),(38 5218274.5),(39 5232145),(40 5275696),(41 5328259),(42 5393702),(43 5480255),(44 5553675),(45 5667938.5),(46 5769241),(47 5854120.5),(48 5929347.5),(49 6012273),(50 6099809),(51 6185697.5),(52 6267700),(53 6318836.5),(54 6348133),(55 6348430),(56 6348283.5),(57 6355650.5),(58 6362490),(59 6354048),(60 6359051),(61 6395688),(62 6455566),(63 6529802),(64 6620257),(65 6727930.5),(66 6834109.5),(67 6941537),(68 7037504),(69 7141561),(70 7253275),(71 7371647),(72 7469874.5),(73 7533284.5),(74 7568925.5),(75 7607451),(76 7619418.5),(77 7613451),(78 7579684),(79 7531174),
(1 151505.95),(2 547971.4),(3 1098910.1),(4 1718440.5),(5 2362437.3),(6 2978558.5),(7 3544198),(8 4026192.5),(9 4437899),(10 4790857.5),(11 5085065),(12 5343811.5),(13 5588568),(14 5829539.5),(15 6059546),(16 6283015),(17 6528647.5),(18 6746436.5),(19 6927919.5),(20 7074411),(21 7171062.5),(22 7242658),(23 7291260.5),(24 7332549),(25 7318083.5),(26 7284005),(27 7239820),(28 7183128.5),(29 7123735.5),(30 7002507),(31 6829918.5),(32 6604473),(33 6346887),(34 6098238),(35 5891239.5),(36 5741643),(37 5644783),(38 5584454.5),(39 5532576),(40 5481045.5),(41 5409846.5),(42 5323316),(43 5249678.5),(44 5164248),(45 5092818),(46 5015125),(47 4916237.5),(48 4809630.5),(49 4708478.5),(50 4633842.5),(51 4589592.5),(52 4577663),(53 4616476.5),(54 4703003),(55 4841281),(56 5000846.5),(57 5179549.5),(58 5365656),(59 5525376),(60 5664428.5),(61 5767468.5),(62 5865908.5),(63 5941328.5),(64 6020944.5),(65 6086539),(66 6115627),(67 6129712.5),(68 6154373),(69 6161584.5),(70 6163402.5),(71 6194078.5),(72 6228293.5),(73 6299221.5),(74 6369040.5),(75 6467641.5),(76 6560922),(77 6613569.5),(78 6607959.5),(79 6550573.5),
(1 165948.06),(2 597993.5),(3 1197249.5),(4 1876124.8),(5 2569259.3),(6 3216948),(7 3776255),(8 4222200.5),(9 4561710.5),(10 4807019),(11 4994869),(12 5139534.5),(13 5260455.5),(14 5385633.5),(15 5517978.5),(16 5664937),(17 5835233),(18 6002200.5),(19 6161383.5),(20 6315578),(21 6453864),(22 6563205.5),(23 6612309.5),(24 6604753.5),(25 6519644.5),(26 6358167.5),(27 6136333.5),(28 5887256),(29 5617709.5),(30 5344341),(31 5103371),(32 4892712),(33 4733014),(34 4640479.5),(35 4616120.5),(36 4664378),(37 4761426.5),(38 4869390.5),(39 4983667),(40 5099064),(41 5190355),(42 5247051),(43 5277049.5),(44 5241226),(45 5159567),(46 5045382),(47 4919467.5),(48 4819600.5),(49 4742456.5),(50 4701527.5),(51 4693724.5),(52 4720999.5),(53 4786451),(54 4904211),(55 5057815),(56 5230594),(57 5425448),(58 5602620.5),(59 5767042.5),(60 5923078.5),(61 6051792),(62 6135602.5),(63 6187121.5),(64 6186103.5),(65 6127256.5),(66 6033714),(67 5917574.5),(68 5815643.5),(69 5731758.5),(70 5696752),(71 5704941),(72 5734378.5),(73 5766620),(74 5805492),(75 5838853.5),(76 5853136),(77 5826150),(78 5746598.5),(79 5625336.5),
(1 156719.81),(2 562204.4),(3 1115885.5),(4 1718710.5),(5 2290400.5),(6 2783704),(7 3193545.3),(8 3513902.5),(9 3761639.5),(10 3954196.5),(11 4119323.5),(12 4254234),(13 4391354.5),(14 4537100.5),(15 4670274),(16 4803873),(17 4911866),(18 4979716.5),(19 5055352),(20 5148210),(21 5245800),(22 5329349),(23 5361417),(24 5328107),(25 5247303),(26 5125502.5),(27 4977468),(28 4804811.5),(29 4644222),(30 4503260),(31 4380346),(32 4276467),(33 4225008.5),(34 4222316.5),(35 4270698),(36 4369756),(37 4484857.5),(38 4601333),(39 4698696),(40 4746707.5),(41 4750283.5),(42 4718412),(43 4666240.5),(44 4592974),(45 4525795.5),(46 4439430.5),(47 4361795),(48 4307054),(49 4258995.5),(50 4237942),(51 4236760),(52 4260174.5),(53 4307010),(54 4373164.5),(55 4428266),(56 4480472),(57 4545662.5),(58 4633175),(59 4729756),(60 4839154.5),(61 4935773),(62 5009359),(63 5065253),(64 5077640.5),(65 5068154),(66 5043093),(67 5021945),(68 5010550),(69 5004989),(70 4986038.5),(71 4952474),(72 4931277),(73 4899605.5),(74 4889924),(75 4906750),(76 4959601),(77 5008147),(78 5046249.5),(79 5085794),
(1 156966.75),(2 555042.6),(3 1088490.8),(4 1644265.9),(5 2158562),(6 2575039.8),(7 2925299.8),(8 3208196),(9 3419461.5),(10 3585561.3),(11 3730239),(12 3852287),(13 3986085.3),(14 4131895),(15 4277799.5),(16 4390221),(17 4447010),(18 4459689),(19 4481027),(20 4519299.5),(21 4571863),(22 4629331),(23 4708358),(24 4767046),(25 4796681.5),(26 4778727.5),(27 4724792),(28 4647171.5),(29 4558003.5),(30 4478934.5),(31 4413793.5),(32 4347875.5),(33 4294212.5),(34 4260478),(35 4239958.5),(36 4225219.5),(37 4223074),(38 4211091.5),(39 4215573.5),(40 4210088.5),(41 4179355.3),(42 4147884.3),(43 4084944.3),(44 3997635.8),(45 3909151),(46 3820585),(47 3751021.8),(48 3699247.8),(49 3662728.5),(50 3646983.8),(51 3651435.5),(52 3664737.5),(53 3679694.5),(54 3689143.5),(55 3704379.3),(56 3730327.8),(57 3775065),(58 3843725.5),(59 3933274.8),(60 4028126.5),(61 4113675.3),(62 4185438.3),(63 4244440),(64 4257240),(65 4265707),(66 4274078),(67 4268571.5),(68 4256767.5),(69 4277876),(70 4307049.5),(71 4324609.5),(72 4349573),(73 4347786.5),(74 4353515),(75 4363424),(76 4385414.5),(77 4404686),(78 4402120),(79 4401539.5),
(1 141801.16),(2 494963.66),(3 953116),(4 1427459),(5 1861954.5),(6 2229206.5),(7 2531278.3),(8 2778549.3),(9 2969500.5),(10 3131431.8),(11 3270698),(12 3396557.5),(13 3542679),(14 3690188),(15 3812310),(16 3908171.5),(17 3971562.8),(18 4012281.3),(19 4047335),(20 4085437.5),(21 4129788.8),(22 4160971.5),(23 4199235),(24 4215744),(25 4194871),(26 4141295.8),(27 4051590.8),(28 3932462.3),(29 3804202),(30 3696484),(31 3604207),(32 3527757.3),(33 3484215),(34 3454025.3),(35 3432999),(36 3415663),(37 3408806),(38 3393704.5),(39 3392568.5),(40 3393257.3),(41 3395307.5),(42 3416156.8),(43 3428562.5),(44 3435547.5),(45 3443113.3),(46 3434189.8),(47 3433214.5),(48 3460711.5),(49 3518807.5),(50 3597377.8),(51 3717152.3),(52 3833946.3),(53 3950477.5),(54 4035315.3),(55 4104384.8),(56 4127453.3),(57 4129939.5),(58 4115857.8),(59 4087966.5),(60 4046373),(61 4003963.5),(62 3967509.3),(63 3923595.5),(64 3890743.8),(65 3860879.8),(66 3833139.5),(67 3830461.5),(68 3841870.3),(69 3874356.5),(70 3883575.5),(71 3878719),(72 3855004.5),(73 3809060.3),(74 3753305.3),(75 3690225),(76 3628576),(77 3563870.3),(78 3496239.3),(79 3443514.3),
(1 143798.08),(2 503014.97),(3 981154.56),(4 1486138.3),(5 1959237.8),(6 2364953.5),(7 2704758.3),(8 2987522.5),(9 3211386.8),(10 3401428.5),(11 3556900.3),(12 3678518),(13 3775302.5),(14 3843431.8),(15 3883645.3),(16 3909829),(17 3911924.3),(18 3891654.5),(19 3855463),(20 3798290.8),(21 3737392.3),(22 3671987.3),(23 3625604),(24 3585730.5),(25 3533367),(26 3490177.5),(27 3445009),(28 3416096),(29 3394160.3),(30 3415935),(31 3441765),(32 3460372.3),(33 3475252),(34 3466918.5),(35 3438778.3),(36 3381847),(37 3321969),(38 3269461.8),(39 3249855.3),(40 3256627.3),(41 3301180.5),(42 3383385),(43 3444005),(44 3503659),(45 3560367),(46 3600433.8),(47 3656589.3),(48 3715510),(49 3743215.8),(50 3758790.5),(51 3777637.8),(52 3779096.3),(53 3765892),(54 3738518.8),(55 3702512.3),(56 3660050.8),(57 3620403.5),(58 3603478.8),(59 3585955.5),(60 3576478.3),(61 3572310.5),(62 3577307.8),(63 3574434.5),(64 3580196),(65 3587950.3),(66 3584350.5),(67 3583266.5),(68 3618385),(69 3683623),(70 3771082),(71 3859833.3),(72 3921979),(73 3941878),(74 3911953),(75 3847301.3),(76 3769723.8),(77 3678233),(78 3585355.5),(79 3519847.5),
(1 151848.63),(2 530936.2),(3 1032519.8),(4 1542662.6),(5 1981208.6),(6 2319338.8),(7 2561609.5),(8 2710309),(9 2806752.3),(10 2876596.5),(11 2929409.3),(12 2994574),(13 3080421),(14 3184105.5),(15 3297925.3),(16 3428739),(17 3563884.3),(18 3687928),(19 3765756.3),(20 3814860.3),(21 3854522.8),(22 3842595),(23 3796398.5),(24 3731463.5),(25 3636501.3),(26 3535956.3),(27 3439899.5),(28 3370761.3),(29 3325050.8),(30 3320026.8),(31 3321805.8),(32 3339065.3),(33 3369296.5),(34 3383647.3),(35 3380557),(36 3342619.5),(37 3265285.3),(38 3167463.3),(39 3075825.3),(40 2998477),(41 2960671),(42 2934235.3),(43 2910580.3),(44 2932740.8),(45 2993412.3),(46 3069006),(47 3147315),(48 3217911.5),(49 3286590.5),(50 3375213),(51 3447870.8),(52 3465948.3),(53 3432202),(54 3368307.8),(55 3284596.5),(56 3210682),(57 3147074.8),(58 3094037.5),(59 3069190.5),(60 3070211.3),(61 3078869.8),(62 3095287.8),(63 3106150.5),(64 3124294),(65 3142768),(66 3164759),(67 3162666.8),(68 3179062),(69 3219018.8),(70 3287938),(71 3385998.8),(72 3473383.3),(73 3538253.3),(74 3565538),(75 3557074.8),(76 3512570),(77 3435883.8),(78 3327660.3),(79 3223956.3),
(1 179904.69),(2 637891),(3 1240618.5),(4 1857909.4),(5 2404572.5),(6 2829468.5),(7 3127879.8),(8 3296446.5),(9 3373943),(10 3412865.8),(11 3426281),(12 3455502.3),(13 3518177),(14 3602331),(15 3697100.5),(16 3783010.8),(17 3868859),(18 3942173.5),(19 4031598.3),(20 4105173.3),(21 4164231.8),(22 4155040.8),(23 4081703.8),(24 3957646.3),(25 3792554.8),(26 3628288),(27 3487769.3),(28 3382682),(29 3324171),(30 3314746),(31 3327491.3),(32 3331972.5),(33 3329006.5),(34 3323564.5),(35 3300813.3),(36 3274422.8),(37 3258858.8),(38 3254912.8),(39 3249774.3),(40 3217485.8),(41 3197285),(42 3178713.5),(43 3150097),(44 3156688.8),(45 3199310.3),(46 3260658.5),(47 3345863.8),(48 3425565.3),(49 3506567),(50 3588619.5),(51 3638842.3),(52 3628135.8),(53 3582643.5),(54 3533244.5),(55 3488587.5),(56 3446377),(57 3407586.3),(58 3369573),(59 3337626.8),(60 3327097),(61 3323332),(62 3315681.5),(63 3272132),(64 3197918.5),(65 3124889.5),(66 3072375.5),(67 3055662.3),(68 3050891),(69 3087002),(70 3137247.3),(71 3209706),(72 3261336.5),(73 3306383),(74 3327221.8),(75 3331791.8),(76 3328586.3),(77 3328642.5),(78 3329210),(79 3344498.3),
(1 149655.6),(2 523875.9),(3 1024700.7),(4 1544444.3),(5 2004720.5),(6 2367674.8),(7 2622314.3),(8 2772623.3),(9 2869619.8),(10 2945436.8),(11 3025430.5),(12 3120611.8),(13 3217793.5),(14 3313725.3),(15 3411308.3),(16 3491412.8),(17 3539287.8),(18 3581222),(19 3633359),(20 3651241),(21 3639575.8),(22 3580554.8),(23 3502206.8),(24 3409069.3),(25 3294529.3),(26 3181879.8),(27 3071295.3),(28 3009600.8),(29 2993259),(30 2992146.8),(31 2998074.8),(32 2992818.8),(33 2980052),(34 2951764.5),(35 2904697.8),(36 2853163.5),(37 2812199.5),(38 2787054.8),(39 2766573.8),(40 2737793.3),(41 2721560.8),(42 2706291.5),(43 2713594.3),(44 2732416),(45 2786434.8),(46 2849646.5),(47 2909804.5),(48 2945596.5),(49 2970422),(50 2963639.8),(51 2927621.8),(52 2870864.8),(53 2813892.5),(54 2795146.8),(55 2797349),(56 2830006.5),(57 2872881),(58 2927787.3),(59 2979614.5),(60 2999660.8),(61 3001666),(62 3003136),(63 2989256.3),(64 2965993),(65 2939898.3),(66 2938844.3),(67 2970402),(68 3012527.8),(69 3085882),(70 3182291.5),(71 3307939.3),(72 3439853.3),(73 3560167.5),(74 3640745),(75 3679006.8),(76 3678504.8),(77 3625471.3),(78 3536129.3),(79 3440929.5),
