1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7909.2114),(2 20527.213),(3 39130.13),(4 62116.36),(5 87540.055),(6 115370.9),(7 148986.83),(8 185861.94),(9 228245.55),(10 276815.1),(11 325604.03),(12 371965.34),(13 418002.84),(14 459576.1),(15 495676.47),(16 530067.3),(17 561220.3),(18 583804),(19 605025.75),(20 625412.44),(21 640787.25),(22 652462.56),(23 663093.7),(24 672161.25),(25 684614.5),(26 689317.25),(27 691507.6),(28 699666.3),(29 703005.7),(30 700025.3),(31 706861.7),(32 711982.7),(33 721254.7),(34 730017.7),(35 745534.06),(36 774052.56),(37 812170.8),(38 869063.06),(39 964604.75),(40 1043562.3),(41 1124872.1),(42 1201518.5),(43 1276932.3),(44 1346708.9),(45 1411937.5),(46 1484603.6),(47 1558814.1),(48 1624216),(49 1690280.5),(50 1738061.6),(51 1794267.9),(52 1841576.6),(53 1891714),(54 1940262.4),(55 1989263.6),(56 2019832.4),(57 2056735.1),(58 2069761.6),(59 2091058.5),(60 2092029.6),(61 2090801.5),(62 2080034.9),(63 2077039.6),(64 2069189.4),(65 2070851.4),(66 2063083),(67 2067134.6),(68 2067016),(69 2070673.6),(70 2064389),(71 2070386.6),(72 2078864.4),(73 2105065.5),(74 2142463.8),(75 2199634.8),(76 2245882.8),(77 2294447.5),(78 2342954.3),(79 2403597.8),
(1 6990.281),(2 22545.668),(3 44648.92),(4 72500.87),(5 105015.98),(6 140037.64),(7 178392.6),(8 219481.95),(9 262958.44),(10 312337.3),(11 362322.2),(12 413571.78),(13 470024.97),(14 524081.53),(15 576795.06),(16 626524.94),(17 678128.4),(18 723803.2),(19 764672.4),(20 806566.44),(21 844412.2),(22 876512),(23 907350.5),(24 933092.8),(25 957174.25),(26 977276.7),(27 996343.8),(28 1017823.56),(29 1032120.7),(30 1042867.2),(31 1051826.4),(32 1064167),(33 1079352),(34 1092528.8),(35 1117371.4),(36 1135499.6),(37 1158071.6),(38 1186854.8),(39 1216729.6),(40 1258209.8),(41 1293940.4),(42 1342203.6),(43 1395713.1),(44 1451924.5),(45 1510758.4),(46 1567378.3),(47 1632552.4),(48 1678371.9),(49 1741038.8),(50 1789707.1),(51 1837913.4),(52 1892785.4),(53 1933655.3),(54 1975479.1),(55 2003646.6),(56 2026845.6),(57 2052130.4),(58 2064904),(59 2086618.1),(60 2092095.1),(61 2108397.5),(62 2130732),(63 2158877.3),(64 2192342.5),(65 2231738),(66 2271919.8),(67 2307869.5),(68 2346018),(69 2402014.5),(70 2449159.8),(71 2504387.8),(72 2558747.3),(73 2631043.3),(74 2693715.8),(75 2769028.8),(76 2860750.5),(77 2956199),(78 3069213.3),(79 3189229.5),
(1 7342.5415),(2 24048.354),(3 47635.105),(4 77081.01),(5 112295.78),(6 149658.69),(7 192277.23),(8 237766.61),(9 286176.53),(10 336721.78),(11 388925.66),(12 441833.1),(13 497486.1),(14 550685.06),(15 602827.8),(16 654618.3),(17 700672),(18 742410.8),(19 782587.94),(20 819699.44),(21 854885.2),(22 881824.75),(23 906661.3),(24 928833.44),(25 948741),(26 965718.3),(27 979966.3),(28 991779.5),(29 999770.5),(30 1006075),(31 1011663),(32 1015397),(33 1019619.75),(34 1022488.2),(35 1031474.94),(36 1038301.7),(37 1046467.8),(38 1057043.4),(39 1071256.9),(40 1092328.6),(41 1109316.6),(42 1130632.1),(43 1152420.9),(44 1176731),(45 1200641.3),(46 1225973.6),(47 1253524.8),(48 1273793),(49 1301774.3),(50 1326672),(51 1352947.8),(52 1381432.8),(53 1404370),(54 1430114.4),(55 1450488),(56 1468690.4),(57 1489927.5),(58 1505244.1),(59 1527674),(60 1542000.4),(61 1568235.4),(62 1598085.4),(63 1631523.5),(64 1673222),(65 1724184.1),(66 1777598.5),(67 1825527.6),(68 1873283.5),(69 1932085.5),(70 1988015.9),(71 2044531.4),(72 2105545),(73 2177033.3),(74 2249156.5),(75 2325836.8),(76 2421768.8),(77 2514486.5),(78 2619482.5),(79 2729451.3),
(1 7489.6875),(2 24587.213),(3 49061.88),(4 80080.33),(5 116271.64),(6 156083.88),(7 200703.23),(8 246061.23),(9 292361.56),(10 340087.88),(11 388268.44),(12 435591.84),(13 485663.38),(14 532876.3),(15 581880.44),(16 631386.06),(17 674454),(18 717799.5),(19 759467.44),(20 800869.6),(21 840442.06),(22 877588.94),(23 915370.3),(24 953157.2),(25 988465.2),(26 1024931.4),(27 1059548.4),(28 1094620.5),(29 1126353.9),(30 1160169.9),(31 1196905.6),(32 1235708.5),(33 1280372.5),(34 1323429.9),(35 1367603.6),(36 1408002.5),(37 1450552),(38 1497354.9),(39 1542490.9),(40 1585604.1),(41 1627283.4),(42 1668368.8),(43 1708829),(44 1747368.1),(45 1778375.6),(46 1801966.4),(47 1824236.8),(48 1836155.3),(49 1848643.5),(50 1858509.5),(51 1870415),(52 1878016),(53 1878346.8),(54 1877466.4),(55 1869412.6),(56 1856242.9),(57 1843561.1),(58 1825596),(59 1816565.3),(60 1802939.3),(61 1796028.4),(62 1795205.5),(63 1800632.4),(64 1809563.3),(65 1831165.8),(66 1859619.4),(67 1889317.3),(68 1919266.4),(69 1958303.4),(70 1996478.1),(71 2039429),(72 2085545.5),(73 2143280),(74 2201403.3),(75 2274664),(76 2360592.3),(77 2446286),(78 2541447.5),(79 2648531.5),
(1 9354.69),(2 31461.002),(3 64116.96),(4 105729.41),(5 154422.73),(6 208378.42),(7 266694.47),(8 326851.8),(9 387314.2),(10 448701.75),(11 509134.38),(12 568358.8),(13 628609.56),(14 683495.44),(15 738198.06),(16 789194.4),(17 834486.8),(18 875383.1),(19 910021.75),(20 941733.75),(21 969337.1),(22 991924.25),(23 1011986.06),(24 1030347.25),(25 1043941.1),(26 1055259),(27 1066520),(28 1081496.8),(29 1092085),(30 1105344.9),(31 1123828.5),(32 1146728),(33 1178366),(34 1212734.4),(35 1254444.6),(36 1295531.3),(37 1342961.5),(38 1390299.6),(39 1440304.6),(40 1490493.6),(41 1535289.5),(42 1584390.5),(43 1629093),(44 1673399.4),(45 1721211.4),(46 1770447),(47 1814137.8),(48 1851224.4),(49 1886588.8),(50 1914359.4),(51 1945924.1),(52 1967847.3),(53 1984774.5),(54 2000349.8),(55 2005874.8),(56 2007335.5),(57 2004388.6),(58 1995891.5),(59 1993019.5),(60 1984777.6),(61 1986279),(62 1993316.8),(63 2003220.6),(64 2019511.9),(65 2045836.1),(66 2076285),(67 2104376.3),(68 2130279.3),(69 2167544.8),(70 2202138.5),(71 2243831.8),(72 2281504.3),(73 2331607.3),(74 2371133.5),(75 2416767),(76 2466650.8),(77 2517463.8),(78 2572212.5),(79 2632615.3),
(1 8583.767),(2 29350.295),(3 60111.95),(4 98697.78),(5 144481.23),(6 194934.08),(7 249810.56),(8 307599.94),(9 366639.8),(10 427373.2),(11 485499.47),(12 542192.06),(13 599047.6),(14 650379.7),(15 702249.5),(16 746810.8),(17 789062.94),(18 826362.06),(19 855785.5),(20 883306.94),(21 906458.56),(22 922606.06),(23 938736.4),(24 952193.1),(25 966243.3),(26 980457.75),(27 996187.44),(28 1016212.94),(29 1030146.94),(30 1045162.5),(31 1061712.3),(32 1080877.1),(33 1106315.8),(34 1131295.8),(35 1164149.4),(36 1194686.9),(37 1229979.5),(38 1269851.4),(39 1305471.4),(40 1345403.3),(41 1380074.5),(42 1414636.1),(43 1447409),(44 1475715.8),(45 1499989.5),(46 1518654.9),(47 1539879.1),(48 1550120.3),(49 1559601.6),(50 1564436.1),(51 1570994.6),(52 1575942.3),(53 1577131),(54 1576442.1),(55 1569403.4),(56 1558930.3),(57 1545640.9),(58 1528509.9),(59 1518158.3),(60 1508241.9),(61 1506543.1),(62 1511363.5),(63 1519414.6),(64 1535737.8),(65 1560241.4),(66 1589383.5),(67 1624025.5),(68 1657091.3),(69 1698493.1),(70 1743458.1),(71 1788581.9),(72 1834453),(73 1887772.8),(74 1934493.5),(75 1993769.5),(76 2056388.5),(77 2114512),(78 2183055.5),(79 2254151),
(1 6597.75),(2 21421.6),(3 41953.715),(4 66969.74),(5 95329.78),(6 124794.87),(7 155463.64),(8 187525.97),(9 218758.2),(10 251995.48),(11 283744.03),(12 315639.8),(13 347403.38),(14 377026.2),(15 408072.13),(16 435328.47),(17 465587.7),(18 492308.22),(19 517608.34),(20 546553.2),(21 571276.25),(22 595971.44),(23 623230.4),(24 650071.44),(25 679958),(26 711731.8),(27 749303.6),(28 788257.6),(29 819496.94),(30 847811.94),(31 876769.9),(32 908545.6),(33 940738.94),(34 972260.4),(35 1009134.6),(36 1039650.25),(37 1072731.3),(38 1104233.4),(39 1135996),(40 1171658.9),(41 1201904.4),(42 1234530.1),(43 1263218),(44 1288611.8),(45 1313664.9),(46 1335250),(47 1359290.9),(48 1370194.8),(49 1386440.5),(50 1397379.1),(51 1411207.3),(52 1422946.4),(53 1429468),(54 1439280),(55 1443358.5),(56 1445793.3),(57 1447546.6),(58 1445358.6),(59 1452484),(60 1455002),(61 1465725.3),(62 1482908.1),(63 1501868.5),(64 1527926.1),(65 1559075.9),(66 1593286.6),(67 1631106.9),(68 1669500.1),(69 1715340.3),(70 1759252),(71 1805500.6),(72 1854126.5),(73 1906424.5),(74 1960121.5),(75 2027050.6),(76 2105255.3),(77 2191050.5),(78 2293734.5),(79 2404682.8),
(1 8046.5747),(2 27130.396),(3 54616.508),(4 88794.1),(5 126828.56),(6 167391.67),(7 210111.84),(8 252913.86),(9 297021.34),(10 342670.88),(11 388024.25),(12 432179.6),(13 477148.75),(14 519344.03),(15 562904.9),(16 603382.3),(17 644185.1),(18 682049.2),(19 719903.2),(20 761642.94),(21 803436.9),(22 844054.3),(23 885940.2),(24 927888.8),(25 971573.06),(26 1016969.06),(27 1064769.5),(28 1116738.1),(29 1164304.5),(30 1213187.6),(31 1261284.1),(32 1309363.9),(33 1360027.6),(34 1405355.4),(35 1450547.3),(36 1489848.9),(37 1526903),(38 1564709),(39 1599013.1),(40 1635452.9),(41 1666170.9),(42 1699671.8),(43 1729761.8),(44 1759715.3),(45 1787530.5),(46 1813578.9),(47 1837428.1),(48 1849209.6),(49 1866240.8),(50 1876458.1),(51 1887771.4),(52 1892632.8),(53 1891192.6),(54 1887254.8),(55 1872086.1),(56 1859133.3),(57 1839995.4),(58 1814437.9),(59 1794986.9),(60 1767853.1),(61 1747482.1),(62 1733741.9),(63 1721412.8),(64 1713514.3),(65 1708946.5),(66 1707798.3),(67 1709568.1),(68 1710674.5),(69 1719044.1),(70 1723707.1),(71 1730224.9),(72 1742549.1),(73 1766193.9),(74 1792854.5),(75 1836835.9),(76 1899887.6),(77 1964567.3),(78 2045495.4),(79 2143571),
(1 9371.9375),(2 31837.598),(3 64954.113),(4 105834.805),(5 152494.94),(6 202054.61),(7 252450.48),(8 304893.63),(9 357386.72),(10 408640.5),(11 458299.1),(12 506746.5),(13 552911.75),(14 592667.75),(15 632516.75),(16 664158.4),(17 693786.75),(18 718458.8),(19 735843.75),(20 754582.4),(21 769584.4),(22 782314.06),(23 795214.4),(24 808472.4),(25 821719.06),(26 835354.94),(27 850085),(28 869564.7),(29 887542.06),(30 907725.44),(31 932055.7),(32 961627.75),(33 997132.7),(34 1032863.9),(35 1074612),(36 1112696.4),(37 1147843.9),(38 1184084.8),(39 1214873.3),(40 1247670),(41 1279028.6),(42 1312716.9),(43 1344414.3),(44 1375910.4),(45 1404521.3),(46 1429382.9),(47 1451452.1),(48 1465993.8),(49 1481464),(50 1489763.3),(51 1499834.6),(52 1503267.9),(53 1500087.8),(54 1497758.1),(55 1491084.9),(56 1483504.5),(57 1474665.5),(58 1465112.3),(59 1459442.5),(60 1447315.3),(61 1437990.6),(62 1426562.1),(63 1414425),(64 1406136.8),(65 1397431.6),(66 1391453.8),(67 1381747.5),(68 1370696.5),(69 1369736.3),(70 1371070.9),(71 1375171.6),(72 1385254),(73 1404619.1),(74 1423664.5),(75 1451696.1),(76 1493191.9),(77 1538819.5),(78 1598016.3),(79 1673115),
(1 9029.379),(2 30906.195),(3 63934.074),(4 105582.305),(5 155475.7),(6 209777.33),(7 267045.5),(8 327140.94),(9 386550.3),(10 445955.38),(11 502740.38),(12 556867.9),(13 608683.2),(14 653698.56),(15 694302.5),(16 729008),(17 761282),(18 785508.5),(19 805030),(20 822365.1),(21 838198.9),(22 850215.6),(23 862717.5),(24 873357.1),(25 883412),(26 896663.3),(27 913509.8),(28 931692.9),(29 949912.6),(30 971409.25),(31 997340.2),(32 1024348),(33 1057164.3),(34 1093160.5),(35 1127393.3),(36 1163082.8),(37 1199823.1),(38 1233471.4),(39 1271830.9),(40 1310489.4),(41 1345181),(42 1381897),(43 1414046.4),(44 1446459.3),(45 1479796),(46 1505191.3),(47 1534547.1),(48 1548251.3),(49 1568537.8),(50 1579556.3),(51 1591211.5),(52 1601785.8),(53 1603137.5),(54 1606992.5),(55 1602167.6),(56 1598874.8),(57 1595544.4),(58 1583498.3),(59 1582301.3),(60 1569870.5),(61 1559388.1),(62 1549829),(63 1537035),(64 1530360.8),(65 1526130.9),(66 1523854),(67 1525360.3),(68 1526927.9),(69 1546241.5),(70 1564094.9),(71 1589320.3),(72 1625888.4),(73 1684093.4),(74 1746859.8),(75 1820622.6),(76 1920156.8),(77 2023094.5),(78 2143854.5),(79 2283830.8),
(1 8233.037),(2 27951.219),(3 56074.76),(4 91669.77),(5 132382.75),(6 176550.95),(7 222724.69),(8 270273.5),(9 317694.3),(10 366016.9),(11 414041.72),(12 460762.06),(13 507207.25),(14 548279.7),(15 590565.4),(16 627140.56),(17 664169),(18 697048),(19 723233.5),(20 748944.1),(21 772598.06),(22 796906.94),(23 821427.06),(24 843839.5),(25 867078.1),(26 889261),(27 912635),(28 937437.8),(29 959094.6),(30 981055.4),(31 1003612.75),(32 1027578.2),(33 1053969.3),(34 1079605.9),(35 1101187.8),(36 1122622.3),(37 1140974),(38 1154900.4),(39 1170501),(40 1184313.5),(41 1195881.9),(42 1204455.4),(43 1209799.5),(44 1213500.4),(45 1217002.9),(46 1218177.5),(47 1218556.1),(48 1210351.1),(49 1205609.6),(50 1192972.8),(51 1181235),(52 1167732.9),(53 1149816),(54 1136793.5),(55 1121159.9),(56 1106772.1),(57 1093484.5),(58 1079549.8),(59 1077379.5),(60 1073006.8),(61 1078842.4),(62 1093707.9),(63 1118697),(64 1156133.9),(65 1202699.3),(66 1257944.3),(67 1319744.6),(68 1384391.6),(69 1465536),(70 1546990.5),(71 1636113.3),(72 1728524.4),(73 1837475.9),(74 1943122.1),(75 2053353.5),(76 2172717.5),(77 2294644.5),(78 2425860),(79 2565364),
(1 8727.241),(2 30005.943),(3 61360.715),(4 100361.47),(5 145837.16),(6 195045.75),(7 245325.14),(8 296969.1),(9 350047.16),(10 404173.03),(11 454810.25),(12 503052.7),(13 547669.7),(14 586584.9),(15 624487),(16 653233.1),(17 683115.06),(18 705690.4),(19 722467.3),(20 742218.4),(21 758927.9),(22 776871),(23 796007.2),(24 814730.75),(25 834801.9),(26 849480),(27 866941.1),(28 885518),(29 902883.8),(30 921306.9),(31 938371.25),(32 957453),(33 977994.4),(34 996792.7),(35 1020869.6),(36 1042779.2),(37 1063143.6),(38 1086410),(39 1111165.6),(40 1140229.9),(41 1160909.6),(42 1184304.3),(43 1206435.4),(44 1228843.4),(45 1250848.5),(46 1266995.4),(47 1283866.6),(48 1286932.4),(49 1291399.3),(50 1285604),(51 1280521.1),(52 1270842.5),(53 1253957),(54 1235410),(55 1208571.4),(56 1179912.8),(57 1155171.4),(58 1129141.8),(59 1115498.3),(60 1095427),(61 1087607.6),(62 1085356.9),(63 1091064.3),(64 1117089.1),(65 1155647.1),(66 1203927.8),(67 1261193.6),(68 1320009.1),(69 1403243.6),(70 1483262.1),(71 1570715),(72 1663835.8),(73 1769847),(74 1871654.8),(75 1977114.3),(76 2093123.4),(77 2208312.3),(78 2326182.8),(79 2451014.8),
(1 7735.2446),(2 25327.273),(3 50711.39),(4 81710.734),(5 117018.07),(6 154705.94),(7 194863.56),(8 236489.17),(9 278909.22),(10 322969.47),(11 365463.72),(12 407913.34),(13 449719.22),(14 488803.34),(15 528576.6),(16 564806.06),(17 602129.2),(18 635030.3),(19 667338.5),(20 699924.75),(21 729454.8),(22 757218.7),(23 782621.9),(24 805132.9),(25 826834.4),(26 843967.06),(27 859770.1),(28 876595.75),(29 887778.25),(30 898509.06),(31 909337.56),(32 923544.6),(33 940714),(34 954884.1),(35 973981.25),(36 988002.75),(37 1001121.3),(38 1015459.7),(39 1030520.1),(40 1050764.5),(41 1063853.3),(42 1082185.4),(43 1097499.6),(44 1117268.9),(45 1135426.9),(46 1152400.6),(47 1176986.4),(48 1191376.3),(49 1212648.5),(50 1227142.4),(51 1244574.3),(52 1261916),(53 1269090.3),(54 1277084.4),(55 1274619.4),(56 1270415.9),(57 1268434.8),(58 1263812.3),(59 1272334.9),(60 1274223.3),(61 1294664.3),(62 1329778),(63 1376462),(64 1440514.1),(65 1513132.1),(66 1587618.6),(67 1663680.3),(68 1734048.3),(69 1812777.6),(70 1881821.5),(71 1941552.9),(72 1998994.6),(73 2064982.9),(74 2126174.8),(75 2198077.3),(76 2277054),(77 2358539.8),(78 2446151),(79 2539449),
(1 8196.244),(2 27953.744),(3 57381.574),(4 93921.05),(5 135685.77),(6 180608.84),(7 227887.72),(8 277422.8),(9 326584.88),(10 375282.9),(11 422325.3),(12 467256.13),(13 511119.63),(14 550207.8),(15 590338.6),(16 624208.44),(17 658983),(18 688409.2),(19 714764.1),(20 742216.7),(21 765965.5),(22 786762.3),(23 809411.4),(24 828378.9),(25 849617),(26 867787.2),(27 885879.94),(28 906946.25),(29 920579),(30 933162.25),(31 945689.9),(32 959727.44),(33 977067.44),(34 993889.94),(35 1015525),(36 1034788.06),(37 1056411),(38 1075490.6),(39 1092062.1),(40 1111479.4),(41 1126805.3),(42 1141504),(43 1153029.4),(44 1163248.4),(45 1168735.3),(46 1169310.6),(47 1170720.4),(48 1160416.9),(49 1153142.4),(50 1133978.8),(51 1117012),(52 1100687.9),(53 1085569.9),(54 1075240.5),(55 1060901.4),(56 1051891.5),(57 1047074.3),(58 1044829.2),(59 1057764.5),(60 1068838.5),(61 1090641.6),(62 1116892.1),(63 1147246.4),(64 1184245.1),(65 1221429.4),(66 1260011),(67 1300206.9),(68 1341747.1),(69 1392188.9),(70 1441405.3),(71 1494542.4),(72 1549974),(73 1617895.5),(74 1678792.1),(75 1737221.3),(76 1801450.4),(77 1860415.6),(78 1923664.5),(79 1989894.8),
(1 8183.7495),(2 27721.482),(3 56011.777),(4 90563.49),(5 130636.05),(6 172924.28),(7 215627.05),(8 258742.94),(9 301166.94),(10 343072.97),(11 383269.25),(12 421604.84),(13 459876.28),(14 493407.38),(15 526422.25),(16 556942.5),(17 587163.8),(18 613462.06),(19 637814.25),(20 664529.25),(21 689141.5),(22 711319.2),(23 734117.44),(24 753974.56),(25 772588.6),(26 788093.3),(27 802023.44),(28 816652.4),(29 825695.44),(30 831719.1),(31 837071.1),(32 845772.6),(33 853236.25),(34 861249.75),(35 872863.44),(36 884084.44),(37 900889.44),(38 919155.3),(39 938711.6),(40 963617.7),(41 984400.56),(42 1007943.3),(43 1028355.2),(44 1045964.25),(45 1062615.3),(46 1074896.8),(47 1090944.5),(48 1095648.4),(49 1103437.8),(50 1103352.6),(51 1109870.3),(52 1114130.6),(53 1114573.1),(54 1116036.5),(55 1115664.8),(56 1115911.3),(57 1117585.3),(58 1115170.4),(59 1123542.4),(60 1127056.3),(61 1139539.9),(62 1156878.9),(63 1176542.6),(64 1205175.9),(65 1234654.1),(66 1264915.9),(67 1299374.9),(68 1333268.3),(69 1375159.9),(70 1413088.8),(71 1458409.8),(72 1509549.8),(73 1581184.5),(74 1653415.5),(75 1737484.5),(76 1838158.6),(77 1941456),(78 2059891),(79 2190428.8),
(1 10874.136),(2 37451.926),(3 76328.08),(4 124673.055),(5 180800.94),(6 241850.75),(7 304384.63),(8 368437.34),(9 431335.56),(10 494485.88),(11 553654.56),(12 610870.06),(13 666500.5),(14 717573.7),(15 767593.25),(16 811930.5),(17 855154.94),(18 891653.3),(19 924189.9),(20 956201.25),(21 985130.5),(22 1009806.56),(23 1030763.94),(24 1047940),(25 1062954.6),(26 1072718.3),(27 1079908.9),(28 1087129.3),(29 1092481.4),(30 1098302),(31 1105192.5),(32 1111357.5),(33 1120939.8),(34 1125942.9),(35 1133818.9),(36 1137792.8),(37 1141419.9),(38 1141628.8),(39 1141206.6),(40 1141601.8),(41 1135294.1),(42 1131806.1),(43 1122058.3),(44 1111872.4),(45 1096670.4),(46 1076380.8),(47 1061275.5),(48 1034393.44),(49 1015556),(50 990045),(51 970062.06),(52 954125.7),(53 939706.75),(54 932459.8),(55 927519.94),(56 925549.25),(57 930393),(58 934929.94),(59 955969.06),(60 972589.06),(61 999584.7),(62 1027856.25),(63 1054681.8),(64 1091850),(65 1131384.8),(66 1171085.6),(67 1212068.3),(68 1250045.8),(69 1296700.3),(70 1337979.9),(71 1379881.8),(72 1421312.8),(73 1472937.4),(74 1516940.3),(75 1566738.5),(76 1629537.4),(77 1696692.5),(78 1772112.9),(79 1850629.4),
(1 9442.3125),(2 31963),(3 65306.445),(4 105423.38),(5 150887.53),(6 200129.9),(7 249526.58),(8 299448.34),(9 348412.8),(10 397217.47),(11 442244),(12 487216.38),(13 528965.1),(14 565782.25),(15 603253.8),(16 630849.5),(17 660674.9),(18 686141.8),(19 707958.9),(20 733891.8),(21 759123.8),(22 784042.6),(23 811123.7),(24 834435.8),(25 857989.06),(26 875270.75),(27 888987.44),(28 902046),(29 908878.7),(30 918763.9),(31 929083.9),(32 943591.6),(33 959696.94),(34 970127.5),(35 987795.8),(36 999021.5),(37 1011799.1),(38 1029422.9),(39 1042427.06),(40 1059157.4),(41 1065841),(42 1073408.6),(43 1074173.9),(44 1069730.5),(45 1062004.3),(46 1046814.4),(47 1034832.5),(48 1014776.7),(49 1004607.9),(50 990564),(51 984329.5),(52 982713.1),(53 983029.8),(54 991245.25),(55 999822.1),(56 1011161.1),(57 1024126.1),(58 1030691.44),(59 1049418.3),(60 1060456),(61 1080464.3),(62 1100768),(63 1119315.4),(64 1147672.3),(65 1177917),(66 1209575.8),(67 1241669),(68 1272859.8),(69 1312859),(70 1349679.6),(71 1391770.9),(72 1435396.4),(73 1494229.8),(74 1549064.6),(75 1613056.4),(76 1686278.5),(77 1754048.4),(78 1826341.4),(79 1900600.4),
(1 8770.566),(2 29687.244),(3 59356.59),(4 95130.71),(5 135353.94),(6 177329.95),(7 219707.73),(8 262381.72),(9 303582.84),(10 344101.84),(11 382490.53),(12 420393.8),(13 459770),(14 495162.94),(15 532513.44),(16 568417),(17 606857.94),(18 642860.1),(19 677175.56),(20 713264.8),(21 748788.06),(22 781373.3),(23 813834.5),(24 845155.75),(25 873496.25),(26 897466.75),(27 917226.7),(28 934225.25),(29 947156.8),(30 957742.56),(31 967117.3),(32 976426.1),(33 987929.6),(34 997101),(35 1008625.5),(36 1019568.44),(37 1027942.4),(38 1033598.75),(39 1041023.1),(40 1044440.56),(41 1042837.5),(42 1038111.3),(43 1029706.25),(44 1019053.9),(45 1003030.94),(46 984780.6),(47 969130.5),(48 947472.4),(49 930737.3),(50 914358.75),(51 903326.94),(52 894879.8),(53 887227.4),(54 882734.5),(55 875055.3),(56 868135.75),(57 865060.56),(58 861348.44),(59 866139),(60 866189.3),(61 873165.94),(62 887616.9),(63 906035.1),(64 928501.7),(65 954957.75),(66 985924.8),(67 1018321.7),(68 1047961.75),(69 1084791.3),(70 1123316.5),(71 1160856.8),(72 1200663.1),(73 1251460.4),(74 1300035),(75 1355852.3),(76 1415922.8),(77 1475384.1),(78 1538182.8),(79 1601077.4),
