1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104935.51),(2 175442.55),(3 205552.69),(4 389157.25),(5 518066),(6 598334.75),(7 836096.3),(8 1009370.56),(9 1080741),(10 1319049.3),(11 1496890.9),(12 1579188.6),(13 1813158),(14 1979130.4),(15 2036830.4),(16 2283201.8),(17 2466941.8),(18 2511067.3),(19 2743796.3),(20 2934801.8),(21 3003528.8),(22 3268799.3),(23 3550555.3),(24 3663256),(25 4000852),(26 4337561.5),(27 4485941.5),(28 4827280),(29 5172644.5),(30 5379207),(31 5805374.5),(32 6221814),(33 6473874.5),(34 6912728),(35 7358525.5),(36 7632615.5),(37 8058034),(38 8562907),(39 8836453),(40 9284385),(41 9753366),(42 10064820),(43 10560983),(44 11068233),(45 11385749),(46 11880776),(47 12416603),(48 12788739),(49 13326653),(50 13905747),(51 14241513),(52 14761833),(53 15395776),(54 15708163),(55 16224636),(56 16763533),(57 17147816),(58 17770466),(59 18304320),(60 18748846),(61 19333112),(62 19980698),(63 20446110),(64 21063504),(65 21753198),(66 22253898),(67 22945602),(68 23787882),(69 24245792),(70 24848920),(71 25576246),(72 26049024),(73 26666522),(74 27303658),(75 27751546),(76 28349152),(77 29029856),(78 29540118),(79 30155182),
(1 49087.46),(2 184724.17),(3 401255.1),(4 692916.5),(5 1051077.5),(6 1468678.6),(7 1942858.8),(8 2466121),(9 3031748.3),(10 3630852.8),(11 4249494.5),(12 4879387),(13 5507496),(14 6103566),(15 6713103.5),(16 7307017.5),(17 7854755.5),(18 8386714.5),(19 8881116),(20 9325731),(21 9737363),(22 10102783),(23 10417028),(24 10679715),(25 10885528),(26 11035835),(27 11123737),(28 11159862),(29 11135240),(30 11061322),(31 10954550),(32 10805420),(33 10650957),(34 10478164),(35 10311520),(36 10131190),(37 9954134),(38 9775080),(39 9646060),(40 9544211),(41 9485686),(42 9475373),(43 9522904),(44 9610906),(45 9754300),(46 9944063),(47 10185649),(48 10467400),(49 10779106),(50 11111353),(51 11480049),(52 11870197),(53 12252897),(54 12635175),(55 13010744),(56 13351880),(57 13684424),(58 13978691),(59 14218774),(60 14433917),(61 14596686),(62 14688273),(63 14750681),(64 14766848),(65 14742987),(66 14692424),(67 14600417),(68 14441992),(69 14256440),(70 14029560),(71 13791285),(72 13545151),(73 13262495),(74 12988758),(75 12722962),(76 12463192),(77 12226120),(78 12013952),(79 11812281),
(1 48413.98),(2 181426.42),(3 387912.75),(4 650815.44),(5 957368.3),(6 1299855),(7 1669828.4),(8 2060740.5),(9 2464805.5),(10 2874643.8),(11 3285422),(12 3682914.3),(13 4058300),(14 4407463.5),(15 4735346),(16 5040755.5),(17 5317032.5),(18 5561561.5),(19 5787208),(20 5991985.5),(21 6167272),(22 6319648),(23 6448552),(24 6546612),(25 6624301.5),(26 6685082.5),(27 6716025.5),(28 6735150.5),(29 6743893.5),(30 6745902.5),(31 6755357.5),(32 6764646),(33 6772493.5),(34 6794008),(35 6832976.5),(36 6876010),(37 6925710.5),(38 6985572),(39 7063486.5),(40 7145553.5),(41 7243953.5),(42 7348439.5),(43 7446610),(44 7536486.5),(45 7639324.5),(46 7738502.5),(47 7827150.5),(48 7901736),(49 7963258.5),(50 8014122.5),(51 8065181.5),(52 8115114.5),(53 8169439.5),(54 8215869.5),(55 8254673.5),(56 8286866.5),(57 8318669.5),(58 8356696),(59 8386499.5),(60 8428707),(61 8466487),(62 8500675),(63 8556305),(64 8622741),(65 8699147),(66 8797328),(67 8907857),(68 9025900),(69 9154047),(70 9261228),(71 9387016),(72 9501205),(73 9588735),(74 9675791),(75 9740418),(76 9791351),(77 9835753),(78 9861707),(79 9861137),
(1 43665.176),(2 162886.73),(3 347263.25),(4 587138.4),(5 868744.06),(6 1187025.1),(7 1532047),(8 1900856.1),(9 2286114),(10 2670234.5),(11 3064236.3),(12 3446711),(13 3809255.8),(14 4159921),(15 4498514),(16 4805014.5),(17 5071873),(18 5292391.5),(19 5481320.5),(20 5640850.5),(21 5765933),(22 5849003.5),(23 5904409.5),(24 5934029),(25 5933448.5),(26 5926425.5),(27 5898576.5),(28 5858135),(29 5808173.5),(30 5747506.5),(31 5695254),(32 5645366.5),(33 5594867),(34 5551737.5),(35 5530702),(36 5517518.5),(37 5509190.5),(38 5505805.5),(39 5510983.5),(40 5523934.5),(41 5548317),(42 5578258.5),(43 5614183),(44 5652665),(45 5689778),(46 5724548),(47 5758648.5),(48 5781321),(49 5795405),(50 5810580.5),(51 5821600),(52 5830850),(53 5861294),(54 5883718.5),(55 5919873.5),(56 5973100),(57 6034753.5),(58 6110718.5),(59 6202337.5),(60 6320657.5),(61 6460451),(62 6616006.5),(63 6765655),(64 6905138),(65 7045557),(66 7187425.5),(67 7326290.5),(68 7439776),(69 7533229),(70 7593212),(71 7659578),(72 7695486.5),(73 7708944.5),(74 7719062.5),(75 7717214.5),(76 7699667),(77 7673981),(78 7639709.5),(79 7598739),
(1 45372.46),(2 168791.66),(3 357925.1),(4 596784.8),(5 873848.2),(6 1178611.6),(7 1497984.8),(8 1827399.5),(9 2157130.3),(10 2481451.3),(11 2796760.8),(12 3093892.8),(13 3367843.3),(14 3605725.8),(15 3821160),(16 4024713),(17 4188470.5),(18 4331198.5),(19 4451522),(20 4552737.5),(21 4647698),(22 4727388.5),(23 4793337.5),(24 4840898),(25 4870347),(26 4895184.5),(27 4913324.5),(28 4925251.5),(29 4928393.5),(30 4920971),(31 4913098),(32 4907173),(33 4908680.5),(34 4905481.5),(35 4913371.5),(36 4922070.5),(37 4923419),(38 4929084),(39 4937885),(40 4950507.5),(41 4962458),(42 4977534.5),(43 5000118),(44 5003818),(45 5011987),(46 5024588.5),(47 5035649.5),(48 5048602),(49 5057955.5),(50 5068791),(51 5094288.5),(52 5118211),(53 5151188.5),(54 5184561.5),(55 5228761),(56 5283342),(57 5347391.5),(58 5423094),(59 5506150.5),(60 5605689.5),(61 5687906),(62 5756394),(63 5823428.5),(64 5877494.5),(65 5920286),(66 5963575),(67 5989568.5),(68 6006560),(69 6019053),(70 6007418),(71 5992935),(72 5964273.5),(73 5922863.5),(74 5885277),(75 5834781.5),(76 5778518.5),(77 5730160),(78 5678631),(79 5637408),
(1 44684.23),(2 169337.06),(3 363785.34),(4 615746.4),(5 913164.4),(6 1245228.5),(7 1600403.9),(8 1967497.6),(9 2338564),(10 2698864.5),(11 3036461),(12 3337068.3),(13 3601988.8),(14 3816585.8),(15 3999689),(16 4141068.8),(17 4242827),(18 4308479),(19 4351522),(20 4374675.5),(21 4388190),(22 4393770),(23 4390031.5),(24 4375095),(25 4351582),(26 4337601),(27 4331010.5),(28 4335431),(29 4354820),(30 4388570),(31 4435583.5),(32 4495304),(33 4568071),(34 4643785),(35 4731149),(36 4810554),(37 4882607),(38 4932594),(39 4974223),(40 5013922.5),(41 5036505),(42 5056188.5),(43 5073117),(44 5069958),(45 5073960.5),(46 5085327.5),(47 5096667.5),(48 5108332),(49 5131248.5),(50 5155378.5),(51 5191859.5),(52 5230058.5),(53 5268831.5),(54 5312076),(55 5357503),(56 5408560),(57 5457888),(58 5501742),(59 5539747.5),(60 5576134.5),(61 5602441.5),(62 5614146),(63 5628270),(64 5623458.5),(65 5614933.5),(66 5609210),(67 5595037.5),(68 5577844.5),(69 5566312.5),(70 5551693.5),(71 5550751),(72 5561827.5),(73 5576179.5),(74 5617865),(75 5682525.5),(76 5772944),(77 5881646),(78 6004395.5),(79 6136722),
(1 43353.613),(2 162296.3),(3 345867.97),(4 582818.75),(5 864911.6),(6 1178376.3),(7 1507362.8),(8 1845246.9),(9 2174965.3),(10 2488671),(11 2773793.5),(12 3019165),(13 3228667.8),(14 3394232.8),(15 3530667),(16 3623288.5),(17 3674435.3),(18 3691761.8),(19 3676229.3),(20 3632728),(21 3575833.3),(22 3509991),(23 3446698.3),(24 3378521.5),(25 3312291),(26 3257412.8),(27 3221352.5),(28 3200694.3),(29 3197151.5),(30 3215206.3),(31 3258989.8),(32 3322592.5),(33 3408786.5),(34 3507753),(35 3621750.5),(36 3741499.5),(37 3856213.3),(38 3953342.3),(39 4047546.5),(40 4131047.5),(41 4190692.8),(42 4231505.5),(43 4254717.5),(44 4262602.5),(45 4267245),(46 4267215.5),(47 4260779.5),(48 4253032.5),(49 4245785.5),(50 4245205),(51 4250229.5),(52 4264090),(53 4292672),(54 4328189.5),(55 4373826),(56 4425934.5),(57 4480269),(58 4535063.5),(59 4584559),(60 4623637.5),(61 4640077),(62 4635449),(63 4617826),(64 4584021.5),(65 4534189.5),(66 4476093.5),(67 4404397),(68 4328827.5),(69 4254248),(70 4182780),(71 4118834.5),(72 4064509.3),(73 4020851.8),(74 3996050.8),(75 3998647.3),(76 4022083.3),(77 4081201.3),(78 4166185),(79 4273576),
(1 45437.992),(2 170729.89),(3 362851.56),(4 608150.25),(5 895219.4),(6 1213267),(7 1548839),(8 1893561.4),(9 2233620.3),(10 2557843.5),(11 2854205.8),(12 3106972.5),(13 3312172.5),(14 3462675),(15 3573042.5),(16 3638938.8),(17 3660563),(18 3647329.8),(19 3612116.8),(20 3563885.5),(21 3514743.8),(22 3470032),(23 3427806.5),(24 3385795.5),(25 3342680.8),(26 3307331.5),(27 3283061.3),(28 3274352.3),(29 3279190.8),(30 3289672.3),(31 3304272.5),(32 3320119),(33 3332736),(34 3329110),(35 3311509.5),(36 3278737),(37 3223332.3),(38 3149043.8),(39 3071790.8),(40 2994935.8),(41 2918893),(42 2849167),(43 2790329),(44 2741888),(45 2712497),(46 2704874),(47 2715125.8),(48 2748065.5),(49 2798304),(50 2866159.5),(51 2956563.5),(52 3061741.3),(53 3177916.8),(54 3299831.3),(55 3428285.8),(56 3552009),(57 3668362.8),(58 3777315.3),(59 3868778),(60 3956429.5),(61 4028916.8),(62 4094777.8),(63 4143600),(64 4183402.3),(65 4213434),(66 4242009.5),(67 4273028.5),(68 4306620.5),(69 4352817),(70 4399163),(71 4459440.5),(72 4529758.5),(73 4602076),(74 4685049.5),(75 4772586.5),(76 4861320.5),(77 4955719.5),(78 5044878.5),(79 5123010),
(1 36990.41),(2 137026.03),(3 288367.1),(4 480074.97),(5 702327.25),(6 942631.75),(7 1191437.9),(8 1440917.6),(9 1682304.9),(10 1911398.1),(11 2115161.5),(12 2292828),(13 2442979.8),(14 2555259.5),(15 2640251.5),(16 2693670),(17 2717047.8),(18 2716190.5),(19 2699078.8),(20 2676870.8),(21 2657736.3),(22 2648895),(23 2650841.8),(24 2668535),(25 2698376.3),(26 2746998.8),(27 2810444),(28 2883914.5),(29 2956615.3),(30 3023901.3),(31 3085747),(32 3139578.3),(33 3186883.8),(34 3220965.8),(35 3242877.8),(36 3240522.5),(37 3214664.3),(38 3175475),(39 3135483.3),(40 3094083.3),(41 3056203.3),(42 3028776.8),(43 3012082.3),(44 3009260),(45 3014544),(46 3029563.8),(47 3059795),(48 3099998.5),(49 3150753),(50 3210644.8),(51 3282078.5),(52 3362175.3),(53 3443274.5),(54 3514724.5),(55 3581330.5),(56 3633563.3),(57 3677467),(58 3706988.5),(59 3719904.5),(60 3727102.5),(61 3734068),(62 3736529.5),(63 3740366.5),(64 3747936),(65 3759312.5),(66 3780351.3),(67 3811562.8),(68 3847434.5),(69 3889123.3),(70 3933257.5),(71 3981848.3),(72 4023043),(73 4055553.8),(74 4088430),(75 4126819),(76 4160796.5),(77 4197751.5),(78 4226223.5),(79 4243765.5),
(1 35840.383),(2 132831.77),(3 279234.94),(4 460464.47),(5 668526),(6 893839.06),(7 1129176.4),(8 1371845.1),(9 1608930.3),(10 1833130.6),(11 2037381.3),(12 2216392),(13 2364067.5),(14 2471683.5),(15 2548764),(16 2589355),(17 2602702),(18 2592554.8),(19 2564370.8),(20 2531697.5),(21 2495131.5),(22 2460855),(23 2433461),(24 2420132),(25 2409918),(26 2413475),(27 2431459),(28 2457546.8),(29 2489776.5),(30 2531698.8),(31 2581257),(32 2630312),(33 2677630.5),(34 2714758),(35 2746546),(36 2763036),(37 2763981.5),(38 2758799.5),(39 2757546.5),(40 2767182.3),(41 2784172.5),(42 2809689),(43 2850010.5),(44 2901596),(45 2961206.3),(46 3035126.5),(47 3118983.5),(48 3209520),(49 3297730.5),(50 3384565.5),(51 3463922.5),(52 3536755.5),(53 3593820.5),(54 3628298.5),(55 3642952.5),(56 3631075.5),(57 3601834),(58 3559578),(59 3500341),(60 3432462.5),(61 3355027.5),(62 3269600),(63 3191455),(64 3124613.3),(65 3074044.5),(66 3041385),(67 3019128.8),(68 3019948.3),(69 3035139),(70 3055481),(71 3085612.8),(72 3121010.8),(73 3156251.3),(74 3187339.8),(75 3211365),(76 3226659),(77 3236306.5),(78 3235214.5),(79 3234233),
(1 31200.143),(2 115436.35),(3 239423.73),(4 392584.94),(5 565009.06),(6 749405.9),(7 939047.8),(8 1127413.3),(9 1312886.3),(10 1491033.6),(11 1653110.8),(12 1798826.6),(13 1920905.1),(14 2018220.5),(15 2097019.6),(16 2148358.8),(17 2175627.8),(18 2192880.8),(19 2200892),(20 2204671.3),(21 2207776),(22 2212871.8),(23 2221764),(24 2240016.8),(25 2265496.3),(26 2302461.5),(27 2352833.3),(28 2406560.8),(29 2457883.8),(30 2497474.3),(31 2526589.5),(32 2543419.8),(33 2550896.8),(34 2538032),(35 2512344.8),(36 2468685.5),(37 2415453.8),(38 2358762.5),(39 2302235.3),(40 2254520.3),(41 2221000.8),(42 2201723.8),(43 2202234.8),(44 2219064),(45 2250342.8),(46 2298534.3),(47 2355387.8),(48 2413364.3),(49 2466217.3),(50 2517504.8),(51 2569795.5),(52 2618042),(53 2663232.8),(54 2698340.5),(55 2731401.8),(56 2751383.3),(57 2760506.8),(58 2762814.8),(59 2759792.8),(60 2763530),(61 2768690.5),(62 2777965),(63 2795754.5),(64 2818700),(65 2854144.5),(66 2898736),(67 2945068.5),(68 2985470.3),(69 3017622),(70 3043214.3),(71 3068931),(72 3090715.8),(73 3103252.8),(74 3100409.5),(75 3087152.3),(76 3066504.8),(77 3039741.3),(78 3011125.5),(79 2983825.8),
(1 36574.94),(2 135516.06),(3 281399.84),(4 455903.5),(5 647297.94),(6 843127.56),(7 1034818.5),(8 1216310),(9 1378032.5),(10 1515358.1),(11 1621694.9),(12 1696146.5),(13 1746092.5),(14 1770666.6),(15 1781683),(16 1781305.9),(17 1770828.1),(18 1762754.9),(19 1755230.6),(20 1754365),(21 1759988.1),(22 1771584),(23 1790218.8),(24 1808755.5),(25 1829481.8),(26 1853533.3),(27 1880936),(28 1907352.5),(29 1930134),(30 1951310.4),(31 1973419.4),(32 1994750),(33 2016338.5),(34 2032467.3),(35 2045860.8),(36 2053363.6),(37 2052208.5),(38 2047147.9),(39 2048553.9),(40 2055760.6),(41 2068688),(42 2086528.6),(43 2107633),(44 2131375.3),(45 2154889.3),(46 2183298.8),(47 2217863.8),(48 2257865.3),(49 2300491.5),(50 2339888.5),(51 2379265.3),(52 2419255.3),(53 2459941),(54 2496761.3),(55 2527059.8),(56 2547646.8),(57 2568641.8),(58 2592865.3),(59 2619147.5),(60 2648586.5),(61 2670337.3),(62 2688890.8),(63 2705380.8),(64 2720318),(65 2727505),(66 2733532),(67 2732986),(68 2732481.3),(69 2726955.3),(70 2710561.5),(71 2690102.3),(72 2659652.8),(73 2614905.3),(74 2568528.3),(75 2519366),(76 2480047.5),(77 2456283),(78 2450006.5),(79 2464809.5),
(1 32802.215),(2 119390.5),(3 244449.39),(4 393189.16),(5 553834.75),(6 715251.5),(7 869419.8),(8 1011917.56),(9 1139732),(10 1256093.9),(11 1352865.3),(12 1431684.6),(13 1490331.6),(14 1528593.5),(15 1552708.3),(16 1566936.5),(17 1571502.5),(18 1574389.3),(19 1582786.5),(20 1599139.8),(21 1620088.9),(22 1641981.8),(23 1665625.5),(24 1690714.4),(25 1714320.1),(26 1738204.3),(27 1757536.6),(28 1771021.1),(29 1777889.4),(30 1780482.5),(31 1778193.3),(32 1766755.9),(33 1753114),(34 1736302.9),(35 1726398.6),(36 1722582.8),(37 1727029.8),(38 1740403.9),(39 1774547),(40 1816467.5),(41 1859925.5),(42 1900552),(43 1938625.5),(44 1976264.5),(45 2008968.6),(46 2034676.5),(47 2053816.3),(48 2071521.5),(49 2085400.5),(50 2094212),(51 2101361.5),(52 2104678.8),(53 2119830.8),(54 2145587.8),(55 2179781.3),(56 2222061.8),(57 2274937.3),(58 2333484),(59 2395973.8),(60 2459354.5),(61 2514833.5),(62 2565415.5),(63 2610872.3),(64 2641757.3),(65 2659563.8),(66 2665090.3),(67 2653910.8),(68 2629796.5),(69 2593188.3),(70 2546913),(71 2499798.3),(72 2453743),(73 2403405.8),(74 2362937),(75 2322239.5),(76 2288680.3),(77 2268369),(78 2259613),(79 2266145),
(1 31364.502),(2 114254.35),(3 233345.9),(4 371150.5),(5 519228.2),(6 669413.5),(7 815358.8),(8 954769.5),(9 1086257.6),(10 1207489.6),(11 1313628.5),(12 1410405.4),(13 1492855.3),(14 1562262.1),(15 1619798.8),(16 1665306.8),(17 1697719.1),(18 1721921.9),(19 1741785.9),(20 1761016.5),(21 1780605.4),(22 1796489.9),(23 1814055.9),(24 1823267.9),(25 1819051.9),(26 1807325),(27 1791171),(28 1773658.4),(29 1759807.6),(30 1748552.1),(31 1744629.8),(32 1747068.3),(33 1755538.6),(34 1763847.5),(35 1778592.8),(36 1793827.8),(37 1813739.8),(38 1838131),(39 1871600.4),(40 1903399.6),(41 1934257.9),(42 1958972.1),(43 1979967.3),(44 1992522.8),(45 1994603.8),(46 1994447.3),(47 1996037.6),(48 1994167.5),(49 1996935.9),(50 2003525.6),(51 2010532.1),(52 2020031.3),(53 2030942.4),(54 2038690.6),(55 2043388.6),(56 2049026.6),(57 2053591.9),(58 2051534.8),(59 2042333.8),(60 2034269.3),(61 2020334.1),(62 1999572.6),(63 1978945.1),(64 1956019.8),(65 1934334.1),(66 1915635),(67 1895600),(68 1877222.5),(69 1858947.5),(70 1842187.5),(71 1833283.4),(72 1830888.9),(73 1832352.8),(74 1844091),(75 1861457.9),(76 1883856.1),(77 1907486.5),(78 1935199.6),(79 1961268.1),
(1 33888.9),(2 124253.93),(3 256746.44),(4 416394.3),(5 593296.06),(6 776813.3),(7 959999.56),(8 1137040.1),(9 1296672.3),(10 1436527.1),(11 1550465.8),(12 1637000.5),(13 1693481.4),(14 1724115.4),(15 1738990.9),(16 1746043),(17 1751743.3),(18 1757409.6),(19 1768595.4),(20 1780899.5),(21 1801704.4),(22 1827757),(23 1858189.5),(24 1889730.5),(25 1918049.3),(26 1942602.9),(27 1962668.1),(28 1971885.1),(29 1968752.5),(30 1952722.9),(31 1926727.1),(32 1897562.1),(33 1872438.9),(34 1851238),(35 1840189.4),(36 1831177.3),(37 1828241.6),(38 1836227),(39 1856184.8),(40 1877955.4),(41 1903476.1),(42 1931818.1),(43 1963296),(44 1992172.3),(45 2020746),(46 2041441.6),(47 2055115.8),(48 2062395.4),(49 2070205.5),(50 2080537.6),(51 2097392.8),(52 2121781.3),(53 2144408.3),(54 2166947),(55 2190648.5),(56 2212676),(57 2230059.5),(58 2233875.5),(59 2225499),(60 2207964),(61 2182665),(62 2152505),(63 2117854.8),(64 2075128.1),(65 2031912.1),(66 1994163.9),(67 1965211.8),(68 1947878.9),(69 1948079.3),(70 1955508.3),(71 1977258.6),(72 2008194.1),(73 2034579.3),(74 2066291.4),(75 2091159.3),(76 2107791),(77 2116033.8),(78 2113758.5),(79 2101423.3),
(1 34920.766),(2 127879.61),(3 261677.06),(4 421263.03),(5 595508.9),(6 770328),(7 937787.4),(8 1089150),(9 1217981.4),(10 1321128.6),(11 1396895.6),(12 1445206.6),(13 1468753.8),(14 1473585.3),(15 1465118.6),(16 1452725.6),(17 1440456.8),(18 1434485.5),(19 1439128.1),(20 1452803),(21 1471015.5),(22 1486709.3),(23 1504882.9),(24 1518545.8),(25 1524530.6),(26 1524821.4),(27 1517735.9),(28 1502900.3),(29 1482979.4),(30 1454183.5),(31 1427857.4),(32 1405196.6),(33 1389488.3),(34 1383074.3),(35 1384908.8),(36 1397727.3),(37 1419459.4),(38 1443893.3),(39 1471542.6),(40 1489690.9),(41 1498955.4),(42 1499321.8),(43 1495412.3),(44 1489353),(45 1481324.3),(46 1465563.4),(47 1448153.9),(48 1437212.1),(49 1431236.8),(50 1431072.9),(51 1443133.8),(52 1459791.6),(53 1482651.8),(54 1512081.6),(55 1542250.3),(56 1569983.3),(57 1590522.3),(58 1601976.4),(59 1602511.9),(60 1600848.8),(61 1594640.8),(62 1586210.9),(63 1576920.5),(64 1571017.3),(65 1571056.4),(66 1581174.8),(67 1600994.6),(68 1627264.8),(69 1663533.9),(70 1706261.5),(71 1756015.1),(72 1801436.5),(73 1833646.8),(74 1857456.9),(75 1867325.1),(76 1864163.8),(77 1849416.5),(78 1825082),(79 1797918.4),
(1 31127.953),(2 113549.71),(3 231665.47),(4 371216.34),(5 521870.8),(6 677403.4),(7 833301.6),(8 987356.94),(9 1129101.8),(10 1252325.4),(11 1356877.1),(12 1441476.3),(13 1506913.4),(14 1556044.3),(15 1587302.9),(16 1603555.3),(17 1607125.8),(18 1604105.5),(19 1592870.9),(20 1581636),(21 1570216),(22 1555349.6),(23 1533718.3),(24 1507940.3),(25 1475729.8),(26 1443820),(27 1410331.4),(28 1375814.9),(29 1342012.5),(30 1313127.6),(31 1293501.1),(32 1285129),(33 1287061.5),(34 1297572.3),(35 1320147),(36 1348811),(37 1385105.5),(38 1420239),(39 1460476.3),(40 1497564.6),(41 1530708),(42 1559825.8),(43 1585199),(44 1608457.4),(45 1629146.1),(46 1647440),(47 1660935.8),(48 1672704),(49 1686369.4),(50 1702959.6),(51 1722972),(52 1738795.8),(53 1750682.9),(54 1753765.4),(55 1747838.1),(56 1736849.8),(57 1718911.3),(58 1693399),(59 1664147.8),(60 1636333),(61 1612649.4),(62 1595493.5),(63 1583728.1),(64 1580639.5),(65 1586235.4),(66 1602678.6),(67 1621778.9),(68 1639603),(69 1658330.9),(70 1675097.9),(71 1694102.5),(72 1706749.8),(73 1708243.6),(74 1700877.5),(75 1679001.1),(76 1648337),(77 1617083.4),(78 1588909.1),(79 1567329.3),
(1 31000.758),(2 110852.84),(3 223958.27),(4 356997.2),(5 501504.94),(6 651104.44),(7 799805.1),(8 939070.06),(9 1063333.6),(10 1167224.5),(11 1255670),(12 1329989),(13 1388940.6),(14 1430506.6),(15 1461376.9),(16 1481073.5),(17 1492365.5),(18 1506311.5),(19 1520836.3),(20 1536952.5),(21 1553258.3),(22 1567135.3),(23 1573905.6),(24 1571735.3),(25 1560075),(26 1545927.5),(27 1530383.5),(28 1515151.6),(29 1499801.6),(30 1485514.9),(31 1472869),(32 1458376),(33 1442700.8),(34 1425905.1),(35 1414264.1),(36 1406206),(37 1401338.5),(38 1399689.1),(39 1403984.5),(40 1416344.5),(41 1436332.5),(42 1459062.1),(43 1484931),(44 1510148.3),(45 1537204.8),(46 1569180.5),(47 1598321.4),(48 1629312.5),(49 1658659.9),(50 1682225.3),(51 1701311.3),(52 1717068.8),(53 1732107.4),(54 1742240.8),(55 1750190),(56 1759286),(57 1772726.9),(58 1787525.5),(59 1803651.4),(60 1826435.9),(61 1849790.9),(62 1872683.9),(63 1900251.3),(64 1929877.8),(65 1959072.9),(66 1983374.9),(67 2004046.3),(68 2023739),(69 2037927.6),(70 2038475.4),(71 2032469.4),(72 2018293),(73 2000912),(74 1986052.6),(75 1971335.6),(76 1961406.3),(77 1953589.1),(78 1948836.1),(79 1953039.3),
