1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157997.39),(2 509896.34),(3 959434.5),(4 1548864.4),(5 2248060.3),(6 3001210.3),(7 3911723),(8 5004230.5),(9 6214766.5),(10 7556591.5),(11 8916731),(12 10168290),(13 11407123),(14 12653709),(15 13837299),(16 14858169),(17 15757131),(18 16639456),(19 17492446),(20 18321624),(21 19208888),(22 20099256),(23 21036274),(24 21915994),(25 22757178),(26 23585234),(27 24347978),(28 25027144),(29 25616062),(30 26089318),(31 26402534),(32 26618816),(33 26825406),(34 27012558),(35 27275882),(36 27636320),(37 28207578),(38 29174518),(39 30332384),(40 31840200),(41 33642620),(42 35646480),(43 37660428),(44 39804880),(45 41872060),(46 44103396),(47 46176396),(48 48020076),(49 49891668),(50 51754292),(51 53600156),(52 55779188),(53 58058224),(54 60587124),(55 63165536),(56 65784124),(57 68299816),(58 70651080),(59 72657370),(60 74246870),(61 75806344),(62 77342350),(63 78606450),(64 80078216),(65 81393030),(66 82775530),(67 84012664),(68 85002280),(69 85955224),(70 86948424),(71 87937150),(72 88998230),(73 89820510),(74 90413144),(75 90925290),(76 91230040),(77 91425570),(78 91647896),(79 91965720),
(1 272737.56),(2 1034193.4),(3 2186609.5),(4 3619353),(5 5237066.5),(6 6898036),(7 8521379),(8 10083672),(9 11545222),(10 12843840),(11 13924878),(12 14794351),(13 15489177),(14 16055775),(15 16517756),(16 16850592),(17 17116372),(18 17407154),(19 17696900),(20 17950168),(21 18137780),(22 18299788),(23 18471984),(24 18646476),(25 18825454),(26 18997164),(27 19215776),(28 19478310),(29 19797118),(30 20202000),(31 20632672),(32 21021158),(33 21370204),(34 21618858),(35 21798642),(36 21886746),(37 21906288),(38 21890916),(39 21860092),(40 21814802),(41 21823256),(42 21957190),(43 22196018),(44 22502166),(45 22811710),(46 23031430),(47 23204592),(48 23307056),(49 23310112),(50 23253560),(51 23049138),(52 22739010),(53 22338342),(54 21897968),(55 21441630),(56 21016676),(57 20626522),(58 20241990),(59 19919574),(60 19702016),(61 19532678),(62 19382192),(63 19227202),(64 19062976),(65 18909436),(66 18752542),(67 18606736),(68 18479178),(69 18403952),(70 18381786),(71 18387248),(72 18442736),(73 18507220),(74 18580112),(75 18586550),(76 18496172),(77 18303566),(78 18066484),(79 17786012),
(1 269556.16),(2 1004709.06),(3 2121613.8),(4 3520055.3),(5 5088887.5),(6 6703396.5),(7 8261996),(8 9768825),(9 11145097),(10 12338255),(11 13334020),(12 14151112),(13 14771408),(14 15253940),(15 15605267),(16 15853155),(17 16036023),(18 16214940),(19 16421033),(20 16621864),(21 16812606),(22 16961366),(23 17127094),(24 17324662),(25 17550494),(26 17823494),(27 18134882),(28 18460834),(29 18778226),(30 19071672),(31 19350212),(32 19589296),(33 19744214),(34 19821482),(35 19817380),(36 19704758),(37 19513992),(38 19327572),(39 19187886),(40 19157274),(41 19271482),(42 19520570),(43 19879158),(44 20313528),(45 20775064),(46 21175330),(47 21488614),(48 21611362),(49 21567782),(50 21377282),(51 21084368),(52 20723702),(53 20290782),(54 19842604),(55 19377586),(56 18931504),(57 18574702),(58 18244150),(59 18007554),(60 17844648),(61 17747954),(62 17702150),(63 17686766),(64 17676822),(65 17710690),(66 17758966),(67 17849234),(68 17975382),(69 18172360),(70 18433826),(71 18691034),(72 18916136),(73 19138762),(74 19355692),(75 19520400),(76 19641258),(77 19712438),(78 19784958),(79 19814804),
(1 256544.38),(2 966352.2),(3 2035959),(4 3340314.5),(5 4723476),(6 6066045),(7 7269797),(8 8382311),(9 9334099),(10 10064406),(11 10588411),(12 10945784),(13 11186340),(14 11382116),(15 11545772),(16 11719603),(17 11905092),(18 12037115),(19 12141217),(20 12171122),(21 12176563),(22 12174811),(23 12195331),(24 12263250),(25 12342629),(26 12427177),(27 12494410),(28 12541393),(29 12566058),(30 12573908),(31 12592566),(32 12625545),(33 12657535),(34 12684079),(35 12717805),(36 12727276),(37 12748554),(38 12776154),(39 12828027),(40 12967320),(41 13238671),(42 13617641),(43 14043444),(44 14479098),(45 14849019),(46 15100992),(47 15278403),(48 15365874),(49 15354824),(50 15284175),(51 15138240),(52 14967959),(53 14801285),(54 14621810),(55 14436001),(56 14306876),(57 14244001),(58 14205746),(59 14219469),(60 14256522),(61 14306752),(62 14397935),(63 14493132),(64 14611855),(65 14746829),(66 14828426),(67 14859901),(68 14817450),(69 14714496),(70 14605110),(71 14439476),(72 14254947),(73 14056417),(74 13860728),(75 13708731),(76 13562301),(77 13416191),(78 13307983),(79 13183091),
(1 248485.13),(2 929965.8),(3 1937177.3),(4 3116096.8),(5 4344523),(6 5536761.5),(7 6580283),(8 7487129),(9 8230560),(10 8791369),(11 9206811),(12 9504374),(13 9720266),(14 9885641),(15 10032794),(16 10178631),(17 10310578),(18 10364447),(19 10359300),(20 10342335),(21 10367409),(22 10427173),(23 10542983),(24 10676097),(25 10796372),(26 10888151),(27 10949701),(28 11008394),(29 11089857),(30 11206798),(31 11343066),(32 11504675),(33 11680257),(34 11841129),(35 11988037),(36 12066423),(37 12138833),(38 12164845),(39 12183450),(40 12254056),(41 12349812),(42 12514912),(43 12692325),(44 12867502),(45 13023324),(46 13141923),(47 13206912),(48 13139715),(49 12959331),(50 12752413),(51 12566473),(52 12461937),(53 12419031),(54 12420353),(55 12459489),(56 12544078),(57 12671336),(58 12859976),(59 13080485),(60 13347268),(61 13619322),(62 13908567),(63 14174638),(64 14428499),(65 14640786),(66 14760895),(67 14832923),(68 14809126),(69 14726499),(70 14660466),(71 14578595),(72 14544992),(73 14520943),(74 14545827),(75 14633256),(76 14714860),(77 14813348),(78 14884822),(79 14975896),
(1 237256.88),(2 889302.7),(3 1846745.5),(4 2959500.8),(5 4130171.5),(6 5263626.5),(7 6280150.5),(8 7124242.5),(9 7799767.5),(10 8338631),(11 8765529),(12 9169656),(13 9530679),(14 9862961),(15 10171514),(16 10411705),(17 10561592),(18 10636373),(19 10639230),(20 10590551),(21 10503976),(22 10414874),(23 10404593),(24 10466086),(25 10614453),(26 10790106),(27 10962580),(28 11062188),(29 11098805),(30 11129376),(31 11179413),(32 11287537),(33 11464081),(34 11698276),(35 11940103),(36 12107513),(37 12188084),(38 12198430),(39 12156055),(40 12089272),(41 12057612),(42 12115340),(43 12255289),(44 12444742),(45 12608651),(46 12729102),(47 12806052),(48 12792250),(49 12692485),(50 12522724),(51 12332535),(52 12127595),(53 11914705),(54 11698113),(55 11494116),(56 11302037),(57 11118255),(58 10940293),(59 10803846),(60 10721773),(61 10719112),(62 10780455),(63 10873184),(64 10989004),(65 11094548),(66 11149502),(67 11127001),(68 11005639),(69 10837173),(70 10652019),(71 10507816),(72 10453768),(73 10489124),(74 10591140),(75 10724242),(76 10867273),(77 11000660),(78 11084947),(79 11166785),
(1 225392.34),(2 846961.56),(3 1766657.6),(4 2834631.3),(5 3930832.8),(6 4967253),(7 5897185),(8 6668350),(9 7289078.5),(10 7782455.5),(11 8208054.5),(12 8616937),(13 9031717),(14 9442545),(15 9838438),(16 10154511),(17 10388236),(18 10562633),(19 10636350),(20 10627782),(21 10557370),(22 10466045),(23 10407902),(24 10370839),(25 10387791),(26 10416582),(27 10445566),(28 10427975),(29 10357217),(30 10298041),(31 10270511),(32 10297327),(33 10388884),(34 10532256),(35 10683884),(36 10812287),(37 10885627),(38 10913086),(39 10870548),(40 10796531),(41 10713314),(42 10654995),(43 10689840),(44 10765461),(45 10859779),(46 10937463),(47 11002086),(48 11037549),(49 11080588),(50 11114003),(51 11152245),(52 11195929),(53 11198722),(54 11155043),(55 11089565),(56 11001028),(57 10874709),(58 10713196),(59 10553466),(60 10384897),(61 10227125),(62 10097836),(63 9982122),(64 9883301),(65 9805791),(66 9729552),(67 9637475),(68 9543229),(69 9434150),(70 9277168),(71 9106672),(72 8957113),(73 8835684),(74 8766177),(75 8781829),(76 8866054),(77 9025467),(78 9206893),(79 9401924),
(1 199851.84),(2 726223.6),(3 1491620.3),(4 2384403),(5 3301358),(6 4211556.5),(7 5019319.5),(8 5622773.5),(9 6076492.5),(10 6436356.5),(11 6766710.5),(12 7082611.5),(13 7403653),(14 7722256.5),(15 8013165.5),(16 8274910),(17 8485102),(18 8639901),(19 8713222),(20 8729664),(21 8696018),(22 8642575),(23 8612202),(24 8627036),(25 8699437),(26 8782751),(27 8858597),(28 8912217),(29 8950710),(30 9001967),(31 9083413),(32 9205316),(33 9379293),(34 9581175),(35 9746851),(36 9837248),(37 9817032),(38 9698612),(39 9494873),(40 9260653),(41 9067001),(42 8936993),(43 8847399),(44 8700354),(45 8482670),(46 8255028.5),(47 8042593.5),(48 7871610),(49 7774717.5),(50 7750678.5),(51 7793312),(52 7888276.5),(53 8031506.5),(54 8178386.5),(55 8303961),(56 8384822),(57 8429607),(58 8440711),(59 8448395),(60 8423999),(61 8388228.5),(62 8360486),(63 8309685),(64 8247682),(65 8173165),(66 8114531),(67 8065588.5),(68 8019780.5),(69 7932768),(70 7806716.5),(71 7653555.5),(72 7505260.5),(73 7384729),(74 7306756),(75 7296247.5),(76 7341261.5),(77 7426727.5),(78 7553628),(79 7702074.5),
(1 188237.75),(2 690250.44),(3 1425275.4),(4 2263525),(5 3083456.5),(6 3873717),(7 4568608.5),(8 5116939.5),(9 5597954),(10 6009091),(11 6384741),(12 6724121),(13 7021643.5),(14 7271752),(15 7456993),(16 7587013),(17 7694237.5),(18 7810783),(19 7929000),(20 8067889.5),(21 8216363.5),(22 8376277.5),(23 8531228),(24 8689063),(25 8830899),(26 8933432),(27 9009848),(28 9027522),(29 8986975),(30 8918858),(31 8830173),(32 8772854),(33 8735869),(34 8732778),(35 8754341),(36 8775919),(37 8786027),(38 8756162),(39 8671120),(40 8563217),(41 8494428),(42 8476181),(43 8422281),(44 8297419.5),(45 8142593),(46 7972905),(47 7780895),(48 7579042.5),(49 7421170.5),(50 7330901.5),(51 7342852),(52 7411965.5),(53 7524522.5),(54 7620659.5),(55 7702144.5),(56 7768159),(57 7830365),(58 7879515),(59 7934190.5),(60 7942273.5),(61 7935929),(62 7922753),(63 7874212),(64 7807639),(65 7739891),(66 7675480),(67 7637687),(68 7627842),(69 7627710),(70 7651773),(71 7680728),(72 7717886),(73 7748415),(74 7769971),(75 7830384),(76 7900495.5),(77 8010623),(78 8138059.5),(79 8272917.5),
(1 195652.84),(2 720627.6),(3 1472420.8),(4 2314291.3),(5 3136864.8),(6 3905456),(7 4544317.5),(8 5042374),(9 5453295),(10 5797093),(11 6062954.5),(12 6273157),(13 6412477),(14 6476830),(15 6464619.5),(16 6407126),(17 6354962),(18 6289962.5),(19 6181531),(20 6069237.5),(21 5988424),(22 5970095),(23 6031328),(24 6131808),(25 6235887.5),(26 6322544),(27 6390126),(28 6398712),(29 6353340),(30 6279741),(31 6185584),(32 6100949.5),(33 6014024.5),(34 5983708.5),(35 6026434.5),(36 6091638),(37 6125926),(38 6120378),(39 6104005),(40 6118962),(41 6189369),(42 6266506),(43 6338870.5),(44 6393579),(45 6382884),(46 6320441),(47 6227893),(48 6105042),(49 6005113),(50 5955393.5),(51 5955093.5),(52 5962302),(53 5982097),(54 6045620),(55 6135645),(56 6239610),(57 6339095.5),(58 6415234),(59 6503483.5),(60 6587722.5),(61 6675947),(62 6745178),(63 6783430.5),(64 6815799),(65 6830721),(66 6806869),(67 6745727.5),(68 6682589),(69 6619915),(70 6569722.5),(71 6530149),(72 6493696),(73 6457096),(74 6420548),(75 6414504.5),(76 6425882.5),(77 6449965),(78 6492020.5),(79 6545652),
(1 195268.27),(2 704425.4),(3 1399006),(4 2151858.3),(5 2881593.3),(6 3519077.5),(7 4038204),(8 4439150.5),(9 4781086.5),(10 5099549.5),(11 5417694),(12 5704991.5),(13 5963181.5),(14 6168724),(15 6316194.5),(16 6401973),(17 6431348),(18 6382046.5),(19 6269330),(20 6110558.5),(21 5927611),(22 5777396),(23 5692861.5),(24 5699197.5),(25 5766906),(26 5854361.5),(27 5951077.5),(28 6022239),(29 6053003),(30 6028007),(31 5952420.5),(32 5870688),(33 5819880.5),(34 5844925),(35 5932044),(36 6042868),(37 6123059),(38 6139334.5),(39 6131807.5),(40 6120966),(41 6141720),(42 6218517.5),(43 6335317.5),(44 6461371),(45 6531242),(46 6536949.5),(47 6467594),(48 6364566),(49 6239640),(50 6108436),(51 5992230),(52 5889918.5),(53 5822147.5),(54 5763377.5),(55 5724617.5),(56 5715381),(57 5733287),(58 5758778),(59 5793061.5),(60 5826085.5),(61 5843319),(62 5856174.5),(63 5873237),(64 5894648),(65 5917665.5),(66 5911492.5),(67 5900903.5),(68 5903369.5),(69 5909938),(70 5922556.5),(71 5936794),(72 5948657),(73 5950894.5),(74 5939203.5),(75 5920347),(76 5901580),(77 5896582),(78 5912740.5),(79 5945666),
(1 173109.25),(2 616966.5),(3 1210677.1),(4 1850888.6),(5 2440872.8),(6 2922040),(7 3298562.3),(8 3549281),(9 3756477.3),(10 3964272.5),(11 4184893.8),(12 4406382.5),(13 4612003.5),(14 4796003),(15 4933885.5),(16 5024393.5),(17 5072100),(18 5071101.5),(19 5055638.5),(20 5034913),(21 5002253),(22 4951380),(23 4881029.5),(24 4818051.5),(25 4785587),(26 4804913.5),(27 4869342),(28 4923576),(29 4947134.5),(30 4933395),(31 4871067),(32 4783330.5),(33 4702263.5),(34 4681832),(35 4748444.5),(36 4857005),(37 4946250.5),(38 5004527.5),(39 5038588.5),(40 5074592),(41 5127492.5),(42 5188132.5),(43 5243715.5),(44 5313169.5),(45 5367064),(46 5373205),(47 5330288.5),(48 5268346),(49 5196808.5),(50 5109412),(51 5015029),(52 4919916),(53 4840692),(54 4802786.5),(55 4799042.5),(56 4783441),(57 4746945),(58 4686541.5),(59 4603269.5),(60 4519192),(61 4447327),(62 4411647),(63 4428849.5),(64 4498831.5),(65 4579947),(66 4632490),(67 4669509.5),(68 4681774.5),(69 4689938.5),(70 4704829.5),(71 4740644.5),(72 4796580.5),(73 4849648),(74 4923460.5),(75 5019695.5),(76 5144069.5),(77 5287010.5),(78 5415100.5),(79 5506756.5),
(1 162740.67),(2 581175.2),(3 1146091.5),(4 1739805.1),(5 2273153),(6 2718886.5),(7 3079349.5),(8 3321324),(9 3486121.5),(10 3618307),(11 3754742.8),(12 3910496),(13 4094875),(14 4299718),(15 4476977.5),(16 4639181),(17 4752909.5),(18 4825134),(19 4875432.5),(20 4919764),(21 4936117.5),(22 4916133.5),(23 4864454.5),(24 4796258),(25 4744171),(26 4728033),(27 4761126.5),(28 4796773),(29 4818162),(30 4817453),(31 4781286.5),(32 4705334),(33 4603978.5),(34 4501317),(35 4418465.5),(36 4338653),(37 4235616),(38 4150244),(39 4075205.8),(40 4057126.8),(41 4069975),(42 4089937),(43 4132908.5),(44 4188776),(45 4224412),(46 4250012),(47 4251605.5),(48 4272574),(49 4318902),(50 4375686),(51 4446600),(52 4523709),(53 4614689),(54 4718664.5),(55 4817814),(56 4894194),(57 4929823),(58 4945657.5),(59 4946362),(60 4937950),(61 4913542),(62 4903854.5),(63 4930958.5),(64 4998514.5),(65 5081608.5),(66 5143142.5),(67 5190804.5),(68 5230799.5),(69 5265354),(70 5297549.5),(71 5335936.5),(72 5417042),(73 5494229.5),(74 5604975.5),(75 5749649),(76 5896216.5),(77 6046343),(78 6114806.5),(79 6100276),
(1 175390.06),(2 629000.44),(3 1239488.3),(4 1874751.3),(5 2448812.8),(6 2930926.3),(7 3297773.5),(8 3560693.3),(9 3757716.8),(10 3919084.3),(11 4071585.5),(12 4200682),(13 4294072),(14 4382492.5),(15 4458329),(16 4533377),(17 4598311.5),(18 4669180.5),(19 4738667.5),(20 4822531.5),(21 4890016),(22 4936420.5),(23 4936851.5),(24 4889507.5),(25 4810488),(26 4725261.5),(27 4652959.5),(28 4610164),(29 4600553.5),(30 4620059),(31 4649198),(32 4655866),(33 4631158.5),(34 4614850),(35 4609885),(36 4587685),(37 4541320),(38 4499422),(39 4457751),(40 4451202.5),(41 4465083.5),(42 4523061.5),(43 4590055),(44 4668633),(45 4737468.5),(46 4788056.5),(47 4837480),(48 4868210),(49 4887717),(50 4876475),(51 4831520.5),(52 4753154),(53 4664169),(54 4602909),(55 4565061),(56 4532983.5),(57 4512923),(58 4496472),(59 4493946),(60 4503958),(61 4514691),(62 4548308.5),(63 4619667.5),(64 4706763),(65 4797247.5),(66 4863060),(67 4895863.5),(68 4902001.5),(69 4896048),(70 4884212),(71 4865734.5),(72 4873419),(73 4914772.5),(74 4990912),(75 5087697),(76 5190531.5),(77 5289576),(78 5348014),(79 5381886),
(1 171528.06),(2 610829.94),(3 1191279.1),(4 1775667.3),(5 2275549.5),(6 2650521.5),(7 2901014),(8 3081091.5),(9 3218659.5),(10 3312045.5),(11 3374589.8),(12 3417711.8),(13 3448597.3),(14 3468535),(15 3457471.3),(16 3440091),(17 3437242.3),(18 3465887),(19 3524525.5),(20 3622096.3),(21 3727886.3),(22 3830534.5),(23 3896044.8),(24 3909806.3),(25 3886465.8),(26 3837165.3),(27 3772418.8),(28 3715164.5),(29 3668809),(30 3656592.3),(31 3673189.3),(32 3716582),(33 3785434.3),(34 3878750.3),(35 3941797.3),(36 3950907),(37 3910650.3),(38 3851783.8),(39 3788433),(40 3729673.3),(41 3698069),(42 3727380),(43 3819749.8),(44 3922048.3),(45 4029423.3),(46 4130556.8),(47 4215271.5),(48 4284285),(49 4340081),(50 4355551.5),(51 4315269.5),(52 4231293),(53 4155322),(54 4137901.5),(55 4167624.5),(56 4208282.5),(57 4268057.5),(58 4314649),(59 4352605),(60 4360762),(61 4364489.5),(62 4367504),(63 4375913),(64 4400411),(65 4469631.5),(66 4558947),(67 4633151),(68 4662472.5),(69 4639463),(70 4583063),(71 4526743),(72 4492146),(73 4492181.5),(74 4529576.5),(75 4607258.5),(76 4706278),(77 4812418),(78 4874032.5),(79 4873573.5),
(1 168022.58),(2 592571.1),(3 1131498.4),(4 1637106),(5 2029262.6),(6 2313913.5),(7 2504713.5),(8 2635618.3),(9 2736177),(10 2822547.3),(11 2904033),(12 2987817),(13 3043978.8),(14 3087054.3),(15 3115920.3),(16 3120304),(17 3090989.5),(18 3045004),(19 3006879.3),(20 3005195),(21 3028857),(22 3079705),(23 3138205.3),(24 3183967.3),(25 3200233),(26 3194677.8),(27 3175479.5),(28 3154604.8),(29 3123590.5),(30 3112389.8),(31 3131750.5),(32 3184513),(33 3256503),(34 3332970.8),(35 3387521),(36 3397845.3),(37 3365226.3),(38 3324142.5),(39 3282119),(40 3259330.3),(41 3261684.5),(42 3298237.3),(43 3350356.5),(44 3391595),(45 3442976.8),(46 3487077.8),(47 3529146.3),(48 3564569),(49 3598583.8),(50 3619375),(51 3610138.8),(52 3581639.8),(53 3549888),(54 3525897.5),(55 3526443.5),(56 3539405.5),(57 3551702.8),(58 3537360.8),(59 3524610.3),(60 3521503.8),(61 3542826),(62 3582140.5),(63 3628716),(64 3689910.5),(65 3776631.8),(66 3865358.5),(67 3922359.5),(68 3934465.5),(69 3922759.8),(70 3897277.8),(71 3860492),(72 3823303.8),(73 3806882.8),(74 3835555.5),(75 3902802.3),(76 3992210.5),(77 4082354.8),(78 4126699.8),(79 4116092.8),
(1 197964.88),(2 692087.1),(3 1298453.1),(4 1837567.6),(5 2200750.5),(6 2405259.5),(7 2525307.3),(8 2631184),(9 2733082.5),(10 2806006),(11 2832370.8),(12 2810112.3),(13 2775720.8),(14 2752339.3),(15 2760515.8),(16 2799610),(17 2878180),(18 2967720.8),(19 2996466),(20 2964138.8),(21 2915035),(22 2869017.3),(23 2838307),(24 2833933.8),(25 2872191),(26 2970052.8),(27 3080686),(28 3158189.8),(29 3184088.5),(30 3199258.3),(31 3196243),(32 3201841.5),(33 3244790.8),(34 3327179),(35 3424921.3),(36 3511846.5),(37 3561199.3),(38 3560364.5),(39 3514670.8),(40 3471507.5),(41 3447469.8),(42 3445243.8),(43 3481531.5),(44 3538922.8),(45 3566951.5),(46 3551256.5),(47 3522480.8),(48 3471771.8),(49 3434870),(50 3414966.8),(51 3397856.5),(52 3386576.5),(53 3381378.3),(54 3396166.8),(55 3409944.5),(56 3404309.3),(57 3384825.3),(58 3343036.3),(59 3299886),(60 3292971.5),(61 3339179.8),(62 3427746.3),(63 3517706.8),(64 3588696.8),(65 3643271.3),(66 3680683.8),(67 3694536.5),(68 3683883.5),(69 3674341.3),(70 3661301),(71 3635930.8),(72 3607797.3),(73 3592280.8),(74 3603481.5),(75 3657069.8),(76 3717114),(77 3777357),(78 3817094.5),(79 3847462.8),
(1 214947.47),(2 732030.1),(3 1313162.3),(4 1769102.6),(5 2014812.1),(6 2100781.8),(7 2129955.5),(8 2193580),(9 2318722.3),(10 2450120.3),(11 2541011.3),(12 2575490),(13 2568269.3),(14 2571549.5),(15 2613572),(16 2675266.5),(17 2743508.5),(18 2787125),(19 2804060.5),(20 2808197.8),(21 2793280.5),(22 2748324.5),(23 2715599),(24 2720612),(25 2766892.3),(26 2844718),(27 2921647.3),(28 2962086.5),(29 2961552.8),(30 2938898.8),(31 2902624),(32 2857648.8),(33 2817456.3),(34 2793283.3),(35 2818027),(36 2888968.3),(37 2992067.5),(38 3071593.3),(39 3079450.3),(40 3008930.8),(41 2927267.5),(42 2867062.8),(43 2865253.3),(44 2941252.5),(45 3030937.3),(46 3094311.8),(47 3128295),(48 3130785.5),(49 3114515.3),(50 3102821),(51 3103361),(52 3106716),(53 3090770.5),(54 3064803.3),(55 3034814.5),(56 3002187.5),(57 2978000.3),(58 2942113),(59 2905551.8),(60 2892922),(61 2899513.8),(62 2916545.5),(63 2927559.8),(64 2935385.3),(65 2935290),(66 2940386.8),(67 2949000.5),(68 2979502.3),(69 3042779.8),(70 3124930.8),(71 3186329.3),(72 3223218.3),(73 3251069.8),(74 3295593),(75 3357568.3),(76 3418726.5),(77 3467223),(78 3485568),(79 3484717.5),
(1 185892.63),(2 638962.06),(3 1170757.4),(4 1588808.1),(5 1802793.8),(6 1868672.6),(7 1898161.9),(8 1967359.4),(9 2096277),(10 2238530.5),(11 2351466.8),(12 2401284.5),(13 2394222.5),(14 2377940.5),(15 2384744.8),(16 2404942.8),(17 2471926.5),(18 2574747.3),(19 2664542.8),(20 2709799.8),(21 2704703.3),(22 2679250.5),(23 2650474),(24 2620862.5),(25 2625082),(26 2664661),(27 2708793.8),(28 2734526.8),(29 2763329),(30 2802856.5),(31 2812709),(32 2775463.8),(33 2705705.8),(34 2645066.8),(35 2646046.8),(36 2694767),(37 2763252.5),(38 2813501.8),(39 2811645.5),(40 2778014.5),(41 2748529.3),(42 2722379.5),(43 2730452),(44 2771258.8),(45 2845078.5),(46 2920826.3),(47 2981530.3),(48 3032193.5),(49 3071301.3),(50 3095722),(51 3096522),(52 3043073.3),(53 2971569),(54 2931182.8),(55 2913844),(56 2881810.8),(57 2850907),(58 2843267.8),(59 2862792.3),(60 2913564.8),(61 2969256.8),(62 3010511),(63 3003685),(64 2966562),(65 2906970),(66 2843003.3),(67 2797741.3),(68 2774164.8),(69 2756096.8),(70 2741132),(71 2724159),(72 2710025.8),(73 2697874),(74 2698789),(75 2726561.5),(76 2765597.8),(77 2821503.3),(78 2870599.8),(79 2917911.3),
