1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 172929.94),(2 517230.47),(3 945557),(4 1427837.1),(5 1976179.4),(6 2475474.8),(7 2915271),(8 3417374),(9 3971318),(10 4676826.5),(11 5468098.5),(12 6360872.5),(13 7391509.5),(14 8365908.5),(15 9411892),(16 10555643),(17 11575439),(18 12737005),(19 13895472),(20 15077355),(21 16160632),(22 17226352),(23 18341214),(24 19384970),(25 20322304),(26 21067696),(27 21881158),(28 22515296),(29 23095856),(30 23597654),(31 24135554),(32 24558672),(33 24880102),(34 25118960),(35 25337024),(36 25501376),(37 25565040),(38 25590054),(39 25601872),(40 25602922),(41 25589754),(42 25568200),(43 25494566),(44 25434354),(45 25354066),(46 25248490),(47 25117078),(48 24969570),(49 24845866),(50 24718552),(51 24598176),(52 24496680),(53 24479474),(54 24510632),(55 24619090),(56 24746336),(57 24983728),(58 25247022),(59 25392898),(60 25497910),(61 25650864),(62 25835578),(63 25993280),(64 26202464),(65 26388152),(66 26566930),(67 26670016),(68 26849632),(69 27077562),(70 27285226),(71 27322346),(72 27264062),(73 27182426),(74 27075152),(75 26886726),(76 26565642),(77 26335656),(78 26063190),(79 25699154),
(1 72048.66),(2 90355.06),(3 101217.64),(4 107472.77),(5 127760.91),(6 136372.16),(7 148019.88),(8 161400.66),(9 166644.66),(10 168477.9),(11 175689.27),(12 175973.3),(13 182364.61),(14 184062.88),(15 183370.83),(16 190325.83),(17 185019.9),(18 182557.36),(19 184247.89),(20 187068.81),(21 189545.78),(22 186224.16),(23 187405.84),(24 194374.83),(25 196271.45),(26 191616),(27 193767.67),(28 195171.61),(29 189799.94),(30 189278.13),(31 185786.03),(32 185197.67),(33 186363.94),(34 185106.75),(35 179901.06),(36 177621.3),(37 179206.84),(38 180985.73),(39 180630.58),(40 179786.92),(41 178891.56),(42 182413.02),(43 183182.36),(44 183662.19),(45 180569.7),(46 183565.66),(47 185240.84),(48 197868.2),(49 202699.25),(50 209079.02),(51 215535.61),(52 218267.11),(53 220583.17),(54 221387.03),(55 219451.11),(56 216152.84),(57 212076.03),(58 206868.11),(59 201508.53),(60 195998.13),(61 187216.1),(62 180086.92),(63 174428.08),(64 169246.94),(65 161785.64),(66 156633.2),(67 156572.7),(68 158010.95),(69 160591.02),(70 161630.7),(71 166328.1),(72 168265.73),(73 174158.56),(74 176968.89),(75 181095.66),(76 181509.06),(77 182807.66),(78 189542.97),(79 194171.63),
(1 70402.836),(2 87622.05),(3 98527.49),(4 104540.03),(5 123104.88),(6 131167.38),(7 144975.73),(8 158638.86),(9 167576.1),(10 167615.22),(11 173389.64),(12 175643.03),(13 179349.64),(14 180415.7),(15 180470.77),(16 186487.48),(17 183386.77),(18 180744.55),(19 179556.42),(20 184512.7),(21 190495.23),(22 188819.83),(23 189041.19),(24 195058.92),(25 197877.7),(26 196480.39),(27 196154.06),(28 193879.1),(29 190636.94),(30 188361.7),(31 185159.7),(32 184371.39),(33 184873.13),(34 184395.88),(35 180924.84),(36 177527.08),(37 175459.92),(38 176763.98),(39 177253.03),(40 176642.39),(41 176052.2),(42 178119.9),(43 180075.89),(44 180166.56),(45 179797.55),(46 181864.3),(47 180555.88),(48 190897.47),(49 196914.95),(50 202193.03),(51 208817.27),(52 212812.28),(53 214457.4),(54 213522.36),(55 211338.1),(56 207617.25),(57 206283.02),(58 201552.25),(59 200312.48),(60 192024.52),(61 184459.72),(62 176440.97),(63 168204.94),(64 161481.78),(65 153637.6),(66 147293.98),(67 145048.8),(68 148667.31),(69 147411.86),(70 152311.55),(71 154990.63),(72 157411.34),(73 161956.86),(74 164523.67),(75 166773.39),(76 168598.73),(77 170529.33),(78 172501.92),(79 177097.92),
(1 72635.97),(2 88634.3),(3 100536.11),(4 106756.37),(5 126679.93),(6 133345.77),(7 148869.17),(8 161110.42),(9 169836.2),(10 172528.69),(11 176288.72),(12 181185.19),(13 187137.36),(14 190128.66),(15 190319.69),(16 197738.58),(17 196776.73),(18 197778.94),(19 198802.58),(20 198405.92),(21 201661.61),(22 202683.66),(23 206437.63),(24 210321.02),(25 212999.75),(26 213361.28),(27 215210.69),(28 213075.86),(29 208647.4),(30 205788.67),(31 200377.33),(32 200103.25),(33 200362.25),(34 201645.19),(35 195362.69),(36 188807.05),(37 183584.67),(38 184278.61),(39 181794.73),(40 176811.8),(41 176133.48),(42 178907.7),(43 178699.88),(44 178558.16),(45 178684.34),(46 178847.25),(47 178663.98),(48 185971.53),(49 191354.52),(50 197375.25),(51 201604.64),(52 203520.6),(53 208497.13),(54 210479.88),(55 205852.34),(56 200926.3),(57 198304.6),(58 195806.2),(59 191611.03),(60 190350.66),(61 181588.61),(62 174856.28),(63 166511.7),(64 159745.45),(65 151257.98),(66 144015.92),(67 141264.98),(68 142931.55),(69 144062.61),(70 145715.3),(71 149299.78),(72 149337.4),(73 153831.5),(74 156222.4),(75 155920.58),(76 159169.44),(77 163463.69),(78 166713.4),(79 169921.55),
(1 67791.83),(2 80342.016),(3 91408.27),(4 97267.12),(5 114438.62),(6 117953.04),(7 129331.07),(8 137838.52),(9 140956.56),(10 142268.55),(11 146045.31),(12 148697.61),(13 151829.28),(14 158278.53),(15 161066.28),(16 166506.13),(17 163236.28),(18 163952.78),(19 164596.33),(20 165155.34),(21 166833.45),(22 168072.78),(23 171691.44),(24 175362.9),(25 177529.45),(26 179597.75),(27 175939.17),(28 175454.94),(29 172470.86),(30 172744.06),(31 166078.31),(32 165155.92),(33 166496.86),(34 169604.72),(35 167535.98),(36 160422.2),(37 155853.78),(38 158955.33),(39 159281.9),(40 154216.84),(41 149499.11),(42 149373.92),(43 149654.73),(44 149883.08),(45 149644.28),(46 148156.81),(47 148832.92),(48 152179.22),(49 155845.36),(50 161679.38),(51 166919.67),(52 168155.9),(53 170615.45),(54 171111.39),(55 169120.98),(56 168780.33),(57 165259.92),(58 163647.98),(59 162977.86),(60 159566.56),(61 155340.45),(62 151931.34),(63 144578.17),(64 141343.9),(65 133910.03),(66 129842.46),(67 129699.75),(68 131293.3),(69 132565.05),(70 132857.08),(71 135340.53),(72 136279.13),(73 136319.34),(74 140900.06),(75 141681.7),(76 143602.73),(77 145330.28),(78 151643.05),(79 152604.14),
(1 68515.71),(2 80436.625),(3 92243.016),(4 96506.53),(5 113967.21),(6 119970.875),(7 131072.7),(8 140186.89),(9 144710.48),(10 144765.13),(11 147714.14),(12 151732.8),(13 153564.14),(14 158439.88),(15 159440.94),(16 163879.4),(17 161759.13),(18 159950.4),(19 162007.16),(20 163290.73),(21 164245.44),(22 164061.86),(23 167319.38),(24 169314.4),(25 171525.81),(26 169669.86),(27 168024.63),(28 167628.34),(29 166521.69),(30 166213.88),(31 165850.81),(32 163487.89),(33 161791.55),(34 165288.23),(35 166169.84),(36 160871.33),(37 155358.7),(38 157605),(39 159217.8),(40 156107.77),(41 151995.3),(42 151173.83),(43 151683.14),(44 152131.27),(45 156424.23),(46 157138.67),(47 161405.84),(48 168288.33),(49 173082.6),(50 177826.66),(51 183435.4),(52 185043.81),(53 186666.38),(54 184977.75),(55 182270.9),(56 177949.33),(57 174384.28),(58 170170.69),(59 167614.33),(60 161290.95),(61 156507.31),(62 150552.25),(63 145360.22),(64 138971.55),(65 134093.05),(66 129086.164),(67 129843.16),(68 129457.52),(69 132088.61),(70 131185.06),(71 134585.05),(72 134992.67),(73 137804.03),(74 141225.1),(75 142180.31),(76 142611.45),(77 145094.2),(78 151450.6),(79 158851.27),
(1 70395.01),(2 84308.664),(3 97718.945),(4 100425.08),(5 119973.49),(6 126043.016),(7 140638.31),(8 152178.84),(9 161283.06),(10 160417.13),(11 161187.36),(12 168337.8),(13 169045.81),(14 174392.67),(15 176238.88),(16 179747.89),(17 177941.34),(18 179857.89),(19 182347.63),(20 184332.2),(21 185882.1),(22 183554.4),(23 187076.34),(24 188713.34),(25 190041.11),(26 188378.45),(27 187420.69),(28 187271.69),(29 185438.56),(30 184932.95),(31 184476.6),(32 181331.9),(33 177872.67),(34 179904.3),(35 177517.88),(36 172683.73),(37 168102.47),(38 170197.52),(39 170918.2),(40 169560.7),(41 166174.75),(42 163978.19),(43 163651.39),(44 164224.86),(45 170415.02),(46 173642.34),(47 179356.03),(48 188526.2),(49 196938.88),(50 202869.03),(51 209790.31),(52 213906),(53 215619.63),(54 217971.92),(55 216138.92),(56 211071.2),(57 205374.25),(58 198768.7),(59 191513.88),(60 185381.8),(61 176917.55),(62 171965.5),(63 162536.95),(64 156959.36),(65 147665.02),(66 142049.94),(67 136605.14),(68 137280.58),(69 136189.16),(70 137556.53),(71 137835.83),(72 141732.73),(73 144353.56),(74 146975.4),(75 149202.5),(76 150464.25),(77 154175.11),(78 161161.94),(79 165996.08),
(1 69647.93),(2 79606.38),(3 93277.35),(4 95919.88),(5 113994.16),(6 119483.414),(7 134417.05),(8 147048.1),(9 154474.44),(10 156085.05),(11 153749.36),(12 160962.66),(13 162685.05),(14 166466.55),(15 169052.05),(16 174551.84),(17 172316.38),(18 171131.05),(19 173532.92),(20 175649.89),(21 177868.61),(22 173852.11),(23 175437.83),(24 175181.69),(25 176308.88),(26 174814.27),(27 176517.86),(28 174080.95),(29 170740.75),(30 167911.69),(31 168374.17),(32 165863.88),(33 162992.05),(34 161869.19),(35 161352.69),(36 159640.89),(37 157981.9),(38 159149.33),(39 160781.1),(40 159151.02),(41 158324.02),(42 157202.5),(43 157265.75),(44 156974.19),(45 161008.9),(46 162771.42),(47 167144.75),(48 173821.25),(49 183211.45),(50 189947.84),(51 196547.97),(52 200933.75),(53 202921.5),(54 201330.4),(55 198829.72),(56 195667.36),(57 193588.19),(58 188451.05),(59 182897.81),(60 172505.3),(61 165461.11),(62 156841.55),(63 152327.92),(64 148286.25),(65 140724.17),(66 135091.38),(67 132437.28),(68 133048.61),(69 134926.75),(70 135413.8),(71 138615.84),(72 137989.67),(73 143821.84),(74 146292.84),(75 147648.77),(76 146935.92),(77 152376.05),(78 158663.61),(79 163378.16),
(1 73526.8),(2 83063.72),(3 98928.89),(4 100634.7),(5 121910.61),(6 128255.38),(7 143975.14),(8 160802.67),(9 171573),(10 174539.02),(11 171534.1),(12 182436.19),(13 187594.28),(14 189595.77),(15 193776.22),(16 202399.02),(17 195150.92),(18 196207.73),(19 198995.19),(20 202095.03),(21 202868.11),(22 202371.6),(23 206671.97),(24 208038.67),(25 205384.14),(26 202817.88),(27 205706.56),(28 203824.5),(29 199143.22),(30 194268.64),(31 193530.39),(32 187737.7),(33 185362.03),(34 186512),(35 185265.97),(36 181357.69),(37 176763.3),(38 178276.08),(39 178491.47),(40 176009),(41 174936.47),(42 173614.22),(43 173347.77),(44 173137.92),(45 177096.53),(46 178113.61),(47 181847.03),(48 189888.81),(49 196204.56),(50 202345.83),(51 207540.53),(52 211767.42),(53 216004.77),(54 215501.14),(55 209440.47),(56 204640.08),(57 201075.31),(58 197853.1),(59 193995.47),(60 186939.23),(61 175316.28),(62 164783.02),(63 157143.78),(64 148732.8),(65 141921.69),(66 135183.64),(67 133230.98),(68 135902.48),(69 140212.03),(70 140348.6),(71 144469.92),(72 142934.4),(73 151926.36),(74 157538.94),(75 163316.72),(76 164180.5),(77 172450.44),(78 182449.72),(79 188439.02),
(1 70499.98),(2 79310.99),(3 94798.23),(4 95370.875),(5 116099.164),(6 122151.4),(7 135378.2),(8 150785.27),(9 159678.33),(10 164262.48),(11 163769.34),(12 172421.66),(13 176021.69),(14 179103.13),(15 185168.38),(16 192155.98),(17 186776.63),(18 188266.36),(19 192810.97),(20 194043.73),(21 193988.34),(22 192756.84),(23 198627.98),(24 200892.36),(25 199139.31),(26 196444.3),(27 197916.73),(28 198589.66),(29 196497.55),(30 193588.58),(31 191448.95),(32 186475.9),(33 182812.06),(34 186483.64),(35 184059.1),(36 180767.81),(37 174933.69),(38 173302.1),(39 173723.06),(40 169980.72),(41 168425.94),(42 164958.89),(43 166391.63),(44 165069.31),(45 169169.03),(46 170134.22),(47 173132.75),(48 180037.23),(49 187823.19),(50 193909.61),(51 198259.73),(52 198965.5),(53 201399.36),(54 201728.67),(55 199054.67),(56 194315.9),(57 188980.27),(58 182986.33),(59 178962.58),(60 173039.83),(61 164998.06),(62 157289.72),(63 148598.4),(64 139375.06),(65 130104.94),(66 126975.59),(67 124663.305),(68 132139.66),(69 134487.48),(70 137941.47),(71 140402.92),(72 141922.64),(73 146786.66),(74 152576.03),(75 154016.92),(76 155039.34),(77 160057.28),(78 169262.95),(79 178333.52),
(1 71987.695),(2 83709.36),(3 99175.21),(4 97666.54),(5 120430.15),(6 128194.56),(7 145562.16),(8 161702.3),(9 174882.52),(10 181141.4),(11 178509.48),(12 191990.7),(13 199190.16),(14 202767.84),(15 212122.27),(16 223208.52),(17 217789.61),(18 216492.6),(19 218913.05),(20 223825.23),(21 223456.75),(22 219634.31),(23 222561.52),(24 226106.66),(25 224801.83),(26 221284.14),(27 222933.52),(28 221692.72),(29 217446.73),(30 212584.13),(31 211515.02),(32 204615.84),(33 200492),(34 201861.97),(35 200301.4),(36 196233.69),(37 191293.75),(38 191508.52),(39 192574.45),(40 191791.28),(41 191401.98),(42 190348.45),(43 193124.86),(44 190279.14),(45 194232.05),(46 197324.69),(47 203144.25),(48 212645.81),(49 220376.23),(50 227821.69),(51 232097.75),(52 233231.5),(53 235781.88),(54 233771.55),(55 230349.36),(56 226923.7),(57 221879.13),(58 212911.42),(59 202730.69),(60 192281.05),(61 181551.05),(62 170835.28),(63 161119.16),(64 148378.42),(65 137672.77),(66 131052.2),(67 128816.79),(68 134553.28),(69 138795.17),(70 141408.05),(71 148406.06),(72 150281.77),(73 157963.6),(74 165587.02),(75 170257.7),(76 172591.6),(77 181106.52),(78 189967.6),(79 201867.83),
(1 73295.195),(2 84680.445),(3 99345.91),(4 98984.625),(5 123232.625),(6 132961.17),(7 151810.64),(8 173632.8),(9 187727.64),(10 194499.95),(11 192863.44),(12 206073.08),(13 217388.16),(14 217994.36),(15 225904.75),(16 240849.89),(17 231355.63),(18 229527.33),(19 234350.44),(20 237519.1),(21 240583.8),(22 237242.7),(23 244773.69),(24 247190.77),(25 241090.2),(26 238734.17),(27 241263.5),(28 239819.84),(29 234245.4),(30 228591.36),(31 227442.2),(32 219302.16),(33 212649.63),(34 214074.5),(35 212531.73),(36 208794),(37 202090),(38 201828.31),(39 200569.13),(40 199023.92),(41 200554.78),(42 197891.02),(43 201437.8),(44 196927.97),(45 201877.47),(46 207163.97),(47 216668.97),(48 229167.81),(49 241701.08),(50 249802.47),(51 253871.33),(52 255121.72),(53 259567.13),(54 257410.95),(55 249602.83),(56 243636.77),(57 238271.16),(58 231202.6),(59 223778.27),(60 210775.64),(61 196078.9),(62 180345.08),(63 164891.6),(64 152540.16),(65 139500.8),(66 133072.38),(67 127702.08),(68 134030.19),(69 135550.34),(70 136848.25),(71 140608.16),(72 141774.05),(73 152184.08),(74 162125.36),(75 169901.33),(76 172546.56),(77 180670.58),(78 193652.63),(79 205293.61),
(1 69942.33),(2 85731.12),(3 100541.96),(4 102348.7),(5 125911.75),(6 138314.17),(7 158342.19),(8 176996.33),(9 192815.11),(10 200097.9),(11 196503.06),(12 210249.31),(13 221322.77),(14 222442.2),(15 229163.16),(16 245890.67),(17 236305.48),(18 234872.83),(19 240671.14),(20 247663.73),(21 250099.58),(22 250944.34),(23 259281.94),(24 260640.16),(25 254880.33),(26 249926.72),(27 252611.52),(28 247909.81),(29 241273.23),(30 236218.39),(31 230919.86),(32 224072.28),(33 215827.86),(34 216568.56),(35 212058.73),(36 208112.53),(37 202743.92),(38 200440.06),(39 196938.6),(40 193024.39),(41 192742.98),(42 191804.53),(43 197246.83),(44 195891.03),(45 204087.23),(46 212185.06),(47 224586.83),(48 240129.72),(49 256261.1),(50 269374.6),(51 277184.03),(52 282474.16),(53 291395.44),(54 292071.4),(55 285568.03),(56 279247.13),(57 271189.03),(58 259622.83),(59 248492.84),(60 235115.1),(61 217593.34),(62 199713.81),(63 183644.75),(64 167872.58),(65 150526.77),(66 140029.28),(67 132498.03),(68 137136.6),(69 137793.33),(70 135847.92),(71 137327.02),(72 136171.4),(73 143086.08),(74 152167.95),(75 155441.28),(76 161018.14),(77 168787.67),(78 183376.05),(79 195444.73),
(1 68981.805),(2 85042.46),(3 97920.04),(4 101329.7),(5 125711.46),(6 136289.94),(7 157486.22),(8 178712.39),(9 191819.4),(10 199829.47),(11 197610.27),(12 209787.44),(13 224856.05),(14 225160.03),(15 236039.22),(16 254022.25),(17 241469.78),(18 240753.53),(19 249745.02),(20 254959.39),(21 254936.81),(22 255431.11),(23 261480.5),(24 262857.13),(25 254193.31),(26 250322.13),(27 251253.08),(28 246972.67),(29 240908.75),(30 235127.4),(31 232625.97),(32 224194.89),(33 218239.2),(34 219912.83),(35 217188.92),(36 210928.3),(37 208737.66),(38 206462.47),(39 203100.22),(40 197476.05),(41 194220.17),(42 193644.67),(43 199843.16),(44 198333.1),(45 205847.38),(46 212629.73),(47 226312.84),(48 246795.73),(49 262957.7),(50 275662.44),(51 282631.97),(52 288070.7),(53 297524.53),(54 299751.5),(55 291613.25),(56 285645.06),(57 278408.25),(58 264596.5),(59 252176.36),(60 236279.52),(61 218867.88),(62 203496.78),(63 187648.69),(64 171036.45),(65 151166.47),(66 134926.9),(67 127695.484),(68 128907.33),(69 128773.68),(70 125442.61),(71 126411.414),(72 125154.63),(73 133502.66),(74 138586.88),(75 143514.84),(76 148807.19),(77 158500.97),(78 173903.9),(79 187097.89),
(1 60668.13),(2 78318.71),(3 90274.836),(4 93432.93),(5 113115.625),(6 123201.516),(7 141777.06),(8 157407.6),(9 174017.8),(10 178640.61),(11 177723.9),(12 187839.83),(13 199373.61),(14 201912.6),(15 210356.73),(16 224967.97),(17 217259.13),(18 214414.25),(19 219552.86),(20 224698.66),(21 228676.44),(22 226872.78),(23 233087.84),(24 233604.25),(25 226248.53),(26 222018.03),(27 227747.47),(28 225209.22),(29 220370.73),(30 215030.92),(31 210365.02),(32 205516.55),(33 199340.88),(34 201564.72),(35 199689.27),(36 193764.66),(37 190254),(38 188936.05),(39 185886.94),(40 182680.53),(41 180318.67),(42 177991.63),(43 182406.11),(44 179064.25),(45 184004.47),(46 190003.73),(47 201774.17),(48 220003.22),(49 234265.86),(50 246187.48),(51 252509.98),(52 256427.69),(53 265156.88),(54 266325.44),(55 263133.5),(56 259636.47),(57 254444.95),(58 245145.3),(59 236091.02),(60 222711.88),(61 205709.7),(62 190694.6),(63 174639.58),(64 159385.02),(65 142164.16),(66 128164.75),(67 119972.33),(68 122279.58),(69 119565.38),(70 116308.87),(71 115676.69),(72 113400.94),(73 119841.305),(74 126149.945),(75 130140.64),(76 135522.31),(77 144162.27),(78 158507.97),(79 172983.67),
(1 59223.043),(2 74665.99),(3 83698.445),(4 88861.75),(5 106268.51),(6 116351.63),(7 133806.67),(8 149889.3),(9 163655.33),(10 170862.94),(11 169727.45),(12 177970.33),(13 191657.67),(14 190700.81),(15 201476.56),(16 217334.27),(17 206816.5),(18 207833.66),(19 212912.81),(20 216727.9),(21 218124.86),(22 217450.75),(23 223880.77),(24 223167.52),(25 214134.11),(26 210561.8),(27 213649.42),(28 211236.72),(29 208627.23),(30 203708.66),(31 197859.31),(32 192181.03),(33 187674),(34 190622.83),(35 189571.73),(36 182777.9),(37 179618.11),(38 179308.78),(39 175997.83),(40 171164.23),(41 170110.28),(42 170270.58),(43 173601.22),(44 171032.92),(45 174315.47),(46 180119.4),(47 189171.66),(48 204836.3),(49 215537.4),(50 223796.67),(51 228588.66),(52 232984.83),(53 239426.34),(54 240080.22),(55 233972.42),(56 230178.89),(57 224259.66),(58 215034.64),(59 205477.9),(60 192689.05),(61 178173.33),(62 164137.67),(63 151339.66),(64 138810.81),(65 123536.45),(66 112556.414),(67 109644.93),(68 114965.04),(69 118407.414),(70 118038.555),(71 119381.23),(72 117633.54),(73 126011.12),(74 132366.63),(75 139121.55),(76 144679.67),(77 152051.17),(78 163269.1),(79 173861.11),
(1 54990.97),(2 71813.21),(3 78253.73),(4 84561.734),(5 98933.234),(6 109813.27),(7 124919),(8 136760.42),(9 150716.13),(10 154508.9),(11 157190.53),(12 166719.14),(13 178987.47),(14 177501.27),(15 184243.39),(16 195985.52),(17 188776.78),(18 187852.56),(19 193259.17),(20 197274.36),(21 200136.56),(22 198672.38),(23 204532.28),(24 205981.17),(25 200747.38),(26 196548.77),(27 199061.02),(28 195805.44),(29 190377.72),(30 188210.78),(31 183337.58),(32 176212.44),(33 168256.16),(34 169438.66),(35 167610.22),(36 160539.66),(37 158242.16),(38 159145.5),(39 156368.34),(40 152699.67),(41 150692.73),(42 150587.81),(43 153976.72),(44 154238.88),(45 157518.34),(46 162376.25),(47 168755.67),(48 182012.72),(49 193075.58),(50 200675.6),(51 202808.73),(52 205714.95),(53 210368.73),(54 209779.84),(55 205357.5),(56 200215.56),(57 192667.84),(58 184061.23),(59 176390.23),(60 163980.88),(61 151862.64),(62 140170.56),(63 128929.59),(64 118268.055),(65 104829.57),(66 97045.12),(67 93175.99),(68 100409.01),(69 105359.29),(70 106997.875),(71 112320.79),(72 113723.76),(73 122388.914),(74 128820.56),(75 134688.28),(76 140053.44),(77 148804.66),(78 159524.66),(79 170204.14),
