1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50714.8),(2 188912.58),(3 389820),(4 644531.3),(5 943349.5),(6 1289305.6),(7 1665136.1),(8 2060841.6),(9 2459190),(10 2897510.8),(11 3393296),(12 3926909.8),(13 4474133.5),(14 4991924.5),(15 5472458.5),(16 5936098),(17 6390450.5),(18 6693944),(19 6926936),(20 6974662.5),(21 6959792),(22 6891608),(23 6741290.5),(24 6527664),(25 6298524.5),(26 6045818.5),(27 5763058.5),(28 5452745.5),(29 5185720.5),(30 4958175.5),(31 4777442),(32 4664134.5),(33 4623542),(34 4599437.5),(35 4644130.5),(36 4751613.5),(37 4862176.5),(38 4999293.5),(39 5139464),(40 5300509.5),(41 5565336),(42 5879540),(43 6185776),(44 6544992),(45 6937577.5),(46 7409373.5),(47 7968478.5),(48 8646312),(49 9401096),(50 10199140),(51 11067239),(52 11952756),(53 12926559),(54 13929740),(55 14955845),(56 16066467),(57 17194906),(58 18437250),(59 19697682),(60 20979398),(61 22301586),(62 23564048),(63 24806162),(64 26063280),(65 27341446),(66 28568226),(67 29785578),(68 30904226),(69 31871194),(70 32735974),(71 33582730),(72 34413412),(73 35292976),(74 36160216),(75 37024508),(76 37926444),(77 38800460),(78 39623964),(79 40396490),
(1 45396.03),(2 163321.1),(3 331352.25),(4 532148.6),(5 760011.4),(6 1011873.1),(7 1279709.9),(8 1571932.8),(9 1871597.3),(10 2165694),(11 2463092.5),(12 2757538.8),(13 3042898),(14 3318898),(15 3581849),(16 3831718.3),(17 4079967.3),(18 4335754),(19 4593015.5),(20 4845440),(21 5096979),(22 5353296.5),(23 5612073),(24 5888990.5),(25 6145070),(26 6395646.5),(27 6652419),(28 6921814.5),(29 7188128),(30 7445835),(31 7693756.5),(32 7894160),(33 8065565),(34 8212334),(35 8315378),(36 8385634),(37 8444870),(38 8469760),(39 8455164),(40 8440985),(41 8453133),(42 8490717),(43 8529835),(44 8579969),(45 8658982),(46 8772239),(47 8944941),(48 9125705),(49 9328886),(50 9545038),(51 9777526),(52 10003265),(53 10214770),(54 10417357),(55 10616687),(56 10823964),(57 11034111),(58 11245992),(59 11502279),(60 11773579),(61 12055808),(62 12325874),(63 12547498),(64 12709323),(65 12822495),(66 12899962),(67 12920803),(68 12925565),(69 12908712),(70 12873683),(71 12829223),(72 12784189),(73 12728786),(74 12676498),(75 12607950),(76 12521453),(77 12422189),(78 12338719),(79 12249625),
(1 46010.45),(2 170961.45),(3 354079.4),(4 582488.2),(5 844049.7),(6 1137012.4),(7 1448356.1),(8 1759009.4),(9 2067555.4),(10 2365847.8),(11 2653537.3),(12 2933808.8),(13 3200720),(14 3454270.3),(15 3691633.3),(16 3909065.3),(17 4122755.3),(18 4327843.5),(19 4524109),(20 4716303.5),(21 4894054),(22 5074369.5),(23 5243126),(24 5403112.5),(25 5545889.5),(26 5674594.5),(27 5790194),(28 5893857.5),(29 6009150.5),(30 6134616),(31 6262050.5),(32 6386452),(33 6496215.5),(34 6590192.5),(35 6644205.5),(36 6697225.5),(37 6762457.5),(38 6817408.5),(39 6866969.5),(40 6931320),(41 7029704),(42 7164709.5),(43 7278222.5),(44 7379895.5),(45 7478196),(46 7571807.5),(47 7679856),(48 7753304),(49 7794657.5),(50 7836272),(51 7887846),(52 7928901.5),(53 7980792),(54 8039084.5),(55 8134820),(56 8264961.5),(57 8425325),(58 8612893),(59 8828213),(60 9053523),(61 9286687),(62 9505245),(63 9689846),(64 9839981),(65 9973821),(66 10102829),(67 10206543),(68 10307065),(69 10409861),(70 10517461),(71 10623880),(72 10742656),(73 10873161),(74 10991829),(75 11108636),(76 11207408),(77 11266408),(78 11293721),(79 11298208),
(1 44856.504),(2 166811.73),(3 343986.16),(4 562559.3),(5 802199.5),(6 1056053.5),(7 1320432.8),(8 1588290.3),(9 1845578.8),(10 2103074),(11 2362671.3),(12 2614024.3),(13 2861729.3),(14 3116338),(15 3376995.8),(16 3619922),(17 3829604.5),(18 4021982),(19 4202303.5),(20 4371199.5),(21 4534749.5),(22 4673974),(23 4783916),(24 4877212),(25 4949980.5),(26 5020999),(27 5085905.5),(28 5154813.5),(29 5245574.5),(30 5352099),(31 5491497),(32 5630827.5),(33 5775870),(34 5923767.5),(35 6066613),(36 6207974.5),(37 6358685.5),(38 6482084.5),(39 6592799.5),(40 6686019),(41 6790249),(42 6921888),(43 7028246),(44 7103609.5),(45 7146560),(46 7189244),(47 7210647),(48 7217497),(49 7202669.5),(50 7192975.5),(51 7174961.5),(52 7146875),(53 7108315),(54 7074062),(55 7048084.5),(56 7031412.5),(57 7013522.5),(58 6995029),(59 6981601.5),(60 6967975.5),(61 6973652.5),(62 6988117),(63 7003330.5),(64 7046831.5),(65 7121233.5),(66 7242980),(67 7389325),(68 7571482),(69 7751131.5),(70 7927383),(71 8109293),(72 8287769),(73 8452653),(74 8609024),(75 8752157),(76 8877119),(77 8993114),(78 9116294),(79 9257391),
(1 45601.996),(2 170907.58),(3 363584.88),(4 610149.4),(5 899382.8),(6 1218127),(7 1560760.5),(8 1920137.3),(9 2265329.5),(10 2614237.3),(11 2952286),(12 3266211.3),(13 3574445.5),(14 3896813.5),(15 4223447.5),(16 4522192.5),(17 4781306),(18 5014956),(19 5237282),(20 5443606.5),(21 5640579),(22 5830176.5),(23 6014432.5),(24 6177579.5),(25 6341387.5),(26 6483182),(27 6592078),(28 6672703.5),(29 6726688),(30 6774991.5),(31 6836885),(32 6906064),(33 6979446),(34 7048565),(35 7094160),(36 7112247.5),(37 7125683),(38 7129639.5),(39 7112177.5),(40 7079881),(41 7052205.5),(42 7045511),(43 7052491),(44 7046605),(45 7022427.5),(46 6984142),(47 6931600),(48 6862628.5),(49 6799829),(50 6756659),(51 6745833.5),(52 6738562.5),(53 6723714),(54 6710009.5),(55 6682786.5),(56 6643195),(57 6591783),(58 6546673.5),(59 6500822.5),(60 6463222),(61 6452395),(62 6454071),(63 6464771),(64 6482830),(65 6512447.5),(66 6549289.5),(67 6588302.5),(68 6631446),(69 6679981.5),(70 6736806.5),(71 6807659.5),(72 6880982),(73 6943895.5),(74 7002861.5),(75 7057617.5),(76 7123614.5),(77 7201236.5),(78 7304601.5),(79 7429070.5),
(1 50511.027),(2 189145.8),(3 396631.78),(4 662952.3),(5 971873.56),(6 1310003.9),(7 1656436.3),(8 2006773),(9 2330001.8),(10 2631659),(11 2916043.8),(12 3193010.8),(13 3473774.5),(14 3760517.8),(15 4047276.8),(16 4327320),(17 4607462.5),(18 4871274.5),(19 5117832.5),(20 5334874.5),(21 5526527),(22 5698454),(23 5847334),(24 5971818.5),(25 6061895.5),(26 6122055.5),(27 6149300.5),(28 6148720.5),(29 6144070),(30 6136881),(31 6125399),(32 6118948),(33 6097617),(34 6087807.5),(35 6077379.5),(36 6068703.5),(37 6072262),(38 6082993),(39 6121694),(40 6175383.5),(41 6225225.5),(42 6281748),(43 6351422),(44 6415224.5),(45 6484637.5),(46 6531742),(47 6557988),(48 6563420),(49 6560751.5),(50 6564878),(51 6570727),(52 6601068),(53 6630386),(54 6681080.5),(55 6729650.5),(56 6766229.5),(57 6788332.5),(58 6802701),(59 6813983.5),(60 6818691),(61 6832149.5),(62 6860455.5),(63 6903333.5),(64 6953248),(65 6994975),(66 7025285.5),(67 7048275),(68 7069086),(69 7089601),(70 7118159.5),(71 7142203.5),(72 7163830.5),(73 7182726),(74 7198361),(75 7192073),(76 7184618.5),(77 7178474),(78 7169876.5),(79 7157010),
(1 49841.633),(2 185016.22),(3 389941.2),(4 653606.06),(5 956087.2),(6 1276149.8),(7 1595021.9),(8 1905378.5),(9 2193530.3),(10 2470415.5),(11 2733079.8),(12 2987973.5),(13 3220204.3),(14 3428021.3),(15 3625522.5),(16 3821103.5),(17 4005937),(18 4168293.5),(19 4318141),(20 4459029.5),(21 4598680),(22 4730909.5),(23 4855365.5),(24 4978371.5),(25 5095686.5),(26 5205065.5),(27 5298224.5),(28 5378934),(29 5457946.5),(30 5534494.5),(31 5630135),(32 5733394.5),(33 5827685),(34 5930929.5),(35 6051977.5),(36 6177667),(37 6305085),(38 6440783.5),(39 6570523.5),(40 6674549.5),(41 6748319.5),(42 6800433),(43 6843469),(44 6880113.5),(45 6920835),(46 6943512),(47 6938970.5),(48 6931871),(49 6932621),(50 6943779),(51 6945349.5),(52 6958477.5),(53 6956565.5),(54 6961684.5),(55 6966405.5),(56 6963450.5),(57 6953508.5),(58 6938481.5),(59 6908600),(60 6886154),(61 6878522.5),(62 6887753.5),(63 6907360.5),(64 6939659),(65 6972151),(66 7002600.5),(67 7041813),(68 7092961.5),(69 7153112),(70 7214840),(71 7267315.5),(72 7303480.5),(73 7315630.5),(74 7332091.5),(75 7350841),(76 7371190.5),(77 7379435),(78 7386705),(79 7417618),
(1 46151.06),(2 169386.27),(3 357339.44),(4 596101.25),(5 863602.06),(6 1136411),(7 1407934.4),(8 1672136.1),(9 1915365.6),(10 2148969),(11 2374427.3),(12 2592324.8),(13 2802861.5),(14 3015137),(15 3230530.3),(16 3445106.5),(17 3646039.5),(18 3819814.3),(19 3968624.5),(20 4098171.3),(21 4203302.5),(22 4289278),(23 4365140),(24 4426463),(25 4495305),(26 4556941),(27 4606515),(28 4656349),(29 4703568.5),(30 4750075),(31 4800956.5),(32 4852589),(33 4917915.5),(34 4997109),(35 5087562),(36 5155993),(37 5205573.5),(38 5238254.5),(39 5262065),(40 5263669),(41 5253467.5),(42 5237239),(43 5223067.5),(44 5218598),(45 5212095),(46 5212423),(47 5204644.5),(48 5210384),(49 5230208),(50 5265937),(51 5313693),(52 5395113),(53 5503871.5),(54 5630981),(55 5744896.5),(56 5855486),(57 5967593.5),(58 6075060.5),(59 6186228),(60 6303897),(61 6433253.5),(62 6569441),(63 6674934.5),(64 6762236),(65 6826182),(66 6870760.5),(67 6900879.5),(68 6926628.5),(69 6940484),(70 6945871.5),(71 6952726.5),(72 6966583),(73 6973058.5),(74 6972918),(75 6966783),(76 6939427),(77 6875627.5),(78 6793346),(79 6698030),
(1 48932.027),(2 181381.72),(3 386921.63),(4 649346.25),(5 948602.5),(6 1254364.6),(7 1559214),(8 1847733),(9 2108624.5),(10 2348606),(11 2575249.5),(12 2769415.8),(13 2927351.3),(14 3058753.5),(15 3168494.5),(16 3260063.5),(17 3342580.5),(18 3411963.3),(19 3467084.8),(20 3504793.5),(21 3541275.3),(22 3563676.3),(23 3584944.8),(24 3598048.5),(25 3603284.8),(26 3605490.3),(27 3594312.3),(28 3584876),(29 3577926.8),(30 3578776.3),(31 3596168),(32 3621120.5),(33 3672019),(34 3736346.5),(35 3805955),(36 3867028),(37 3922201.5),(38 3980852.3),(39 4040499.8),(40 4102373.8),(41 4158079),(42 4215015),(43 4278650),(44 4355826.5),(45 4447773),(46 4543547.5),(47 4630737.5),(48 4716107.5),(49 4783674.5),(50 4841028),(51 4901957),(52 4952781.5),(53 4986984),(54 5010701),(55 5018328),(56 5033363.5),(57 5062383),(58 5106961.5),(59 5162520),(60 5226791.5),(61 5289975.5),(62 5364237.5),(63 5434903),(64 5506828.5),(65 5566185.5),(66 5617303.5),(67 5658610),(68 5686038.5),(69 5714171),(70 5739573.5),(71 5759883),(72 5768882.5),(73 5769872.5),(74 5763654),(75 5746187.5),(76 5717543),(77 5675225),(78 5625769.5),(79 5581350),
(1 48955.117),(2 181419.66),(3 381710.72),(4 628107.9),(5 904918.75),(6 1184653.3),(7 1455732.8),(8 1706572.9),(9 1934614.9),(10 2145064.5),(11 2348380.3),(12 2529824.5),(13 2684420),(14 2810063.5),(15 2926279.3),(16 3036635.8),(17 3152617),(18 3264372.5),(19 3361014),(20 3445577.5),(21 3527103.5),(22 3607594),(23 3681843.5),(24 3749233.5),(25 3800741.5),(26 3836304),(27 3861682),(28 3862056.5),(29 3849591.5),(30 3824020.5),(31 3814080.3),(32 3814317.5),(33 3835632),(34 3859440.5),(35 3891976.5),(36 3935621.3),(37 3978883.5),(38 4015141),(39 4051867.5),(40 4074546.5),(41 4078153),(42 4071909.8),(43 4063813),(44 4051574.5),(45 4035330.5),(46 4018926.5),(47 4012000.5),(48 4022244.5),(49 4036163.5),(50 4066284.5),(51 4122305),(52 4202888.5),(53 4304720.5),(54 4412782),(55 4528522),(56 4661643.5),(57 4787107),(58 4918691),(59 5043959),(60 5175116.5),(61 5310262.5),(62 5442353.5),(63 5560442),(64 5669923),(65 5771804.5),(66 5884755.5),(67 5997743),(68 6096883),(69 6173079),(70 6231649),(71 6273742.5),(72 6319846.5),(73 6352434.5),(74 6369288),(75 6373263),(76 6353216.5),(77 6310821.5),(78 6250815),(79 6174075.5),
(1 43657.426),(2 161659.34),(3 340218.5),(4 560229.94),(5 801166.94),(6 1042297.5),(7 1271317.3),(8 1487473.3),(9 1686353.1),(10 1877184.9),(11 2053292.4),(12 2220236.8),(13 2372393),(14 2512440.5),(15 2640678),(16 2767212),(17 2891885.5),(18 3021168.8),(19 3142382.8),(20 3260335.8),(21 3375946.3),(22 3498389.8),(23 3615180.3),(24 3720056.3),(25 3813679.3),(26 3888871.8),(27 3953004.5),(28 3994313),(29 4025947.8),(30 4045247.3),(31 4063725.5),(32 4075751.8),(33 4082095.5),(34 4080192.8),(35 4071604.3),(36 4075399),(37 4083805.5),(38 4095991.3),(39 4103094.5),(40 4105733.5),(41 4103359.3),(42 4093313.8),(43 4084650),(44 4073202.3),(45 4072789.3),(46 4076469.3),(47 4095502.8),(48 4119407.5),(49 4152701.5),(50 4195019),(51 4247248.5),(52 4321148.5),(53 4418270.5),(54 4526004.5),(55 4637401),(56 4761198),(57 4877966),(58 4978488.5),(59 5053886.5),(60 5108457.5),(61 5137878.5),(62 5148275),(63 5142751.5),(64 5136186),(65 5144135),(66 5167000),(67 5195223),(68 5221686.5),(69 5235739.5),(70 5230938.5),(71 5208089),(72 5186697.5),(73 5163160),(74 5142152.5),(75 5109364.5),(76 5080220.5),(77 5042615.5),(78 5005033),(79 4973687.5),
(1 42809.508),(2 157113.4),(3 328969.5),(4 541220.44),(5 773422.5),(6 1008890.3),(7 1234658.3),(8 1447285.5),(9 1657528.6),(10 1867044.1),(11 2055772.8),(12 2228439.8),(13 2373661.8),(14 2502886.5),(15 2622456.8),(16 2723553.3),(17 2807713),(18 2874634.5),(19 2920900.5),(20 2963591.5),(21 3001279.5),(22 3037889),(23 3065786.8),(24 3089414.8),(25 3105658.3),(26 3122455.3),(27 3138037.8),(28 3146406.5),(29 3159344.5),(30 3174384),(31 3198303.3),(32 3223472.8),(33 3258331.5),(34 3289774.8),(35 3319367.8),(36 3351308),(37 3386094.8),(38 3423965.8),(39 3451251.5),(40 3477650.3),(41 3508232.3),(42 3542563.8),(43 3591905.8),(44 3651543.8),(45 3717177.3),(46 3790190.3),(47 3873924),(48 3964849.3),(49 4069791),(50 4183590.8),(51 4295327),(52 4398717.5),(53 4490328.5),(54 4580905.5),(55 4659116),(56 4734934),(57 4794946.5),(58 4836860),(59 4851104),(60 4847528),(61 4837918.5),(62 4831159.5),(63 4819950.5),(64 4808148.5),(65 4787682.5),(66 4768811),(67 4751316),(68 4740627),(69 4722266),(70 4695389.5),(71 4670481.5),(72 4654725.5),(73 4640142.5),(74 4633303),(75 4624648.5),(76 4606144),(77 4584390.5),(78 4550131),(79 4502060),
(1 45877.82),(2 167598.31),(3 349583.4),(4 570050.94),(5 811754.44),(6 1054879.9),(7 1284869.6),(8 1493321),(9 1679056.5),(10 1852690.9),(11 2016876.3),(12 2180927.3),(13 2345280.8),(14 2508982),(15 2650548),(16 2765289.8),(17 2852043.8),(18 2927158),(19 2995908.8),(20 3056713),(21 3105810.5),(22 3149717.3),(23 3174790.8),(24 3194754),(25 3208732.5),(26 3211738),(27 3209559.5),(28 3197191.8),(29 3190544.5),(30 3195178.5),(31 3219922),(32 3262463.5),(33 3315746.3),(34 3359304),(35 3388507.3),(36 3399995.5),(37 3393765.8),(38 3379273.3),(39 3370084),(40 3362584.8),(41 3352806.5),(42 3341352.5),(43 3346147.8),(44 3364229),(45 3389135.5),(46 3412960.8),(47 3443405),(48 3482212.8),(49 3532875.5),(50 3592383),(51 3651051.3),(52 3702073),(53 3740205.8),(54 3777448.5),(55 3814042.8),(56 3853484),(57 3874457.3),(58 3882387.5),(59 3884269.8),(60 3879388),(61 3865099.5),(62 3847747),(63 3833075.5),(64 3808200.5),(65 3783082.8),(66 3756445.8),(67 3723195),(68 3679546.5),(69 3638081),(70 3593404),(71 3552852),(72 3516540.3),(73 3490220.8),(74 3472302.8),(75 3455843.8),(76 3439579.8),(77 3434720.3),(78 3437332.3),(79 3444909.5),
(1 43266.74),(2 156120.33),(3 321687.4),(4 520468.47),(5 736402.6),(6 956356.94),(7 1163285.6),(8 1355377.6),(9 1522575.8),(10 1681167.3),(11 1835344),(12 1984571.8),(13 2123372.8),(14 2242271.3),(15 2349970.3),(16 2445317.8),(17 2539475.8),(18 2625649.3),(19 2708438.8),(20 2779941.3),(21 2835366.8),(22 2887362),(23 2933735.5),(24 2977628),(25 3025511.5),(26 3077104),(27 3135164),(28 3191194.5),(29 3250715.3),(30 3315260),(31 3387553),(32 3459420),(33 3509013.3),(34 3534483.8),(35 3545378.5),(36 3544947.3),(37 3536668),(38 3525530.8),(39 3522225),(40 3531676),(41 3538212),(42 3543384.3),(43 3552858.5),(44 3562644),(45 3572440.3),(46 3579502.5),(47 3588032.8),(48 3596041.8),(49 3604816.3),(50 3625341.8),(51 3643396),(52 3655618.5),(53 3667993),(54 3687127.5),(55 3714905.3),(56 3751940.5),(57 3793920.3),(58 3834493.5),(59 3855487.8),(60 3871037.8),(61 3877050.5),(62 3884710.3),(63 3881393),(64 3876281.3),(65 3872973.5),(66 3878971.5),(67 3877548),(68 3884927.3),(69 3887914),(70 3886473),(71 3879321),(72 3869477.5),(73 3860701.5),(74 3852859.5),(75 3842598.8),(76 3832509.8),(77 3818098.5),(78 3813706),(79 3801893.3),
(1 42445.043),(2 152931.22),(3 314927.28),(4 506408.97),(5 710806.2),(6 917348.25),(7 1119123.8),(8 1315642.3),(9 1486253.9),(10 1642188.1),(11 1786065.6),(12 1922925),(13 2049395.9),(14 2156418.5),(15 2234945.5),(16 2292380.8),(17 2345097.3),(18 2405499.5),(19 2470565),(20 2528680.5),(21 2579576.5),(22 2633282.8),(23 2681821.8),(24 2733416.3),(25 2790091.3),(26 2850461.3),(27 2913306.3),(28 2969789),(29 3013560.3),(30 3052470.8),(31 3088099.5),(32 3116746.3),(33 3126225.5),(34 3116682.8),(35 3094513),(36 3059181.3),(37 3030300),(38 3009058.3),(39 2994531.5),(40 2985242.3),(41 2987098),(42 2997667.5),(43 3017047.5),(44 3042804.5),(45 3065921),(46 3091260.8),(47 3119209.5),(48 3141227),(49 3155881.3),(50 3166167.8),(51 3176345),(52 3178436),(53 3176752.3),(54 3175774.5),(55 3175658.8),(56 3176137.5),(57 3183217.5),(58 3199858.5),(59 3210645.3),(60 3206727.8),(61 3187404.8),(62 3158742.8),(63 3119266.3),(64 3084848),(65 3053851.5),(66 3027161.3),(67 3008489.3),(68 3001857),(69 3000289.5),(70 3001388.8),(71 3010356),(72 3015187.5),(73 3026295.8),(74 3035004.5),(75 3037782.5),(76 3037576.5),(77 3038052.5),(78 3037093),(79 3031784.5),
(1 42220.945),(2 151152.33),(3 304193.47),(4 477897.13),(5 660726.75),(6 840547.4),(7 1006965.7),(8 1150026.3),(9 1263078.3),(10 1354542),(11 1434016.8),(12 1507376),(13 1575856.5),(14 1629813),(15 1671227),(16 1701320.8),(17 1727420.8),(18 1747508.6),(19 1774084.3),(20 1804210),(21 1842176.1),(22 1881024),(23 1925251.3),(24 1980158.4),(25 2044306.1),(26 2111139.8),(27 2174330),(28 2234602),(29 2291695.8),(30 2335647),(31 2360066.8),(32 2372321),(33 2374281.5),(34 2366681),(35 2358988),(36 2347574.5),(37 2335406.3),(38 2331790.5),(39 2343961.5),(40 2367340.3),(41 2402443),(42 2432319.3),(43 2460844.5),(44 2487909.3),(45 2511385.3),(46 2532944),(47 2552172),(48 2560265.3),(49 2564732.8),(50 2564704.3),(51 2556032.5),(52 2548240.8),(53 2546255.3),(54 2547071.8),(55 2540762.3),(56 2531139.3),(57 2527226.5),(58 2521092.3),(59 2516317.5),(60 2511820.5),(61 2509361),(62 2511332.3),(63 2524664.3),(64 2544343),(65 2575359),(66 2610529.8),(67 2657641),(68 2709075.5),(69 2762798.3),(70 2812787.5),(71 2858546.5),(72 2894474.8),(73 2919876.8),(74 2931772.8),(75 2937185),(76 2939007.3),(77 2942668),(78 2950850.5),(79 2956547.3),
(1 36488.844),(2 130220.336),(3 259534.9),(4 403648.1),(5 553760.1),(6 695454.44),(7 822735.1),(8 930227.06),(9 1017553.1),(10 1094231.3),(11 1166384.8),(12 1233786.3),(13 1305946.3),(14 1375294.8),(15 1444889.9),(16 1511247.1),(17 1570889.8),(18 1633635.3),(19 1694535.6),(20 1753421.8),(21 1808013.9),(22 1854408.6),(23 1893608.6),(24 1931175.6),(25 1980008),(26 2030519.6),(27 2087429.4),(28 2153593),(29 2221327),(30 2286108.5),(31 2341115),(32 2387617),(33 2424866.3),(34 2447175.5),(35 2447587.5),(36 2429007.8),(37 2397399.5),(38 2365723.5),(39 2333772.8),(40 2307695.5),(41 2287430.5),(42 2275183.3),(43 2268564),(44 2269416.8),(45 2281745.8),(46 2293417),(47 2314218),(48 2343149),(49 2374650),(50 2412977.8),(51 2444274.8),(52 2467358.5),(53 2486328),(54 2500353),(55 2508741.8),(56 2517614),(57 2530249.3),(58 2544374),(59 2556211),(60 2574382.5),(61 2591769.8),(62 2607923.5),(63 2628457.3),(64 2649553.3),(65 2671930),(66 2688188.8),(67 2707245.8),(68 2724954.8),(69 2738940.5),(70 2741667.8),(71 2729998.5),(72 2710621.5),(73 2687493.3),(74 2654258.8),(75 2617121.5),(76 2574728.8),(77 2535660.3),(78 2491303.5),(79 2451308.3),
(1 35056.246),(2 124760.9),(3 249950.16),(4 395310.03),(5 547114.56),(6 691138.7),(7 819757.06),(8 932064.44),(9 1035308.25),(10 1133282.1),(11 1220978.6),(12 1299745.6),(13 1369980.8),(14 1435937.8),(15 1496670.6),(16 1555983.1),(17 1610727.5),(18 1662736.1),(19 1707632),(20 1744020.8),(21 1774415.3),(22 1798273.3),(23 1818227.4),(24 1837797.9),(25 1858264.1),(26 1880782),(27 1920013),(28 1973653.5),(29 2027163),(30 2081059.9),(31 2123842),(32 2165523.5),(33 2194709.8),(34 2213749.3),(35 2227141.8),(36 2239234.5),(37 2238212.5),(38 2225242.5),(39 2208095.8),(40 2184264),(41 2155474.3),(42 2133814),(43 2111579),(44 2093594),(45 2086903.1),(46 2083063.5),(47 2089392.8),(48 2094195.5),(49 2088727.6),(50 2087829.5),(51 2083986.5),(52 2082663.6),(53 2072597),(54 2068582),(55 2066480.4),(56 2062316.8),(57 2051793.3),(58 2044693.8),(59 2041453.1),(60 2040373.8),(61 2044507.9),(62 2053479.3),(63 2058029.1),(64 2061173.4),(65 2063795.9),(66 2063796.3),(67 2062547.3),(68 2064252.1),(69 2070566.4),(70 2084544.1),(71 2095282.1),(72 2099360.3),(73 2098693.8),(74 2098841),(75 2087976.9),(76 2064323.8),(77 2038224.8),(78 2014522),(79 1998593.3),
