1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125532.44),(2 330899.5),(3 533528.3),(4 671539.4),(5 781025.2),(6 826375.8),(7 848769.25),(8 849983.3),(9 864400),(10 870045.3),(11 945882.06),(12 1082322.9),(13 1293698),(14 1429689),(15 1480331.6),(16 1516328.9),(17 1531582.4),(18 1515638.9),(19 1508701),(20 1542109.5),(21 1668104.4),(22 1838491.1),(23 2044954.1),(24 2421650),(25 2610164.8),(26 2742784.5),(27 2869363.3),(28 2941926.8),(29 2950701.8),(30 3012155.3),(31 3114694.8),(32 3226548),(33 3281233.8),(34 3376559),(35 3563459.3),(36 3765285.8),(37 3907110.8),(38 3932464.3),(39 3800231.8),(40 3639756.3),(41 3476276),(42 3331852.3),(43 3293750),(44 3349802.8),(45 3343506),(46 3327054.8),(47 3204754),(48 3008387.8),(49 2764411.8),(50 2548973.8),(51 2412121),(52 2320958.8),(53 2282280.3),(54 2266401.3),(55 2312312.8),(56 2280229.5),(57 2212598.8),(58 2088765.6),(59 1894296.4),(60 1726698.4),(61 1622128.1),(62 1592589.4),(63 1639042),(64 1700575.1),(65 1840819.6),(66 1889828.4),(67 1864233.5),(68 1863196.1),(69 1924995.5),(70 1899298.5),(71 1857466.6),(72 1824599.1),(73 1863929.4),(74 1959504.9),(75 2206991.5),(76 2410387.3),(77 2694151),(78 2874172.8),(79 2964740),
(1 1335.4607),(2 1998.4409),(3 2337.5295),(4 2519.7344),(5 2680.3018),(6 2796.5142),(7 2854.0942),(8 2923.8977),(9 3005.3298),(10 3038.1924),(11 3084.8313),(12 3083.119),(13 3099.391),(14 3134.72),(15 3229.1416),(16 3224.8022),(17 3228.806),(18 3219.3967),(19 3237.7366),(20 3236.6824),(21 3265.2117),(22 3311.3765),(23 3287.3936),(24 3310.478),(25 3339.4504),(26 3372.0962),(27 3449.183),(28 3430.0344),(29 3401.3718),(30 3396.318),(31 3434.9302),(32 3430.958),(33 3418.8672),(34 3434.4338),(35 3432.583),(36 3474.5056),(37 3464.532),(38 3490.0186),(39 3504.1243),(40 3488.6895),(41 3451.262),(42 3490.1392),(43 3486.9944),(44 3520.5784),(45 3513.0088),(46 3542.2803),(47 3508.6077),(48 3514.5522),(49 3495.08),(50 3507.6448),(51 3552.8708),(52 3542.872),(53 3513.6995),(54 3567.148),(55 3559.673),(56 3507.7473),(57 3522.0242),(58 3485.6755),(59 3496.0586),(60 3483.852),(61 3494.0022),(62 3490.648),(63 3551.857),(64 3521.5313),(65 3557.9827),(66 3516.9404),(67 3516.9446),(68 3461.0964),(69 3502.1633),(70 3468.6528),(71 3499.7854),(72 3456.5432),(73 3468.2605),(74 3428.1426),(75 3508.2773),(76 3509.2659),(77 3532.0273),(78 3557.985),(79 3589.022),
(1 1317.4104),(2 1954.6656),(3 2277.798),(4 2472.787),(5 2603.8374),(6 2672.2473),(7 2703.021),(8 2719.2808),(9 2759.4253),(10 2816.9019),(11 2880.399),(12 2885.3523),(13 2923.8662),(14 2972.5273),(15 3073.305),(16 3070.3298),(17 3150.6614),(18 3128.141),(19 3133.3),(20 3150.6155),(21 3206.9607),(22 3228.8308),(23 3221.323),(24 3211.0952),(25 3208.517),(26 3207.5444),(27 3268.4531),(28 3265.088),(29 3269.8015),(30 3257.5288),(31 3247.0325),(32 3235.4224),(33 3201.7795),(34 3223.093),(35 3226.287),(36 3260.2622),(37 3265.7693),(38 3290.6604),(39 3330.1821),(40 3338.6572),(41 3274.8894),(42 3334.1714),(43 3346.5781),(44 3399.5093),(45 3392.9563),(46 3417.994),(47 3445.6785),(48 3397.428),(49 3379.778),(50 3394.9167),(51 3403.619),(52 3444.2925),(53 3416.6401),(54 3433.2268),(55 3443.7341),(56 3444.1497),(57 3435.9607),(58 3439.8345),(59 3434.4766),(60 3418.9648),(61 3419.0234),(62 3452.895),(63 3504.9697),(64 3481.4153),(65 3484.728),(66 3489.148),(67 3475.2527),(68 3449.6738),(69 3454.4812),(70 3440.6138),(71 3459.0435),(72 3436.7256),(73 3458.6997),(74 3434.5696),(75 3510.7832),(76 3469.788),(77 3460.4558),(78 3402.6863),(79 3393.916),
(1 1252.2004),(2 1850.7906),(3 2163.3064),(4 2339.6187),(5 2473.1265),(6 2571.7046),(7 2628.9463),(8 2677.5444),(9 2706.872),(10 2790.5168),(11 2866.4692),(12 2883.0386),(13 2899.76),(14 2921.3206),(15 2980.541),(16 2966.4077),(17 2967.7927),(18 2964.332),(19 2975.7063),(20 2981.4822),(21 3021.3467),(22 3039.6482),(23 3071.7297),(24 3049.72),(25 3028.3352),(26 3062.9165),(27 3120.6992),(28 3082.8953),(29 3116.7048),(30 3086.875),(31 3111.9016),(32 3114.8425),(33 3105.906),(34 3118.5142),(35 3128.3862),(36 3154.4946),(37 3147.1238),(38 3189.93),(39 3241.5642),(40 3244.5242),(41 3204.3447),(42 3223.6636),(43 3219.5781),(44 3243.423),(45 3209.6072),(46 3250.9517),(47 3271.5295),(48 3288.4985),(49 3270.4893),(50 3258.0935),(51 3248.8384),(52 3283.0464),(53 3271.4885),(54 3305.7922),(55 3318.6958),(56 3299.21),(57 3287.5852),(58 3292.5295),(59 3249.1887),(60 3256.0051),(61 3279.6543),(62 3256.629),(63 3287.583),(64 3253.1282),(65 3271.1458),(66 3315.9407),(67 3334.004),(68 3321.2317),(69 3360.8782),(70 3323.9172),(71 3333.585),(72 3317.0627),(73 3331.0469),(74 3329.9465),(75 3352.5308),(76 3334.7761),(77 3320.1887),(78 3312.455),(79 3318.3079),
(1 1229.498),(2 1835.898),(3 2099.7341),(4 2315.5977),(5 2421.077),(6 2493.6938),(7 2498.2903),(8 2547.8616),(9 2598.9136),(10 2650.31),(11 2692.0994),(12 2723.3682),(13 2752.04),(14 2786.9272),(15 2836.3064),(16 2827.8152),(17 2862.5574),(18 2855.7415),(19 2872.3523),(20 2905.9624),(21 2936.4285),(22 2890.13),(23 2941.0337),(24 2950.7964),(25 2937.8506),(26 2944.8308),(27 2980.1516),(28 2956.493),(29 2968.203),(30 2992.06),(31 3023.4243),(32 3034.514),(33 2998.2773),(34 2994.2253),(35 3030.3936),(36 3020.7002),(37 3040.4175),(38 3056.938),(39 3079.4834),(40 3069.4744),(41 3045.3508),(42 3074.49),(43 3079.4539),(44 3080.6746),(45 3065.2192),(46 3102.5938),(47 3121.7788),(48 3151.173),(49 3125.518),(50 3143.2732),(51 3154.7847),(52 3185.7896),(53 3194.035),(54 3192.9033),(55 3212.3862),(56 3212.0007),(57 3216.7922),(58 3217.155),(59 3180.573),(60 3155.0146),(61 3201.5198),(62 3199.7808),(63 3243.6624),(64 3243.3008),(65 3256.9539),(66 3233.0098),(67 3223.195),(68 3209.83),(69 3201.0356),(70 3186.9019),(71 3186.5378),(72 3195.67),(73 3224.6519),(74 3228.877),(75 3260.4834),(76 3208.4744),(77 3219.9197),(78 3195.1),(79 3197.345),
(1 1202.3267),(2 1768.5641),(3 2040.0154),(4 2185.3032),(5 2297.7876),(6 2379.266),(7 2434.2004),(8 2489.9622),(9 2554.5774),(10 2588.2532),(11 2666.642),(12 2711.815),(13 2744.8347),(14 2785.8286),(15 2814.968),(16 2805.8972),(17 2816.8613),(18 2803.7097),(19 2832.5962),(20 2834.9873),(21 2851.9624),(22 2835.058),(23 2849.983),(24 2855.4802),(25 2874.7427),(26 2868.3445),(27 2949.538),(28 2927.8076),(29 2928.0923),(30 2924.1963),(31 2940.3464),(32 2954.446),(33 2966.5674),(34 3002.3306),(35 2954.323),(36 2972.308),(37 2952.101),(38 3006.6216),(39 3023.1177),(40 3037.6638),(41 3049.9607),(42 3102.874),(43 3112.1165),(44 3079.434),(45 3039.941),(46 3064.8208),(47 3070.074),(48 3060.1387),(49 3035.331),(50 3084.5781),(51 3068.1807),(52 3101.6057),(53 3104.7585),(54 3077.517),(55 3097.4233),(56 3081.3032),(57 3105.8508),(58 3088.4983),(59 3073.4692),(60 3060.0432),(61 3075.3867),(62 3073.3503),(63 3129.4976),(64 3115.5251),(65 3118.2815),(66 3118.4243),(67 3107.4521),(68 3086.3672),(69 3112.2036),(70 3107.494),(71 3112.0842),(72 3087.2322),(73 3099.4663),(74 3097.6763),(75 3115.6836),(76 3125.6685),(77 3117.4292),(78 3082.573),(79 3063.8604),
(1 1157.1473),(2 1712.308),(3 1993.2094),(4 2143.1792),(5 2249.7446),(6 2337.4146),(7 2400.591),(8 2432.1995),(9 2457.5654),(10 2472.39),(11 2537.812),(12 2569.7942),(13 2606.556),(14 2647.1106),(15 2688.6345),(16 2718.8684),(17 2745.853),(18 2763.2542),(19 2725.2048),(20 2705.4443),(21 2690.5378),(22 2707.1926),(23 2742.892),(24 2730.9277),(25 2767.7266),(26 2751.7915),(27 2784.8599),(28 2759.717),(29 2796.1184),(30 2777.1016),(31 2821.5823),(32 2831.5142),(33 2785.1113),(34 2819.352),(35 2796.6094),(36 2832.2273),(37 2845.6982),(38 2872.41),(39 2881.546),(40 2918.9736),(41 2875.1965),(42 2875.6204),(43 2880.0193),(44 2863.8853),(45 2854.5667),(46 2873.8772),(47 2869.8013),(48 2894.608),(49 2879.1401),(50 2913.6387),(51 2924.0095),(52 2948.6213),(53 2923.3032),(54 2951.3516),(55 2958.8015),(56 2976.9666),(57 2967.1182),(58 2993.7986),(59 2966.742),(60 2953.3953),(61 2907.5764),(62 2922.896),(63 2985.1309),(64 2934.9927),(65 2930.9385),(66 2906.737),(67 2934.5127),(68 2902.1702),(69 2914.093),(70 2894.8306),(71 2858.413),(72 2878.403),(73 2881.2644),(74 2865.6235),(75 2908.8328),(76 2890.36),(77 2886.4722),(78 2907.0266),(79 2904.3374),
(1 1120.6077),(2 1678.0487),(3 1959.427),(4 2109.614),(5 2210.5679),(6 2279.4148),(7 2334.6187),(8 2381.4167),(9 2412.1912),(10 2431.582),(11 2482.9006),(12 2473.3384),(13 2515.4868),(14 2559.3665),(15 2651.7847),(16 2644.1272),(17 2667.3186),(18 2646.824),(19 2645.639),(20 2654.5889),(21 2670.6606),(22 2678.8206),(23 2680.547),(24 2666.7998),(25 2696.0747),(26 2687.3936),(27 2737.7039),(28 2722.0693),(29 2756.8193),(30 2759.718),(31 2762.4714),(32 2753.4329),(33 2735.1267),(34 2775.1748),(35 2758.5469),(36 2804.8079),(37 2790.0576),(38 2808.0647),(39 2803.39),(40 2840.936),(41 2827.0715),(42 2797.1636),(43 2789.124),(44 2776.0994),(45 2768.4827),(46 2802.3345),(47 2790.9644),(48 2791.5364),(49 2779.2395),(50 2809.231),(51 2796.413),(52 2796.8464),(53 2783.498),(54 2798.6482),(55 2809.5012),(56 2773.4106),(57 2797.261),(58 2757.2104),(59 2761.17),(60 2766.9856),(61 2757.1616),(62 2773.7175),(63 2803.6812),(64 2772.1655),(65 2791.9807),(66 2767.5112),(67 2778.379),(68 2792.5002),(69 2800.1018),(70 2811.2195),(71 2818.028),(72 2783.819),(73 2812.8958),(74 2774.7603),(75 2793.3076),(76 2778.2695),(77 2776.105),(78 2785.0015),(79 2801.9885),
(1 1115.0386),(2 1628.5698),(3 1888.8816),(4 2049.2197),(5 2154.9546),(6 2241.513),(7 2261.269),(8 2296.3452),(9 2318.0562),(10 2368.897),(11 2409.097),(12 2412.9526),(13 2428.9285),(14 2475.6096),(15 2570.04),(16 2544.1768),(17 2551.4377),(18 2563.1494),(19 2569.6763),(20 2542.9895),(21 2564.0261),(22 2596.749),(23 2615.5603),(24 2575.9507),(25 2606.924),(26 2560.1929),(27 2640.958),(28 2612.7297),(29 2618.3706),(30 2620.4246),(31 2615.0454),(32 2612.5076),(33 2621.263),(34 2676.6975),(35 2693.761),(36 2696.9604),(37 2671.858),(38 2699.602),(39 2701.4763),(40 2683.8542),(41 2665.4343),(42 2698.4297),(43 2705.9014),(44 2732.2722),(45 2734.25),(46 2779.3667),(47 2759.9148),(48 2757.9985),(49 2734.6274),(50 2733.637),(51 2736.615),(52 2725.1653),(53 2741.1873),(54 2767.641),(55 2752.6494),(56 2741.5093),(57 2767.0378),(58 2786.023),(59 2796.0146),(60 2794.1536),(61 2788.498),(62 2757.1323),(63 2798.9102),(64 2750.9905),(65 2728.7498),(66 2713.4663),(67 2701.9587),(68 2691.7256),(69 2701.114),(70 2719.4897),(71 2682.1624),(72 2650.1965),(73 2674.0874),(74 2679.6108),(75 2766.8352),(76 2715.524),(77 2725.2395),(78 2716.391),(79 2729.9966),
(1 1081.0964),(2 1567.2075),(3 1805.6963),(4 1935.7738),(5 2044.1677),(6 2110.78),(7 2133.3743),(8 2171.2048),(9 2225.681),(10 2228.4133),(11 2269.088),(12 2278.6384),(13 2320.8179),(14 2342.1816),(15 2408.6255),(16 2402.265),(17 2409.6758),(18 2420.5251),(19 2407.1929),(20 2396.4868),(21 2409.502),(22 2461.9897),(23 2484.029),(24 2493.4587),(25 2516.9248),(26 2524.4014),(27 2565.126),(28 2557.4111),(29 2590.2852),(30 2576.7031),(31 2596.4448),(32 2590.7498),(33 2600.6936),(34 2610.207),(35 2572.4827),(36 2578.735),(37 2562.1396),(38 2556.5037),(39 2574.4727),(40 2582.7754),(41 2581.3286),(42 2585.066),(43 2583.5032),(44 2581.7854),(45 2580.931),(46 2589.3833),(47 2583.668),(48 2581.6873),(49 2545.2253),(50 2550.5422),(51 2573.3267),(52 2599.4292),(53 2615.9226),(54 2610.4612),(55 2609.758),(56 2604.2788),(57 2631.7627),(58 2595.0576),(59 2615.1382),(60 2603.028),(61 2594.6555),(62 2567.063),(63 2601.842),(64 2598.2058),(65 2592.3657),(66 2614.0457),(67 2606.7898),(68 2612.6023),(69 2593.4636),(70 2585.2136),(71 2546.9294),(72 2552.0916),(73 2583.7454),(74 2553.9727),(75 2642.526),(76 2586.6125),(77 2595.205),(78 2593.9023),(79 2585.4558),
(1 1048.8352),(2 1555.8683),(3 1783.111),(4 1910.931),(5 2001.9426),(6 2086.8994),(7 2086.6575),(8 2146.9436),(9 2163.7515),(10 2182.916),(11 2198.8396),(12 2194.545),(13 2221.1973),(14 2247.0283),(15 2344.5588),(16 2350.6958),(17 2373.1365),(18 2372.987),(19 2415.184),(20 2385.6377),(21 2381.709),(22 2417.7314),(23 2444.309),(24 2455.6045),(25 2468.6807),(26 2469.922),(27 2506.257),(28 2470.702),(29 2492.8018),(30 2506.657),(31 2543.1006),(32 2554.772),(33 2533.897),(34 2547.1462),(35 2534.6853),(36 2518.507),(37 2488.112),(38 2538.0725),(39 2518.842),(40 2521.1726),(41 2501.3455),(42 2510.141),(43 2482.5305),(44 2526.0488),(45 2524.732),(46 2587.7031),(47 2545.0657),(48 2532.156),(49 2526.7158),(50 2553.4094),(51 2560.4932),(52 2567.2258),(53 2542.1228),(54 2543.4072),(55 2560.7993),(56 2578.1204),(57 2569.6812),(58 2553.2134),(59 2574.1602),(60 2516.0798),(61 2485.9988),(62 2487.5093),(63 2524.247),(64 2520.005),(65 2518.9485),(66 2518.4897),(67 2512.6267),(68 2508.0874),(69 2513.192),(70 2492.303),(71 2460.5066),(72 2459.0225),(73 2468.167),(74 2472.986),(75 2501.0957),(76 2514.69),(77 2531.3857),(78 2489.2212),(79 2492.2622),
(1 1032.9149),(2 1503.219),(3 1737.3718),(4 1870.1426),(5 1941.8949),(6 2003.7869),(7 2035.1555),(8 2069.7878),(9 2109.6724),(10 2139.8652),(11 2169.282),(12 2176.2302),(13 2219.6152),(14 2237.4343),(15 2286.2488),(16 2282.6047),(17 2292.392),(18 2301.1836),(19 2331.4573),(20 2311.0376),(21 2303.2659),(22 2324.5325),(23 2338.6643),(24 2346.2622),(25 2383.5752),(26 2389.6326),(27 2423.24),(28 2365.2705),(29 2391.2517),(30 2384.0251),(31 2417.9822),(32 2444.063),(33 2415.505),(34 2463.926),(35 2442.5383),(36 2459.3958),(37 2450.34),(38 2473.4636),(39 2481.5498),(40 2489.9258),(41 2438.4182),(42 2464.324),(43 2456.3901),(44 2465.5737),(45 2491.4094),(46 2479.2227),(47 2453.465),(48 2465.4595),(49 2468.3574),(50 2460.9395),(51 2479.3445),(52 2492.025),(53 2478.0122),(54 2478.6733),(55 2475.427),(56 2433.122),(57 2454.0137),(58 2480.7432),(59 2483.3027),(60 2466.3586),(61 2455.035),(62 2454.509),(63 2477.0208),(64 2478.6738),(65 2477.449),(66 2468.6812),(67 2482.326),(68 2482.9463),(69 2486.838),(70 2448.918),(71 2431.1448),(72 2418.7803),(73 2463.9868),(74 2452.8699),(75 2513.1355),(76 2461.1738),(77 2475.6868),(78 2450.4143),(79 2461.1357),
(1 973.8921),(2 1401.3099),(3 1632.3267),(4 1735.1969),(5 1807.9343),(6 1873.2563),(7 1901.371),(8 1917.2618),(9 1935.369),(10 1956.8451),(11 1998.1482),(12 1974.8762),(13 2030.2231),(14 2060.4526),(15 2140.5168),(16 2128.5425),(17 2154.5986),(18 2151.0017),(19 2156.5505),(20 2166.7654),(21 2150.7993),(22 2155.2622),(23 2185.5674),(24 2195.5078),(25 2201.8613),(26 2205.0847),(27 2232.8723),(28 2192.751),(29 2197.1826),(30 2222.3586),(31 2208.1467),(32 2226.373),(33 2249.4724),(34 2280.3062),(35 2281.5388),(36 2284.7593),(37 2273.525),(38 2333.859),(39 2314.124),(40 2332.8975),(41 2297.476),(42 2298.531),(43 2282.6062),(44 2325.0344),(45 2324.7896),(46 2353.357),(47 2335.18),(48 2328.9146),(49 2308.0244),(50 2327.2297),(51 2361.6519),(52 2339.5217),(53 2327.2327),(54 2323.9282),(55 2325.7527),(56 2330.6118),(57 2322.9092),(58 2334.1445),(59 2335.2288),(60 2319.133),(61 2332.5034),(62 2329.9426),(63 2361.138),(64 2330.5164),(65 2332.0823),(66 2344.5422),(67 2340.6355),(68 2334.99),(69 2342.1946),(70 2310.652),(71 2304.0884),(72 2305.3591),(73 2334.313),(74 2293.3945),(75 2312.7957),(76 2301.0576),(77 2330.9739),(78 2317.9163),(79 2319.866),
(1 954.70514),(2 1359.5566),(3 1584.0155),(4 1702.4775),(5 1766.3767),(6 1810.176),(7 1849.6128),(8 1868.5492),(9 1896.1812),(10 1904.9353),(11 1932.8652),(12 1912.2367),(13 1962.6976),(14 1991.1826),(15 2065.987),(16 2070.633),(17 2076.9995),(18 2066.6873),(19 2069.475),(20 2061.9714),(21 2087.1829),(22 2114.2778),(23 2110.28),(24 2107.0828),(25 2123.799),(26 2109.5183),(27 2148.809),(28 2103.5222),(29 2126.1812),(30 2142.517),(31 2158.3704),(32 2161.3918),(33 2178.614),(34 2189.9854),(35 2171.0547),(36 2183.6243),(37 2163.184),(38 2161.1243),(39 2171.378),(40 2201.8308),(41 2206.5796),(42 2222.4065),(43 2217.0503),(44 2212.857),(45 2244.7935),(46 2293.4307),(47 2296.832),(48 2272.5437),(49 2255.0276),(50 2280.038),(51 2318.2952),(52 2295.7349),(53 2290.0215),(54 2280.746),(55 2279.3994),(56 2267.5776),(57 2299.288),(58 2271.5715),(59 2305.015),(60 2280.2717),(61 2285.6238),(62 2281.7686),(63 2327.4553),(64 2292.757),(65 2290.4268),(66 2276.0835),(67 2279.113),(68 2261.6882),(69 2256.0242),(70 2257.321),(71 2244.7542),(72 2252.5334),(73 2260.065),(74 2255.7815),(75 2294.525),(76 2295.2375),(77 2293.5012),(78 2273.0054),(79 2275.572),
(1 940.7957),(2 1347.7767),(3 1549.5776),(4 1673.1187),(5 1742.9504),(6 1786.6554),(7 1802.3246),(8 1825.3253),(9 1849.7251),(10 1863.3363),(11 1895.8403),(12 1895.1708),(13 1928.1261),(14 1955.4204),(15 2017.6931),(16 1991.1511),(17 2029.9669),(18 2025.2345),(19 2031.399),(20 2014.6041),(21 2041.4873),(22 2037.4718),(23 2062.9612),(24 2062.3013),(25 2087.397),(26 2068.8806),(27 2125.7615),(28 2083.9797),(29 2115.615),(30 2087.4917),(31 2104.7607),(32 2116.0586),(33 2079.498),(34 2104.3806),(35 2105.864),(36 2112.1074),(37 2109.9888),(38 2125.8108),(39 2137.8704),(40 2140.0396),(41 2090.471),(42 2099.2744),(43 2107.544),(44 2119.7659),(45 2124.172),(46 2149.6921),(47 2165.5603),(48 2138.3584),(49 2128.8313),(50 2144.7366),(51 2159.1555),(52 2147.6),(53 2133.3547),(54 2130.309),(55 2139.032),(56 2141.6697),(57 2153.0854),(58 2145.3953),(59 2140.5142),(60 2126.738),(61 2155.1138),(62 2144.6296),(63 2187.8018),(64 2178.2212),(65 2169.9165),(66 2200.6501),(67 2230.843),(68 2200.6328),(69 2211.8093),(70 2180.9282),(71 2212.5498),(72 2215.498),(73 2246.96),(74 2237.9111),(75 2282.287),(76 2247.3638),(77 2249.693),(78 2214.7708),(79 2199.8154),
(1 892.80835),(2 1295.09),(3 1494.8612),(4 1615.982),(5 1706.737),(6 1758.5691),(7 1765.0228),(8 1789.126),(9 1799.0859),(10 1823.3239),(11 1826.9913),(12 1845.0853),(13 1898.0178),(14 1923.1292),(15 1964.8026),(16 1977.4717),(17 1985.8773),(18 1982.7028),(19 1985.6926),(20 1993.5168),(21 2018.3641),(22 2030.4948),(23 2032.6372),(24 2047.3325),(25 2062.4116),(26 2052.123),(27 2121.305),(28 2082.9407),(29 2096.5789),(30 2106.3613),(31 2133.0962),(32 2160.5752),(33 2135.54),(34 2125.3484),(35 2106.92),(36 2112.845),(37 2107.5251),(38 2150.571),(39 2152.471),(40 2162.1416),(41 2162.2551),(42 2166.1228),(43 2156.817),(44 2154.0994),(45 2131.807),(46 2138.7793),(47 2127.098),(48 2110.484),(49 2101.183),(50 2131.52),(51 2130.832),(52 2131.898),(53 2116.0474),(54 2104.3003),(55 2095.2659),(56 2083.408),(57 2119.5059),(58 2118.1365),(59 2106.166),(60 2094.4473),(61 2107.9453),(62 2084.6194),(63 2148.4004),(64 2116.333),(65 2119.5786),(66 2121.2185),(67 2120.2979),(68 2108.8604),(69 2121.6475),(70 2131.2664),(71 2136.7437),(72 2148.0576),(73 2189.3564),(74 2168.302),(75 2197.6453),(76 2150.3103),(77 2153.8909),(78 2129.9546),(79 2123.4692),
(1 900.0723),(2 1277.1927),(3 1458.2368),(4 1571.4037),(5 1620.8296),(6 1680.9806),(7 1690.4629),(8 1715.1255),(9 1734.7959),(10 1754.9141),(11 1781.8699),(12 1799.3524),(13 1830.3657),(14 1867.7936),(15 1948.8723),(16 1934.9424),(17 1956.842),(18 1953.2467),(19 1949.5239),(20 1923.3864),(21 1936.4802),(22 1950.756),(23 1973.2795),(24 1982.9124),(25 2012.0132),(26 2035.0134),(27 2082.729),(28 2043.1471),(29 2036.4877),(30 2016.0082),(31 1993.1194),(32 2005.6638),(33 2013.244),(34 2037.4802),(35 2007.0458),(36 1982.8374),(37 1976.2017),(38 1978.7058),(39 1983.1134),(40 1986.0327),(41 1972.9772),(42 1979.7816),(43 1989.9958),(44 2003.4501),(45 2008.2374),(46 2077.8433),(47 2060.893),(48 2068.5593),(49 2035.831),(50 2036.8564),(51 2056.0906),(52 2070.188),(53 2037.7272),(54 2035.624),(55 2017.4084),(56 2025.8857),(57 2050.109),(58 2054.8394),(59 2041.6018),(60 2022.2584),(61 1999.7325),(62 1969.6157),(63 2006.641),(64 2000.7765),(65 2024.8632),(66 2048.1458),(67 2047.1085),(68 2035.786),(69 2017.7595),(70 2015.9412),(71 2017.9319),(72 2014.7711),(73 2026.8467),(74 2027.7274),(75 2065.05),(76 2036.0548),(77 2009.0974),(78 1996.3639),(79 1986.9698),
