1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 92231.03),(2 133166.27),(3 152210.52),(4 295503.75),(5 411003.16),(6 488588.47),(7 673757.5),(8 833573),(9 953753.2),(10 1160393.3),(11 1318830.1),(12 1423221.4),(13 1619100),(14 1771095.4),(15 1889891.5),(16 2081755.6),(17 2249083.3),(18 2379292.3),(19 2578632.5),(20 2745734.8),(21 2885759.3),(22 3125599.8),(23 3323853.3),(24 3514476.3),(25 3818040.8),(26 4032244.3),(27 4270786),(28 4596269),(29 4860846.5),(30 5128688),(31 5502332),(32 5855480),(33 6208414.5),(34 6598030.5),(35 6958573.5),(36 7323210),(37 7756801.5),(38 8152624.5),(39 8594641),(40 9073397),(41 9505825),(42 10001683),(43 10556910),(44 10956949),(45 11471476),(46 11991520),(47 12500183),(48 13077337),(49 13579067),(50 14048900),(51 14619764),(52 15102763),(53 15553901),(54 16040559),(55 16537193),(56 16957738),(57 17491090),(58 18078786),(59 18543018),(60 19078690),(61 19586766),(62 20053918),(63 20617920),(64 21117974),(65 21536784),(66 22034644),(67 22602774),(68 23097546),(69 23563326),(70 24092910),(71 24548032),(72 25067936),(73 25780250),(74 26239174),(75 26860106),(76 27440698),(77 27914864),(78 28454842),(79 28964026),
(1 53314.926),(2 204677.7),(3 448974.6),(4 774172),(5 1169406.4),(6 1624060.1),(7 2131395),(8 2678011.5),(9 3260288),(10 3865166.5),(11 4472933),(12 5071195),(13 5650525),(14 6193342.5),(15 6703838.5),(16 7151936),(17 7552766.5),(18 7892688.5),(19 8161374.5),(20 8369530.5),(21 8514492),(22 8614051),(23 8662187),(24 8651757),(25 8613501),(26 8553574),(27 8461966),(28 8353200.5),(29 8225354.5),(30 8074373.5),(31 7909332),(32 7734802),(33 7564408.5),(34 7383908),(35 7212689.5),(36 7043351.5),(37 6877423.5),(38 6719216),(39 6573641.5),(40 6442294.5),(41 6335627),(42 6239499),(43 6178723),(44 6128972.5),(45 6099495),(46 6073178.5),(47 6051767.5),(48 6029532.5),(49 6011139),(50 6000157),(51 5985692),(52 5976856.5),(53 5965408),(54 5950234.5),(55 5944158.5),(56 5932103.5),(57 5924249),(58 5907525.5),(59 5893159.5),(60 5885195),(61 5876167),(62 5869017),(63 5878265),(64 5904023),(65 5939529),(66 5998540.5),(67 6071187.5),(68 6154995.5),(69 6238997.5),(70 6315666),(71 6394511.5),(72 6476917.5),(73 6547668),(74 6612836),(75 6678776.5),(76 6739724.5),(77 6799815.5),(78 6864404),(79 6932701),
(1 64154.016),(2 246159.25),(3 539756.8),(4 932409.25),(5 1408253.5),(6 1947755.6),(7 2539338.8),(8 3161510),(9 3825602),(10 4501678.5),(11 5168180.5),(12 5815608.5),(13 6433136),(14 6994814),(15 7508648),(16 7951508.5),(17 8338334.5),(18 8651335),(19 8874416),(20 9026624),(21 9104475),(22 9122687),(23 9065867),(24 8939607),(25 8776086),(26 8571432),(27 8334042.5),(28 8067114.5),(29 7790322.5),(30 7498149.5),(31 7205120.5),(32 6922659.5),(33 6661226.5),(34 6427427.5),(35 6232244.5),(36 6064685.5),(37 5929960),(38 5827961.5),(39 5763389.5),(40 5731190.5),(41 5735015.5),(42 5768374.5),(43 5821866),(44 5893743.5),(45 5996417.5),(46 6099777.5),(47 6217581.5),(48 6335094.5),(49 6457002.5),(50 6578518.5),(51 6692896),(52 6812308.5),(53 6922529.5),(54 7009457.5),(55 7085860),(56 7137704),(57 7177992),(58 7189808),(59 7179074.5),(60 7145447.5),(61 7081574),(62 6985914.5),(63 6882388.5),(64 6774320),(65 6654746.5),(66 6551536),(67 6457072),(68 6373096),(69 6290421.5),(70 6210838.5),(71 6137220),(72 6077073.5),(73 6030179.5),(74 5991914),(75 5968471.5),(76 5955808),(77 5962558.5),(78 5988094.5),(79 6026811.5),
(1 57317.984),(2 216727.6),(3 469907.88),(4 799432.25),(5 1187002),(6 1619804.5),(7 2080676.1),(8 2548631),(9 3020287.3),(10 3485877.5),(11 3925280.8),(12 4332071),(13 4711953.5),(14 5041584.5),(15 5321558.5),(16 5549563),(17 5735271.5),(18 5877200.5),(19 5969022.5),(20 6011771),(21 6018913.5),(22 5996782),(23 5937742),(24 5848067),(25 5738573.5),(26 5601706),(27 5454701),(28 5287748),(29 5105854),(30 4913155),(31 4727145),(32 4550838),(33 4392118.5),(34 4244950.5),(35 4109236.5),(36 3988486.5),(37 3890259.3),(38 3806976.8),(39 3751838),(40 3720984),(41 3721413.8),(42 3749831.8),(43 3799921.3),(44 3869045.8),(45 3962599.3),(46 4064956.8),(47 4184073.5),(48 4316620),(49 4460647),(50 4614678),(51 4767912),(52 4919173),(53 5067726.5),(54 5210103.5),(55 5348158),(56 5482804),(57 5607324),(58 5712534),(59 5798812),(60 5858822.5),(61 5882858),(62 5875798.5),(63 5847780),(64 5805550),(65 5750970),(66 5696981),(67 5627226),(68 5553167.5),(69 5478066),(70 5408067),(71 5344373),(72 5287820),(73 5233289.5),(74 5184421),(75 5141652.5),(76 5098148),(77 5047452),(78 4993491),(79 4935856),
(1 51799.094),(2 199232.22),(3 436566.97),(4 751430.06),(5 1128756.9),(6 1552563.3),(7 2006409.3),(8 2473931.3),(9 2953254),(10 3418378),(11 3859442),(12 4270112.5),(13 4646054),(14 4964390.5),(15 5231851.5),(16 5441980),(17 5600680.5),(18 5710306.5),(19 5760135),(20 5766948.5),(21 5729385.5),(22 5665278),(23 5565818),(24 5431334.5),(25 5280854.5),(26 5110867),(27 4933198),(28 4751230),(29 4570262),(30 4390772),(31 4226360.5),(32 4080163.5),(33 3955433),(34 3850955.3),(35 3767422),(36 3704206.8),(37 3670078.5),(38 3657529.3),(39 3672809),(40 3712967.8),(41 3778722.3),(42 3863260.5),(43 3959993.5),(44 4067136),(45 4183207.8),(46 4299648),(47 4413748),(48 4524699),(49 4625437.5),(50 4703588),(51 4754105),(52 4792697.5),(53 4808236),(54 4801720),(55 4781246.5),(56 4740695.5),(57 4683479),(58 4609983),(59 4528850),(60 4436612.5),(61 4337380.5),(62 4240016.5),(63 4144119.8),(64 4061580.5),(65 3988751.8),(66 3928087.3),(67 3881473),(68 3848313.3),(69 3823011.3),(70 3810703.8),(71 3822212.5),(72 3850290.5),(73 3894663.3),(74 3953057.3),(75 4018201.3),(76 4087742),(77 4159748.8),(78 4239506),(79 4332209.5),
(1 49535.86),(2 189302.11),(3 410727.72),(4 700338.25),(5 1040290.5),(6 1412346.5),(7 1806673.8),(8 2204881.3),(9 2605953.3),(10 2987024),(11 3340017.5),(12 3665540.8),(13 3948216.3),(14 4178340.8),(15 4360018),(16 4473819.5),(17 4545330),(18 4570404.5),(19 4555165.5),(20 4517997.5),(21 4466162.5),(22 4403649),(23 4320342),(24 4218526.5),(25 4115912.3),(26 4002638.8),(27 3881047.8),(28 3763081.5),(29 3658094.8),(30 3561113.5),(31 3490600.3),(32 3442146),(33 3408164.5),(34 3392683.3),(35 3397046.5),(36 3414097),(37 3442008.3),(38 3476785.5),(39 3519505),(40 3571334),(41 3626992),(42 3680905),(43 3726468.8),(44 3766139.8),(45 3796667.3),(46 3812905.3),(47 3817119),(48 3815614.8),(49 3809188.8),(50 3805063),(51 3792187.8),(52 3781097.5),(53 3767133.8),(54 3756082.8),(55 3744940.5),(56 3730492.5),(57 3713270.3),(58 3691034),(59 3668781.8),(60 3645597),(61 3619200.3),(62 3595958.5),(63 3574205.3),(64 3551891),(65 3518941),(66 3475534.8),(67 3431745.3),(68 3384119.8),(69 3330997),(70 3286446.3),(71 3259204.3),(72 3254285.3),(73 3269952),(74 3306861),(75 3359703),(76 3421146.8),(77 3487924.8),(78 3548974),(79 3607355.8),
(1 51088.76),(2 195467.56),(3 419568.06),(4 707150.94),(5 1045990.94),(6 1417559.5),(7 1812086.6),(8 2215490.5),(9 2621206.3),(10 3011498.5),(11 3377234.3),(12 3705810.3),(13 3992585),(14 4228261.5),(15 4418535.5),(16 4543526),(17 4621431),(18 4655081.5),(19 4654669),(20 4629514),(21 4583717.5),(22 4524374.5),(23 4438129.5),(24 4327947.5),(25 4211518),(26 4086518.5),(27 3966952),(28 3858967),(29 3766838.8),(30 3688643.8),(31 3636204.5),(32 3602444.5),(33 3580059),(34 3563026.5),(35 3548302.8),(36 3527733.3),(37 3513928),(38 3505340.8),(39 3505738.3),(40 3514131.8),(41 3527699.5),(42 3552535),(43 3585636.3),(44 3626640.3),(45 3673200),(46 3721572.8),(47 3768014.8),(48 3807452.8),(49 3838762.5),(50 3862893),(51 3875428.5),(52 3884467.5),(53 3879248.8),(54 3861977),(55 3836694.3),(56 3804689),(57 3769499),(58 3734309.5),(59 3707187.3),(60 3677514.8),(61 3641533.8),(62 3603393.5),(63 3559146.5),(64 3515617),(65 3470969.8),(66 3418412.3),(67 3366829.3),(68 3324513.5),(69 3297943.5),(70 3284624),(71 3282373.3),(72 3288812.3),(73 3293713),(74 3302001.3),(75 3304081.3),(76 3298699.3),(77 3288055),(78 3275194.8),(79 3261683.8),
(1 54767.848),(2 207917.55),(3 444082),(4 744513.7),(5 1092540),(6 1475570.9),(7 1879588.6),(8 2287475.5),(9 2686936.3),(10 3066190.5),(11 3409689.8),(12 3711937),(13 3965301),(14 4164330.8),(15 4299669.5),(16 4366594.5),(17 4383801.5),(18 4356430),(19 4295445),(20 4209441.5),(21 4102450),(22 3989644.5),(23 3872216.5),(24 3747678.3),(25 3633397.5),(26 3526283.3),(27 3428106),(28 3338017.3),(29 3268939.3),(30 3212902.3),(31 3176079.5),(32 3142871.3),(33 3110669),(34 3083880.5),(35 3066311.8),(36 3059201.8),(37 3063574),(38 3079267),(39 3111397.8),(40 3157553.5),(41 3215084.3),(42 3285391),(43 3367450),(44 3457435.8),(45 3556113.5),(46 3646909.8),(47 3732798.5),(48 3805885.8),(49 3869331),(50 3917342.8),(51 3946026.3),(52 3956586.8),(53 3946442.8),(54 3918254.5),(55 3877361.5),(56 3830602.3),(57 3779329.3),(58 3729002.5),(59 3683717.3),(60 3647571.3),(61 3616646.8),(62 3598136.3),(63 3593485),(64 3606368),(65 3625892.3),(66 3646244.3),(67 3672109.3),(68 3699424.5),(69 3724330.8),(70 3738502.3),(71 3739361.8),(72 3728782.5),(73 3706270.8),(74 3682042.3),(75 3658801),(76 3630587),(77 3599583),(78 3569515.8),(79 3539453.5),
(1 40667.082),(2 151716.64),(3 318738.63),(4 525447.5),(5 760905.25),(6 1016168.75),(7 1281039.3),(8 1545600),(9 1806704.8),(10 2054900.9),(11 2277020),(12 2468195.5),(13 2624343.8),(14 2736708.3),(15 2817455.5),(16 2847067.5),(17 2847568.5),(18 2820423.8),(19 2777576.3),(20 2729157.8),(21 2675745.8),(22 2622113),(23 2565345.3),(24 2504072),(25 2449626.3),(26 2397844),(27 2352323.5),(28 2312772),(29 2282140.3),(30 2262175.5),(31 2244951.3),(32 2222689.5),(33 2187544),(34 2147483.3),(35 2100958),(36 2047892.1),(37 2001926.3),(38 1967091),(39 1945357.1),(40 1934067.6),(41 1929516.1),(42 1934947.3),(43 1943984.3),(44 1957528.8),(45 1966854.3),(46 1967273.5),(47 1965688.5),(48 1966621.6),(49 1966012.6),(50 1959397.3),(51 1944287.5),(52 1921217),(53 1895129.8),(54 1866944.3),(55 1845395),(56 1834570.6),(57 1833193.3),(58 1841500.5),(59 1856202.8),(60 1874190.8),(61 1894590.4),(62 1915411.3),(63 1935333.1),(64 1957042.1),(65 1979437.4),(66 2005853),(67 2033333.4),(68 2062671),(69 2089060.9),(70 2109761.5),(71 2123686.8),(72 2131744),(73 2138554),(74 2148811.5),(75 2161328),(76 2169595.8),(77 2176063.5),(78 2178729.3),(79 2178747.5),
(1 43150.934),(2 162867.38),(3 345465.47),(4 573048.4),(5 833918.5),(6 1115502.1),(7 1409059.1),(8 1707085.3),(9 2001793.8),(10 2282489.8),(11 2540637.5),(12 2765183.3),(13 2943520),(14 3064248.3),(15 3138955.3),(16 3154699),(17 3130118),(18 3076046.5),(19 3003435),(20 2913829.8),(21 2818117.5),(22 2723305),(23 2632792),(24 2550040.5),(25 2480415.8),(26 2420886.8),(27 2370179.5),(28 2331947.3),(29 2311153),(30 2303737),(31 2302092.3),(32 2306222.5),(33 2313096),(34 2326031.5),(35 2345450.8),(36 2369103),(37 2407816.5),(38 2457683.5),(39 2512942.8),(40 2576950.3),(41 2638676.5),(42 2695357),(43 2740670.3),(44 2760820.5),(45 2764297.8),(46 2750728.5),(47 2729206.5),(48 2703189.8),(49 2665802.5),(50 2619179),(51 2557593.5),(52 2492938),(53 2423495.8),(54 2361658),(55 2310609.5),(56 2271089.3),(57 2243382),(58 2221270),(59 2204255),(60 2194662),(61 2187090.8),(62 2180887),(63 2174237.5),(64 2165503.8),(65 2155573.5),(66 2147508),(67 2131272),(68 2107128.5),(69 2071230.6),(70 2021854.8),(71 1966132.8),(72 1907415.5),(73 1847832.5),(74 1790212),(75 1737237.4),(76 1690747.3),(77 1653172.9),(78 1624458.9),(79 1604441),
(1 39685.492),(2 147547.58),(3 308348.7),(4 503282.28),(5 719196.2),(6 945477.3),(7 1172792.3),(8 1393791.6),(9 1606735.1),(10 1803859.4),(11 1979236.4),(12 2125167.8),(13 2237292),(14 2303585.8),(15 2337491.8),(16 2330268.5),(17 2304059.5),(18 2263685),(19 2215769),(20 2172866.3),(21 2136924.5),(22 2113766.5),(23 2093214.9),(24 2077374.8),(25 2069847.1),(26 2064840.4),(27 2064797.6),(28 2064305.8),(29 2066712.6),(30 2070353.5),(31 2074299.3),(32 2068314.8),(33 2055731.3),(34 2046120.9),(35 2045625.1),(36 2043005.4),(37 2045059.3),(38 2047203),(39 2047213),(40 2044679.6),(41 2036396.8),(42 2025100.4),(43 2009163.3),(44 1994071.4),(45 1980062.8),(46 1962775.1),(47 1948566.5),(48 1932329.3),(49 1911787.3),(50 1890888.3),(51 1866140.5),(52 1847993.5),(53 1839738.6),(54 1840862),(55 1849014.9),(56 1859574.9),(57 1872906.4),(58 1881069.9),(59 1889278.8),(60 1896060.1),(61 1898290.4),(62 1900577.3),(63 1903169.8),(64 1901514.8),(65 1889413.3),(66 1874942.3),(67 1853065.5),(68 1825674.4),(69 1790311.8),(70 1753777.1),(71 1719670),(72 1685070.5),(73 1652492.5),(74 1621473.1),(75 1589933.8),(76 1561776.6),(77 1536804.5),(78 1519934.8),(79 1516124.8),
(1 40189.02),(2 149528.6),(3 312798.16),(4 506632.63),(5 710396.94),(6 910968.94),(7 1103618.8),(8 1280849.5),(9 1441011.9),(10 1582327.5),(11 1698105),(12 1790166),(13 1854499),(14 1884326.9),(15 1893112.6),(16 1872850.9),(17 1840924.8),(18 1802533.6),(19 1765009.5),(20 1736866.8),(21 1717380.6),(22 1712847.4),(23 1720000.9),(24 1731486.3),(25 1751839.4),(26 1775774.3),(27 1796887.5),(28 1815303),(29 1838045.5),(30 1855856),(31 1868816.6),(32 1877197.6),(33 1866336),(34 1848595.6),(35 1826360.5),(36 1798421.3),(37 1774119.3),(38 1753554),(39 1735764.4),(40 1718018.1),(41 1702989),(42 1698108.8),(43 1700292.1),(44 1703294.8),(45 1708704.9),(46 1713674.5),(47 1725993.1),(48 1742275.6),(49 1755497.1),(50 1772245.5),(51 1788723.8),(52 1812849.4),(53 1843938),(54 1878703.3),(55 1916029.5),(56 1950955),(57 1980001.4),(58 2000757.8),(59 2015150.4),(60 2018037),(61 2008606.6),(62 1997477.3),(63 1981301.3),(64 1971861.3),(65 1961593.1),(66 1949778.3),(67 1942567.8),(68 1940109.3),(69 1934520.9),(70 1928466.5),(71 1922867.9),(72 1911496),(73 1889787),(74 1859075.3),(75 1818418.4),(76 1773247.4),(77 1726002.9),(78 1682844.8),(79 1650464.6),
(1 40265.637),(2 151771.77),(3 320286.44),(4 521447.56),(5 735571.06),(6 951865.7),(7 1164166.1),(8 1360496.8),(9 1539792.5),(10 1692619.9),(11 1808368.3),(12 1884105.1),(13 1918986.6),(14 1920027.8),(15 1899032.3),(16 1855132.6),(17 1800615.3),(18 1741479.5),(19 1686105.6),(20 1641115.6),(21 1606389.1),(22 1584011.9),(23 1572362.6),(24 1568799.5),(25 1580666.6),(26 1608210.1),(27 1647994.1),(28 1691428),(29 1743196.4),(30 1796021.6),(31 1837668.3),(32 1871813.1),(33 1888972.3),(34 1893145.8),(35 1887311.8),(36 1866200.6),(37 1834885.4),(38 1789968.5),(39 1734096.3),(40 1673917.5),(41 1617636.5),(42 1569881.1),(43 1528112.9),(44 1493333.1),(45 1466335.5),(46 1447209.1),(47 1434696.6),(48 1426923.6),(49 1419152.9),(50 1415794.6),(51 1417669.9),(52 1429543.5),(53 1449721.1),(54 1473128.5),(55 1495092.9),(56 1510938.1),(57 1521980.1),(58 1524310.3),(59 1526521.9),(60 1526609.4),(61 1523269.5),(62 1519589.6),(63 1518539.4),(64 1523071.8),(65 1523901.6),(66 1522497.9),(67 1523551.3),(68 1525381.3),(69 1526016.6),(70 1530816.1),(71 1538607.4),(72 1545944.9),(73 1549458.6),(74 1548137.5),(75 1547001.3),(76 1547127),(77 1550713.1),(78 1558323.4),(79 1569176.9),
(1 35239.004),(2 128999),(3 265184.13),(4 425438.88),(5 597080.7),(6 771268.8),(7 939854.3),(8 1095982.9),(9 1240588.6),(10 1367642.8),(11 1468068.9),(12 1540500),(13 1583584.8),(14 1605674.3),(15 1610809.9),(16 1596712.5),(17 1571002.3),(18 1544332.9),(19 1518987.8),(20 1495720.3),(21 1473783.8),(22 1451891.9),(23 1429521.5),(24 1405629.3),(25 1384067.5),(26 1364838.8),(27 1346236.9),(28 1329115.8),(29 1314509),(30 1299752.5),(31 1277469.4),(32 1250784.4),(33 1227621.8),(34 1214783.3),(35 1212966.1),(36 1217347.8),(37 1221206.8),(38 1222243.5),(39 1219920.5),(40 1215478.8),(41 1212549.8),(42 1210258.4),(43 1209032),(44 1209881.5),(45 1213090.1),(46 1215542.1),(47 1217839.1),(48 1223478),(49 1230908.5),(50 1237615.9),(51 1245181.8),(52 1261559.8),(53 1278373.3),(54 1290712.1),(55 1302710.1),(56 1312856.3),(57 1324453),(58 1334929.9),(59 1347113.1),(60 1358051.5),(61 1367442.8),(62 1372239.6),(63 1372300.5),(64 1365271.9),(65 1349430.9),(66 1327354.3),(67 1308906.8),(68 1287306.1),(69 1267236.4),(70 1247526.5),(71 1228499.5),(72 1211319.5),(73 1193946),(74 1179610.3),(75 1168650.1),(76 1164292.4),(77 1164684.9),(78 1168554.8),(79 1175320.5),
(1 34441.78),(2 126996.95),(3 262988.03),(4 423688.34),(5 593850.4),(6 761841.6),(7 921344.56),(8 1066338.9),(9 1191966.3),(10 1293035.1),(11 1363663.9),(12 1407689.1),(13 1426735.5),(14 1422756.5),(15 1404565.1),(16 1375171.8),(17 1349999.4),(18 1329045.6),(19 1315624),(20 1313612.8),(21 1317510.6),(22 1328292.1),(23 1341171.3),(24 1353413),(25 1371117.1),(26 1389704.5),(27 1405484),(28 1418010.3),(29 1424113.1),(30 1421343.9),(31 1400720.8),(32 1375054.6),(33 1343421.4),(34 1315313.8),(35 1294977.8),(36 1278513.4),(37 1266569.6),(38 1259647.5),(39 1259619.6),(40 1264289.6),(41 1271927.5),(42 1281739.5),(43 1291900.9),(44 1303055.5),(45 1315961.6),(46 1328904.9),(47 1337166.3),(48 1336578.8),(49 1318864.8),(50 1292503.8),(51 1264008.3),(52 1236837.8),(53 1209177.3),(54 1180514.6),(55 1152410.3),(56 1130996.8),(57 1116082.8),(58 1104519.5),(59 1097813),(60 1096134.1),(61 1098892.6),(62 1105552.5),(63 1117995.9),(64 1129048.9),(65 1135497.9),(66 1138326.8),(67 1140733),(68 1137016.1),(69 1128769.3),(70 1119594.8),(71 1112882.5),(72 1109501.6),(73 1108378.9),(74 1109624.9),(75 1113044.3),(76 1119914.6),(77 1126280.9),(78 1130476.6),(79 1135663.1),
(1 33448.723),(2 122225.78),(3 249884.02),(4 399681.34),(5 554131.25),(6 703322.9),(7 840977.7),(8 962341.75),(9 1064452.6),(10 1142383.4),(11 1198582.4),(12 1237135.6),(13 1259670.6),(14 1266277.5),(15 1263088.5),(16 1249520.1),(17 1239125.9),(18 1231027.9),(19 1224438.3),(20 1219954.9),(21 1218327.5),(22 1222654.9),(23 1228875.3),(24 1236094.3),(25 1244155),(26 1243939.4),(27 1238177.8),(28 1224364.1),(29 1206941),(30 1185096.1),(31 1160155),(32 1141485.4),(33 1131382.6),(34 1128400.4),(35 1129746.5),(36 1132124.5),(37 1136658.1),(38 1143415.1),(39 1156970.6),(40 1175255.3),(41 1196755.3),(42 1220691.8),(43 1243925.3),(44 1261606.6),(45 1277297.1),(46 1284209.6),(47 1282408.9),(48 1274251.5),(49 1265302.3),(50 1255151.6),(51 1243038.4),(52 1231095.4),(53 1213602.6),(54 1189878.9),(55 1160923),(56 1132173.9),(57 1110713.4),(58 1096437.9),(59 1088232.4),(60 1086983.1),(61 1091724.4),(62 1098691.9),(63 1106691.1),(64 1115424.6),(65 1125348.6),(66 1139444.5),(67 1157918.9),(68 1180335.1),(69 1204278.8),(70 1223672.6),(71 1240835.1),(72 1253931.3),(73 1257437),(74 1255186.1),(75 1248902.4),(76 1243454.6),(77 1236056.5),(78 1224989),(79 1210195.5),
(1 33046.305),(2 120863.516),(3 247727),(4 396213.47),(5 550806.1),(6 698620.2),(7 835168.9),(8 953942.56),(9 1054459.6),(10 1130173),(11 1184599.4),(12 1218001),(13 1231515.6),(14 1227342.3),(15 1214731.8),(16 1193459.5),(17 1175690.6),(18 1162934.5),(19 1156126.5),(20 1148908.6),(21 1138845.1),(22 1125208.5),(23 1106114.5),(24 1082339.3),(25 1056532.5),(26 1026113.3),(27 994359.7),(28 962811.9),(29 935976.4),(30 917098.3),(31 906752.2),(32 905152.4),(33 912831.44),(34 929177.44),(35 951051.44),(36 970542),(37 988517.7),(38 1004537.25),(39 1022876.4),(40 1040613.6),(41 1057923.8),(42 1075519),(43 1094542.1),(44 1113944.3),(45 1129880.6),(46 1139127.8),(47 1144831.4),(48 1142963.5),(49 1133150.5),(50 1117153.3),(51 1095995.5),(52 1073345.4),(53 1053348.6),(54 1036342.56),(55 1021384.4),(56 1013184.4),(57 1013342.3),(58 1016282.7),(59 1020615.25),(60 1022039.9),(61 1020122.3),(62 1014291.06),(63 1008132.3),(64 1000396.75),(65 992347.25),(66 983503.1),(67 975592.1),(68 969835.44),(69 965267.44),(70 966943.8),(71 974838.5),(72 987920),(73 1000836.56),(74 1007385.5),(75 1006498.9),(76 1001601.6),(77 997912.2),(78 994090.94),(79 991848.4),
(1 33939.734),(2 122846.71),(3 247217.38),(4 385611.03),(5 523450.2),(6 646174.44),(7 749693.44),(8 833097.75),(9 897532.8),(10 943250.94),(11 971464.2),(12 982003.4),(13 982537.9),(14 979806.94),(15 977570.9),(16 974273.5),(17 973695.75),(18 975795.75),(19 980863.1),(20 988641.7),(21 993620.7),(22 994470.25),(23 990451.44),(24 979969.44),(25 966224.6),(26 946985.25),(27 925548.06),(28 906135.44),(29 892184.7),(30 883192.56),(31 877281.44),(32 876180.6),(33 880639.8),(34 890046.9),(35 899446.4),(36 907079.1),(37 916760),(38 933149.6),(39 952666.56),(40 975719.8),(41 1001659.75),(42 1026158.9),(43 1045320.6),(44 1057046.6),(45 1064810.1),(46 1060045.4),(47 1051543.1),(48 1041369.94),(49 1028412.8),(50 1007232.56),(51 977292.8),(52 944581.06),(53 917254.4),(54 896391.4),(55 879290.7),(56 867612.7),(57 861509.9),(58 861356.7),(59 867080.25),(60 875529.06),(61 884985.75),(62 894844.25),(63 901360.06),(64 905413.3),(65 906687.44),(66 902579.6),(67 899146.75),(68 895221.1),(69 896267.4),(70 903333.1),(71 914640),(72 928575.44),(73 941735.8),(74 949885.7),(75 951468),(76 947352.7),(77 941994.9),(78 937879.2),(79 938690.75),
