1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 271305.6),(2 988509.94),(3 2018035),(4 3240127.3),(5 4566155.5),(6 6079101.5),(7 7703930.5),(8 9274251),(9 10840888),(10 12398589),(11 13962916),(12 15488357),(13 17005116),(14 18319566),(15 19605718),(16 20989766),(17 22470058),(18 24130688),(19 25902058),(20 27781248),(21 29745970),(22 31624896),(23 33395818),(24 35187284),(25 36857424),(26 38460708),(27 40157940),(28 41914016),(29 43404036),(30 45226108),(31 47376012),(32 49628108),(33 52288864),(34 55263890),(35 58038690),(36 60801916),(37 63215628),(38 65465108),(39 67651650),(40 69593890),(41 71061270),(42 72325320),(43 73721050),(44 75208390),(45 77023990),(46 79216696),(47 81553384),(48 84163240),(49 87124220),(50 90020730),(51 92894264),(52 96014250),(53 99244350),(54 102391810),(55 105377304),(56 107946590),(57 110165430),(58 112544490),(59 114955070),(60 117173544),(61 118987910),(62 121481400),(63 124437030),(64 127886490),(65 131899010),(66 136358980),(67 140774510),(68 144821710),(69 149584140),(70 154340220),(71 159023500),(72 163980830),(73 169093520),(74 173113740),(75 177049810),(76 181102540),(77 185352400),(78 190433870),(79 195950020),
(1 258872.95),(2 976061.06),(3 2074499.1),(4 3482138),(5 5107632.5),(6 6834919.5),(7 8616950),(8 10424019),(9 12179974),(10 13857148),(11 15424490),(12 16886798),(13 18271708),(14 19493236),(15 20610450),(16 21610644),(17 22544404),(18 23436414),(19 24181370),(20 24884090),(21 25521692),(22 26036450),(23 26481570),(24 26907270),(25 27204816),(26 27389022),(27 27458224),(28 27400692),(29 27120796),(30 26844850),(31 26512740),(32 26027262),(33 25374854),(34 24727764),(35 24134768),(36 23696064),(37 23288068),(38 22972288),(39 22740340),(40 22666882),(41 22668190),(42 22743372),(43 22902242),(44 23196016),(45 23508364),(46 23810726),(47 24032470),(48 24098624),(49 24053950),(50 23969558),(51 23817300),(52 23632940),(53 23536716),(54 23612010),(55 23913436),(56 24376050),(57 24852650),(58 25308060),(59 25793268),(60 26088526),(61 26137478),(62 26027704),(63 25748060),(64 25358782),(65 24842694),(66 24169920),(67 23416582),(68 22587476),(69 21874672),(70 21360436),(71 21035038),(72 20914662),(73 20945862),(74 21104538),(75 21397684),(76 21887194),(77 22429612),(78 23018682),(79 23620802),
(1 247502.38),(2 910840.3),(3 1901609.6),(4 3135732),(5 4525651.5),(6 5983152),(7 7494385.5),(8 9018300),(9 10541201),(10 12008311),(11 13371565),(12 14665059),(13 15923768),(14 17108942),(15 18197546),(16 19161002),(17 20009774),(18 20700230),(19 21239022),(20 21544480),(21 21689396),(22 21731686),(23 21697510),(24 21611802),(25 21472240),(26 21279570),(27 20988040),(28 20713316),(29 20557550),(30 20461778),(31 20490618),(32 20557108),(33 20602194),(34 20548766),(35 20485630),(36 20387076),(37 20199098),(38 19969338),(39 19624450),(40 19290506),(41 19033136),(42 18759074),(43 18442000),(44 18042084),(45 17618472),(46 17224534),(47 16885494),(48 16590176),(49 16397285),(50 16238392),(51 16077857),(52 15914251),(53 15829043),(54 15820424),(55 15894768),(56 16072497),(57 16312041),(58 16630528),(59 17047368),(60 17540318),(61 18122898),(62 18685742),(63 19243382),(64 19826686),(65 20392490),(66 20878414),(67 21246934),(68 21520710),(69 21552398),(70 21415166),(71 21142286),(72 20773888),(73 20327294),(74 19902512),(75 19569966),(76 19299372),(77 19135846),(78 19112162),(79 19173046),
(1 244802.48),(2 910120.75),(3 1910789),(4 3136121.5),(5 4478429.5),(6 5874021),(7 7261949.5),(8 8546913),(9 9725350),(10 10802514),(11 11760590),(12 12577349),(13 13261640),(14 13811776),(15 14329153),(16 14876124),(17 15485051),(18 16159237),(19 16777030),(20 17357566),(21 17945530),(22 18582654),(23 19217620),(24 19811750),(25 20341772),(26 20868308),(27 21287614),(28 21643642),(29 21977590),(30 22177344),(31 22237594),(32 22183280),(33 22032742),(34 21800408),(35 21447366),(36 21015714),(37 20466204),(38 19843952),(39 19157328),(40 18494678),(41 17853920),(42 17265930),(43 16737398),(44 16264488),(45 15843320),(46 15520652),(47 15301747),(48 15196654),(49 15233380),(50 15357988),(51 15543658),(52 15676536),(53 15737656),(54 15766235),(55 15783356),(56 15770353),(57 15781123),(58 15757921),(59 15785897),(60 15817687),(61 15827786),(62 15982452),(63 16220595),(64 16501140),(65 16854284),(66 17189780),(67 17438430),(68 17578160),(69 17657396),(70 17706352),(71 17637132),(72 17525978),(73 17379224),(74 17243948),(75 17185232),(76 17180422),(77 17261988),(78 17429958),(79 17667776),
(1 274539.78),(2 1029467.6),(3 2173450),(4 3575022),(5 5109290.5),(6 6683284),(7 8183513.5),(8 9527598),(9 10724266),(10 11766258),(11 12632472),(12 13342318),(13 13916669),(14 14357416),(15 14671622),(16 14856302),(17 14817729),(18 14610124),(19 14305308),(20 13941544),(21 13552099),(22 13152188),(23 12732518),(24 12385492),(25 12103382),(26 11893564),(27 11698513),(28 11503899),(29 11382596),(30 11360708),(31 11471331),(32 11724682),(33 12060664),(34 12424812),(35 12809649),(36 13148009),(37 13473487),(38 13783805),(39 14072344),(40 14324312),(41 14534899),(42 14660936),(43 14703802),(44 14705321),(45 14611767),(46 14447780),(47 14238669),(48 13984390),(49 13739354),(50 13560920),(51 13481364),(52 13460467),(53 13427776),(54 13451825),(55 13535844),(56 13688568),(57 13864750),(58 14016294),(59 14202516),(60 14341544),(61 14473853),(62 14589126),(63 14696538),(64 14782939),(65 14886536),(66 14943292),(67 14996836),(68 15077850),(69 15196229),(70 15361079),(71 15562295),(72 15779054),(73 15880266),(74 15878501),(75 15776010),(76 15536648),(77 15222616),(78 14864562),(79 14487094),
(1 249940.13),(2 925008.94),(3 1912593.8),(4 3078748.5),(5 4339711.5),(6 5616485.5),(7 6830446),(8 7938183),(9 8896561),(10 9697105),(11 10327583),(12 10800443),(13 11147823),(14 11352293),(15 11572850),(16 11814818),(17 12077207),(18 12388450),(19 12733050),(20 13020911),(21 13232000),(22 13382462),(23 13494169),(24 13504448),(25 13448041),(26 13335467),(27 13162711),(28 12957542),(29 12727566),(30 12495212),(31 12252297),(32 12055052),(33 11908844),(34 11891349),(35 11985927),(36 12118811),(37 12253780),(38 12358380),(39 12409765),(40 12430291),(41 12438265),(42 12455405),(43 12400613),(44 12338291),(45 12258463),(46 12126553),(47 11907135),(48 11576293),(49 11246227),(50 10936802),(51 10682615),(52 10518199),(53 10460383),(54 10482176),(55 10564703),(56 10689559),(57 10818208),(58 10963588),(59 11109116),(60 11233446),(61 11340140),(62 11405388),(63 11472152),(64 11545819),(65 11687155),(66 11814068),(67 11918476),(68 12031561),(69 12166597),(70 12323583),(71 12405208),(72 12407976),(73 12362215),(74 12264738),(75 12153308),(76 12033867),(77 11994924),(78 11990861),(79 12040882),
(1 292361.72),(2 1097946.6),(3 2298413),(4 3771060),(5 5376575),(6 6988073.5),(7 8559483),(8 9960926),(9 11158576),(10 12067819),(11 12692516),(12 13065412),(13 13163910),(14 13029969),(15 12738372),(16 12342946),(17 11899463),(18 11498731),(19 11187158),(20 10958701),(21 10796055),(22 10750452),(23 10774185),(24 10831261),(25 10912207),(26 11019038),(27 11111023),(28 11169862),(29 11173205),(30 11193950),(31 11219941),(32 11235395),(33 11204673),(34 11152563),(35 11103616),(36 11097466),(37 11198891),(38 11392455),(39 11650375),(40 11904480),(41 12116857),(42 12281910),(43 12288063),(44 12184675),(45 12038630),(46 11849929),(47 11593509),(48 11278833),(49 10988427),(50 10743155),(51 10566620),(52 10424582),(53 10368141),(54 10379744),(55 10484868),(56 10694055),(57 11002433),(58 11376613),(59 11832961),(60 12335834),(61 12819723),(62 13237553),(63 13529994),(64 13721043),(65 13895951),(66 14028686),(67 14135892),(68 14209822),(69 14278050),(70 14379667),(71 14525906),(72 14657690),(73 14747878),(74 14804400),(75 14793696),(76 14663389),(77 14460951),(78 14122306),(79 13687994),
(1 272246.88),(2 1006826.94),(3 2077202.4),(4 3319381.3),(5 4604370),(6 5786395),(7 6777344.5),(8 7541381),(9 8100613),(10 8502795),(11 8787329),(12 8976506),(13 9145259),(14 9314689),(15 9492701),(16 9658503),(17 9786989),(18 9872725),(19 9936324),(20 9939850),(21 9922436),(22 9933164),(23 9942819),(24 9960986),(25 10019552),(26 10100500),(27 10183550),(28 10274402),(29 10340919),(30 10376601),(31 10355356),(32 10283541),(33 10151330),(34 9925898),(35 9631782),(36 9324509),(37 9116802),(38 9023642),(39 9056834),(40 9202806),(41 9422910),(42 9683545),(43 9938184),(44 10172369),(45 10392511),(46 10561941),(47 10710089),(48 10820385),(49 10888838),(50 10871985),(51 10757167),(52 10568444),(53 10321654),(54 10034552),(55 9780174),(56 9592175),(57 9499520),(58 9513710),(59 9625476),(60 9819429),(61 10113350),(62 10443322),(63 10777561),(64 11080657),(65 11354486),(66 11518982),(67 11577171),(68 11473656),(69 11260349),(70 10992028),(71 10739944),(72 10523320),(73 10345914),(74 10243126),(75 10228567),(76 10291392),(77 10446127),(78 10617833),(79 10760471),
(1 222416.72),(2 805764.6),(3 1617123.1),(4 2512148.8),(5 3414878.3),(6 4266486.5),(7 5015821),(8 5686887.5),(9 6264731.5),(10 6752975.5),(11 7173982.5),(12 7511779),(13 7795754.5),(14 8010587),(15 8186760),(16 8309832),(17 8362444.5),(18 8400999),(19 8444218),(20 8472191),(21 8489185),(22 8480005),(23 8460854),(24 8429674),(25 8399585),(26 8363025.5),(27 8332769),(28 8300671),(29 8239666.5),(30 8157100.5),(31 8006408.5),(32 7839205.5),(33 7743526),(34 7676886.5),(35 7602758),(36 7591474),(37 7622505.5),(38 7701572.5),(39 7815453),(40 7919225.5),(41 8007899.5),(42 8066224),(43 8076504),(44 8098299.5),(45 8113589.5),(46 8119169.5),(47 8088227.5),(48 8046908.5),(49 8010903.5),(50 7962993.5),(51 7888605),(52 7828785.5),(53 7773340.5),(54 7708499.5),(55 7668954),(56 7638470),(57 7665036),(58 7711824.5),(59 7802270),(60 7972442),(61 8202839.5),(62 8395495),(63 8581724),(64 8812022),(65 9041652),(66 9198869),(67 9302744),(68 9352582),(69 9346633),(70 9233662),(71 9064303),(72 8849503),(73 8618128),(74 8378233),(75 8178363),(76 8013007.5),(77 7864788.5),(78 7741046),(79 7661994),
(1 238877.53),(2 881255.25),(3 1812992.5),(4 2894270),(5 4038075),(6 5181562),(7 6221433),(8 7101621),(9 7808972.5),(10 8324468),(11 8674587),(12 8883493),(13 9042754),(14 9178579),(15 9291224),(16 9391436),(17 9511842),(18 9649488),(19 9711055),(20 9673329),(21 9512422),(22 9260173),(23 9005208),(24 8732612),(25 8482254),(26 8269109.5),(27 8108103),(28 7937368),(29 7733514.5),(30 7481039),(31 7234794),(32 7028000.5),(33 6928445.5),(34 6964932.5),(35 7113189),(36 7313598.5),(37 7463349),(38 7564584),(39 7569376.5),(40 7578739),(41 7591840),(42 7601287),(43 7586792),(44 7573886),(45 7556586.5),(46 7566387.5),(47 7581733.5),(48 7599617),(49 7589201),(50 7510956),(51 7382887),(52 7240852.5),(53 7125626.5),(54 7055831),(55 7019175),(56 6999591.5),(57 7051946.5),(58 7122034.5),(59 7166029),(60 7203050.5),(61 7249016.5),(62 7270835),(63 7207204.5),(64 7132127.5),(65 7083830),(66 7070561),(67 7051795),(68 7035498),(69 6977465.5),(70 6909599.5),(71 6897030.5),(72 6944084.5),(73 7040206),(74 7171543.5),(75 7337679.5),(76 7514115.5),(77 7669556),(78 7772022.5),(79 7872070),
(1 237313.4),(2 861598.3),(3 1740803.6),(4 2716071.5),(5 3654656),(6 4451853),(7 5066173.5),(8 5489960.5),(9 5741728),(10 5855620.5),(11 5874391),(12 5836920.5),(13 5809925.5),(14 5788745.5),(15 5800328),(16 5833879.5),(17 5892029),(18 5990970),(19 6099170.5),(20 6173189),(21 6202158.5),(22 6215370.5),(23 6254485),(24 6278313.5),(25 6267963),(26 6260317.5),(27 6314901),(28 6368840),(29 6422561),(30 6432037.5),(31 6369891.5),(32 6292328.5),(33 6273945),(34 6292381.5),(35 6391615),(36 6529843),(37 6648381.5),(38 6713360),(39 6749612.5),(40 6736337.5),(41 6644531.5),(42 6511842.5),(43 6367847),(44 6265958),(45 6216471),(46 6240912.5),(47 6335264),(48 6446077),(49 6546485),(50 6592923.5),(51 6579157.5),(52 6506037),(53 6458544.5),(54 6437300),(55 6441629.5),(56 6440715),(57 6402124),(58 6362948.5),(59 6325515.5),(60 6253228.5),(61 6154956.5),(62 6068370),(63 6025102),(64 6047996.5),(65 6087563),(66 6129601.5),(67 6159948),(68 6161845.5),(69 6164555.5),(70 6188009.5),(71 6231461.5),(72 6247596),(73 6240741),(74 6222508.5),(75 6193486),(76 6163856.5),(77 6154312),(78 6161962),(79 6184159.5),
(1 226538.14),(2 814395.5),(3 1621229),(4 2487941.5),(5 3323604.8),(6 4057420.8),(7 4631618.5),(8 5016523.5),(9 5229471.5),(10 5314415.5),(11 5345918),(12 5364312),(13 5396061.5),(14 5412781),(15 5438776.5),(16 5486641),(17 5534776.5),(18 5565846),(19 5597102.5),(20 5633825),(21 5709467.5),(22 5826257),(23 5976542),(24 6100493),(25 6168764.5),(26 6156691),(27 6092239.5),(28 5966633),(29 5809450),(30 5677800),(31 5567126),(32 5480475.5),(33 5401553),(34 5317901.5),(35 5215802.5),(36 5122048.5),(37 5081469),(38 5113850.5),(39 5220708.5),(40 5337456),(41 5481789.5),(42 5641129.5),(43 5808059.5),(44 5957213.5),(45 6045749),(46 6056038),(47 6026807.5),(48 5984393),(49 5971784),(50 6007978),(51 6087381),(52 6198421),(53 6357072.5),(54 6523852),(55 6668394.5),(56 6799036.5),(57 6894822.5),(58 6958879.5),(59 6960691.5),(60 6870280),(61 6734768.5),(62 6559180),(63 6378348.5),(64 6252960),(65 6179815.5),(66 6177702.5),(67 6205038),(68 6221927.5),(69 6229373.5),(70 6169545),(71 6052095),(72 5914014),(73 5760867.5),(74 5633208),(75 5558827.5),(76 5537170.5),(77 5571536.5),(78 5643342.5),(79 5751456),
(1 225005.16),(2 818622.5),(3 1611069.5),(4 2469793),(5 3275253.8),(6 3971936.5),(7 4514577),(8 4888335.5),(9 5120230),(10 5221643),(11 5231001.5),(12 5174651),(13 5100463),(14 5000924),(15 4885932),(16 4771303.5),(17 4644511),(18 4533833),(19 4465449.5),(20 4457238),(21 4517751.5),(22 4615969),(23 4752160),(24 4902125),(25 5030554.5),(26 5137005),(27 5215865),(28 5247938),(29 5247826.5),(30 5213686),(31 5134973),(32 5040911.5),(33 4915762.5),(34 4784242),(35 4673924.5),(36 4614072.5),(37 4613467),(38 4632987.5),(39 4683758),(40 4779695),(41 4903254.5),(42 5007794.5),(43 5077352),(44 5105219),(45 5123342),(46 5109568),(47 5106490.5),(48 5113135.5),(49 5110809.5),(50 5098728),(51 5075609.5),(52 5035137),(53 5004534),(54 5005412.5),(55 5038707),(56 5104357),(57 5201769),(58 5290554),(59 5345550),(60 5363808),(61 5342574),(62 5281906),(63 5205615),(64 5167423),(65 5134705.5),(66 5111186),(67 5098072.5),(68 5083255.5),(69 5029174.5),(70 4950690),(71 4881188.5),(72 4873298.5),(73 4923376.5),(74 5017021.5),(75 5134750),(76 5259736),(77 5384511),(78 5473626),(79 5520354.5),
(1 204965.2),(2 724797.1),(3 1414047.5),(4 2148060.5),(5 2826333.8),(6 3387066),(7 3828876.3),(8 4148285.8),(9 4350661),(10 4454234),(11 4477464),(12 4442678.5),(13 4412101.5),(14 4363587),(15 4293953),(16 4230005),(17 4187605.5),(18 4167052.8),(19 4170075.5),(20 4201822.5),(21 4262775),(22 4344966.5),(23 4439794),(24 4533336),(25 4613260),(26 4678134),(27 4718133.5),(28 4704082.5),(29 4642738.5),(30 4543782),(31 4444568.5),(32 4367470),(33 4324181),(34 4320696),(35 4359903.5),(36 4414819.5),(37 4470078),(38 4507048),(39 4492152),(40 4432875),(41 4336843.5),(42 4226591.5),(43 4145571),(44 4116563.3),(45 4139258.8),(46 4193807.3),(47 4274032.5),(48 4340393),(49 4398284),(50 4463588),(51 4541343),(52 4622295),(53 4703792.5),(54 4746493),(55 4771128.5),(56 4807696.5),(57 4869334.5),(58 4942494.5),(59 4995171.5),(60 5012533),(61 4984887.5),(62 4932853),(63 4894352),(64 4865097.5),(65 4836926),(66 4810304.5),(67 4785517),(68 4777662),(69 4760432),(70 4725191),(71 4645030.5),(72 4568014),(73 4488171),(74 4405489),(75 4334653),(76 4304051.5),(77 4331331),(78 4378610),(79 4415082.5),
(1 207637.8),(2 738939.6),(3 1434782.9),(4 2144846.3),(5 2788013.3),(6 3320699),(7 3693498),(8 3929894.8),(9 4064243.3),(10 4148031.3),(11 4199715),(12 4224848.5),(13 4223423.5),(14 4216509),(15 4184494.5),(16 4130360.3),(17 4076133.3),(18 4011045.3),(19 3963575),(20 3952563.5),(21 3957713.8),(22 3959821.3),(23 3966146.3),(24 3986005.3),(25 4018437),(26 4064837.8),(27 4104549),(28 4116084.5),(29 4103590),(30 4046708.5),(31 3968149.8),(32 3903855),(33 3875005.5),(34 3886067.3),(35 3928029.5),(36 3962418.3),(37 4010983.5),(38 4069216.8),(39 4113771.5),(40 4120482.8),(41 4118122.3),(42 4144108),(43 4203520),(44 4286703.5),(45 4386398),(46 4480208),(47 4571655),(48 4638081.5),(49 4695325.5),(50 4738379.5),(51 4772579.5),(52 4779978.5),(53 4770473),(54 4746995),(55 4717741.5),(56 4679120.5),(57 4641783.5),(58 4632313),(59 4629321),(60 4634597),(61 4643445),(62 4630740),(63 4615413),(64 4588638),(65 4558230.5),(66 4537384.5),(67 4524938.5),(68 4537083.5),(69 4574132.5),(70 4609020.5),(71 4611854),(72 4587005),(73 4540157),(74 4473600.5),(75 4396485.5),(76 4315024.5),(77 4236571),(78 4180282),(79 4130742),
(1 196002.44),(2 684184.9),(3 1312637.8),(4 1945365),(5 2529110),(6 3016751.3),(7 3382956),(8 3631413.3),(9 3779842.3),(10 3863124),(11 3905610.8),(12 3871117.5),(13 3799143.8),(14 3718599),(15 3647142.5),(16 3577312),(17 3523639.5),(18 3494267.8),(19 3490705.8),(20 3514918.8),(21 3551825.8),(22 3589585),(23 3618746),(24 3648223.8),(25 3677753.3),(26 3707022.3),(27 3725006.5),(28 3729500.5),(29 3707122.5),(30 3654171.5),(31 3576720.3),(32 3461325.3),(33 3341215),(34 3263765.8),(35 3233825),(36 3244085),(37 3307871),(38 3403361),(39 3499823),(40 3600975),(41 3678301.5),(42 3743650.8),(43 3786831.8),(44 3814923.8),(45 3821115),(46 3819205),(47 3833022.5),(48 3830187.5),(49 3795306.8),(50 3750657.5),(51 3695141.8),(52 3637471.3),(53 3577312.8),(54 3534934.8),(55 3512969),(56 3518679.5),(57 3557312.3),(58 3585709.5),(59 3565888),(60 3541375.3),(61 3495149.8),(62 3426839.5),(63 3353398.5),(64 3268159.3),(65 3175559.5),(66 3100356.3),(67 3060598.8),(68 3049125),(69 3088712.5),(70 3172046.5),(71 3275748.5),(72 3371804),(73 3465022.3),(74 3544183.8),(75 3608137.3),(76 3658480.3),(77 3695086.3),(78 3697443.5),(79 3695638),
(1 174735.83),(2 606754),(3 1168506.3),(4 1750105.9),(5 2283720.8),(6 2703589.3),(7 3013358.8),(8 3223331),(9 3354809.3),(10 3433914.3),(11 3466097.3),(12 3459804.3),(13 3461258.8),(14 3466933.8),(15 3449089.3),(16 3413615.3),(17 3392619.5),(18 3393724.3),(19 3438803.8),(20 3535312.8),(21 3646367.3),(22 3743145.3),(23 3784955.5),(24 3760166),(25 3700028.3),(26 3651301.3),(27 3587601.5),(28 3530992),(29 3469882.3),(30 3415081.3),(31 3372776),(32 3339100.5),(33 3313187),(34 3287877),(35 3274850.8),(36 3270946.3),(37 3284199.5),(38 3307647.5),(39 3331420.5),(40 3375029.3),(41 3401670),(42 3406624),(43 3419699),(44 3428030.8),(45 3435386.8),(46 3455463.5),(47 3465204.5),(48 3485917),(49 3492413.3),(50 3473285.8),(51 3424066.3),(52 3366985.5),(53 3305960.5),(54 3263283),(55 3251053),(56 3224926.5),(57 3196916.3),(58 3166854.3),(59 3161771.8),(60 3178056.3),(61 3211301.3),(62 3265857.5),(63 3322913.5),(64 3374782.5),(65 3423331),(66 3452277.3),(67 3449661),(68 3422598.5),(69 3365091),(70 3310592.5),(71 3290729.3),(72 3307286),(73 3344742.8),(74 3387402),(75 3421977.3),(76 3448375.5),(77 3467725.8),(78 3480862.8),(79 3518306.3),
(1 177538.9),(2 616984.3),(3 1184600.8),(4 1744482.1),(5 2211447.5),(6 2573838),(7 2836062.5),(8 3001690.3),(9 3084075.5),(10 3089675),(11 3066625),(12 3040382.5),(13 3024286.3),(14 3008283.8),(15 2977270.5),(16 2934857.5),(17 2889939),(18 2844693.8),(19 2848614.8),(20 2890957.3),(21 2939833.5),(22 2983855),(23 3033724.8),(24 3058364.5),(25 3049476.3),(26 3048994.8),(27 3031735.8),(28 2995244.8),(29 2958893),(30 2946745),(31 2941910),(32 2926407.5),(33 2923405.3),(34 2938826.8),(35 2969252.5),(36 2976911.8),(37 2961545.3),(38 2926328),(39 2919706.5),(40 2939276.8),(41 2969852.8),(42 3024649),(43 3086195.3),(44 3141290),(45 3193770),(46 3241849.3),(47 3273085.3),(48 3289006.3),(49 3274768.3),(50 3252968.3),(51 3243141.8),(52 3263837.8),(53 3300735),(54 3330885),(55 3356028.5),(56 3368682),(57 3388037),(58 3411834),(59 3444806),(60 3504269.5),(61 3576793.5),(62 3641497.3),(63 3723989.3),(64 3777483),(65 3771460),(66 3721156),(67 3649898),(68 3564355.3),(69 3471624.5),(70 3391027.3),(71 3331463),(72 3267433.5),(73 3197525.8),(74 3117621.8),(75 3061657),(76 3031331.5),(77 3015092),(78 3026298),(79 3067112.3),
(1 177375.98),(2 605250.9),(3 1117667.8),(4 1609642.4),(5 2023933.1),(6 2346272.3),(7 2557336.8),(8 2650910.5),(9 2679608.3),(10 2662005.3),(11 2648206.8),(12 2641485.3),(13 2636471.5),(14 2627931.5),(15 2618195.5),(16 2605917.3),(17 2595305.3),(18 2588059.5),(19 2590551.8),(20 2617426.8),(21 2658629.8),(22 2688755.8),(23 2719096.5),(24 2742841.8),(25 2763963),(26 2794141.8),(27 2816590.5),(28 2827081.8),(29 2830974),(30 2838915.3),(31 2840723.5),(32 2832169),(33 2820579.8),(34 2778106),(35 2702857.5),(36 2622936.8),(37 2559276.8),(38 2514565.8),(39 2483272.3),(40 2469383.3),(41 2462016.8),(42 2475716.5),(43 2507543),(44 2526300.8),(45 2540609.8),(46 2536229.3),(47 2503127),(48 2454662.5),(49 2413360.3),(50 2407025.5),(51 2422299.3),(52 2460300.5),(53 2519350),(54 2592184.3),(55 2654761.8),(56 2703370.8),(57 2726439.8),(58 2725076.8),(59 2701386.8),(60 2681877.3),(61 2665936.8),(62 2650191),(63 2652761),(64 2689044),(65 2733766.5),(66 2770396.5),(67 2792348.3),(68 2802087.5),(69 2797719.8),(70 2775615),(71 2757419.3),(72 2746406.5),(73 2725906.5),(74 2702623),(75 2669682.8),(76 2643788),(77 2630103),(78 2637884.8),(79 2669440.8),
