1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15184.489),(2 49516.34),(3 104743.59),(4 174785.52),(5 254786.45),(6 340690.8),(7 445455.5),(8 555227.8),(9 675794.75),(10 794037.8),(11 922429),(12 1043991.8),(13 1168066.4),(14 1289225.1),(15 1425790),(16 1552298),(17 1675078.6),(18 1813613.4),(19 1952607.6),(20 2097910.3),(21 2231614),(22 2370081),(23 2507476.8),(24 2647443.8),(25 2800352.8),(26 2963609.3),(27 3153477.3),(28 3360526.8),(29 3587248),(30 3853213.8),(31 4135528.8),(32 4470403.5),(33 4831314.5),(34 5216211.5),(35 5642102),(36 6095358.5),(37 6554940.5),(38 7023285.5),(39 7546138.5),(40 8065984.5),(41 8545461),(42 9040191),(43 9572266),(44 10100306),(45 10639383),(46 11132751),(47 11628485),(48 12116483),(49 12605867),(50 13064083),(51 13488577),(52 13876093),(53 14202527),(54 14483595),(55 14717569),(56 14904161),(57 15064607),(58 15208395),(59 15346627),(60 15427712),(61 15533991),(62 15605635),(63 15700524),(64 15761721),(65 15801328),(66 15798115),(67 15786760),(68 15747887),(69 15742337),(70 15730951),(71 15749679),(72 15746397),(73 15806412),(74 15860488),(75 15980589),(76 16091680),(77 16202040),(78 16298624),(79 16386340),
(1 17878.822),(2 67290.61),(3 145026.5),(4 246579.16),(5 366201.34),(6 502642.6),(7 653706.2),(8 812569.2),(9 979271.75),(10 1153434.8),(11 1331884),(12 1510762.1),(13 1688797),(14 1863175),(15 2031489),(16 2188617.3),(17 2343118.3),(18 2483348.5),(19 2611741.8),(20 2720595),(21 2820541.5),(22 2901940.3),(23 2969425.5),(24 3017820.5),(25 3056134.3),(26 3076355.8),(27 3085812.3),(28 3082161.5),(29 3067072.8),(30 3043418.5),(31 3012660.3),(32 2975321),(33 2933550),(34 2882607.8),(35 2828146.8),(36 2770607.3),(37 2711246.5),(38 2643939.3),(39 2574017.3),(40 2504282.3),(41 2432029.8),(42 2354657.5),(43 2277480.8),(44 2200697),(45 2127730.8),(46 2053169.4),(47 1985079.3),(48 1920282.4),(49 1861452.1),(50 1811519.3),(51 1770368.4),(52 1734866.4),(53 1704189.9),(54 1678464),(55 1663506.1),(56 1659689.4),(57 1663273.3),(58 1673693.3),(59 1699134.3),(60 1735647.6),(61 1777940.4),(62 1822002.8),(63 1869406.3),(64 1920322.4),(65 1975362.4),(66 2034061),(67 2091564.1),(68 2153128.5),(69 2215588),(70 2275801.3),(71 2334077.5),(72 2389355),(73 2443470),(74 2491391.3),(75 2536425),(76 2571943.5),(77 2593871),(78 2603978.5),(79 2609127.8),
(1 19110.568),(2 72094.25),(3 154419.89),(4 260851.92),(5 386543.84),(6 527066.44),(7 677745.1),(8 833977.44),(9 991272.75),(10 1148411.6),(11 1303279.4),(12 1453960.9),(13 1599051),(14 1736384.4),(15 1865092.4),(16 1984038.1),(17 2090169.1),(18 2183798.5),(19 2260741.3),(20 2324966.3),(21 2379728.8),(22 2419762.8),(23 2448423.5),(24 2458859.5),(25 2463490.3),(26 2458088),(27 2450111.3),(28 2436557),(29 2429427.8),(30 2412881.8),(31 2392982.5),(32 2369205.3),(33 2354851.8),(34 2340950.8),(35 2328850.8),(36 2316924.3),(37 2307766.3),(38 2299717.8),(39 2294342.8),(40 2286241.5),(41 2273857.8),(42 2258235.3),(43 2241488.8),(44 2216315.3),(45 2184091.8),(46 2146841.8),(47 2109105.8),(48 2069325),(49 2033842),(50 2002429.5),(51 1977204.6),(52 1960284),(53 1954785.5),(54 1958983.6),(55 1969239),(56 1988990),(57 2014295),(58 2041580.1),(59 2076234.6),(60 2116430.3),(61 2163092),(62 2212065.5),(63 2263687.8),(64 2319394.3),(65 2380523.3),(66 2445691.3),(67 2517089.8),(68 2586562.8),(69 2648154.8),(70 2695463),(71 2736957.8),(72 2763956),(73 2784263.8),(74 2789235.3),(75 2780590.3),(76 2754592.3),(77 2715195.3),(78 2666309.5),(79 2606606.3),
(1 17743.912),(2 67139.37),(3 144507.31),(4 246119.08),(5 366610.88),(6 502088.47),(7 649958.44),(8 805437.2),(9 962325.44),(10 1118059.1),(11 1268343.5),(12 1415517.3),(13 1555039),(14 1682764.4),(15 1797777),(16 1894132.5),(17 1971354.1),(18 2033964.5),(19 2074873.6),(20 2101379.8),(21 2114003),(22 2113391),(23 2100091.8),(24 2077332.1),(25 2047349),(26 2018731.9),(27 1995565.5),(28 1975023.4),(29 1963153),(30 1949528),(31 1942737.9),(32 1938481.9),(33 1945919.4),(34 1957489.5),(35 1976974.1),(36 1993036.1),(37 2016582.4),(38 2032617.9),(39 2040834.5),(40 2048703),(41 2053058.3),(42 2054760.1),(43 2044351.6),(44 2026702.9),(45 2006294.4),(46 1979136.4),(47 1948443.9),(48 1919888.4),(49 1890629.5),(50 1856357.8),(51 1826375.6),(52 1798262.5),(53 1770688.6),(54 1742321.8),(55 1711691.3),(56 1678033.6),(57 1642095.4),(58 1606555.4),(59 1579766.8),(60 1565020.1),(61 1560716.8),(62 1563437.1),(63 1576057),(64 1601530.8),(65 1637980.8),(66 1678584.8),(67 1723393.9),(68 1765394.3),(69 1799727),(70 1815632),(71 1819723.5),(72 1805441),(73 1777497),(74 1735304),(75 1690278.4),(76 1644062.4),(77 1603351),(78 1573441.9),(79 1556985.1),
(1 20097.352),(2 75704.37),(3 163315.06),(4 277680.44),(5 413302.63),(6 563093.4),(7 725239.44),(8 889381.94),(9 1048675.8),(10 1196010.6),(11 1334490),(12 1461707),(13 1578372),(14 1678740.5),(15 1764730.9),(16 1840418.9),(17 1904705.9),(18 1958935),(19 2006933),(20 2050997.9),(21 2090443.3),(22 2135204),(23 2177828.3),(24 2218729.5),(25 2263021),(26 2306235),(27 2351742),(28 2397568.8),(29 2438156.3),(30 2468895),(31 2491048.5),(32 2500920.8),(33 2502129),(34 2488699.8),(35 2467199.3),(36 2429999.3),(37 2385958),(38 2331775.8),(39 2269950),(40 2211972.3),(41 2157326),(42 2109046.5),(43 2062116.1),(44 2017256.5),(45 1982431.5),(46 1955693),(47 1938157.3),(48 1924025.6),(49 1910922.1),(50 1894938.1),(51 1888502.1),(52 1884267.9),(53 1882467.9),(54 1884333.5),(55 1896027.6),(56 1915891.5),(57 1935588.4),(58 1958808.1),(59 1986509.6),(60 2017783.5),(61 2045827.6),(62 2062163.9),(63 2073987.4),(64 2074793.5),(65 2063572.1),(66 2041351.3),(67 2008640.8),(68 1966390.8),(69 1921642.5),(70 1879668),(71 1845701.6),(72 1817436),(73 1799709),(74 1792126.9),(75 1794721.5),(76 1807468.4),(77 1825143.9),(78 1839992.4),(79 1852727),
(1 19447.85),(2 72925.78),(3 155669.6),(4 259742.19),(5 382073.34),(6 517840.2),(7 663971.5),(8 815381.06),(9 966933.75),(10 1117288),(11 1263910.3),(12 1405471.5),(13 1540292.8),(14 1663533.8),(15 1772324.8),(16 1858792.6),(17 1918231.1),(18 1957529.4),(19 1975371.9),(20 1971196.5),(21 1949218.4),(22 1914344.6),(23 1871195),(24 1818942.5),(25 1765895.8),(26 1716155),(27 1671982.4),(28 1632250.6),(29 1605158.5),(30 1586512.6),(31 1576301.1),(32 1573328.8),(33 1576762.4),(34 1580120.9),(35 1585424.8),(36 1591081.1),(37 1600541.8),(38 1611944.5),(39 1625210.4),(40 1638591.5),(41 1649081),(42 1655549.1),(43 1659425.1),(44 1653764.1),(45 1646219),(46 1634488.9),(47 1620259.9),(48 1600025.8),(49 1580955.9),(50 1560939),(51 1545952.9),(52 1533662.3),(53 1527792.9),(54 1524435.5),(55 1524520.6),(56 1529461.9),(57 1535168.9),(58 1539482.9),(59 1545286.6),(60 1548878.6),(61 1553626.4),(62 1557346.4),(63 1560793.5),(64 1562676.1),(65 1562749.8),(66 1556373.5),(67 1550919.4),(68 1550852.5),(69 1558304.6),(70 1569821.6),(71 1586777.8),(72 1610720.3),(73 1640750.1),(74 1669592.6),(75 1701856.3),(76 1736828.6),(77 1775004.3),(78 1814421.6),(79 1849501.4),
(1 15851.85),(2 58917.49),(3 125563.51),(4 210218.4),(5 309214.6),(6 418402.7),(7 533986.8),(8 651632.06),(9 766150.06),(10 876519.3),(11 979953.44),(12 1076175.1),(13 1163534.1),(14 1242658.4),(15 1311744.9),(16 1364364.3),(17 1398249.9),(18 1419044.3),(19 1434509.1),(20 1439572.8),(21 1442812.5),(22 1436700.4),(23 1426303.8),(24 1411296.9),(25 1395970),(26 1376531.5),(27 1354794.6),(28 1331342.9),(29 1309104.3),(30 1283321.4),(31 1257838.1),(32 1235943.8),(33 1220630.5),(34 1208097.5),(35 1197985.6),(36 1192890.1),(37 1195110.4),(38 1200827.4),(39 1211916.4),(40 1226988.5),(41 1248590.4),(42 1273630.1),(43 1301088.9),(44 1326944.1),(45 1355427.8),(46 1386215.1),(47 1417020.4),(48 1442942.6),(49 1465951.8),(50 1486936.6),(51 1504707.8),(52 1518422.4),(53 1532893.1),(54 1544485.9),(55 1562248.3),(56 1577243.5),(57 1587800.8),(58 1588913.8),(59 1582576.9),(60 1566663.6),(61 1548205.6),(62 1519563.3),(63 1485249.5),(64 1444846.4),(65 1406681.1),(66 1370641.6),(67 1339691.3),(68 1317641.5),(69 1306384.8),(70 1301756.6),(71 1309818.6),(72 1329863.6),(73 1356493.9),(74 1381337.5),(75 1402342),(76 1418713.1),(77 1426819.8),(78 1426994.1),(79 1418673.4),
(1 18552.402),(2 69219.43),(3 148194.5),(4 248359.81),(5 365563.22),(6 493589.28),(7 629510.2),(8 765289.1),(9 897169.56),(10 1022435.5),(11 1137328.8),(12 1241624.4),(13 1329450.6),(14 1400117.6),(15 1449284),(16 1475262.1),(17 1478966.8),(18 1467041.6),(19 1443426.1),(20 1410591.3),(21 1372792),(22 1328337.1),(23 1281880),(24 1236356.4),(25 1195076.6),(26 1156346.9),(27 1125643),(28 1101815.8),(29 1085179.3),(30 1072355.4),(31 1065883.1),(32 1063090.9),(33 1066616.5),(34 1075104.5),(35 1087843.4),(36 1102052.9),(37 1120948.4),(38 1140979.4),(39 1162097),(40 1184824.3),(41 1208872.5),(42 1232559.3),(43 1254226.6),(44 1272554.4),(45 1287526.8),(46 1299367),(47 1309663.9),(48 1319384.4),(49 1327066.8),(50 1338297.3),(51 1352340.9),(52 1368048.5),(53 1391626.4),(54 1417954.4),(55 1440450.6),(56 1452008.6),(57 1457411.9),(58 1454957.1),(59 1452368.8),(60 1448449.3),(61 1445035.1),(62 1432247.8),(63 1408280.9),(64 1379315.4),(65 1343995),(66 1304462.5),(67 1265174.8),(68 1225222.6),(69 1190358.1),(70 1163238.1),(71 1143180.9),(72 1136373.9),(73 1134029.9),(74 1135614.1),(75 1141901.4),(76 1151305),(77 1165103.4),(78 1186405),(79 1217615.1),
(1 19414.42),(2 72813.7),(3 156165.13),(4 262718.94),(5 386049.56),(6 521798),(7 665896.44),(8 810567.5),(9 946340.56),(10 1071681.3),(11 1184141.6),(12 1281115.1),(13 1364389.1),(14 1433021.5),(15 1481479.5),(16 1507562.4),(17 1513387.4),(18 1502652.9),(19 1476706),(20 1440439.4),(21 1398908.5),(22 1355381.4),(23 1314682.9),(24 1278174.1),(25 1247394),(26 1219440.3),(27 1197580.4),(28 1175797.6),(29 1156056.6),(30 1132865.1),(31 1107618.5),(32 1081429.4),(33 1056654.5),(34 1029121.94),(35 1006291.25),(36 987529.75),(37 973932.56),(38 967223.6),(39 968215.44),(40 979433.56),(41 1001875),(42 1032100.1),(43 1066075.5),(44 1097918.4),(45 1128970),(46 1156187.8),(47 1181952.5),(48 1205640.9),(49 1222403.5),(50 1237623),(51 1250826.9),(52 1260755.5),(53 1265206.8),(54 1263341.6),(55 1253868),(56 1240433.1),(57 1225329.8),(58 1207378),(59 1191395.4),(60 1175937.3),(61 1160908.9),(62 1145876.5),(63 1133037.8),(64 1125674.9),(65 1122670.5),(66 1122174),(67 1122866.9),(68 1119994),(69 1114093.4),(70 1104768.3),(71 1091029.6),(72 1070660.5),(73 1047892.1),(74 1024532.6),(75 1005680.5),(76 990761.44),(77 979985.56),(78 974457),(79 973898.44),
(1 16664.402),(2 61806.742),(3 131212.84),(4 219065.6),(5 319296.66),(6 427727.47),(7 540593.9),(8 650728.6),(9 749654.1),(10 837182.5),(11 910389),(12 969761),(13 1014748.06),(14 1048537.56),(15 1066067.6),(16 1070681.6),(17 1067274.4),(18 1056180.9),(19 1043285.7),(20 1031136.6),(21 1022253.1),(22 1015486.44),(23 1013515.75),(24 1015672.6),(25 1021145.6),(26 1028054.3),(27 1033752.25),(28 1036220.06),(29 1032019.8),(30 1018757.94),(31 994742.9),(32 968531.3),(33 943483),(34 916456.44),(35 891672.56),(36 866109.7),(37 845339.5),(38 829049.4),(39 817574.3),(40 807121.8),(41 798215.7),(42 794148.5),(43 792778),(44 790804.5),(45 790621.6),(46 792343.06),(47 795222.75),(48 797941.6),(49 796096.75),(50 793152.4),(51 788141.4),(52 780633.3),(53 771856.7),(54 762759.25),(55 752657.75),(56 742469.9),(57 732059.56),(58 724798.25),(59 723539.75),(60 727158.56),(61 738296.75),(62 757647.3),(63 780128),(64 806561.25),(65 834192.9),(66 858617.8),(67 880414.9),(68 899529.1),(69 913356.7),(70 920596.75),(71 919080.1),(72 907569.2),(73 890983.44),(74 873254.1),(75 860944),(76 852749.5),(77 852324.5),(78 861102.6),(79 873813.6),
(1 12769.184),(2 46066.04),(3 94906.96),(4 153947.4),(5 219213.7),(6 290094.25),(7 364261.47),(8 436191.38),(9 503026.16),(10 563044.56),(11 614685.8),(12 655526.6),(13 687151.7),(14 711056.6),(15 725631.44),(16 736226),(17 745689.8),(18 750689.6),(19 751687.7),(20 750263.56),(21 747972.06),(22 742985),(23 735212.7),(24 726970.56),(25 720733.6),(26 716926.6),(27 714571.4),(28 711507.7),(29 709773.4),(30 709297.56),(31 708684),(32 708585.6),(33 709219.25),(34 706866),(35 705880.9),(36 706993.3),(37 709800.6),(38 716079.44),(39 726355.8),(40 736526.9),(41 749050.06),(42 764963.25),(43 785835),(44 808465.25),(45 830880.44),(46 853752.9),(47 872890),(48 887678.94),(49 894677),(50 897802.6),(51 897473.25),(52 893725.56),(53 888570.06),(54 883614.06),(55 882490.7),(56 885238.25),(57 894819.4),(58 905863),(59 912903.4),(60 911788.1),(61 904780.1),(62 893079.6),(63 875736.3),(64 853813.2),(65 828984.06),(66 801572.56),(67 774203.8),(68 749162.8),(69 729899.7),(70 716088),(71 704358.94),(72 693397.94),(73 684112.1),(74 675264.6),(75 670106.7),(76 666270.44),(77 663418.6),(78 663076.75),(79 665147.3),
(1 15771.675),(2 58639.074),(3 122769),(4 202134.58),(5 290486.56),(6 382971.38),(7 475842.5),(8 562457.8),(9 641747),(10 714707.1),(11 776193),(12 827741.6),(13 871090.25),(14 906237.6),(15 929332.94),(16 950344.2),(17 964536.25),(18 968699),(19 966820.1),(20 958730.9),(21 948087.2),(22 934298.25),(23 918781.8),(24 904808.8),(25 891603.1),(26 876862.25),(27 859259.9),(28 837398),(29 814808.1),(30 791102.7),(31 766739.44),(32 745641.44),(33 729491.25),(34 716648.7),(35 706793.5),(36 700174.25),(37 699244.06),(38 702412.1),(39 711869.7),(40 721951.2),(41 731869.25),(42 744401.8),(43 761098.94),(44 776502.7),(45 788233.8),(46 799326.5),(47 810764.25),(48 823003.6),(49 832846.94),(50 842069.6),(51 852020.25),(52 859009.7),(53 868784.94),(54 883747.94),(55 906143),(56 928765),(57 950155.4),(58 968568),(59 980056.56),(60 981325),(61 976471.7),(62 965523.7),(63 948287.56),(64 929200),(65 908428),(66 885100.7),(67 860097.8),(68 832227.6),(69 803553.5),(70 777144.75),(71 754985.75),(72 737975.3),(73 726931.06),(74 722093.5),(75 722571.56),(76 723889.94),(77 720481.94),(78 715841),(79 708512.1),
(1 14743.089),(2 54808.543),(3 117651.805),(4 198588.64),(5 292582.3),(6 390585.84),(7 488555.06),(8 578664.5),(9 659242.7),(10 728860.06),(11 785262.4),(12 826726.8),(13 856361.5),(14 873724.44),(15 882699.9),(16 884917.06),(17 885600.5),(18 886273.56),(19 883868.9),(20 876000.3),(21 864922.1),(22 850395),(23 836195.75),(24 823937.6),(25 813033.56),(26 800129.6),(27 785389.25),(28 767835.06),(29 751924.5),(30 736871.8),(31 724477.8),(32 713121.06),(33 702876.2),(34 690892.5),(35 678763),(36 665317.9),(37 652288.2),(38 638379.44),(39 624740.3),(40 615090.6),(41 609530.2),(42 610693.5),(43 616347.56),(44 626521.56),(45 640691.2),(46 654936.56),(47 667639.44),(48 681161.3),(49 696687.75),(50 710528.3),(51 723443.1),(52 732681.7),(53 741131.4),(54 750505.56),(55 758928.25),(56 762210.25),(57 764680.06),(58 767319.5),(59 770867.25),(60 775693.5),(61 782552.3),(62 787343.2),(63 790912.1),(64 789811.06),(65 785890.9),(66 776842.1),(67 764753.6),(68 746193.1),(69 726216.3),(70 706228.9),(71 688865.25),(72 674373.44),(73 663676.06),(74 657022.56),(75 656352.44),(76 656896.25),(77 660648.44),(78 669027.7),(79 677357.75),
(1 17035.002),(2 63163.164),(3 132979.61),(4 218572.38),(5 312204.63),(6 408001.63),(7 500976.38),(8 585025.75),(9 657025.25),(10 712759),(11 751625.4),(12 774004.44),(13 782507.94),(14 780502.25),(15 772910.6),(16 762798.25),(17 753746.3),(18 742136),(19 731661.3),(20 723952.75),(21 717381.94),(22 708111.94),(23 697709.6),(24 687174.3),(25 676674.3),(26 663694.6),(27 649240.75),(28 633115.1),(29 617752.56),(30 601839.5),(31 585647.3),(32 572714.44),(33 564780.94),(34 561620.6),(35 564720.94),(36 573013.7),(37 583024.06),(38 592496.6),(39 600529.44),(40 608621.75),(41 616708.6),(42 621101.4),(43 618701.2),(44 611138.25),(45 602415.44),(46 593268.4),(47 584463.3),(48 578088.94),(49 573398),(50 575348.06),(51 583137.7),(52 594021.6),(53 610219.06),(54 626259.8),(55 634920.56),(56 641891.94),(57 644151),(58 639753.7),(59 630056.8),(60 621888.3),(61 616238.25),(62 613126.2),(63 612569.3),(64 616203.6),(65 624373.94),(66 634456.2),(67 645766.25),(68 654907),(69 663984.06),(70 670809),(71 675671.56),(72 681905.2),(73 688645.25),(74 694083.25),(75 696217.2),(76 694218.06),(77 688183.2),(78 679083.6),(79 668309.4),
(1 15107.339),(2 55426.99),(3 113847.01),(4 182269.42),(5 254527.42),(6 327113.2),(7 395347.06),(8 455284.63),(9 502424.8),(10 536299.6),(11 556896.4),(12 566256),(13 568126.4),(14 565840.8),(15 562215.1),(16 561041.8),(17 566389.75),(18 577616.1),(19 589859.4),(20 603853.06),(21 619129.06),(22 633193.7),(23 644298.5),(24 649150),(25 647227.6),(26 635842.5),(27 616826.56),(28 592659.4),(29 567453.25),(30 542998.2),(31 523299.2),(32 508133.78),(33 498417.97),(34 494378.94),(35 495951.8),(36 503599.78),(37 515428.34),(38 528911.3),(39 539311.44),(40 544347.4),(41 545510.5),(42 543968.6),(43 538790.3),(44 531821.3),(45 521094.53),(46 508262.8),(47 498716.5),(48 493139.38),(49 493224.88),(50 500344.88),(51 510811.2),(52 521780.2),(53 531732.56),(54 537124.4),(55 537207.44),(56 537618.8),(57 535398.94),(58 529235.6),(59 521304.88),(60 513809.16),(61 510524.97),(62 508312),(63 506409.06),(64 507665.6),(65 511662.75),(66 517723.78),(67 527522.9),(68 536660.6),(69 545062.4),(70 554311),(71 561586.2),(72 564727.6),(73 565304.9),(74 561214.94),(75 555095.94),(76 549135.44),(77 545365.3),(78 545879.8),(79 549220.9),
(1 13185.068),(2 48072.688),(3 99393.02),(4 158991.53),(5 220731.86),(6 283852.06),(7 343371.38),(8 396139.13),(9 440584.8),(10 476297.25),(11 502439.7),(12 523165.88),(13 534683.56),(14 538687.25),(15 538665.1),(16 536619.9),(17 533331.75),(18 529390.7),(19 523088.66),(20 514353.78),(21 501964.13),(22 488161.06),(23 472862.84),(24 457372.94),(25 441243.13),(26 425841.06),(27 411478.22),(28 400496.44),(29 391343.44),(30 384973.03),(31 382364.2),(32 380147.56),(33 378161.16),(34 377477.7),(35 379051.38),(36 382646.13),(37 388096.2),(38 394254.5),(39 400346.13),(40 404795.38),(41 408161.38),(42 414151.28),(43 420537.97),(44 425432.3),(45 430018.56),(46 432929.6),(47 436951.66),(48 440995.44),(49 445240.72),(50 449486.22),(51 453150.28),(52 456897.34),(53 458965.34),(54 459567.72),(55 457793.13),(56 455198.03),(57 450948.8),(58 446370.84),(59 439885.5),(60 436166.1),(61 435859.78),(62 438810.2),(63 442298.88),(64 448876.8),(65 457652.22),(66 467232.3),(67 476208.56),(68 483931.13),(69 490000.72),(70 493494.56),(71 493008.72),(72 491641.38),(73 489807.97),(74 489671.72),(75 490216.94),(76 491125.78),(77 491756.56),(78 493085.7),(79 495153.7),
(1 12178.545),(2 43643.855),(3 88561.914),(4 141304.47),(5 196236.08),(6 250070.47),(7 296148.44),(8 332832.44),(9 357888.1),(10 373189.2),(11 380094.28),(12 382916.84),(13 381643.9),(14 378019.2),(15 374200.34),(16 369810.44),(17 365621.25),(18 362384.63),(19 358603.47),(20 353606.84),(21 347062),(22 341541.16),(23 336981.2),(24 333090.94),(25 329863.06),(26 327567.53),(27 327494.8),(28 330808.25),(29 336821.8),(30 345538.3),(31 356333.34),(32 364790.44),(33 372558.38),(34 378623.56),(35 382498.56),(36 384741.34),(37 386787.56),(38 388378),(39 390084.8),(40 394209.44),(41 401114.47),(42 410434.1),(43 418695.44),(44 427176.2),(45 432389.34),(46 433579.1),(47 431957.66),(48 428443.84),(49 422407.1),(50 415263.34),(51 406734.53),(52 401068.2),(53 398012.63),(54 397708.9),(55 396727.75),(56 394324.16),(57 390419.38),(58 388037.47),(59 385222.34),(60 382211.97),(61 377709.1),(62 373374.38),(63 370448),(64 370907.4),(65 375248.06),(66 381241.84),(67 389268.1),(68 396779.25),(69 405588.66),(70 415147.8),(71 420805.63),(72 420857.34),(73 414471.72),(74 404896.1),(75 394441.84),(76 384289.9),(77 375881.5),(78 371710.5),(79 370439.84),
(1 10933.723),(2 39021.86),(3 79314.766),(4 124980.93),(5 173572.64),(6 222078.6),(7 266852.84),(8 302764.97),(9 328706.53),(10 345210.63),(11 353289.9),(12 353789.22),(13 349413.38),(14 345367.03),(15 344884.38),(16 349087.5),(17 355423.8),(18 362333.56),(19 367854.03),(20 371028.28),(21 372549.44),(22 373188.2),(23 373104.94),(24 373498.66),(25 375102.22),(26 375325.25),(27 373734.66),(28 373289.5),(29 375651.44),(30 379273.16),(31 384453.44),(32 390499.13),(33 398023.7),(34 403730.4),(35 406762.94),(36 406012.88),(37 401676.2),(38 393974.5),(39 384355.28),(40 375520.1),(41 368422.72),(42 363491.2),(43 358620.34),(44 353409.03),(45 346541.66),(46 338176.72),(47 330168.56),(48 322003.9),(49 313537.22),(50 305207.28),(51 303287.97),(52 304381.25),(53 308227.53),(54 314813.84),(55 323274.56),(56 333006.3),(57 340869.6),(58 346394.28),(59 351412.13),(60 354685.28),(61 356415.5),(62 354838.75),(63 350655.56),(64 345960.25),(65 344459.5),(66 344424.8),(67 347944.97),(68 352185.72),(69 357321.72),(70 364568.34),(71 372648.8),(72 378797.88),(73 383453.5),(74 385716.66),(75 383011.72),(76 377072.1),(77 368740.8),(78 358836.22),(79 346125.8),
