1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31577.56),(2 47572.86),(3 58328.64),(4 110161.22),(5 149026.02),(6 174675.19),(7 241281.38),(8 297693.03),(9 344730.13),(10 426928.6),(11 495482.28),(12 567280.8),(13 662810.2),(14 740127.2),(15 831265.25),(16 928117.5),(17 1007545.7),(18 1143032.1),(19 1254520.1),(20 1345451.8),(21 1467095.6),(22 1597746.4),(23 1727754.5),(24 1886726.4),(25 2055133.6),(26 2222643.5),(27 2432060.3),(28 2636892.3),(29 2832701.3),(30 3044328.8),(31 3248636.8),(32 3410607.3),(33 3681268.8),(34 3837748),(35 3977270.8),(36 4237085.5),(37 4408317.5),(38 4631761.5),(39 4975415.5),(40 5185850.5),(41 5419974),(42 5722201.5),(43 5950447.5),(44 6220891.5),(45 6501831.5),(46 6733910.5),(47 6964206.5),(48 7321298.5),(49 7512088),(50 7722821.5),(51 7960646),(52 8117040.5),(53 8308958.5),(54 8520387),(55 8703454),(56 8933671),(57 9157791),(58 9387371),(59 9604835),(60 9781641),(61 9879796),(62 10027742),(63 10253393),(64 10327740),(65 10415947),(66 10529657),(67 10560283),(68 10652621),(69 10706289),(70 10717385),(71 10778785),(72 10850616),(73 10856787),(74 10911179),(75 11004309),(76 11003497),(77 11064451),(78 11193989),(79 11180291),
(1 19774.97),(2 72663.55),(3 160568.05),(4 276456.1),(5 418943.47),(6 587571.8),(7 779386.9),(8 988251.56),(9 1215201.6),(10 1458758.8),(11 1710609),(12 1971301.4),(13 2238417.5),(14 2511035.8),(15 2793095),(16 3079480.3),(17 3363498.8),(18 3652440.3),(19 3929703),(20 4194664.5),(21 4455119),(22 4716003.5),(23 4962932.5),(24 5203951.5),(25 5427041.5),(26 5627581),(27 5823140),(28 6007614),(29 6174206.5),(30 6324415.5),(31 6460355.5),(32 6573831.5),(33 6675686.5),(34 6768248.5),(35 6853236),(36 6932460.5),(37 7003729.5),(38 7050183),(39 7079194.5),(40 7104432.5),(41 7116976.5),(42 7121874),(43 7122672.5),(44 7101612),(45 7065826),(46 7028169.5),(47 6989081.5),(48 6928105),(49 6866073.5),(50 6808025),(51 6737683.5),(52 6670800.5),(53 6601354.5),(54 6550889.5),(55 6521845),(56 6481833.5),(57 6453285.5),(58 6433291),(59 6415942.5),(60 6397001.5),(61 6400231),(62 6398084),(63 6395714),(64 6389661),(65 6385018.5),(66 6390151),(67 6417568),(68 6456535.5),(69 6508004),(70 6571413),(71 6643463.5),(72 6724935),(73 6821140),(74 6931313.5),(75 7055577.5),(76 7184645.5),(77 7317893),(78 7446344.5),(79 7568684.5),
(1 20473.521),(2 75681.12),(3 165333.56),(4 284856.34),(5 431047.22),(6 599154.06),(7 790807),(8 1002221.7),(9 1227786.6),(10 1466115),(11 1714004.6),(12 1965023.4),(13 2217393),(14 2469351.5),(15 2722888.8),(16 2966896.8),(17 3205175.3),(18 3432954.3),(19 3650208.8),(20 3854572.8),(21 4047023.3),(22 4226610.5),(23 4394533),(24 4546399.5),(25 4695709.5),(26 4838517.5),(27 4977838),(28 5109865),(29 5243402.5),(30 5369820.5),(31 5498225.5),(32 5619587.5),(33 5745614.5),(34 5870630),(35 6009561.5),(36 6138273.5),(37 6268090.5),(38 6388949.5),(39 6496926),(40 6593102),(41 6684502.5),(42 6766468),(43 6835434.5),(44 6891444),(45 6947908),(46 6993264.5),(47 7038464.5),(48 7071026.5),(49 7102412.5),(50 7120470),(51 7127470.5),(52 7127510.5),(53 7125900),(54 7123631.5),(55 7126965.5),(56 7116365.5),(57 7113329.5),(58 7107576),(59 7104210.5),(60 7096493.5),(61 7100163.5),(62 7105248.5),(63 7112745.5),(64 7121910.5),(65 7132533.5),(66 7143814),(67 7160993.5),(68 7168596),(69 7175154.5),(70 7170302),(71 7172527.5),(72 7164364),(73 7156653.5),(74 7142262.5),(75 7131462.5),(76 7116418.5),(77 7093124.5),(78 7045870.5),(79 6998301.5),
(1 18138.533),(2 66273.48),(3 143142.55),(4 245534.52),(5 371010.1),(6 514832.25),(7 681151.6),(8 863372),(9 1061548.4),(10 1273767.6),(11 1492688.8),(12 1718276.4),(13 1950336.1),(14 2180756.8),(15 2411009),(16 2639222),(17 2858796.8),(18 3071621),(19 3274710.5),(20 3465162.5),(21 3648090.3),(22 3817275.3),(23 3968732.8),(24 4114114.5),(25 4256880.5),(26 4385739.5),(27 4503899),(28 4618791.5),(29 4716075.5),(30 4794726.5),(31 4863045),(32 4917673.5),(33 4965037),(34 5002241.5),(35 5032031.5),(36 5059204.5),(37 5081412),(38 5086374),(39 5082177.5),(40 5079136.5),(41 5073862),(42 5083328),(43 5088031.5),(44 5090856.5),(45 5098574.5),(46 5110874),(47 5112818),(48 5105141),(49 5105262.5),(50 5110031.5),(51 5124699.5),(52 5150761.5),(53 5186236.5),(54 5236546.5),(55 5303770),(56 5365990.5),(57 5432684),(58 5506578),(59 5580717),(60 5644142),(61 5706989),(62 5763894),(63 5808571.5),(64 5841438.5),(65 5878590.5),(66 5899394.5),(67 5917428.5),(68 5921552),(69 5924021),(70 5921302),(71 5908960),(72 5888871.5),(73 5865406.5),(74 5836129.5),(75 5800065.5),(76 5759606),(77 5711842.5),(78 5652713.5),(79 5595301),
(1 17510.35),(2 64767.195),(3 140212.61),(4 240549.58),(5 363607.84),(6 505699.38),(7 669947.4),(8 854676.94),(9 1053877.6),(10 1266149),(11 1487417.3),(12 1712371.5),(13 1941313),(14 2172491),(15 2410168.3),(16 2641738),(17 2869866.5),(18 3092163),(19 3305043.5),(20 3510910.8),(21 3712648.8),(22 3905867.3),(23 4090862),(24 4254700.5),(25 4414038),(26 4558614.5),(27 4684469),(28 4796315),(29 4893364),(30 4968897),(31 5025575.5),(32 5066509),(33 5096484),(34 5114144),(35 5117072.5),(36 5102484.5),(37 5075833),(38 5040269),(39 4990406),(40 4940032),(41 4887553.5),(42 4836266),(43 4781488.5),(44 4726288.5),(45 4670575.5),(46 4619632),(47 4567378),(48 4507336.5),(49 4462178),(50 4429214.5),(51 4402870.5),(52 4391526.5),(53 4388492.5),(54 4393936.5),(55 4410803),(56 4433011),(57 4460937.5),(58 4502255.5),(59 4545360.5),(60 4580082),(61 4617944.5),(62 4652660.5),(63 4682921.5),(64 4699484),(65 4723638),(66 4745556.5),(67 4765418.5),(68 4781372),(69 4800792.5),(70 4821353.5),(71 4839004),(72 4856611.5),(73 4871288),(74 4880669),(75 4897046.5),(76 4906680),(77 4916938),(78 4934366.5),(79 4959213),
(1 20992.22),(2 78419.22),(3 169847.7),(4 293105.4),(5 442854.13),(6 616705),(7 811556.06),(8 1020189.6),(9 1239532.5),(10 1467156.1),(11 1695159.3),(12 1920308.6),(13 2144641.8),(14 2361602),(15 2567767.8),(16 2762888),(17 2947690.8),(18 3119492.3),(19 3282329),(20 3427315.3),(21 3559899.3),(22 3683579.3),(23 3790997.3),(24 3884827.8),(25 3970014),(26 4033528.3),(27 4087042.3),(28 4125662),(29 4148099.8),(30 4153871.8),(31 4150012.3),(32 4137566.8),(33 4123710.5),(34 4102170),(35 4082203.8),(36 4061383.5),(37 4039015),(38 4015643.8),(39 3997574.3),(40 3979844.8),(41 3964099.5),(42 3951767.5),(43 3946979.8),(44 3951924.8),(45 3962755.5),(46 3972785.3),(47 3990761.5),(48 4005769),(49 4023123),(50 4043564.3),(51 4064509.3),(52 4089057.8),(53 4115395),(54 4137665.8),(55 4159470),(56 4177103),(57 4188048),(58 4196512.5),(59 4200970),(60 4201831),(61 4203602.5),(62 4206617.5),(63 4199820),(64 4200095),(65 4211390),(66 4217863.5),(67 4217438.5),(68 4213397),(69 4216551.5),(70 4224196),(71 4225441),(72 4224967.5),(73 4219340),(74 4208108),(75 4194610),(76 4177058.3),(77 4155184),(78 4130376.3),(79 4108539.5),
(1 19213.396),(2 70743.164),(3 152954.86),(4 261513.03),(5 393120.1),(6 544650.1),(7 714178),(8 899027.94),(9 1092046.5),(10 1293613.8),(11 1497480.6),(12 1698858.9),(13 1895946),(14 2088953.4),(15 2274769.8),(16 2450131.3),(17 2619710.8),(18 2774668.8),(19 2915418.8),(20 3047140.3),(21 3168739),(22 3282679),(23 3393164),(24 3488868),(25 3578851.3),(26 3658197.3),(27 3726583),(28 3785115.3),(29 3831935.3),(30 3866022.3),(31 3892101.5),(32 3916191.5),(33 3938124),(34 3961780),(35 3986897.5),(36 4014103.3),(37 4038241.8),(38 4066675.3),(39 4100735),(40 4140025.5),(41 4186541.8),(42 4233510),(43 4287645),(44 4345942),(45 4409818),(46 4469169.5),(47 4527191),(48 4581247.5),(49 4639153),(50 4686255),(51 4728649.5),(52 4762758.5),(53 4785408.5),(54 4797158.5),(55 4805495),(56 4802093),(57 4794311.5),(58 4780280.5),(59 4760967),(60 4727793.5),(61 4689848),(62 4640722),(63 4580614),(64 4513375),(65 4449746.5),(66 4382347),(67 4321484.5),(68 4264312.5),(69 4217315),(70 4178599.3),(71 4147496.8),(72 4123192),(73 4103281),(74 4095417),(75 4103957.3),(76 4112612.8),(77 4129667.5),(78 4153512),(79 4179149.5),
(1 15216.831),(2 55810.195),(3 119556.76),(4 202288.36),(5 300861.34),(6 411153.75),(7 535430.94),(8 668796.25),(9 808700.8),(10 950910.2),(11 1092007),(12 1231741.9),(13 1369805.6),(14 1503860),(15 1635917.4),(16 1759983.1),(17 1879431.3),(18 1992635.4),(19 2101996.5),(20 2203309),(21 2302473.8),(22 2399321.8),(23 2490893.5),(24 2580340.8),(25 2664700.5),(26 2741090),(27 2813513.5),(28 2874563),(29 2923386.8),(30 2959033.8),(31 2984045.3),(32 3008079.3),(33 3026321.5),(34 3035968),(35 3040717.3),(36 3046373.8),(37 3050003),(38 3048885.8),(39 3044162.8),(40 3042592.5),(41 3041991.8),(42 3038903.3),(43 3035069),(44 3027974),(45 3022750.8),(46 3013927.8),(47 3000007.3),(48 2978317.8),(49 2952160),(50 2933070),(51 2913231.5),(52 2896573.5),(53 2879309.8),(54 2865592),(55 2862663.8),(56 2858434.5),(57 2855443),(58 2860168.5),(59 2863515.3),(60 2863129.5),(61 2872995),(62 2881208.3),(63 2891951.5),(64 2895493.3),(65 2902613.3),(66 2915603.8),(67 2929999.8),(68 2944096.5),(69 2961689.8),(70 2989251.8),(71 3014513.5),(72 3038160.5),(73 3058961.5),(74 3078003.5),(75 3097807.3),(76 3115872.5),(77 3133713),(78 3145795.5),(79 3154608.5),
(1 15495.738),(2 57286.57),(3 122890.33),(4 209119.05),(5 313320.6),(6 434087.7),(7 568672.8),(8 711050.94),(9 859522.06),(10 1011562.6),(11 1165374.3),(12 1316515.4),(13 1465751.9),(14 1608312.5),(15 1744809.3),(16 1867123.9),(17 1974546.6),(18 2067330.9),(19 2150024.8),(20 2220523.5),(21 2280105.8),(22 2330975.5),(23 2377123.5),(24 2419500.3),(25 2458094.8),(26 2493261.5),(27 2526692),(28 2550399.5),(29 2566231),(30 2577004.5),(31 2587426.8),(32 2596671.8),(33 2612741.3),(34 2635366.5),(35 2660602),(36 2692392.3),(37 2741085.8),(38 2785774),(39 2838070.5),(40 2892998),(41 2943862.8),(42 2985835.5),(43 3028189),(44 3060190.5),(45 3094944.8),(46 3128594),(47 3159376.5),(48 3184357.3),(49 3205818.8),(50 3222620.5),(51 3239513.3),(52 3254131.5),(53 3268486.8),(54 3287312.8),(55 3310155.3),(56 3322918.8),(57 3339911.8),(58 3352184.3),(59 3362548),(60 3376231),(61 3387797.3),(62 3391641.3),(63 3397416.8),(64 3395297.8),(65 3381598.3),(66 3352920.8),(67 3336512.5),(68 3322486),(69 3311056.3),(70 3291297),(71 3271890),(72 3245692.5),(73 3224342),(74 3200987.8),(75 3178571.8),(76 3155926.8),(77 3138439.3),(78 3121266.3),(79 3095811),
(1 15113.301),(2 56809.15),(3 122818.51),(4 210102.06),(5 315451.34),(6 434594.56),(7 568191.8),(8 710775.5),(9 859392.9),(10 1011103.75),(11 1164050.8),(12 1315119.5),(13 1461168.4),(14 1598800.5),(15 1724325.9),(16 1835555.4),(17 1937673.4),(18 2031158.8),(19 2114012.5),(20 2188195.5),(21 2252492.8),(22 2307959.5),(23 2356027),(24 2396124.3),(25 2430647.3),(26 2456697.8),(27 2482577),(28 2503165.3),(29 2517508),(30 2523748.5),(31 2527200.5),(32 2527605),(33 2530995.8),(34 2530990),(35 2532620.5),(36 2534835.8),(37 2542900),(38 2547452.3),(39 2552314.5),(40 2560159.8),(41 2573356.5),(42 2586627.8),(43 2600135.5),(44 2611918.3),(45 2628390.5),(46 2642746.3),(47 2654574.5),(48 2662126.3),(49 2662538.5),(50 2660047),(51 2653978.5),(52 2642327),(53 2630203.5),(54 2617271),(55 2607623),(56 2594353.8),(57 2587688.8),(58 2582267.5),(59 2579919.3),(60 2581932.5),(61 2583345.5),(62 2586243),(63 2592881.8),(64 2600673.5),(65 2610214),(66 2617295.5),(67 2633788),(68 2656610.8),(69 2683464.5),(70 2709933.8),(71 2739198),(72 2772064),(73 2808290.8),(74 2851838.3),(75 2901264.5),(76 2953313),(77 3006174.3),(78 3059697.5),(79 3108738),
(1 19849.76),(2 74242.83),(3 161476),(4 276403.78),(5 416261.4),(6 575373.06),(7 751431.7),(8 938372.1),(9 1128044.4),(10 1320084.8),(11 1507392.9),(12 1686870.5),(13 1858234),(14 2014613),(15 2160777.3),(16 2291212.3),(17 2404744),(18 2505722.8),(19 2590457),(20 2657659.3),(21 2713947.5),(22 2755933),(23 2785555.3),(24 2803890.5),(25 2814893.5),(26 2813038.8),(27 2804870.8),(28 2792948),(29 2774802.5),(30 2753015),(31 2738305.3),(32 2723163.8),(33 2716131),(34 2713588.8),(35 2715204),(36 2714346.8),(37 2712859.3),(38 2707429.3),(39 2705262.3),(40 2700309),(41 2693608.3),(42 2684194.3),(43 2668699.8),(44 2653008.8),(45 2636112.8),(46 2615072.8),(47 2591351.3),(48 2568025.8),(49 2542493.8),(50 2515148),(51 2485974),(52 2457088),(53 2429933.8),(54 2406539.8),(55 2382224.8),(56 2356000.8),(57 2335436.3),(58 2316602.5),(59 2299354.5),(60 2287262.3),(61 2284207.5),(62 2281480.3),(63 2289135.5),(64 2301076.8),(65 2316243.3),(66 2335155.5),(67 2365230.8),(68 2400064.5),(69 2439574.5),(70 2482319.3),(71 2526541.5),(72 2564691.3),(73 2603914.8),(74 2643516.3),(75 2683923.5),(76 2726998.8),(77 2769536),(78 2807829.5),(79 2840639.3),
(1 15621.571),(2 57771.793),(3 124547.74),(4 212381.97),(5 318454.1),(6 440163.94),(7 575243.5),(8 719205.8),(9 867117.75),(10 1018737.94),(11 1168446),(12 1313366),(13 1453343.4),(14 1585803.6),(15 1711872),(16 1829928.1),(17 1939849.6),(18 2039732.1),(19 2130938.5),(20 2212237),(21 2284619.5),(22 2352112),(23 2409032.3),(24 2454945.3),(25 2497409.8),(26 2528905.5),(27 2555231.8),(28 2575302.8),(29 2591972.3),(30 2610582.5),(31 2631085.3),(32 2655647.3),(33 2684376.8),(34 2711579.5),(35 2739082),(36 2770967.5),(37 2799216.5),(38 2822949.5),(39 2846370.3),(40 2870309.3),(41 2888608.8),(42 2898429.3),(43 2899057.5),(44 2891904.8),(45 2882039),(46 2862039.8),(47 2831516),(48 2790030.8),(49 2746585.3),(50 2696783.5),(51 2645799.3),(52 2593892),(53 2543926),(54 2493533.3),(55 2445137.5),(56 2401643),(57 2366828.5),(58 2335455.8),(59 2309081.3),(60 2292763),(61 2277241.3),(62 2269576.8),(63 2274021.3),(64 2284119.8),(65 2296778),(66 2320915.5),(67 2356311),(68 2396230.8),(69 2437271.5),(70 2476874.8),(71 2516655.8),(72 2554371.8),(73 2591278.8),(74 2629076),(75 2666742.8),(76 2700579.8),(77 2730720),(78 2756741.5),(79 2777601.8),
(1 12605.566),(2 45726.29),(3 95804.22),(4 160429.9),(5 236470.22),(6 320931.2),(7 413994.84),(8 512411.38),(9 611996.1),(10 713891.7),(11 814791),(12 914019.5),(13 1008836.3),(14 1099406.1),(15 1188046.1),(16 1272427.4),(17 1350875.8),(18 1421926.5),(19 1486463.4),(20 1550517.8),(21 1609442.1),(22 1664479.3),(23 1718657.3),(24 1771371.6),(25 1827995.6),(26 1880164.9),(27 1931404.5),(28 1979629.8),(29 2026775.4),(30 2071008.5),(31 2116525.5),(32 2159731),(33 2202185.8),(34 2241049),(35 2270565),(36 2292269.5),(37 2309080),(38 2319449.8),(39 2324229),(40 2322903),(41 2315253.5),(42 2301983.8),(43 2284641.3),(44 2261101),(45 2229243.3),(46 2189381),(47 2147732.5),(48 2106360),(49 2063261.4),(50 2019926),(51 1972828.5),(52 1928971.1),(53 1892901.1),(54 1862538.6),(55 1837963.5),(56 1817725.4),(57 1803232.4),(58 1787284),(59 1770185.9),(60 1757622.1),(61 1752079.1),(62 1745189.3),(63 1738270.6),(64 1732328.5),(65 1722240.4),(66 1711539.5),(67 1707551.5),(68 1707298.4),(69 1708447.5),(70 1708965.5),(71 1715618.9),(72 1722877.3),(73 1735740.1),(74 1752407.8),(75 1774569.8),(76 1802377.5),(77 1833734.4),(78 1865965.1),(79 1897647.8),
(1 12989.763),(2 47403.855),(3 102099.02),(4 172464.6),(5 255755.16),(6 350399.63),(7 453746.7),(8 563682.5),(9 679069.56),(10 797196.56),(11 914882.06),(12 1031297.75),(13 1143390),(14 1249646.4),(15 1351087.9),(16 1448357),(17 1535376.5),(18 1621252.5),(19 1700484.5),(20 1774482),(21 1842942.9),(22 1905792.4),(23 1961844.5),(24 2009024.8),(25 2052818.6),(26 2084932.9),(27 2112245),(28 2137457.5),(29 2159640),(30 2181423.8),(31 2201031.8),(32 2216281.3),(33 2225712.8),(34 2234024.3),(35 2235163.3),(36 2232708),(37 2230753),(38 2226048.3),(39 2221041.8),(40 2213401),(41 2200329.8),(42 2181677.5),(43 2165251.3),(44 2145130),(45 2122666.5),(46 2097009.9),(47 2073166.9),(48 2050221),(49 2029168.8),(50 2003928.8),(51 1978702.8),(52 1954366.5),(53 1932494.8),(54 1914614),(55 1896990.5),(56 1882769.9),(57 1872409.5),(58 1859546.6),(59 1846930.3),(60 1837057.1),(61 1821606.8),(62 1803772.5),(63 1791215.3),(64 1779450.6),(65 1769447.5),(66 1760857.1),(67 1754974.5),(68 1750737.5),(69 1749540.3),(70 1751551.5),(71 1755833.5),(72 1760525.3),(73 1768919.9),(74 1776674.8),(75 1783186.4),(76 1788550.8),(77 1790311.5),(78 1785314),(79 1778385.1),
(1 15337.105),(2 56480.684),(3 119301.08),(4 199601.28),(5 293738.44),(6 398898.13),(7 511455.9),(8 627136.6),(9 744808.4),(10 859895.6),(11 971150.25),(12 1076284.4),(13 1173980.8),(14 1264622.1),(15 1344596.3),(16 1414747.6),(17 1473739.5),(18 1526307.3),(19 1570083.8),(20 1605174.6),(21 1634676.3),(22 1659207.9),(23 1677619.4),(24 1693184.8),(25 1708439.5),(26 1716787.3),(27 1725505.4),(28 1733063.5),(29 1741210.6),(30 1748891.8),(31 1760505.6),(32 1776912.1),(33 1796308.3),(34 1820525.9),(35 1847640.9),(36 1867942.4),(37 1882979.9),(38 1903099),(39 1917936.1),(40 1931016.9),(41 1943112.5),(42 1952404.5),(43 1960487.5),(44 1965905.8),(45 1965715.9),(46 1963840),(47 1963223.5),(48 1965291.5),(49 1963696.9),(50 1957325.5),(51 1948182.6),(52 1937286.6),(53 1924018.3),(54 1913567.6),(55 1905293.8),(56 1896363.8),(57 1891082.6),(58 1882429.5),(59 1869883.8),(60 1860812.1),(61 1851340.8),(62 1840163.9),(63 1823976.8),(64 1812400),(65 1802263.9),(66 1794785.6),(67 1792782),(68 1788964.6),(69 1783784.1),(70 1777963.9),(71 1775037.9),(72 1770149.8),(73 1768539),(74 1771074.6),(75 1771671.5),(76 1772663.6),(77 1771489.8),(78 1764824.5),(79 1757223.6),
(1 13410.157),(2 48941.566),(3 104014.375),(4 173094.42),(5 253552.17),(6 341800.88),(7 435468.53),(8 531099.44),(9 626017.56),(10 720175.44),(11 807964.6),(12 889732.8),(13 963814.94),(14 1029488.2),(15 1089081.5),(16 1141930.1),(17 1186737.8),(18 1228242.5),(19 1264188.1),(20 1297117.9),(21 1327870.3),(22 1354566.6),(23 1377127.1),(24 1398283.9),(25 1420743.1),(26 1437656.9),(27 1451936.4),(28 1461116.5),(29 1468358.9),(30 1474741.1),(31 1479126),(32 1483343.9),(33 1490346.9),(34 1499749.8),(35 1510025.4),(36 1523720.1),(37 1541881.3),(38 1561825.3),(39 1584201.6),(40 1608952.1),(41 1631868.5),(42 1654647.9),(43 1677344.1),(44 1698828.8),(45 1716612.6),(46 1730233.4),(47 1739859),(48 1745986.3),(49 1749325.4),(50 1746092.1),(51 1738882.6),(52 1727071.5),(53 1708990.3),(54 1685482.5),(55 1657426.5),(56 1627853),(57 1596625.6),(58 1564646),(59 1535849.6),(60 1510846.8),(61 1486126.3),(62 1464882.4),(63 1452346.5),(64 1444265.6),(65 1439269.4),(66 1437350.6),(67 1435666.9),(68 1436258.5),(69 1437822.9),(70 1440257.8),(71 1444145.8),(72 1449553.6),(73 1458060.5),(74 1467386.4),(75 1476873.8),(76 1489566.6),(77 1503000),(78 1517978),(79 1530537.8),
(1 12614.622),(2 46045.5),(3 98521.19),(4 164657.66),(5 243117.31),(6 330928.16),(7 425130.1),(8 522624.9),(9 620560.2),(10 719016),(11 814643.44),(12 907433.5),(13 992638.3),(14 1071786.3),(15 1143444.6),(16 1209527.3),(17 1268337.4),(18 1322440.6),(19 1370088.4),(20 1409639),(21 1443283.5),(22 1472771.8),(23 1496012.3),(24 1513962.8),(25 1527138.5),(26 1532764.9),(27 1535833),(28 1535707.8),(29 1535036.6),(30 1533718.3),(31 1536594.8),(32 1544390.3),(33 1555752),(34 1566819.6),(35 1580985.1),(36 1605732.3),(37 1633068.6),(38 1660862.1),(39 1689984),(40 1717268.4),(41 1742657.1),(42 1765417.1),(43 1783356),(44 1796102.6),(45 1807505.1),(46 1814981.9),(47 1814833),(48 1809274.3),(49 1796893),(50 1782171.8),(51 1764873.5),(52 1745319.8),(53 1722161.5),(54 1697570.9),(55 1673375.3),(56 1647650.6),(57 1620375.6),(58 1593943.3),(59 1563305.9),(60 1534342.8),(61 1506995.3),(62 1480410.1),(63 1455437.8),(64 1436259.5),(65 1418797),(66 1402839),(67 1388651.8),(68 1381168.4),(69 1373473.8),(70 1367734.4),(71 1363545),(72 1360705.9),(73 1358086.6),(74 1354241.5),(75 1353432.4),(76 1354131.8),(77 1354964.5),(78 1359775.5),(79 1363526.9),
(1 14295.266),(2 52385.977),(3 109356.414),(4 181155.5),(5 263087.72),(6 352762.13),(7 445668.44),(8 539678.7),(9 631263),(10 720403),(11 802808.2),(12 877879.44),(13 942896.56),(14 998346.94),(15 1048944.1),(16 1090235),(17 1126502.8),(18 1157439.5),(19 1184842),(20 1210918.4),(21 1233558.3),(22 1255600.5),(23 1275195),(24 1295316.3),(25 1317703.1),(26 1337317.1),(27 1357197.9),(28 1375921.8),(29 1395616.8),(30 1414020.5),(31 1431119.8),(32 1447332.8),(33 1463996),(34 1479248.6),(35 1488986.5),(36 1496420.8),(37 1498979),(38 1495821.8),(39 1491644.5),(40 1484852.1),(41 1473044.9),(42 1460883.5),(43 1445431.3),(44 1428792.4),(45 1409381.4),(46 1390332.3),(47 1372317.1),(48 1357441.8),(49 1345160.5),(50 1338969),(51 1335769),(52 1336629.5),(53 1340964),(54 1347643.8),(55 1353287.5),(56 1361623.1),(57 1373672.8),(58 1386971.4),(59 1399924.1),(60 1418330.4),(61 1434535),(62 1454159.3),(63 1473257.4),(64 1493649.4),(65 1512125),(66 1524940.1),(67 1533377.4),(68 1539920.5),(69 1539339.8),(70 1534617.6),(71 1522410.9),(72 1507125.4),(73 1490002.6),(74 1471668.6),(75 1456488.4),(76 1442626.6),(77 1430762.3),(78 1421394.6),(79 1413346.5),
